energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.11829572,-1.06758932,0.25199772,-0.23474197,0.16200390,-0.15807028,0.00627052,-0.00638202,0.07429920,-0.07312188,0.28275974,-0.27526501,0.10514628,-0.09516601,0.03742007,-0.03676981,0.57611060,-0.54683237
-5.99399700,1.15456302,-1.10175147,0.26601003,-0.24757667,0.16491849,-0.16102647,0.00617089,-0.00630583,0.07461430,-0.07361319,0.28835486,-0.28091783,0.11167578,-0.10094614,0.03769509,-0.03713597,0.59817620,-0.56734280
-5.98799400,1.19155254,-1.13632142,0.28070106,-0.26105144,0.16760427,-0.16372172,0.00604466,-0.00620269,0.07485951,-0.07397146,0.29417186,-0.28658253,0.11860025,-0.10709041,0.03782449,-0.03736081,0.62086787,-0.58836182
-5.98199100,1.22942513,-1.17149289,0.29606749,-0.27519286,0.17008494,-0.16617407,0.00589198,-0.00607207,0.07507483,-0.07423486,0.30033223,-0.29238863,0.12592596,-0.11361702,0.03781021,-0.03744249,0.64423628,-0.60996445
-5.97598799,1.26831736,-1.20746705,0.31208385,-0.29001283,0.17239089,-0.16841176,0.00571379,-0.00591426,0.07529882,-0.07444324,0.30694151,-0.29846132,0.13364992,-0.12053841,0.03765841,-0.03738380,0.66831673,-0.63222585
-5.96998499,1.30831955,-1.24442966,0.32869796,-0.30550309,0.17455631,-0.17047061,0.00551172,-0.00573030,0.07556667,-0.07463605,0.31408225,-0.30491388,0.14175765,-0.12785880,0.03737885,-0.03719175,0.69311824,-0.65520988
-5.96398199,1.34945497,-1.28252765,0.34582736,-0.32163020,0.17661608,-0.17239095,0.00528805,-0.00552196,0.07590833,-0.07485040,0.32180769,-0.31184019,0.15022131,-0.13557179,0.03698412,-0.03687690,0.71861326,-0.67895736
-5.95797899,1.39166162,-1.32184645,0.36335681,-0.33833122,0.17860263,-0.17421433,0.00504561,-0.00529168,0.07634702,-0.07511916,0.33013671,-0.31930805,0.15899818,-0.14365823,0.03648887,-0.03645261,0.74472870,-0.70347480
-5.95197599,1.43477775,-1.36238955,0.38113725,-0.35551051,0.18054295,-0.17598019,0.00478764,-0.00504241,0.07689791,-0.07546922,0.33905021,-0.32735343,0.16802971,-0.15208454,0.03590892,-0.03593420,0.77133885,-0.72872417
-5.94597299,1.47853218,-1.40406161,0.39898635,-0.37303784,0.18245599,-0.17772262,0.00451772,-0.00477758,0.07756730,-0.07592013,0.34848929,-0.33597611,0.17724129,-0.16080143,0.03526041,-0.03533804,0.79826083,-0.75461462
-5.93996998,1.52254019,-1.44665611,0.41669077,-0.39074819,0.18435051,-0.17946748,0.00423956,-0.00450087,0.07835214,-0.07648300,0.35835513,-0.34513698,0.18654261,-0.16974335,0.03455901,-0.03468075,0.82525293,-0.78099656
-5.93396698,1.56630549,-1.48984877,0.43401012,-0.40844317,0.18622353,-0.18123006,0.00395693,-0.00421613,0.07924003,-0.07715984,0.36851086,-0.35475708,0.19582892,-0.17882863,0.03381919,-0.03397829,0.85201608,-0.80765866
-5.92796398,1.60922841,-1.53319691,0.45068261,-0.42589431,0.18805957,-0.18301324,0.00367349,-0.00392724,0.08020967,-0.07794336,0.37878519,-0.36471853,0.20498286,-0.18796031,0.03305368,-0.03324531,0.87819859,-0.83432810
-5.92196098,1.65061999,-1.57614542,0.46643209,-0.44284805,0.18983054,-0.18480656,0.00339271,-0.00363798,0.08123168,-0.07881715,0.38897776,-0.37486735,0.21387712,-0.19702778,0.03227295,-0.03249451,0.90340394,-0.86067418
-5.91595798,1.68972159,-1.61803894,0.48097625,-0.45903230,0.19149653,-0.18658590,0.00311776,-0.00335188,0.08226979,-0.07975636,0.39886583,-0.38501805,0.22237756,-0.20590914,0.03148499,-0.03173623,0.92720156,-0.88631521
-5.90995498,1.72572909,-1.65814000,0.49403574,-0.47416440,0.19300719,-0.18831410,0.00285142,-0.00307219,0.08328241,-0.08072872,0.40821218,-0.39495973,0.23034698,-0.21447411,0.03069520,-0.03097812,0.94913988,-0.91082854
-5.90395198,1.75782055,-1.69565215,0.50534367,-0.48796006,0.19430385,-0.18994227,0.00259608,-0.00280175,0.08422432,-0.08169589,0.41677379,-0.40446345,0.23764902,-0.22258765,0.02990640,-0.03022511,0.96876127,-0.93376322
-5.89794897,1.78518607,-1.72974717,0.51465512,-0.50014292,0.19532217,-0.19141183,0.00235363,-0.00254296,0.08504857,-0.08261514,0.42431080,-0.41329064,0.24415242,-0.23011374,0.02911906,-0.02947938,0.98561814,-0.95465473
-5.89194597,1.80705842,-1.75959496,0.52175627,-0.51045434,0.19599512,-0.19265709,0.00212552,-0.00229774,0.08570843,-0.08344114,0.43059557,-0.42120192,0.24973516,-0.23691961,0.02833161,-0.02874064,0.99928937,-0.97304124
-5.88594297,1.82274316,-1.78439482,0.52647263,-0.51866294,0.19625625,-0.19360833,0.00191274,-0.00206755,0.08615931,-0.08412784,0.43542126,-0.42796619,0.25428843,-0.24287988,0.02754087,-0.02800647,1.00939650,-0.98848037
-5.87993997,1.83164658,-1.80340648,0.52867612,-0.52457343,0.19604307,-0.19419508,0.00171586,-0.00185336,0.08636049,-0.08463045,0.43860974,-0.43336940,0.25772034,-0.24788066,0.02674256,-0.02727271,1.01561871,-1.00056602
-5.87393697,1.83330064,-1.81597967,0.52829061,-0.52803437,0.19530024,-0.19434962,0.00153503,-0.00165572,0.08627684,-0.08490724,0.44001830,-0.43722277,0.25995904,-0.25182332,0.02593177,-0.02653404,1.01770615,-1.00894418
-5.86793397,1.82738346,-1.82158064,0.52529571,-0.52894448,0.19398264,-0.19401032,0.00137009,-0.00147474,0.08588005,-0.08492122,0.43954525,-0.43937000,0.26095531,-0.25462784,0.02510351,-0.02578449,1.01549093,-1.01332726
-5.86193097,1.81373488,-1.81981484,0.51972867,-0.52725728,0.19205798,-0.19312488,0.00122058,-0.00131023,0.08514983,-0.08464161,0.43713387,-0.43969331,0.26068443,-0.25623561,0.02425322,-0.02501800,1.00889540,-1.01350615
-5.85592796,1.79236646,-1.81044457,0.51168440,-0.52298382,0.18950898,-0.19165308,0.00108584,-0.00116168,0.08407458,-0.08404501,0.43277495,-0.43811806,0.25914729,-0.25661153,0.02337718,-0.02422892,0.99793740,-1.00935970
-5.84992496,1.76346562,-1.79340116,0.50131353,-0.51619347,0.18633502,-0.18956925,0.00096502,-0.00102836,0.08265186,-0.08311631,0.42650767,-0.43461583,0.25637074,-0.25574538,0.02247286,-0.02341250,0.98273240,-1.00086114
-5.84392196,1.72739409,-1.76879132,0.48881882,-0.50701277,0.18255312,-0.18686402,0.00085716,-0.00090938,0.08088846,-0.08184920,0.41841897,-0.42920590,0.25240720,-0.25365246,0.02153918,-0.02256525,0.96349246,-0.98808139
-5.83791896,1.68468088,-1.73689756,0.47444992,-0.49562240,0.17819834,-0.18354562,0.00076126,-0.00080371,0.07880027,-0.08024643,0.40864154,-0.42195524,0.24733352,-0.25037345,0.02057668,-0.02168522,0.94052231,-0.97118909
-5.83191596,1.63601034,-1.69817311,0.45849698,-0.48225255,0.17332361,-0.17964042,0.00067629,-0.00071029,0.07641171,-0.07831971,0.39735051,-0.41297694,0.24124921,-0.24597352,0.01958758,-0.02077217,0.91421264,-0.95044770
-5.82591296,1.58220588,-1.65323152,0.44128312,-0.46717682,0.16799892,-0.17519297,0.00060125,-0.00062803,0.07375512,-0.07608935,0.38475914,-0.40242744,0.23427412,-0.24054080,0.01857572,-0.01982767,0.88503107,-0.92620960
-5.81990995,1.52421030,-1.60283183,0.42315638,-0.45070507,0.16231001,-0.17026541,0.00053518,-0.00055586,0.07086980,-0.07358365,0.37111366,-0.39050255,0.22654562,-0.23418429,0.01754645,-0.01885506,0.85351123,-0.89890788
-5.81390695,1.46306347,-1.54785998,0.40448115,-0.43317538,0.15635665,-0.16493629,0.00047720,-0.00049277,0.06780098,-0.07083806,0.35668747,-0.37743262,0.21821551,-0.22703125,0.01650643,-0.01785929,0.82024033,-0.86904592
-5.80790395,1.39987817,-1.48930732,0.38562972,-0.41494562,0.15025044,-0.15929900,0.00042651,-0.00043782,0.06459873,-0.06789424,0.34177497,-0.36347701,0.20944655,-0.21922423,0.01546333,-0.01684677,0.78584575,-0.83718549
-5.80190095,1.33581514,-1.42824709,0.36697384,-0.39638480,0.14411244,-0.15345975,0.00038238,-0.00039016,0.06131675,-0.06479894,0.32668520,-0.34891809,0.20040905,-0.21091781,0.01442562,-0.01582510,0.75098102,-0.80393358
-5.79589795,1.27205775,-1.36580976,0.34887684,-0.37786453,0.13807050,-0.14753527,0.00034420,-0.00034903,0.05801116,-0.06160289,0.31173543,-0.33405499,0.19127720,-0.20227520,0.01340216,-0.01480272,0.71631179,-0.76992866
-5.78989495,1.20978732,-1.30315793,0.33168632,-0.35975084,0.13225644,-0.14165021,0.00031144,-0.00031377,0.05473940,-0.05835960,0.29724489,-0.31919726,0.18222566,-0.19346481,0.01240197,-0.01378866,0.68250183,-0.73582661
-5.78389195,1.15015931,-1.24146154,0.31572752,-0.34239663,0.12680320,-0.13593441,0.00028362,-0.00028380,0.05155904,-0.05512427,0.28352868,-0.30465867,0.17342611,-0.18465673,0.01143388,-0.01279216,0.65019967,-0.70228679
-5.77788894,1.09428102,-1.18187395,0.30129758,-0.32613471,0.12184193,-0.13052008,0.00026036,-0.00025866,0.04852675,-0.05195263,0.27089199,-0.29075114,0.16504410,-0.17601948,0.01050630,-0.01182238,0.62002602,-0.66995855
-5.77188594,1.04319101,-1.12550928,0.28866064,-0.31127175,0.11749912,-0.12553888,0.00024134,-0.00023792,0.04569733,-0.04889991,0.25962470,-0.27777896,0.15723607,-0.16771675,0.00962696,-0.01088809,0.59256205,-0.63946840
-5.76588294,0.99784046,-1.07342144,0.27804377,-0.29808303,0.11389381,-0.12111905,0.00022626,-0.00022125,0.04312273,-0.04601988,0.24999624,-0.26603336,0.15014671,-0.15990449,0.00880277,-0.00999749,0.56833886,-0.61140816
-5.75987994,0.95907669,-1.02658501,0.26963385,-0.28680816,0.11113492,-0.11738262,0.00021486,-0.00020836,0.04085128,-0.04336395,0.24225090,-0.25578741,0.14390654,-0.15272818,0.00803965,-0.00915792,0.54782807,-0.58632398
-5.75387694,0.92762877,-0.98587818,0.26357516,-0.27764755,0.10931869,-0.11444259,0.00020693,-0.00019900,0.03892683,-0.04098029,0.23660340,-0.24729128,0.13862988,-0.14632042,0.00734251,-0.00837579,0.53143367,-0.56470670
-5.74787394,0.90409534,-0.95206775,0.25996781,-0.27075990,0.10852632,-0.11240035,0.00020225,-0.00019294,0.03738805,-0.03891316,0.23323494,-0.24076787,0.13441315,-0.14079880,0.00671517,-0.00765647,0.51948517,-0.54698324
-5.74187094,0.88893470,-0.92579630,0.25886691,-0.26626033,0.10882183,-0.11134322,0.00020060,-0.00018999,0.03626776,-0.03720208,0.23228940,-0.23640876,0.13133344,-0.13626411,0.00616042,-0.00700423,0.51223205,-0.53350934
-5.73586793,0.88245699,-0.90757151,0.26028239,-0.26421939,0.11025016,-0.11134215,0.00020176,-0.00018996,0.03559221,-0.03588128,0.23387012,-0.23437051,0.12944753,-0.13279883,0.00568004,-0.00642228,0.50983948,-0.52456354
-5.72986493,0.88481874,-0.89775769,0.26417945,-0.26466264,0.11283554,-0.11244967,0.00020552,-0.00019264,0.03538056,-0.03497902,0.23803691,-0.23477129,0.12879113,-0.13046601,0.00527493,-0.00591277,0.51238549,-0.52034245
-5.72386193,0.89601960,-0.89656943,0.27047969,-0.26757108,0.11658018,-0.11469813,0.00021163,-0.00019784,0.03564426,-0.03451699,0.24480361,-0.23768789,0.12937858,-0.12930845,0.00494519,-0.00547694,0.51985939,-0.52095733
-5.71785893,0.91590143,-0.90406757,0.27906276,-0.27288197,0.12146344,-0.11809824,0.00021984,-0.00020533,0.03638657,-0.03450983,0.25413616,-0.24315317,0.13120283,-0.12934824,0.00469023,-0.00511518,0.53216170,-0.52643208
-5.71185593,0.94414985,-0.92015739,0.28976863,-0.28049048,0.12744128,-0.12263796,0.00022987,-0.00021490,0.03760213,-0.03496456,0.26595129,-0.25115396,0.13423571,-0.13058658,0.00450891,-0.00482714,0.54910538,-0.53670255
-5.70585293,0.98029816,-0.94458926,0.30240043,-0.29025171,0.13444626,-0.12828185,0.00024144,-0.00022628,0.03927667,-0.03588019,0.28011600,-0.26162952,0.13842860,-0.13300400,0.00439964,-0.00461191,0.57041861,-0.55161730
-5.69984992,1.02373395,-0.97696163,0.31672776,-0.30198342,0.14238809,-0.13497084,0.00025424,-0.00023921,0.04138674,-0.03724733,0.29644787,-0.27447075,0.14371341,-0.13656087,0.00436051,-0.00446808,0.59574898,-0.57093975
-5.69384692,1.07370822,-1.01672667,0.33249068,-0.31546922,0.15115465,-0.14262258,0.00026795,-0.00025341,0.04389975,-0.03904796,0.31471637,-0.28952015,0.15000375,-0.14119822,0.00438930,-0.00439389,0.62466915,-0.59435191
-5.68784392,1.12934721,-1.06319838,0.34940400,-0.33046227,0.16061361,-0.15113228,0.00028223,-0.00026856,0.04677410,-0.04125530,0.33464530,-0.30657263,0.15719654,-0.14683891,0.00448362,-0.00438730,0.65668392,-0.62145942
-5.68184092,1.18966671,-1.11556345,0.36716224,-0.34668952,0.17061461,-0.16037416,0.00029676,-0.00028434,0.04995954,-0.04383388,0.35591632,-0.32537748,0.16517374,-0.15338901,0.00464090,-0.00444610,0.69123869,-0.65179819
-5.67583792,1.25358886,-1.17289454,0.38544482,-0.36385640,0.18099200,-0.17020347,0.00031119,-0.00030042,0.05339780,-0.04673975,0.37817379,-0.34564126,0.17380435,-0.16073950,0.00485837,-0.00456789,0.72772911,-0.68484230
-5.66983492,1.31996120,-1.23416609,0.40392167,-0.38165186,0.19156804,-0.18045907,0.00032519,-0.00031648,0.05702350,-0.04992096,0.40103074,-0.36703203,0.18294664,-0.16876822,0.00513307,-0.00475016,0.76551197,-0.72001326
-5.66383192,1.38757760,-1.29827243,0.42225905,-0.39975376,0.20215661,-0.19096654,0.00033843,-0.00033216,0.06076522,-0.05331827,0.42407604,-0.38918463,0.19245048,-0.17734190,0.00546179,-0.00499021,0.80391682,-0.75669037
-5.65782891,1.45520076,-1.36404781,0.44012548,-0.41783458,0.21256713,-0.20154177,0.00035063,-0.00034713,0.06454694,-0.05686608,0.44688260,-0.41170713,0.20215979,-0.18631850,0.00584101,-0.00528519,0.84225849,-0.79422213
-5.65182591,1.52158579,-1.43028807,0.45719772,-0.43556713,0.22260890,-0.21199490,0.00036148,-0.00036109,0.06828965,-0.06049361,0.46901643,-0.43418841,0.21191509,-0.19554955,0.00626678,-0.00563194,0.87984983,-0.83193828
-5.64582291,1.58550428,-1.49577350,0.47316659,-0.45263043,0.23209537,-0.22213456,0.00037075,-0.00037372,0.07191313,-0.06412637,0.49004632,-0.45620652,0.22155601,-0.20488261,0.00673469,-0.00602702,0.91601474,-0.86916236
-5.63981991,1.64576831,-1.55929230,0.48774250,-0.46871542,0.24084849,-0.23177222,0.00037820,-0.00038475,0.07533795,-0.06768776,0.50955389,-0.47733788,0.23092391,-0.21416375,0.00723973,-0.00646651,0.95010092,-0.90522455
-5.63381691,1.70125375,-1.61966418,0.50066066,-0.48353045,0.24870289,-0.24072661,0.00038367,-0.00039395,0.07848747,-0.07110086,0.52714368,-0.49716687,0.23986426,-0.22323996,0.00777628,-0.00694600,0.98149210,-0.93947423
-5.62781391,1.75092223,-1.67576334,0.51168568,-0.49680645,0.25550965,-0.24882792,0.00038702,-0.00040111,0.08128986,-0.07429034,0.54245285,-0.51529561,0.24822909,-0.23196156,0.00833798,-0.00746046,1.00961957,-0.97129223
-5.62181091,1.79384124,-1.72654036,0.52061559,-0.50830160,0.26113976,-0.25592182,0.00038815,-0.00040606,0.08368011,-0.07718441,0.55516031,-0.53135360,0.25587924,-0.24018451,0.00891775,-0.00800418,1.03397251,-1.00010232
-5.61580790,1.82920170,-1.77104237,0.52728513,-0.51780542,0.26548694,-0.26187295,0.00038703,-0.00040869,0.08560181,-0.07971675,0.56499481,-0.54500686,0.26268643,-0.24777251,0.00950780,-0.00857070,1.05410703,-1.02538169
-5.60980490,1.85633271,-1.80843093,0.53156821,-0.52514218,0.26846986,-0.26656799,0.00038365,-0.00040893,0.08700878,-0.08182829,0.57174164,-0.55596624,0.26853523,-0.25459905,0.01009966,-0.00915283,1.06965370,-1.04667009
-5.60380190,1.87471296,-1.83799725,0.53337948,-0.53017352,0.27003361,-0.26991803,0.00037806,-0.00040675,0.08786632,-0.08346893,0.57524785,-0.56399462,0.27332474,-0.26054921,0.01068429,-0.00974263,1.08032333,-1.06357767
-5.59779890,1.88397876,-1.85917427,0.53267517,-0.53280035,0.27015050,-0.27186031,0.00037035,-0.00040220,0.08815221,-0.08459889,0.57542563,-0.56891266,0.27697020,-0.26552131,0.01125219,-0.01033151,1.08591104,-1.07579104
-5.59179590,1.88392832,-1.87154548,0.52945290,-0.53296379,0.26882009,-0.27235912,0.00036066,-0.00039533,0.08785724,-0.08518980,0.57225375,-0.57060298,0.27940422,-0.26942836,0.01179360,-0.01091028,1.08629854,-1.08307773
-5.58579290,1.87452262,-1.87485027,0.52375081,-0.53064541,0.26606848,-0.27140605,0.00034914,-0.00038628,0.08698538,-0.08522553,0.56577713,-0.56901246,0.28057790,-0.27219933,0.01229872,-0.01146936,1.08145452,-1.08528887
-5.57978989,1.85588264,-1.86898584,0.51564583,-0.52586657,0.26194701,-0.26901947,0.00033601,-0.00037519,0.08555349,-0.08470247,0.55610438,-0.56415273,0.28046168,-0.27378014,0.01275795,-0.01199896,1.07143354,-1.08236014
-5.57378689,1.82828352,-1.85400567,0.50525132,-0.51868709,0.25653035,-0.26524339,0.00032146,-0.00036227,0.08359068,-0.08362955,0.54340365,-0.55609878,0.27904592,-0.27413455,0.01316216,-0.01248929,1.05637312,-1.07431113
-5.56778389,1.79214573,-1.83011499,0.49271415,-0.50920315,0.24991418,-0.26014563,0.00030574,-0.00034772,0.08113724,-0.08202782,0.52789681,-0.54498575,0.27634124,-0.27324478,0.01350300,-0.01293083,1.03648962,-1.06124306
-5.56178089,1.74802374,-1.79766323,0.47821116,-0.49754473,0.24221242,-0.25381563,0.00028910,-0.00033180,0.07824335,-0.07992961,0.50985229,-0.53100407,0.27237857,-0.27111191,0.01377313,-0.01331464,1.01207269,-1.04333525
