energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-2.84242121,2.72366026,0.30355100,1.43203784,0.00129842,0.05329405,0.12098322,1.19362224,0.00629980,0.16221477
-2.83641821,2.69948506,0.29531009,1.40813964,0.00134174,0.05327500,0.11784665,1.19806859,0.00615968,0.16025617
-2.83041521,2.68064144,0.28788890,1.38706778,0.00139071,0.05330749,0.11507711,1.20469186,0.00604100,0.15842896
-2.82441221,2.66751936,0.28135875,1.36929830,0.00144514,0.05339331,0.11269353,1.21336896,0.00594559,0.15675490
-2.81840920,2.66026082,0.27576090,1.35519355,0.00150472,0.05352932,0.11070155,1.22385287,0.00587465,0.15524089
-2.81240620,2.65876126,0.27110691,1.34499693,0.00156900,0.05370745,0.10909413,1.23577953,0.00582872,0.15387898
-2.80640320,2.66268184,0.26738002,1.33883294,0.00163740,0.05391498,0.10785262,1.24868020,0.00580774,0.15264718
-2.80040020,2.67147203,0.26453752,1.33671238,0.00170920,0.05413503,0.10694833,1.26199861,0.00581102,0.15151100
-2.79439720,2.68440124,0.26251388,1.33854217,0.00178356,0.05434724,0.10634439,1.27511219,0.00583731,0.15042551
-2.78839420,2.70059779,0.26122468,1.34413933,0.00185954,0.05452874,0.10599794,1.28735649,0.00588483,0.14933798
-2.78239120,2.71909325,0.26057095,1.35324811,0.00193611,0.05465511,0.10586243,1.29805142,0.00595136,0.14819078
-2.77638819,2.73886969,0.26044374,1.36555928,0.00201217,0.05470153,0.10588993,1.30652813,0.00603429,0.14692454
-2.77038519,2.75890738,0.26072888,1.38073041,0.00208656,0.05464390,0.10603350,1.31215532,0.00613074,0.14548125
-2.76438219,2.77823064,0.26131147,1.39840609,0.00215811,0.05445998,0.10624930,1.31436358,0.00623756,0.14380722
-2.75837919,2.79594949,0.26208010,1.41823685,0.00222565,0.05413037,0.10649845,1.31266672,0.00635149,0.14185574
-2.75237619,2.81129513,0.26293055,1.43989592,0.00228804,0.05363944,0.10674859,1.30667918,0.00646921,0.13958933
-2.74637319,2.82364782,0.26376891,1.46309291,0.00234416,0.05297602,0.10697506,1.29612880,0.00658739,0.13698138
-2.74037019,2.83255598,0.26451391,1.48758380,0.00239301,0.05213388,0.10716159,1.28086454,0.00670280,0.13401731
-2.73436718,2.83774607,0.26509858,1.51317693,0.00243365,0.05111206,0.10730066,1.26085904,0.00681235,0.13069496
-2.72836418,2.83912318,0.26547110,1.53973474,0.00246526,0.04991483,0.10739330,1.23620613,0.00691315,0.12702451
-2.72236118,2.83676287,0.26559495,1.56717139,0.00248716,0.04855159,0.10744863,1.20711373,0.00700258,0.12302776
-2.71635818,2.83089509,0.26544839,1.59544671,0.00249881,0.04703644,0.10748293,1.17389277,0.00707828,0.11873689
-2.71035518,2.82188164,0.26502344,1.62455680,0.00249984,0.04538766,0.10751850,1.13694285,0.00713826,0.11419291
-2.70435218,2.81018860,0.26432430,1.65452223,0.00249005,0.04362695,0.10758224,1.09673556,0.00718086,0.10944369
-2.69834917,2.79635553,0.26336560,1.68537445,0.00246942,0.04177869,0.10770413,1.05379648,0.00720480,0.10454194
-2.69234617,2.78096319,0.26217036,1.71714139,0.00243810,0.03986906,0.10791565,1.00868660,0.00720919,0.09954305
-2.68634317,2.76460158,0.26076789,1.74983324,0.00239643,0.03792517,0.10824812,0.96198417,0.00719351,0.09450303
-2.68034017,2.74783988,0.25919184,1.78342915,0.00234494,0.03597425,0.10873128,0.91426766,0.00715766,0.08947656
-2.67433717,2.73119966,0.25747826,1.81786581,0.00228432,0.03404285,0.10939189,0.86610045,0.00710186,0.08451529
-2.66833417,2.71513271,0.25566402,1.85302853,0.00221543,0.03215620,0.11025258,0.81801767,0.00702671,0.07966647
-2.66233117,2.70000407,0.25378546,1.88874548,0.00213927,0.03033758,0.11133100,0.77051557,0.00693313,0.07497182
-2.65632816,2.68608103,0.25187740,1.92478538,0.00205697,0.02860799,0.11263913,0.72404339,0.00682233,0.07046681
-2.65032516,2.67352817,0.24997252,1.96085900,0.00196980,0.02698576,0.11418300,0.67899794,0.00669575,0.06618027
-2.64432216,2.66240844,0.24810101,1.99662430,0.00187910,0.02548647,0.11596266,0.63572048,0.00655506,0.06213429
-2.63831916,2.65268987,0.24629070,2.03169528,0.00178629,0.02412289,0.11797240,0.59449593,0.00640211,0.05834447
-2.63231616,2.64425723,0.24456735,2.06565385,0.00169285,0.02290506,0.12020129,0.55555393,0.00623887,0.05482032
-2.62631316,2.63692785,0.24295525,2.09806454,0.00160027,0.02184052,0.12263391,0.51907151,0.00606738,0.05156590
-2.62031016,2.63047064,0.24147798,2.12849106,0.00151009,0.02093457,0.12525124,0.48517692,0.00588976,0.04858061
-2.61430715,2.62462714,0.24015930,2.15651409,0.00142382,0.02019056,0.12803174,0.45395437,0.00570813,0.04585997
-2.60830415,2.61913339,0.23902408,2.18174944,0.00134297,0.01961031,0.13095241,0.42544928,0.00552462,0.04339656
-2.60230115,2.61374168,0.23809916,2.20386556,0.00126902,0.01919441,0.13398991,0.39967374,0.00534130,0.04118077
-2.59629815,2.60824074,0.23741414,2.22259970,0.00120343,0.01894261,0.13712159,0.37661196,0.00516022,0.03920165
-2.59029515,2.60247370,0.23700197,2.23777178,0.00114759,0.01885409,0.14032637,0.35622544,0.00498335,0.03744753
-2.58429215,2.59635273,0.23689933,2.24929535,0.00110287,0.01892778,0.14358555,0.33845774,0.00481257,0.03590668
-2.57828914,2.58986971,0.23714669,2.25718498,0.00107059,0.01916247,0.14688325,0.32323869,0.00464971,0.03456767
-2.57228614,2.58310251,0.23778809,2.26155988,0.00105201,0.01955696,0.15020674,0.31048796,0.00449650,0.03341977
-2.56628314,2.57621656,0.23887059,2.26264325,0.00104831,0.02011006,0.15354643,0.30011799,0.00435456,0.03245312
-2.56028014,2.56946170,0.24044335,2.26075762,0.00106063,0.02082052,0.15689564,0.29203614,0.00422541,0.03165883
-2.55427714,2.56316438,0.24255646,2.25631620,0.00109000,0.02168687,0.16025008,0.28614622,0.00411047,0.03102896
-2.54827414,2.55771584,0.24525943,2.24981058,0.00113735,0.02270721,0.16360720,0.28234940,0.00401099,0.03055649
-2.54227114,2.55355657,0.24859946,2.24179539,0.00120347,0.02387886,0.16696527,0.28054447,0.00392811,0.03023511
-2.53626813,2.55115794,0.25261956,2.23287048,0.00128900,0.02519804,0.17032249,0.28062769,0.00386275,0.03005909
-2.53026513,2.55100186,0.25735656,2.22366127,0.00139437,0.02665949,0.17367592,0.28249225,0.00381567,0.03002309
-2.52426213,2.55355924,0.26283907,2.21479824,0.00151979,0.02825605,0.17702052,0.28602741,0.00378738,0.03012195
-2.51825913,2.55926837,0.26908552,2.20689614,0.00166518,0.02997833,0.18034832,0.29111760,0.00377814,0.03035054
-2.51225613,2.56851403,0.27610239,2.20053381,0.00183017,0.03181436,0.18364764,0.29764142,0.00378798,0.03070363
-2.50625313,2.58160826,0.28388256,2.19623538,0.00201402,0.03374934,0.18690258,0.30547083,0.00381660,0.03117577
-2.50025013,2.59877358,0.29240409,2.19445332,0.00221562,0.03576545,0.19009280,0.31447053,0.00386346,0.03176128
-2.49424712,2.62012939,0.30162925,2.19555414,0.00243346,0.03784182,0.19319351,0.32449767,0.00392770,0.03245420
-2.48824412,2.64568195,0.31150405,2.19980702,0.00266564,0.03995463,0.19617570,0.33540200,0.00400822,0.03324840
-2.48224112,2.67531850,0.32195824,2.20737567,0.00290981,0.04207724,0.19900677,0.34702651,0.00410367,0.03413758
-2.47623812,2.70880556,0.33290573,2.21831381,0.00316329,0.04418067,0.20165126,0.35920849,0.00421247,0.03511545
-2.47023512,2.74579166,0.34424562,2.23256414,0.00342301,0.04623399,0.20407191,0.37178117,0.00433290,0.03617585
-2.46423212,2.78581411,0.35586360,2.24996089,0.00368563,0.04820503,0.20623072,0.38457577,0.00446312,0.03731286
-2.45822911,2.82830977,0.36763397,2.27023570,0.00394756,0.05006109,0.20809025,0.39742395,0.00460125,0.03852099
-2.45222611,2.87262931,0.37942196,2.29302661,0.00420509,0.05176981,0.20961491,0.41016058,0.00474539,0.03979531
-2.44622311,2.91805433,0.39108653,2.31788982,0.00445446,0.05330005,0.21077215,0.42262665,0.00489374,0.04113156
-2.44022011,2.96381684,0.40248337,2.34431373,0.00469198,0.05462280,0.21153364,0.43467229,0.00504460,0.04252626
-2.43421711,3.00912029,0.41346820,2.37173476,0.00491411,0.05571213,0.21187634,0.44615967,0.00519647,0.04397679
-2.42821411,3.05316137,0.42390016,2.39955443,0.00511762,0.05654599,0.21178326,0.45696567,0.00534803,0.04548138
-2.42221111,3.09515191,0.43364517,2.42715716,0.00529967,0.05710701,0.21124418,0.46698428,0.00549824,0.04703919
-2.41620810,3.13434003,0.44257930,2.45392808,0.00545788,0.05738312,0.21025600,0.47612840,0.00564630,0.04865021
-2.41020510,3.17002990,0.45059180,2.47927048,0.00559048,0.05736801,0.20882293,0.48433125,0.00579168,0.05031525
-2.40420210,3.20159945,0.45758797,2.50262220,0.00569632,0.05706141,0.20695640,0.49154709,0.00593408,0.05203580
-2.39819910,3.22851558,0.46349151,2.52347057,0.00577495,0.05646915,0.20467477,0.49775127,0.00607345,0.05381398
-2.39219610,3.25034639,0.46824647,2.54136556,0.00582663,0.05560309,0.20200281,0.50293978,0.00620989,0.05565237
-2.38619310,3.26677019,0.47181862,2.55593069,0.00585235,0.05448072,0.19897102,0.50712811,0.00634368,0.05755387
-2.38019010,3.27758123,0.47419626,2.56687150,0.00585381,0.05312466,0.19561479,0.51034963,0.00647517,0.05952159
-2.37418709,3.28269201,0.47539037,2.57398161,0.00583335,0.05156193,0.19197342,0.51265352,0.00660475,0.06155865
-2.36818409,3.28213239,0.47543418,2.57714599,0.00579395,0.04982316,0.18808910,0.51410244,0.00673279,0.06366804
-2.36218109,3.27604563,0.47438217,2.57634176,0.00573912,0.04794159,0.18400581,0.51476995,0.00685961,0.06585250
-2.35617809,3.26468166,0.47230841,2.57163649,0.00567285,0.04595207,0.17976821,0.51473785,0.00698539,0.06811436
-2.35017509,3.24838795,0.46930453,2.56318402,0.00559947,0.04389003,0.17542061,0.51409358,0.00711016,0.07045537
-2.34417209,3.22759833,0.46547714,2.55121828,0.00552360,0.04179049,0.17100589,0.51292771,0.00723379,0.07287662
-2.33816908,3.20282006,0.46094501,2.53604496,0.00545002,0.03968706,0.16656456,0.51133177,0.00735590,0.07537838
-2.33216608,3.17461967,0.45583585,2.51803161,0.00538358,0.03761110,0.16213397,0.50939622,0.00747591,0.07795993
-2.32616308,3.14360776,0.45028306,2.49759618,0.00532912,0.03559103,0.15774753,0.50720888,0.00759301,0.08061949
-2.32016008,3.11042328,0.44442233,2.47519429,0.00529132,0.03365171,0.15343417,0.50485365,0.00770617,0.08335404
-2.31415708,3.07571740,0.43838819,2.45130569,0.00527466,0.03181407,0.14921791,0.50240971,0.00781412,0.08615916
-2.30815408,3.04013752,0.43231080,2.42641996,0.00528327,0.03009485,0.14511761,0.49995097,0.00791544,0.08902892
-2.30215108,3.00431153,0.42631280,2.40102190,0.00532089,0.02850660,0.14114684,0.49754597,0.00800852,0.09195570
-2.29614807,2.96883286,0.42050640,2.37557703,0.00539075,0.02705775,0.13731399,0.49525804,0.00809162,0.09493005
-2.29014507,2.93424640,0.41499092,2.35051744,0.00549547,0.02575287,0.13362247,0.49314581,0.00816292,0.09794058
-2.28414207,2.90103605,0.40985053,2.32622856,0.00563701,0.02459313,0.13007113,0.49126396,0.00822059,0.10097386
-2.27813907,2.86961398,0.40515265,2.30303730,0.00581656,0.02357677,0.12665474,0.48966414,0.00826277,0.10401435
-2.27213607,2.84031219,0.40094665,2.28120199,0.00603446,0.02269969,0.12336468,0.48839618,0.00828772,0.10704442
-2.26613307,2.81337682,0.39726329,2.26090477,0.00629017,0.02195609,0.12018967,0.48750938,0.00829381,0.11004445
-2.26013007,2.78896563,0.39411464,2.24224676,0.00658221,0.02133916,0.11711661,0.48705388,0.00827966,0.11299300
-2.25412706,2.76714883,0.39149473,2.22524657,0.00690808,0.02084169,0.11413145,0.48708215,0.00824417,0.11586711
-2.24812406,2.74791379,0.38938079,2.20984242,0.00726434,0.02045671,0.11122014,0.48765045,0.00818658,0.11864273
-2.24212106,2.73117350,0.38773521,2.19589809,0.00764656,0.02017804,0.10836952,0.48882022,0.00810661,0.12129529
-2.23611806,2.71677882,0.38650809,2.18321277,0.00804942,0.02000078,0.10556822,0.49065927,0.00800445,0.12380037
-2.23011506,2.70453427,0.38564041,2.17153460,0.00846675,0.01992165,0.10280747,0.49324284,0.00788089,0.12613453
-2.22411206,2.69421680,0.38506763,2.16057760,0.00889170,0.01993929,0.10008185,0.49665419,0.00773733,0.12827625
-2.21810905,2.68559677,0.38472377,2.15004133,0.00931687,0.02005437,0.09738994,0.50098483,0.00757580,0.13020689
-2.21210605,2.67846032,0.38454553,2.13963240,0.00973451,0.02026967,0.09473476,0.50633419,0.00739905,0.13191176
-2.20610305,2.67263186,0.38447664,2.12908699,0.01013672,0.02058994,0.09212410,0.51280861,0.00721045,0.13338118
-2.20010005,2.66799546,0.38447183,2.11819301,0.01051570,0.02102169,0.08957071,0.52051957,0.00701404,0.13461137
-2.19409705,2.66451374,0.38450054,2.10681073,0.01086396,0.02157291,0.08709221,0.52958128,0.00681442,0.13560541
-2.18809405,2.66224298,0.38454987,2.09489057,0.01117462,0.02225265,0.08471088,0.54010730,0.00661673,0.13637382
-2.18209105,2.66134314,0.38462675,2.08248688,0.01144156,0.02307052,0.08245321,0.55220647,0.00642648,0.13693505
-2.17608804,2.66208185,0.38475902,2.06976642,0.01165970,0.02403622,0.08034928,0.56597812,0.00624949,0.13731562
-2.17008504,2.66483138,0.38499536,2.05701097,0.01182512,0.02515891,0.07843194,0.58150667,0.00609168,0.13754992
-2.16408204,2.67005848,0.38540387,2.04461320,0.01193521,0.02644667,0.07673585,0.59885584,0.00595894,0.13767967
-2.15807904,2.67830684,0.38606945,2.03306577,0.01198873,0.02790594,0.07529639,0.61806264,0.00585698,0.13775302
-2.15207604,2.69017265,0.38708984,2.02294379,0.01198586,0.02954097,0.07414843,0.63913149,0.00579108,0.13782329
-2.14607304,2.70627433,0.38857067,2.01488117,0.01192814,0.03135334,0.07332509,0.66202860,0.00576599,0.13794736
-2.14007004,2.72721755,0.39061951,2.00954187,0.01181836,0.03334157,0.07285644,0.68667718,0.00578567,0.13818380
-2.13406703,2.75355725,0.39333943,2.00758743,0.01166045,0.03550078,0.07276824,0.71295354,0.00585322,0.13859079
-2.12806403,2.78575875,0.39682221,2.00964219,0.01145927,0.03782248,0.07308075,0.74068454,0.00597067,0.13922391
-2.12206103,2.82415999,0.40114172,2.01625830,0.01122039,0.04029443,0.07380764,0.76964659,0.00613890,0.14013388
-2.11605803,2.86893700,0.40634781,2.02788208,0.01094985,0.04290069,0.07495512,0.79956636,0.00635753,0.14136438
-2.11005503,2.92007482,0.41246101,2.04482382,0.01065389,0.04562163,0.07652118,0.83012348,0.00662492,0.14295005
-2.10405203,2.97734566,0.41946853,2.06723266,0.01033871,0.04843426,0.07849514,0.86095508,0.00693809,0.14491474
-2.09804902,3.04029575,0.42732174,2.09507800,0.01001021,0.05131244,0.08085743,0.89166229,0.00729281,0.14727009
-2.09204602,3.10824198,0.43593531,2.12813858,0.00967383,0.05422737,0.08357962,0.92181841,0.00768364,0.15001456
-2.08604302,3.18027887,0.44518825,2.16599990,0.00933435,0.05714802,0.08662475,0.95097862,0.00810404,0.15313293
-2.08004002,3.25529571,0.45492668,2.20806031,0.00899575,0.06004168,0.08994798,0.97869089,0.00854653,0.15659626
-2.07403702,3.33200344,0.46496837,2.25354544,0.00866117,0.06287459,0.09349734,1.00450761,0.00900286,0.16036240
-2.06803402,3.40897001,0.47510878,2.30153036,0.00833285,0.06561251,0.09721492,1.02799758,0.00946421,0.16437694
-2.06203102,3.48466259,0.48512832,2.35096838,0.00801220,0.06822137,0.10103808,1.04875782,0.00992145,0.16857461
-2.05602801,3.55749488,0.49480048,2.40072502,0.00769982,0.07066791,0.10490089,1.06642485,0.01036535,0.17288113
-2.05002501,3.62587718,0.50390039,2.44961564,0.00739563,0.07292030,0.10873573,1.08068480,0.01078684,0.17721526
-2.04402201,3.68826696,0.51221348,2.49644474,0.00709897,0.07494870,0.11247485,1.09128211,0.01117727,0.18149118
-2.03801901,3.74321792,0.51954369,2.54004541,0.00680882,0.07672584,0.11605206,1.09802647,0.01152861,0.18562095
-2.03201601,3.78942518,0.52572092,2.57931697,0.00652387,0.07822752,0.11940439,1.10079766,0.01183370,0.18951709
-2.02601301,3.82576522,0.53060745,2.61325953,0.00624275,0.07943307,0.12247362,1.09954836,0.01208647,0.19309505
-2.02001001,3.85132880,0.53410288,2.64100395,0.00596415,0.08032578,0.12520782,1.09430468,0.01228201,0.19627566
-2.01400700,3.86544629,0.53614767,2.66183649,0.00568695,0.08089323,0.12756276,1.08516471,0.01241681,0.19898732
-2.00800400,3.86770452,0.53672501,2.67521743,0.00541032,0.08112764,0.12950313,1.07229504,0.01248876,0.20116804
-2.00200100,3.85795542,0.53586104,2.68079333,0.00513383,0.08102605,0.13100363,1.05592571,0.01249724,0.20276715
-1.99599800,3.83631646,0.53362368,2.67840309,0.00485745,0.08059054,0.13204989,1.03634372,0.01244315,0.20374672
-1.98999500,3.80316365,0.53012000,2.66807801,0.00458162,0.07982833,0.13263916,1.01388562,0.01232883,0.20408261
-1.98399200,3.75911805,0.52549248,2.65003644,0.00430723,0.07875182,0.13278079,0.98892931,0.01215802,0.20376523
-1.97798899,3.70502651,0.51991436,2.62467360,0.00403555,0.07737852,0.13249644,0.96188559,0.01193579,0.20279985
-1.97198599,3.64193799,0.51358431,2.59254735,0.00376821,0.07573089,0.13182005,0.93318967,0.01166835,0.20120656
-1.96598299,3.57107636,0.50672067,2.55436070,0.00350714,0.07383615,0.13079750,0.90329280,0.01136296,0.19901992
-1.95997999,3.49381055,0.49955550,2.51094165,0.00325446,0.07172588,0.12948594,0.87265444,0.01102769,0.19628816
-1.95397699,3.41162305,0.49232857,2.46322111,0.00301239,0.06943555,0.12795285,0.84173477,0.01067129,0.19307208
-1.94797399,3.32607712,0.48528146,2.41220941,0.00278322,0.06700397,0.12627469,0.81098787,0.01030295,0.18944356
-1.94197099,3.23878353,0.47865184,2.35897179,0.00256913,0.06447254,0.12453523,0.78085540,0.00993208,0.18548378
-1.93596798,3.15136682,0.47266801,2.30460330,0.00237220,0.06188446,0.12282355,0.75176070,0.00956811,0.18128114
-1.92996498,3.06543168,0.46754372,2.25020333,0.00219429,0.05928382,0.12123170,0.72410339,0.00922027,0.17692893
-1.92396198,2.98252935,0.46347320,2.19685009,0.00203698,0.05671461,0.11985211,0.69825407,0.00889736,0.17252279
-1.91795898,2.90412450,0.46062653,2.14557518,0.00190156,0.05421969,0.11877477,0.67454939,0.00860752,0.16815803
-1.91195598,2.83156278,0.45914517,2.09733875,0.00178894,0.05183967,0.11808422,0.65328706,0.00835807,0.16392687
-1.90595298,2.76603944,0.45913788,2.05300538,0.00169967,0.04961194,0.11785657,0.63472104,0.00815529,0.15991565
-1.89994997,2.70856962,0.46067687,2.01332132,0.00163390,0.04756957,0.11815647,0.61905679,0.00800427,0.15620222
-1.89394697,2.65996106,0.46379443,1.97889361,0.00159135,0.04574044,0.11903435,0.60644677,0.00790873,0.15285341
-1.88794397,2.62078999,0.46848004,1.95017164,0.00157138,0.04414645,0.12052389,0.59698627,0.00787094,0.14992285
-1.88194097,2.59138136,0.47467827,1.92743199,0.00157293,0.04280286,0.12263992,0.59070981,0.00789165,0.14744911
-1.87593797,2.57179434,0.48228741,1.91076723,0.00159460,0.04171788,0.12537691,0.58758848,0.00796998,0.14545434
-1.86993497,2.56181433,0.49115930,1.90007950,0.00163460,0.04089248,0.12870808,0.58752833,0.00810350,0.14394344
-1.86393197,2.56095230,0.50110032,1.89507936,0.00169087,0.04032043,0.13258521,0.59037030,0.00828827,0.14290374
-1.85792896,2.56845251,0.51187384,1.89529068,0.00176107,0.03998859,0.13693941,0.59589192,0.00851889,0.14230543
-1.85192596,2.58330903,0.52320418,1.90006177,0.00184260,0.03987752,0.14168251,0.60381100,0.00878874,0.14210253
-1.84592296,2.60429146,0.53478214,1.90858287,0.00193274,0.03996227,0.14670947,0.61379155,0.00909012,0.14223458
-1.83991996,2.62997963,0.54627211,1.91990990,0.00202861,0.04021343,0.15190145,0.62545199,0.00941456,0.14262881
-1.83391696,2.65880670,0.55732062,1.93299395,0.00212731,0.04059838,0.15712967,0.63837559,0.00975308,0.14320293
-1.82791396,2.68910970,0.56756614,1.94671566,0.00222595,0.04108269,0.16225976,0.65212310,0.01009657,0.14386832
-1.82191096,2.71918596,0.57664982,1.95992359,0.00232174,0.04163161,0.16715656,0.66624711,0.01043610,0.14453350
-1.81590795,2.74735346,0.58422682,1.97147506,0.00241202,0.04221159,0.17168922,0.68030786,0.01076336,0.14510785
-1.80990495,2.77201305,0.58997780,1.98027795,0.00249441,0.04279185,0.17573615,0.69388981,0.01107096,0.14550525
-1.80390195,2.79170977,0.59362008,1.98533192,0.00256678,0.04334578,0.17919000,0.70661844,0.01135281,0.14564771
-1.79789895,2.80519095,0.59491794,1.98576707,0.00262739,0.04385224,0.18196199,0.71817640,0.01160448,0.14546862
-1.79189595,2.81145824,0.59369170,1.98087859,0.00267489,0.04429663,0.18398585,0.72831839,0.01182343,0.14491563
-1.78589295,2.80981124,0.58982497,1.97015566,0.00270837,0.04467177,0.18522078,0.73688378,0.01200920,0.14395296
-1.77988994,2.79988049,0.58326987,1.95330329,0.00272742,0.04497838,0.18565353,0.74380644,0.01216364,0.14256303
-1.77388694,2.78164799,0.57404983,1.93025612,0.00273206,0.04522527,0.18529944,0.74912093,0.01229086,0.14074735
-1.76788394,2.75545415,0.56225988,1.90118334,0.00272280,0.04542925,0.18420229,0.75296466,0.01239727,0.13852665
-1.76188094,2.72199015,0.54806432,1.86648448,0.00270060,0.04561452,0.18243303,0.75557561,0.01249140,0.13594015
-1.75587794,2.68227605,0.53169187,1.82677613,0.00266682,0.04581192,0.18008736,0.75728532,0.01258370,0.13304409
-1.74987494,2.63762486,0.51342856,1.78287008,0.00262315,0.04605767,0.17728236,0.75850739,0.01268622,0.12990955
-1.74387194,2.58959408,0.49360856,1.73574376,0.00257157,0.04639197,0.17415208,0.75972159,0.01281223,0.12661963
-1.73786893,2.53992634,0.47260342,1.68650413,0.00251425,0.04685730,0.17084255,0.76145418,0.01297569,0.12326611
-1.73186593,2.49048153,0.45081012,1.63634650,0.00245349,0.04749661,0.16750614,0.76425499,0.01319082,0.11994577
-1.72586293,2.44316308,0.42863852,1.58651007,0.00239158,0.04835135,0.16429568,0.76867235,0.01347144,0.11675647
-1.71985993,2.39984138,0.40649855,1.53823173,0.00233076,0.04945960,0.16135852,0.77522673,0.01383049,0.11379323
-1.71385693,2.36227757,0.38478788,1.49270024,0.00227311,0.05085414,0.15883069,0.78438434,0.01427935,0.11114440
-1.70785393,2.33205064,0.36388024,1.45101241,0.00222048,0.05256083,0.15683159,0.79653185,0.01482738,0.10888812
-1.70185093,2.31049111,0.34411508,1.41413295,0.00217440,0.05459708,0.15545919,0.81195350,0.01548137,0.10708917
-1.69584792,2.29862388,0.32578863,1.38285964,0.00213605,0.05697072,0.15478610,0.83081163,0.01624513,0.10579648
-1.68984492,2.29712281,0.30914688,1.35779496,0.00210622,0.05967921,0.15485664,0.85313181,0.01711912,0.10504115
-1.68384192,2.30627880,0.29438033,1.33932530,0.00208526,0.06270923,0.15568498,0.87879339,0.01810026,0.10483534
-1.67783892,2.32598296,0.28162096,1.32760832,0.00207312,0.06603677,0.15725440,0.90752604,0.01918179,0.10517180
-1.67183592,2.35572556,0.27094103,1.32256896,0.00206930,0.06962759,0.15951784,0.93891282,0.02035327,0.10602434
-1.66583292,2.39461091,0.26235397,1.32390412,0.00207295,0.07343822,0.16239955,0.97239977,0.02160078,0.10734889
-1.65982991,2.44138773,0.25581697,1.33109572,0.00208287,0.07741731,0.16579794,1.00731185,0.02290714,0.10908542
-1.65382691,2.49449384,0.25123526,1.34343156,0.00209757,0.08150737,0.16958931,1.04287481,0.02425240,0.11116041
-1.64782391,2.55211346,0.24846773,1.36003319,0.00211536,0.08564677,0.17363259,1.07824204,0.02561427,0.11348988
-1.64182091,2.61224493,0.24733376,1.37988963,0.00213442,0.08977205,0.17777459,1.11252552,0.02696885,0.11598280
-1.63581791,2.67277599,0.24762081,1.40189562,0.00215285,0.09382026,0.18185586,1.14482949,0.02829126,0.11854480
-1.62981491,2.73156390,0.24909268,1.42489302,0.00216880,0.09773138,0.18571670,1.17428544,0.02955642,0.12108191
-1.62381191,2.78651686,0.25149808,1.44771368,0.00218051,0.10145063,0.18920314,1.20008698,0.03073984,0.12350432
-1.61780890,2.83567370,0.25457914,1.46922225,0.00218640,0.10493059,0.19217273,1.22152290,0.03181839,0.12572995
-1.61180590,2.87727859,0.25807984,1.48835740,0.00218512,0.10813308,0.19449985,1.23800708,0.03277103,0.12768757
-1.60580290,2.90984763,0.26175389,1.50416974,0.00217564,0.11103060,0.19608030,1.24910388,0.03357949,0.12931963
-1.59979990,2.93222496,0.26537197,1.51585533,0.00215721,0.11360740,0.19683507,1.25454780,0.03422885,0.13058433
-1.59379690,2.94362605,0.26872811,1.52278343,0.00212947,0.11585999,0.19671309,1.25425660,0.03470803,0.13145714
-1.58779390,2.94366656,0.27164508,1.52451762,0.00209241,0.11779726,0.19569292,1.24833721,0.03501009,0.13193163
-1.58179090,2.93237599,0.27397860,1.52082971,0.00204640,0.11943992,0.19378327,1.23708430,0.03513248,0.13201947
-1.57578789,2.91019559,0.27562040,1.51170590,0.00199212,0.12081959,0.19102244,1.22097142,0.03507703,0.13174982
-1.56978489,2.87796101,0.27649995,1.49734539,0.00193058,0.12197735,0.18747659,1.20063529,0.03484991,0.13116796
-1.56378189,2.83687067,0.27658492,1.47815145,0.00186306,0.12296199,0.18323715,1.17685379,0.03446135,0.13033338
-1.55777889,2.78844139,0.27588048,1.45471568,0.00179107,0.12382783,0.17841727,1.15051884,0.03392533,0.12931724
-1.55177589,2.73445331,0.27442725,1.42779603,0.00171626,0.12463247,0.17314768,1.12260507,0.03325908,0.12819952
-1.54577289,2.67688645,0.27229832,1.39828981,0.00164042,0.12543430,0.16757198,1.09413584,0.03248253,0.12706582
-1.53976988,2.61785165,0.26959527,1.36720257,0.00156535,0.12629013,0.16184167,1.06614796,0.03161775,0.12600402
-1.53376688,2.55951854,0.26644335,1.33561424,0.00149286,0.12725275,0.15611117,1.03965638,0.03068822,0.12510088
-1.52776388,2.50404331,0.26298611,1.30464364,0.00142466,0.12836887,0.15053281,1.01562044,0.02971825,0.12443879
-1.52176088,2.45349889,0.25937962,1.27541279,0.00136236,0.12967713,0.14525221,0.99491265,0.02873227,0.12409274
-1.51575788,2.40980982,0.25578639,1.24901193,0.00130739,0.13120659,0.14040408,0.97829134,0.02775425,0.12412752
-1.50975488,2.37469392,0.25236941,1.22646662,0.00126094,0.13297556,0.13610860,0.96637780,0.02680711,0.12459551
-1.50375188,2.34961236,0.24928632,1.20870749,0.00122397,0.13499081,0.13246842,0.95963876,0.02591222,0.12553477
-1.49774887,2.33572938,0.24668391,1.19654371,0.00119720,0.13724727,0.12956644,0.95837442,0.02508894,0.12696784
-1.49174587,2.33388241,0.24469332,1.19064054,0.00118101,0.13972816,0.12746430,0.96271239,0.02435426,0.12890098
-1.48574287,2.34456307,0.24342582,1.19150158,0.00117552,0.14240549,0.12620166,0.97260732,0.02372252,0.13132402
-1.47973987,2.36790891,0.24296944,1.19945575,0.00118057,0.14524100,0.12579610,0.98784603,0.02320519,0.13421077
