energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.83791896,3.13419525,1.79789474,0.30741989,0.00410325,0.33436002,1.44108669,0.67977920,0.00365260,1.62705975
-5.83191596,3.16898365,1.81997421,0.30966253,0.00429130,0.33731258,1.46651764,0.68210674,0.00384833,1.64680420
-5.82591296,3.19701490,1.83627024,0.31135085,0.00446844,0.34105657,1.49001338,0.68338131,0.00406252,1.66122931
-5.81990995,3.21817430,1.84647741,0.31250431,0.00463219,0.34569443,1.51135955,0.68368681,0.00429796,1.67010874
-5.81390695,3.23253609,1.85040733,0.31316252,0.00478068,0.35132534,1.53041574,0.68314006,0.00455796,1.67333517
-5.80790395,3.24036764,1.84799881,0.31338590,0.00491268,0.35804153,1.54711801,0.68188868,0.00484624,1.67092849
-5.80190095,3.24212663,1.83932428,0.31325550,0.00502763,0.36592455,1.56147860,0.68010774,0.00516680,1.66304009
-5.79589795,3.23845095,1.82459184,0.31287199,0.00512566,0.37504151,1.57358291,0.67799512,0.00552378,1.64995272
-5.78989495,3.23014105,1.80414266,0.31235372,0.00520751,0.38544126,1.58358343,0.67576578,0.00592131,1.63207579
-5.78389195,3.21813510,1.77844358,0.31183385,0.00527453,0.39715073,1.59169113,0.67364488,0.00636329,1.60993582
-5.77788894,3.20347764,1.74807516,0.31145656,0.00532856,0.41017159,1.59816417,0.67186012,0.00685320,1.58416256
-5.77188594,3.18728288,1.71371537,0.31137253,0.00537187,0.42447721,1.60329477,0.67063366,0.00739389,1.55547099
-5.76588294,3.17069416,1.67611988,0.31173373,0.00540701,0.44001028,1.60739451,0.67017368,0.00798736,1.52464001
-5.75987994,3.15484133,1.63609942,0.31268780,0.00543669,0.45668114,1.61077888,0.67066630,0.00863457,1.49248863
-5.75387694,3.14079807,1.59449546,0.31437233,0.00546365,0.47436694,1.61375183,0.67226802,0.00933524,1.45985069
-5.74787394,3.12954130,1.55215518,0.31690913,0.00549049,0.49291193,1.61659108,0.67509922,0.01008772,1.42754922
-5.74187094,3.12191445,1.50990684,0.32039895,0.00551955,0.51212888,1.61953497,0.67923887,0.01088888,1.39637146
-5.73586793,3.11859673,1.46853661,0.32491684,0.00555281,0.53180166,1.62277157,0.68472105,0.01173402,1.36704576
-5.72986493,3.12007961,1.42876780,0.33050837,0.00559175,0.55168923,1.62643058,0.69153312,0.01261691,1.34022113
-5.72386193,3.12665182,1.39124332,0.33718698,0.00563726,0.57153063,1.63057851,0.69961600,0.01352982,1.31645037
-5.71785893,3.13839333,1.35651185,0.34493258,0.00568961,0.59105123,1.63521732,0.70886625,0.01446364,1.29617719
-5.71185593,3.15517855,1.32501821,0.35369146,0.00574841,0.60996981,1.64028650,0.71914012,0.01540806,1.27972791
-5.70585293,3.17668820,1.29709780,0.36337754,0.00581263,0.62800632,1.64566847,0.73025915,0.01635183,1.26730750
-5.69984992,3.20242900,1.27297522,0.37387490,0.00588061,0.64489005,1.65119681,0.74201712,0.01728298,1.25900015
-5.69384692,3.23175980,1.25276659,0.38504152,0.00595012,0.66036778,1.65666676,0.75418797,0.01818922,1.25477372
-5.68784392,3.26392252,1.23648499,0.39671392,0.00601849,0.67421167,1.66184731,0.76653423,0.01905824,1.25448773
-5.68184092,3.29807605,1.22404859,0.40871256,0.00608270,0.68622647,1.66649404,0.77881561,0.01987804,1.25790410
-5.67583792,3.33333120,1.21529057,0.42084774,0.00613948,0.69625577,1.67036186,0.79079722,0.02063736,1.26469995
-5.66983492,3.36878477,1.20997019,0.43292563,0.00618549,0.70418693,1.67321695,0.80225714,0.02132593,1.27448166
-5.66383192,3.40355124,1.20778449,0.44475429,0.00621745,0.70995462,1.67484725,0.81299288,0.02193479,1.28679951
-5.65782891,3.43679056,1.20837983,0.45614924,0.00623226,0.71354269,1.67507076,0.82282677,0.02245657,1.30116215
-5.65182591,3.46773128,1.21136304,0.46693853,0.00622716,0.71498439,1.67374160,0.83160976,0.02288562,1.31705053
-5.64582291,3.49568824,1.21631186,0.47696706,0.00619980,0.71436098,1.67075338,0.83922396,0.02321820,1.33393080
-5.63981991,3.52007499,1.22278447,0.48609991,0.00614839,0.71179889,1.66604025,0.84558376,0.02345251,1.35126602
-5.63381691,3.54041102,1.23032827,0.49422492,0.00607174,0.70746558,1.65957563,0.85063582,0.02358865,1.36852656
-5.62781391,3.55632472,1.23848798,0.50125416,0.00596931,0.70156440,1.65136917,0.85435800,0.02362864,1.38519940
-5.62181091,3.56755280,1.24681327,0.50712458,0.00584122,0.69432877,1.64146256,0.85675772,0.02357618,1.40079633
-5.61580790,3.57393742,1.25486640,0.51179791,0.00568829,0.68601603,1.62992468,0.85786985,0.02343656,1.41486146
-5.60980490,3.57542218,1.26222983,0.51525983,0.00551198,0.67690124,1.61684681,0.85775453,0.02321641,1.42697823
-5.60380190,3.57204801,1.26851446,0.51751869,0.00531430,0.66727124,1.60233853,0.85649514,0.02292345,1.43677623
-5.59779890,3.56394993,1.27336825,0.51860386,0.00509783,0.65741926,1.58652470,0.85419664,0.02256621,1.44393795
-5.59179590,3.55135530,1.27648557,0.51856390,0.00486555,0.64764021,1.56954405,0.85098439,0.02215382,1.44820574
-5.58579290,3.53458393,1.27761714,0.51746474,0.00462079,0.63822677,1.55154939,0.84700348,0.02169570,1.44938877
-5.57978989,3.51405009,1.27658018,0.51538783,0.00436712,0.62946632,1.53270957,0.84241859,0.02120129,1.44737012
-5.57378689,3.49026592,1.27326868,0.51242852,0.00410824,0.62163866,1.51321297,0.83741420,0.02067987,1.44211352
-5.56778389,3.46384575,1.26766308,0.50869458,0.00384789,0.61501427,1.49327207,0.83219493,0.02014032,1.43366970
-5.56178089,3.43551036,1.25983906,0.50430494,0.00358976,0.60985319,1.47312874,0.82698585,0.01959094,1.42218163
-5.55577789,3.40609013,1.24997462,0.49938857,0.00333739,0.60640404,1.45305950,0.82203245,0.01903932,1.40788847
-5.54977489,3.37652597,1.23835503,0.49408353,0.00309414,0.60490301,1.43338018,0.81759992,0.01849217,1.39112763
-5.54377189,3.34786693,1.22537504,0.48853606,0.00286311,0.60557277,1.41444929,0.81397160,0.01795532,1.37233459
-5.53776888,3.32126366,1.21153787,0.48289960,0.00264712,0.60862077,1.39666940,0.81144634,0.01743357,1.35204003
-5.53176588,3.29795691,1.19745065,0.47733383,0.00244867,0.61423713,1.38048626,0.81033462,0.01693075,1.33086415
-5.52576288,3.27926067,1.18381610,0.47200343,0.00226996,0.62259171,1.36638494,0.81095339,0.01644965,1.30950795
-5.51975988,3.26653987,1.17142039,0.46707674,0.00211286,0.63383058,1.35488306,0.81361971,0.01599210,1.28874150
-5.51375688,3.26118295,1.16111723,0.46272408,0.00197898,0.64807175,1.34652097,0.81864315,0.01555901,1.26938931
-5.50775388,3.26456965,1.15380862,0.45911582,0.00186962,0.66540046,1.34184900,0.82631743,0.01515044,1.25231313
-5.50175088,3.27803518,1.15042249,0.45642018,0.00178587,0.68586398,1.34141214,0.83691126,0.01476570,1.23839246
-5.49574787,3.30283151,1.15188787,0.45480072,0.00172859,0.70946645,1.34573258,0.85065899,0.01440347,1.22850334
-5.48974487,3.34008738,1.15910828,0.45441362,0.00169843,0.73616374,1.35529081,0.86775125,0.01406193,1.22349591
-5.48374187,3.39076810,1.17293397,0.45540471,0.00169590,0.76585887,1.37050583,0.88832602,0.01373887,1.22417136
-5.47773887,3.45563668,1.19413395,0.45790630,0.00172131,0.79839805,1.39171541,0.91246053,0.01343186,1.23125886
-5.47173587,3.53521766,1.22336849,0.46203397,0.00177483,0.83356787,1.41915694,0.94016423,0.01313834,1.24539316
-5.46573287,3.62976488,1.26116297,0.46788320,0.00185645,0.87109370,1.45295000,0.97137330,0.01285579,1.26709344
-5.45972986,3.73923430,1.30788403,0.47552608,0.00196597,0.91063950,1.49308103,1.00594668,0.01258181,1.29674395
-5.45372686,3.86326309,1.36371863,0.48500808,0.00210295,0.95180944,1.53939114,1.04366410,0.01231423,1.33457711
-5.44772386,4.00115561,1.42865685,0.49634499,0.00226673,0.99415103,1.59156747,1.08422594,0.01205117,1.38065957
-5.44172086,4.15187723,1.50247921,0.50952016,0.00245630,1.03716021,1.64913869,1.12725524,0.01179108,1.43488163
-5.43571786,4.31405632,1.58474896,0.52448216,0.00267032,1.08028804,1.71147512,1.17230166,0.01153280,1.49695059
-5.42971486,4.48599495,1.67481002,0.54114293,0.00290706,1.12294908,1.77779360,1.21884737,0.01127551,1.56638833
-5.42371186,4.66568829,1.77179077,0.55937663,0.00316435,1.16453130,1.84716750,1.26631492,0.01101873,1.64253338
-5.41770885,4.85085297,1.87461418,0.57901930,0.00343955,1.20440723,1.91854151,1.31407670,0.01076225,1.72454791
-5.41170585,5.03896389,1.98201407,0.59986942,0.00372953,1.24194624,1.99075139,1.36146607,0.01050612,1.81142946
-5.40570285,5.22729922,2.09255760,0.62168958,0.00403070,1.27652753,2.06254798,1.40778975,0.01025051,1.90202771
-5.39969985,5.41299291,2.20467354,0.64420925,0.00433899,1.30755355,2.13262517,1.45234137,0.00999572,1.99506584
-5.39369685,5.59309356,2.31668580,0.66712873,0.00464991,1.33446359,2.19965096,1.49441575,0.00974202,2.08916640
-5.38769385,5.76462851,2.42685136,0.69012435,0.00495863,1.35674695,2.26230070,1.53332383,0.00948967,2.18288105
-5.38169085,5.92467160,2.53340167,0.71285472,0.00526003,1.37395549,2.31929165,1.56840766,0.00923881,2.27472344
-5.37568784,6.07041269,2.63458619,0.73496810,0.00554886,1.38571503,2.36941739,1.59905523,0.00898945,2.36320452
-5.36968484,6.19922695,2.72871677,0.75611046,0.00581981,1.39173536,2.41158122,1.62471475,0.00874146,2.44686904
-5.36368184,6.30874163,2.81421137,0.77593427,0.00606767,1.39181823,2.44482694,1.64490786,0.00849455,2.52433225
-5.35767884,6.39689802,2.88963542,0.79410752,0.00628749,1.38586333,2.46836613,1.65924144,0.00824830,2.59431543
-5.35167584,6.46200633,2.95373953,0.81032269,0.00647471,1.37387172,2.48160061,1.66741758,0.00800219,2.65567904
-5.34567284,6.50279124,3.00549188,0.82430536,0.00662529,1.35594662,2.48413916,1.66924132,0.00775563,2.70745215
-5.33966983,6.51842626,3.04410422,0.83582203,0.00673588,1.33229152,2.47580793,1.66462590,0.00750802,2.74885709
-5.33366683,6.50855537,3.06905025,0.84468689,0.00680386,1.30320547,2.45665384,1.65359511,0.00725880,2.77932832
-5.32766383,6.47330071,3.08007594,0.85076710,0.00682752,1.26907570,2.42694103,1.63628274,0.00700749,2.79852457
-5.32166083,6.41325606,3.07720108,0.85398645,0.00680603,1.23036788,2.38714033,1.61292901,0.00675376,2.80633401
-5.31565783,6.32946587,3.06071239,0.85432718,0.00673952,1.18761415,2.33791234,1.58387398,0.00649742,2.80287204
-5.30965483,6.22339082,3.03114832,0.85182978,0.00662908,1.14139945,2.28008470,1.54954819,0.00623850,2.78847188
-5.30365183,6.09686100,2.98927644,0.84659094,0.00647670,1.09234659,2.21462477,1.51046083,0.00597724,2.76366843
-5.29764882,5.95201866,2.93606427,0.83875952,0.00628520,1.04110064,2.14260863,1.46718581,0.00571407,2.72917606
-5.29164582,5.79125284,2.87264513,0.82853086,0.00605815,0.98831310,2.06518790,1.42034621,0.00544966,2.68586141
-5.28564282,5.61712838,2.80028020,0.81613965,0.00579975,0.93462649,1.98355577,1.37059781,0.00518486,2.63471227
-5.27963982,5.43231230,2.72031862,0.80185166,0.00551469,0.88065992,1.89891334,1.31861209,0.00492069,2.57680405
-5.27363682,5.23950022,2.63415706,0.78595466,0.00520800,0.82699599,1.81243788,1.26505959,0.00465830,2.51326507
-5.26763382,5.04134574,2.54320047,0.76874895,0.00488490,0.77416960,1.72525382,1.21059388,0.00439896,2.44524218
-5.26163082,4.84039519,2.44882526,0.75053796,0.00455064,0.72265882,1.63840759,1.15583704,0.00414403,2.37386798
-5.25562781,4.63902993,2.35234627,0.73161911,0.00421036,0.67287810,1.55284679,1.10136687,0.00389489,2.30023083
-5.24962481,4.43941793,2.25498832,0.71227552,0.00386899,0.62517386,1.46940440,1.04770619,0.00365299,2.22534867
-5.24362181,4.24347573,2.15786321,0.69276860,0.00353108,0.57982252,1.38878788,0.99531474,0.00341976,2.15014729
-5.23761881,4.05284164,2.06195238,0.67333197,0.00320073,0.53703081,1.31157338,0.94458340,0.00319665,2.07544372
-5.23161581,3.86886000,1.96809548,0.65416679,0.00288155,0.49693803,1.23820456,0.89583118,0.00298510,2.00193479
-5.22561281,3.69257652,1.87698459,0.63543852,0.00257656,0.45962024,1.16899575,0.84930451,0.00278656,1.93019102
-5.21960980,3.52474356,1.78916385,0.61727529,0.00228822,0.42509581,1.10413880,0.80517896,0.00260248,1.86065548
-5.21360680,3.36583450,1.70503377,0.59976767,0.00201838,0.39333211,1.04371283,0.76356286,0.00243433,1.79364722
-5.20760380,3.21606556,1.62485972,0.58296987,0.00176832,0.36425297,0.98769647,0.72450267,0.00228364,1.72936878
-5.20160080,3.07542377,1.54878365,0.56690214,0.00153879,0.33774650,0.93598150,0.68798971,0.00215198,1.66791691
-5.19559780,2.94369921,1.47683839,0.55155420,0.00133005,0.31367300,0.88838756,0.65396780,0.00204101,1.60929585
-5.18959480,2.82052001,1.40896357,0.53688949,0.00114192,0.29187264,0.84467706,0.62234155,0.00195246,1.55343247
-5.18359180,2.70538863,1.34502252,0.52285006,0.00097386,0.27217273,0.80456988,0.59298483,0.00188820,1.50019227
-5.17758879,2.59771787,1.28481940,0.50936176,0.00082501,0.25439428,0.76775740,0.56574925,0.00185015,1.44939581
-5.17158579,2.49686541,1.22811592,0.49633963,0.00069430,0.23835782,0.73391548,0.54047222,0.00184037,1.40083465
-5.16558279,2.40216595,1.17464723,0.48369316,0.00058047,0.22388836,0.70271606,0.51698449,0.00186096,1.35428646
-5.15957979,2.31295998,1.12413634,0.47133144,0.00048215,0.21081935,0.67383740,0.49511688,0.00191410,1.30952874
-5.15357679,2.22861860,1.07630711,0.45916770,0.00039791,0.19899581,0.64697257,0.47470618,0.00200193,1.26635083
-5.14757379,2.14856405,1.03089515,0.44712349,0.00032631,0.18827647,0.62183641,0.45559997,0.00212654,1.22456385
-5.14157079,2.07228558,0.98765690,0.43513210,0.00026595,0.17853514,0.59817077,0.43766053,0.00228989,1.18400861
-5.13556778,1.99935070,0.94637644,0.42314128,0.00021544,0.16966121,0.57574818,0.42076759,0.00249369,1.14456118
-5.12956478,1.92941182,0.90687034,0.41111524,0.00017352,0.16155955,0.55437399,0.40482008,0.00273930,1.10613628
-5.12356178,1.86220850,0.86899040,0.39903579,0.00013900,0.15414972,0.53388707,0.38973694,0.00302765,1.06868853
-5.11755878,1.79756561,0.83262445,0.38690276,0.00011079,0.14736484,0.51415921,0.37545692,0.00335910,1.03221156
-5.11155578,1.73538788,0.79769540,0.37473357,0.00008792,0.14114990,0.49509344,0.36193758,0.00373330,0.99673537
-5.10555278,1.67565116,0.76415862,0.36256224,0.00006952,0.13545993,0.47662122,0.34915353,0.00414910,0.96232199
-5.09954977,1.61839113,0.73199803,0.35043758,0.00005486,0.13025795,0.45869903,0.33709408,0.00460443,0.92905974
-5.09354677,1.56368993,0.70122103,0.33842101,0.00004326,0.12551289,0.44130415,0.32576031,0.00509625,0.89705645
-5.08754377,1.51166138,0.67185259,0.32658375,0.00003417,0.12119756,0.42443019,0.31516187,0.00562042,0.86643185
-5.08154077,1.46243552,0.64392887,0.31500377,0.00002711,0.11728664,0.40808238,0.30531346,0.00617175,0.83730955
-5.07553777,1.41614301,0.61749058,0.30376247,0.00002168,0.11375508,0.39227288,0.29623131,0.00674395,0.80980882
-5.06953477,1.37290019,0.59257649,0.29294121,0.00001756,0.11057656,0.37701644,0.28792966,0.00732972,0.78403673
-5.06353177,1.33279521,0.56921725,0.28261788,0.00001447,0.10772244,0.36232635,0.28041751,0.00792082,0.76008068
-5.05752876,1.29587602,0.54743002,0.27286361,0.00001217,0.10516105,0.34821114,0.27369562,0.00850822,0.73800186
-5.05152576,1.26214051,0.52721392,0.26373967,0.00001050,0.10285725,0.33467198,0.26775406,0.00908231,0.71782977
-5.04552276,1.23152926,0.50854662,0.25529482,0.00000931,0.10077256,0.32170093,0.26257023,0.00963309,0.69955812
-5.03951976,1.20392123,0.49138218,0.24756300,0.00000847,0.09886552,0.30928012,0.25810752,0.01015045,0.68314218
-5.03351676,1.17913236,0.47565028,0.24056168,0.00000789,0.09709246,0.29738184,0.25431467,0.01062445,0.66849778
-5.02751376,1.15691736,0.46125670,0.23429079,0.00000750,0.09540852,0.28596950,0.25112579,0.01104562,0.65550197
-5.02151076,1.13697434,0.44808517,0.22873225,0.00000725,0.09376890,0.27499940,0.24846108,0.01140523,0.64399538
-5.01550775,1.11895234,0.43600045,0.22385032,0.00000707,0.09213025,0.26442309,0.24622823,0.01169559,0.63378610
-5.00950475,1.10246109,0.42485233,0.21959254,0.00000695,0.09045213,0.25419033,0.24432437,0.01191032,0.62465507
-5.00350175,1.08708299,0.41448060,0.21589141,0.00000685,0.08869848,0.24425228,0.24263858,0.01204455,0.61636269
-4.99749875,1.07238643,0.40472053,0.21266665,0.00000676,0.08683895,0.23456486,0.24105479,0.01209508,0.60865645
-4.99149575,1.05794026,0.39540872,0.20982806,0.00000665,0.08485007,0.22509200,0.23945501,0.01206053,0.60127934
-4.98549275,1.04332849,0.38638908,0.20727881,0.00000653,0.08271629,0.21580873,0.23772270,0.01194134,0.59397860
-4.97948974,1.02816505,0.37751855,0.20491906,0.00000638,0.08043059,0.20670375,0.23574620,0.01173980,0.58651468
-4.97348674,1.01210761,0.36867254,0.20264981,0.00000620,0.07799494,0.19778155,0.23342206,0.01145992,0.57866985
-4.96748374,0.99487030,0.35974958,0.20037680,0.00000599,0.07542037,0.18906384,0.23065820,0.01110735,0.57025643
-4.96148074,0.97623465,0.35067533,0.19801429,0.00000575,0.07272675,0.18059035,0.22737666,0.01068910,0.56112396
-4.95547774,0.95605843,0.34140553,0.19548865,0.00000549,0.06994224,0.17241882,0.22351601,0.01021340,0.55116547
-4.94947474,0.93428202,0.33192793,0.19274144,0.00000520,0.06710253,0.16462435,0.21903315,0.00968933,0.54032217
-4.94347174,0.91093211,0.32226313,0.18973209,0.00000490,0.06424977,0.15729803,0.21390464,0.00912657,0.52858673
-4.93746873,0.88612253,0.31246420,0.18643984,0.00000458,0.06143138,0.15054494,0.20812730,0.00853513,0.51600482
-4.93146573,0.86005228,0.30261529,0.18286496,0.00000425,0.05869866,0.14448163,0.20171822,0.00792499,0.50267486
-4.92546273,0.83300064,0.29282909,0.17902917,0.00000392,0.05610538,0.13923313,0.19471418,0.00730585,0.48874596
-4.91945973,0.80531967,0.28324328,0.17497527,0.00000359,0.05370623,0.13492959,0.18717037,0.00668690,0.47441419
-4.91345673,0.77742423,0.27401626,0.17076587,0.00000326,0.05155533,0.13170262,0.17915866,0.00607658,0.45991712
-4.90745373,0.74977992,0.26532197,0.16648140,0.00000294,0.04970480,0.12968156,0.17076529,0.00548242,0.44552697
-4.90145073,0.72288929,0.25734428,0.16221737,0.00000263,0.04820330,0.12898957,0.16208829,0.00491093,0.43154247
-4.89544772,0.69727680,0.25027096,0.15808113,0.00000234,0.04709485,0.12973983,0.15323452,0.00436749,0.41827979
-4.88944472,0.67347302,0.24428744,0.15418803,0.00000207,0.04641757,0.13203183,0.14431655,0.00385635,0.40606284
-4.88344172,0.65199874,0.23957068,0.15065745,0.00000181,0.04620277,0.13594791,0.13544954,0.00338062,0.39521326
-4.87743872,0.63334929,0.23628313,0.14760855,0.00000158,0.04647409,0.14155011,0.12674808,0.00294232,0.38604052
-4.87143572,0.61797999,0.23456727,0.14515614,0.00000136,0.04724685,0.14887745,0.11832327,0.00254249,0.37883244
-4.86543272,0.60629287,0.23454068,0.14340682,0.00000117,0.04852767,0.15794373,0.11028001,0.00218122,0.37384654
-4.85942971,0.59862547,0.23629197,0.14245542,0.00000100,0.05031424,0.16873601,0.10271464,0.00185787,0.37130251
-4.85342671,0.59524190,0.23987765,0.14238201,0.00000084,0.05259532,0.18121367,0.09571304,0.00157109,0.37137607
-4.84742371,0.59632660,0.24532008,0.14324956,0.00000071,0.05535101,0.19530841,0.08934906,0.00131905,0.37419455
-4.84142071,0.60198093,0.25260659,0.14510236,0.00000059,0.05855325,0.21092491,0.08368359,0.00109950,0.37983413
-4.83541771,0.61222272,0.26168985,0.14796514,0.00000049,0.06216650,0.22794249,0.07876395,0.00090991,0.38831910
-4.82941471,0.62698873,0.27248931,0.15184310,0.00000040,0.06614869,0.24621752,0.07462386,0.00074761,0.39962280
-4.82341171,0.64613977,0.28489385,0.15672259,0.00000033,0.07045232,0.26558662,0.07128380,0.00060984,0.41367042
-4.81740870,0.66946828,0.29876541,0.16257252,0.00000027,0.07502572,0.28587059,0.06875173,0.00049390,0.43034327
-4.81140570,0.69670775,0.31394343,0.16934638,0.00000021,0.07981448,0.30687884,0.06702412,0.00039712,0.44948438
-4.80540270,0.72754369,0.33024982,0.17698466,0.00000017,0.08476284,0.32841419,0.06608725,0.00031702,0.47090495
-4.79939970,0.76162531,0.34749439,0.18541752,0.00000014,0.08981519,0.35027788,0.06591866,0.00025126,0.49439139
-4.79339670,0.79857736,0.36548030,0.19456769,0.00000011,0.09491741,0.37227437,0.06648864,0.00019771,0.51971245
-4.78739370,0.83801149,0.38400923,0.20435312,0.00000008,0.10001819,0.39421591,0.06776176,0.00015445,0.54662603
-4.78139070,0.87953646,0.40288619,0.21468956,0.00000006,0.10507004,0.41592644,0.06969832,0.00011980,0.57488530
-4.77538769,0.92276664,0.42192350,0.22549264,0.00000005,0.11003017,0.43724474,0.07225572,0.00009225,0.60424373
-4.76938469,0.96732841,0.44094386,0.23667947,0.00000004,0.11486102,0.45802651,0.07538956,0.00007053,0.63445873
-4.76338169,1.01286417,0.45978237,0.24816963,0.00000003,0.11953048,0.47814543,0.07905466,0.00005354,0.66529389
-4.75737869,1.05903372,0.47828741,0.25988556,0.00000002,0.12401177,0.49749295,0.08320583,0.00004035,0.69651943
-4.75137569,1.10551331,0.49632033,0.27175227,0.00000002,0.12828309,0.51597699,0.08779837,0.00003019,0.72791133
-4.74537269,1.15199239,0.51375419,0.28369652,0.00000001,0.13232682,0.53351955,0.09278849,0.00002243,0.75924886
-4.73936968,1.19816859,0.53047155,0.29564553,0.00000001,0.13612867,0.55005350,0.09813349,0.00001655,0.79031129
-4.73336668,1.24374150,0.54636167,0.30752539,0.00000001,0.13967654,0.56551871,0.10379187,0.00001213,0.82087371
-4.72736368,1.28840603,0.56131740,0.31925931,0.00000001,0.14295936,0.57985794,0.10972329,0.00000884,0.85070281
-4.72136068,1.33184586,0.57523195,0.33076596,0.00000001,0.14596588,0.59301267,0.11588855,0.00000640,0.87955292
-4.71535768,1.37372804,0.58799610,0.34195808,0.00000001,0.14868367,0.60491945,0.12224960,0.00000461,0.90716285
-4.70935468,1.41369928,0.59949599,0.35274155,0.00000001,0.15109821,0.61550688,0.12876946,0.00000331,0.93325414
-4.70335168,1.45138456,0.60961179,0.36301508,0.00000001,0.15319230,0.62469364,0.13541232,0.00000238,0.95753091
-4.69734867,1.48638848,0.61821757,0.37267061,0.00000002,0.15494577,0.63238783,0.14214363,0.00000172,0.97968188
-4.69134567,1.51829968,0.62518237,0.38159461,0.00000002,0.15633562,0.63848761,0.14893025,0.00000125,0.99938441
-4.68534267,1.54669823,0.63037259,0.38967011,0.00000002,0.15733649,0.64288340,0.15574063,0.00000094,1.01631083
-4.67933967,1.57116581,0.63365564,0.39677953,0.00000003,0.15792146,0.64546135,0.16254499,0.00000073,1.03013673
-4.67333667,1.59129818,0.63490460,0.40280821,0.00000003,0.15806330,0.64610811,0.16931543,0.00000060,1.04055091
-4.66733367,1.60671933,0.63400379,0.40764830,0.00000004,0.15773580,0.64471647,0.17602594,0.00000052,1.04726656
-4.66133067,1.61709639,0.63085471,0.41120300,0.00000004,0.15691546,0.64119175,0.18265232,0.00000049,1.05003304
-4.65532766,1.62215451,0.62538225,0.41339075,0.00000005,0.15558305,0.63545826,0.18917189,0.00000049,1.04864757
-4.64932466,1.62169060,0.61754055,0.41414914,0.00000006,0.15372528,0.62746564,0.19556295,0.00000051,1.04296618
-4.64332166,1.61558509,0.60731817,0.41343834,0.00000007,0.15133626,0.61719462,0.20180420,0.00000055,1.03291322
