energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.33366683,2.60563066,0.27884202,1.03947323,0.08454892,0.04055926,0.09987263,0.99131356
-5.32766383,2.67690302,0.29234492,1.05757281,0.08794607,0.04185196,0.10074377,1.02601038
-5.32166083,2.74157280,0.30580799,1.07177786,0.09129205,0.04304451,0.10115257,1.05908593
-5.31565783,2.79962515,0.31916761,1.08215581,0.09458616,0.04412626,0.10111610,1.09048847
-5.30965483,2.85109797,0.33234949,1.08882707,0.09782505,0.04508778,0.10065892,1.12016216
-5.30365183,2.89605008,0.34526597,1.09195188,0.10100135,0.04592067,0.09981171,1.14803531
-5.29764882,2.93453121,0.35781406,1.09171693,0.10410244,0.04661733,0.09860977,1.17401020
-5.29164582,2.96655634,0.36987451,1.08832254,0.10710956,0.04717085,0.09709154,1.19795523
-5.28564282,2.99208618,0.38131216,1.08197120,0.10999723,0.04757497,0.09529710,1.21970036
-5.27963982,3.01101575,0.39197747,1.07285814,0.11273309,0.04782412,0.09326697,1.23903630
-5.27363682,3.02317204,0.40170961,1.06116466,0.11527828,0.04791353,0.09104101,1.25571796
-5.26763382,3.02832140,0.41034063,1.04705442,0.11758823,0.04783948,0.08865767,1.26947211
-5.26163082,3.02618655,0.41770101,1.03067293,0.11961392,0.04759954,0.08615352,1.28000930
-5.25562781,3.01647235,0.42362603,1.01215011,0.12130363,0.04719295,0.08356314,1.28703933
-5.24962481,2.99889914,0.42796282,0.99160575,0.12260492,0.04662093,0.08091932,1.29028971
-5.24362181,2.97324135,0.43057780,0.96915725,0.12346692,0.04588708,0.07825349,1.28952606
-5.23761881,2.93936940,0.43136397,0.94492905,0.12384273,0.04499776,0.07559648,1.28457336
-5.23161581,2.89729198,0.43024776,0.91906310,0.12369175,0.04396234,0.07297935,1.27533681
-5.22561281,2.84719621,0.42719504,0.89172943,0.12298191,0.04279347,0.07043438,1.26182107
-5.21960980,2.78948291,0.42221596,0.86313612,0.12169164,0.04150722,0.06799607,1.24414669
-5.21360680,2.72479481,0.41536825,0.83353794,0.11981138,0.04012313,0.06570202,1.22256272
-5.20760380,2.65403556,0.40675886,0.80324294,0.11734469,0.03866413,0.06359373,1.19745458
-5.20160080,2.57837826,0.39654379,0.77261659,0.11430876,0.03715638,0.06171715,1.16934659
-5.19559780,2.49926248,0.38492608,0.74208299,0.11073447,0.03562897,0.06012297,1.13889893
-5.18959480,2.41837969,0.37215194,0.71212314,0.10666573,0.03411357,0.05886660,1.10689877
-5.18359180,2.33764728,0.35850532,0.68327009,0.10215844,0.03264394,0.05800781,1.07424604
-5.17758879,2.25917221,0.34430107,0.65610126,0.09727894,0.03125545,0.05761002,1.04193414
-5.17158579,2.18520561,0.32987696,0.63122812,0.09210202,0.02998453,0.05773929,1.01102641
-5.16558279,2.11809008,0.31558492,0.60928378,0.08670881,0.02886812,0.05846296,0.98262925
-5.15957979,2.06020180,0.30178193,0.59090874,0.08118436,0.02794313,0.05984798,0.95786290
-5.15357679,2.01388962,0.28882076,0.57673566,0.07561528,0.02724598,0.06195916,0.93783093
-5.14757379,1.98141336,0.27704112,0.56737340,0.07008744,0.02681212,0.06485713,0.92358969
-5.14157079,1.96488351,0.26676130,0.56339118,0.06468380,0.02667573,0.06859627,0.91611862
-5.13556778,1.96620443,0.25827088,0.56530311,0.05948253,0.02686943,0.07322275,0.91629259
-5.12956478,1.98702274,0.25182435,0.57355389,0.05455545,0.02742412,0.07877247,0.92485707
-5.12356178,2.02868261,0.24763620,0.58850582,0.04996681,0.02836889,0.08526942,0.94240695
-5.11755878,2.09218913,0.24587723,0.61042769,0.04577251,0.02973103,0.09272412,0.96936957
-5.11155578,2.17818069,0.24667246,0.63948584,0.04201960,0.03153613,0.10113253,1.00599243
-5.10555278,2.28691108,0.25010030,0.67573746,0.03874623,0.03380821,0.11047534,1.05233591
-5.09954977,2.41824145,0.25619318,0.71912652,0.03598188,0.03656989,0.12071777,1.10827103
-5.09354677,2.57164237,0.26493944,0.76948221,0.03374787,0.03984256,0.13180982,1.17348225
-5.08754377,2.74620551,0.27628631,0.82652011,0.03205808,0.04364657,0.14368715,1.24747517
-5.08154077,2.94066448,0.29014387,0.88984588,0.03091979,0.04800134,0.15627241,1.32958871
-5.07553777,3.15342409,0.30638984,0.95896153,0.03033468,0.05292535,0.16947707,1.41901136
-5.06953477,3.38259691,0.32487488,1.03327388,0.03029975,0.05843612,0.18320373,1.51480101
-5.06353177,3.62604602,0.34542838,1.11210529,0.03080830,0.06454998,0.19734875,1.61590762
-5.05752876,3.88143255,0.36786436,1.19470604,0.03185076,0.07128169,0.21180509,1.72119798
-5.05152576,4.14626655,0.39198736,1.28026832,0.03341546,0.07864397,0.22646532,1.82948192
-5.04552276,4.41795959,0.41759816,1.36794118,0.03548914,0.08664679,0.24122454,1.93953904
-5.03951976,4.69387743,0.44449905,1.45684632,0.03805743,0.09529659,0.25598321,2.05014517
-5.03351676,4.97139128,0.47249855,1.54609391,0.04110501,0.10459525,0.27064955,2.16009785
-5.02751376,5.24792597,0.50141537,1.63479838,0.04461563,0.11453908,0.28514159,2.26823995
-5.02151076,5.52100369,0.53108149,1.72209347,0.04857198,0.12511766,0.29938850,2.37348083
-5.01550775,5.78828196,0.56134434,1.80714617,0.05295530,0.13631268,0.31333142,2.47481449
-5.00950475,6.04758498,0.59206781,1.88916934,0.05774497,0.14809685,0.32692336,2.57133418
-5.00350175,6.29692737,0.62313227,1.96743240,0.06291784,0.16043281,0.34012852,2.66224312
-4.99749875,6.53453010,0.65443345,2.04127016,0.06844762,0.17327236,0.35292071,2.74686130
-4.99149575,6.75882835,0.68588026,2.11008941,0.07430410,0.18655568,0.36528127,2.82462815
-4.98549275,6.96847164,0.71739168,2.17337324,0.08045252,0.20021104,0.37719624,2.89510132
-4.97948974,7.16231676,0.74889281,2.23068321,0.08685290,0.21415467,0.38865333,2.95795190
-4.97348674,7.33941449,0.78031025,2.28165936,0.09345950,0.22829109,0.39963850,3.01295637
-4.96748374,7.49899126,0.81156713,2.32601832,0.10022051,0.24251375,0.41013260,3.05998598
-4.96148074,7.64042730,0.84257784,2.36354982,0.10707789,0.25670611,0.42010825,3.09899421
-4.95547774,7.76323271,0.87324304,2.39411191,0.11396747,0.27074316,0.42952710,3.13000291
-4.94947474,7.86702343,0.90344494,2.41762529,0.12081938,0.28449323,0.43833776,3.15308807
-4.94347174,7.95149855,0.93304346,2.43406722,0.12755875,0.29782021,0.44647452,3.16836592
-4.93746873,8.01642074,0.96187328,2.44346526,0.13410676,0.31058615,0.45385712,3.17598007
-4.93146573,8.06160124,0.98974230,2.44589148,0.14038201,0.32265396,0.46039145,3.17609040
-4.92546273,8.08689049,1.01643163,2.44145734,0.14630211,0.33389046,0.46597147,3.16886436
-4.91945973,8.09217519,1.04169722,2.43030948,0.15178565,0.34416943,0.47048211,3.15447088
-4.91345673,8.07738233,1.06527343,2.41262677,0.15675420,0.35337473,0.47380313,3.13307739
-4.90745373,8.04248992,1.08687825,2.38861867,0.16113461,0.36140340,0.47581380,3.10484983
-4.90145073,7.98754410,1.10622046,2.35852478,0.16486117,0.36816847,0.47639820,3.06995574
-4.89544772,7.91268140,1.12300818,2.32261567,0.16787782,0.37360172,0.47545079,3.02856990
-4.88944472,7.81815497,1.13695876,2.28119460,0.17014019,0.37765590,0.47288205,2.98088219
-4.88344172,7.70436291,1.14780959,2.23459995,0.17161733,0.38030668,0.46862389,2.92710702
-4.87743872,7.57187668,1.15532935,2.18320789,0.17229316,0.38155400,0.46263447,2.86749358
-4.87143572,7.42146756,1.15932914,2.12743496,0.17216744,0.38142295,0.45490224,2.80233604
-4.86543272,7.25412898,1.15967310,2.06774000,0.17125634,0.37996392,0.44544890,2.73198296
-4.85942971,7.07109271,1.15628787,2.00462517,0.16959235,0.37725224,0.43433114,2.65684505
-4.85342671,6.87383725,1.14917029,1.93863546,0.16722379,0.37338704,0.42164105,2.57740057
-4.84742371,6.66408702,1.13839316,1.87035660,0.16421370,0.36848952,0.40750507,2.49419783
-4.84142071,6.44380146,1.12410827,1.80041099,0.16063822,0.36270060,0.39208171,2.40785420
-4.83541771,6.21515376,1.10654680,1.72945159,0.15658459,0.35617791,0.37555785,2.31905170
-4.82941471,5.98049936,1.08601673,1.65815385,0.15214874,0.34909241,0.35814404,2.22852885
-4.82341171,5.74233506,1.06289722,1.58720571,0.14743256,0.34162443,0.34006888,2.13706915
-4.81740870,5.50325000,1.03763026,1.51729602,0.14254110,0.33395951,0.32157279,2.04548656
-4.81140570,5.26587016,1.01070962,1.44910171,0.13757961,0.32628395,0.30290135,1.95460850
-4.80540270,5.03279852,0.98266764,1.38327411,0.13265068,0.31878035,0.28429863,1.86525717
-4.79939970,4.80655312,0.95406025,1.32042501,0.12785151,0.31162308,0.26600071,1.77822985
-4.79339670,4.58950538,0.92545076,1.26111281,0.12327141,0.30497398,0.24822960,1.69427914
-4.78739370,4.38382095,0.89739310,1.20582953,0.11898963,0.29897832,0.23118785,1.61409400
-4.78139070,4.19140535,0.87041503,1.15498889,0.11507356,0.29376107,0.21505403,1.53828222
-4.77538769,4.01385635,0.84500201,1.10891610,0.11157733,0.28942372,0.19997911,1.46735517
-4.76938469,3.85242462,0.82158225,1.06783964,0.10854085,0.28604156,0.18608390,1.40171540
-4.76338169,3.70798403,0.80051359,1.03188533,0.10598932,0.28366163,0.17345756,1.34164746
-4.75737869,3.58101244,0.78207251,1.00107298,0.10393313,0.28230132,0.16215716,1.28731222
-4.75137569,3.47158343,0.76644572,0.97531552,0.10236818,0.28194769,0.15220821,1.23874501
-4.74537269,3.37936925,0.75372468,0.95442097,0.10127657,0.28255745,0.14360608,1.19585727
-4.73936968,3.30365465,0.74390311,0.93809696,0.10062763,0.28405783,0.13631828,1.15844191
-4.73336668,3.24336124,0.73687760,0.92595780,0.10037925,0.28634806,0.13028738,1.12618184
-4.72736368,3.19708146,0.73245142,0.91753394,0.10047940,0.28930170,0.12543443,1.09866163
-4.72136068,3.16312146,0.73034119,0.91228364,0.10086799,0.29276963,0.12166292,1.07538162
-4.71535768,3.13955144,0.73018646,0.90960653,0.10147870,0.29658377,0.11886293,1.05577421
-4.70935468,3.12426238,0.73156167,0.90885875,0.10224110,0.30056137,0.11691550,1.03922187
-4.70335168,3.11502759,0.73399027,0.90936942,0.10308275,0.30450987,0.11569705,1.02507614
-4.69734867,3.10956735,0.73696053,0.91045793,0.10393134,0.30823223,0.11508375,1.01267739
-4.69134567,3.10561518,0.73994242,0.91145167,0.10471686,0.31153245,0.11495574,1.00137452
-4.68534267,3.10098365,0.74240516,0.91170379,0.10537364,0.31422140,0.11520106,0.99054426
-4.67933967,3.09362788,0.74383473,0.91061030,0.10584233,0.31612247,0.11571926,0.97960942
-4.67333667,3.08170496,0.74375081,0.90762625,0.10607170,0.31707716,0.11642453,0.96805559
-4.66733367,3.06362707,0.74172248,0.90228031,0.10602016,0.31695011,0.11724835,0.95544577
-4.66133067,3.03810677,0.73738219,0.89418723,0.10565709,0.31563368,0.11814142,0.94143245
-4.65532766,3.00419263,0.73043747,0.88305790,0.10496374,0.31305164,0.11907494,0.92576673
-4.64932466,2.96129398,0.72067986,0.86870645,0.10393386,0.30916193,0.12004117,0.90830416
-4.64332166,2.90919355,0.70799094,0.85105425,0.10257382,0.30395840,0.12105310,0.88900699
-4.63731866,2.84804765,0.69234503,0.83013054,0.10090237,0.29747130,0.12214331,0.86794273
-4.63131566,2.77837359,0.67380870,0.80606967,0.09894993,0.28976660,0.12336207,0.84527907
-4.62531266,2.70102490,0.65253698,0.77910516,0.09675747,0.28094419,0.12477453,0.82127521
-4.61930965,2.61715514,0.62876674,0.74956070,0.09437502,0.27113482,0.12645729,0.79627001
-4.61330665,2.52817200,0.60280728,0.71783852,0.09185980,0.26049619,0.12849430,0.77066734
-4.60730365,2.43568343,0.57502885,0.68440572,0.08927415,0.24920817,0.13097226,0.74491921
-4.60130065,2.34143814,0.54584961,0.64977896,0.08668321,0.23746735,0.13397576,0.71950735
-4.59529765,2.24726308,0.51572147,0.61450841,0.08415259,0.22548132,0.13758229,0.69492419
-4.58929465,2.15500065,0.48511568,0.57916147,0.08174604,0.21346276,0.14185726,0.67165376
-4.58329165,2.06644806,0.45450864,0.54430691,0.07952321,0.20162370,0.14684950,0.65015357
-4.57728864,1.98330169,0.42436853,0.51050020,0.07753772,0.19017002,0.15258717,0.63083820
-4.57128564,1.90710834,0.39514328,0.47827037,0.07583550,0.17929669,0.15907449,0.61406526
-4.56528264,1.83922548,0.36725028,0.44810893,0.07445356,0.16918348,0.16628945,0.60012428
-4.55927964,1.78079144,0.34106806,0.42046103,0.07341919,0.15999170,0.17418251,0.58922907
-4.55327664,1.73270652,0.31693015,0.39571905,0.07274968,0.15186165,0.18267669,0.58151371
-4.54727364,1.69562504,0.29512103,0.37421850,0.07245251,0.14491102,0.19166872,0.57703218
-4.54127064,1.66995766,0.27587424,0.35623623,0.07252607,0.13923409,0.20103166,0.57576167
-4.53526763,1.65588320,0.25937222,0.34199046,0.07296073,0.13490163,0.21061853,0.57760905
-4.52926463,1.65336822,0.24574778,0.33164239,0.07374034,0.13196143,0.22026714,0.58242016
-4.52326163,1.66219251,0.23508668,0.32529888,0.07484398,0.13043926,0.22980570,0.58999111
-4.51725863,1.68197850,0.22743107,0.32301580,0.07624782,0.13034006,0.23905913,0.60008114
-4.51125563,1.71222217,0.22278332,0.32480153,0.07792716,0.13164936,0.24785565,0.61242593
-4.50525263,1.75232347,0.22110986,0.33062020,0.07985820,0.13433455,0.25603351,0.62675083
-4.49924962,1.80161413,0.22234483,0.34039439,0.08201981,0.13834609,0.26344742,0.64278312
-4.49324662,1.85938138,0.22639317,0.35400697,0.08439489,0.14361849,0.26997432,0.66026259
-4.48724362,1.92488623,0.23313311,0.37130208,0.08697132,0.15007103,0.27551851,0.67895012
-4.48124062,1.99737553,0.24241786,0.39208512,0.08974258,0.15760821,0.28001542,0.69863353
-4.47523762,2.07608783,0.25407668,0.41612198,0.09270775,0.16612003,0.28343435,0.71913079
-4.46923462,2.16025311,0.26791539,0.44313771,0.09587103,0.17548215,0.28577961,0.74029038
-4.46323162,2.24908735,0.28371641,0.47281508,0.09924083,0.18555611,0.28709032,0.76198899
-4.45722861,2.34178325,0.30123868,0.50479320,0.10282833,0.19618958,0.28743867,0.78412694
-4.45122561,2.43749842,0.32021778,0.53866695,0.10664575,0.20721706,0.28692690,0.80662170
-4.44522261,2.53534313,0.34036632,0.57398738,0.11070435,0.21846090,0.28568299,0.82940009
-4.43921961,2.63436910,0.36137505,0.61026374,0.11501225,0.22973292,0.28385537,0.85238987
-4.43321661,2.73356135,0.38291493,0.64696723,0.11957229,0.24083670,0.28160689,0.87551126
-4.42721361,2.83183440,0.40464007,0.68353689,0.12438001,0.25157046,0.27910826,0.89866913
-4.42121061,2.92803409,0.42619201,0.71938758,0.12942182,0.26173069,0.27653127,0.92174631
-4.41520760,3.02094574,0.44720496,0.75392011,0.13467368,0.27111639,0.27404209,0.94459862
-4.40920460,3.10930895,0.46731220,0.78653324,0.14010014,0.27953370,0.27179496,0.96705185
-4.40320160,3.19183872,0.48615332,0.81663725,0.14565397,0.28680103,0.26992639,0.98890096
-4.39719860,3.26725230,0.50338207,0.84366857,0.15127640,0.29275414,0.26855019,1.00991156
-4.39119560,3.33430058,0.51867451,0.86710497,0.15689799,0.29725126,0.26775348,1.02982350
-4.38519260,3.39180261,0.53173722,0.88648061,0.16244004,0.30017780,0.26759375,1.04835653
-4.37918959,3.43868151,0.54231495,0.90140024,0.16781660,0.30145051,0.26809709,1.06521756
-4.37318659,3.47400022,0.55019763,0.91155205,0.17293696,0.30102089,0.26925769,1.08010928
-4.36718359,3.49699507,0.55522622,0.91671844,0.17770846,0.29887761,0.27103846,1.09273960
-4.36118059,3.50710584,0.55729715,0.91678422,0.18203963,0.29504783,0.27337289,1.10283161
-4.35517759,3.50400089,0.55636521,0.91174193,0.18584344,0.28959743,0.27616793,1.11013353
-4.34917459,3.48759626,0.55244471,0.90169398,0.18904052,0.28263001,0.27930790,1.11442837
-4.34317159,3.45806822,0.54560886,0.88685156,0.19156229,0.27428479,0.28265921,1.11554288
-4.33716858,3.41585886,0.53598740,0.86753036,0.19335382,0.26473346,0.28607581,1.11335558
-4.33116558,3.36167475,0.52376271,0.84414336,0.19437639,0.25417620,0.28940510,1.10780362
-4.32516258,3.29647910,0.50916446,0.81719104,0.19460949,0.24283696,0.29249412,1.09888832
-4.31915958,3.22147781,0.49246322,0.78724938,0.19405237,0.23095830,0.29519588,1.08667928
-4.31315658,3.13810032,0.47396310,0.75495628,0.19272503,0.21879589,0.29737546,1.07131692
-4.30715358,3.04797570,0.45399400,0.72099677,0.19066847,0.20661300,0.29891584,1.05301342
