energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.39969985,0.00746747,0.00250470,0.00000000,0.00000124,0.00249013,0.00217967,0.00092777
-5.39369685,0.00720936,0.00232147,0.00000000,0.00000162,0.00248248,0.00195643,0.00088563
-5.38769385,0.00730044,0.00224466,0.00000000,0.00000210,0.00259998,0.00182137,0.00088581
-5.38169085,0.00777125,0.00228027,0.00000000,0.00000270,0.00285627,0.00177800,0.00093166
-5.37568784,0.00866197,0.00243699,0.00000000,0.00000346,0.00326866,0.00183224,0.00102772
-5.36968484,0.01002362,0.00272659,0.00000000,0.00000439,0.00385851,0.00199280,0.00117979
-5.36368184,0.01191903,0.00316422,0.00000000,0.00000553,0.00465159,0.00227155,0.00139510
-5.35767884,0.01442352,0.00376870,0.00000000,0.00000692,0.00567831,0.00268387,0.00168239
-5.35167584,0.01762531,0.00456264,0.00000000,0.00000860,0.00697377,0.00324891,0.00205197
-5.34567284,0.02162542,0.00557249,0.00000000,0.00001060,0.00857775,0.00398981,0.00251569
-5.33966983,0.02653718,0.00682849,0.00000000,0.00001298,0.01053440,0.00493379,0.00308691
-5.33366683,0.03248509,0.00836442,0.00000000,0.00001578,0.01289180,0.00611214,0.00378040
-5.32766383,0.03960306,0.01021716,0.00000000,0.00001904,0.01570120,0.00756003,0.00461208
-5.32166083,0.04803190,0.01242613,0.00000000,0.00002282,0.01901600,0.00931619,0.00559878
-5.31565783,0.05791607,0.01503240,0.00000000,0.00002714,0.02289048,0.01142231,0.00675787
-5.30965483,0.06939963,0.01807768,0.00000000,0.00003206,0.02737815,0.01392230,0.00810675
-5.30365183,0.08262137,0.02160302,0.00000000,0.00003759,0.03252991,0.01686121,0.00966228
-5.29764882,0.09770925,0.02564728,0.00000000,0.00004376,0.03839186,0.02028394,0.01144018
-5.29164582,0.11477424,0.03024544,0.00000000,0.00005058,0.04500296,0.02423371,0.01345423
-5.28564282,0.13390358,0.03542671,0.00000000,0.00005804,0.05239252,0.02875026,0.01571548
-5.27963982,0.15515390,0.04121256,0.00000000,0.00006612,0.06057754,0.03386783,0.01823145
-5.27363682,0.17854424,0.04761464,0.00000000,0.00007479,0.06956025,0.03961306,0.02100528
-5.26763382,0.20404944,0.05463284,0.00000000,0.00008399,0.07932561,0.04600272,0.02403488
-5.26163082,0.23159404,0.06225335,0.00000000,0.00009364,0.08983922,0.05304150,0.02731223
-5.25562781,0.26104731,0.07044707,0.00000000,0.00010364,0.10104559,0.06071989,0.03082273
-5.24962481,0.29221956,0.07916829,0.00000000,0.00011390,0.11286696,0.06901228,0.03454470
-5.24362181,0.32486009,0.08835379,0.00000000,0.00012427,0.12520276,0.07787541,0.03844916
-5.23761881,0.35865724,0.09792256,0.00000000,0.00013461,0.13792989,0.08724726,0.04249972
-5.23161581,0.39324055,0.10777607,0.00000000,0.00014476,0.15090383,0.09704655,0.04665285
-5.22561281,0.42818542,0.11779921,0.00000000,0.00015456,0.16396062,0.10717283,0.05085837
-5.21960980,0.46302010,0.12786200,0.00000000,0.00016384,0.17691975,0.11750743,0.05506022
-5.21360680,0.49723512,0.13782197,0.00000000,0.00017243,0.18958797,0.12791509,0.05919764
-5.20760380,0.53029487,0.14752717,0.00000000,0.00018017,0.20176377,0.13824645,0.06320642
-5.20160080,0.56165103,0.15681989,0.00000000,0.00018690,0.21324260,0.14834124,0.06702058
-5.19559780,0.59075746,0.16554074,0.00000000,0.00019250,0.22382252,0.15803221,0.07057412
-5.18959480,0.61708600,0.17353319,0.00000000,0.00019683,0.23331012,0.16714959,0.07380290
-5.18359180,0.64014258,0.18064822,0.00000000,0.00019982,0.24152650,0.17552592,0.07664665
-5.17758879,0.65948291,0.18674898,0.00000000,0.00020141,0.24831299,0.18300123,0.07905082
-5.17158579,0.67472724,0.19171526,0.00000000,0.00020154,0.25353651,0.18942802,0.08096845
-5.16558279,0.68557342,0.19544754,0.00000000,0.00020024,0.25709414,0.19467624,0.08236180
-5.15957979,0.69180767,0.19787048,0.00000000,0.00019752,0.25891687,0.19863767,0.08320368
-5.15357679,0.69331268,0.19893563,0.00000000,0.00019344,0.25897229,0.20122974,0.08347853
-5.14757379,0.69007262,0.19862332,0.00000000,0.00018809,0.25726605,0.20239853,0.08318310
-5.14157079,0.68217474,0.19694356,0.00000000,0.00018159,0.25384219,0.20212072,0.08232671
-5.13556778,0.66980768,0.19393596,0.00000000,0.00017407,0.24878206,0.20040458,0.08093117
-5.12956478,0.65325651,0.18966862,0.00000000,0.00016569,0.24220226,0.19728976,0.07903024
-5.12356178,0.63289466,0.18423616,0.00000000,0.00015660,0.23425132,0.19284605,0.07666871
-5.11755878,0.60917326,0.17775683,0.00000000,0.00014698,0.22510557,0.18717102,0.07390123
-5.11155578,0.58260835,0.17036897,0.00000000,0.00013700,0.21496422,0.18038683,0.07079079
-5.10555278,0.55376651,0.16222692,0.00000000,0.00012684,0.20404397,0.17263620,0.06740702
-5.09954977,0.52324951,0.15349653,0.00000000,0.00011667,0.19257331,0.16407784,0.06382439
-5.09354677,0.49167865,0.14435057,0.00000000,0.00010663,0.18078673,0.15488149,0.06012029
-5.08754377,0.45967932,0.13496412,0.00000000,0.00009687,0.16891915,0.14522287,0.05637318
-5.08154077,0.42786643,0.12551012,0.00000000,0.00008752,0.15720063,0.13527859,0.05266078
-5.07553777,0.39683092,0.11615527,0.00000000,0.00007868,0.14585152,0.12522144,0.04905838
-5.06953477,0.36712790,0.10705646,0.00000000,0.00007044,0.13507827,0.11521604,0.04563737
-5.06353177,0.33926652,0.09835760,0.00000000,0.00006288,0.12506984,0.10541507,0.04246385
-5.05752876,0.31370170,0.09018715,0.00000000,0.00005604,0.11599475,0.09595619,0.03959759
-5.05152576,0.29082772,0.08265626,0.00000000,0.00004997,0.10799881,0.08695966,0.03709105
-5.04552276,0.27097351,0.07585737,0.00000000,0.00004468,0.10120346,0.07852674,0.03498869
-5.03951976,0.25439964,0.06986358,0.00000000,0.00004018,0.09570459,0.07073877,0.03332641
-5.03351676,0.24129656,0.06472831,0.00000000,0.00003645,0.09157190,0.06365692,0.03213117
-5.02751376,0.23178417,0.06048552,0.00000000,0.00003349,0.08884857,0.05732261,0.03142073
-5.02151076,0.22591223,0.05715023,0.00000000,0.00003125,0.08755124,0.05175833,0.03120349
-5.01550775,0.22366158,0.05471933,0.00000000,0.00002970,0.08767031,0.04696894,0.03147849
-5.00950475,0.22494611,0.05317261,0.00000000,0.00002880,0.08917035,0.04294325,0.03223538
-5.00350175,0.22961515,0.05247392,0.00000000,0.00002849,0.09199083,0.03965578,0.03345464
-4.99749875,0.23745658,0.05257254,0.00000000,0.00002872,0.09604701,0.03706871,0.03510774
-4.99149575,0.24820042,0.05340452,0.00000000,0.00002944,0.10123105,0.03513379,0.03715756
-4.98549275,0.26152321,0.05489424,0.00000000,0.00003059,0.10741351,0.03379429,0.03955879
-4.97948974,0.27705308,0.05695597,0.00000000,0.00003209,0.11444517,0.03298689,0.04225861
-4.97348674,0.29437580,0.05949560,0.00000000,0.00003390,0.12215922,0.03264349,0.04519747
-4.96748374,0.31304180,0.06241239,0.00000000,0.00003596,0.13037399,0.03269290,0.04831008
-4.96148074,0.33257419,0.06560091,0.00000000,0.00003821,0.13889611,0.03306243,0.05152657
-4.95547774,0.35247788,0.06895307,0.00000000,0.00004060,0.14752418,0.03367943,0.05477386
-4.94947474,0.37224965,0.07236025,0.00000000,0.00004308,0.15605285,0.03447263,0.05797723
-4.94347174,0.39138897,0.07571552,0.00000000,0.00004562,0.16427731,0.03537348,0.06106194
-4.93746873,0.40940942,0.07891592,0.00000000,0.00004821,0.17199802,0.03631731,0.06395510
-4.93146573,0.42585035,0.08186466,0.00000000,0.00005083,0.17902561,0.03724447,0.06658745
-4.92546273,0.44028838,0.08447342,0.00000000,0.00005351,0.18518565,0.03810126,0.06889521
-4.91945973,0.45234828,0.08666431,0.00000000,0.00005628,0.19032330,0.03884084,0.07082186
-4.91345673,0.46171293,0.08837177,0.00000000,0.00005922,0.19430747,0.03942393,0.07231967
-4.90745373,0.46813180,0.08954413,0.00000000,0.00006243,0.19703442,0.03981943,0.07335114
-4.90145073,0.47142758,0.09014481,0.00000000,0.00006608,0.19843055,0.04000477,0.07389006
-4.89544772,0.47150070,0.09015315,0.00000000,0.00007035,0.19845433,0.03996622,0.07392224
-4.88944472,0.46833147,0.08956474,0.00000000,0.00007551,0.19709724,0.03969886,0.07344594
-4.88344172,0.46197977,0.08839137,0.00000000,0.00008188,0.19438355,0.03920650,0.07247182
-4.87743872,0.45258213,0.08666038,0.00000000,0.00008986,0.19036924,0.03850127,0.07102253
-4.87143572,0.44034660,0.08441370,0.00000000,0.00009993,0.18513972,0.03760318,0.06913195
-4.86543272,0.42554539,0.08170638,0.00000000,0.00011263,0.17880679,0.03653934,0.06684402
-4.85942971,0.40850569,0.07860487,0.00000000,0.00012863,0.17150481,0.03534322,0.06421138
-4.85342671,0.38959923,0.07518490,0.00000000,0.00014867,0.16338628,0.03405367,0.06129365
-4.84742371,0.36923077,0.07152932,0.00000000,0.00017361,0.15461709,0.03271389,0.05815570
-4.84142071,0.34782634,0.06772568,0.00000000,0.00020441,0.14537163,0.03137036,0.05486573
-4.83541771,0.32582145,0.06386398,0.00000000,0.00024211,0.13582789,0.03007175,0.05149341
-4.82941471,0.30364989,0.06003430,0.00000000,0.00028788,0.12616295,0.02886781,0.04810805
-4.82341171,0.28173358,0.05632470,0.00000000,0.00034297,0.11654884,0.02780837,0.04477692
-4.81740870,0.26047361,0.05281928,0.00000000,0.00040871,0.10714902,0.02694230,0.04156381
-4.81140570,0.24024296,0.04959649,0.00000000,0.00048651,0.09811559,0.02631663,0.03852769
-4.80540270,0.22138092,0.04672774,0.00000000,0.00057783,0.08958725,0.02597569,0.03572176
-4.79939970,0.20418930,0.04427628,0.00000000,0.00068417,0.08168813,0.02596046,0.03319266
-4.79339670,0.18893050,0.04229642,0.00000000,0.00080703,0.07452732,0.02630789,0.03098003
-4.78739370,0.17582721,0.04083299,0.00000000,0.00094794,0.06819922,0.02705047,0.02911625
-4.78139070,0.16506365,0.03992118,0.00000000,0.00110837,0.06278451,0.02821580,0.02762649
-4.77538769,0.15678816,0.03958652,0.00000000,0.00128972,0.05835163,0.02982635,0.02652890
-4.76938469,0.15111676,0.03984519,0.00000000,0.00149336,0.05495877,0.03189934,0.02583503
-4.76338169,0.14813753,0.04070445,0.00000000,0.00172051,0.05265599,0.03444670,0.02555039
-4.75737869,0.14791542,0.04216334,0.00000000,0.00197230,0.05148752,0.03747520,0.02567512
-4.75137569,0.15049726,0.04421347,0.00000000,0.00224970,0.05149406,0.04098667,0.02620472
-4.74537269,0.15591668,0.04683990,0.00000000,0.00255354,0.05271481,0.04497838,0.02713088
-4.73936968,0.16419863,0.05002226,0.00000000,0.00288450,0.05518924,0.04944349,0.02844233
-4.73336668,0.17536338,0.05373578,0.00000000,0.00324305,0.05895838,0.05437170,0.03012567
-4.72736368,0.18942970,0.05795251,0.00000000,0.00362952,0.06406564,0.05974987,0.03216624
-4.72136068,0.20641716,0.06264250,0.00000000,0.00404402,0.07055697,0.06556283,0.03454890
-4.71535768,0.22634736,0.06777501,0.00000000,0.00448648,0.07848037,0.07179422,0.03725885
-4.70935468,0.24924410,0.07331972,0.00000000,0.00495661,0.08788480,0.07842733,0.04028227
-4.70335168,0.27513247,0.07924787,0.00000000,0.00545390,0.09881840,0.08544596,0.04360705
-4.69734867,0.30403691,0.08553333,0.00000000,0.00597758,0.11132616,0.09283528,0.04722332
-4.69134567,0.33597834,0.09215360,0.00000000,0.00652662,0.12544709,0.10058260,0.05112399
-4.68534267,0.37097063,0.09909070,0.00000000,0.00709965,0.14121111,0.10867812,0.05530511
-4.67933967,0.40901657,0.10633189,0.00000000,0.00769499,0.15863569,0.11711554,0.05976630
-4.67333667,0.45010370,0.11387031,0.00000000,0.00831057,0.17772263,0.12589261,0.06451094
-4.66733367,0.49420032,0.12170543,0.00000000,0.00894391,0.19845500,0.13501159,0.06954643
-4.66133067,0.54125210,0.12984343,0.00000000,0.00959210,0.22079464,0.14447969,0.07488431
-4.65532766,0.59117962,0.13829736,0.00000000,0.01025180,0.24468036,0.15430935,0.08054037
-4.64932466,0.64387735,0.14708733,0.00000000,0.01091926,0.27002708,0.16451863,0.08653474
-4.64332166,0.69921412,0.15624046,0.00000000,0.01159034,0.29672618,0.17513154,0.09289192
-4.63731866,0.75703569,0.16579091,0.00000000,0.01226059,0.32464699,0.18617843,0.09964081
-4.63131566,0.81716927,0.17577977,0.00000000,0.01292539,0.35363980,0.19769639,0.10681475
-4.62531266,0.87943010,0.18625488,0.00000000,0.01358008,0.38354005,0.20972982,0.11445152
-4.61930965,0.94363006,0.19727068,0.00000000,0.01422012,0.41417398,0.22233089,0.12259329
-4.61330665,1.00958779,0.20888789,0.00000000,0.01484135,0.44536521,0.23556013,0.13128657
-4.60730365,1.07714009,0.22117318,0.00000000,0.01544024,0.47694234,0.24948690,0.14058197
-4.60130065,1.14615387,0.23419856,0.00000000,0.01601410,0.50874693,0.26418975,0.15053399
-4.59529765,1.21653796,0.24804069,0.00000000,0.01656140,0.54064170,0.27975651,0.16120046
-4.58929465,1.28825402,0.26277986,0.00000000,0.01708201,0.57251832,0.29628408,0.17264196
-4.58329165,1.36132562,0.27849862,0.00000000,0.01757741,0.60430451,0.31387772,0.18492082
-4.57728864,1.43584479,0.29528011,0.00000000,0.01805090,0.63596975,0.33264977,0.19809994
-4.57128564,1.51197515,0.31320590,0.00000000,0.01850765,0.66752942,0.35271770,0.21224127
-4.56528264,1.58995108,0.33235342,0.00000000,0.01895483,0.69904673,0.37420140,0.22740395
-4.55927964,1.67007246,0.35279302,0.00000000,0.01940145,0.73063241,0.39721972,0.24364219
-4.55327664,1.75269467,0.37458454,0.00000000,0.01985826,0.76244175,0.42188617,0.26100282
-4.54727364,1.83821387,0.39777366,0.00000000,0.02033744,0.79466905,0.44830395,0.27952265
-4.54127064,1.92704793,0.42238805,0.00000000,0.02085226,0.82753955,0.47656039,0.29922561
-4.53526763,2.01961334,0.44843334,0.00000000,0.02141657,0.86129890,0.50672087,0.32011991
-4.52926463,2.11629898,0.47588935,0.00000000,0.02204424,0.89620072,0.53882263,0.34219513
-4.52326163,2.21743779,0.50470642,0.00000000,0.02274858,0.93249247,0.57286850,0.36541956
-4.51725863,2.32327733,0.53480239,0.00000000,0.02354162,0.97040035,0.60882103,0.38973770
-4.51125563,2.43395076,0.56606004,0.00000000,0.02443347,1.01011376,0.64659725,0.41506828
-4.50525263,2.54944939,0.59832553,0.00000000,0.02543168,1.05177000,0.68606435,0.44130270
-4.49924962,2.66959840,0.63140775,0.00000000,0.02654060,1.09543997,0.72703669,0.46830414
-4.49324662,2.79403681,0.66507879,0.00000000,0.02776092,1.14111549,0.76927424,0.49590741
-4.48724362,2.92220323,0.69907568,0.00000000,0.02908924,1.18869889,0.81248291,0.52391955
-4.48124062,3.05332812,0.73310334,0.00000000,0.03051783,1.23799563,0.85631670,0.55212139
-4.47523762,3.18643362,0.76683883,0.00000000,0.03203453,1.28871011,0.90038197,0.58026993
-4.46923462,3.32034129,0.79993681,0.00000000,0.03362286,1.34044542,0.94424373,0.60810161
-4.46323162,3.45368823,0.83203606,0.00000000,0.03526224,1.39270695,0.98743382,0.63533654
-4.45722861,3.58495124,0.86276703,0.00000000,0.03692847,1.44491018,1.02946098,0.66168342
-4.45122561,3.71247873,0.89176011,0.00000000,0.03859428,1.49639240,1.06982242,0.68684530
-4.44522261,3.83452957,0.91865438,0.00000000,0.04023012,1.54642815,1.10801645,0.71052586
-4.43921961,3.94931767,0.94310667,0.00000000,0.04180499,1.59424801,1.14355605,0.73243613
-4.43321661,4.05506093,0.96480053,0.00000000,0.04328739,1.63906000,1.17598251,0.75230151
-4.42721361,4.15003283,0.98345483,0.00000000,0.04464631,1.68007304,1.20487892,0.76986878
-4.42121061,4.23261481,0.99883169,0.00000000,0.04585221,1.71652141,1.22988277,0.78491295
-4.41520760,4.30134726,1.01074345,0.00000000,0.04687797,1.74768942,1.25069729,0.79724365
-4.40920460,4.35497728,1.01905828,0.00000000,0.04769979,1.77293522,1.26710077,0.80671088
-4.40320160,4.39250094,1.02370441,0.00000000,0.04829793,1.79171271,1.27895377,0.81320977
-4.39719860,4.41319833,1.02467249,0.00000000,0.04865735,1.80359070,1.28620344,0.81668418
-4.39119560,4.41665967,1.02201619,0.00000000,0.04876814,1.80826839,1.28888513,0.81712904
-4.38519260,4.40280128,1.01585077,0.00000000,0.04862584,1.80558640,1.28712071,0.81459105
-4.37918959,4.37187042,1.00634978,0.00000000,0.04823146,1.79553294,1.28111398,0.80916789
-4.37318659,4.32443869,0.99373980,0.00000000,0.04759142,1.77824473,1.27114311,0.80100567
-4.36718359,4.26138415,0.97829355,0.00000000,0.04671723,1.75400253,1.25755044,0.79029491
-4.36118059,4.18386272,0.96032148,0.00000000,0.04562502,1.72322162,1.24073007,0.77726487
-4.35517759,4.09327014,0.94016222,0.00000000,0.04433496,1.68643745,1.22111383,0.76217668
-4.34917459,3.99119615,0.91817228,0.00000000,0.04287053,1.64428740,1.19915612,0.74531537
-4.34317159,3.87937291,0.89471535,0.00000000,0.04125773,1.59748916,1.17531856,0.72698121
-4.33716858,3.75961997,0.87015173,0.00000000,0.03952426,1.54681713,1.15005491,0.70748060
-4.33116558,3.63378845,0.84482832,0.00000000,0.03769861,1.49307758,1.12379714,0.68711709
-4.32516258,3.50370683,0.81906955,0.00000000,0.03580935,1.43708409,1.09694332,0.66618274
-4.31915958,3.37113091,0.79316976,0.00000000,0.03388427,1.37963413,1.06984779,0.64495042
-4.31315658,3.23770006,0.76738728,0.00000000,0.03194975,1.32148796,1.04281421,0.62366719
-4.30715358,3.10490163,0.74194043,0.00000000,0.03003024,1.26335073,1.01609167,0.60254925
