energy_ev,total_up,Cu_p_up,Cu_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-5.80190095,2.10084240,0.55203119,0.57579095,0.87986740,0.00679702,0.02493128,0.45548316
-5.79589795,2.07608009,0.55078297,0.57438347,0.88063365,0.00683760,0.02372700,0.42895176
-5.78989495,2.04905825,0.54759779,0.57164653,0.87759436,0.00685679,0.02257444,0.40703816
-5.78389195,2.02014207,0.54255509,0.56769640,0.87090642,0.00685622,0.02146992,0.38979140
-5.77788894,1.98974632,0.53576519,0.56267266,0.86078861,0.00683788,0.02040923,0.37719945
-5.77188594,1.95832429,0.52736603,0.55673387,0.84751503,0.00680408,0.01938798,0.36919074
-5.76588294,1.92635458,0.51751927,0.55005260,0.83140729,0.00675737,0.01840190,0.36563540
-5.75987994,1.89432657,0.50640596,0.54281012,0.81282624,0.00670046,0.01744716,0.36634643
-5.75387694,1.86272537,0.49422209,0.53519090,0.79216311,0.00663616,0.01652059,0.37108082
-5.74787394,1.83201702,0.48117409,0.52737728,0.76983093,0.00656726,0.01561988,0.37954088
-5.74187094,1.80263500,0.46747448,0.51954462,0.74625603,0.00649653,0.01474378,0.39137609
-5.73586793,1.77496867,0.45333790,0.51185694,0.72187034,0.00642660,0.01389217,0.40618570
-5.72986493,1.74935465,0.43897766,0.50446360,0.69710442,0.00635994,0.01306615,0.42352249
-5.72386193,1.72607148,0.42460293,0.49749684,0.67238151,0.00629882,0.01226806,0.44289789
-5.71785893,1.70533810,0.41041660,0.49107053,0.64811272,0.00624527,0.01150153,0.46378861
-5.71185593,1.68731645,0.39661394,0.48528006,0.62469338,0.00620108,0.01077140,0.48564505
-5.70585293,1.67211789,0.38338211,0.48020337,0.60250052,0.00616780,0.01008374,0.50790138
-5.69984992,1.65981354,0.37090037,0.47590313,0.58189153,0.00614675,0.00944576,0.52998713
-5.69384692,1.65044771,0.35934106,0.47242976,0.56320371,0.00613903,0.00886581,0.55134018
-5.68784392,1.64405403,0.34887113,0.46982528,0.54675479,0.00614558,0.00835330,0.57142065
-5.68184092,1.64067318,0.33965424,0.46812765,0.53284403,0.00616718,0.00791867,0.58972528
-5.67583792,1.64037135,0.33185312,0.46737538,0.52175383,0.00620451,0.00757335,0.60580167
-5.66983492,1.64325827,0.32563208,0.46761208,0.51375162,0.00625820,0.00732974,0.61926184
-5.66383192,1.64950371,0.32115945,0.46889070,0.50909169,0.00632884,0.00720114,0.62979439
-5.65782891,1.65935134,0.31860973,0.47127715,0.50801685,0.00641701,0.00720177,0.63717476
-5.65182591,1.67312894,0.31816524,0.47485309,0.51075969,0.00652335,0.00734661,0.64127287
-5.64582291,1.69125406,0.32001700,0.47971759,0.51754315,0.00664852,0.00765140,0.64205789
-5.63981991,1.71423438,0.32436479,0.48598759,0.52858028,0.00679327,0.00813243,0.63959962
-5.63381691,1.74266247,0.33141596,0.49379690,0.54407307,0.00695838,0.00880639,0.63406642
-5.62781391,1.77720439,0.34138314,0.50329389,0.56421009,0.00714467,0.00969009,0.62571964
-5.62181091,1.81858253,0.35448059,0.51463764,0.58916308,0.00735299,0.01080015,0.61490464
-5.61580790,1.86755262,0.37091910,0.52799288,0.61908229,0.00758417,0.01215255,0.60203883
-5.60980490,1.92487570,0.39089967,0.54352358,0.65409059,0.00783898,0.01376217,0.58759697
-5.60380190,1.99128579,0.41460579,0.56138568,0.69427662,0.00811808,0.01564219,0.57209454
-5.59779890,2.06745413,0.44219478,0.58171893,0.73968690,0.00842196,0.01780344,0.55606963
-5.59179590,2.15395135,0.47378809,0.60463824,0.79031718,0.00875088,0.02025371,0.54006409
-5.58579290,2.25120886,0.50946114,0.63022496,0.84610341,0.00910479,0.02299702,0.52460482
-5.57978989,2.35948086,0.54923294,0.65851816,0.90691250,0.00948329,0.02603289,0.51018563
-5.57378689,2.47880856,0.59305589,0.68950651,0.97253331,0.00988551,0.02935563,0.49725064
-5.56778389,2.60898811,0.64080633,0.72312095,1.04266835,0.01031012,0.03295373,0.48617956
-5.56178089,2.74954376,0.69227629,0.75922857,1.11692667,0.01075519,0.03680937,0.47727554
-5.55577789,2.89970771,0.74716690,0.79762798,1.19481832,0.01121820,0.04089803,0.47075581
-5.54977489,3.05840782,0.80508407,0.83804648,1.27575105,0.01169600,0.04518835,0.46674556
-5.54377189,3.22426446,0.86553679,0.88013925,1.35902956,0.01218475,0.04964222,0.46527507
-5.53776888,3.39559715,0.92793852,0.92349084,1.44385786,0.01267996,0.05421508,0.46628018
-5.53176588,3.57044161,0.99161181,0.96761896,1.52934499,0.01317651,0.05885648,0.46960598
-5.52576288,3.74657739,1.05579654,1.01198078,1.61451435,0.01366866,0.06351097,0.47501353
-5.51975988,3.92156585,1.11966155,1.05598156,1.69831680,0.01415016,0.06811918,0.48218934
-5.51375688,4.09279785,1.18231975,1.09898561,1.77964737,0.01461430,0.07261910,0.49075711
-5.50775388,4.25755000,1.24284619,1.14032928,1.85736535,0.01505409,0.07694766,0.50029143
-5.50175088,4.41304810,1.30029879,1.17933574,1.93031753,0.01546234,0.08104229,0.51033281
-5.49574787,4.55653582,1.35374104,1.21533103,1.99736364,0.01583186,0.08484260,0.52040345
-5.48974487,4.68534632,1.40226586,1.24766099,2.05740363,0.01615564,0.08829214,0.53002339
-5.48374187,4.79697457,1.44501989,1.27570856,2.10940556,0.01642701,0.09133991,0.53872624
-5.47773887,4.88914750,1.48122719,1.29891063,2.15243335,0.01663986,0.09394184,0.54607404
-5.47173587,4.95988967,1.51021146,1.31677413,2.18567322,0.01678880,0.09606202,0.55167078
-5.46573287,5.00758161,1.53141589,1.32889053,2.20845778,0.01686939,0.09767363,0.55517410
-5.45972986,5.03100876,1.54441983,1.33494831,2.22028687,0.01687821,0.09875960,0.55630478
-5.45372686,5.02939909,1.54895150,1.33474288,2.22084412,0.01681308,0.09931287,0.55485381
-5.44772386,5.00244766,1.54489640,1.32818354,2.21000866,0.01667313,0.09933634,0.55068678
-5.44172086,4.95032750,1.53230085,1.31529727,2.18786131,0.01645884,0.09884247,0.54374563
-5.43571786,4.87368622,1.51137068,1.29622912,2.15468500,0.01617213,0.09785259,0.53404772
-5.42971486,4.77362862,1.48246519,1.27123930,2.11095942,0.01581627,0.09639590,0.52168241
-5.42371186,4.65168628,1.44608651,1.24069708,2.05734997,0.01539591,0.09450830,0.50680543
-5.41770885,4.50977532,1.40286503,1.20507164,1.99469153,0.01491692,0.09223107,0.48963130
-5.41170585,4.35014423,1.35354149,1.16492050,1.92396771,0.01438630,0.08960945,0.47042425
-5.40570285,4.17531401,1.29894640,1.12087582,1.84628626,0.01381203,0.08669126,0.44948811
-5.39969985,3.98801291,1.23997783,1.07362910,1.76285179,0.01320284,0.08352550,0.42715550
-5.39369685,3.79110838,1.17757830,1.02391501,1.67493663,0.01256809,0.08016117,0.40377694
-5.38769385,3.58753858,1.11271168,0.97249472,1.58385102,0.01191747,0.07664614,0.37971019
-5.38169085,3.38024587,1.04634092,0.92013942,1.49091359,0.01126086,0.07302627,0.35531025
-5.37568784,3.17211432,0.97940733,0.86761453,1.39742310,0.01060809,0.06934473,0.33092026
-5.36968484,2.96591282,0.91281190,0.81566486,1.30463227,0.00996873,0.06564148,0.30686374
-5.36368184,2.76424534,0.84739929,0.76500130,1.21372427,0.00935191,0.06195301,0.28343804
-5.35767884,2.56950898,0.78394452,0.71628911,1.12579268,0.00876616,0.05831219,0.26090939
-5.35167584,2.38386051,0.72314279,0.67013801,1.04182482,0.00821926,0.05474831,0.23950932
-5.34567284,2.20919139,0.66560216,0.62709420,0.96268908,0.00771812,0.05128722,0.21943253
-5.33966983,2.04711097,0.61183916,0.58763427,0.88912586,0.00726866,0.04795153,0.20083611
-5.33366683,1.89893744,0.56227695,0.55216082,0.82174220,0.00687575,0.04476087,0.18383974
-5.32766383,1.76569577,0.51724587,0.52099993,0.76100986,0.00654319,0.04173216,0.16852705
-5.32166083,1.64812170,0.47698590,0.49440003,0.70726633,0.00627362,0.03887983,0.15494761
-5.31565783,1.54667090,0.44165074,0.47253221,0.66071855,0.00606858,0.03621605,0.14311951
-5.30965483,1.46153243,0.41131305,0.45549179,0.62144891,0.00592849,0.03375092,0.13303236
-5.30365183,1.39264545,0.38597066,0.44330092,0.58942299,0.00585269,0.03149254,0.12465048
-5.29764882,1.33971866,0.36555329,0.43591207,0.56449876,0.00583948,0.02944714,0.11791621
-5.29164582,1.30225161,0.34992956,0.43321251,0.54643688,0.00588623,0.02761908,0.11275316
-5.28564282,1.27955745,0.33891414,0.43502934,0.53491168,0.00598939,0.02601086,0.10906945
-5.27963982,1.27078668,0.33227496,0.44113534,0.52952278,0.00614464,0.02462314,0.10676070
-5.27363682,1.27495167,0.32974012,0.45125540,0.52980687,0.00634697,0.02345475,0.10571302
-5.26763382,1.29095163,0.33100486,0.46507354,0.53524970,0.00659079,0.02250268,0.10580572
-5.26163082,1.31759792,0.33573817,0.48224036,0.54529812,0.00687007,0.02176219,0.10691393
-5.25562781,1.35363956,0.34358933,0.50238111,0.55937188,0.00717846,0.02122688,0.10891116
-5.24962481,1.39778869,0.35419430,0.52510396,0.57687534,0.00750941,0.02088885,0.11167166
-5.24362181,1.44874588,0.36718194,0.55000857,0.59720885,0.00785633,0.02073893,0.11507281
-5.23761881,1.50522483,0.38218009,0.57669478,0.61977962,0.00821275,0.02076691,0.11899736
-5.23161581,1.56597631,0.39882144,0.60477114,0.64401209,0.00857238,0.02096185,0.12333570
-5.22561281,1.62981074,0.41674930,0.63386316,0.66935755,0.00892933,0.02131244,0.12798796
-5.21960980,1.69561903,0.43562286,0.66362101,0.69530282,0.00927816,0.02180736,0.13286609
-5.21360680,1.76239106,0.45512224,0.69372639,0.72137786,0.00961399,0.02243567,0.13789573
-5.20760380,1.82923128,0.47495285,0.72389838,0.74716201,0.00993262,0.02318714,0.14301792
-5.20160080,1.89537095,0.49484915,0.75389795,0.77228885,0.01023056,0.02405269,0.14819057
-5.19559780,1.96017639,0.51457762,0.78353105,0.79644934,0.01050505,0.02502464,0.15338958
-5.18959480,2.02315307,0.53393873,0.81264992,0.81939317,0.01075409,0.02609702,0.15860964
-5.18359180,2.08394513,0.55276797,0.84115274,0.84092839,0.01097641,0.02726578,0.16386452
-5.17758879,2.14233045,0.57093580,0.86898145,0.86091915,0.01117141,0.02852889,0.16918696
-5.17158579,2.19821119,0.58834647,0.89611784,0.87928172,0.01133912,0.02988637,0.17462794
-5.16558279,2.25160034,0.60493591,0.92257807,0.89597908,0.01148005,0.03134029,0.18025549
-5.15957979,2.30260485,0.62066859,0.94840588,0.91101406,0.01159512,0.03289454,0.18615295
-5.15357679,2.35140589,0.63553376,0.97366470,0.92442168,0.01168550,0.03455464,0.19241665
-5.14757379,2.39823748,0.64954102,0.99842926,0.93626083,0.01175253,0.03632732,0.19915316
-5.14157079,2.44336425,0.66271566,1.02277689,0.94660588,0.01179756,0.03822013,0.20647618
-5.13556778,2.48705969,0.67509396,1.04677920,0.95553858,0.01182184,0.04024090,0.21450306
-5.12956478,2.52958589,0.68671877,1.07049450,0.96314072,0.01182644,0.04239718,0.22335115
-5.12356178,2.57117590,0.69763559,1.09396145,0.96948797,0.01181216,0.04469563,0.23313416
-5.11755878,2.61201953,0.70788942,1.11719428,0.97464511,0.01177950,0.04714140,0.24395848
-5.11155578,2.65225362,0.71752255,1.14018005,0.97866313,0.01172865,0.04973750,0.25591988
-5.10555278,2.69195694,0.72657346,1.16287802,0.98157804,0.01165945,0.05248427,0.26910049
-5.09954977,2.73115022,0.73507679,1.18522121,0.98341166,0.01157153,0.05537884,0.28356623
-5.09354677,2.76980117,0.74306453,1.20712037,0.98417420,0.01146429,0.05841473,0.29936499
-5.08754377,2.80783403,0.75056804,1.22846980,0.98386835,0.01133704,0.06158158,0.31652531
-5.08154077,2.84514323,0.75762111,1.24915519,0.98249470,0.01118911,0.06486494,0.33505588
-5.07553777,2.88161004,0.76426345,1.26906263,0.98005805,0.01101995,0.06824632,0.35494564
-5.06953477,2.91712134,0.77054461,1.28808874,0.97657410,0.01082925,0.07170330,0.37616463
-5.06353177,2.95158924,0.77652792,1.30615101,0.97207628,0.01061706,0.07520989,0.39866530
-5.05752876,2.98497035,0.78229415,1.32319803,0.96662193,0.01038390,0.07873699,0.42238427
-5.05152576,3.01728340,0.78794463,1.33921890,0.96029775,0.01013079,0.08225302,0.44724444
-5.04552276,3.04862430,0.79360357,1.35425134,0.95322397,0.00985936,0.08572472,0.47315709
-5.03951976,3.07917743,0.79941933,1.36838797,0.94555697,0.00957185,0.08911800,0.50002395
-5.03351676,3.10922257,0.80556463,1.38178037,0.93749024,0.00927110,0.09239892,0.52773905
-5.02751376,3.13913690,0.81223541,1.39464072,0.92925355,0.00896051,0.09553466,0.55619011
-5.02151076,3.16939178,0.81964848,1.40724064,0.92111029,0.00864401,0.09849457,0.58525946
-5.01550775,3.20054431,0.82803796,1.41990729,0.91335312,0.00832596,0.10125110,0.61482430
-5.00950475,3.23322383,0.83765054,1.43301685,0.90629809,0.00801103,0.10378070,0.64475647
-5.00350175,3.26811394,0.84873973,1.44698525,0.90027739,0.00770407,0.10606457,0.67492156
-4.99749875,3.30593041,0.86155932,1.46225679,0.89563104,0.00741001,0.10808928,0.70517756
-4.99149575,3.34739603,0.87635606,1.47929058,0.89269773,0.00713372,0.10984717,0.73537330
-4.98549275,3.39321290,0.89336192,1.49854551,0.89180517,0.00687983,0.11133653,0.76534660
-4.97948974,3.44403346,0.91278608,1.52046401,0.89326014,0.00665264,0.11256155,0.79492268
-4.97348674,3.50043085,0.93480673,1.54545520,0.89733858,0.00645598,0.11353207,0.82391277
-4.96748374,3.56286985,0.95956303,1.57387785,0.90427589,0.00629310,0.11426298,0.85211335
-4.96148074,3.63167910,0.98714731,1.60602376,0.91425776,0.00616656,0.11477352,0.87930611
-4.95547774,3.70702580,1.01759779,1.64210205,0.92741173,0.00607820,0.11508630,0.90525883
-4.94947474,3.78889347,1.05089193,1.68222494,0.94379962,0.00602902,0.11522623,0.92972732
-4.94347174,3.87706394,1.08694081,1.72639555,0.96341128,0.00601917,0.11521924,0.95245837
-4.93746873,3.97110412,1.12558448,1.77449815,0.98615960,0.00604795,0.11509104,0.97319382
-4.93146573,4.07035852,1.16658893,1.82629153,1.01187731,0.00611377,0.11486585,0.99167555
-4.92546273,4.17394801,1.20964456,1.88140579,1.04031554,0.00621421,0.11456519,1.00765129
-4.91945973,4.28077556,1.25436667,1.93934298,1.07114462,0.00634605,0.11420679,1.02088107
-4.91345673,4.38953932,1.30029807,1.99948200,1.10395704,0.00650534,0.11380374,1.03114403
-4.90745373,4.49875330,1.34691406,2.06108781,1.13827303,0.00668749,0.11336380,1.03824527
-4.90145073,4.60677583,1.39362996,2.12332523,1.17354860,0.00688737,0.11288907,1.04202268
-4.89544772,4.71184548,1.43981122,2.18527710,1.20918620,0.00709943,0.11237591,1.04235314
-4.88944472,4.81212410,1.48478602,2.24596672,1.24454792,0.00731786,0.11181521,1.03915823
-4.88344172,4.90574611,1.52786044,2.30438413,1.27897089,0.00753673,0.11119294,1.03240888
-4.87743872,4.99087299,1.56833564,2.35951554,1.31178482,0.00775016,0.11049106,1.02212909
-4.87143572,5.06575147,1.60552688,2.41037528,1.34233098,0.00795249,0.10968859,1.00839832
-4.86543272,5.12877378,1.63878379,2.45603926,1.36998224,0.00813842,0.10876299,0.99135274
-4.85942971,5.17853780,1.66751124,2.49567881,1.39416341,0.00830324,0.10769158,0.97118500
-4.85342671,5.21390507,1.69119000,2.52859367,1.41437129,0.00844290,0.10645312,0.94814283
-4.84742371,5.23405420,1.70939664,2.55424290,1.43019342,0.00855423,0.10502929,0.92252621
-4.84142071,5.23852742,1.72182152,2.57227240,1.44132500,0.00863499,0.10340616,0.89468341
-4.83541771,5.22726793,1.72828431,2.58253759,1.44758298,0.00868399,0.10157542,0.86500576
-4.82941471,5.20064615,1.72874611,2.58512035,1.44891677,0.00870114,0.09953548,0.83392147
-4.82341171,5.15947292,1.72331757,2.58033901,1.44541498,0.00868747,0.09729213,0.80188837
-4.81740870,5.10499854,1.71226246,2.56875057,1.43730755,0.00864510,0.09485904,0.76938591
-4.81140570,5.03889669,1.69599620,2.55114483,1.42496323,0.00857718,0.09225776,0.73690642
-4.80540270,4.96323315,1.67507936,2.52853000,1.40888216,0.00848783,0.08951741,0.70494573
-4.79939970,4.88041954,1.65020590,2.50210998,1.38968363,0.00838197,0.08667408,0.67399357
-4.79339670,4.79315319,1.62218659,2.47325378,1.36808947,0.00826517,0.08376977,0.64452352
-4.78739370,4.70434484,1.59192794,2.44345790,1.34490339,0.00814349,0.08085119,0.61698313
-4.78139070,4.61703611,1.56040726,2.41430266,1.32098702,0.00802322,0.07796822,0.59178417
-4.77538769,4.53430969,1.52864476,2.38740402,1.29723350,0.00791074,0.07517230,0.56929324
-4.76938469,4.45919504,1.49767356,2.36436240,1.27453941,0.00781222,0.07251471,0.54982319
-4.76338169,4.39457310,1.46850866,2.34671036,1.25377622,0.00773347,0.07004480,0.53362541
-4.75737869,4.34308318,1.44211595,2.33586086,1.23576208,0.00767969,0.06780838,0.52088327
-4.75137569,4.30703565,1.41938250,2.33305819,1.22123517,0.00765532,0.06584613,0.51170711
-4.74537269,4.28833351,1.40108897,2.33933321,1.21082939,0.00766386,0.06419234,0.50613080
-4.73936968,4.28840565,1.38788531,2.35546466,1.20505335,0.00770779,0.06287375,0.50411014
-4.73336668,4.30815458,1.38027050,2.38194804,1.20427339,0.00778841,0.06190878,0.50552323
-4.72736368,4.34792018,1.37857707,2.41897311,1.20870119,0.00790588,0.06130703,0.51017296
-4.72136068,4.40746124,1.38296085,2.46641112,1.21838635,0.00805912,0.06106902,0.51779138
-4.71535768,4.48595515,1.39339639,2.52381204,1.23321422,0.00824594,0.06118640,0.52804626
-4.70935468,4.58201601,1.40967797,2.59041225,1.25290903,0.00846303,0.06164222,0.54054929
-4.70335168,4.69373048,1.43142632,2.66515215,1.27704202,0.00870612,0.06241168,0.55486599
-4.69734867,4.81871001,1.45810054,2.74670343,1.30504442,0.00897011,0.06346295,0.57052699
-4.69134567,4.95415793,1.48901500,2.83350491,1.33622471,0.00924919,0.06475823,0.58704021
-4.68534267,5.09694877,1.52336039,2.92380581,1.36978954,0.00953709,0.06625494,0.60390370
-4.67933967,5.24371746,1.56022827,3.01571506,1.40486763,0.00982723,0.06790698,0.62061861
-4.67333667,5.39095516,1.59863836,3.10725492,1.44053574,0.01011295,0.06966606,0.63670203
-4.66733367,5.53510890,1.63756751,3.19641733,1.47584598,0.01038769,0.07148300,0.65169900
-4.66133067,5.67268158,1.67597951,3.28122095,1.50985352,0.01064522,0.07330901,0.66519365
-4.65532766,5.80032930,1.71285486,3.35976727,1.54164375,0.01087978,0.07509686,0.67681882
-4.64932466,5.91495309,1.74721937,3.43029392,1.57035823,0.01108631,0.07680201,0.68626405
-4.64332166,6.01378218,1.77817099,3.49122360,1.59521839,0.01126053,0.07838356,0.69328167
-4.63731866,6.09444647,1.80490381,3.54120709,1.61554652,0.01139912,0.07980509,0.69769088
-4.63131566,6.15503617,1.82672877,3.57915915,1.63078327,0.01149975,0.08103536,0.69937970
-4.62531266,6.19414695,1.84309026,3.60428635,1.64050126,0.01156122,0.08204879,0.69830492
-4.61930965,6.21090971,1.85357839,3.61610599,1.64441438,0.01158342,0.08282589,0.69449008
-4.61330665,6.20500422,1.85793639,3.61445579,1.64238264,0.01156738,0.08335344,0.68802162
-4.60730365,6.17665669,1.85606314,3.59949430,1.63441242,0.01151522,0.08362454,0.67904358
-4.60130065,6.12662179,1.84801089,3.57169216,1.62065230,0.01143008,0.08363860,0.66775092
-4.59529765,6.05615003,1.83397807,3.53181475,1.60138462,0.01131609,0.08340103,0.65438186
-4.58929465,5.96694207,1.81429794,3.48089710,1.57701321,0.01117818,0.08292295,0.63920956
-4.58329165,5.86109164,1.78942320,3.42021204,1.54804781,0.01102205,0.08222073,0.62253341
-4.57728864,5.74101946,1.75990743,3.35123279,1.51508575,0.01085395,0.08131539,0.60467017
-4.57128564,5.60940039,1.72638400,3.27559148,1.47879169,0.01068059,0.08023199,0.58594535
-4.56528264,5.46908644,1.68954336,3.19503492,1.43987608,0.01050893,0.07899883,0.56668490
-4.55927964,5.32302828,1.65010945,3.11137922,1.39907326,0.01034606,0.07764672,0.54720753
-4.55327664,5.17419762,1.60881628,3.02646454,1.35711983,0.01019902,0.07620810,0.52781782
-4.54727364,5.02551300,1.56638546,2.94211144,1.31473426,0.01007467,0.07471620,0.50880009
-4.54127064,4.87977087,1.52350551,2.86007988,1.27259818,0.00997953,0.07320417,0.49041325
-4.53526763,4.73958393,1.48081356,2.78203187,1.23134000,0.00991963,0.07170419,0.47288667
-4.52926463,4.60732782,1.43888017,2.70949851,1.19152144,0.00990043,0.07024671,0.45641692
-4.52326163,4.48509738,1.39819749,2.64385196,1.15362698,0.00992671,0.06885962,0.44116561
-4.51725863,4.37467270,1.35917113,2.58628250,1.11805663,0.01000246,0.06756761,0.42725809
-4.51125563,4.27749525,1.32211573,2.53778091,1.08512189,0.01013084,0.06639150,0.41478307
-4.50525263,4.19465378,1.28725414,2.49912593,1.05504480,0.01031409,0.06534780,0.40379309
-4.49924962,4.12687928,1.25471991,2.47087653,1.02795975,0.01055355,0.06444829,0.39430570
-4.49324662,4.07454837,1.22456277,2.45336878,1.00391782,0.01084954,0.06369977,0.38630544
-4.48724362,4.03769403,1.19675655,2.44671680,0.98289307,0.01120146,0.06310394,0.37974636
-4.48124062,4.01602277,1.17120894,2.45081747,0.96479040,0.01160768,0.06265745,0.37455510
-4.47523762,4.00893706,1.14777257,2.46535851,0.94945452,0.01206563,0.06235207,0.37063449
-4.46923462,4.01556229,1.12625688,2.48982969,0.93667943,0.01257175,0.06217500,0.36786749
-4.46323162,4.03477728,1.10643998,2.52353698,0.92621826,0.01312158,0.06210936,0.36612147
-4.45722861,4.06524777,1.08808036,2.56561942,0.91779283,0.01370974,0.06213476,0.36525270
-4.45122561,4.10546231,1.07092781,2.61506876,0.91110288,0.01433003,0.06222805,0.36511095
-4.44522261,4.15377013,1.05473328,2.67075181,0.90583464,0.01497546,0.06236410,0.36554419
-4.43921961,4.20842083,1.03925762,2.73143538,0.90166877,0.01563837,0.06251675,0.36640317
-4.43321661,4.26760542,1.02427886,2.79581392,0.89828741,0.01631049,0.06265975,0.36754589
-4.42721361,4.32949869,1.00959823,2.86253962,0.89538064,0.01698309,0.06276771,0.36884180
-4.42121061,4.39230240,0.99504482,2.93025466,0.89265215,0.01764713,0.06281712,0.37017567
-4.41520760,4.45428899,0.98047902,2.99762539,0.88982433,0.01829340,0.06278726,0.37145096
-4.40920460,4.51384533,0.96579485,3.06337772,0.88664286,0.01891274,0.06266107,0.37259279
-4.40320160,4.56951556,0.95092138,3.12633311,0.88288084,0.01949621,0.06242589,0.37355014
-4.39719860,4.62004247,0.93582328,3.18544422,0.87834250,0.02003537,0.06207410,0.37429754
-4.39119560,4.66440610,0.92050067,3.23982930,0.87286656,0.02052244,0.06160348,0.37483594
-4.38519260,4.70185866,0.90498838,3.28880414,0.86632918,0.02095061,0.06101757,0.37519290
-4.37918959,4.73195444,0.88935461,3.33191049,0.85864640,0.02131421,0.06032560,0.37542199
-4.37318659,4.75457355,0.87369907,3.36893987,0.84977613,0.02160899,0.05954239,0.37560147
-4.36718359,4.76993833,0.85815066,3.39995150,0.83971934,0.02183227,0.05868795,0.37583226
-4.36118059,4.77862146,0.84286450,3.42528374,0.82852061,0.02198314,0.05778685,0.37623525
-4.35517759,4.78154492,0.82801854,3.44555785,0.81626768,0.02206260,0.05686752,0.37694798
-4.34917459,4.77996918,0.81380952,3.46167389,0.80309002,0.02207358,0.05596125,0.37812093
-4.34317159,4.77547250,0.80044847,3.47479823,0.78915634,0.02202108,0.05510117,0.37991327
-4.33716858,4.76992032,0.78815562,3.48634264,0.77467098,0.02191202,0.05432116,0.38248840
-4.33116558,4.76542507,0.77715488,3.49793533,0.75986918,0.02175526,0.05365461,0.38600935
-4.32516258,4.76429738,0.76766804,3.51138445,0.74501130,0.02156138,0.05313332,0.39063400
-4.31915958,4.76898962,0.75990863,3.52863471,0.73037614,0.02134250,0.05278640,0.39651047
-4.31315658,4.78203318,0.75407578,3.55171845,0.71625349,0.02111200,0.05263924,0.40377266
-4.30715358,4.80597119,0.75034821,3.58270219,0.70293606,0.02088422,0.05271266,0.41253606
