energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-6.00000000,5.19152818,0.02715381,1.16228261,1.81785202,0.00000000,0.92696236,0.33154066,1.63932578,1.67181099
-5.99399700,5.13224846,0.02600564,1.15359251,1.79092626,0.00000000,0.90619344,0.32608630,1.64961037,1.65249138
-5.98799400,5.07016794,0.02484145,1.14297104,1.76519932,0.00000000,0.88588866,0.32080467,1.66021159,1.63011196
-5.98199100,5.00687674,0.02367627,1.13071581,1.74134067,0.00000000,0.86644283,0.31578802,1.67150909,1.60521368
-5.97598799,4.94391805,0.02252424,1.11714183,1.71996270,0.00000000,0.84823233,0.31111617,1.68384228,1.57837173
-5.96998499,4.88272836,0.02139834,1.10257110,1.70159309,0.00000000,0.83159954,0.30685344,1.69748945,1.55017841
-5.96398199,4.82458180,0.02031016,1.08732199,1.68665031,0.00000000,0.81683832,0.30304615,1.71264881,1.52122533
-5.95797899,4.77054078,0.01926968,1.07169880,1.67542332,0.00000000,0.80418122,0.29972086,1.72942213,1.49208574
-5.95197599,4.72141483,0.01828520,1.05598185,1.66805616,0.00000000,0.79378907,0.29688334,1.74780200,1.46329736
-5.94597299,4.67772948,0.01736326,1.04041846,1.66453850,0.00000000,0.78574323,0.29451837,1.76766335,1.43534651
-5.93996998,4.63970645,0.01650860,1.02521522,1.66470233,0.00000000,0.78004111,0.29259028,1.78875982,1.40865389
-5.93396698,4.60725607,0.01572429,1.01053177,1.66822536,0.00000000,0.77659514,0.29104435,1.81072542,1.38356269
-5.92796398,4.57998252,0.01501176,0.99647639,1.67464097,0.00000000,0.77523535,0.28980885,1.83308156,1.36032935
-5.92196098,4.55720176,0.01437102,0.98310353,1.68335442,0.00000000,0.77571551,0.28879785,1.85524951,1.33911739
-5.91595798,4.53797158,0.01380077,0.97041343,1.69366491,0.00000000,0.77772275,0.28791446,1.87656775,1.31999451
-5.90995498,4.52113267,0.01329864,0.95835392,1.70479247,0.00000000,0.78089022,0.28705455,1.89631380,1.30293317
-5.90395198,4.50535920,0.01286142,0.94682412,1.71590882,0.00000000,0.78481233,0.28611084,1.91372974,1.28781452
-5.89794897,4.48921669,0.01248528,0.93568020,1.72617069,0.00000000,0.78906188,0.28497694,1.92805022,1.27443578
-5.89194597,4.47122499,0.01216599,0.92474279,1.73475444,0.00000000,0.79320848,0.28355159,1.93853201,1.26252060
-5.88594297,4.44992372,0.01189912,0.91380580,1.74089034,0.00000000,0.79683722,0.28174255,1.94448373,1.25173223
-5.87993997,4.42393726,0.01168028,0.90264634,1.74389499,0.00000000,0.79956699,0.27947022,1.94529445,1.24168891
-5.87393697,4.39203686,0.01150524,0.89103536,1.74320071,0.00000000,0.80106740,0.27667079,1.94046004,1.23198100
-5.86793397,4.35319697,0.01137011,0.87874858,1.73838025,0.00000000,0.80107365,0.27329881,1.92960586,1.22218928
-5.86193097,4.30664372,0.01127139,0.86557727,1.72916610,0.00000000,0.79939862,0.26932900,1.91250505,1.21190357
-5.85592796,4.25189348,0.01120612,0.85133855,1.71546337,0.00000000,0.79594163,0.26475744,1.88909152,1.20074118
-5.84992496,4.18877999,0.01117185,0.83588473,1.69735577,0.00000000,0.79069351,0.25960183,1.85946697,1.18836444
-5.84392196,4.11746921,0.01116665,0.81911140,1.67510455,0.00000000,0.78373772,0.25390108,1.82390194,1.17449663
-5.83791896,4.03846138,0.01118912,0.80096400,1.64914054,0.00000000,0.77524758,0.24771415,1.78283064,1.15893571
-5.83191596,3.95258050,0.01123829,0.78144251,1.62004958,0.00000000,0.76547969,0.24111815,1.73684007,1.14156547
-5.82591296,3.86095189,0.01131358,0.76060433,1.58855232,0.00000000,0.75476395,0.23420593,1.68665378,1.12236343
-5.81990995,3.76496897,0.01141466,0.73856499,1.55547909,0.00000000,0.74349063,0.22708316,1.63311123,1.10140552
-5.81390695,3.66625090,0.01154140,0.71549688,1.52174115,0.00000000,0.73209518,0.21986511,1.57714346,1.07886699
-5.80790395,3.56659271,0.01169373,0.69162603,1.48829949,0.00000000,0.72104130,0.21267315,1.51974627,1.05501988
-5.80190095,3.46791025,0.01187153,0.66722691,1.45613245,0.00000000,0.71080327,0.20563126,1.46195194,1.03022670
-5.79589795,3.37218174,0.01207458,0.64261570,1.42620350,0.00000000,0.70184804,0.19886255,1.40480052,1.00493097
-5.78989495,3.28138836,0.01230240,0.61814195,1.39943026,0.00000000,0.69461798,0.19248587,1.34931183,0.97964457
-5.78389195,3.19745563,0.01255422,0.59417920,1.37665590,0.00000000,0.68951480,0.18661280,1.29645896,0.95493244
-5.77788894,3.12219756,0.01282894,0.57111463,1.35862384,0.00000000,0.68688532,0.18134488,1.24714414,0.93139524
-5.77188594,3.05726504,0.01312503,0.54933818,1.34595626,0.00000000,0.68700951,0.17677126,1.20217769,0.90965031
-5.76588294,3.00410000,0.01344058,0.52923139,1.33913716,0.00000000,0.69009109,0.17296674,1.16226031,0.89031172
-5.75987994,2.96389617,0.01377323,0.51115641,1.33850012,0.00000000,0.69625096,0.16999027,1.12796924,0.87396999
-5.75387694,2.93756738,0.01412027,0.49544531,1.34422089,0.00000000,0.70552355,0.16788390,1.09974830,0.86117206
-5.74787394,2.92572394,0.01447857,0.48239011,1.35631481,0.00000000,0.71785602,0.16667214,1.07790193,0.85240233
-5.74187094,2.92865728,0.01484472,0.47223389,1.37463879,0.00000000,0.73311027,0.16636170,1.06259306,0.84806514
-5.73586793,2.94633309,0.01521503,0.46516297,1.39889764,0.00000000,0.75106747,0.16694173,1.05384471,0.84846943
-5.72986493,2.97839284,0.01558562,0.46130078,1.42865429,0.00000000,0.77143497,0.16838433,1.05154505,0.85381615
-5.72386193,3.02416352,0.01595248,0.46070321,1.46334351,0.00000000,0.79385513,0.17064541,1.05545560,0.86418861
-5.71785893,3.08267527,0.01631157,0.46335601,1.50228868,0.00000000,0.81791584,0.17366598,1.06522241,0.87954646
-5.71185593,3.15268655,0.01665890,0.46917402,1.54472102,0.00000000,0.84316242,0.17737364,1.08038973,0.89972335
-5.70585293,3.23271631,0.01699061,0.47800260,1.58980093,0.00000000,0.86911030,0.18168442,1.10041600,0.92442862
-5.69984992,3.32108257,0.01730304,0.48962113,1.63664082,0.00000000,0.89525846,0.18650487,1.12469171,0.95325301
-5.69384692,3.41594669,0.01759285,0.50374864,1.68432893,0.00000000,0.92110302,0.19173443,1.15255884,0.98567839
-5.68784392,3.51536249,0.01785706,0.52005153,1.73195366,0.00000000,0.94615071,0.19726793,1.18333146,1.02109137
-5.68184092,3.61732911,0.01809316,0.53815312,1.77862787,0.00000000,0.96993201,0.20299832,1.21631709,1.05880051
-5.67583792,3.71984653,0.01829913,0.55764496,1.82351242,0.00000000,0.99201345,0.20881953,1.25083827,1.09805675
-5.66983492,3.82097234,0.01847358,0.57809962,1.86583860,0.00000000,1.01200899,0.21462925,1.28625395,1.13807646
-5.66383192,3.91887810,0.01861570,0.59908447,1.90492866,0.00000000,1.02958999,0.22033178,1.32197998,1.17806657
-5.65782891,4.01190387,0.01872537,0.62017622,1.94021381,0.00000000,1.04449369,0.22584070,1.35750812,1.21725086
-5.65182591,4.09860876,0.01880317,0.64097567,1.97124918,0.00000000,1.05652979,0.23108124,1.39242300,1.25489678
-5.64582291,4.17781602,0.01885034,0.66112216,1.99772509,0.00000000,1.06558506,0.23599236,1.42641617,1.29034164
-5.63981991,4.24865056,0.01886885,0.68030720,2.01947408,0.00000000,1.07162570,0.24052833,1.45929682,1.32301737
-5.63381691,4.31056742,0.01886129,0.69828679,2.03647331,0.00000000,1.07469736,0.24465976,1.49099850,1.35247285
-5.62781391,4.36336959,0.01883085,0.71489177,2.04884201,0.00000000,1.07492274,0.24837406,1.52158127,1.37839291
-5.62181091,4.40721401,0.01878126,0.73003592,2.05683392,0.00000000,1.07249674,0.25167509,1.55122906,1.40061300
-5.61580790,4.44260503,0.01871666,0.74372115,2.06082469,0.00000000,1.06767933,0.25458221,1.58024201,1.41912907
-5.60980490,4.47037495,0.01864154,0.75603969,2.06129449,0.00000000,1.06078610,0.25712861,1.60902380,1.43410180
-5.60380190,4.49165192,0.01856052,0.76717279,2.05880654,0.00000000,1.05217701,0.25935893,1.63806409,1.44585492
-5.59779890,4.50781585,0.01847832,0.77738604,2.05398204,0.00000000,1.04224343,0.26132643,1.66791676,1.45486749
-5.59179590,4.52044374,0.01839949,0.78702115,2.04747258,0.00000000,1.03139406,0.26308960,1.69917435,1.46176000
-5.58579290,4.53124632,0.01832835,0.79648448,2.03993107,0.00000000,1.02004019,0.26470857,1.73243970,1.46727470
-5.57978989,4.54199804,0.01826875,0.80623247,2.03198253,0.00000000,1.00858077,0.26624137,1.76829580,1.47225065
-5.57378689,4.55446337,0.01822400,0.81675449,2.02419586,0.00000000,0.99738800,0.26774029,1.80727504,1.47759416
-5.56778389,4.57032207,0.01819669,0.82855359,2.01705810,0.00000000,0.98679397,0.26924848,1.84982900,1.48424560
-5.56178089,4.59109649,0.01818856,0.84212574,2.01095226,0.00000000,0.97707889,0.27079709,1.89630016,1.49314361
-5.55577789,4.61808397,0.01820049,0.85793840,2.00613989,0.00000000,0.96846147,0.27240294,1.94689667,1.50518800
-5.54977489,4.65229695,0.01823237,0.87640902,2.00274935,0.00000000,0.96109188,0.27406702,2.00167135,1.52120262
-5.54377189,4.69441354,0.01828310,0.89788439,2.00077025,0.00000000,0.95504756,0.27577386,2.06050590,1.54189953
-5.53776888,4.74474037,0.01835065,0.92262156,2.00005453,0.00000000,0.95033220,0.27749179,2.12310106,1.56784588
-5.53176588,4.80318950,0.01843203,0.95077121,2.00032413,0.00000000,0.94687777,0.27917411,2.18897337,1.59943474
-5.52576288,4.86927031,0.01852344,0.98236404,2.00118494,0.00000000,0.94454965,0.28076120,2.25745866,1.63686112
-5.51975988,4.94209670,0.01862034,1.01730097,2.00214629,0.00000000,0.94315456,0.28218332,2.32772250,1.68010421
-5.51375688,5.02040946,0.01871763,1.05534754,2.00264518,0.00000000,0.94245094,0.28336408,2.39877717,1.72891675
-5.50775388,5.10261295,0.01880979,1.09613304,2.00207394,0.00000000,0.94216128,0.28422443,2.46950472,1.78282209
-5.50175088,5.18682463,0.01889106,1.13915448,1.99981004,0.00000000,0.94198573,0.28468679,2.53868549,1.84111943
-5.49574787,5.27093566,0.01895563,1.18378557,1.99524661,0.00000000,0.94161657,0.28467934,2.60503090,1.90289716
-5.48974487,5.35268026,0.01899787,1.22929056,1.98782220,0.00000000,0.94075265,0.28414012,2.66721961,1.96705433
-5.48374187,5.42971125,0.01901247,1.27484252,1.97704833,0.00000000,0.93911320,0.28302069,2.72393575,2.03232948
-5.47773887,5.49967907,0.01899463,1.31954577,1.96253378,0.00000000,0.93645055,0.28128938,2.77390793,2.09733618
-5.47173587,5.56031133,0.01894025,1.36246158,1.94400428,0.00000000,0.93256098,0.27893371,2.81594764,2.16060405
-5.46573287,5.60949017,0.01884605,1.40263635,1.92131707,0.00000000,0.92729348,0.27596210,2.84898586,2.22062395
-5.45972986,5.64532469,0.01870971,1.43913133,1.89446976,0.00000000,0.92055594,0.27240471,2.87210654,2.27589567
-5.45372686,5.66621596,0.01852995,1.47105271,1.86360316,0.00000000,0.91231881,0.26831337,2.88457588,2.32497650
-5.44772386,5.67091240,0.01830657,1.49758102,1.82899837,0.00000000,0.90261587,0.26376065,2.88586646,2.36652866
