energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.71185593,2.20691738,0.01567325,0.21733460,0.51396601,0.37654378,1.30739337,0.00000000,0.54709766,0.45136726
-5.70585293,2.24307061,0.01625116,0.22978747,0.52590046,0.37922350,1.32318376,0.00000000,0.54034542,0.47502070
-5.69984992,2.28271633,0.01680463,0.24399490,0.53852794,0.38213673,1.33984958,0.00000000,0.53421236,0.50065281
-5.69384692,2.32596873,0.01732938,0.25995880,0.55182242,0.38532958,1.35743535,0.00000000,0.52888325,0.52822105
-5.68784392,2.37280126,0.01782095,0.27764607,0.56572359,0.38883122,1.37591488,0.00000000,0.52451167,0.55763149
-5.68184092,2.42303465,0.01827475,0.29698645,0.58013480,0.39265159,1.39518538,0.00000000,0.52121461,0.58873582
-5.67583792,2.47632959,0.01868608,0.31787102,0.59492216,0.39677947,1.41506435,0.00000000,0.51906827,0.62132991
-5.66983492,2.53218456,0.01905031,0.34015165,0.60991518,0.40118125,1.43528966,0.00000000,0.51810527,0.65515405
-5.66383192,2.58993944,0.01936290,0.36364142,0.62490902,0.40580042,1.45552309,0.00000000,0.51831338,0.68989490
-5.65782891,2.64878501,0.01961963,0.38811602,0.63966830,0.41055785,1.47535717,0.00000000,0.51963588,0.72518940
-5.65182591,2.70777829,0.01981665,0.41331623,0.65393251,0.41535310,1.49432545,0.00000000,0.52197357,0.76063032
-5.64582291,2.76586356,0.01995070,0.43895143,0.66742285,0.42006670,1.51191576,0.00000000,0.52518828,0.79577355
-5.63981991,2.82189845,0.02001919,0.46470416,0.67985039,0.42456334,1.52758613,0.00000000,0.52910786,0.83014691
-5.63381691,2.87468438,0.02002039,0.49023557,0.69092508,0.42869605,1.54078280,0.00000000,0.53353244,0.86326020
-5.62781391,2.92300040,0.01995348,0.51519173,0.70036552,0.43231115,1.55095963,0.00000000,0.53824166,0.89461619
-5.62181091,2.96563928,0.01981870,0.53921061,0.70790896,0.43525386,1.55759824,0.00000000,0.54300271,0.92372233
-5.61580790,3.00144460,0.01961734,0.56192962,0.71332111,0.43737433,1.56022789,0.00000000,0.54757888,0.95010273
-5.60980490,3.02934746,0.01935186,0.58299339,0.71640542,0.43853379,1.55844459,0.00000000,0.55173816,0.97331003
-5.60380190,3.04840156,0.01902578,0.60206179,0.71701142,0.43861061,1.55192829,0.00000000,0.55526178,0.99293683
-5.59779890,3.05781508,0.01864373,0.61881771,0.71504163,0.43750596,1.54045775,0.00000000,0.55795230,1.00862630
-5.59179590,3.05697849,0.01821130,0.63297457,0.71045687,0.43514870,1.52392214,0.00000000,0.55964093,1.02008161
-5.58579290,3.04548679,0.01773499,0.64428321,0.70327957,0.43149937,1.50232912,0.00000000,0.56019386,1.02707393
-5.57978989,3.02315571,0.01722207,0.65253803,0.69359501,0.42655290,1.47580882,0.00000000,0.55951743,1.02944859
-5.57378689,2.99003086,0.01668039,0.65758212,0.68155039,0.42033999,1.44461364,0.00000000,0.55756186,1.02712948
-5.56778389,2.94638976,0.01611829,0.65931117,0.66735169,0.41292703,1.40911379,0.00000000,0.55432352,1.02012121
-5.56178089,2.89273642,0.01554435,0.65767622,0.65125844,0.40441449,1.36978873,0.00000000,0.54984559,1.00850928
-5.55577789,2.82978883,0.01496732,0.65268488,0.63357676,0.39493390,1.32721484,0.00000000,0.54421717,0.99245802
-5.54977489,2.75845981,0.01439588,0.64440118,0.61465066,0.38464347,1.28204976,0.00000000,0.53757079,0.97220649
-5.54377189,2.67983189,0.01383853,0.63294395,0.59485227,0.37372265,1.23501410,0.00000000,0.53007846,0.94806249
-5.53776888,2.59512732,0.01330346,0.61848384,0.57457113,0.36236587,1.18687117,0.00000000,0.52194644,0.92039480
-5.53176588,2.50567425,0.01279842,0.60123893,0.55420316,0.35077569,1.13840549,0.00000000,0.51340882,0.88962400
-5.52576288,2.41287042,0.01233066,0.58146934,0.53413961,0.33915583,1.09040106,0.00000000,0.50472023,0.85621209
-5.51975988,2.31814575,0.01190682,0.55947065,0.51475648,0.32770433,1.04362007,0.00000000,0.49614790,0.82065124
-5.51375688,2.22292510,0.01153287,0.53556668,0.49640477,0.31660724,0.99878289,0.00000000,0.48796333,0.78345219
-5.50775388,2.12859266,0.01121407,0.51010168,0.47940190,0.30603312,0.95655013,0.00000000,0.48043397,0.74513242
-5.50175088,2.03645910,0.01095494,0.48343213,0.46402451,0.29612865,0.91750727,0.00000000,0.47381502,0.70620460
-5.49574787,1.94773258,0.01075919,0.45591866,0.45050293,0.28701544,0.88215249,0.00000000,0.46834189,0.66716572
-5.48974487,1.86349450,0.01062969,0.42791796,0.43901737,0.27878834,0.85088791,0.00000000,0.46422338,0.62848701
-5.48374187,1.78468073,0.01056844,0.39977531,0.42969594,0.27151515,0.82401458,0.00000000,0.46163592,0.59060517
-5.47773887,1.71206859,0.01057649,0.37181761,0.42261429,0.26523776,0.80173109,0.00000000,0.46071910,0.55391490
-5.47173587,1.64626981,0.01065391,0.34434738,0.41779710,0.25997460,0.78413583,0.00000000,0.46157255,0.51876312
-5.46573287,1.58772944,0.01079972,0.31763759,0.41522082,0.25572418,0.77123256,0.00000000,0.46425441,0.48544476
-5.45972986,1.53673018,0.01101180,0.29192768,0.41481791,0.25246953,0.76293887,0.00000000,0.46878118,0.45420038
-5.45372686,1.49340176,0.01128690,0.26742071,0.41648195,0.25018317,0.75909700,0.00000000,0.47512921,0.42521535
-5.44772386,1.45773442,0.01162052,0.24428164,0.42007361,0.24883233,0.75948651,0.00000000,0.48323753,0.39862075
-5.44172086,1.42959580,0.01200694,0.22263681,0.42542710,0.24838404,0.76383806,0.00000000,0.49301183,0.37449563
-5.43571786,1.40874992,0.01243921,0.20257445,0.43235679,0.24880984,0.77184754,0.00000000,0.50432957,0.35287055
-5.42971486,1.39487752,0.01290918,0.18414627,0.44066383,0.25008964,0.78319010,0.00000000,0.51704570,0.33373217
-5.42371186,1.38759636,0.01340757,0.16736979,0.45014244,0.25221462,0.79753307,0.00000000,0.53099888,0.31702854
-5.41770885,1.38648075,0.01392415,0.15223152,0.46058570,0.25518886,0.81454758,0.00000000,0.54601773,0.30267488
-5.41170585,1.39107910,0.01444784,0.13869064,0.47179060,0.25902962,0.83391797,0.00000000,0.56192693,0.29055963
-5.40570285,1.40092898,0.01496702,0.12668305,0.48356226,0.26376619,0.85534901,0.00000000,0.57855273,0.28055037
-5.39969985,1.41556895,0.01546970,0.11612570,0.49571718,0.26943730,0.87857032,0.00000000,0.59572769,0.27249951
-5.39369685,1.43454677,0.01594391,0.10692098,0.50808553,0.27608732,0.90333818,0.00000000,0.61329435,0.26624946
-5.38769385,1.45742402,0.01637793,0.09896096,0.52051231,0.28376134,0.92943460,0.00000000,0.63110782,0.26163721
-5.38169085,1.48377704,0.01676072,0.09213151,0.53285767,0.29249945,0.95666399,0.00000000,0.64903701,0.25849812
-5.37568784,1.51319473,0.01708216,0.08631600,0.54499623,0.30233060,0.98484768,0.00000000,0.66696473,0.25666894
-5.36968484,1.54527357,0.01733343,0.08139870,0.55681571,0.31326629,1.01381688,0.00000000,0.68478654,0.25599006
-5.36368184,1.57961076,0.01750722,0.07726759,0.56821498,0.32529468,1.04340460,0.00000000,0.70240871,0.25630695
-5.35767884,1.61579618,0.01759803,0.07381671,0.57910161,0.33837530,1.07343722,0.00000000,0.71974530,0.25747104
-5.35167584,1.65340425,0.01760226,0.07094802,0.58938944,0.35243489,1.10372632,0.00000000,0.73671488,0.25933994
-5.34567284,1.69198643,0.01751838,0.06857267,0.59899597,0.36736463,1.13406153,0.00000000,0.75323697,0.26177738
-5.33966983,1.73106541,0.01734690,0.06661180,0.60784018,0.38301897,1.16420491,0.00000000,0.76922870,0.26465282
-5.33366683,1.77013160,0.01709037,0.06499688,0.61584073,0.39921634,1.19388741,0.00000000,0.78460179,0.26784102
-5.32766383,1.80864253,0.01675323,0.06366964,0.62291469,0.41574158,1.22280781,0.00000000,0.79926035,0.27122156
-5.32166083,1.84602556,0.01634162,0.06258164,0.62897716,0.43235033,1.25063422,0.00000000,0.81309943,0.27467863
-5.31565783,1.88168390,0.01586319,0.06169355,0.63394148,0.44877499,1.27700838,0.00000000,0.82600471,0.27810089
-5.30965483,1.91500591,0.01532680,0.06097416,0.63772034,0.46473211,1.30155235,0.00000000,0.83785319,0.28138177
-5.30365183,1.94537721,0.01474222,0.06039935,0.64022758,0.47993086,1.32387754,0.00000000,0.84851495,0.28441992
-5.29764882,1.97219504,0.01411980,0.05995079,0.64138061,0.49408220,1.34359539,0.00000000,0.85785587,0.28711998
-5.29164582,1.99488405,0.01347018,0.05961470,0.64110328,0.50690825,1.36032927,0.00000000,0.86574113,0.28939359
-5.28564282,2.01291269,0.01280402,0.05938059,0.63932900,0.51815149,1.37372679,0.00000000,0.87203926,0.29116043
-5.27963982,2.02580918,0.01213167,0.05924002,0.63600402,0.52758331,1.38347198,0.00000000,0.87662651,0.29234941
-5.27363682,2.03317630,0.01146302,0.05918549,0.63109041,0.53501147,1.38929656,0.00000000,0.87939131,0.29289975
-5.26763382,2.03470392,0.01080725,0.05920940,0.62456883,0.54028623,1.39098969,0.00000000,0.88023848,0.29276194
-5.26163082,2.03017884,0.01017273,0.05930317,0.61644062,0.54330481,1.38840581,0.00000000,0.87909303,0.29189841
-5.25562781,2.01949135,0.00956690,0.05945662,0.60672940,0.54401407,1.38146998,0.00000000,0.87590343,0.29028404
-5.24962481,2.00263811,0.00899625,0.05965738,0.59548172,0.54241128,1.37018081,0.00000000,0.87064401,0.28790621
-5.24362181,1.97972149,0.00846629,0.05989060,0.58276709,0.53854310,1.35461057,0.00000000,0.86331666,0.28476461
-5.23761881,1.95094547,0.00798157,0.06013889,0.56867711,0.53250286,1.33490298,0.00000000,0.85395164,0.28087072
-5.23161581,1.91660835,0.00754573,0.06038237,0.55332402,0.52442634,1.31126856,0.00000000,0.84260755,0.27624698
-5.22561281,1.87709296,0.00716154,0.06059898,0.53683853,0.51448626,1.28397812,0.00000000,0.82937058,0.27092577
-5.21960980,1.83285493,0.00683100,0.06076494,0.51936733,0.50288591,1.25335483,0.00000000,0.81435308,0.26494823
-5.21360680,1.78440957,0.00655539,0.06085541,0.50107020,0.48985215,1.21976521,0.00000000,0.79769162,0.25836302
-5.20760380,1.73231832,0.00633530,0.06084520,0.48211707,0.47562816,1.18360964,0.00000000,0.77954452,0.25122502
-5.20160080,1.67717508,0.00617076,0.06070968,0.46268502,0.46046615,1.14531281,0.00000000,0.76008913,0.24359416
-5.19559780,1.61959327,0.00606117,0.06042564,0.44295551,0.44462045,1.10531454,0.00000000,0.73951884,0.23553429
-5.18959480,1.56019379,0.00600544,0.05997224,0.42311181,0.42834110,1.06406118,0.00000000,0.71803991,0.22711226
-5.18359180,1.49959441,0.00600189,0.05933191,0.40333674,0.41186814,1.02199798,0.00000000,0.69586822,0.21839706
-5.17758879,1.43840058,0.00604836,0.05849115,0.38381078,0.39542677,0.97956243,0.00000000,0.67322596,0.20945917
-5.17158579,1.37719791,0.00614214,0.05744126,0.36471051,0.37922341,0.93717869,0.00000000,0.65033829,0.20037009
-5.16558279,1.31654603,0.00627999,0.05617890,0.34620735,0.36344271,0.89525309,0.00000000,0.62743006,0.19120184
-5.15957979,1.25697399,0.00645813,0.05470650,0.32846656,0.34824548,0.85417056,0.00000000,0.60472246,0.18202668
-5.15357679,1.19897678,0.00667226,0.05303242,0.31164638,0.33376752,0.81429194,0.00000000,0.58242990,0.17291673
-5.14757379,1.14301290,0.00691762,0.05117103,0.29589733,0.32011929,0.77595204,0.00000000,0.56075688,0.16394372
-5.14157079,1.08950278,0.00718894,0.04914248,0.28136148,0.30738633,0.73945824,0.00000000,0.53989515,0.15517857
-5.13556778,1.03882788,0.00748060,0.04697235,0.26817167,0.29563026,0.70508955,0.00000000,0.52002106,0.14669102
-5.12956478,0.99133030,0.00778664,0.04469119,0.25645070,0.28489044,0.67309610,0.00000000,0.50129322,0.13854920
-5.12356178,0.94731283,0.00810091,0.04233380,0.24631032,0.27518599,0.64369882,0.00000000,0.48385061,0.13081911
-5.11755878,0.90703940,0.00841714,0.03993861,0.23785020,0.26651820,0.61708946,0.00000000,0.46781109,0.12356412
-5.11155578,0.87073593,0.00872909,0.03754687,0.23115667,0.25887321,0.59343084,0.00000000,0.45327042,0.11684441
-5.10555278,0.83859152,0.00903071,0.03520186,0.22630152,0.25222482,0.57285731,0.00000000,0.44030191,0.11071649
-5.09954977,0.81076007,0.00931622,0.03294819,0.22334071,0.24653741,0.55547550,0.00000000,0.42895651,0.10523277
-5.09354677,0.78736232,0.00958029,0.03083112,0.22231317,0.24176882,0.54136537,0.00000000,0.41926361,0.10044118
-5.08754377,0.76848832,0.00981815,0.02889591,0.22323977,0.23787318,0.53058156,0.00000000,0.41123227,0.09638498
-5.08154077,0.75420028,0.01002568,0.02718738,0.22612243,0.23480353,0.52315506,0.00000000,0.40485303,0.09310264
-5.07553777,0.74453584,0.01019953,0.02574947,0.23094362,0.23251424,0.51909514,0.00000000,0.40010007,0.09062791
-5.06953477,0.73951152,0.01033714,0.02462493,0.23766614,0.23096318,0.51839161,0.00000000,0.39693376,0.08898998
-5.06353177,0.73912634,0.01043676,0.02385513,0.24623327,0.23011344,0.52101714,0.00000000,0.39530344,0.08821383
-5.05752876,0.74336543,0.01049753,0.02347991,0.25656940,0.22993479,0.52692975,0.00000000,0.39515033,0.08832061
-5.05152576,0.75220326,0.01051938,0.02353742,0.26858099,0.23040461,0.53607519,0.00000000,0.39641035,0.08932809
-5.04552276,0.76560655,0.01050299,0.02406404,0.28215795,0.23150845,0.54838910,0.00000000,0.39901698,0.09125115
-5.03951976,0.78353632,0.01044976,0.02509426,0.29717524,0.23324007,0.56379882,0.00000000,0.40290375,0.09410218
-5.03351676,0.80594903,0.01036170,0.02666051,0.31349477,0.23560105,0.58222460,0.00000000,0.40800637,0.09789139
-5.02751376,0.83279649,0.01024131,0.02879293,0.33096739,0.23859983,0.60358007,0.00000000,0.41426444,0.10262703
-5.02151076,0.86402443,0.01009151,0.03151905,0.34943485,0.24225042,0.62777188,0.00000000,0.42162253,0.10831535
-5.01550775,0.89956954,0.00991550,0.03486345,0.36873170,0.24657054,0.65469829,0.00000000,0.43003055,0.11496040
-5.00950475,0.93935493,0.00971670,0.03884726,0.38868695,0.25157940,0.68424672,0.00000000,0.43944349,0.12256356
-5.00350175,0.98328413,0.00949857,0.04348770,0.40912540,0.25729511,0.71629025,0.00000000,0.44982030,0.13112288
-4.99749875,1.03123376,0.00926461,0.04879749,0.42986870,0.26373175,0.75068320,0.00000000,0.46112205,0.14063221
-4.99149575,1.08304510,0.00901821,0.05478440,0.45073589,0.27089628,0.78725581,0.00000000,0.47330942,0.15108014
-4.98549275,1.13851500,0.00876259,0.06145068,0.47154372,0.27878531,0.82580854,0.00000000,0.48633955,0.16244890
-4.97948974,1.19738673,0.00850080,0.06879275,0.49210659,0.28738186,0.86610608,0.00000000,0.50016245,0.17471315
-4.97348674,1.25934126,0.00823557,0.07680083,0.51223634,0.29665232,0.90787174,0.00000000,0.51471719,0.18783893
-4.96748374,1.32398967,0.00796938,0.08545892,0.53174194,0.30654372,0.95078246,0.00000000,0.52992809,0.20178271
-4.96148074,1.39086751,0.00770435,0.09474481,0.55042942,0.31698151,0.99446525,0.00000000,0.54570113,0.21649069
-4.95547774,1.45943168,0.00744227,0.10463038,0.56810197,0.32786797,1.03849523,0.00000000,0.56192098,0.23189847
-4.94947474,1.52906050,0.00718458,0.11508206,0.58456065,0.33908149,1.08239613,0.00000000,0.57844890,0.24793113
-4.94347174,1.59905753,0.00693234,0.12606153,0.59960567,0.35047679,1.12564325,0.00000000,0.59512167,0.26450373
-4.93746873,1.66865937,0.00668630,0.13752653,0.61303847,0.36188626,1.16766943,0.00000000,0.61175195,0.28152232
-4.93146573,1.73704762,0.00644683,0.14943180,0.62466462,0.37312237,1.20787402,0.00000000,0.62813013,0.29888546
-4.92546273,1.80336497,0.00621404,0.16173013,0.63429754,0.38398128,1.24563481,0.00000000,0.64402764,0.31648607
-4.91945973,1.86673474,0.00598770,0.17437333,0.64176301,0.39424754,1.28032265,0.00000000,0.65920191,0.33421379
-4.91345673,1.92628364,0.00576739,0.18731323,0.64690429,0.40369967,1.31131830,0.00000000,0.67340269,0.35195742
-4.90745373,1.98116648,0.00555244,0.20050243,0.64958764,0.41211665,1.33803089,0.00000000,0.68637949,0.36960764
-4.90145073,2.03059206,0.00534208,0.21389495,0.64970796,0.41928482,1.35991727,0.00000000,0.69788992,0.38705959
-4.89544772,2.07384874,0.00513540,0.22744659,0.64719432,0.42500510,1.37650116,0.00000000,0.70770838,0.40421537
-4.88944472,2.11032876,0.00493150,0.24111496,0.64201492,0.42910010,1.38739143,0.00000000,0.71563481,0.42098615
-4.88344172,2.13954965,0.00472946,0.25485922,0.63418131,0.43142085,1.39229829,0.00000000,0.72150286,0.43729387
-4.87743872,2.16117194,0.00452850,0.26863955,0.62375142,0.43185272,1.39104675,0.00000000,0.72518711,0.45307233
-4.87143572,2.17501189,0.00432794,0.28241626,0.61083127,0.43032042,1.38358631,0.00000000,0.72660887,0.46826768
-4.86543272,2.18104870,0.00412731,0.29614868,0.59557512,0.42679159,1.36999665,0.00000000,0.72574025,0.48283821
-4.85942971,2.17942556,0.00392639,0.30979390,0.57818397,0.42127900,1.35048853,0.00000000,0.72260616,0.49675344
-4.85342671,2.17044466,0.00372521,0.32330531,0.55890238,0.41384112,1.32540014,0.00000000,0.71728423,0.50999262
-4.84742371,2.15455613,0.00352412,0.33663128,0.53801378,0.40458113,1.29518879,0.00000000,0.70990247,0.52254265
-4.84142071,2.13234165,0.00332375,0.34971383,0.51583425,0.39364429,1.26041831,0.00000000,0.70063494,0.53439564
-4.83541771,2.10449347,0.00312508,0.36248752,0.49270526,0.38121402,1.22174288,0.00000000,0.68969556,0.54554621
-4.82941471,2.07178994,0.00292937,0.37487868,0.46898541,0.36750667,1.17988788,0.00000000,0.67733042,0.55598867
-4.82341171,2.03506889,0.00273820,0.38680502,0.44504170,0.35276538,1.13562877,0.00000000,0.66380909,0.56571440
-4.81740870,1.99519997,0.00255341,0.39817574,0.42124057,0.33725335,1.08976884,0.00000000,0.64941517,0.57470952
-4.81140570,1.95305755,0.00237710,0.40889213,0.39793910,0.32124678,1.04311696,0.00000000,0.63443690,0.58295296
-4.80540270,1.90949526,0.00221159,0.41884881,0.37547669,0.30502774,0.99646611,0.00000000,0.61915789,0.59041527
-4.79939970,1.86532333,0.00205943,0.42793547,0.35416750,0.28887746,0.95057367,0.00000000,0.60384881,0.59705814
-4.79339670,1.82128966,0.00192332,0.43603928,0.33429385,0.27307010,0.90614405,0.00000000,0.58876009,0.60283465
-4.78739370,1.77806518,0.00180615,0.44304771,0.31610080,0.25786726,0.86381427,0.00000000,0.57411608,0.60769049
-4.78139070,1.73623396,0.00171092,0.44885184,0.29979198,0.24351348,0.82414281,0.00000000,0.56011075,0.61156586
-4.77538769,1.69628800,0.00164079,0.45334998,0.28552668,0.23023257,0.78760188,0.00000000,0.54690506,0.61439820
-4.76938469,1.65862661,0.00159900,0.45645151,0.27341829,0.21822508,0.75457311,0.00000000,0.53462608,0.61612549
-4.76338169,1.62355990,0.00158892,0.45808069,0.26353395,0.20766654,0.72534642,0.00000000,0.52336743,0.61668996
-4.75737869,1.59131564,0.00161398,0.45818045,0.25589524,0.19870663,0.70012181,0.00000000,0.51319130,0.61604212
-4.75137569,1.56204879,0.00167768,0.45671579,0.25048005,0.19146896,0.67901357,0.00000000,0.50413140,0.61414477
-4.74537269,1.53585278,0.00178356,0.45367677,0.24722520,0.18605147,0.66205649,0.00000000,0.49619682,0.61097680
-4.73936968,1.51277157,0.00193514,0.44908081,0.24602987,0.18252703,0.64921352,0.00000000,0.48937640,0.60653658
-4.73336668,1.49281168,0.00213590,0.44297422,0.24675961,0.18094437,0.64038438,0.00000000,0.48364332,0.60084476
-4.72736368,1.47595335,0.00238920,0.43543282,0.24925092,0.18132889,0.63541463,0.00000000,0.47895964,0.59394607
-4.72136068,1.46216026,0.00269820,0.42656155,0.25331612,0.18368356,0.63410483,0.00000000,0.47528058,0.58591038
-4.71535768,1.45138721,0.00306578,0.41649301,0.25874863,0.18798951,0.63621950,0.00000000,0.47255828,0.57683246
-4.70935468,1.44358552,0.00349445,0.40538496,0.26532830,0.19420648,0.64149548,0.00000000,0.47074496,0.56683078
-4.70335168,1.43870607,0.00398619,0.39341686,0.27282699,0.20227313,0.64964969,0.00000000,0.46979532,0.55604512
-4.69734867,1.43670002,0.00454238,0.38078535,0.28101407,0.21210713,0.66038615,0.00000000,0.46966822,0.54463322
-4.69134567,1.43751746,0.00516366,0.36769915,0.28966189,0.22360527,0.67340221,0.00000000,0.47032753,0.53276646
-4.68534267,1.44110438,0.00584977,0.35437328,0.29855109,0.23664359,0.68839406,0.00000000,0.47174233,0.52062492
-4.67933967,1.44739841,0.00659950,0.34102288,0.30747557,0.25107770,0.70506155,0.00000000,0.47388640,0.50839192
-4.67333667,1.45632392,0.00741056,0.32785703,0.31624712,0.26674340,0.72311242,0.00000000,0.47673718,0.49624827
-4.66733367,1.46778691,0.00827948,0.31507261,0.32469951,0.28345778,0.74226601,0.00000000,0.48027437,0.48436666
-4.66133067,1.48167039,0.00920161,0.30284862,0.33269190,0.30102075,0.76225651,0.00000000,0.48447817,0.47290625
-4.65532766,1.49783040,0.01017107,0.29134104,0.34011155,0.31921724,0.78283568,0.00000000,0.48932733,0.46200781
-4.64932466,1.51609336,0.01118077,0.28067866,0.34687554,0.33781997,0.80377524,0.00000000,0.49479726,0.45178968
-4.64332166,1.53625465,0.01222247,0.27095980,0.35293169,0.35659283,0.82486867,0.00000000,0.50085814,0.44234451
