energy_ev,total_up,Ag_p_up,Ag_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.05852926,1.73772041,0.53352719,0.16155996,0.61121002,0.98812807,0.02479004,0.08597948,0.49747003,0.00000000
-3.05252626,1.69727059,0.49346244,0.15327170,0.61206616,0.98148269,0.02255919,0.08328929,0.47989180,0.00000000
-3.04652326,1.65882693,0.45552075,0.14537956,0.61225349,0.97572817,0.02043869,0.08067101,0.46271972,0.00000000
-3.04052026,1.62264242,0.41993155,0.13791769,0.61171502,0.97095480,0.01844633,0.07813045,0.44604608,0.00000000
-3.03451726,1.58889755,0.38686453,0.13090991,0.61040457,0.96721748,0.01659553,0.07567207,0.42994443,0.00000000
-3.02851426,1.55769852,0.35642934,0.12437016,0.60828839,0.96453244,0.01489541,0.07329912,0.41447031,0.00000000
-3.02251126,1.52907763,0.32867702,0.11830320,0.60534608,0.96287543,0.01335101,0.07101386,0.39966235,0.00000000
-3.01650825,1.50299561,0.30360317,0.11270542,0.60157063,0.96218139,0.01196358,0.06881760,0.38554356,0.00000000
-3.01050525,1.47934571,0.28115251,0.10756571,0.59696762,0.96234544,0.01073103,0.06671087,0.37212273,0.00000000
-3.00450225,1.45795927,0.26122464,0.10286645,0.59155377,0.96322522,0.00964835,0.06469347,0.35939588,0.00000000
-2.99849925,1.43861257,0.24368070,0.09858446,0.58535477,0.96464444,0.00870816,0.06276449,0.34734771,0.00000000
-2.99249625,1.42103478,0.22835065,0.09469204,0.57840280,0.96639755,0.00790120,0.06092244,0.33595306,0.00000000
-2.98649325,1.40491702,0.21504085,0.09115789,0.57073379,0.96825545,0.00721688,0.05916517,0.32517828,0.00000000
-2.98049025,1.38992226,0.20354175,0.08794811,0.56238479,0.96997220,0.00664377,0.05749004,0.31498270,0.00000000
-2.97448724,1.37569611,0.19363538,0.08502712,0.55339156,0.97129264,0.00617012,0.05589388,0.30532010,0.00000000
-2.96848424,1.36187849,0.18510252,0.08235862,0.54378680,0.97196084,0.00578423,0.05437316,0.29614030,0.00000000
-2.96248124,1.34811593,0.17772924,0.07990643,0.53359892,0.97172924,0.00547491,0.05292411,0.28739089,0.00000000
-2.95647824,1.33407457,0.17131289,0.07763547,0.52285179,0.97036835,0.00523174,0.05154289,0.27901910,0.00000000
-2.95047524,1.31945347,0.16566721,0.07551253,0.51156522,0.96767679,0.00504541,0.05022589,0.27097387,0.00000000
-2.94447224,1.30399806,0.16062668,0.07350724,0.49975643,0.96349134,0.00490786,0.04896995,0.26320811,0.00000000
-2.93846923,1.28751327,0.15604996,0.07159279,0.48744216,0.95769683,0.00481249,0.04777275,0.25568097,0.00000000
-2.93246623,1.26987603,0.15182242,0.06974673,0.47464152,0.95023527,0.00475421,0.04663308,0.24836028,0.00000000
-2.92646323,1.25104640,0.14785790,0.06795171,0.46137918,0.94111403,0.00472949,0.04555122,0.24122490,0.00000000
-2.92046023,1.23107710,0.14409949,0.06619600,0.44768872,0.93041250,0.00473631,0.04452925,0.23426690,0.00000000
-2.91445723,1.21012068,0.14051963,0.06447406,0.43361587,0.91828688,0.00477410,0.04357127,0.22749358,0.00000000
-2.90845423,1.18843387,0.13711938,0.06278684,0.41922144,0.90497282,0.00484364,0.04268360,0.22092902,0.00000000
-2.90245123,1.16637895,0.13392715,0.06114197,0.40458352,0.89078547,0.00494681,0.04187482,0.21461527,0.00000000
-2.89644822,1.14442145,0.13099673,0.05955381,0.38979898,0.87611692,0.00508649,0.04115575,0.20861285,0.00000000
-2.89044522,1.12312450,0.12840495,0.05804322,0.37498389,0.86143084,0.00526624,0.04053923,0.20300080,0.00000000
-2.88444222,1.10313942,0.12624883,0.05663725,0.36027295,0.84725441,0.00549006,0.04003978,0.19787588,0.00000000
-2.87843922,1.08519311,0.12464253,0.05536857,0.34581773,0.83416783,0.00576214,0.03967318,0.19335124,0.00000000
-2.87243622,1.07007223,0.12371402,0.05427476,0.33178403,0.82279155,0.00608652,0.03945580,0.18955431,0.00000000
-2.86643322,1.05860499,0.12360165,0.05339745,0.31834811,0.81377174,0.00646684,0.03940396,0.18662419,0.00000000
-2.86043022,1.05164081,0.12445057,0.05278128,0.30569231,0.80776449,0.00690605,0.03953310,0.18470835,0.00000000
-2.85442721,1.05002876,0.12640923,0.05247282,0.29400000,0.80541931,0.00740614,0.03985698,0.18395894,0.00000000
-2.84842421,1.05459536,0.12962585,0.05251932,0.28345026,0.80736245,0.00796788,0.04038686,0.18452871,0.00000000
-2.84242121,1.06612240,0.13424483,0.05296748,0.27421241,0.81418064,0.00859068,0.04113066,0.18656663,0.00000000
-2.83641821,1.08532558,0.14040339,0.05386213,0.26644077,0.82640580,0.00927236,0.04209226,0.19021335,0.00000000
-2.83041521,1.11283435,0.14822803,0.05524490,0.26026962,0.84450112,0.01000911,0.04327091,0.19559661,0.00000000
-2.82441221,1.14917367,0.15783118,0.05715291,0.25580893,0.86884892,0.01079539,0.04466073,0.20282667,0.00000000
-2.81840920,1.19474787,0.16930774,0.05961748,0.25314061,0.89974061,0.01162398,0.04625041,0.21199190,0.00000000
-2.81240620,1.24982712,0.18273167,0.06266289,0.25231571,0.93736880,0.01248606,0.04802318,0.22315460,0.00000000
-2.80640320,1.31453653,0.19815262,0.06630518,0.25335242,0.98182182,0.01337137,0.04995686,0.23634714,0.00000000
-2.80040020,1.38884816,0.21559247,0.07055102,0.25623514,1.03308045,0.01426843,0.05202421,0.25156856,0.00000000
-2.79439720,1.47257585,0.23504210,0.07539677,0.26091429,1.09101700,0.01516482,0.05419347,0.26878167,0.00000000
-2.78839420,1.56537309,0.25645828,0.08082753,0.26730720,1.15539649,0.01604754,0.05642907,0.28791081,0.00000000
-2.78239120,1.66673374,0.27976078,0.08681649,0.27529974,1.22587982,0.01690338,0.05869253,0.30884031,0.00000000
-2.77638819,1.77599580,0.30483001,0.09332442,0.28474872,1.30202880,0.01771942,0.06094350,0.33141385,0.00000000
-2.77038519,1.89234809,0.33150523,0.10029938,0.29548497,1.38331288,0.01848343,0.06314088,0.35543469,0.00000000
-2.76438219,2.01483993,0.35958350,0.10767678,0.30731707,1.46911743,0.01918436,0.06524403,0.38066701,0.00000000
-2.75837919,2.14239380,0.38881967,0.11537968,0.32003547,1.55875349,0.01981281,0.06721396,0.40683831,0.00000000
-2.75237619,2.27382100,0.41892752,0.12331952,0.33341709,1.65146871,0.02036147,0.06901461,0.43364298,0.00000000
-2.74637319,2.40784013,0.44958217,0.13139723,0.34723013,1.74645966,0.02082552,0.07061387,0.46074712,0.00000000
-2.74037019,2.54309838,0.48042394,0.13950463,0.36123912,1.84288498,0.02120297,0.07198472,0.48779438,0.00000000
-2.73436718,2.67819526,0.51106374,0.14752642,0.37521002,1.93987948,0.02149489,0.07310603,0.51441300,0.00000000
-2.72836418,2.81170841,0.54108986,0.15534233,0.38891534,2.03656894,0.02170564,0.07396328,0.54022368,0.00000000
-2.72236118,2.94222100,0.57007622,0.16282979,0.40213900,2.13208512,0.02184286,0.07454909,0.56484827,0.00000000
-2.71635818,3.06834998,0.59759175,0.16986676,0.41468101,2.22558091,0.02191753,0.07486346,0.58791883,0.00000000
-2.71035518,3.18877442,0.62321080,0.17633477,0.42636171,2.31624502,0.02194371,0.07491379,0.60908701,0.00000000
-2.70435218,3.30226289,0.64652413,0.18212209,0.43702543,2.40331587,0.02193834,0.07471470,0.62803316,0.00000000
-2.69834917,3.40769916,0.66715013,0.18712682,0.44654354,2.48609414,0.02192085,0.07428753,0.64447500,0.00000000
-2.69234617,3.50410479,0.68474584,0.19125985,0.45481672,2.56395355,0.02191265,0.07365966,0.65817539,0.00000000
-2.68634317,3.59065806,0.69901725,0.19444758,0.46177625,2.63634934,0.02193662,0.07286360,0.66894883,0.00000000
-2.68034017,3.66670805,0.70972856,0.19663417,0.46738450,2.70282419,0.02201637,0.07193591,0.67666658,0.00000000
-2.67433717,3.73178341,0.71670970,0.19778335,0.47163429,2.76301121,0.02217566,0.07091593,0.68125980,0.00000000
-2.66833417,3.78559521,0.71986210,0.19787963,0.47454732,2.81663383,0.02243757,0.06984442,0.68272090,0.00000000
-2.66233117,3.82803382,0.71916209,0.19692880,0.47617160,2.86350271,0.02282382,0.06876216,0.68110277,0.00000000
-2.65632816,3.85915982,0.71466187,0.19495780,0.47657805,2.90350981,0.02335403,0.06770848,0.67651598,0.00000000
-2.65032516,3.87918951,0.70648807,0.19201386,0.47585631,2.93661981,0.02404503,0.06671987,0.66912409,0.00000000
-2.64432216,3.88847571,0.69483770,0.18816297,0.47411001,2.96285974,0.02491025,0.06582862,0.65913724,0.00000000
-2.63831916,3.88748481,0.67997184,0.18348777,0.47145161,2.98230705,0.02595916,0.06506168,0.64680426,0.00000000
-2.63231616,3.87677129,0.66220728,0.17808488,0.46799720,2.99507717,0.02719686,0.06443962,0.63240373,0.00000000
-2.62631316,3.85695115,0.64190643,0.17206184,0.46386125,3.00131113,0.02862372,0.06397587,0.61623439,0.00000000
-2.62031016,3.82867537,0.61946594,0.16553380,0.45915186,3.00116413,0.03023521,0.06367616,0.59860529,0.00000000
-2.61430715,3.79260504,0.59530460,0.15862002,0.45396637,2.99479560,0.03202183,0.06353830,0.57982608,0.00000000
-2.60830415,3.74938904,0.56985087,0.15144041,0.44838793,2.98236154,0.03396915,0.06355222,0.56019799,0.00000000
-2.60230115,3.69964549,0.54353069,0.14411218,0.44248282,2.96400938,0.03605806,0.06370031,0.54000564,0.00000000
-2.59629815,3.64394755,0.51675595,0.13674675,0.43629887,2.93987560,0.03826507,0.06395807,0.51951024,0.00000000
-2.59029515,3.58281410,0.48991402,0.12944706,0.42986489,2.91008634,0.04056276,0.06429496,0.49894411,0.00000000
-2.58429215,3.51670524,0.46335879,0.12230527,0.42319125,2.87476050,0.04292033,0.06467559,0.47850690,0.00000000
-2.57828914,3.44602259,0.43740334,0.11540103,0.41627136,2.83401523,0.04530421,0.06506098,0.45836340,0.00000000
-2.57228614,3.37111373,0.41231450,0.10880024,0.40908408,2.78797318,0.04767882,0.06541003,0.43864301,0.00000000
-2.56628314,3.29228011,0.38830938,0.10255437,0.40159686,2.73677077,0.05000724,0.06568106,0.41944056,0.00000000
-2.56028014,3.20978757,0.36555378,0.09670035,0.39376938,2.68056692,0.05225208,0.06583332,0.40081861,0.00000000
-2.55427714,3.12387836,0.34416249,0.09126088,0.38555747,2.61955138,0.05437622,0.06582851,0.38281062,0.00000000
-2.54827414,3.03478375,0.32420119,0.08624526,0.37691714,2.55395201,0.05634358,0.06563216,0.36542504,0.00000000
-2.54227114,2.94273624,0.30568993,0.08165053,0.36780849,2.48404043,0.05811996,0.06521485,0.34864988,0.00000000
-2.53626813,2.84798035,0.28860769,0.07746291,0.35819913,2.41013545,0.05967367,0.06455320,0.33245753,0.00000000
-2.53026513,2.75078160,0.27289800,0.07365949,0.34806726,2.33260412,0.06097626,0.06363066,0.31680955,0.00000000
-2.52426213,2.65143281,0.25847515,0.07021003,0.33740395,2.25186012,0.06200309,0.06243799,0.30166121,0.00000000
-2.51825913,2.55025776,0.24523077,0.06707881,0.32621473,2.16835961,0.06273383,0.06097346,0.28696569,0.00000000
-2.51225613,2.44761195,0.23304052,0.06422646,0.31452036,2.08259470,0.06315292,0.05924276,0.27267758,0.00000000
-2.50625313,2.34388070,0.22177069,0.06161174,0.30235681,1.99508496,0.06324989,0.05725866,0.25875585,0.00000000
-2.50025013,2.23947476,0.21128439,0.05919316,0.28977454,1.90636741,0.06301954,0.05504041,0.24516605,0.00000000
-2.49424712,2.13482411,0.20144722,0.05693043,0.27683704,1.81698554,0.06246211,0.05261292,0.23188183,0.00000000
-2.48824412,2.03037030,0.19213234,0.05478574,0.26361896,1.72747800,0.06158321,0.05000584,0.21888576,0.00000000
-2.48224112,1.92655800,0.18322465,0.05272473,0.25020370,1.63836757,0.06039377,0.04725241,0.20616958,0.00000000
-2.47623812,1.82382636,0.17462420,0.05071733,0.23668087,1.55015094,0.05890972,0.04438838,0.19373392,0.00000000
-2.47023512,1.72260076,0.16624873,0.04873830,0.22314360,1.46328982,0.05715172,0.04145082,0.18158756,0.00000000
-2.46423212,1.62328539,0.15803529,0.04676754,0.20968594,1.37820377,0.05514465,0.03847702,0.16974646,0.00000000
-2.45822911,1.52625708,0.14994105,0.04479023,0.19640039,1.29526505,0.05291711,0.03550345,0.15823243,0.00000000
-2.45222611,1.43186075,0.14194332,0.04279670,0.18337582,1.21479557,0.05050074,0.03256485,0.14707185,0.00000000
-2.44622311,1.34040642,0.13403884,0.04078224,0.17069564,1.13706615,0.04792960,0.02969350,0.13629427,0.00000000
-2.44022011,1.25216815,0.12624246,0.03874668,0.15843655,1.06229771,0.04523937,0.02691854,0.12593103,0.00000000
-2.43421711,1.16738445,0.11858537,0.03669392,0.14666760,0.99066450,0.04246663,0.02426567,0.11601407,0.00000000
-2.42821411,1.08626042,0.11111282,0.03463132,0.13544984,0.92229885,0.03964808,0.02175680,0.10657483,0.00000000
-2.42221111,1.00897092,0.10388170,0.03256912,0.12483630,0.85729720,0.03681982,0.01941005,0.09764333,0.00000000
-2.41620810,0.93566491,0.09695785,0.03051979,0.11487239,0.79572697,0.03401664,0.01723981,0.08924748,0.00000000
-2.41020510,0.86647022,0.09041331,0.02849741,0.10559661,0.73763382,0.03127136,0.01525696,0.08141247,0.00000000
-2.40420210,0.80149863,0.08432367,0.02651703,0.09704147,0.68304901,0.02861430,0.01346922,0.07416047,0.00000000
-2.39819910,0.74085084,0.07876544,0.02459417,0.08923454,0.63199626,0.02607279,0.01188154,0.06751035,0.00000000
-2.39219610,0.68462092,0.07381362,0.02274427,0.08219963,0.58449793,0.02367079,0.01049658,0.06147762,0.00000000
-2.38619310,0.63290001,0.06953950,0.02098227,0.07595778,0.54058015,0.02142863,0.00931519,0.05607439,0.00000000
-2.38019010,0.58577900,0.06600866,0.01932226,0.07052826,0.50027659,0.01936284,0.00833688,0.05130945,0.00000000
-2.37418709,0.54334996,0.06327930,0.01777718,0.06592935,0.46363088,0.01748607,0.00756032,0.04718828,0.00000000
-2.36818409,0.50570619,0.06140080,0.01635856,0.06217879,0.43069737,0.01580709,0.00698367,0.04371314,0.00000000
-2.36218109,0.47294095,0.06041264,0.01507641,0.05929407,0.40154033,0.01433095,0.00660494,0.04088312,0.00000000
-2.35617809,0.44514461,0.06034351,0.01393905,0.05729225,0.37623168,0.01305906,0.00642222,0.03869403,0.00000000
-2.35017509,0.42240067,0.06121088,0.01295309,0.05618956,0.35484720,0.01198949,0.00643382,0.03713841,0.00000000
-2.34417209,0.40478045,0.06302076,0.01212334,0.05600067,0.33746152,0.01111719,0.00663830,0.03620528,0.00000000
-2.33816908,0.39233698,0.06576784,0.01145286,0.05673763,0.32414217,0.01043428,0.00703443,0.03588000,0.00000000
-2.33216608,0.38509814,0.06943599,0.01094296,0.05840860,0.31494275,0.00993040,0.00762101,0.03614396,0.00000000
-2.32616308,0.38305955,0.07399912,0.01059321,0.06101641,0.30989580,0.00959299,0.00839664,0.03697435,0.00000000
-2.32016008,0.38617753,0.07942240,0.01040153,0.06455706,0.30900560,0.00940766,0.00935941,0.03834389,0.00000000
-2.31415708,0.39436257,0.08566395,0.01036423,0.06901819,0.31224120,0.00935848,0.01050655,0.04022061,0.00000000
-2.30815408,0.40747371,0.09267684,0.01047613,0.07437765,0.31953021,0.00942834,0.01183408,0.04256778,0.00000000
-2.30215108,0.42531426,0.10041156,0.01073064,0.08060234,0.33075372,0.00959925,0.01333637,0.04534391,0.00000000
-2.29614807,0.44762936,0.10881881,0.01111987,0.08764732,0.34574252,0.00985268,0.01500584,0.04850296,0.00000000
-2.29014507,0.47410554,0.11785254,0.01163487,0.09545533,0.36427519,0.01016987,0.01683268,0.05199475,0.00000000
-2.28414207,0.50437271,0.12747331,0.01226573,0.10395688,0.38607821,0.01053213,0.01880461,0.05576559,0.00000000
-2.27813907,0.53800877,0.13765156,0.01300188,0.11307083,0.41082821,0.01092120,0.02090678,0.05975918,0.00000000
-2.27213607,0.57454672,0.14837098,0.01383231,0.12270560,0.43815664,0.01131947,0.02312185,0.06391766,0.00000000
-2.26613307,0.61348437,0.15963146,0.01474589,0.13276097,0.46765664,0.01171038,0.02543011,0.06818298,0.00000000
-2.26013007,0.65429638,0.17145171,0.01573165,0.14313053,0.49889213,0.01207861,0.02780980,0.07249840,0.00000000
-2.25412706,0.69644818,0.18387111,0.01677915,0.15370448,0.53140881,0.01241038,0.03023759,0.07681008,0.00000000
-2.24812406,0.73941123,0.19695073,0.01787880,0.16437302,0.56474665,0.01269369,0.03268917,0.08106876,0.00000000
-2.24212106,0.78267907,0.21077323,0.01902213,0.17502985,0.59845332,0.01291849,0.03513994,0.08523144,0.00000000
-2.23611806,0.82578321,0.22544149,0.02020215,0.18557584,0.63209812,0.01307682,0.03756577,0.08926286,0.00000000
-2.23011506,0.86830810,0.24107587,0.02141347,0.19592252,0.66528546,0.01316298,0.03994386,0.09313682,0.00000000
-2.22411206,0.90990430,0.25780997,0.02265254,0.20599531,0.69766736,0.01317346,0.04225353,0.09683719,0.00000000
-2.21810905,0.95029894,0.27578491,0.02391762,0.21573619,0.72895418,0.01310702,0.04447699,0.10035850,0.00000000
-2.21210605,0.98930268,0.29514228,0.02520880,0.22510563,0.75892276,0.01296457,0.04660001,0.10370606,0.00000000
-2.20610305,1.02681264,0.31601580,0.02652776,0.23408367,0.78742163,0.01274905,0.04861241,0.10689561,0.00000000
-2.20010005,1.06281074,0.33852208,0.02787752,0.24266989,0.81437252,0.01246519,0.05050842,0.10995237,0.00000000
-2.19409705,1.09735726,0.36275074,0.02926199,0.25088237,0.83976819,0.01211933,0.05228675,0.11290954,0.00000000
-2.18809405,1.13057977,0.38875435,0.03068547,0.25875548,0.86366624,0.01171910,0.05395045,0.11580636,0.00000000
-2.18209105,1.16265768,0.41653866,0.03215206,0.26633659,0.88617927,0.01127311,0.05550655,0.11868566,0.00000000
-2.17608804,1.19380316,0.44605370,0.03366494,0.27368192,0.90746167,0.01079061,0.05696538,0.12159107,0.00000000
-2.17008504,1.22423919,0.47718619,0.03522575,0.28085151,0.92769367,0.01028118,0.05833974,0.12456405,0.00000000
-2.16408204,1.25417608,0.50975387,0.03683382,0.28790381,0.94706352,0.00975439,0.05964383,0.12764079,0.00000000
-2.15807904,1.28378761,0.54350220,0.03848564,0.29489001,0.96574875,0.00921946,0.06089215,0.13084925,0.00000000
-2.15207604,1.31318826,0.57810377,0.04017424,0.30184845,0.98389762,0.00868504,0.06209821,0.13420636,0.00000000
-2.14607304,1.34241291,0.61316081,0.04188886,0.30879956,1.00161176,0.00815895,0.06327337,0.13771580,0.00000000
-2.14007004,1.37140041,0.64821086,0.04361471,0.31574152,1.01893131,0.00764797,0.06442564,0.14136613,0.00000000
-2.13406703,1.39998211,0.68273560,0.04533292,0.32264705,1.03582336,0.00715777,0.06555875,0.14512978,0.00000000
-2.12806403,1.42787633,0.71617275,0.04702075,0.32946149,1.05217453,0.00669274,0.06667139,0.14896274,0.00000000
-2.12206103,1.45468927,0.74793060,0.04865200,0.33610237,1.06778837,0.00625605,0.06775670,0.15280513,0.00000000
-2.11605803,1.47992275,0.77740476,0.05019766,0.34246063,1.08238783,0.00584962,0.06880207,0.15658252,0.00000000
-2.11005503,1.50298840,0.80399645,0.05162666,0.34840340,1.09562273,0.00547424,0.06978941,0.16020818,0.00000000
-2.10405203,1.52322797,0.82713157,0.05290693,0.35377825,1.10708214,0.00512963,0.07069552,0.16358597,0.00000000
-2.09804902,1.53993861,0.84627981,0.05400648,0.35841882,1.11631086,0.00481460,0.07149302,0.16661385,0.00000000
-2.09204602,1.55240209,0.86097294,0.05489455,0.36215149,1.12282937,0.00452725,0.07215140,0.16918781,0.00000000
-2.08604302,1.55991626,0.87082130,0.05554283,0.36480274,1.12615594,0.00426508,0.07263836,0.17120608,0.00000000
-2.08004002,1.56182724,0.87552802,0.05592661,0.36620686,1.12582997,0.00402524,0.07292132,0.17257334,0.00000000
-2.07403702,1.55756064,0.87489997,0.05602577,0.36621366,1.12143512,0.00380463,0.07296896,0.17320479,0.00000000
-2.06803402,1.54665007,0.86885527,0.05582573,0.36469566,1.11262100,0.00360015,0.07275278,0.17302983,0.00000000
-2.06203102,1.52876150,0.85742666,0.05531810,0.36155443,1.09912227,0.00340877,0.07224858,0.17199518,0.00000000
-2.05602801,1.50371225,0.84076094,0.05450113,0.35672585,1.08077422,0.00322771,0.07143777,0.17006738,0.00000000
-2.05002501,1.47148361,0.81911424,0.05337993,0.35018389,1.05752383,0.00305449,0.07030841,0.16723430,0.00000000
-2.04402201,1.43222647,0.79284355,0.05196637,0.34194278,1.02943603,0.00288704,0.06885600,0.16350597,0.00000000
-2.03801901,1.38625994,0.76239491,0.05027875,0.33205754,0.99669477,0.00272372,0.06708390,0.15891434,0.00000000
-2.03201601,1.33406301,0.72828870,0.04834125,0.32062278,0.95959896,0.00256335,0.06500349,0.15351232,0.00000000
-2.02601301,1.27625989,0.69110296,0.04618316,0.30777000,0.91855372,0.00240518,0.06263389,0.14737183,0.00000000
-2.02001001,1.21360000,0.65145532,0.04383791,0.29366340,0.87405743,0.00224891,0.06000144,0.14058140,0.00000000
-2.01400700,1.14693364,0.60998446,0.04134203,0.27849461,0.82668535,0.00209463,0.05713887,0.13324300,0.00000000
-2.00800400,1.07718477,0.56733176,0.03873402,0.26247659,0.77707092,0.00194274,0.05408426,0.12546870,0.00000000
-2.00200100,1.00532232,0.52412404,0.03605323,0.24583692,0.72588558,0.00179392,0.05087982,0.11737698,0.00000000
-1.99599800,0.93233140,0.48095789,0.03333874,0.22881108,0.67381817,0.00164910,0.04757059,0.10908912,0.00000000
-1.98999500,0.85918580,0.43838620,0.03062837,0.21163572,0.62155506,0.00150934,0.04420314,0.10072570,0.00000000
-1.98399200,0.78682297,0.39690718,0.02795777,0.19454253,0.56976175,0.00137580,0.04082425,0.09240343,0.00000000
-1.97798899,0.71612245,0.35695626,0.02535974,0.17775278,0.51906673,0.00124975,0.03747979,0.08423236,0.00000000
-1.97198599,0.64788843,0.31890076,0.02286361,0.16147276,0.47004823,0.00113245,0.03421367,0.07631365,0.00000000
-1.96598299,0.58283695,0.28303749,0.02049490,0.14589032,0.42322416,0.00102517,0.03106701,0.06873791,0.00000000
-1.95997999,0.52158790,0.24959286,0.01827514,0.13117250,0.37904549,0.00092921,0.02807758,0.06158407,0.00000000
-1.95397699,0.46466160,0.21872553,0.01622180,0.11746427,0.33789292,0.00084581,0.02527936,0.05491892,0.00000000
-1.94797399,0.41247984,0.19053085,0.01434850,0.10488838,0.30007675,0.00077627,0.02270248,0.04879716,0.00000000
-1.94197099,0.36537056,0.16504712,0.01266517,0.09354609,0.26583959,0.00072189,0.02037320,0.04326185,0.00000000
-1.93596798,0.32357564,0.14226284,0.01117850,0.08351867,0.23536122,0.00068400,0.01831419,0.03834536,0.00000000
-1.92996498,0.28726102,0.12212474,0.00989232,0.07486957,0.20876537,0.00066404,0.01654495,0.03407054,0.00000000
-1.92396198,0.25652808,0.10454616,0.00880807,0.06764681,0.18612747,0.00066355,0.01508225,0.03045207,0.00000000
-1.91795898,0.23142560,0.08941532,0.00792525,0.06188568,0.16748299,0.00068418,0.01394075,0.02749786,0.00000000
-1.91195598,0.21196148,0.07660317,0.00724191,0.05761121,0.15283563,0.00072778,0.01313350,0.02521047,0.00000000
-1.90595298,0.19811334,0.06597063,0.00675499,0.05484055,0.14216497,0.00079637,0.01267255,0.02358840,0.00000000
-1.89994997,0.18983755,0.05737495,0.00646066,0.05358480,0.13543289,0.00089217,0.01256937,0.02262710,0.00000000
-1.89394697,0.18707608,0.05067508,0.00635460,0.05385039,0.13258873,0.00101758,0.01283519,0.02231985,0.00000000
-1.88794397,0.18976098,0.04573593,0.00643211,0.05563971,0.13357267,0.00117521,0.01348126,0.02265820,0.00000000
-1.88194097,0.19781628,0.04243158,0.00668823,0.05895122,0.13831733,0.00136781,0.01451891,0.02363227,0.00000000
-1.87593797,0.21115732,0.04064738,0.00711767,0.06377878,0.14674768,0.00159827,0.01595939,0.02523056,0.00000000
-1.86993497,0.22968780,0.04028104,0.00771477,0.07011040,0.15877923,0.00186953,0.01781367,0.02743966,0.00000000
-1.86393197,0.25329475,0.04124285,0.00847334,0.07792656,0.17431484,0.00218452,0.02009198,0.03024359,0.00000000
-1.85792896,0.28184199,0.04345507,0.00938648,0.08719806,0.19324045,0.00254609,0.02280324,0.03362304,0.00000000
-1.85192596,0.31516270,0.04685069,0.01044638,0.09788376,0.21542012,0.00295688,0.02595443,0.03755453,0.00000000
-1.84592296,0.35305157,0.05137165,0.01164411,0.10992831,0.24069092,0.00341923,0.02954983,0.04200948,0.00000000
-1.83991996,0.39525740,0.05696674,0.01296948,0.12326013,0.26885797,0.00393506,0.03359023,0.04695351,0.00000000
-1.83391696,0.44147673,0.06358921,0.01441095,0.13778976,0.29969040,0.00450571,0.03807219,0.05234574,0.00000000
-1.82791396,0.49134925,0.07119442,0.01595551,0.15340888,0.33291838,0.00513183,0.04298734,0.05813846,0.00000000
-1.82191096,0.54445540,0.07973738,0.01758883,0.16999017,0.36823186,0.00581323,0.04832175,0.06427713,0.00000000
-1.81590795,0.60031682,0.08917057,0.01929531,0.18738803,0.40528129,0.00654877,0.05405549,0.07070065,0.00000000
-1.80990495,0.65839979,0.09944200,0.02105841,0.20544037,0.44368034,0.00733625,0.06016235,0.07734220,0.00000000
-1.80390195,0.71812192,0.11049354,0.02286090,0.22397142,0.48301109,0.00817225,0.06660975,0.08413035,0.00000000
-1.79789895,0.77886190,0.12225978,0.02468538,0.24279551,0.52283119,0.00905213,0.07335889,0.09099071,0.00000000
-1.79189595,0.83997219,0.13466721,0.02651470,0.26172176,0.56268318,0.00996992,0.08036513,0.09784783,0.00000000
-1.78589295,0.90079416,0.14763397,0.02833256,0.28055946,0.60210542,0.01091833,0.08757857,0.10462745,0.00000000
-1.77988994,0.96067488,0.16107003,0.03012403,0.29912384,0.64064418,0.01188878,0.09494490,0.11125890,0.00000000
-1.77388694,1.01898510,0.17487778,0.03187612,0.31724210,0.67786640,0.01287141,0.10240636,0.11767760,0.00000000
-1.76788394,1.07513719,0.18895309,0.03357826,0.33475914,0.71337244,0.01385528,0.10990292,0.12382746,0.00000000
-1.76188094,1.12860238,0.20318668,0.03522269,0.35154288,0.74680809,0.01482842,0.11737349,0.12966311,0.00000000
-1.75587794,1.17892611,0.21746574,0.03680476,0.36748866,0.77787522,0.01577811,0.12475727,0.13515178,0.00000000
-1.74987494,1.22574085,0.23167580,0.03832309,0.38252253,0.80634043,0.01669112,0.13199506,0.14027475,0.00000000
-1.74387194,1.26877543,0.24570260,0.03977947,0.39660307,0.83204109,0.01755393,0.13903055,0.14502820,0.00000000
-1.73786893,1.30786045,0.25943403,0.04117874,0.40972168,0.85488851,0.01835312,0.14581151,0.14942351,0.00000000
-1.73186593,1.34292932,0.27276195,0.04252837,0.42190115,0.87486780,0.01907565,0.15229093,0.15348687,0.00000000
-1.72586293,1.37401492,0.28558382,0.04383788,0.43319260,0.89203451,0.01970926,0.15842797,0.15725818,0.00000000
-1.71985993,1.40124197,0.29780412,0.04511824,0.44367088,0.90650817,0.02024276,0.16418871,0.16078944,0.00000000
-1.71385693,1.42481562,0.30933554,0.04638099,0.45342859,0.91846299,0.02066642,0.16954684,0.16414258,0.00000000
-1.70785393,1.44500687,0.32009971,0.04763742,0.46256924,0.92811632,0.02097224,0.17448412,0.16738683,0.00000000
-1.70185093,1.46213583,0.33002783,0.04889768,0.47119971,0.93571550,0.02115422,0.17899066,0.17059594,0.00000000
-1.69584792,1.47655368,0.33906088,0.05016995,0.47942264,0.94152387,0.02120857,0.18306512,0.17384517,0.00000000
