energy_ev,total_up,Al_p_up,Al_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,2.46495024,0.55880671,0.00000000,1.02793916,1.11118675,0.75150312,0.00000000
-5.99399700,2.43219048,0.56450000,0.00000000,1.00661179,1.09804516,0.73770628,0.00000000
-5.98799400,2.39719377,0.56852379,0.00000000,0.98540862,1.08371933,0.72339668,0.00000000
-5.98199100,2.35971518,0.57083435,0.00000000,0.96426862,1.06822994,0.70843500,0.00000000
-5.97598799,2.31967333,0.57145454,0.00000000,0.94318928,1.05167912,0.69271864,0.00000000
-5.96998499,2.27716191,0.57047361,0.00000000,0.92223066,1.03425147,0.67618780,0.00000000
-5.96398199,2.23245074,0.56804392,0.00000000,0.90151517,1.01621008,0.65882881,0.00000000
-5.95797899,2.18597648,0.56437496,0.00000000,0.88122315,0.99788757,0.64067477,0.00000000
-5.95197599,2.13832368,0.55972470,0.00000000,0.86158469,0.97967292,0.62180331,0.00000000
-5.94597299,2.09019725,0.55438883,0.00000000,0.84286806,0.96199453,0.60233196,0.00000000
-5.93996998,2.04238827,0.54868830,0.00000000,0.82536561,0.94530077,0.58241142,0.00000000
-5.93396698,1.99573488,0.54295574,0.00000000,0.80937781,0.93003878,0.56221719,0.00000000
-5.92796398,1.95108060,0.53752135,0.00000000,0.79519650,0.91663284,0.54194020,0.00000000
-5.92196098,1.90923229,0.53269892,0.00000000,0.78308811,0.90546333,0.52177695,0.00000000
-5.91595798,1.87092005,0.52877256,0.00000000,0.77327783,0.89684745,0.50191988,0.00000000
-5.90995498,1.83676102,0.52598471,0.00000000,0.76593550,0.89102250,0.48254843,0.00000000
-5.90395198,1.80722892,0.52452591,0.00000000,0.76116404,0.88813266,0.46382132,0.00000000
-5.89794897,1.78263071,0.52452677,0.00000000,0.75899070,0.88821977,0.44587047,0.00000000
-5.89194597,1.76309139,0.52605237,0.00000000,0.75936194,0.89121849,0.42879675,0.00000000
-5.88594297,1.74854741,0.52909930,0.00000000,0.76214169,0.89695609,0.41266784,0.00000000
-5.87993997,1.73874892,0.53359542,0.00000000,0.76711346,0.90515672,0.39751811,0.00000000
-5.87393697,1.73327036,0.53940223,0.00000000,0.77398588,0.91544993,0.38335039,0.00000000
-5.86793397,1.73152880,0.54631984,0.00000000,0.78240154,0.92738303,0.37013962,0.00000000
-5.86193097,1.73280898,0.55409400,0.00000000,0.79194867,0.94043670,0.35783777,0.00000000
-5.85592796,1.73629358,0.56242524,0.00000000,0.80217522,0.95404311,0.34637994,0.00000000
-5.84992496,1.74109755,0.57097939,0.00000000,0.81260464,0.96760593,0.33569110,0.00000000
-5.84392196,1.74630454,0.57939927,0.00000000,0.82275285,0.98052113,0.32569304,0.00000000
-5.83791896,1.75100424,0.58731702,0.00000000,0.83214565,0.99219814,0.31631118,0.00000000
-5.83191596,1.75432871,0.59436658,0.00000000,0.84033587,1.00208024,0.30748086,0.00000000
-5.82591296,1.75548646,0.60019589,0.00000000,0.84691984,1.00966369,0.29915275,0.00000000
-5.81990995,1.75379301,0.60447843,0.00000000,0.85155224,1.01451472,0.29129717,0.00000000
-5.81390695,1.74869671,0.60692363,0.00000000,0.85395914,1.01628408,0.28390712,0.00000000
-5.80790395,1.73979904,0.60728590,0.00000000,0.85394854,1.01471845,0.27699989,0.00000000
-5.80190095,1.72686878,0.60537188,0.00000000,0.85141809,1.00966852,0.27061729,0.00000000
-5.79589795,1.70984962,0.60104587,0.00000000,0.84635983,1.00109347,0.26482448,0.00000000
-5.78989495,1.68886115,0.59423312,0.00000000,0.83886161,0.98906175,0.25970752,0.00000000
-5.78389195,1.66419331,0.58492114,0.00000000,0.82910519,0.97374827,0.25536979,0.00000000
-5.77788894,1.63629464,0.57315878,0.00000000,0.81736116,0.95542801,0.25192756,0.00000000
-5.77188594,1.60575492,0.55905346,0.00000000,0.80398066,0.93446646,0.24950474,0.00000000
-5.76588294,1.57328283,0.54276650,0.00000000,0.78938429,0.91130710,0.24822730,0.00000000
-5.75987994,1.53967968,0.52450688,0.00000000,0.77404856,0.88645655,0.24821736,0.00000000
-5.75387694,1.50580996,0.50452371,0.00000000,0.75849024,0.86046767,0.24958740,0.00000000
-5.74787394,1.47256997,0.48309767,0.00000000,0.74324923,0.83392140,0.25243467,0.00000000
-5.74187094,1.44085565,0.46053186,0.00000000,0.72887049,0.80740785,0.25683607,0.00000000
-5.73586793,1.41153055,0.43714227,0.00000000,0.71588566,0.78150726,0.26284365,0.00000000
-5.72986493,1.38539530,0.41324841,0.00000000,0.70479502,0.75677149,0.27048089,0.00000000
-5.72386193,1.36315940,0.38916422,0.00000000,0.69605048,0.73370669,0.27973991,0.00000000
-5.71785893,1.34541639,0.36518980,0.00000000,0.69004012,0.71275756,0.29057960,0.00000000
-5.71185593,1.33262326,0.34160392,0.00000000,0.68707496,0.69429398,0.30292478,0.00000000
-5.70585293,1.32508465,0.31865785,0.00000000,0.68737846,0.67860018,0.31666646,0.00000000
-5.69984992,1.32294243,0.29657031,0.00000000,0.69107909,0.66586698,0.33166304,0.00000000
-5.69384692,1.32617103,0.27552397,0.00000000,0.69820635,0.65618727,0.34774254,0.00000000
-5.68784392,1.33457851,0.25566323,0.00000000,0.70869045,0.64955492,0.36470571,0.00000000
-5.68184092,1.34781349,0.23709342,0.00000000,0.72236559,0.64586709,0.38233002,0.00000000
-5.67583792,1.36537751,0.21988136,0.00000000,0.73897693,0.64492994,0.40037430,0.00000000
-5.66983492,1.38664248,0.20405705,0.00000000,0.75819078,0.64646736,0.41858403,0.00000000
-5.66383192,1.41087261,0.18961639,0.00000000,0.77960792,0.65013262,0.43669710,0.00000000
-5.65782891,1.43724990,0.17652476,0.00000000,0.80277929,0.65552231,0.45444978,0.00000000
-5.65182591,1.46490247,0.16472130,0.00000000,0.82722358,0.66219214,0.47158304,0.00000000
-5.64582291,1.49293453,0.15412355,0.00000000,0.85244601,0.66967398,0.48784867,0.00000000
-5.63981991,1.52045698,0.14463245,0.00000000,0.87795742,0.67749347,0.50301534,0.00000000
-5.63381691,1.54661755,0.13613728,0.00000000,0.90329300,0.68518757,0.51687429,0.00000000
-5.62781391,1.57062915,0.12852059,0.00000000,0.92802971,0.69232123,0.52924451,0.00000000
-5.62181091,1.59179559,0.12166277,0.00000000,0.95180172,0.69850273,0.53997717,0.00000000
-5.61580790,1.60953347,0.11544624,0.00000000,0.97431312,0.70339687,0.54895924,0.00000000
-5.60980490,1.62338951,0.10975910,0.00000000,0.99534730,0.70673561,0.55611611,0.00000000
-5.60380190,1.63305249,0.10449819,0.00000000,1.01477257,0.70832570,0.56141303,0.00000000
-5.59779890,1.63835946,0.09957152,0.00000000,1.03254376,0.70805313,0.56485530,0.00000000
-5.59179590,1.63929587,0.09489997,0.00000000,1.04869958,0.70588402,0.56648722,0.00000000
-5.58579290,1.63598968,0.09041838,0.00000000,1.06335602,0.70186227,0.56638964,0.00000000
-5.57978989,1.62869972,0.08607599,0.00000000,1.07669587,0.69610389,0.56467625,0.00000000
-5.57378689,1.61779884,0.08183631,0.00000000,1.08895503,0.68878848,0.56148867,0.00000000
-5.56778389,1.60375258,0.07767649,0.00000000,1.10040610,0.68014829,0.55699050,0.00000000
-5.56178089,1.58709452,0.07358630,0.00000000,1.11134008,0.67045530,0.55136051,0.00000000
-5.55577789,1.56839922,0.06956678,0.00000000,1.12204706,0.66000716,0.54478528,0.00000000
-5.54977489,1.54825426,0.06562873,0.00000000,1.13279683,0.64911251,0.53745153,0.00000000
-5.54377189,1.52723261,0.06179107,0.00000000,1.14382038,0.63807649,0.52953861,0.00000000
-5.53776888,1.50586667,0.05807929,0.00000000,1.15529314,0.62718704,0.52121133,0.00000000
-5.53176588,1.48462517,0.05452388,0.00000000,1.16732088,0.61670272,0.51261361,0.00000000
-5.52576288,1.46389422,0.05115912,0.00000000,1.17992898,0.60684252,0.50386324,0.00000000
-5.51975988,1.44396311,0.04802194,0.00000000,1.19305558,0.59777811,0.49504804,0.00000000
-5.51375688,1.42501584,0.04515124,0.00000000,1.20654916,0.58962884,0.48622359,0.00000000
-5.50775388,1.40712849,0.04258738,0.00000000,1.22017050,0.58245975,0.47741271,0.00000000
-5.50175088,1.39027272,0.04037211,0.00000000,1.23359934,0.57628240,0.46860680,0.00000000
-5.49574787,1.37432490,0.03854866,0.00000000,1.24644516,0.57105864,0.45976884,0.00000000
-5.48974487,1.35908067,0.03716220,0.00000000,1.25826197,0.56670687,0.45083801,0.00000000
-5.48374187,1.34427379,0.03626038,0.00000000,1.26856630,0.56311056,0.44173579,0.00000000
-5.47773887,1.32959855,0.03589407,0.00000000,1.27685775,0.56012843,0.43237297,0.00000000
-5.47173587,1.31473441,0.03611803,0.00000000,1.28264119,0.55760586,0.42265750,0.00000000
-5.46573287,1.29937159,0.03699157,0.00000000,1.28544962,0.55538685,0.41250263,0.00000000
-5.45972986,1.28323636,0.03857905,0.00000000,1.28486681,0.55332592,0.40183490,0.00000000
-5.45372686,1.26611475,0.04095008,0.00000000,1.28054863,0.55129947,0.39060171,0.00000000
-5.44772386,1.24787337,0.04417937,0.00000000,1.27224223,0.54921583,0.37877799,0.00000000
-5.44172086,1.22847656,0.04834627,0.00000000,1.25980214,0.54702370,0.36637177,0.00000000
-5.43571786,1.20799879,0.05353374,0.00000000,1.24320277,0.54471845,0.35342832,0.00000000
-5.42971486,1.18663203,0.05982691,0.00000000,1.22254664,0.54234610,0.34003271,0.00000000
-5.42371186,1.16468747,0.06731108,0.00000000,1.19806797,0.54000458,0.32631083,0.00000000
-5.41770885,1.14259185,0.07606932,0.00000000,1.17013161,0.53784247,0.31242870,0.00000000
-5.41170585,1.12087847,0.08617962,0.00000000,1.13922733,0.53605505,0.29859028,0.00000000
-5.40570285,1.10017329,0.09771169,0.00000000,1.10595950,0.53487803,0.28503386,0.00000000
-5.39969985,1.08117694,0.11072349,0.00000000,1.07103287,0.53457908,0.27202723,0.00000000
-5.39369685,1.06464331,0.12525772,0.00000000,1.03523480,0.53544768,0.25986177,0.00000000
-5.38769385,1.05135562,0.14133823,0.00000000,0.99941454,0.53778359,0.24884582,0.00000000
-5.38169085,1.04210113,0.15896670,0.00000000,0.96446053,0.54188465,0.23929741,0.00000000
-5.37568784,1.03764516,0.17811953,0.00000000,0.93127622,0.54803420,0.23153664,0.00000000
-5.36968484,1.03870566,0.19874531,0.00000000,0.90075536,0.55648880,0.22587783,0.00000000
-5.36368184,1.04592896,0.22076292,0.00000000,0.87375746,0.56746669,0.22262171,0.00000000
-5.35767884,1.05986757,0.24406027,0.00000000,0.85108409,0.58113747,0.22204766,0.00000000
-5.35167584,1.08096065,0.26849410,0.00000000,0.83345670,0.59761340,0.22440623,0.00000000
-5.34567284,1.10951759,0.29389053,0.00000000,0.82149647,0.61694255,0.22991192,0.00000000
-5.33966983,1.14570521,0.32004676,0.00000000,0.81570677,0.63910422,0.23873654,0.00000000
-5.33366683,1.18953868,0.34673373,0.00000000,0.81645835,0.66400657,0.25100304,0.00000000
-5.32766383,1.24087645,0.37369966,0.00000000,0.82397797,0.69148669,0.26678004,0.00000000
-5.32166083,1.29941912,0.40067471,0.00000000,0.83834030,0.72131292,0.28607727,0.00000000
-5.31565783,1.36471233,0.42737621,0.00000000,0.85946357,0.75318954,0.30884190,0.00000000
-5.30965483,1.43615355,0.45351475,0.00000000,0.88710890,0.78676335,0.33495618,0.00000000
-5.30365183,1.51300253,0.47880064,0.00000000,0.92088341,0.82163222,0.36423631,0.00000000
-5.29764882,1.59439531,0.50295074,0.00000000,0.96024717,0.85735506,0.39643291,0.00000000
-5.29164582,1.67936141,0.52569534,0.00000000,1.00452379,0.89346302,0.43123314,0.00000000
-5.28564282,1.76684394,0.54678490,0.00000000,1.05291466,0.92947157,0.46826461,0.00000000
-5.27963982,1.85572209,0.56599646,0.00000000,1.10451640,0.96489291,0.50710107,0.00000000
-5.27363682,1.94483559,0.58313933,0.00000000,1.15834134,0.99924854,0.54726997,0.00000000
