energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.84310547,-1.84310546,0.86454610,-0.86454610,0.27828278,-0.27828278,0.26285225,-0.26285225,0.00000000,-0.00000000,0.99279665,-0.99279664,0.00000000,-0.00000000
-5.99399700,1.83702452,-1.83702452,0.85996203,-0.85996203,0.27858933,-0.27858933,0.26510276,-0.26510276,0.00000000,-0.00000000,0.98574995,-0.98574995,0.00000000,-0.00000000
-5.98799400,1.83179083,-1.83179083,0.85566917,-0.85566917,0.27891887,-0.27891887,0.26762262,-0.26762262,0.00000000,-0.00000000,0.97899563,-0.97899563,0.00000000,-0.00000000
-5.98199100,1.82849193,-1.82849192,0.85231824,-0.85231824,0.27942136,-0.27942136,0.27049789,-0.27049789,0.00000000,-0.00000000,0.97319080,-0.97319080,0.00000000,-0.00000000
-5.97598799,1.82815526,-1.82815526,0.85053132,-0.85053132,0.28024310,-0.28024310,0.27380411,-0.27380411,0.00000000,-0.00000000,0.96896000,-0.96895999,0.00000000,-0.00000000
-5.96998499,1.83170822,-1.83170822,0.85087742,-0.85087742,0.28152092,-0.28152092,0.27760257,-0.27760257,0.00000000,-0.00000000,0.96687177,-0.96687177,0.00000000,-0.00000000
-5.96398199,1.83993996,-1.83993996,0.85384914,-0.85384914,0.28337633,-0.28337633,0.28193676,-0.28193676,0.00000000,-0.00000000,0.96741647,-0.96741647,0.00000000,-0.00000000
-5.95797899,1.85346654,-1.85346654,0.85984129,-0.85984129,0.28590991,-0.28590991,0.28682911,-0.28682912,0.00000000,-0.00000000,0.97098607,-0.97098607,0.00000000,-0.00000000
-5.95197599,1.87270068,-1.87270068,0.86913238,-0.86913238,0.28919625,-0.28919625,0.29227828,-0.29227829,0.00000000,-0.00000000,0.97785682,-0.97785683,0.00000000,-0.00000000
-5.94597299,1.89782755,-1.89782755,0.88186978,-0.88186978,0.29327947,-0.29327947,0.29825709,-0.29825709,0.00000000,-0.00000000,0.98817537,-0.98817537,0.00000000,-0.00000000
-5.93996998,1.92878759,-1.92878759,0.89805915,-0.89805915,0.29816976,-0.29816976,0.30471124,-0.30471124,0.00000000,-0.00000000,1.00194898,-1.00194898,0.00000000,-0.00000000
-5.93396698,1.96526744,-1.96526745,0.91755871,-0.91755871,0.30384094,-0.30384094,0.31155902,-0.31155903,0.00000000,-0.00000000,1.01904035,-1.01904035,0.00000000,-0.00000000
-5.92796398,2.00669952,-2.00669952,0.94007870,-0.94007870,0.31022936,-0.31022936,0.31869199,-0.31869199,0.00000000,-0.00000000,1.03916730,-1.03916730,0.00000000,-0.00000000
-5.92196098,2.05227070,-2.05227071,0.96518624,-0.96518624,0.31723410,-0.31723410,0.32597666,-0.32597667,0.00000000,-0.00000000,1.06190753,-1.06190753,0.00000000,-0.00000000
-5.91595798,2.10094018,-2.10094019,0.99231556,-0.99231556,0.32471870,-0.32471870,0.33325734,-0.33325734,0.00000000,-0.00000000,1.08670844,-1.08670844,0.00000000,-0.00000000
-5.90995498,2.15146619,-2.15146619,1.02078337,-1.02078337,0.33251426,-0.33251426,0.34035993,-0.34035993,0.00000000,-0.00000000,1.11290187,-1.11290187,0.00000000,-0.00000000
-5.90395198,2.20244094,-2.20244094,1.04980891,-1.04980891,0.34042407,-0.34042406,0.34709666,-0.34709667,0.00000000,-0.00000000,1.13972332,-1.13972333,0.00000000,-0.00000000
-5.89794897,2.25233285,-2.25233286,1.07853812,-1.07853812,0.34822936,-0.34822936,0.35327169,-0.35327169,0.00000000,-0.00000000,1.16633515,-1.16633516,0.00000000,-0.00000000
-5.89194597,2.29953469,-2.29953470,1.10607105,-1.10607105,0.35569638,-0.35569638,0.35868719,-0.35868719,0.00000000,-0.00000000,1.19185299,-1.19185299,0.00000000,-0.00000000
-5.88594297,2.34241598,-2.34241599,1.13149146,-1.13149147,0.36258417,-0.36258417,0.36314994,-0.36314994,0.00000000,-0.00000000,1.21537449,-1.21537449,0.00000000,-0.00000000
-5.87993997,2.37937786,-2.37937786,1.15389768,-1.15389768,0.36865308,-0.36865308,0.36647803,-0.36647803,0.00000000,-0.00000000,1.23600941,-1.23600942,0.00000000,-0.00000000
-5.87393697,2.40890827,-2.40890828,1.17243325,-1.17243325,0.37367349,-0.37367349,0.36850750,-0.36850750,0.00000000,-0.00000000,1.25290994,-1.25290994,0.00000000,-0.00000000
-5.86793397,2.42963546,-2.42963547,1.18631650,-1.18631650,0.37743450,-0.37743449,0.36909849,-0.36909849,0.00000000,-0.00000000,1.26529995,-1.26529995,0.00000000,-0.00000000
-5.86193097,2.44037740,-2.44037740,1.19486743,-1.19486743,0.37975214,-0.37975214,0.36814091,-0.36814091,0.00000000,-0.00000000,1.27250229,-1.27250229,0.00000000,-0.00000000
-5.85592796,2.44018535,-2.44018535,1.19753118,-1.19753118,0.38047693,-0.38047693,0.36555908,-0.36555908,0.00000000,-0.00000000,1.27396272,-1.27396273,0.00000000,-0.00000000
-5.84992496,2.42837957,-2.42837957,1.19389690,-1.19389690,0.37950012,-0.37950012,0.36131541,-0.36131541,0.00000000,-0.00000000,1.26926978,-1.26926978,0.00000000,-0.00000000
-5.84392196,2.40457568,-2.40457568,1.18371125,-1.18371125,0.37675874,-0.37675874,0.35541270,-0.35541270,0.00000000,-0.00000000,1.25816943,-1.25816943,0.00000000,-0.00000000
-5.83791896,2.36870055,-2.36870055,1.16688622,-1.16688621,0.37223889,-0.37223889,0.34789514,-0.34789514,0.00000000,-0.00000000,1.24057425,-1.24057425,0.00000000,-0.00000000
-5.83191596,2.32099698,-2.32099698,1.14350065,-1.14350065,0.36597726,-0.36597726,0.33884789,-0.33884789,0.00000000,-0.00000000,1.21656643,-1.21656643,0.00000000,-0.00000000
-5.82591296,2.26201702,-2.26201702,1.11379589,-1.11379589,0.35806080,-0.35806080,0.32839517,-0.32839517,0.00000000,-0.00000000,1.18639470,-1.18639470,0.00000000,-0.00000000
-5.81990995,2.19260421,-2.19260421,1.07816547,-1.07816546,0.34862453,-0.34862453,0.31669701,-0.31669701,0.00000000,-0.00000000,1.15046532,-1.15046532,0.00000000,-0.00000000
-5.81390695,2.11386553,-2.11386552,1.03713972,-1.03713972,0.33784745,-0.33784745,0.30394485,-0.30394485,0.00000000,-0.00000000,1.10932746,-1.10932746,0.00000000,-0.00000000
-5.80790395,2.02713431,-2.02713430,0.99136589,-0.99136588,0.32594697,-0.32594697,0.29035593,-0.29035593,0.00000000,-0.00000000,1.06365380,-1.06365380,0.00000000,-0.00000000
-5.80190095,1.93392577,-1.93392576,0.94158480,-0.94158479,0.31317179,-0.31317179,0.27616693,-0.27616693,0.00000000,-0.00000000,1.01421710,-1.01421710,0.00000000,-0.00000000
-5.79589795,1.83588703,-1.83588702,0.88860519,-0.88860519,0.29979379,-0.29979379,0.26162703,-0.26162702,0.00000000,-0.00000000,0.96186395,-0.96186395,0.00000000,-0.00000000
-5.78989495,1.73474380,-1.73474379,0.83327684,-0.83327684,0.28609905,-0.28609905,0.24699053,-0.24699053,0.00000000,-0.00000000,0.90748663,-0.90748662,0.00000000,-0.00000000
-5.78389195,1.63224581,-1.63224580,0.77646365,-0.77646365,0.27237846,-0.27237846,0.23250952,-0.23250952,0.00000000,-0.00000000,0.85199449,-0.85199448,0.00000000,-0.00000000
-5.77788894,1.53011327,-1.53011326,0.71901783,-0.71901782,0.25891836,-0.25891836,0.21842669,-0.21842669,0.00000000,-0.00000000,0.79628585,-0.79628585,0.00000000,-0.00000000
-5.77188594,1.42998631,-1.42998630,0.66175609,-0.66175609,0.24599133,-0.24599133,0.20496854,-0.20496854,0.00000000,-0.00000000,0.74122160,-0.74122160,0.00000000,-0.00000000
-5.76588294,1.33337922,-1.33337921,0.60543881,-0.60543880,0.23384778,-0.23384778,0.19233935,-0.19233935,0.00000000,-0.00000000,0.68760142,-0.68760141,0.00000000,-0.00000000
-5.75987994,1.24164099,-1.24164098,0.55075261,-0.55075261,0.22270835,-0.22270835,0.18071595,-0.18071595,0.00000000,-0.00000000,0.63614338,-0.63614338,0.00000000,-0.00000000
-5.75387694,1.15592334,-1.15592333,0.49829699,-0.49829698,0.21275758,-0.21275758,0.17024341,-0.17024341,0.00000000,-0.00000000,0.58746769,-0.58746768,0.00000000,-0.00000000
-5.74787394,1.07715708,-1.07715708,0.44857504,-0.44857503,0.20413893,-0.20413892,0.16103196,-0.16103196,0.00000000,-0.00000000,0.54208467,-0.54208467,0.00000000,-0.00000000
-5.74187094,1.00603717,-1.00603716,0.40198840,-0.40198840,0.19695136,-0.19695136,0.15315495,-0.15315495,0.00000000,-0.00000000,0.50038753,-0.50038753,0.00000000,-0.00000000
-5.73586793,0.94301647,-0.94301646,0.35883617,-0.35883616,0.19124755,-0.19124755,0.14664807,-0.14664807,0.00000000,-0.00000000,0.46264952,-0.46264951,0.00000000,-0.00000000
-5.72986493,0.88830813,-0.88830813,0.31931745,-0.31931745,0.18703365,-0.18703365,0.14150967,-0.14150967,0.00000000,-0.00000000,0.42902558,-0.42902558,0.00000000,-0.00000000
-5.72386193,0.84189585,-0.84189585,0.28353713,-0.28353712,0.18427078,-0.18427078,0.13770228,-0.13770228,0.00000000,-0.00000000,0.39955796,-0.39955795,0.00000000,-0.00000000
-5.71785893,0.80355120,-0.80355119,0.25151424,-0.25151423,0.18287790,-0.18287790,0.13515510,-0.13515510,0.00000000,-0.00000000,0.37418527,-0.37418527,0.00000000,-0.00000000
-5.71185593,0.77285710,-0.77285709,0.22319237,-0.22319237,0.18273616,-0.18273616,0.13376746,-0.13376745,0.00000000,-0.00000000,0.35275460,-0.35275460,0.00000000,-0.00000000
-5.70585293,0.74923623,-0.74923623,0.19845149,-0.19845149,0.18369440,-0.18369440,0.13341309,-0.13341309,0.00000000,-0.00000000,0.33503573,-0.33503573,0.00000000,-0.00000000
-5.69984992,0.73198312,-0.73198312,0.17712053,-0.17712052,0.18557558,-0.18557558,0.13394508,-0.13394508,0.00000000,-0.00000000,0.32073703,-0.32073703,0.00000000,-0.00000000
-5.69384692,0.72029856,-0.72029856,0.15899020,-0.15899020,0.18818403,-0.18818403,0.13520126,-0.13520126,0.00000000,-0.00000000,0.30952223,-0.30952223,0.00000000,-0.00000000
-5.68784392,0.71332518,-0.71332517,0.14382560,-0.14382560,0.19131307,-0.19131307,0.13701002,-0.13701002,0.00000000,-0.00000000,0.30102739,-0.30102739,0.00000000,-0.00000000
-5.68184092,0.71018277,-0.71018276,0.13137799,-0.13137799,0.19475289,-0.19475289,0.13919621,-0.13919621,0.00000000,-0.00000000,0.29487741,-0.29487741,0.00000000,-0.00000000
-5.67583792,0.71000224,-0.71000223,0.12139562,-0.12139562,0.19829825,-0.19829825,0.14158702,-0.14158702,0.00000000,-0.00000000,0.29070168,-0.29070168,0.00000000,-0.00000000
-5.66983492,0.71195706,-0.71195706,0.11363316,-0.11363316,0.20175585,-0.20175585,0.14401765,-0.14401765,0.00000000,-0.00000000,0.28814808,-0.28814808,0.00000000,-0.00000000
-5.66383192,0.71529123,-0.71529123,0.10785964,-0.10785964,0.20495106,-0.20495106,0.14633661,-0.14633661,0.00000000,-0.00000000,0.28689518,-0.28689518,0.00000000,-0.00000000
-5.65782891,0.71934295,-0.71934295,0.10386477,-0.10386477,0.20773367,-0.20773367,0.14841042,-0.14841042,0.00000000,-0.00000000,0.28666215,-0.28666215,0.00000000,-0.00000000
-5.65182591,0.72356326,-0.72356326,0.10146358,-0.10146358,0.20998271,-0.20998271,0.15012758,-0.15012758,0.00000000,-0.00000000,0.28721616,-0.28721616,0.00000000,-0.00000000
-5.64582291,0.72752937,-0.72752937,0.10049943,-0.10049943,0.21160983,-0.21160983,0.15140180,-0.15140180,0.00000000,-0.00000000,0.28837723,-0.28837723,0.00000000,-0.00000000
-5.63981991,0.73095212,-0.73095212,0.10084541,-0.10084541,0.21256147,-0.21256147,0.15217419,-0.15217419,0.00000000,-0.00000000,0.29002028,-0.29002028,0.00000000,-0.00000000
-5.63381691,0.73367786,-0.73367786,0.10240438,-0.10240438,0.21281956,-0.21281956,0.15241452,-0.15241452,0.00000000,-0.00000000,0.29207473,-0.29207473,0.00000000,-0.00000000
-5.62781391,0.73568458,-0.73568458,0.10510762,-0.10510762,0.21240076,-0.21240076,0.15212143,-0.15212143,0.00000000,-0.00000000,0.29452148,-0.29452148,0.00000000,-0.00000000
-5.62181091,0.73707298,-0.73707298,0.10891241,-0.10891241,0.21135452,-0.21135452,0.15132171,-0.15132171,0.00000000,-0.00000000,0.29738779,-0.29738779,0.00000000,-0.00000000
-5.61580790,0.73805284,-0.73805284,0.11379874,-0.11379874,0.20975976,-0.20975976,0.15006850,-0.15006850,0.00000000,-0.00000000,0.30074021,-0.30074021,0.00000000,-0.00000000
