energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.83975039,0.26010455,0.00000000,0.06619302,0.25816559,0.32221562,0.56801728
-5.99399700,1.86927675,0.26690190,0.00000000,0.06856759,0.25905769,0.32238666,0.57631747
-5.98799400,1.89949900,0.27340422,0.00000000,0.07105995,0.26066028,0.32363898,0.58466065
-5.98199100,1.92956648,0.27946327,0.00000000,0.07363983,0.26289280,0.32584264,0.59277432
-5.97598799,1.95862341,0.28493614,0.00000000,0.07627530,0.26566220,0.32884431,0.60038994
-5.96998499,1.98583614,0.28968984,0.00000000,0.07893351,0.26886584,0.33247267,0.60725155
-5.96398199,2.01041766,0.29360557,0.00000000,0.08158144,0.27239430,0.33654388,0.61312337
-5.95797899,2.03164875,0.29658236,0.00000000,0.08418659,0.27613391,0.34086694,0.61779624
-5.95197599,2.04889519,0.29853995,0.00000000,0.08671754,0.27996910,0.34524886,0.62109253
-5.94597299,2.06162073,0.29942094,0.00000000,0.08914443,0.28378450,0.34949957,0.62286967
-5.93996998,2.06939596,0.29919210,0.00000000,0.09143941,0.28746689,0.35343645,0.62302214
-5.93396698,2.07190316,0.29784472,0.00000000,0.09357692,0.29090693,0.35688857,0.62148211
-5.92796398,2.06893756,0.29539434,0.00000000,0.09553396,0.29400085,0.35970051,0.61821881
-5.92196098,2.06040540,0.29187956,0.00000000,0.09729025,0.29665205,0.36173586,0.61323683
-5.91595798,2.04631944,0.28736035,0.00000000,0.09882830,0.29877268,0.36288028,0.60657352
-5.90995498,2.02679235,0.28191579,0.00000000,0.10013347,0.30028511,0.36304422,0.59829579
-5.90395198,2.00202863,0.27564140,0.00000000,0.10119392,0.30112338,0.36216515,0.58849635
-5.89794897,1.97231541,0.26864624,0.00000000,0.10200052,0.30123458,0.36020944,0.57728986
-5.89194597,1.93801275,0.26104994,0.00000000,0.10254672,0.30058007,0.35717361,0.56480877
-5.88594297,1.89954357,0.25297966,0.00000000,0.10282837,0.29913642,0.35308518,0.55119944
-5.87993997,1.85738370,0.24456724,0.00000000,0.10284352,0.29689621,0.34800287,0.53661828
-5.87393697,1.81205211,0.23594654,0.00000000,0.10259216,0.29386845,0.34201618,0.52122824
-5.86793397,1.76410157,0.22725106,0.00000000,0.10207603,0.29007855,0.33524432,0.50519561
-5.86193097,1.71410976,0.21861193,0.00000000,0.10129834,0.28556808,0.32783455,0.48868713
-5.85592796,1.66267094,0.21015621,0.00000000,0.10026362,0.28039390,0.31995974,0.47186762
-5.84992496,1.61038812,0.20200556,0.00000000,0.09897749,0.27462704,0.31181541,0.45489781
-5.84392196,1.55786579,0.19427525,0.00000000,0.09744659,0.26835114,0.30361601,0.43793274
-5.83791896,1.50570312,0.18707343,0.00000000,0.09567852,0.26166053,0.29559076,0.42112031
-5.83191596,1.45448752,0.18050062,0.00000000,0.09368181,0.25465811,0.28797897,0.40460024
-5.82591296,1.40478855,0.17464932,0.00000000,0.09146606,0.24745291,0.28102483,0.38850326
-5.81990995,1.35715200,0.16960374,0.00000000,0.08904203,0.24015761,0.27497201,0.37295046
-5.81390695,1.31209414,0.16543945,0.00000000,0.08642187,0.23288590,0.27005792,0.35805281
-5.80790395,1.27009587,0.16222301,0.00000000,0.08361934,0.22574994,0.26650787,0.34391075
-5.80190095,1.23159694,0.16001143,0.00000000,0.08065007,0.21885780,0.26452924,0.33061377
-5.79589795,1.19698996,0.15885148,0.00000000,0.07753179,0.21231108,0.26430572,0.31824007
-5.78989495,1.16661446,0.15877878,0.00000000,0.07428454,0.20620269,0.26599187,0.30685606
-5.78389195,1.14075088,0.15981679,0.00000000,0.07093084,0.20061487,0.26970803,0.29651593
-5.77788894,1.11961493,0.16197560,0.00000000,0.06749577,0.19561754,0.27553590,0.28726110
-5.77188594,1.10335226,0.16525075,0.00000000,0.06400693,0.19126692,0.28351474,0.27911971
-5.76588294,1.09203407,0.16962197,0.00000000,0.06049438,0.18760461,0.29363868,0.27210613
-5.75987994,1.08565384,0.17505217,0.00000000,0.05699037,0.18465704,0.30585495,0.26622068
-5.75387694,1.08412577,0.18148661,0.00000000,0.05352904,0.18243542,0.32006351,0.26144943
-5.74787394,1.08728513,0.18885252,0.00000000,0.05014603,0.18093622,0.33611801,0.25776443
-5.74187094,1.09489111,0.19705910,0.00000000,0.04687796,0.18014214,0.35382822,0.25512422
-5.73586793,1.10663232,0.20599821,0.00000000,0.04376192,0.18002365,0.37296405,0.25347491
-5.72986493,1.12213511,0.21554563,0.00000000,0.04083486,0.18054099,0.39326101,0.25275162
-5.72386193,1.14097473,0.22556299,0.00000000,0.03813303,0.18164669,0.41442711,0.25288054
-5.71785893,1.16268911,0.23590042,0.00000000,0.03569140,0.18328850,0.43615099,0.25378142
-5.71185593,1.18679478,0.24639977,0.00000000,0.03354310,0.18541250,0.45811105,0.25537052
-5.70585293,1.21280439,0.25689833,0.00000000,0.03171891,0.18796647,0.47998518,0.25756372
-5.69984992,1.24024506,0.26723293,0.00000000,0.03024679,0.19090320,0.50146087,0.26027996
-5.69384692,1.26867652,0.27724435,0.00000000,0.02915148,0.19418356,0.52224506,0.26344444
-5.68784392,1.29770801,0.28678162,0.00000000,0.02845415,0.19777920,0.54207349,0.26699170
-5.68184092,1.32701304,0.29570624,0.00000000,0.02817202,0.20167470,0.56071889,0.27086812
-5.67583792,1.35634086,0.30389603,0.00000000,0.02831809,0.20586885,0.57799783,0.27503381
