energy_ev,total_up,Ga_p_up,Ga_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,3.61583659,0.35078228,0.00000000,2.99679893,1.41011393,2.22365246,0.00000000
-5.99399700,3.61815940,0.35452652,0.00000000,3.01217157,1.40790795,2.22711777,0.00000000
-5.98799400,3.60972716,0.35723611,0.00000000,3.01707035,1.40141451,2.22430791,0.00000000
-5.98199100,3.59039970,0.35886252,0.00000000,3.01140643,1.39056499,2.21502397,0.00000000
-5.97598799,3.56015891,0.35936468,0.00000000,2.99522927,1.37534107,2.19913507,0.00000000
-5.96998499,3.51912162,0.35871046,0.00000000,2.96873195,1.35578159,2.17659074,0.00000000
-5.96398199,3.46755045,0.35687821,0.00000000,2.93225415,1.33198844,2.14743199,0.00000000
-5.95797899,3.40586173,0.35385825,0.00000000,2.88628275,1.30413084,2.11180030,0.00000000
-5.95197599,3.33462998,0.34965415,0.00000000,2.83144959,1.27244790,2.06994397,0.00000000
-5.94597299,3.25458813,0.34428376,0.00000000,2.76852610,1.23724899,2.02222126,0.00000000
-5.93996998,3.16662320,0.33777998,0.00000000,2.69841484,1.19891172,1.96910005,0.00000000
-5.93396698,3.07176700,0.33019107,0.00000000,2.62213750,1.15787752,1.91115362,0.00000000
-5.92796398,2.97118180,0.32158060,0.00000000,2.54081969,1.11464469,1.84905259,0.00000000
-5.92196098,2.86614125,0.31202688,0.00000000,2.45567244,1.06975922,1.78355317,0.00000000
-5.91595798,2.75800675,0.30162203,0.00000000,2.36797076,1.02380348,1.71548197,0.00000000
-5.90995498,2.64820009,0.29047058,0.00000000,2.27902970,0.97738335,1.64571797,0.00000000
-5.90395198,2.53817320,0.27868769,0.00000000,2.19017846,0.93111403,1.57517224,0.00000000
-5.89794897,2.42937597,0.26639711,0.00000000,2.10273325,0.88560535,1.50476625,0.00000000
-5.89194597,2.32322340,0.25372887,0.00000000,2.01796975,0.84144699,1.43540962,0.00000000
-5.88594297,2.22106332,0.24081690,0.00000000,1.93709595,0.79919422,1.36797819,0.00000000
-5.87993997,2.12414591,0.22779653,0.00000000,1.86122637,0.75935488,1.30329343,0.00000000
-5.87393697,2.03359620,0.21480210,0.00000000,1.79135855,0.72237802,1.24210383,0.00000000
-5.86793397,1.95039077,0.20196466,0.00000000,1.72835262,0.68864471,1.18506919,0.00000000
-5.86193097,1.87533941,0.18940989,0.00000000,1.67291469,0.65846135,1.13274837,0.00000000
-5.85592796,1.80907253,0.17725628,0.00000000,1.62558473,0.63205578,1.08559083,0.00000000
-5.84992496,1.75203472,0.16561360,0.00000000,1.58672940,0.60957622,1.04393242,0.00000000
-5.84392196,1.70448472,0.15458168,0.00000000,1.55654003,0.59109311,1.00799527,0.00000000
-5.83791896,1.66650156,0.14424950,0.00000000,1.53503584,0.57660355,0.97789179,0.00000000
-5.83191596,1.63799652,0.13469465,0.00000000,1.52207227,0.56603827,0.95363238,0.00000000
-5.82591296,1.61873019,0.12598300,0.00000000,1.51735397,0.55927050,0.93513632,0.00000000
-5.81990995,1.60833383,0.11816864,0.00000000,1.52045200,0.55612642,0.92224528,0.00000000
-5.81390695,1.60633374,0.11129402,0.00000000,1.53082435,0.55639656,0.91473858,0.00000000
-5.80790395,1.61217746,0.10539026,0.00000000,1.54783908,0.55984762,0.91234947,0.00000000
-5.80190095,1.62526057,0.10047748,0.00000000,1.57079890,0.56623394,0.91478138,0.00000000
-5.79589795,1.64495251,0.09656522,0.00000000,1.59896635,0.57530825,0.92172350,0.00000000
-5.78989495,1.67062038,0.09365280,0.00000000,1.63158844,0.58683104,0.93286467,0.00000000
-5.78389195,1.70164937,0.09172974,0.00000000,1.66791978,0.60057803,0.94790499,0.00000000
-5.77788894,1.73745902,0.09077592,0.00000000,1.70724337,0.61634559,0.96656461,0.00000000
-5.77188594,1.77751450,0.09076184,0.00000000,1.74888827,0.63395363,0.98858919,0.00000000
-5.76588294,1.82133264,0.09164864,0.00000000,1.79224358,0.65324614,1.01375198,0.00000000
-5.75987994,1.86848253,0.09338818,0.00000000,1.83676843,0.67408920,1.04185249,0.00000000
-5.75387694,1.91858102,0.09592299,0.00000000,1.88199780,0.69636691,1.07271193,0.00000000
-5.74787394,1.97128380,0.09918624,0.00000000,1.92754430,0.71997542,1.10616606,0.00000000
-5.74187094,2.02627279,0.10310186,0.00000000,1.97309607,0.74481564,1.14205587,0.00000000
-5.73586793,2.08324112,0.10758470,0.00000000,2.01841144,0.77078512,1.18021697,0.00000000
-5.72986493,2.14187689,0.11254090,0.00000000,2.06331084,0.79776990,1.22046859,0.00000000
-5.72386193,2.20184715,0.11786855,0.00000000,2.10766668,0.82563666,1.26260293,0.00000000
-5.71785893,2.26278340,0.12345867,0.00000000,2.15139194,0.85422619,1.30637597,0.00000000
-5.71185593,2.32426987,0.12919644,0.00000000,2.19442826,0.88334837,1.35150025,0.00000000
-5.70585293,2.38583563,0.13496290,0.00000000,2.23673420,0.91277936,1.39764056,0.00000000
-5.69984992,2.44695129,0.14063698,0.00000000,2.27827424,0.94226121,1.44441269,0.00000000
-5.69384692,2.50703081,0.14609782,0.00000000,2.31900903,0.97150400,1.49138584,0.00000000
-5.68784392,2.56543840,0.15122741,0.00000000,2.35888728,1.00019063,1.53808831,0.00000000
-5.68184092,2.62150027,0.15591340,0.00000000,2.39783939,1.02798389,1.58401654,0.00000000
-5.67583792,2.67452076,0.16005203,0.00000000,2.43577293,1.05453562,1.62864690,0.00000000
-5.66983492,2.72380168,0.16355099,0.00000000,2.47256992,1.07949730,1.67144960,0.00000000
-5.66383192,2.76866391,0.16633219,0.00000000,2.50808572,1.10253167,1.71190396,0.00000000
-5.65782891,2.80847000,0.16833415,0.00000000,2.54214927,1.12332454,1.74951413,0.00000000
-5.65182591,2.84264624,0.16951410,0.00000000,2.57456459,1.14159618,1.78382444,0.00000000
-5.64582291,2.87070316,0.16984942,0.00000000,2.60511314,1.15711170,1.81443349,0.00000000
-5.63981991,2.89225317,0.16933862,0.00000000,2.63355695,1.16968983,1.84100625,0.00000000
-5.63381691,2.90702448,0.16800150,0.00000000,2.65964242,1.17920957,1.86328361,0.00000000
-5.62781391,2.91487062,0.16587869,0.00000000,2.68310469,1.18561450,1.88108896,0.00000000
-5.62181091,2.91577532,0.16303048,0.00000000,2.70367261,1.18891458,1.89433168,0.00000000
-5.61580790,2.90985255,0.15953494,0.00000000,2.72107444,1.18918535,1.90300743,0.00000000
-5.60980490,2.89734223,0.15548549,0.00000000,2.73504435,1.18656480,1.90719569,0.00000000
-5.60380190,2.87860186,0.15098797,0.00000000,2.74532975,1.18124821,1.90705469,0.00000000
-5.59779890,2.85409508,0.14615732,0.00000000,2.75169976,1.17348116,1.90281437,0.00000000
-5.59179590,2.82437779,0.14111404,0.00000000,2.75395444,1.16355146,1.89476796,0.00000000
-5.58579290,2.79008275,0.13598060,0.00000000,2.75193508,1.15178022,1.88326266,0.00000000
-5.57978989,2.75190361,0.13087780,0.00000000,2.74553492,1.13851271,1.86869006,0.00000000
-5.57378689,2.71057900,0.12592141,0.00000000,2.73471026,1.12410931,1.85147674,0.00000000
-5.56778389,2.66687730,0.12121907,0.00000000,2.71949120,1.10893704,1.83207540,0.00000000
-5.56178089,2.62158254,0.11686761,0.00000000,2.69999151,1.09336174,1.81095674,0.00000000
-5.55577789,2.57548161,0.11295081,0.00000000,2.67641695,1.07774134,1.78860216,0.00000000
-5.54977489,2.52935281,0.10953765,0.00000000,2.64907129,1.06241995,1.76549730,0.00000000
-5.54377189,2.48395562,0.10668121,0.00000000,2.61835925,1.04772302,1.74212617,0.00000000
-5.53776888,2.44002148,0.10441794,0.00000000,2.58478589,1.03395334,1.71896579,0.00000000
-5.53176588,2.39824528,0.10276757,0.00000000,2.54895190,1.02138776,1.69648092,0.00000000
-5.52576288,2.35927719,0.10173341,0.00000000,2.51154451,1.01027447,1.67511877,0.00000000
-5.51975988,2.32371476,0.10130313,0.00000000,2.47332394,1.00083072,1.65530352,0.00000000
-5.51375688,2.29209495,0.10144983,0.00000000,2.43510574,0.99324085,1.63743038,0.00000000
-5.50775388,2.26488624,0.10213348,0.00000000,2.39773926,0.98765447,1.62185929,0.00000000
-5.50175088,2.24248084,0.10330258,0.00000000,2.36208327,0.98418494,1.60890844,0.00000000
-5.49574787,2.22518731,0.10489597,0.00000000,2.32897943,0.98290802,1.59884764,0.00000000
-5.48974487,2.21322399,0.10684486,0.00000000,2.29922492,0.98386089,1.59189194,0.00000000
-5.48374187,2.20671368,0.10907486,0.00000000,2.27354536,0.98704167,1.58819598,0.00000000
-5.47773887,2.20568008,0.11150811,0.00000000,2.25256938,0.99240957,1.58784929,0.00000000
-5.47173587,2.21004651,0.11406534,0.00000000,2.23680613,0.99988586,1.59087310,0.00000000
-5.46573287,2.21963728,0.11666799,0.00000000,2.22662675,1.00935574,1.59721905,0.00000000
-5.45972986,2.23418208,0.11924017,0.00000000,2.22225085,1.02067140,1.60676998,0.00000000
-5.45372686,2.25332349,0.12171050,0.00000000,2.22373872,1.03365598,1.61934309,0.00000000
-5.44772386,2.27662748,0.12401384,0.00000000,2.23098967,1.04810880,1.63469551,0.00000000
-5.44172086,2.30359681,0.12609276,0.00000000,2.24374653,1.06381139,1.65253214,0.00000000
-5.43571786,2.33368677,0.12789879,0.00000000,2.26160627,1.08053437,1.67251555,0.00000000
-5.42971486,2.36632256,0.12939341,0.00000000,2.28403592,1.09804478,1.69427756,0.00000000
-5.42371186,2.40091779,0.13054869,0.00000000,2.31039329,1.11611368,1.71743201,0.00000000
-5.41770885,2.43689292,0.13134766,0.00000000,2.33995113,1.13452349,1.74158805,0.00000000
-5.41170585,2.47369299,0.13178424,0.00000000,2.37192373,1.15307491,1.76636348,0.00000000
-5.40570285,2.51080374,0.13186292,0.00000000,2.40549453,1.17159297,1.79139732,0.00000000
-5.39969985,2.54776522,0.13159807,0.00000000,2.43984347,1.18993185,1.81636116,0.00000000
-5.39369685,2.58418238,0.13101292,0.00000000,2.47417284,1.20797841,1.84096866,0.00000000
-5.38769385,2.61973218,0.13013833,0.00000000,2.50773039,1.22565402,1.86498278,0.00000000
-5.38169085,2.65416687,0.12901130,0.00000000,2.53982900,1.24291486,1.88822046,0.00000000
-5.37568784,2.68731350,0.12767337,0.00000000,2.56986202,1.25975052,1.91055467,0.00000000
-5.36968484,2.71906987,0.12616894,0.00000000,2.59731403,1.27618099,1.93191365,0.00000000
-5.36368184,2.74939720,0.12454353,0.00000000,2.62176676,1.29225241,1.95227762,0.00000000
-5.35767884,2.77831008,0.12284218,0.00000000,2.64290041,1.30803163,1.97167322,0.00000000
-5.35167584,2.80586455,0.12110795,0.00000000,2.66049074,1.32359989,1.99016592,0.00000000
-5.34567284,2.83214472,0.11938058,0.00000000,2.67440240,1.33904610,2.00785098,0.00000000
-5.33966983,2.85724901,0.11769544,0.00000000,2.68457930,1.35445986,2.02484350,0.00000000
-5.33366683,2.88127656,0.11608267,0.00000000,2.69103287,1.36992465,2.04126782,0.00000000
-5.32766383,2.90431461,0.11456672,0.00000000,2.69382890,1.38551152,2.05724715,0.00000000
