energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,0.75244254,0.08972544,0.00312079,0.37932640,0.00000000,0.61884179,0.15371224
-5.99399700,0.70815837,0.08393073,0.00294566,0.35420771,0.00000000,0.58454888,0.14431397
-5.98799400,0.66473618,0.07836322,0.00277431,0.32953266,0.00000000,0.55037058,0.13515119
-5.98199100,0.62292028,0.07310529,0.00261015,0.30568146,0.00000000,0.51696108,0.12636953
-5.97598799,0.58343794,0.06823905,0.00245635,0.28302245,0.00000000,0.48495446,0.11811664
-5.96998499,0.54698050,0.06384431,0.00231582,0.26190399,0.00000000,0.45494880,0.11053823
-5.96398199,0.51418671,0.05999669,0.00219114,0.24264784,0.00000000,0.42749213,0.10377458
-5.95797899,0.48562874,0.05676593,0.00208448,0.22554390,0.00000000,0.40307051,0.09795764
-5.95197599,0.46180100,0.05421440,0.00199756,0.21084644,0.00000000,0.38209843,0.09320875
-5.94597299,0.44311172,0.05239587,0.00193165,0.19877160,0.00000000,0.36491160,0.08963684
-5.93996998,0.42987730,0.05135433,0.00188752,0.18949609,0.00000000,0.35176218,0.08733719
-5.93396698,0.42231917,0.05112319,0.00186547,0.18315684,0.00000000,0.34281627,0.08639058
-5.92796398,0.42056306,0.05172445,0.00186530,0.17985143,0.00000000,0.33815364,0.08686277
-5.92196098,0.42464030,0.05316815,0.00188636,0.17963907,0.00000000,0.33776945,0.08880430
-5.91595798,0.43449105,0.05545190,0.00192758,0.18254200,0.00000000,0.34157772,0.09225036
-5.90995498,0.44996905,0.05856061,0.00198747,0.18854697,0.00000000,0.34941657,0.09722086
-5.90395198,0.47084772,0.06246634,0.00206424,0.19760693,0.00000000,0.36105470,0.10372052
-5.89794897,0.49682744,0.06712832,0.00215580,0.20964259,0.00000000,0.37619914,0.11173885
-5.89194597,0.52754368,0.07249323,0.00225983,0.22454388,0.00000000,0.39450404,0.12125025
-5.88594297,0.56257587,0.07849564,0.00237387,0.24217139,0.00000000,0.41558015,0.13221390
-5.87993997,0.60145683,0.08505875,0.00249539,0.26235753,0.00000000,0.43900497,0.14457371
-5.87393697,0.64368251,0.09209531,0.00262185,0.28490782,0.00000000,0.46433319,0.15825813
-5.86793397,0.68872185,0.09950895,0.00275076,0.30960198,0.00000000,0.49110726,0.17318007
-5.86193097,0.73602667,0.10719561,0.00287979,0.33619516,0.00000000,0.51886785,0.18923675
-5.85592796,0.78504116,0.11504538,0.00300680,0.36441930,0.00000000,0.54716391,0.20630970
-5.84992496,0.83521101,0.12294445,0.00312991,0.39398464,0.00000000,0.57556203,0.22426488
-5.84392196,0.88599176,0.13077727,0.00324756,0.42458155,0.00000000,0.60365494,0.24295303
-5.83791896,0.93685633,0.13842881,0.00335852,0.45588272,0.00000000,0.63106878,0.26221028
-5.83191596,0.98730142,0.14578688,0.00346193,0.48754577,0.00000000,0.65746905,0.28185905
-5.82591296,1.03685287,0.15274440,0.00355729,0.51921631,0.00000000,0.68256501,0.30170943
-5.81990995,1.08506968,0.15920154,0.00364450,0.55053158,0.00000000,0.70611240,0.32156083
-5.81390695,1.13154685,0.16506773,0.00372376,0.58112465,0.00000000,0.72791458,0.34120426
-5.80790395,1.17591713,0.17026335,0.00379561,0.61062924,0.00000000,0.74782195,0.36042498
-5.80190095,1.21785167,0.17472119,0.00386084,0.63868506,0.00000000,0.76572998,0.37900562
-5.79589795,1.25705989,0.17838756,0.00392041,0.66494382,0.00000000,0.78157590,0.39672982
-5.78989495,1.29328881,0.18122299,0.00397545,0.68907568,0.00000000,0.79533441,0.41338619
-5.78389195,1.32632205,0.18320266,0.00402711,0.71077618,0.00000000,0.80701269,0.42877266
-5.77788894,1.35597882,0.18431644,0.00407652,0.72977340,0.00000000,0.81664503,0.44270108
-5.77188594,1.38211321,0.18456859,0.00412475,0.74583533,0.00000000,0.82428759,0.45500183
-5.76588294,1.40461391,0.18397724,0.00417266,0.75877704,0.00000000,0.83001335,0.46552858
-5.75987994,1.42340463,0.18257361,0.00422095,0.76846759,0.00000000,0.83390781,0.47416275
-5.75387694,1.43844528,0.18040101,0.00427002,0.77483625,0.00000000,0.83606552,0.48081776
-5.74787394,1.44973389,0.17751376,0.00432001,0.77787786,0.00000000,0.83658765,0.48544268
-5.74187094,1.45730922,0.17397594,0.00437075,0.77765683,0.00000000,0.83558061,0.48802539
-5.73586793,1.46125386,0.16986010,0.00442180,0.77430974,0.00000000,0.83315573,0.48859483
-5.72986493,1.46169763,0.16524592,0.00447242,0.76804604,0.00000000,0.82942992,0.48722245
-5.72386193,1.45882075,0.16021885,0.00452167,0.75914675,0.00000000,0.82452697,0.48402263
-5.71785893,1.45285671,0.15486866,0.00456843,0.74796101,0.00000000,0.81857942,0.47915202
-5.71185593,1.44409410,0.14928806,0.00461147,0.73490031,0.00000000,0.81173053,0.47280775
-5.70585293,1.43287728,0.14357122,0.00464953,0.72043054,0.00000000,0.80413611,0.46522461
-5.69984992,1.41960536,0.13781229,0.00468137,0.70506192,0.00000000,0.79596586,0.45667103
-5.69384692,1.40472918,0.13210392,0.00470589,0.68933696,0.00000000,0.78740408,0.44744411
-5.68784392,1.38874624,0.12653569,0.00472218,0.67381693,0.00000000,0.77864921,0.43786363
-5.68184092,1.37219325,0.12119260,0.00472955,0.65906707,0.00000000,0.76991248,0.42826533
-5.67583792,1.35563647,0.11615358,0.00472764,0.64564115,0.00000000,0.76141522,0.41899335
-5.66983492,1.33965994,0.11148997,0.00471645,0.63406582,0.00000000,0.75338517,0.41039235
-5.66383192,1.32485187,0.10726419,0.00469631,0.62482545,0.00000000,0.74605178,0.40279909
-5.65782891,1.31178972,0.10352844,0.00466796,0.61834792,0.00000000,0.73964076,0.39653407
-5.65182591,1.30102439,0.10032367,0.00463246,0.61499194,0.00000000,0.73436820,0.39189316
-5.64582291,1.29306426,0.09767873,0.00459123,0.61503664,0.00000000,0.73043471,0.38913968
-5.63981991,1.28835975,0.09560982,0.00454599,0.61867358,0.00000000,0.72801987,0.38849704
-5.63381691,1.28728928,0.09412024,0.00449867,0.62600189,0.00000000,0.72727745,0.39014226
-5.62781391,1.29014718,0.09320054,0.00445139,0.63702663,0.00000000,0.72833190,0.39420071
-5.62181091,1.29713450,0.09282901,0.00440639,0.65166065,0.00000000,0.73127627,0.40074214
-5.61580790,1.30835319,0.09297259,0.00436592,0.66972990,0.00000000,0.73617198,0.40977843
-5.60980490,1.32380416,0.09358813,0.00433221,0.69098225,0.00000000,0.74305053,0.42126312
-5.60380190,1.34338963,0.09462401,0.00430742,0.71509939,0.00000000,0.75191719,0.43509285
-5.59779890,1.36691979,0.09602210,0.00429354,0.74171160,0.00000000,0.76275662,0.45111092
-5.59179590,1.39412370,0.09771992,0.00429239,0.77041472,0.00000000,0.77554010,0.46911282
-5.58579290,1.42466414,0.09965298,0.00430555,0.80078882,0.00000000,0.79023409,0.48885366
-5.57978989,1.45815568,0.10175724,0.00433438,0.83241775,0.00000000,0.80680963,0.51005740
-5.57378689,1.49418544,0.10397152,0.00438000,0.86490876,0.00000000,0.82525193,0.53242750
-5.56778389,1.53233525,0.10623985,0.00444325,0.89791139,0.00000000,0.84556956,0.55565862
-5.56178089,1.57220448,0.10851353,0.00452476,0.93113467,0.00000000,0.86780259,0.57944899
-5.55577789,1.61343195,0.11075294,0.00462494,0.96436193,0.00000000,0.89202898,0.60351281
-5.54977489,1.65571617,0.11292896,0.00474398,0.99746236,0.00000000,0.91836871,0.62759222
-5.54377189,1.69883239,0.11502390,0.00488189,1.03039873,0.00000000,0.94698505,0.65146831
-5.53776888,1.74264575,0.11703193,0.00503851,1.06323077,0.00000000,0.97808269,0.67497046
-5.53176588,1.78711957,0.11895898,0.00521354,1.09611407,0.00000000,1.01190259,0.69798374
-5.52576288,1.83231825,0.12082204,0.00540649,1.12929411,0.00000000,1.04871353,0.72045387
-5.51975988,1.87840462,0.12264803,0.00561676,1.16309597,0.00000000,1.08880051,0.74238941
-5.51375688,1.92563159,0.12447209,0.00584355,1.19790977,0.00000000,1.13245065,0.76386119
-5.50775388,1.97432872,0.12633556,0.00608589,1.23417264,0.00000000,1.17993697,0.78499881
-5.50175088,2.02488405,0.12828356,0.00634264,1.27234795,0.00000000,1.23150095,0.80598442
-5.49574787,2.07772241,0.13036243,0.00661239,1.31290265,0.00000000,1.28733477,0.82704410
-5.48974487,2.13328106,0.13261712,0.00689353,1.35628392,0.00000000,1.34756409,0.84843716
-5.48374187,2.19198409,0.13508852,0.00718416,1.40289597,0.00000000,1.41223239,0.87044385
-5.47773887,2.25421671,0.13781107,0.00748214,1.45307829,0.00000000,1.48128776,0.89335218
