energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,12.18604629,0.54741034,6.75202309,0.01565308,1.58680057,4.47858205,2.66524967,0.69116074,0.00000000
-5.99399700,12.02810945,0.54662233,6.68055729,0.01634669,1.55288805,4.47604151,2.58625114,0.68827244,0.00000000
-5.98799400,11.88657433,0.54962849,6.59686749,0.01711473,1.52733351,4.50100493,2.52197699,0.69039452,0.00000000
-5.98199100,11.76183766,0.55621585,6.50185071,0.01794275,1.51005612,4.55282559,2.47238951,0.69730197,0.00000000
-5.97598799,11.65392962,0.56610756,6.39666404,0.01881412,1.50077378,4.63015089,2.43714798,0.70868194,0.00000000
-5.96998499,11.56249111,0.57896546,6.28267692,0.01971042,1.49901181,4.73094236,2.41562259,0.72413832,0.00000000
-5.96398199,11.48675318,0.59439361,6.16141334,0.02061186,1.50411592,4.85251289,2.40691352,0.74319775,0.00000000
-5.95797899,11.42552174,0.61194304,6.03448734,0.02149775,1.51526913,4.99158120,2.40987508,0.76531707,0.00000000
-5.95197599,11.37717153,0.63111779,5.90353543,0.02234705,1.53151254,5.14434353,2.42314474,0.78989235,0.00000000
-5.94597299,11.33965282,0.65138248,5.77015003,0.02313897,1.55176977,5.30656161,2.44517678,0.81626947,0.00000000
-5.93996998,11.31051418,0.67217148,5.63581758,0.02385351,1.57487482,5.47366578,2.47428034,0.84375627,0.00000000
-5.93396698,11.28694352,0.69289959,5.50186478,0.02447208,1.59960260,5.64087124,2.50866131,0.87163624,0.00000000
-5.92796398,11.26582886,0.71297419,5.36941593,0.02497802,1.62470195,5.80330485,2.54646758,0.89918349,0.00000000
-5.92196098,11.24383863,0.73180856,5.23936329,0.02535711,1.64893003,5.95613905,2.58583664,0.92567874,0.00000000
-5.91595798,11.21751995,0.74883608,5.11235182,0.02559797,1.67108747,6.09472907,2.62494463,0.95042596,0.00000000
-5.90995498,11.18341193,0.76352474,4.98877865,0.02569239,1.69005298,6.21474880,2.66205547,0.97276919,0.00000000
-5.90395198,11.13816967,0.77539163,4.86880639,0.02563554,1.70481661,6.31232064,2.69556862,0.99210899,0.00000000
-5.89794897,11.07869340,0.78401665,4.75238913,0.02542612,1.71451012,6.38413422,2.72406395,1.00791795,0.00000000
-5.89194597,11.00225666,0.78905493,4.63930871,0.02506629,1.71843353,6.42754937,2.74634209,1.01975466,0.00000000
-5.88594297,10.90662680,0.79024746,4.52921867,0.02456157,1.71607668,6.44067862,2.76145859,1.02727557,0.00000000
-5.87993997,10.79017134,0.78742929,4.42169269,0.02392062,1.70713469,6.42244577,2.76875040,1.03024421,0.00000000
-5.87393697,10.65194412,0.78053500,4.31627463,0.02315488,1.69151677,6.37261747,2.76785360,1.02853744,0.00000000
-5.86793397,10.49174612,0.76960117,4.21252672,0.02227816,1.66934758,6.29180615,2.75871114,1.02214836,0.00000000
-5.86193097,10.31015728,0.75476559,4.11007359,0.02130619,1.64096120,6.18144384,2.74157027,1.01118571,0.00000000
-5.85592796,10.10853694,0.73626338,4.00863945,0.02025607,1.60688752,6.04372770,2.71696942,0.99586993,0.00000000
-5.84992496,9.88899256,0.71442014,3.90807713,0.01914573,1.56783181,5.88153947,2.68571486,0.97652590,0.00000000
-5.84392196,9.65431782,0.68964238,3.80838754,0.01799345,1.52464795,5.69834217,2.64884811,0.95357275,0.00000000
-5.83791896,9.40790338,0.66240586,3.70972967,0.01681728,1.47830654,5.49805860,2.60760517,0.92751126,0.00000000
-5.83191596,9.15362455,0.63324218,3.61242101,0.01563466,1.42985921,5.28493689,2.56336940,0.89890933,0.00000000
-5.82591296,8.89571181,0.60272445,3.51692968,0.01446194,1.38040056,5.06340886,2.51762012,0.86838621,0.00000000
-5.81990995,8.63861069,0.57145246,3.42385938,0.01331406,1.33102935,4.83794735,2.47187894,0.83659624,0.00000000
-5.81390695,8.38683822,0.54003815,3.33392904,0.01220432,1.28281065,4.61292842,2.42765642,0.80421265,0.00000000
-5.80790395,8.14484291,0.50909180,3.24794902,0.01114418,1.23674038,4.39250397,2.38640121,0.77191213,0.00000000
-5.80190095,7.91687510,0.47920955,3.16679577,0.01014313,1.19371380,4.18048961,2.34945404,0.74036071,0.00000000
-5.79589795,7.70687339,0.45096249,3.09138682,0.00920869,1.15449918,3.98027180,2.31800831,0.71020144,0.00000000
-5.78989495,7.51837199,0.42488762,3.02265760,0.00834645,1.11971747,3.79473692,2.29307907,0.68204404,0.00000000
-5.78389195,7.35443225,0.40148071,2.96154134,0.00756013,1.08982887,3.62622398,2.27548135,0.65645682,0.00000000
-5.77788894,7.21760011,0.38119112,2.90895282,0.00685176,1.06512634,3.47650139,2.26581861,0.63396081,0.00000000
-5.77188594,7.10988945,0.36441826,2.86577620,0.00622182,1.04573620,3.34676663,2.26448115,0.61502598,0.00000000
-5.76588294,7.03278990,0.35150949,2.83285689,0.00566948,1.03162539,3.23766728,2.27165427,0.60006931,0.00000000
-5.75987994,6.98729610,0.34275918,2.81099682,0.00519276,1.02261468,3.14934010,2.28733488,0.58945424,0.00000000
-5.75387694,6.97395394,0.33840833,2.80095204,0.00478876,1.01839684,3.08146473,2.31135523,0.58349124,0.00000000
-5.74787394,6.99291875,0.33864453,2.80343164,0.00445390,1.01855877,3.03332782,2.34341184,0.58243879,0.00000000
-5.74187094,7.04401956,0.34360180,2.81909637,0.00418403,1.02260604,3.00389316,2.38309745,0.58650450,0.00000000
-5.73586793,7.12682339,0.35335999,2.84855560,0.00397466,1.02998862,2.99187350,2.42993372,0.59584574,0.00000000
-5.72986493,7.24069375,0.36794350,2.89236130,0.00382107,1.04012640,2.99580000,2.48340245,0.61056955,0.00000000
-5.72386193,7.38483836,0.38731932,2.95099788,0.00371843,1.05243318,3.01408574,2.54297308,0.63073143,0.00000000
-5.71785893,7.55834166,0.41139421,3.02486701,0.00366187,1.06633803,3.04508046,2.60812484,0.65633296,0.00000000
-5.71185593,7.76017941,0.44001133,3.11426707,0.00364657,1.08130312,3.08711456,2.67836190,0.68731822,0.00000000
-5.70585293,7.98921394,0.47294655,3.21936732,0.00366778,1.09683728,3.13853116,2.75322076,0.72356918,0.00000000
-5.69984992,8.24417022,0.50990479,3.34017739,0.00372085,1.11250508,3.19770627,2.83226960,0.76490025,0.00000000
-5.69384692,8.52359470,0.55051696,3.47651314,0.00380120,1.12793119,3.26305769,2.91509973,0.81105266,0.00000000
-5.68784392,8.82580039,0.59433790,3.62796060,0.00390437,1.14280046,3.33304434,3.00131018,0.86168897,0.00000000
-5.68184092,9.14880288,0.64084594,3.79383997,0.00402597,1.15685400,3.40615822,3.09048678,0.91638844,0.00000000
-5.67583792,9.49025319,0.68944462,3.97317205,0.00416167,1.16988228,3.48091171,3.18217765,0.97464394,0.00000000
-5.66983492,9.84737400,0.73946697,4.16464957,0.00430721,1.18171584,3.55582329,3.27586725,1.03586091,0.00000000
-5.66383192,10.21690585,0.79018259,4.36661613,0.00445841,1.19221490,3.62940452,3.37095147,1.09935912,0.00000000
-5.65782891,10.59506999,0.84080791,4.57705503,0.00461115,1.20125873,3.70015116,3.46671608,1.16437746,0.00000000
-5.65182591,10.97755349,0.89051940,4.79359031,0.00476140,1.20873582,3.76654069,3.56232072,1.23008226,0.00000000
-5.64582291,11.35952135,0.93846971,5.01350154,0.00490529,1.21453574,3.82703802,3.65679045,1.29557922,0.00000000
-5.63981991,11.73565871,0.98380620,5.23375361,0.00503909,1.21854344,3.88011033,3.74901617,1.35992879,0.00000000
-5.63381691,12.10024454,1.02569144,5.45104178,0.00515931,1.22063631,3.92425122,3.83776491,1.42216477,0.00000000
-5.62781391,12.44725620,1.06332483,5.66185176,0.00526276,1.22068445,3.95801346,3.92169998,1.48131566,0.00000000
-5.62181091,12.77050226,1.09596449,5.86253338,0.00534657,1.21855401,3.98004900,3.99941084,1.53642797,0.00000000
-5.61580790,13.06377924,1.12294858,6.04938612,0.00540831,1.21411328,3.98915395,4.06945132,1.58659068,0.00000000
-5.60980490,13.32104602,1.14371502,6.21875350,0.00544600,1.20724123,3.98431609,4.13038463,1.63095988,0.00000000
-5.60380190,13.53660858,1.15781869,6.36712304,0.00545817,1.19783763,3.96476178,4.18083298,1.66878257,0.00000000
-5.59779890,13.70530650,1.16494533,6.49122806,0.00544391,1.18583413,3.92999923,4.21952927,1.69941852,0.00000000
-5.59179590,13.82269268,1.16492148,6.58814693,0.00540289,1.17120529,3.87985535,4.24536817,1.72235921,0.00000000
-5.58579290,13.88519720,1.15771984,6.65539575,0.00533535,1.15397877,3.81450317,4.25745383,1.73724310,0.00000000
-5.57978989,13.89026744,1.14345993,6.69101042,0.00524210,1.13424399,3.73447805,4.25514168,1.74386627,0.00000000
-5.57378689,13.83647713,1.12240388,6.69361417,0.00512449,1.11215825,3.64068088,4.23807193,1.74218820,0.00000000
-5.56778389,13.72359866,1.09494762,6.66246776,0.00498438,1.08795010,3.53436756,4.20619300,1.73233213,0.00000000
-5.56178089,13.55263476,1.06160773,6.59749967,0.00482403,1.06191939,3.41712470,4.15977355,1.71458016,0.00000000
-5.55577789,13.32580759,1.02300481,6.49931495,0.00464610,1.03443385,3.29083219,4.09940217,1.68936326,0.00000000
-5.54977489,13.04650508,0.97984378,6.36918218,0.00445350,1.00592228,3.15761406,4.02597491,1.65724645,0.00000000
-5.54377189,12.71918683,0.93289225,6.20899884,0.00424935,0.97686456,3.01977948,3.94067082,1.61891009,0.00000000
-5.53776888,12.34925325,0.88295776,6.02123668,0.00403684,0.94777874,2.87975634,3.84491680,1.57512775,0.00000000
-5.53176588,11.94288358,0.83086483,5.80886930,0.00381918,0.91920597,2.74002012,3.74034309,1.52674186,0.00000000
-5.52576288,11.50684958,0.77743264,5.57528491,0.00359952,0.89169364,2.60302081,3.62873152,1.47463798,0.00000000
