energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.56778389,3.08364859,0.05724271,0.00015109,0.37693972,0.84797343,0.64425701,0.59282039
-5.56178089,3.27199933,0.06104041,0.00016153,0.42384388,0.88300304,0.67309795,0.62157464
-5.55577789,3.46454583,0.06495786,0.00017229,0.47320332,0.91814749,0.70328468,0.65092144
-5.54977489,3.65874930,0.06896745,0.00018322,0.52454960,0.95278137,0.73429250,0.68040718
-5.54377189,3.85178522,0.07303524,0.00019414,0.57731822,0.98623561,0.76553348,0.70953250
-5.53776888,4.04060064,0.07712094,0.00020486,0.63085484,1.01781569,0.79637202,0.73776418
-5.53176588,4.22198287,0.08117814,0.00021519,0.68442558,1.04682143,0.82614237,0.76454871
-5.52576288,4.39263790,0.08515485,0.00022492,0.73723139,1.07256743,0.85416735,0.78932706
-5.51975988,4.54927644,0.08899429,0.00023387,0.78842611,1.09440363,0.87977791,0.81155037
-5.51375688,4.68870457,0.09263603,0.00024184,0.83713789,1.11173515,0.90233261,0.83069581
-5.50775388,4.80791624,0.09601740,0.00024865,0.88249308,1.12404078,0.92123661,0.84628225
-5.50175088,4.90418386,0.09907512,0.00025416,0.92364179,1.13088937,0.93595929,0.85788504
-5.49574787,4.97514366,0.10174718,0.00025823,0.95978411,1.13195358,0.94605004,0.86514934
-5.48974487,5.01887229,0.10397474,0.00026075,0.99019582,1.12702038,0.95115164,0.86780161
-5.48374187,5.03395127,0.10570415,0.00026167,1.01425241,1.11599794,0.95101061,0.86565859
-5.47773887,5.01951652,0.10688891,0.00026093,1.03145036,1.09891870,0.94548441,0.85863350
-5.47173587,4.97529054,0.10749136,0.00025854,1.04142470,1.07593845,0.93454502,0.84673926
-5.46573287,4.90159580,0.10748431,0.00025452,1.04396180,1.04733144,0.91827894,0.83008837
-5.45972986,4.79934829,0.10685221,0.00024895,1.03900702,1.01348188,0.89688350,0.80888967
-5.45372686,4.67003167,0.10559194,0.00024192,1.02666666,0.97487200,0.87065985,0.78344193
-5.44772386,4.51565272,0.10371324,0.00023355,1.00720413,0.93206733,0.84000271,0.75412462
-5.44172086,4.33868015,0.10123862,0.00022399,0.98103062,0.88569975,0.80538752,0.72138630
-5.43571786,4.14196923,0.09820278,0.00021340,0.94869065,0.83644897,0.76735544,0.68573091
-5.42971486,3.92867562,0.09465165,0.00020198,0.91084326,0.78502323,0.72649672,0.64770283
-5.42371186,3.70216194,0.09064098,0.00018989,0.86823967,0.73213993,0.68343336,0.60787108
-5.41770885,3.46590108,0.08623464,0.00017735,0.82169855,0.67850699,0.63880141,0.56681338
-5.41170585,3.22338008,0.08150264,0.00016453,0.77208002,0.62480543,0.59323384,0.52510075
-5.40570285,2.97800839,0.07651900,0.00015162,0.72025949,0.57167390,0.54734449,0.48328313
-5.39969985,2.73303390,0.07135955,0.00013879,0.66710244,0.51969564,0.50171351,0.44187649
-5.39369685,2.49146948,0.06609979,0.00012619,0.61344117,0.46938797,0.45687500,0.40135202
-5.38769385,2.25603229,0.06081283,0.00011396,0.56005430,0.42119473,0.41330693,0.36212741
-5.38169085,2.02909727,0.05556759,0.00010223,0.50764976,0.37548170,0.37142359,0.32456057
-5.37568784,1.81266557,0.05042718,0.00009109,0.45685148,0.33253469,0.33157076,0.28894585
-5.36968484,1.60834774,0.04544769,0.00008062,0.40819031,0.29256048,0.29402342,0.25551254
-5.36368184,1.41736120,0.04067724,0.00007087,0.36209884,0.25568995,0.25898590,0.22442564
-5.35767884,1.24054048,0.03615542,0.00006188,0.31891016,0.22198331,0.22659422,0.19578856
-5.35167584,1.07835863,0.03191307,0.00005366,0.27886009,0.19143685,0.19692032,0.16964750
-5.34567284,0.93095775,0.02797232,0.00004622,0.24209239,0.16399089,0.16997777,0.14599709
-5.33966983,0.79818633,0.02434703,0.00003954,0.20866648,0.13953839,0.14572865,0.12478700
-5.33366683,0.67964122,0.02104333,0.00003359,0.17856691,0.11793393,0.12409111,0.10592909
-5.32766383,0.57471193,0.01806043,0.00002835,0.15171415,0.09900262,0.10494734,0.08930475
-5.32166083,0.48262539,0.01539152,0.00002376,0.12797583,0.08254857,0.08815150,0.07477227
-5.31565783,0.40248930,0.01302479,0.00001978,0.10717825,0.06836279,0.07353741,0.06217371
-5.30965483,0.33333269,0.01094440,0.00001635,0.08911735,0.05623029,0.06092570,0.05134135
-5.30365183,0.27414258,0.00913151,0.00001343,0.07356901,0.04593613,0.05013026,0.04210332
-5.29764882,0.22389595,0.00756524,0.00001095,0.06029826,0.03727053,0.04096384,0.03428851
-5.29164582,0.18158671,0.00622349,0.00000887,0.04906733,0.03003294,0.03324278,0.02773061
-5.28564282,0.14624736,0.00508374,0.00000714,0.03964229,0.02403509,0.02679080,0.02227124
-5.27963982,0.11696563,0.00412372,0.00000570,0.03179840,0.01910313,0.02144187,0.01776233
-5.27363682,0.09289629,0.00332189,0.00000453,0.02532419,0.01507894,0.01704228,0.01406771
-5.26763382,0.07326873,0.00265790,0.00000358,0.02002421,0.01182068,0.01345193,0.01106404
-5.26163082,0.05739073,0.00211289,0.00000281,0.01572088,0.00920282,0.01054496,0.00864119
-5.25562781,0.04464920,0.00166972,0.00000219,0.01225525,0.00711564,0.00820987,0.00670210
-5.24962481,0.03450841,0.00131308,0.00000171,0.00948711,0.00546438,0.00634911,0.00516233
-5.24362181,0.02650635,0.00102958,0.00000134,0.00729446,0.00416814,0.00487848,0.00394927
-5.23761881,0.02024981,0.00080777,0.00000106,0.00557253,0.00315864,0.00372615,0.00300126
-5.23161581,0.01540873,0.00063812,0.00000086,0.00423255,0.00237890,0.00283167,0.00226653
-5.22561281,0.01171011,0.00051301,0.00000073,0.00320029,0.00178189,0.00214479,0.00170209
-5.21960980,0.00893201,0.00042670,0.00000066,0.00241454,0.00132924,0.00162439,0.00127271
-5.21360680,0.00689783,0.00037535,0.00000066,0.00182562,0.00099005,0.00123736,0.00094985
-5.20760380,0.00547108,0.00035702,0.00000072,0.00139394,0.00073976,0.00095764,0.00071072
-5.20160080,0.00455087,0.00037175,0.00000086,0.00108874,0.00055918,0.00076529,0.00053742
-5.19559780,0.00406817,0.00042168,0.00000108,0.00088685,0.00043362,0.00064578,0.00041618
-5.18959480,0.00398288,0.00051125,0.00000140,0.00077182,0.00035219,0.00058933,0.00033672
-5.18359180,0.00428180,0.00064738,0.00000184,0.00073302,0.00030717,0.00059041,0.00029172
-5.17758879,0.00497737,0.00083985,0.00000245,0.00076509,0.00029355,0.00064741,0.00027635
-5.17158579,0.00610722,0.00110163,0.00000326,0.00086746,0.00030863,0.00076242,0.00028795
-5.16558279,0.00773451,0.00144930,0.00000432,0.00104404,0.00035177,0.00094108,0.00032575
-5.15957979,0.00994871,0.00190357,0.00000570,0.00130307,0.00042413,0.00119256,0.00039071
-5.15357679,0.01286699,0.00248974,0.00000748,0.00165705,0.00052862,0.00152965,0.00048534
-5.14757379,0.01663591,0.00323824,0.00000974,0.00212280,0.00066973,0.00196886,0.00061369
-5.14157079,0.02143311,0.00418516,0.00001259,0.00272151,0.00085354,0.00253057,0.00078124
-5.13556778,0.02746905,0.00537263,0.00001617,0.00347886,0.00108768,0.00323917,0.00099491
-5.12956478,0.03498833,0.00684923,0.00002062,0.00442508,0.00138132,0.00412318,0.00126303
-5.12356178,0.04427032,0.00867017,0.00002611,0.00559499,0.00174514,0.00521531,0.00159533
-5.11755878,0.05562894,0.01089728,0.00003282,0.00702790,0.00219129,0.00655242,0.00200286
-5.11155578,0.06941111,0.01359874,0.00004097,0.00876739,0.00273332,0.00817530,0.00249795
-5.10555278,0.08599370,0.01684854,0.00005076,0.01086089,0.00338603,0.01012830,0.00309407
-5.09954977,0.10577858,0.02072549,0.00006245,0.01335903,0.00416527,0.01245877,0.00380561
-5.09354677,0.12918560,0.02531189,0.00007628,0.01631473,0.00508770,0.01521624,0.00464766
-5.08754377,0.15664321,0.03069165,0.00009250,0.01978200,0.00617037,0.01845128,0.00563565
-5.08154077,0.18857680,0.03694803,0.00011137,0.02381447,0.00743037,0.02221415,0.00678492
-5.07553777,0.22539457,0.04416085,0.00013313,0.02846356,0.00888427,0.02655319,0.00811024
-5.06953477,0.26747133,0.05240329,0.00015799,0.03377642,0.01054753,0.03151291,0.00962521
-5.06353177,0.31513031,0.06173833,0.00018615,0.03979362,0.01243389,0.03713186,0.01134166
-5.05752876,0.36862369,0.07221481,0.00021777,0.04654664,0.01455471,0.04344042,0.01326889
-5.05152576,0.42811237,0.08386351,0.00025292,0.05405529,0.01691832,0.05045849,0.01541307
-5.04552276,0.49364593,0.09669306,0.00029165,0.06232509,0.01952942,0.05819317,0.01777647
-5.03951976,0.56514370,0.11068617,0.00033389,0.07134486,0.02238862,0.06663669,0.02035684
-5.03351676,0.64237805,0.12579621,0.00037952,0.08108444,0.02549208,0.07576457,0.02314691
-5.02751376,0.72496106,0.14194440,0.00042829,0.09149295,0.02883145,0.08553424,0.02613393
-5.02151076,0.81233575,0.15901793,0.00047986,0.10249751,0.03239408,0.09588424,0.02929949
-5.01550775,0.90377292,0.17686900,0.00053379,0.11400265,0.03616353,0.10673418,0.03261949
-5.00950475,0.99837460,0.19531518,0.00058954,0.12589052,0.04012063,0.11798551,0.03606444
-5.00350175,1.09508484,0.21414110,0.00064644,0.13802201,0.04424489,0.12952324,0.03960002
-4.99749875,1.19270827,0.23310159,0.00070378,0.15023869,0.04851655,0.14121867,0.04318793
-4.99149575,1.28993653,0.25192620,0.00076072,0.16236585,0.05291906,0.15293325,0.04678718
-4.98549275,1.38538236,0.27032521,0.00081641,0.17421632,0.05744227,0.16452329,0.05035552
-4.97948974,1.47762059,0.28799683,0.00086992,0.18559515,0.06208604,0.17584572,0.05385134
-4.97348674,1.56523502,0.30463537,0.00092035,0.19630498,0.06686447,0.18676471,0.05723574
-4.96748374,1.64686956,0.31994027,0.00096678,0.20615192,0.07181050,0.19715874,0.06047480
-4.96148074,1.72128203,0.33362537,0.00100837,0.21495166,0.07698094,0.20692831,0.06354199
-4.95547774,1.78739833,0.34542837,0.00104432,0.22253575,0.08246164,0.21600361,0.06642068
-4.94947474,1.84436493,0.35511967,0.00107395,0.22875752,0.08837280,0.22435211,0.06910655
-4.94347174,1.89159729,0.36251056,0.00109671,0.23349773,0.09487410,0.23198572,0.07160984
-4.93746873,1.92882197,0.36746014,0.00111218,0.23666934,0.10216953,0.23896705,0.07395743
-4.93146573,1.95611040,0.36988071,0.00112011,0.23822157,0.11051149,0.24541465,0.07619447
-4.92546273,1.97390254,0.36974134,0.00112043,0.23814275,0.12020415,0.25150677,0.07838564
-4.91945973,1.98301885,0.36706945,0.00111325,0.23646214,0.13160554,0.25748345,0.08061578
-4.91345673,1.98465979,0.36195036,0.00109886,0.23325042,0.14512814,0.26364663,0.08298998
-4.90745373,1.98039203,0.35452461,0.00107771,0.22861908,0.16123771,0.27035821,0.08563284
-4.90145073,1.97212163,0.34498351,0.00105041,0.22271857,0.18045003,0.27803574,0.08868716
-4.89544772,1.96205438,0.33356280,0.00101773,0.21573551,0.20332524,0.28714594,0.09231165
-4.88944472,1.95264435,0.32053486,0.00098054,0.20788898,0.23045965,0.29819574,0.09667801
-4.88344172,1.94653199,0.30619983,0.00093978,0.19942619,0.26247480,0.31172113,0.10196711
-4.87743872,1.94647333,0.29087596,0.00089648,0.19061765,0.30000376,0.32827399,0.10836455
-4.87143572,1.95526240,0.27488967,0.00085168,0.18175210,0.34367459,0.34840685,0.11605546
-4.86543272,1.97564901,0.25856571,0.00080641,0.17313133,0.39409131,0.37265631,0.12521876
-4.85942971,2.01025425,0.24221782,0.00076169,0.16506518,0.45181256,0.40152509,0.13602096
-4.85342671,2.06148608,0.22614016,0.00071845,0.15786669,0.51732835,0.43546348,0.14860974
-4.84742371,2.13145769,0.21059997,0.00067754,0.15184758,0.59103575,0.47485060,0.16310730
-4.84142071,2.22191080,0.19583152,0.00063972,0.14731416,0.67321406,0.51997604,0.17960392
-4.83541771,2.33414660,0.18203160,0.00060560,0.14456352,0.76400042,0.57102263,0.19815179
-4.82941471,2.46896628,0.16935657,0.00057568,0.14388010,0.86336705,0.62805100,0.21875944
-4.82341171,2.62662347,0.15792101,0.00055030,0.14553257,0.97110099,0.69098658,0.24138701
-4.81740870,2.80679045,0.14779791,0.00052966,0.14977081,1.08678762,0.75960974,0.26594253
-4.81140570,3.00853949,0.13902025,0.00051382,0.15682318,1.20979904,0.83354982,0.29227961
-4.80540270,3.23034087,0.13158380,0.00050269,0.16689369,1.33928831,0.91228343,0.32019658
-4.79939970,3.47007816,0.12545100,0.00049608,0.18015923,1.47419045,0.99513749,0.34943734
-4.79339670,3.72508124,0.12055562,0.00049365,0.19676677,1.61323080,1.08129741,0.37969406
-4.78739370,3.99217666,0.11680797,0.00049501,0.21683055,1.75494122,1.16982035,0.41061161
-4.78139070,4.26775476,0.11410048,0.00049965,0.24042916,1.89768402,1.25965340,0.44179403
-4.77538769,4.54785182,0.11231334,0.00050701,0.26760276,2.03968343,1.34965646,0.47281250
-4.76938469,4.82824529,0.11132003,0.00051650,0.29835042,2.17906388,1.43862908,0.50321503
-4.76338169,5.10455933,0.11099245,0.00052751,0.33262761,2.31389394,1.52534051,0.53253732
-4.75737869,5.37237726,0.11120566,0.00053941,0.37034409,2.44223464,1.60856184,0.56031463
-4.75137569,5.62735737,0.11184188,0.00055159,0.41136220,2.56219040,1.68709913,0.58609406
-4.74537269,5.86534778,0.11279376,0.00056350,0.45549565,2.67196052,1.75982616,0.60944700
-4.73936968,6.08249636,0.11396681,0.00057459,0.50250892,2.76988943,1.82571550,0.62998117
-4.73336668,6.27535138,0.11528094,0.00058441,0.55211733,2.85451337,1.88386652,0.64735170
-4.72736368,6.44094910,0.11667120,0.00059256,0.60398773,2.92460168,1.93352914,0.66127092
-4.72136068,6.57688484,0.11808752,0.00059872,0.65773995,2.97919076,1.97412235,0.67151644
-4.71535768,6.68136474,0.11949386,0.00060264,0.71294888,3.01760944,2.00524653,0.67793706
-4.70935468,6.75323644,0.12086660,0.00060416,0.76914735,3.03949433,2.02668919,0.68045642
-4.70335168,6.79199750,0.12219233,0.00060320,0.82582958,3.04479491,2.03842391,0.67907412
-4.69734867,6.79778187,0.12346540,0.00059974,0.88245540,3.03376786,2.04060263,0.67386438
-4.69134567,6.77132542,0.12468510,0.00059384,0.93845518,3.00696130,2.03354170,0.66497225
-4.68534267,6.71391261,0.12585285,0.00058561,0.99323553,2.96518962,2.01770269,0.65260759
-4.67933967,6.62730737,0.12696953,0.00057522,1.04618572,2.90950032,1.99366890,0.63703716
-4.67333667,6.51367183,0.12803301,0.00056286,1.09668505,2.84113446,1.96211883,0.61857513
-4.66733367,6.37547702,0.12903617,0.00054875,1.14411103,2.76148268,1.92379813,0.59757250
-4.66133067,6.21541002,0.12996539,0.00053314,1.18784853,2.67203892,1.87949138,0.57440586
-4.65532766,6.03628185,0.13079971,0.00051628,1.22729977,2.57435379,1.82999505,0.54946604
-4.64932466,5.84094025,0.13151059,0.00049840,1.26189515,2.46998982,1.77609303,0.52314708
-4.64332166,5.63219092,0.13206236,0.00047974,1.29110472,2.36048016,1.71853557,0.49583587
-4.63731866,5.41273004,0.13241328,0.00046050,1.31445009,2.24729240,1.65802256,0.46790304
-4.63131566,5.18509024,0.13251716,0.00044089,1.33151646,2.13179856,1.59519156,0.43969510
-4.62531266,4.95160104,0.13232540,0.00042106,1.34196434,2.01525199,1.53061072,0.41152826
-4.61930965,4.71436400,0.13178934,0.00040117,1.34554054,1.89877150,1.46477642,0.38368392
-4.61330665,4.47524201,0.13086280,0.00038131,1.34208787,1.78333254,1.39811522,0.35640581
-4.60730365,4.23586106,0.12950459,0.00036160,1.33155311,1.66976510,1.33098949,0.32989884
-4.60130065,3.99762272,0.12768089,0.00034209,1.31399262,1.55875729,1.26370572,0.30432940
-4.59529765,3.76172466,0.12536728,0.00032285,1.28957529,1.45086381,1.19652476,0.27982684
-4.58929465,3.52918661,0.12255047,0.00030392,1.25858237,1.34651806,1.12967280,0.25648615
-4.58329165,3.30087906,0.11922939,0.00028533,1.22140394,1.24604659,1.06335243,0.23437124
-4.57728864,3.07755216,0.11541579,0.00026711,1.17853212,1.14968488,0.99775258,0.21351884
-4.57128564,2.85986257,0.11113424,0.00024930,1.13055086,1.05759311,0.93305706,0.19394256
-4.56528264,2.64839660,0.10642153,0.00023191,1.07812280,0.96987128,0.86945087,0.17563698
-4.55927964,2.44368844,0.10132551,0.00021498,1.02197352,0.88657266,0.80712423,0.15858157
-4.55327664,2.24623264,0.09590355,0.00019854,0.96287375,0.80771532,0.74627411,0.14274429
-4.54727364,2.05649095,0.09022048,0.00018263,0.90162026,0.73329129,0.68710348,0.12808472
-4.54127064,1.87489381,0.08434645,0.00016728,0.83901621,0.66327336,0.62981849,0.11455671
-4.53526763,1.70183715,0.07835453,0.00015253,0.77585170,0.59761960,0.57462403,0.10211053
-4.52926463,1.53767577,0.07231834,0.00013843,0.71288523,0.53627597,0.52171819,0.09069448
-4.52326163,1.38271431,0.06630975,0.00012502,0.65082697,0.47917719,0.47128607,0.08025613
-4.51725863,1.23719728,0.06039684,0.00011232,0.59032419,0.42624659,0.42349359,0.07074307
-4.51125563,1.10129926,0.05464209,0.00010038,0.53194953,0.37739504,0.37848170,0.06210343
-4.50525263,0.97511647,0.04910090,0.00008921,0.47619229,0.33251975,0.33636145,0.05428612
-4.49924962,0.85866039,0.04382056,0.00007883,0.42345294,0.29150298,0.29721021,0.04724091
-4.49324662,0.75185432,0.03883953,0.00006925,0.37404088,0.25421123,0.26106925,0.04091846
-4.48724362,0.65453294,0.03418716,0.00006047,0.32817523,0.22049495,0.22794285,0.03527029
-4.48124062,0.56644520,0.02988379,0.00005248,0.28598836,0.19018890,0.19779879,0.03024871
-4.47523762,0.48726008,0.02594109,0.00004527,0.24753182,0.16311335,0.17057024,0.02580689
-4.46923462,0.41657520,0.02236276,0.00003879,0.21278419,0.13907592,0.14615884,0.02189890
-4.46323162,0.35392741,0.01914539,0.00003303,0.18166028,0.11787394,0.12443868,0.01847979
-4.45722861,0.29880502,0.01627949,0.00002795,0.15402122,0.09929745,0.10526101,0.01550586
-4.45122561,0.25066085,0.01375058,0.00002349,0.12968503,0.08313228,0.08845937,0.01293475
-4.44522261,0.20892554,0.01154038,0.00001961,0.10843700,0.06916342,0.07385479,0.01072578
-4.43921961,0.17302053,0.00962790,0.00001626,0.09003967,0.05717824,0.06126100,0.00884011
-4.43321661,0.14237012,0.00799055,0.00001339,0.07424213,0.04696954,0.05048926,0.00724101
-4.42721361,0.11641236,0.00660512,0.00001095,0.06078818,0.03833828,0.04135280,0.00589405
-4.42121061,0.09460835,0.00544870,0.00000890,0.04942341,0.03109592,0.03367060,0.00476725
-4.41520760,0.07644984,0.00449941,0.00000718,0.03990107,0.02506628,0.02727063,0.00383121
-4.40920460,0.06146512,0.00373709,0.00000575,0.03198664,0.02008685,0.02199232,0.00305916
-4.40320160,0.04922307,0.00314376,0.00000457,0.02546124,0.01600977,0.01768842,0.00242697
-4.39719860,0.03933570,0.00270409,0.00000361,0.02012391,0.01270214,0.01422623,0.00191311
-4.39119560,0.03145913,0.00240566,0.00000284,0.01579295,0.01004611,0.01148825,0.00149859
-4.38519260,0.02529338,0.00223911,0.00000221,0.01230632,0.00793849,0.00937232,0.00116680
-4.37918959,0.02058100,0.00219827,0.00000171,0.00952149,0.00629014,0.00779136,0.00090336
-4.37318659,0.01710499,0.00228016,0.00000131,0.00731461,0.00502507,0.00667278,0.00069598
-4.36718359,0.01468601,0.00248488,0.00000100,0.00557940,0.00407941,0.00595758,0.00053424
-4.36118059,0.01317910,0.00281547,0.00000076,0.00422568,0.00340032,0.00559929,0.00040938
-4.35517759,0.01247021,0.00327766,0.00000057,0.00317778,0.00294478,0.00556271,0.00031417
-4.34917459,0.01247245,0.00387959,0.00000043,0.00237292,0.00267835,0.00582264,0.00024263
-4.34317159,0.01312234,0.00463138,0.00000032,0.00175954,0.00257404,0.00636243,0.00018991
-4.33716858,0.01437599,0.00554464,0.00000023,0.00129572,0.00261112,0.00717254,0.00015213
-4.33116558,0.01620541,0.00663200,0.00000017,0.00094777,0.00277407,0.00824910,0.00012616
-4.32516258,0.01859480,0.00790640,0.00000013,0.00068882,0.00305151,0.00959240,0.00010958
-4.31915958,0.02153704,0.00938041,0.00000009,0.00049770,0.00343531,0.01120545,0.00010045
-4.31315658,0.02503029,0.01106550,0.00000007,0.00035788,0.00391967,0.01309243,0.00009732
-4.30715358,0.02907470,0.01297118,0.00000005,0.00025658,0.00450031,0.01525735,0.00009904
