energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.85592796,5.15354313,0.00532519,0.35691103,0.19612795,5.96768765,2.67150526,0.06816461,1.42726983
-5.84992496,5.23018134,0.00485184,0.37247046,0.20182709,6.17170749,2.69376491,0.06907269,1.44375409
-5.84392196,5.31009805,0.00442979,0.38819885,0.20699968,6.36696972,2.71938447,0.07006971,1.46131814
-5.83791896,5.39068594,0.00405793,0.40384272,0.21153018,6.54969067,2.74710152,0.07112545,1.47930157
-5.83191596,5.46949119,0.00373487,0.41916821,0.21532231,6.71638677,2.77572955,0.07221007,1.49706642
-5.82591296,5.54428487,0.00345904,0.43396431,0.21830213,6.86395080,2.80419616,0.07329493,1.51401807
-5.81990995,5.61312471,0.00322877,0.44804546,0.22042036,6.98971531,2.83157604,0.07435324,1.52962376
-5.81390695,5.67440447,0.00304244,0.46125359,0.22165387,7.09150081,2.85711737,0.07536067,1.54342780
-5.80790395,5.72688933,0.00289845,0.47345928,0.22200615,7.16764735,2.88026060,0.07629589,1.55506328
-5.80190095,5.76973622,0.00279538,0.48456226,0.22150676,7.21702888,2.90064888,0.07714090,1.56425963
-5.79589795,5.80249905,0.00273196,0.49449124,0.22020989,7.23905108,2.91813021,0.07788134,1.57084629
-5.78989495,5.82511952,0.00270712,0.50320307,0.21819192,7.23363396,2.93275138,0.07850657,1.57475249
-5.78389195,5.83790503,0.00272001,0.51068145,0.21554826,7.20118145,2.94474465,0.07900972,1.57600338
-5.77788894,5.84149566,0.00276995,0.51693533,0.21238949,7.14254079,2.95450815,0.07938756,1.57471319
-5.77188594,5.83682268,0.00285652,0.52199706,0.20883713,7.05895474,2.96258138,0.07964036,1.57107586
-5.76588294,5.82506120,0.00297942,0.52592056,0.20501911,6.95200968,2.96961720,0.07977160,1.56535391
-5.75987994,5.80757964,0.00313854,0.52877950,0.20106522,6.82358270,2.97635193,0.07978771,1.55786604
-5.75387694,5.78588835,0.00333391,0.53066563,0.19710279,6.67579013,2.98357485,0.07969768,1.54897429
-5.74787394,5.76158963,0.00356563,0.53168735,0.19325260,6.51093947,2.99209845,0.07951276,1.53907120
-5.74187094,5.73633060,0.00383390,0.53196839,0.18962543,6.33148615,3.00273047,0.07924604,1.52856737
-5.73586793,5.71176017,0.00413896,0.53164667,0.18631915,6.13999558,3.01624835,0.07891213,1.51787986
-5.72986493,5.68949055,0.00448106,0.53087320,0.18341648,5.93911047,3.03337669,0.07852678,1.50742152
-5.72386193,5.67106345,0.00486041,0.52981091,0.18098357,5.73152279,3.05476779,0.07810652,1.49759138
-5.71785893,5.65792057,0.00527718,0.52863329,0.17906919,5.51994923,3.08098525,0.07766828,1.48876606
-5.71185593,5.65137782,0.00573146,0.52752275,0.17770458,5.30710877,3.11249028,0.07722906,1.48129203
-5.70585293,5.65260238,0.00622319,0.52666849,0.17690398,5.09570100,3.14963051,0.07680555,1.47547882
-5.69984992,5.66259201,0.00675212,0.52626399,0.17666548,4.88838381,3.19263074,0.07641371,1.47159267
-5.69384692,5.68215577,0.00731779,0.52650379,0.17697237,4.68774942,3.24158534,0.07606843,1.46985087
-5.68784392,5.71189603,0.00791948,0.52757995,0.17779461,4.49629809,3.29645204,0.07578308,1.47041657
-5.68184092,5.75219152,0.00855615,0.52967783,0.17909057,4.31640925,3.35704708,0.07556916,1.47339407
-5.67583792,5.80318190,0.00922639,0.53297167,0.18080869,4.15031042,3.42304158,0.07543586,1.47882478
-5.66983492,5.86475443,0.00992842,0.53761986,0.18288921,4.00004443,3.49395977,0.07538974,1.48668397
-5.66383192,5.93653382,0.01066004,0.54376018,0.18526580,3.86743628,3.56917912,0.07543440,1.49687862
-5.65782891,6.01787631,0.01141863,0.55150525,0.18786707,3.75406059,3.64793315,0.07557025,1.50924658
-5.65182591,6.10786931,0.01220119,0.56093829,0.19061802,3.66121138,3.72931744,0.07579436,1.52355742
-5.64582291,6.20533771,0.01300434,0.57210942,0.19344139,3.58987528,3.81229933,0.07610039,1.53951517
-5.63981991,6.30885775,0.01382437,0.58503273,0.19625901,3.54070962,3.89573180,0.07647868,1.55676312
-5.63381691,6.41677906,0.01465737,0.59968415,0.19899305,3.51402628,3.97837172,0.07691644,1.57489089
-5.62781391,6.52725498,0.01549925,0.61600024,0.20156737,3.50978194,4.05890249,0.07739813,1.59344365
-5.62181091,6.63828063,0.01634592,0.63387793,0.20390883,3.52757509,4.13596073,0.07790587,1.61193327
-5.61580790,6.74773797,0.01719336,0.65317530,0.20594873,3.56664977,4.20816644,0.07842007,1.62985130
-5.60980490,6.85344620,0.01803775,0.67371311,0.20762422,3.62590568,4.27415567,0.07892009,1.64668305
-5.60380190,6.95321567,0.01887555,0.69527730,0.20887972,3.70391412,4.33261457,0.07938499,1.66192248
-5.59779890,7.04490324,0.01970364,0.71762211,0.20966834,3.79893908,4.38231357,0.07979439,1.67508711
-5.59179590,7.12646657,0.02051930,0.74047384,0.20995319,3.90896269,4.42214012,0.08012920,1.68573237
-5.58579290,7.19601531,0.02132029,0.76353511,0.20970843,4.03171456,4.45112870,0.08037246,1.69346470
-5.57978989,7.25185683,0.02210477,0.78648957,0.20892020,4.16470410,4.46848673,0.08051005,1.69795290
-5.57378689,7.29253511,0.02287127,0.80900687,0.20758711,4.30525588,4.47361548,0.08053136,1.69893705
-5.56778389,7.31686124,0.02361855,0.83074799,0.20572040,4.45054745,4.46612493,0.08042978,1.69623498
-5.56178089,7.32393508,0.02434545,0.85137079,0.20334367,4.59764983,4.44584240,0.08020312,1.68974576
-5.55577789,7.31315792,0.02505068,0.87053581,0.20049215,4.74357063,4.41281480,0.07985390,1.67945048
-5.54977489,7.28423655,0.02573265,0.88791234,0.19721155,4.88529996,4.36730475,0.07938940,1.66541025
-5.54377189,7.23717978,0.02638923,0.90318470,0.19355650,5.01985912,4.30978131,0.07882167,1.64776193
-5.53776888,7.17228865,0.02701756,0.91605869,0.18958870,5.14435205,4.24090612,0.07816734,1.62671184
-5.53176588,7.09014190,0.02761387,0.92626819,0.18537479,5.25601896,4.16151616,0.07744726,1.60252806
-5.52576288,6.99157823,0.02817335,0.93358178,0.18098414,5.35229171,4.07260409,0.07668615,1.57553175
-5.51975988,6.87767686,0.02869012,0.93780926,0.17648664,5.43084968,3.97529746,0.07591197,1.54608814
-5.51375688,6.74973771,0.02915720,0.93880776,0.17195055,5.48967473,3.87083777,0.07515533,1.51459754
-5.50775388,6.60926193,0.02956664,0.93648739,0.16744070,5.52710356,3.76056023,0.07444877,1.48148682
-5.50175088,6.45793360,0.02990967,0.93081603,0.16301691,5.54187550,3.64587479,0.07382593,1.44720164
-5.49574787,6.29760256,0.03017697,0.92182298,0.15873293,5.53317351,3.52824900,0.07332074,1.41219965
-5.48974487,6.13026816,0.03035896,0.90960129,0.15463579,5.50065637,3.40919263,0.07296648,1.37694459
-5.48374187,5.95806369,0.03044626,0.89430852,0.15076569,5.44448014,3.29024416,0.07279488,1.34190146
-5.47773887,5.78324058,0.03043001,0.87616566,0.14715631,5.36530735,3.17295889,0.07283514,1.30753246
-5.47173587,5.60815196,0.03030240,0.85545419,0.14383567,5.26430270,3.05889829,0.07311297,1.27429381
-5.46573287,5.43523479,0.03005701,0.83251132,0.14082725,5.14311485,2.94962042,0.07364967,1.24263300
-5.45972986,5.26699032,0.02968926,0.80772331,0.13815153,5.00384442,2.84667091,0.07446122,1.21298667
-5.45372686,5.10596265,0.02919675,0.78151723,0.13582760,4.84899898,2.75157449,0.07555751,1.18577877
-5.44772386,4.95471559,0.02857946,0.75435132,0.13387494,4.68143651,2.66582677,0.07694168,1.16141915
-5.44172086,4.81580823,0.02784000,0.72670441,0.13231514,4.50429931,2.59088634,0.07860954,1.14030242
-5.43571786,4.69176986,0.02698361,0.69906463,0.13117347,4.32094092,2.52816726,0.08054936,1.12280737
-5.42971486,4.58507514,0.02601816,0.67191804,0.13048025,4.13484869,2.47903198,0.08274171,1.10929680
-5.42371186,4.49812024,0.02495399,0.64573750,0.13027186,3.94956489,2.44478490,0.08515974,1.10011793
-5.41770885,4.43320078,0.02380367,0.62097223,0.13059140,3.76860917,2.42666661,0.08776957,1.09560352
-5.41170585,4.39249207,0.02258167,0.59803842,0.13148891,3.59540482,2.42584872,0.09053115,1.09607345
-5.40570285,4.37803178,0.02130397,0.57731115,0.13302109,3.43321102,2.44342921,0.09339922,1.10183687
-5.39969985,4.39170503,0.01998761,0.55911793,0.13525055,3.28506272,2.48042783,0.09632466,1.11319447
-5.39369685,4.43523105,0.01865019,0.54373372,0.13824462,3.15371909,2.53778111,0.09925593,1.13044077
-5.38769385,4.51015074,0.01730944,0.53137779,0.14207366,3.04162115,2.61633625,0.10214074,1.15386562
-5.38169085,4.61781360,0.01598272,0.52221195,0.14680889,2.95085850,2.71684314,0.10492771,1.18375482
-5.37568784,4.75936278,0.01468660,0.51634032,0.15251995,2.88314446,2.83994376,0.10756811,1.22038891
-5.36968484,4.93571671,0.01343648,0.51381023,0.15927203,2.83979895,2.98615821,0.11001739,1.26403976
-5.36368184,5.14754603,0.01224627,0.51461400,0.16712276,2.82173782,3.15586673,0.11223668,1.31496451
-5.35767884,5.39524508,0.01112816,0.51869149,0.17611901,2.82946764,3.34928768,0.11419386,1.37339635
-5.35167584,5.67889735,0.01009241,0.52593304,0.18629345,2.86308463,3.56645124,0.11586451,1.43953223
-5.34567284,5.99823546,0.00914729,0.53618261,0.19766135,2.92227713,3.80716970,0.11723238,1.51351733
-5.33966983,6.35259664,0.00829901,0.54924105,0.21021736,3.00633076,4.07100501,0.11828948,1.59542685
-5.33366683,6.74087570,0.00755181,0.56486925,0.22393265,3.11413627,4.35723528,0.11903590,1.68524575
-5.32766383,7.16147815,0.00690797,0.58279128,0.23875250,3.24420012,4.66482207,0.11947918,1.78284727
-5.32166083,7.61227697,0.00636800,0.60269746,0.25459438,3.39465837,4.99238069,0.11963336,1.88797167
-5.31565783,8.09057661,0.00593080,0.62424746,0.27134674,3.56329466,5.33815608,0.11951784,2.00020623
-5.30965483,8.59308869,0.00559384,0.64707355,0.28886860,3.74756337,5.70000686,0.11915603,2.11896844
-5.30365183,9.11592312,0.00535335,0.67078413,0.30699006,3.94461893,6.07540008,0.11857387,2.24349358
-5.29764882,9.65459859,0.00520456,0.69496769,0.32551371,4.15135229,6.46141893,0.11779837,2.37282833
-5.29164582,10.20407539,0.00514194,0.71919736,0.34421713,4.36443535,6.85478517,0.11685624,2.50583159
-5.28564282,10.75881264,0.00515931,0.74303608,0.36285629,4.58037377,7.25189753,0.11577256,2.64118353
-5.27963982,11.31285086,0.00525014,0.76604256,0.38117001,4.79556791,7.64888640,0.11456977,2.77740340
-5.27363682,11.85991946,0.00540768,0.78777793,0.39888519,5.00638159,8.04168440,0.11326681,2.91287622
-5.26763382,12.39356692,0.00562511,0.80781302,0.41572279,5.20921712,8.42611124,0.11187858,3.04588796
-5.26163082,12.90731035,0.00589571,0.82573624,0.43140442,5.40059510,8.79797062,0.11041569,3.17466817
-5.25562781,13.39479939,0.00621300,0.84116176,0.44565916,5.57723644,9.15315588,0.10888442,3.29743880
-5.24962481,13.84998818,0.00657079,0.85373783,0.45823060,5.73614391,9.48776023,0.10728700,3.41246705
-5.24362181,14.26730843,0.00696330,0.86315486,0.46888364,5.87468022,9.79818707,0.10562205,3.51812026
-5.23761881,14.64183557,0.00738521,0.86915308,0.47741093,5.99063926,10.08125535,0.10388524,3.61292001
-5.23161581,14.96944033,0.00783169,0.87152929,0.48363866,6.08230734,10.33429493,0.10207000,3.69559300
-5.22561281,15.24691782,0.00829840,0.87014257,0.48743144,6.14851156,10.55522703,0.10016833,3.76511607
-5.21960980,15.47208739,0.00878146,0.86491853,0.48869617,6.18865253,10.74262549,0.09817165,3.82075285
-5.21360680,15.64385746,0.00927743,0.85585188,0.48738461,6.20271965,10.89575516,0.09607157,3.86208007
-5.20760380,15.76225106,0.00978323,0.84300721,0.48349468,6.19128746,11.01458487,0.09386060,3.88900197
-5.20160080,15.82838990,0.01029602,0.82651782,0.47707040,6.15549273,11.09977367,0.09153278,3.90175170
-5.19559780,15.84443647,0.01081315,0.80658258,0.46820041,6.09699246,11.15263023,0.08908421,3.90087950
-5.18959480,15.81349633,0.01133200,0.78346085,0.45701528,6.01790428,11.17504679,0.08651333,3.88722792
-5.18359180,15.73948411,0.01184984,0.75746566,0.44368356,5.92073103,11.16941033,0.08382125,3.86189519
-5.17758879,15.62695948,0.01236376,0.72895540,0.42840693,5.80827259,11.13849489,0.08101179,3.82618838
-5.17158579,15.48094018,0.01287050,0.69832413,0.41141443,5.68352819,11.08534000,0.07809144,3.78156860
-5.16558279,15.30670092,0.01336640,0.66599112,0.39295621,5.54959322,11.01312093,0.07506930,3.72959081
-5.15957979,15.10956756,0.01384731,0.63238976,0.37329692,5.40955452,10.92501687,0.07195680,3.67184125
-5.15357679,14.89471604,0.01430857,0.59795638,0.35270894,5.26638854,10.82408348,0.06876746,3.60987541
-5.14757379,14.66698551,0.01474502,0.56311938,0.33146591,5.12286626,10.71313576,0.06551651,3.54515959
-5.14157079,14.43071412,0.01515104,0.52828899,0.30983646,4.98146875,10.59464677,0.06222057,3.47901865
-5.13556778,14.18960465,0.01552070,0.49384802,0.28807866,4.84431650,10.47066685,0.05889721,3.41259247
-5.12956478,13.94662569,0.01584788,0.46014396,0.26643505,4.71311520,10.34276683,0.05556461,3.34680282
-5.12356178,13.70395194,0.01612644,0.42748261,0.24512863,4.58911974,10.21200752,0.05224115,3.28233199
-5.11755878,13.46294535,0.01635053,0.39612335,0.22435967,4.47311746,10.07893624,0.04894510,3.21961388
-5.11155578,13.22417656,0.01651478,0.36627625,0.20430350,4.36543086,9.94360980,0.04569421,3.15883737
-5.10555278,12.98748409,0.01661461,0.33810087,0.18510930,4.26593898,9.80564208,0.04250550,3.09996149
-5.09954977,12.75206704,0.01664653,0.31170690,0.16689972,4.17411610,9.66427300,0.03939495,3.04274102
-5.09354677,12.51660535,0.01660840,0.28715619,0.14977137,4.08908551,9.51845467,0.03637731,2.98676103
-5.08754377,12.27940057,0.01649970,0.26446628,0.13379604,4.00968555,9.36694991,0.03346588,2.93147798
-5.08154077,12.03852933,0.01632174,0.24361502,0.11902257,3.93454485,9.20843762,0.03067246,2.87626530
-5.07553777,11.79200143,0.01607790,0.22454607,0.10547915,3.86216313,9.04161947,0.02800721,2.82046096
-5.06953477,11.53791433,0.01577369,0.20717496,0.09317606,3.79099405,8.86532244,0.02547860,2.76341444
-5.06353177,11.27459677,0.01541686,0.19139548,0.08210854,3.71952633,8.67859216,0.02309348,2.70453101
-5.05752876,11.00073455,0.01501745,0.17708612,0.07225986,3.64636004,8.48077251,0.02085706,2.64331118
-5.05152576,10.71547328,0.01458768,0.16411624,0.06360424,3.57027457,8.27156813,0.01877303,2.57938355
-5.04552276,10.41849375,0.01414186,0.15235184,0.05610967,3.49028612,8.05108693,0.01684369,2.51252994
-5.03951976,10.11005750,0.01369622,0.14166075,0.04974057,3.40569219,7.81986146,0.01507009,2.44270174
-5.03351676,9.79102146,0.01326871,0.13191698,0.04445994,3.31610203,7.57884836,0.01345223,2.37002732
-5.02751376,9.46282235,0.01287864,0.12300432,0.04023130,3.22145197,7.32940698,0.01198927,2.29481030
-5.02151076,9.12743269,0.01254645,0.11481902,0.03702008,3.12200581,7.07325851,0.01067978,2.21751950
-5.01550775,8.78729187,0.01229328,0.10727153,0.03479453,3.01834059,6.81242850,0.00952196,2.13877127
-5.00950475,8.44521649,0.01214064,0.10028749,0.03352623,2.91131916,6.54917583,0.00851393,2.05930535
-5.00350175,8.10429519,0.01210993,0.09380777,0.03318999,2.80205122,6.28591225,0.00765396,1.97995600
-4.99749875,7.76777367,0.01222207,0.08778799,0.03376338,2.69184492,6.02511628,0.00694076,1.90161967
-4.99149575,7.43893568,0.01249702,0.08219730,0.03522577,2.58215172,5.76924614,0.00637372,1.82522118
-4.98549275,7.12098585,0.01295335,0.07701676,0.03755703,2.47450709,5.52065551,0.00595315,1.75167991
-4.97948974,6.81693988,0.01360779,0.07223741,0.04073590,2.37046986,5.28151622,0.00568054,1.68187768
-4.97348674,6.52952677,0.01447482,0.06785812,0.04473814,2.27156314,5.05375109,0.00555869,1.61662972
-4.96748374,6.26110731,0.01556621,0.06388332,0.04953456,2.17921908,4.83897984,0.00559195,1.55665995
-4.96148074,6.01361187,0.01689070,0.06032089,0.05508905,2.09472999,4.63847989,0.00578635,1.50258139
-4.95547774,5.78849948,0.01845362,0.05718007,0.06135671,2.01920760,4.45316350,0.00614967,1.45488260
-4.94947474,5.58673916,0.02025661,0.05446967,0.06828219,1.95355185,4.28357154,0.00669156,1.41392010
-4.94347174,5.40881329,0.02229748,0.05219661,0.07579837,1.89843022,4.12988342,0.00742350,1.37991703
-4.93746873,5.25474169,0.02456998,0.05036468,0.08382555,1.85426793,3.99194222,0.00835881,1.35296768
-4.93146573,5.12412438,0.02706388,0.04897378,0.09227108,1.82124883,3.86929296,0.00951253,1.33304719
-4.92546273,5.01619981,0.02976500,0.04801947,0.10102975,1.79932653,3.76123174,0.01090131,1.32002570
-4.91945973,4.92991508,0.03265543,0.04749289,0.10998473,1.78824445,3.66686289,0.01254316,1.31368596
-4.91345673,4.86400410,0.03571386,0.04738097,0.11900925,1.78756349,3.58516103,0.01445718,1.31374316
-4.90745373,4.81706938,0.03891601,0.04766697,0.12796901,1.79669564,3.51503495,0.01666324,1.31986588
-4.90145073,4.78766328,0.04223524,0.04833123,0.13672509,1.81494139,3.45538999,0.01918157,1.33169691
-4.89544772,4.77436470,0.04564310,0.04935200,0.14513746,1.84152903,3.40518620,0.02203224,1.34887287
-4.88944472,4.77584750,0.04911017,0.05070649,0.15306886,1.87565390,3.36348956,0.02523469,1.37104152
-4.88344172,4.79093780,0.05260674,0.05237186,0.16038891,1.91651534,3.32951417,0.02880707,1.39787594
-4.87743872,4.81865750,0.05610367,0.05432617,0.16697829,1.96335001,3.30265380,0.03276560,1.42908492
-4.87143572,4.85825267,0.05957310,0.05654923,0.17273276,2.01545962,3.28250174,0.03712391,1.46441914
-4.86543272,4.90920576,0.06298920,0.05902332,0.17756682,2.07223226,3.26885865,0.04189222,1.50367281
-4.85942971,4.97123186,0.06632874,0.06173364,0.18141683,2.13315628,3.26172843,0.04707666,1.54668096
-4.85342671,5.04425950,0.06957165,0.06466858,0.18424351,2.19782633,3.26130298,0.05267841,1.59331251
-4.84742371,5.12839774,0.07270126,0.06781962,0.18603342,2.26594145,3.26793699,0.05869297,1.64345964
-4.84142071,5.22389134,0.07570451,0.07118113,0.18679960,2.33729567,3.28211436,0.06510938,1.69702398
-4.83541771,5.33106665,0.07857192,0.07474969,0.18658118,2.41176163,3.30440830,0.07190953,1.75390063
-4.82941471,5.45027107,0.08129731,0.07852334,0.18544190,2.48926823,3.33543692,0.07906748,1.81396059
-4.82341171,5.58180903,0.08387743,0.08250053,0.18346768,2.56977364,3.37581669,0.08654893,1.87703284
-4.81740870,5.72587759,0.08631137,0.08667890,0.18076332,2.65323517,3.42611580,0.09431078,1.94288677
-4.81140570,5.88250458,0.08859984,0.09105403,0.17744843,2.73957736,3.48680922,0.10230090,2.01121620
-4.80540270,6.05149207,0.09074442,0.09561807,0.17365276,2.82866030,3.55823733,0.11045802,2.08162564
-4.79939970,6.23236750,0.09274664,0.10035843,0.16951122,2.92024964,3.64056951,0.11871189,2.15361976
-4.79339670,6.42434454,0.09460720,0.10525662,0.16515874,3.01398993,3.73377365,0.12698370,2.22659676
-4.78739370,6.62629523,0.09632515,0.11028718,0.16072525,3.10938292,3.83759250,0.13518678,2.29984613
-4.78139070,6.83673443,0.09789726,0.11541697,0.15633092,3.20577190,3.95152713,0.14322760,2.37255126
-4.77538769,7.05381713,0.09931741,0.12060468,0.15208201,3.30233327,4.07482769,0.15100708,2.44379707
-4.76938469,7.27534888,0.10057635,0.12580074,0.14806737,3.39807602,4.20649128,0.15842224,2.51258261
-4.76338169,7.49880872,0.10166154,0.13094762,0.14435581,3.49184941,4.34526666,0.16536810,2.57783853
-4.75737869,7.72138409,0.10255729,0.13598050,0.14099439,3.58235912,4.48966525,0.17173993,2.63844889
-4.75137569,7.94001642,0.10324512,0.14082841,0.13800769,3.66819123,4.63797788,0.17743560,2.69327673
-4.74537269,8.15145616,0.10370434,0.14541566,0.13539807,3.74784352,4.78829684,0.18235824,2.74119259
-4.73936968,8.35232545,0.10391290,0.14966367,0.13314692,3.81976293,4.93854248,0.18641877,2.78110493
-4.73336668,8.53918671,0.10384826,0.15349306,0.13121661,3.88238788,5.08649408,0.18953859,2.81199148
-4.72736368,8.70861523,0.10348857,0.15682588,0.12955333,3.93419372,5.22982440,0.19165205,2.83293013
-4.72136068,8.85727373,0.10281372,0.15958803,0.12809035,3.97373962,5.36613757,0.19270867,2.84312826
-4.71535768,8.98198697,0.10180657,0.16171163,0.12675175,3.99971494,5.49300989,0.19267506,2.84194931
-4.70935468,9.07981444,0.10045395,0.16313727,0.12545633,4.01098317,5.60803321,0.19153640,2.82893532
-4.70335168,9.14811924,0.09874771,0.16381611,0.12412153,4.00662162,5.70886035,0.18929738,2.80382467
-4.69734867,9.18463147,0.09668547,0.16371169,0.12266719,3.98595517,5.79325194,0.18598254,2.76656391
-4.69134567,9.18750444,0.09427121,0.16280130,0.12101904,3.94858279,5.85912410,0.18163604,2.71731356
-4.68534267,9.15536240,0.09151563,0.16107701,0.11911168,3.89439554,5.90459585,0.17632077,2.65644709
-4.67933967,9.08733839,0.08843623,0.15854615,0.11689107,3.82358553,5.92803526,0.17011683,2.58454360
-4.67333667,8.98310134,0.08505712,0.15523129,0.11431631,3.73664545,5.92810300,0.16311953,2.50237403
-4.66733367,8.84287156,0.08140857,0.15116978,0.11136088,3.63435884,5.90379196,0.15543680,2.41088187
-4.66133067,8.66742425,0.07752632,0.14641276,0.10801308,3.51778156,5.85446129,0.14718633,2.31115897
-4.65532766,8.45808061,0.07345074,0.14102376,0.10427590,3.38821531,5.77986349,0.13849239,2.20441749
-4.64932466,8.21668692,0.06922579,0.13507692,0.10016625,3.24717466,5.68016302,0.12948257,2.09195931
-4.64332166,7.94558174,0.06489785,0.12865500,0.09571373,3.09634859,5.55594527,0.12028448,1.97514393
-4.63731866,7.64755221,0.06051458,0.12184706,0.09095890,2.93755865,5.40821495,0.11102264,1.85535632
-4.63131566,7.32578040,0.05612369,0.11474622,0.08595130,2.77271500,5.23838320,0.10181563,1.73397577
-4.62531266,6.98378104,0.05177185,0.10744725,0.08074727,2.60377236,5.04824352,0.09277354,1.61234697
-4.61930965,6.62533251,0.04750364,0.10004437,0.07540757,2.43268723,4.83993669,0.08399596,1.49175409
-4.61330665,6.25440281,0.04336062,0.09262917,0.06999518,2.26137796,4.61590561,0.07557042,1.37339876
-4.60730365,5.87507265,0.03938065,0.08528882,0.06457306,2.09168898,4.37884149,0.06757134,1.25838241
-4.60130065,5.49145802,0.03559725,0.07810448,0.05920220,1.92535993,4.13162312,0.06005959,1.14769316
-4.59529765,5.10763432,0.03203929,0.07115021,0.05393992,1.76400077,3.87725137,0.05308248,1.04219750
-4.58929465,4.72756438,0.02873075,0.06449210,0.04883841,1.60907300,3.61878131,0.04667426,0.94263649
-4.58329165,4.35503243,0.02569069,0.05818788,0.04394370,1.46187730,3.35925456,0.04085701,0.84962619
-4.57728864,3.99358586,0.02293338,0.05228680,0.03929489,1.32354744,3.10163412,0.03564189,0.76366197
-4.57128564,3.64648627,0.02046854,0.04682993,0.03492380,1.19505022,2.84874432,0.03103061,0.68512589
-4.56528264,3.31667104,0.01830162,0.04185074,0.03085490,1.07719062,2.60321768,0.02701708,0.61429685
-4.55927964,3.00672616,0.01643426,0.03737588,0.02710551,0.97062187,2.36745057,0.02358914,0.55136247
-4.55327664,2.71887051,0.01486466,0.03342632,0.02368629,0.87585925,2.14356868,0.02073035,0.49643244
-4.54727364,2.45495146,0.01358803,0.03001843,0.02060188,0.79329690,1.93340330,0.01842161,0.44955231
-4.54127064,2.21645128,0.01259700,0.02716539,0.01785178,0.72322673,1.73847822,0.01664282,0.41071745
-4.53526763,2.00450304,0.01188199,0.02487841,0.01543120,0.66585836,1.56000737,0.01537425,0.37988654
-4.52926463,1.81991491,0.01143156,0.02316810,0.01333203,0.62133924,1.39890197,0.01459780,0.35699408
-4.52326163,1.66320091,0.01123265,0.02204563,0.01154385,0.58977398,1.25578643,0.01429801,0.34196172
-4.51725863,1.53461646,0.01127084,0.02152383,0.01005480,0.57124217,1.13102110,0.01446282,0.33470796
-4.51125563,1.43419650,0.01153050,0.02161808,0.00885246,0.56581375,1.02473055,0.01508417,0.33515604
-4.50525263,1.36179430,0.01199494,0.02234690,0.00792461,0.57356137,0.93683521,0.01615827,0.34323990
-4.49924962,1.31711888,0.01264653,0.02373231,0.00725982,0.59456905,0.86708478,0.01768569,0.35890794
-4.49324662,1.29976919,0.01346675,0.02579987,0.00684793,0.62893666,0.81509147,0.01967120,0.38212460
