energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.24962481,2.23062466,0.00339184,0.41768297,0.79100985,0.78908971,0.98117255,0.00000000,0.64331806,0.26342084
-5.24362181,2.24091852,0.00311996,0.42610088,0.79468614,0.79644444,0.97883077,0.00000000,0.63355750,0.26522813
-5.23761881,2.25786409,0.00287204,0.43584107,0.79920658,0.80692165,0.97912409,0.00000000,0.62537090,0.26762653
-5.23161581,2.28030045,0.00264624,0.44669695,0.80436254,0.81999108,0.98163283,0.00000000,0.61853808,0.27047340
-5.22561281,2.30693007,0.00244079,0.45842332,0.80991293,0.83506563,0.98588513,0.00000000,0.61281399,0.27361451
-5.21960980,2.33634660,0.00225403,0.47074098,0.81558719,0.85151406,0.99136647,0.00000000,0.60793493,0.27688751
-5.21360680,2.36706640,0.00208438,0.48334259,0.82108978,0.86867515,0.99753079,0.00000000,0.60362516,0.28012555
-5.20760380,2.39756317,0.00193037,0.49589985,0.82610620,0.88587274,1.00381289,0.00000000,0.59960371,0.28316129
-5.20160080,2.42630468,0.00179062,0.50807151,0.83031029,0.90243151,1.00964173,0.00000000,0.59559123,0.28583084
-5.19559780,2.45179049,0.00166381,0.51951223,0.83337264,0.91769295,1.01445441,0.00000000,0.59131669,0.28797783
-5.18959480,2.47258938,0.00154868,0.52988164,0.83496959,0.93103096,1.01771025,0.00000000,0.58652377,0.28945716
-5.18359180,2.48737533,0.00144407,0.53885356,0.83479270,0.94186679,1.01890449,0.00000000,0.58097677,0.29013864
-5.17758879,2.49496071,0.00134883,0.54612489,0.83255802,0.94968263,1.01758123,0.00000000,0.57446579,0.28991012
-5.17158579,2.49432555,0.00126191,0.55142389,0.82801498,0.95403351,1.01334502,0.00000000,0.56681118,0.28868013
-5.16558279,2.48464201,0.00118228,0.55451759,0.82095432,0.95455719,1.00587073,0.00000000,0.55786713,0.28637992
-5.15957979,2.46529301,0.00110902,0.55521796,0.81121493,0.95098159,0.99491134,0.00000000,0.54752417,0.28296487
-5.15357679,2.43588468,0.00104123,0.55338678,0.79868916,0.94312964,0.98030344,0.00000000,0.53571075,0.27841512
-5.14757379,2.39625217,0.00097813,0.54893899,0.78332644,0.93092138,0.96197013,0.00000000,0.52239380,0.27273560
-5.14157079,2.34645879,0.00091901,0.54184435,0.76513519,0.91437339,0.93992139,0.00000000,0.50757828,0.26595522
-5.13556778,2.28678867,0.00086322,0.53212757,0.74418277,0.89359549,0.91425194,0.00000000,0.49130579,0.25812558
-5.12956478,2.21773337,0.00081025,0.51986671,0.72059369,0.86878496,0.88513658,0.00000000,0.47365228,0.24931896
-5.12356178,2.13997308,0.00075964,0.50519019,0.69454606,0.84021862,0.85282350,0.00000000,0.45472512,0.23962587
-5.11755878,2.05435324,0.00071103,0.48827230,0.66626655,0.80824292,0.81762559,0.00000000,0.43465936,0.22915220
-5.11155578,1.96185744,0.00066416,0.46932764,0.63602391,0.77326265,0.77991028,0.00000000,0.41361354,0.21801611
-5.10555278,1.86357771,0.00061883,0.44860453,0.60412156,0.73572843,0.74008825,0.00000000,0.39176512,0.20634465
-5.09954977,1.76068325,0.00057493,0.42637774,0.57088930,0.69612373,0.69860143,0.00000000,0.36930560,0.19427041
-5.09354677,1.65438862,0.00053241,0.40294078,0.53667458,0.65495154,0.65591072,0.00000000,0.34643550,0.18192816
-5.08754377,1.54592251,0.00049125,0.37859799,0.50183361,0.61272139,0.61248382,0.00000000,0.32335940,0.16945166
-5.08154077,1.43649793,0.00045149,0.35365676,0.46672261,0.56993691,0.56878363,0.00000000,0.30028111,0.15697068
-5.07553777,1.32728471,0.00041321,0.32842011,0.43168945,0.52708439,0.52525740,0.00000000,0.27739902,0.14460828
-5.06953477,1.21938503,0.00037649,0.30317974,0.39706598,0.48462264,0.48232714,0.00000000,0.25490194,0.13247858
-5.06353177,1.11381254,0.00034142,0.27820993,0.36316125,0.44297425,0.44038130,0.00000000,0.23296533,0.12068478
-5.05752876,1.01147546,0.00030810,0.25376232,0.33025575,0.40251861,0.39976805,0.00000000,0.21174814,0.10931770
-5.05152576,0.91316380,0.00027662,0.23006165,0.29859680,0.36358660,0.36079018,0.00000000,0.19139020,0.09845479
-5.04552276,0.81954097,0.00024705,0.20730270,0.26839527,0.32645707,0.32370167,0.00000000,0.17201036,0.08815945
-5.03951976,0.73113949,0.00021946,0.18564819,0.23982349,0.29135509,0.28870592,0.00000000,0.15370524,0.07848093
-5.03351676,0.64836071,0.00019387,0.16522786,0.21301438,0.25845183,0.25595550,0.00000000,0.13654869,0.06945448
-5.02751376,0.57147814,0.00017029,0.14613853,0.18806184,0.22786588,0.22555338,0.00000000,0.12059190,0.06110197
-5.02151076,0.50064393,0.00014872,0.12844511,0.16502208,0.19966595,0.19755541,0.00000000,0.10586408,0.05343269
-5.01550775,0.43589805,0.00012913,0.11218236,0.14391599,0.17387462,0.17197381,0.00000000,0.09237373,0.04644446
-5.00950475,0.37717952,0.00011145,0.09735737,0.12473218,0.15047297,0.14878156,0.00000000,0.08011030,0.04012495
-5.00350175,0.32433917,0.00009562,0.08395256,0.10743063,0.12940578,0.12791734,0.00000000,0.06904627,0.03445304
-4.99749875,0.27715335,0.00008153,0.07192895,0.09194676,0.11058719,0.10929085,0.00000000,0.05913944,0.02940034
-4.99149575,0.23533796,0.00006909,0.06122975,0.07819568,0.09390641,0.09278833,0.00000000,0.05033544,0.02493265
-4.98549275,0.19856245,0.00005819,0.05178392,0.06607653,0.07923343,0.07827801,0.00000000,0.04257022,0.02101144
-4.97948974,0.16646316,0.00004870,0.04350972,0.05547672,0.06642452,0.06561531,0.00000000,0.03577256,0.01759524
-4.97348674,0.13865583,0.00004050,0.03631802,0.04627594,0.05532731,0.05464775,0.00000000,0.02986651,0.01464090
-4.96748374,0.11474684,0.00003347,0.03011539,0.03834981,0.04578534,0.04521937,0.00000000,0.02477357,0.01210472
-4.96148074,0.09434311,0.00002748,0.02480687,0.03157315,0.03764214,0.03717456,0.00000000,0.02041467,0.00994350
-4.95547774,0.07706039,0.00002241,0.02029830,0.02582281,0.03074461,0.03036133,0.00000000,0.01671198,0.00811528
-4.94947474,0.06253014,0.00001817,0.01649830,0.02097998,0.02494575,0.02463401,0.00000000,0.01359025,0.00658011
-4.94347174,0.05040471,0.00001463,0.01331982,0.01693201,0.02010687,0.01985524,0.00000000,0.01097804,0.00530045
-4.93746873,0.04036119,0.00001170,0.01068134,0.01357377,0.01609906,0.01589750,0.00000000,0.00880856,0.00424161
-4.93146573,0.03210385,0.00000930,0.00850767,0.01080859,0.01280427,0.01264406,0.00000000,0.00702027,0.00337194
-4.92546273,0.02536547,0.00000734,0.00673042,0.00854879,0.01011579,0.00998946,0.00000000,0.00555724,0.00266292
-4.91945973,0.01990757,0.00000575,0.00528824,0.00671582,0.00793840,0.00783966,0.00000000,0.00436928,0.00208919
-4.91345673,0.01551992,0.00000448,0.00412674,0.00524022,0.00618815,0.00611174,0.00000000,0.00341193,0.00162844
-4.90745373,0.01201931,0.00000347,0.00319833,0.00406127,0.00479187,0.00473351,0.00000000,0.00264621,0.00126133
-4.90145073,0.00924793,0.00000267,0.00246179,0.00312649,0.00368656,0.00364282,0.00000000,0.00203840,0.00097120
-4.89544772,0.00707135,0.00000204,0.00188185,0.00239103,0.00281855,0.00278676,0.00000000,0.00155961,0.00074398
-4.88944472,0.00537638,0.00000156,0.00142864,0.00181698,0.00214264,0.00212085,0.00000000,0.00118537,0.00056787
-4.88344172,0.00406886,0.00000119,0.00107712,0.00137267,0.00162123,0.00160818,0.00000000,0.00089517,0.00043315
-4.87743872,0.00307147,0.00000091,0.00080654,0.00103193,0.00122346,0.00121851,0.00000000,0.00067203,0.00033197
-4.87143572,0.00232167,0.00000071,0.00059984,0.00077339,0.00092435,0.00092755,0.00000000,0.00050200,0.00025814
-4.86543272,0.00176982,0.00000057,0.00044316,0.00057985,0.00070406,0.00071620,0.00000000,0.00037381,0.00020698
-4.85942971,0.00137753,0.00000048,0.00032534,0.00043770,0.00054722,0.00056992,0.00000000,0.00027843,0.00017518
-4.85342671,0.00111621,0.00000045,0.00023750,0.00033638,0.00044238,0.00047826,0.00000000,0.00020876,0.00016070
-4.84742371,0.00096598,0.00000046,0.00017262,0.00026795,0.00038151,0.00043441,0.00000000,0.00015930,0.00016272
-4.84142071,0.00091477,0.00000053,0.00012524,0.00022671,0.00035969,0.00043496,0.00000000,0.00012595,0.00018165
-4.83541771,0.00095774,0.00000067,0.00009114,0.00020892,0.00037483,0.00047971,0.00000000,0.00010572,0.00021916
-4.82941471,0.00109698,0.00000088,0.00006713,0.00021259,0.00042756,0.00057166,0.00000000,0.00009661,0.00027825
-4.82341171,0.00134149,0.00000119,0.00005082,0.00023728,0.00052119,0.00071707,0.00000000,0.00009748,0.00036344
-4.81740870,0.00170735,0.00000162,0.00004051,0.00028406,0.00066178,0.00092569,0.00000000,0.00010791,0.00048096
-4.81140570,0.00221823,0.00000222,0.00003500,0.00035545,0.00085830,0.00121099,0.00000000,0.00012819,0.00063895
-4.80540270,0.00290603,0.00000303,0.00003354,0.00045542,0.00112288,0.00159065,0.00000000,0.00015925,0.00084781
-4.79939970,0.00381175,0.00000411,0.00003571,0.00058948,0.00147111,0.00208696,0.00000000,0.00020263,0.00112052
-4.79339670,0.00498654,0.00000556,0.00004145,0.00076474,0.00192243,0.00272738,0.00000000,0.00026053,0.00147302
-4.78739370,0.00649275,0.00000746,0.00005093,0.00099001,0.00250054,0.00354512,0.00000000,0.00033577,0.00192461
-4.78139070,0.00840518,0.00000995,0.00006459,0.00127596,0.00323378,0.00457970,0.00000000,0.00043186,0.00249836
-4.77538769,0.01081217,0.00001318,0.00008311,0.00163518,0.00415561,0.00587750,0.00000000,0.00055301,0.00322152
-4.76938469,0.01381666,0.00001732,0.00010743,0.00208234,0.00530491,0.00749222,0.00000000,0.00070418,0.00412593
-4.76338169,0.01753703,0.00002261,0.00013873,0.00263423,0.00672632,0.00948526,0.00000000,0.00089107,0.00524826
-4.75737869,0.02210762,0.00002930,0.00017845,0.00330976,0.00847038,0.01192581,0.00000000,0.00112012,0.00663034
-4.75137569,0.02767885,0.00003770,0.00022833,0.00412999,0.01059350,0.01489084,0.00000000,0.00139856,0.00831918
-4.74537269,0.03441674,0.00004815,0.00029038,0.00511793,0.01315779,0.01846466,0.00000000,0.00173429,0.01036692
-4.73936968,0.04250176,0.00006106,0.00036691,0.00629836,0.01623055,0.02273822,0.00000000,0.00213586,0.01283060
-4.73336668,0.05212696,0.00007688,0.00046057,0.00769749,0.01988350,0.02780792,0.00000000,0.00261236,0.01577158
-4.72736368,0.06349512,0.00009610,0.00057429,0.00934251,0.02419167,0.03377403,0.00000000,0.00317324,0.01925481
-4.72136068,0.07681492,0.00011926,0.00071131,0.01126101,0.02923189,0.04073855,0.00000000,0.00382814,0.02334766
-4.71535768,0.09229619,0.00014694,0.00087516,0.01348024,0.03508096,0.04880264,0.00000000,0.00458665,0.02811854
-4.70935468,0.11014404,0.00017975,0.00106963,0.01602631,0.04181342,0.05806355,0.00000000,0.00545804,0.03363508
-4.70335168,0.13055212,0.00021830,0.00129872,0.01892327,0.04949893,0.06861110,0.00000000,0.00645092,0.03996208
-4.69734867,0.15369494,0.00026322,0.00156660,0.02219204,0.05819941,0.08052381,0.00000000,0.00757291,0.04715908
-4.69134567,0.17971964,0.00031511,0.00187755,0.02584938,0.06796593,0.09386481,0.00000000,0.00883031,0.05527774
-4.68534267,0.20873724,0.00037450,0.00223586,0.02990685,0.07883541,0.10867758,0.00000000,0.01022768,0.06435902
-4.67933967,0.24081386,0.00044190,0.00264580,0.03436974,0.09082743,0.12498181,0.00000000,0.01176752,0.07443026
-4.67333667,0.27596217,0.00051769,0.00311149,0.03923618,0.10394099,0.14276943,0.00000000,0.01344995,0.08550228
-4.66733367,0.31413353,0.00060212,0.00363686,0.04449639,0.11815169,0.16200117,0.00000000,0.01527243,0.09756668
-4.66133067,0.35521119,0.00069528,0.00422553,0.05013214,0.13340926,0.18260371,0.00000000,0.01722956,0.11059340
-4.65532766,0.39900510,0.00079710,0.00488080,0.05611646,0.14963577,0.20446779,0.00000000,0.01931301,0.12452865
-4.64932466,0.44524861,0.00090727,0.00560554,0.06241375,0.16672446,0.22744730,0.00000000,0.02151144,0.13929354
-4.64332166,0.49359760,0.00102524,0.00640219,0.06898013,0.18453957,0.25135960,0.00000000,0.02381071,0.15478333
