energy_ev,total_up,B_p_up,B_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.70905212,0.00769324,0.00000000,0.03376029,0.18147942,0.15772857,0.24287171
-5.99399700,0.75717463,0.00812345,0.00000000,0.03637733,0.19403566,0.17010427,0.25860943
-5.98799400,0.80610469,0.00858384,0.00000000,0.03893803,0.20672028,0.18271663,0.27462261
-5.98199100,0.85479585,0.00906602,0.00000000,0.04139828,0.21927284,0.19535487,0.29053451
-5.97598799,0.90223624,0.00956317,0.00000000,0.04371451,0.23144068,0.20781409,0.30598028
-5.96998499,0.94747320,0.01007044,0.00000000,0.04584486,0.24298552,0.21990091,0.32061491
-5.96398199,0.98963936,0.01058545,0.00000000,0.04775058,0.25369036,0.23143962,0.33412160
-5.95797899,1.02797891,0.01110868,0.00000000,0.04939725,0.26336639,0.24227868,0.34622016
-5.95197599,1.06187322,0.01164391,0.00000000,0.05075605,0.27185969,0.25229728,0.35667508
-5.94597299,1.09086427,0.01219858,0.00000000,0.05180486,0.27905729,0.26141153,0.36530296
-5.93996998,1.11467491,0.01278413,0.00000000,0.05252917,0.28489239,0.26958008,0.37197875
-5.93396698,1.13322461,0.01341619,0.00000000,0.05292280,0.28934839,0.27680877,0.37664062
-5.92796398,1.14663960,0.01411469,0.00000000,0.05298825,0.29246146,0.28315392,0.37929297
-5.92196098,1.15525672,0.01490386,0.00000000,0.05273687,0.29432141,0.28872413,0.38000745
-5.91595798,1.15962006,0.01581199,0.00000000,0.05218862,0.29507079,0.29368015,0.37892179
-5.90995498,1.16047019,0.01687110,0.00000000,0.05137152,0.29490202,0.29823282,0.37623633
-5.90395198,1.15872584,0.01811639,0.00000000,0.05032084,0.29405265,0.30263881,0.37220825
-5.89794897,1.15545829,0.01958544,0.00000000,0.04907796,0.29279869,0.30719429,0.36714378
-5.89194597,1.15185889,0.02131728,0.00000000,0.04768905,0.29144635,0.31222647,0.36138835
-5.88594297,1.14920076,0.02335121,0.00000000,0.04620353,0.29032218,0.31808323,0.35531524
-5.87993997,1.14879563,0.02572547,0.00000000,0.04467240,0.28976212,0.32512113,0.34931288
-5.87393697,1.15194724,0.02847575,0.00000000,0.04314655,0.29009965,0.33369211,0.34377138
-5.86793397,1.15990282,0.03163358,0.00000000,0.04167506,0.29165350,0.34412930,0.33906876
-5.86193097,1.17380445,0.03522465,0.00000000,0.04030354,0.29471545,0.35673247,0.33555720
-5.85592796,1.19464189,0.03926715,0.00000000,0.03907268,0.29953840,0.37175372,0.33355007
-5.84992496,1.22320897,0.04377015,0.00000000,0.03801688,0.30632548,0.38938399,0.33330999
-5.84392196,1.26006498,0.04873214,0.00000000,0.03716324,0.31522041,0.40974092,0.33503850
-5.83791896,1.30550308,0.05413974,0.00000000,0.03653072,0.32629961,0.43285881,0.33886769
-5.83191596,1.35952695,0.05996679,0.00000000,0.03612962,0.33956648,0.45868122,0.34485415
-5.82591296,1.42183706,0.06617377,0.00000000,0.03596144,0.35494804,0.48705654,0.35297549
-5.81990995,1.49182754,0.07270763,0.00000000,0.03601895,0.37229419,0.51773723,0.36312960
-5.81390695,1.56859417,0.07950217,0.00000000,0.03628662,0.39137988,0.55038268,0.37513671
-5.80790395,1.65095366,0.08647898,0.00000000,0.03674138,0.41190996,0.58456608,0.38874434
-5.80190095,1.73747407,0.09354881,0.00000000,0.03735352,0.43352690,0.61978507,0.40363485
-5.79589795,1.82651545,0.10061357,0.00000000,0.03808793,0.45582097,0.65547602,0.41943546
-5.78989495,1.91627966,0.10756879,0.00000000,0.03890542,0.47834279,0.69103149,0.43573040
-5.78389195,2.00486750,0.11430650,0.00000000,0.03976423,0.50061758,0.72582030,0.45207477
-5.77788894,2.09034132,0.12071840,0.00000000,0.04062152,0.52216084,0.75920939,0.46800956
-5.77188594,2.17079053,0.12669928,0.00000000,0.04143495,0.54249471,0.79058660,0.48307727
-5.76588294,2.24439742,0.13215051,0.00000000,0.04216414,0.56116438,0.81938347,0.49683768
-5.75987994,2.30950066,0.13698333,0.00000000,0.04277204,0.57775392,0.84509677,0.50888282
-5.75387694,2.36465352,0.14112206,0.00000000,0.04322613,0.59190078,0.86730809,0.51885096
-5.74787394,2.40867456,0.14450681,0.00000000,0.04349944,0.60330834,0.88570018,0.52643865
-5.74187094,2.44068817,0.14709571,0.00000000,0.04357126,0.61175606,0.90006943,0.53141060
-5.73586793,2.46015345,0.14886645,0.00000000,0.04342768,0.61710654,0.91033365,0.53360687
-5.72986493,2.46687977,0.14981715,0.00000000,0.04306175,0.61930939,0.91653488,0.53294709
-5.72386193,2.46102869,0.14996646,0.00000000,0.04247343,0.61840161,0.91883678,0.52943167
-5.71785893,2.44310185,0.14935279,0.00000000,0.04166925,0.61450455,0.91751689,0.52313986
-5.71185593,2.41391580,0.14803291,0.00000000,0.04066176,0.60781751,0.91295395,0.51422482
-5.70585293,2.37456475,0.14607976,0.00000000,0.03946870,0.59860851,0.90561090,0.50290612
-5.69984992,2.32637343,0.14357974,0.00000000,0.03811209,0.58720242,0.89601433,0.48945986
-5.69384692,2.27084211,0.14062953,0.00000000,0.03661718,0.57396735,0.88473157,0.47420703
-5.68784392,2.20958667,0.13733257,0.00000000,0.03501134,0.55929969,0.87234620,0.45750068
-5.68184092,2.14427650,0.13379552,0.00000000,0.03332294,0.54360875,0.85943355,0.43971243
-5.67583792,2.07657303,0.13012459,0.00000000,0.03158027,0.52730157,0.84653709,0.42121897
-5.66983492,2.00807192,0.12642220,0.00000000,0.02981060,0.51076869,0.83414700,0.40238918
-5.66383192,1.94025098,0.12278390,0.00000000,0.02803932,0.49437139,0.82268185,0.38357233
-5.65782891,1.87442629,0.11929574,0.00000000,0.02628924,0.47843105,0.81247413,0.36508785
-5.65182591,1.81171772,0.11603221,0.00000000,0.02458008,0.46322084,0.80376037,0.34721697
-5.64582291,1.75302500,0.11305468,0.00000000,0.02292819,0.44896014,0.79667599,0.33019650
-5.63981991,1.69901476,0.11041056,0.00000000,0.02134636,0.43581159,0.79125502,0.31421491
-5.63381691,1.65011811,0.10813293,0.00000000,0.01984391,0.42388088,0.78743452,0.29941055
-5.62781391,1.60653828,0.10624080,0.00000000,0.01842683,0.41321891,0.78506314,0.28587207
-5.62181091,1.56826689,0.10473979,0.00000000,0.01709815,0.40382610,0.78391329,0.27364069
-5.61580790,1.53510742,0.10362321,0.00000000,0.01585835,0.39565840,0.78369605,0.26271412
-5.60980490,1.50670408,0.10287343,0.00000000,0.01470587,0.38863455,0.78407791,0.25305180
-5.60380190,1.48257409,0.10246345,0.00000000,0.01363766,0.38264408,0.78469841,0.24458098
-5.59779890,1.46214163,0.10235851,0.00000000,0.01264971,0.37755559,0.78518776,0.23720347
-5.59179590,1.44477147,0.10251779,0.00000000,0.01173768,0.37322484,0.78518351,0.23080245
-5.58579290,1.42980100,0.10289594,0.00000000,0.01089734,0.36950234,0.78434559,0.22524929
-5.57978989,1.41656923,0.10344461,0.00000000,0.01012511,0.36624008,0.78236906,0.22040988
-5.57378689,1.40444187,0.10411375,0.00000000,0.00941848,0.36329716,0.77899422,0.21615040
-5.56778389,1.39283204,0.10485278,0.00000000,0.00877636,0.36054438,0.77401378,0.21234230
-5.56178089,1.38121626,0.10561161,0.00000000,0.00819942,0.35786758,0.76727708,0.20886648
