energy_ev,total_up,B_p_up,B_d_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up
-6.00000000,0.33037326,0.02682926,0.00000000,0.11716705,0.08701253,0.01914853,0.10966469
-5.99399700,0.33181547,0.02696462,0.00000000,0.11649452,0.08610073,0.01804047,0.11004172
-5.98799400,0.33566856,0.02716563,0.00000000,0.11610339,0.08632170,0.01706169,0.11069055
-5.98199100,0.34195669,0.02743866,0.00000000,0.11603567,0.08765061,0.01620984,0.11165957
-5.97598799,0.35071173,0.02779040,0.00000000,0.11633860,0.09006885,0.01548370,0.11300184
-5.96998499,0.36196787,0.02822749,0.00000000,0.11706250,0.09356223,0.01488309,0.11477303
-5.96398199,0.37575523,0.02875606,0.00000000,0.11825829,0.09811882,0.01440878,0.11702905
-5.95797899,0.39209298,0.02938126,0.00000000,0.11997478,0.10372656,0.01406226,0.11982356
-5.95197599,0.41098207,0.03010681,0.00000000,0.12225588,0.11037062,0.01384554,0.12320537
-5.94597299,0.43239791,0.03093450,0.00000000,0.12513774,0.11803075,0.01376076,0.12721587
-5.93996998,0.45628347,0.03186384,0.00000000,0.12864614,0.12667855,0.01380991,0.13188666
-5.93396698,0.48254296,0.03289167,0.00000000,0.13279404,0.13627495,0.01399443,0.13723739
-5.92796398,0.51103660,0.03401194,0.00000000,0.13757950,0.14676786,0.01431489,0.14327396
-5.92196098,0.54157672,0.03521552,0.00000000,0.14298416,0.15809030,0.01477062,0.14998726
-5.91595798,0.57392559,0.03649021,0.00000000,0.14897220,0.17015894,0.01535943,0.15735232
-5.90995498,0.60779517,0.03782077,0.00000000,0.15548994,0.18287335,0.01607735,0.16532827
-5.90395198,0.64284903,0.03918920,0.00000000,0.16246618,0.19611590,0.01691847,0.17385879
-5.89794897,0.67870651,0.04057503,0.00000000,0.16981321,0.20975249,0.01787483,0.18287342
-5.89194597,0.71494925,0.04195579,0.00000000,0.17742850,0.22363414,0.01893637,0.19228942
-5.88594297,0.75112992,0.04330760,0.00000000,0.18519712,0.23759937,0.02009107,0.20201439
-5.87993997,0.78678294,0.04460582,0.00000000,0.19299467,0.25147747,0.02132510,0.21194943
-5.87393697,0.82143696,0.04582576,0.00000000,0.20069082,0.26509239,0.02262307,0.22199281
-5.86793397,0.85462856,0.04694347,0.00000000,0.20815314,0.27826736,0.02396842,0.23204391
-5.86193097,0.88591673,0.04793649,0.00000000,0.21525120,0.29082981,0.02534382,0.24200740
-5.85592796,0.91489741,0.04878461,0.00000000,0.22186073,0.30261663,0.02673168,0.25179736
-5.84992496,0.94121744,0.04947059,0.00000000,0.22786763,0.31347929,0.02811468,0.26134110
-5.84392196,0.96458719,0.04998070,0.00000000,0.23317170,0.32328885,0.02947629,0.27058258
-5.83791896,0.98479124,0.05030525,0.00000000,0.23768988,0.33194025,0.03080131,0.27948507
-5.83191596,1.00169632,0.05043890,0.00000000,0.24135883,0.33935600,0.03207636,0.28803292
-5.82591296,1.01525620,0.05038085,0.00000000,0.24413673,0.34548882,0.03329032,0.29623231
-5.81990995,1.02551285,0.05013480,0.00000000,0.24600425,0.35032308,0.03443462,0.30411075
-5.81390695,1.03259393,0.04970879,0.00000000,0.24696450,0.35387500,0.03550349,0.31171537
-5.80790395,1.03670638,0.04911482,0.00000000,0.24704214,0.35619158,0.03649403,0.31910991
-5.80190095,1.03812641,0.04836835,0.00000000,0.24628151,0.35734809,0.03740616,0.32637059
-5.79589795,1.03718624,0.04748762,0.00000000,0.24474406,0.35744445,0.03824243,0.33358093
-5.78989495,1.03425826,0.04649296,0.00000000,0.24250504,0.35660054,0.03900767,0.34082581
-5.78389195,1.02973725,0.04540588,0.00000000,0.23964975,0.35495066,0.03970854,0.34818496
-5.77788894,1.02402174,0.04424833,0.00000000,0.23626957,0.35263747,0.04035298,0.35572640
-5.77188594,1.01749532,0.04304183,0.00000000,0.23245787,0.34980566,0.04094958,0.36349994
