energy_ev,total_up,Cd_p_up,Cd_d_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.82591296,0.57264080,0.17577792,0.08314710,0.05839781,0.00748076,0.03971502,0.26503074,0.00000000
-5.81990995,0.60057133,0.19695160,0.08829189,0.06223261,0.00815800,0.04573457,0.27120690,0.00000000
-5.81390695,0.63889726,0.22272686,0.09482088,0.06756096,0.00905601,0.05275671,0.28194990,0.00000000
-5.80790395,0.68747768,0.25328291,0.10271854,0.07437243,0.01017589,0.06084252,0.29709321,0.00000000
-5.80190095,0.74615501,0.28876874,0.11196607,0.08265265,0.01151824,0.07004498,0.31647335,0.00000000
-5.79589795,0.81474086,0.32929007,0.12253937,0.09237968,0.01308274,0.08040546,0.33992657,0.00000000
-5.78989495,0.89299831,0.37489509,0.13440654,0.10352006,0.01486759,0.09195021,0.36728370,0.00000000
-5.78389195,0.98062183,0.42555999,0.14752504,0.11602488,0.01686902,0.10468663,0.39836372,0.00000000
-5.77788894,1.07721571,0.48117464,0.16183877,0.12982595,0.01908089,0.11859971,0.43296631,0.00000000
-5.77188594,1.18227284,0.54152944,0.17727507,0.14483242,0.02149422,0.13364874,0.47086409,0.00000000
-5.76588294,1.29515483,0.60630408,0.19374209,0.16092801,0.02409689,0.14976447,0.51179512,0.00000000
-5.75987994,1.41507537,0.67505908,0.21112651,0.17796906,0.02687348,0.16684701,0.55545601,0.00000000
-5.75387694,1.54108797,0.74723078,0.22929193,0.19578360,0.02980516,0.18476452,0.60149653,0.00000000
-5.74787394,1.67207957,0.82213067,0.24807814,0.21417162,0.03286973,0.20335308,0.64951602,0.00000000
-5.74187094,1.80677100,0.89894942,0.26730128,0.23290661,0.03604187,0.22241758,0.69906201,0.00000000
-5.73586793,1.94372501,0.97676600,0.28675509,0.25173843,0.03929345,0.24173401,0.74963154,0.00000000
-5.72986493,2.08136239,1.05456209,0.30621336,0.27039747,0.04259399,0.26105298,0.80067524,0.00000000
-5.72386193,2.21798601,1.13124152,0.32543336,0.28860008,0.04591126,0.28010456,0.85160420,0.00000000
-5.71785893,2.35181244,1.20565439,0.34416045,0.30605501,0.04921191,0.29860424,0.90179957,0.00000000
-5.71185593,2.48101008,1.27662515,0.36213355,0.32247071,0.05246217,0.31625995,0.95062457,0.00000000
-5.70585293,2.60374260,1.34298366,0.37909126,0.33756321,0.05562857,0.33277983,0.99743848,0.00000000
-5.69984992,2.71821589,1.40359817,0.39477862,0.35106417,0.05867865,0.34788051,1.04161202,0.00000000
-5.69384692,2.82272661,1.45740871,0.40895389,0.36272891,0.06158160,0.36129553,1.08254347,0.00000000
-5.68784392,2.91571023,1.50345970,0.42139540,0.37234385,0.06430878,0.37278355,1.11967479,0.00000000
-5.68184092,2.99578621,1.54093012,0.43190787,0.37973322,0.06683423,0.38213613,1.15250696,0.00000000
-5.67583792,3.06179838,1.56915998,0.44032813,0.38476460,0.06913498,0.38918441,1.18061385,0.00000000
-5.66983492,3.11284853,1.58767179,0.44652977,0.38735302,0.07119123,0.39380477,1.20365386,0.00000000
-5.66383192,3.14832154,1.59618604,0.45042675,0.38746350,0.07298644,0.39592288,1.22137882,0.00000000
-5.65782891,3.16790093,1.59462991,0.45197552,0.38511190,0.07450732,0.39551610,1.23363973,0.00000000
-5.65182591,3.17157415,1.58313876,0.45117584,0.38036390,0.07574365,0.39261414,1.24038902,0.00000000
-5.64582291,3.15962721,1.56205038,0.44807007,0.37333243,0.07668811,0.38729780,1.24167928,0.00000000
-5.63981991,3.13262932,1.53189220,0.44274109,0.36417342,0.07733603,0.37969598,1.23765852,0.00000000
-5.63381691,3.09140800,1.49336218,0.43530893,0.35308024,0.07768514,0.36998109,1.22856232,0.00000000
-5.62781391,3.03701628,1.44730414,0.42592632,0.34027710,0.07773534,0.35836297,1.21470315,0.00000000
-5.62181091,2.97069341,1.39467884,0.41477337,0.32601160,0.07748851,0.34508179,1.19645755,0.00000000
-5.61580790,2.89382106,1.33653209,0.40205163,0.31054694,0.07694842,0.33040003,1.17425178,0.00000000
-5.60980490,2.80787720,1.27396130,0.38797781,0.29415399,0.07612063,0.31459412,1.14854655,0.00000000
-5.60380190,2.71438944,1.20808196,0.37277750,0.27710371,0.07501257,0.29794594,1.11982170,0.00000000
-5.59779890,2.61489021,1.13999547,0.35667899,0.25965999,0.07363359,0.28073467,1.08856139,0.00000000
-5.59179590,2.51087525,1.07075950,0.33990761,0.24207343,0.07199517,0.26322914,1.05524047,0.00000000
-5.58579290,2.40376716,1.00136208,0.32268069,0.22457610,0.07011103,0.24568117,1.02031254,0.00000000
-5.57978989,2.29488508,0.93270007,0.30520325,0.20737736,0.06799738,0.22831994,0.98420017,0.00000000
-5.57378689,2.18542135,0.86556272,0.28766456,0.19066106,0.06567305,0.21134758,0.94728744,0.00000000
-5.56778389,2.07642555,0.80062058,0.27023567,0.17458378,0.06315967,0.19493621,0.90991507,0.00000000
-5.56178089,1.96879586,0.73841961,0.25306782,0.15927442,0.06048163,0.17922617,0.87237800,0.00000000
-5.55577789,1.86327753,0.67938053,0.23629166,0.14483466,0.05766614,0.16432563,0.83492548,0.00000000
-5.54977489,1.76046766,0.62380261,0.22001734,0.13134055,0.05474305,0.15031141,0.79776320,0.00000000
-5.54377189,1.66082539,0.57187154,0.20433524,0.11884465,0.05174457,0.13723072,0.76105730,0.00000000
-5.53776888,1.56468651,0.52367046,0.18931721,0.10737888,0.04870499,0.12510384,0.72493984,0.00000000
-5.53176588,1.47228115,0.47919335,0.17501828,0.09695765,0.04566019,0.11392745,0.68951520,0.00000000
-5.52576288,1.38375329,0.43835992,0.16147859,0.08758119,0.04264711,0.10367823,0.65486698,0.00000000
-5.51975988,1.29918105,0.40103121,0.14872550,0.07923884,0.03970318,0.09431691,0.62106504,0.00000000
-5.51375688,1.21859630,0.36702500,0.13677572,0.07191219,0.03686569,0.08579213,0.58817214,0.00000000
-5.50775388,1.14200291,0.33613053,0.12563730,0.06557796,0.03417114,0.07804425,0.55624979,0.00000000
-5.50175088,1.06939259,0.30812184,0.11531152,0.06021037,0.03165460,0.07100887,0.52536310,0.00000000
-5.49574787,1.00075770,0.28276929,0.10579449,0.05578308,0.02934905,0.06461991,0.49558438,0.00000000
-5.48974487,0.93610076,0.25984917,0.09707846,0.05227058,0.02728485,0.05881222,0.46699518,0.00000000
-5.48374187,0.87544019,0.23915100,0.08915289,0.04964899,0.02548913,0.05352370,0.43968690,0.00000000
-5.47773887,0.81881256,0.22048264,0.08200510,0.04789635,0.02398535,0.04869684,0.41375989,0.00000000
-5.47173587,0.76627129,0.20367332,0.07562068,0.04699230,0.02279281,0.04427980,0.38932108,0.00000000
-5.46573287,0.71788228,0.18857471,0.06998359,0.04691736,0.02192628,0.04022697,0.36648050,0.00000000
-5.45972986,0.67371702,0.17506020,0.06507602,0.04765177,0.02139565,0.03649916,0.34534666,0.00000000
-5.45372686,0.63384357,0.16302299,0.06087802,0.04917397,0.02120565,0.03306342,0.32602128,0.00000000
-5.44772386,0.59831639,0.15237295,0.05736704,0.05145894,0.02135561,0.02989255,0.30859358,0.00000000
-5.44172086,0.56716546,0.14303286,0.05451731,0.05447639,0.02183931,0.02696451,0.29313454,0.00000000
-5.43571786,0.54038561,0.13493429,0.05229924,0.05818897,0.02264480,0.02426157,0.27969128,0.00000000
-5.42971486,0.51792662,0.12801340,0.05067885,0.06255057,0.02375445,0.02176957,0.26828219,0.00000000
-5.42371186,0.49968486,0.12220698,0.04961729,0.06750496,0.02514491,0.01947701,0.25889280,0.00000000
-5.41770885,0.48549687,0.11744895,0.04907045,0.07298472,0.02678732,0.01737431,0.25147278,0.00000000
-5.41170585,0.47513546,0.11366751,0.04898889,0.07891061,0.02864757,0.01545308,0.24593432,0.00000000
-5.40570285,0.46830849,0.11078307,0.04931788,0.08519153,0.03068668,0.01370557,0.24215192,0.00000000
-5.39969985,0.46466072,0.10870707,0.04999773,0.09172502,0.03286140,0.01212416,0.23996372,0.00000000
-5.39369685,0.46377845,0.10734165,0.05096442,0.09839842,0.03512483,0.01070105,0.23917432,0.00000000
-5.38769385,0.46519712,0.10658019,0.05215042,0.10509056,0.03742737,0.00942800,0.23955910,0.00000000
-5.38169085,0.46841147,0.10630870,0.05348583,0.11167414,0.03971764,0.00829626,0.24086979,0.00000000
-5.37568784,0.47288776,0.10640784,0.05489965,0.11801851,0.04194364,0.00729654,0.24284120,0.00000000
-5.36968484,0.47807786,0.10675552,0.05632130,0.12399294,0.04405394,0.00641911,0.24519868,0.00000000
-5.36368184,0.48343425,0.10722995,0.05768214,0.12947015,0.04599897,0.00565388,0.24766622,0.00000000
-5.35767884,0.48842561,0.10771289,0.05891715,0.13432993,0.04773230,0.00499064,0.24997465,0.00000000
-5.35167584,0.49255212,0.10809298,0.05996652,0.13846288,0.04921189,0.00441923,0.25186981,0.00000000
-5.34567284,0.49535994,0.10826897,0.06077709,0.14177380,0.05040129,0.00392976,0.25312014,0.00000000
-5.33966983,0.49645418,0.10815274,0.06130378,0.14418486,0.05127063,0.00351285,0.25352355,0.00000000
-5.33366683,0.49550989,0.10767185,0.06151063,0.14563826,0.05179750,0.00315980,0.25291319,0.00000000
-5.32766383,0.49228053,0.10677173,0.06137164,0.14609822,0.05196758,0.00286278,0.25116196,0.00000000
-5.32166083,0.48660378,0.10541719,0.06087129,0.14555234,0.05177499,0.00261504,0.24818558,0.00000000
-5.31565783,0.47840426,0.10359335,0.06000474,0.14401213,0.05122239,0.00241096,0.24394409,0.00000000
-5.30965483,0.46769333,0.10130600,0.05877760,0.14151280,0.05032082,0.00224627,0.23844186,0.00000000
-5.30365183,0.45456601,0.09858125,0.05720547,0.13811221,0.04908921,0.00211801,0.23172604,0.00000000
-5.29764882,0.43919516,0.09546469,0.05531311,0.13388921,0.04755366,0.00202472,0.22388365,0.00000000
-5.29164582,0.42182346,0.09202005,0.05313332,0.12894122,0.04574654,0.00196638,0.21503750,0.00000000
-5.28564282,0.40275339,0.08832735,0.05070571,0.12338138,0.04370535,0.00194450,0.20534113,0.00000000
-5.27963982,0.38233591,0.08448089,0.04807519,0.11733532,0.04147147,0.00196210,0.19497297,0.00000000
-5.27363682,0.36095823,0.08058686,0.04529043,0.11093767,0.03908885,0.00202371,0.18413012,0.00000000
-5.26763382,0.33903126,0.07676088,0.04240232,0.10432846,0.03660267,0.00213532,0.17302191,0.00000000
-5.26163082,0.31697725,0.07312549,0.03946243,0.09764963,0.03405805,0.00230435,0.16186351,0.00000000
-5.25562781,0.29521793,0.06980763,0.03652155,0.09104167,0.03149879,0.00253959,0.15086990,0.00000000
-5.24962481,0.27416370,0.06693618,0.03362845,0.08464053,0.02896628,0.00285104,0.14025019,0.00000000
-5.24362181,0.25420396,0.06463953,0.03082870,0.07857489,0.02649860,0.00324981,0.13020270,0.00000000
-5.23761881,0.23569892,0.06304335,0.02816382,0.07296384,0.02412968,0.00374791,0.12091060,0.00000000
-5.23161581,0.21897277,0.06226830,0.02567054,0.06791490,0.02188880,0.00435803,0.11253845,0.00000000
-5.22561281,0.20430844,0.06242789,0.02338031,0.06352251,0.01980016,0.00509325,0.10522935,0.00000000
-5.21960980,0.19194369,0.06362634,0.02131901,0.05986684,0.01788270,0.00596667,0.09910288,0.00000000
-5.21360680,0.18206847,0.06595646,0.01950686,0.05701298,0.01615009,0.00699104,0.09425371,0.00000000
-5.20760380,0.17482347,0.06949754,0.01795843,0.05501034,0.01461084,0.00817829,0.09075078,0.00000000
-5.20160080,0.17029951,0.07431319,0.01668285,0.05389233,0.01326858,0.00953904,0.08863693,0.00000000
-5.19559780,0.16853782,0.08044930,0.01568404,0.05367617,0.01212240,0.01108208,0.08792907,0.00000000
-5.18959480,0.16953093,0.08793202,0.01496111,0.05436290,0.01116734,0.01281386,0.08861858,0.00000000
-5.18359180,0.17322413,0.09676592,0.01450869,0.05593742,0.01039482,0.01473791,0.09067217,0.00000000
-5.17758879,0.17951749,0.10693243,0.01431742,0.05836872,0.00979322,0.01685445,0.09403293,0.00000000
-5.17158579,0.18826832,0.11838862,0.01437437,0.06161021,0.00934841,0.01915989,0.09862170,0.00000000
-5.16558279,0.19929426,0.13106658,0.01466349,0.06560018,0.00904428,0.02164659,0.10433880,0.00000000
-5.15957979,0.21237694,0.14487338,0.01516608,0.07026251,0.00886327,0.02430265,0.11106604,0.00000000
-5.15357679,0.22726634,0.15969193,0.01586131,0.07550758,0.00878689,0.02711189,0.11866910,0.00000000
-5.14757379,0.24368595,0.17538260,0.01672667,0.08123354,0.00879619,0.03005402,0.12700038,0.00000000
-5.14157079,0.26133872,0.19178596,0.01773853,0.08732779,0.00887221,0.03310501,0.13590219,0.00000000
-5.13556778,0.27991386,0.20872641,0.01887265,0.09366902,0.00899639,0.03623760,0.14521037,0.00000000
-5.12956478,0.29909447,0.22601684,0.02010483,0.10012948,0.00915096,0.03942213,0.15475838,0.00000000
-5.12356178,0.31856587,0.24346414,0.02141149,0.10657773,0.00931925,0.04262743,0.16438158,0.00000000
-5.11755878,0.33802439,0.26087541,0.02277032,0.11288164,0.00948606,0.04582191,0.17392186,0.00000000
-5.11155578,0.35718656,0.27806476,0.02416096,0.11891176,0.00963783,0.04897480,0.18323229,0.00000000
-5.10555278,0.37579821,0.29486018,0.02556566,0.12454477,0.00976292,0.05205738,0.19218174,0.00000000
-5.09954977,0.39364320,0.31111046,0.02696993,0.12966712,0.00985177,0.05504427,0.20065923,0.00000000
-5.09354677,0.41055140,0.32669158,0.02836316,0.13417848,0.00989699,0.05791465,0.20857794,0.00000000
-5.08754377,0.42640559,0.34151238,0.02973914,0.13799505,0.00989349,0.06065329,0.21587845,0.00000000
-5.08154077,0.44114672,0.35551907,0.03109650,0.14105251,0.00983841,0.06325149,0.22253128,0.00000000
-5.07553777,0.45477745,0.36869837,0.03243904,0.14330838,0.00973116,0.06570771,0.22853847,0.00000000
-5.06953477,0.46736343,0.38107896,0.03377586,0.14474388,0.00957328,0.06802792,0.23393402,0.00000000
-5.06353177,0.47903247,0.39273118,0.03512134,0.14536490,0.00936835,0.07022562,0.23878324,0.00000000
-5.05752876,0.48997114,0.40376487,0.03649497,0.14520228,0.00912177,0.07232153,0.24318091,0.00000000
-5.05152576,0.50041921,0.41432528,0.03792091,0.14431110,0.00884055,0.07434290,0.24724830,0.00000000
-5.04552276,0.51066180,0.42458738,0.03942744,0.14276922,0.00853308,0.07632258,0.25112914,0.00000000
-5.03951976,0.52101964,0.43474862,0.04104611,0.14067488,0.00820889,0.07829767,0.25498476,0.00000000
-5.03351676,0.53183778,0.44502047,0.04281084,0.13814360,0.00787830,0.08030803,0.25898836,0.00000000
-5.02751376,0.54347305,0.45561918,0.04475680,0.13530440,0.00755223,0.08239460,0.26331898,0.00000000
-5.02151076,0.55628101,0.46675607,0.04691918,0.13229550,0.00724191,0.08459755,0.26815507,0.00000000
-5.01550775,0.57060256,0.47862786,0.04933189,0.12925963,0.00695863,0.08695448,0.27366816,0.00000000
-5.00950475,0.58675104,0.49140737,0.05202624,0.12633919,0.00671355,0.08949863,0.28001674,0.00000000
-5.00350175,0.60500017,0.50523504,0.05502959,0.12367133,0.00651750,0.09225721,0.28734062,0.00000000
-4.99749875,0.62557321,0.52021167,0.05836410,0.12138331,0.00638089,0.09524995,0.29575610,0.00000000
-4.99149575,0.64863395,0.53639250,0.06204548,0.11958806,0.00631359,0.09848785,0.30535189,0.00000000
-4.98549275,0.67427965,0.55378301,0.06608201,0.11838037,0.00632490,0.10197227,0.31618616,0.00000000
-4.97948974,0.70253622,0.57233648,0.07047366,0.11783363,0.00642357,0.10569434,0.32828466,0.00000000
-4.97348674,0.73335592,0.59195336,0.07521142,0.11799737,0.00661782,0.10963471,0.34164000,0.00000000
-4.96748374,0.76661739,0.61248250,0.08027692,0.11889561,0.00691546,0.11376361,0.35621211,0.00000000
-4.96148074,0.80212830,0.63372407,0.08564235,0.12052615,0.00732400,0.11804135,0.37192986,0.00000000
-4.95547774,0.83963018,0.65543401,0.09127060,0.12286067,0.00785080,0.12241902,0.38869370,0.00000000
-4.94947474,0.87880554,0.67733000,0.09711574,0.12584586,0.00850321,0.12683960,0.40637921,0.00000000
-4.94347174,0.91928683,0.69909850,0.10312384,0.12940533,0.00928877,0.13123927,0.42484152,0.00000000
-4.93746873,0.96066708,0.72040278,0.10923400,0.13344231,0.01021534,0.13554892,0.44392029,0.00000000
-4.93146573,1.00251166,0.74089165,0.11537972,0.13784301,0.01129119,0.13969592,0.46344513,0.00000000
-4.92546273,1.04437103,0.76020863,0.12149042,0.14248063,0.01252517,0.14360592,0.48324128,0.00000000
-4.91945973,1.08579367,0.77800135,0.12749321,0.14721960,0.01392663,0.14720477,0.50313524,0.00000000
-4.91345673,1.12633910,0.79393081,0.13331472,0.15192023,0.01550546,0.15042048,0.52296018,0.00000000
-4.90745373,1.16559013,0.80768047,0.13888301,0.15644329,0.01727191,0.15318509,0.54256091,0.00000000
-4.90145073,1.20316413,0.81896469,0.14412944,0.16065457,0.01923641,0.15543652,0.56179815,0.00000000
-4.89544772,1.23872272,0.82753645,0.14899046,0.16442906,0.02140919,0.15712021,0.58055189,0.00000000
-4.88944472,1.27197944,0.83319402,0.15340919,0.16765476,0.02379991,0.15819061,0.59872376,0.00000000
-4.88344172,1.30270508,0.83578651,0.15733675,0.17023589,0.02641711,0.15861245,0.61623813,0.00000000
-4.87743872,1.33073050,0.83521788,0.16073338,0.17209537,0.02926758,0.15836167,0.63304195,0.00000000
-4.87143572,1.35594648,0.83144952,0.16356906,0.17317655,0.03235570,0.15742610,0.64910328,0.00000000
-4.86543272,1.37830099,0.82450109,0.16582385,0.17344412,0.03568269,0.15580574,0.66440854,0.00000000
-4.85942971,1.39779365,0.81444961,0.16748786,0.17288416,0.03924582,0.15351275,0.67895856,0.00000000
-4.85342671,1.41446777,0.80142687,0.16856072,0.17150344,0.04303771,0.15057099,0.69276370,0.00000000
-4.84742371,1.42840050,0.78561509,0.16905087,0.16932796,0.04704560,0.14701537,0.70583816,0.00000000
-4.84142071,1.43969141,0.76724110,0.16897443,0.16640088,0.05125077,0.14289071,0.71819388,0.00000000
-4.83541771,1.44845028,0.74656916,0.16835395,0.16277991,0.05562805,0.13825049,0.72983440,0.00000000
-4.82941471,1.45478483,0.72389272,0.16721691,0.15853440,0.06014557,0.13315523,0.74074894,0.00000000
-4.82341171,1.45878899,0.69952546,0.16559428,0.15374221,0.06476466,0.12767086,0.75090725,0.00000000
-4.81740870,1.46053265,0.67379191,0.16351904,0.14848649,0.06944003,0.12186686,0.76025540,0.00000000
-4.81140570,1.46005332,0.64701818,0.16102485,0.14285264,0.07412021,0.11581448,0.76871305,0.00000000
-4.80540270,1.45735044,0.61952299,0.15814485,0.13692546,0.07874829,0.10958495,0.77617229,0.00000000
-4.79939970,1.45238267,0.59160952,0.15491084,0.13078660,0.08326284,0.10324786,0.78249828,0.00000000
-4.79339670,1.44506834,0.56355832,0.15135255,0.12451258,0.08759920,0.09686961,0.78753176,0.00000000
-4.78739370,1.43528920,0.53562159,0.14749737,0.11817308,0.09169091,0.09051225,0.79109342,0.00000000
-4.78139070,1.42289720,0.50801896,0.14337027,0.11182994,0.09547134,0.08423235,0.79298991,0.00000000
-4.77538769,1.40772400,0.48093492,0.13899403,0.10553651,0.09887550,0.07808034,0.79302130,0.00000000
-4.76938469,1.38959266,0.45451788,0.13438967,0.09933754,0.10184180,0.07210001,0.79098961,0.00000000
-4.76338169,1.36833081,0.42888082,0.12957709,0.09326940,0.10431391,0.06632829,0.78670803,0.00000000
-4.75737869,1.34378463,0.40410338,0.12457569,0.08736072,0.10624249,0.06079533,0.78001027,0.00000000
-4.75137569,1.31583273,0.38023512,0.11940520,0.08163324,0.10758674,0.05552474,0.77075972,0.00000000
-4.74537269,1.28439918,0.35729980,0.11408633,0.07610279,0.10831581,0.05053403,0.75885781,0.00000000
-4.73936968,1.24946501,0.33530034,0.10864139,0.07078047,0.10840981,0.04583524,0.74425111,0.00000000
-4.73336668,1.21107748,0.31422410,0.10309474,0.06567372,0.10786065,0.04143560,0.72693700,0.00000000
-4.72736368,1.16935671,0.29404836,0.09747314,0.06078745,0.10667237,0.03733834,0.70696743,0.00000000
-4.72136068,1.12449926,0.27474559,0.09180582,0.05612505,0.10486114,0.03354348,0.68445062,0.00000000
-4.71535768,1.07677872,0.25628839,0.08612437,0.05168924,0.10245495,0.03004870,0.65955079,0.00000000
-4.70935468,1.02654312,0.23865389,0.08046255,0.04748281,0.09949283,0.02685009,0.63248579,0.00000000
-4.70335168,0.97420969,0.22182756,0.07485580,0.04350928,0.09602383,0.02394304,0.60352283,0.00000000
-4.69734867,0.92025712,0.20580630,0.06934078,0.03977331,0.09210560,0.02132295,0.57297267,0.00000000
-4.69134567,0.86521600,0.19060089,0.06395472,0.03628114,0.08780289,0.01898605,0.54118248,0.00000000
-4.68534267,0.80965798,0.17623782,0.05873484,0.03304079,0.08318577,0.01693006,0.50852779,0.00000000
-4.67933967,0.75418426,0.16276053,0.05371773,0.03006236,0.07832783,0.01515495,0.47540399,0.00000000
-4.67333667,0.69941416,0.15023029,0.04893885,0.02735817,0.07330434,0.01366359,0.44221769,0.00000000
-4.66733367,0.64597419,0.13872662,0.04443206,0.02494294,0.06819043,0.01246243,0.40937853,0.00000000
-4.66133067,0.59448832,0.12834760,0.04022938,0.02283400,0.06305952,0.01156214,0.37729156,0.00000000
-4.65532766,0.54556965,0.11920993,0.03636076,0.02105141,0.05798173,0.01097824,0.34635063,0.00000000
-4.64932466,0.49981380,0.11144889,0.03285409,0.01961818,0.05302268,0.01073161,0.31693288,0.00000000
-4.64332166,0.45779413,0.10521823,0.02973529,0.01856041,0.04824245,0.01084901,0.28939463,0.00000000
-4.63731866,0.42005862,0.10068978,0.02702850,0.01790738,0.04369481,0.01136343,0.26406833,0.00000000
-4.63131566,0.38712827,0.09805295,0.02475633,0.01769162,0.03942676,0.01231429,0.24126091,0.00000000
-4.62531266,0.35949655,0.09751374,0.02294020,0.01794883,0.03547823,0.01374749,0.22125298,0.00000000
-4.61930965,0.33762945,0.09929325,0.02160057,0.01871757,0.03188210,0.01571515,0.20429885,0.00000000
-4.61330665,0.32196560,0.10362539,0.02075716,0.02003888,0.02866436,0.01827507,0.19062709,0.00000000
-4.60730365,0.31291582,0.11075369,0.02042906,0.02195556,0.02584443,0.02148988,0.18044107,0.00000000
-4.60130065,0.31086142,0.12092693,0.02063464,0.02451115,0.02343558,0.02542568,0.17391947,0.00000000
-4.59529765,0.31615094,0.13439347,0.02139133,0.02774868,0.02144542,0.03015045,0.17121613,0.00000000
-4.58929465,0.32909464,0.15139420,0.02271513,0.03170905,0.01987639,0.03573179,0.17245918,0.00000000
-4.58329165,0.34995661,0.17215401,0.02461989,0.03642917,0.01872625,0.04223444,0.17774910,0.00000000
-4.57728864,0.37894434,0.19687194,0.02711645,0.04193974,0.01798852,0.04971729,0.18715571,0.00000000
-4.57128564,0.41619586,0.22571002,0.03021149,0.04826291,0.01765276,0.05823004,0.20071397,0.00000000
-4.56528264,0.46176479,0.25878128,0.03390622,0.05540978,0.01770491,0.06780970,0.21841871,0.00000000
-4.55927964,0.51560390,0.29613721,0.03819502,0.06337787,0.01812738,0.07847689,0.24021853,0.00000000
-4.55327664,0.57754795,0.33775514,0.04306400,0.07214867,0.01889920,0.09023221,0.26600916,0.00000000
-4.54727364,0.64729673,0.38352637,0.04848958,0.08168545,0.01999600,0.10305277,0.29562675,0.00000000
-4.54127064,0.72439959,0.43324541,0.05443722,0.09193145,0.02139001,0.11688913,0.32884150,0.00000000
-4.53526763,0.80824252,0.48660141,0.06086040,0.10280852,0.02305004,0.13166284,0.36535227,0.00000000
-4.52926463,0.89803915,0.54317215,0.06769990,0.11421650,0.02494151,0.14726475,0.40478275,0.00000000
-4.52326163,0.99282677,0.60242161,0.07488347,0.12603333,0.02702648,0.16355424,0.44667960,0.00000000
-4.51725863,1.09146842,0.66370140,0.08232599,0.13811603,0.02926389,0.18035964,0.49051324,0.00000000
-4.51125563,1.19266189,0.72625668,0.08993019,0.15030257,0.03160980,0.19747986,0.53568163,0.00000000
-4.50525263,1.29495610,0.78923671,0.09758793,0.16241473,0.03401789,0.21468726,0.58151715,0.00000000
-4.49924962,1.39677499,0.85171015,0.10518200,0.17426180,0.03644000,0.23173186,0.62729697,0.00000000
-4.49324662,1.49644862,0.91268477,0.11258854,0.18564508,0.03882696,0.24834680,0.67225649,0.00000000
