energy_ev,total_up,Fe_p_up,Fe_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.55677839,3.01472755,1.71008719,1.82969029,0.52703461,0.31327033,0.00034086,0.06723532,0.73902912,0.00000000
-3.55077539,2.95645443,1.68210318,1.79917796,0.51131153,0.31178815,0.00035000,0.06479196,0.72718696,0.00000000
-3.54477239,2.89969894,1.65531375,1.76987728,0.49530117,0.31086705,0.00036149,0.06225515,0.71472146,0.00000000
-3.53876938,2.84469646,1.62986320,1.74192534,0.47913338,0.31045134,0.00037559,0.05964030,0.70159852,0.00000000
-3.53276638,2.79158001,1.60581047,1.71538641,0.46293139,0.31047033,0.00039253,0.05696402,0.68779065,0.00000000
-3.52676338,2.74038992,1.58313502,1.69025784,0.44681025,0.31084129,0.00041253,0.05424397,0.67327978,0.00000000
-3.52076038,2.69108535,1.56174486,1.66647733,0.43087558,0.31147279,0.00043582,0.05149846,0.65805931,0.00000000
-3.51475738,2.64355673,1.54148650,1.64393123,0.41522235,0.31226808,0.00046256,0.04874617,0.64213519,0.00000000
-3.50875438,2.59763894,1.52215614,1.62246348,0.39993411,0.31312862,0.00049290,0.04600569,0.62552626,0.00000000
-3.50275138,2.55312446,1.50351166,1.60188475,0.38508248,0.31395760,0.00052698,0.04329514,0.60826387,0.00000000
-3.49674837,2.50977638,1.48528487,1.58198165,0.37072692,0.31466333,0.00056488,0.04063176,0.59039102,0.00000000
-3.49074537,2.46734073,1.46719354,1.56252549,0.35691498,0.31516246,0.00060664,0.03803153,0.57196100,0.00000000
-3.48474237,2.42555792,1.44895277,1.54328064,0.34368282,0.31538294,0.00065228,0.03550886,0.55303588,0.00000000
-3.47873937,2.38417312,1.43028526,1.52401208,0.33105600,0.31526665,0.00070175,0.03307637,0.53368486,0.00000000
-3.47273637,2.34294535,1.41093031,1.50449223,0.31905068,0.31477156,0.00075496,0.03074470,0.51398261,0.00000000
-3.46673337,2.30165529,1.39065116,1.48450688,0.30767489,0.31387348,0.00081177,0.02852248,0.49400773,0.00000000
-3.46073037,2.26011167,1.36924077,1.46386029,0.29692998,0.31256720,0.00087197,0.02641632,0.47384140,0.00000000
-3.45472736,2.21815633,1.34652575,1.44237940,0.28681218,0.31086705,0.00093532,0.02443093,0.45356617,0.00000000
-3.44872436,2.17566800,1.32236879,1.41991735,0.27731406,0.30880688,0.00100151,0.02256925,0.43326496,0.00000000
-3.44272136,2.13256481,1.29666947,1.39635623,0.26842597,0.30643937,0.00107016,0.02083273,0.41302027,0.00000000
-3.43671836,2.08880583,1.26936392,1.37160943,0.26013725,0.30383475,0.00114088,0.01922153,0.39291353,0.00000000
-3.43071536,2.04439155,1.24042334,1.34562329,0.25243728,0.30107882,0.00121320,0.01773484,0.37302453,0.00000000
-3.42471236,1.99936375,1.20985187,1.31837864,0.24531627,0.29827057,0.00128662,0.01637112,0.35343104,0.00000000
-3.41870935,1.95380458,1.17768402,1.28989191,0.23876578,0.29551921,0.00136064,0.01512841,0.33420833,0.00000000
-3.41270635,1.90783527,1.14398191,1.26021608,0.23277891,0.29294075,0.00143470,0.01400450,0.31542885,0.00000000
-3.40670335,1.86161443,1.10883267,1.22944149,0.22735027,0.29065440,0.00150828,0.01299717,0.29716181,0.00000000
-3.40070035,1.81533601,1.07234606,1.19769643,0.22247568,0.28877864,0.00158082,0.01210432,0.27947283,0.00000000
-3.39469735,1.76922709,1.03465253,1.16514748,0.21815162,0.28742725,0.00165182,0.01132403,0.26242351,0.00000000
-3.38869435,1.72354531,0.99590177,1.13199963,0.21437449,0.28670536,0.00172078,0.01065466,0.24607104,0.00000000
-3.38269135,1.67857613,0.95626166,1.09849591,0.21113979,0.28670567,0.00178724,0.01009477,0.23046781,0.00000000
-3.37668834,1.63462965,0.91591762,1.06491653,0.20844111,0.28750491,0.00185079,0.00964312,0.21566102,0.00000000
-3.37068534,1.59203715,0.87507225,1.03157741,0.20626922,0.28916079,0.00191105,0.00929857,0.20169237,0.00000000
-3.36468234,1.55114712,0.83394490,0.99882778,0.20461109,0.29170935,0.00196771,0.00905996,0.18859771,0.00000000
-3.35867934,1.51232083,0.79277129,0.96704709,0.20344908,0.29516309,0.00202049,0.00892601,0.17640687,0.00000000
-3.35267634,1.47592745,0.75180268,0.93664078,0.20276017,0.29950973,0.00206912,0.00889518,0.16514343,0.00000000
-3.34667334,1.44233863,0.71130464,0.90803518,0.20251556,0.30471183,0.00211341,0.00896555,0.15482461,0.00000000
-3.34067034,1.41192277,0.67155518,0.88167133,0.20268035,0.31070724,0.00215317,0.00913473,0.14546127,0.00000000
-3.33466733,1.38503898,0.63284217,0.85799801,0.20321361,0.31741053,0.00218820,0.00939973,0.13705785,0.00000000
-3.32866433,1.36203085,0.59546006,0.83746386,0.20406871,0.32471521,0.00221835,0.00975693,0.12961244,0.00000000
-3.32266133,1.34322030,0.55970585,0.82050895,0.20519398,0.33249679,0.00224343,0.01020205,0.12311690,0.00000000
-3.31665833,1.32890153,0.52587446,0.80755592,0.20653364,0.34061671,0.00226327,0.01073006,0.11755695,0.00000000
-3.31065533,1.31933538,0.49425360,0.79900094,0.20802904,0.34892669,0.00227766,0.01133528,0.11291229,0.00000000
-3.30465233,1.31474408,0.46511825,0.79520468,0.20962006,0.35727368,0.00228642,0.01201132,0.10915680,0.00000000
-3.29864932,1.31530654,0.43872508,0.79648363,0.21124674,0.36550499,0.00228933,0.01275118,0.10625865,0.00000000
-3.29264632,1.32115429,0.41530679,0.80310193,0.21285085,0.37347337,0.00228619,0.01354728,0.10418045,0.00000000
-3.28664332,1.33236790,0.39506675,0.81526388,0.21437757,0.38104188,0.00227683,0.01439152,0.10287944,0.00000000
-3.28064032,1.34897399,0.37817401,0.83310744,0.21577698,0.38808829,0.00226108,0.01527533,0.10230763,0.00000000
-3.27463732,1.37094266,0.36475887,0.85669865,0.21700528,0.39450868,0.00223883,0.01618976,0.10241195,0.00000000
-3.26863432,1.39818528,0.35490909,0.88602722,0.21802583,0.40022016,0.00221003,0.01712552,0.10313450,0.00000000
-3.26263132,1.43055250,0.34866684,0.92100335,0.21880972,0.40516245,0.00217469,0.01807304,0.10441273,0.00000000
-3.25662831,1.46783255,0.34602655,0.96145567,0.21933599,0.40929833,0.00213293,0.01902252,0.10617976,0.00000000
-3.25062531,1.50974960,0.34693351,1.00713056,0.21959139,0.41261282,0.00208494,0.01996398,0.10836472,0.00000000
-3.24462231,1.55596251,0.35128343,1.05769257,0.21956976,0.41511127,0.00203103,0.02088733,0.11089322,0.00000000
-3.23861931,1.60606382,0.35892283,1.11272625,0.21927104,0.41681638,0.00197160,0.02178242,0.11368791,0.00000000
-3.23261631,1.65957947,0.36965033,1.17173923,0.21869997,0.41776435,0.00190717,0.02263907,0.11666916,0.00000000
-3.22661331,1.71596928,0.38321889,1.23416657,0.21786463,0.41800051,0.00183835,0.02344721,0.11975592,0.00000000
-3.22061031,1.77462872,0.39933883,1.29937653,0.21677489,0.41757465,0.00176582,0.02419693,0.12286669,0.00000000
-3.21460730,1.83489220,0.41768183,1.36667781,0.21544093,0.41653626,0.00169037,0.02487863,0.12592068,0.00000000
-3.20860430,1.89603835,0.43788576,1.43532815,0.21387188,0.41493030,0.00161280,0.02548311,0.12883909,0.00000000
-3.20260130,1.95729747,0.45956043,1.50454448,0.21207475,0.41279344,0.00153399,0.02600177,0.13154653,0.00000000
-3.19659830,2.01786158,0.48229412,1.57351463,0.21005380,0.41015127,0.00145480,0.02642673,0.13397255,0.00000000
-3.19059530,2.07689698,0.50566093,1.64141041,0.20781018,0.40701662,0.00137611,0.02675109,0.13605323,0.00000000
-3.18459230,2.13355948,0.52922881,1.70740215,0.20534217,0.40338900,0.00129877,0.02696903,0.13773283,0.00000000
-3.17858929,2.18701205,0.55256820,1.77067437,0.20264582,0.39925535,0.00122360,0.02707607,0.13896536,0.00000000
-3.17258629,2.23644454,0.57526104,1.83044245,0.19971593,0.39459200,0.00115135,0.02706924,0.13971612,0.00000000
-3.16658329,2.28109496,0.59691001,1.88596994,0.19654748,0.38936771,0.00108270,0.02694719,0.13996308,0.00000000
-3.16058029,2.32027170,0.61714779,1.93658605,0.19313722,0.38354748,0.00101828,0.02671041,0.13969813,0.00000000
-3.15457729,2.35337590,0.63564601,1.98170295,0.18948542,0.37709720,0.00095861,0.02636126,0.13892797,0.00000000
-3.14857429,2.37992298,0.65212363,2.02083225,0.18559760,0.36998843,0.00090412,0.02590407,0.13767484,0.00000000
-3.14257129,2.39956267,0.66635450,2.05360018,0.18148614,0.36220335,0.00085516,0.02534512,0.13597683,0.00000000
-3.13656828,2.41209635,0.67817386,2.07976084,0.17717165,0.35373933,0.00081199,0.02469259,0.13388792,0.00000000
-3.13056528,2.41749113,0.68748337,2.09920703,0.17268397,0.34461303,0.00077478,0.02395649,0.13147760,0.00000000
-3.12456228,2.41588971,0.69425468,2.11197814,0.16806275,0.33486355,0.00074362,0.02314847,0.12883013,0.00000000
-3.11855928,2.40761555,0.69853123,2.11826456,0.16335754,0.32455471,0.00071854,0.02228163,0.12604348,0.00000000
-3.11255628,2.39317288,0.70042817,2.11840849,0.15862738,0.31377603,0.00069947,0.02137028,0.12322785,0.00000000
-3.10655328,2.37324129,0.70013050,2.11290068,0.15393988,0.30264255,0.00068632,0.02042963,0.12050395,0.00000000
-3.10055028,2.34866488,0.69788929,2.10237314,0.14936978,0.29129342,0.00067892,0.01947549,0.11800092,0.00000000
-3.09454727,2.32043613,0.69401613,2.08758777,0.14499722,0.27988928,0.00067706,0.01852396,0.11585408,0.00000000
-3.08854427,2.28967479,0.68887602,2.06942116,0.14090549,0.26860858,0.00068050,0.01759103,0.11420231,0.00000000
-3.08254127,2.25760243,0.68287873,2.04884571,0.13717867,0.25764296,0.00068896,0.01669231,0.11318544,0.00000000
-3.07653827,2.22551314,0.67646904,2.02690760,0.13389907,0.24719198,0.00070212,0.01584269,0.11294132,0.00000000
-3.07053527,2.19474136,0.67011594,2.00470210,0.13114462,0.23745726,0.00071966,0.01505601,0.11360289,0.00000000
-3.06453227,2.16662763,0.66430127,1.98334681,0.12898633,0.22863640,0.00074121,0.01434483,0.11529518,0.00000000
-3.05852926,2.14248327,0.65950781,1.96395372,0.12748590,0.22091677,0.00076640,0.01372017,0.11813226,0.00000000
-3.05252626,2.12355508,0.65620744,1.94760056,0.12669358,0.21446955,0.00079482,0.01319133,0.12221428,0.00000000
-3.04652326,2.11099101,0.65484934,1.93530273,0.12664636,0.20944407,0.00082604,0.01276573,0.12762462,0.00000000
-3.04052026,2.10580798,0.65584880,1.92798621,0.12736656,0.20596272,0.00085962,0.01244883,0.13442722,0.00000000
-3.03451726,2.10886283,0.65957660,1.92646278,0.12886087,0.20411658,0.00089509,0.01224406,0.14266416,0.00000000
-3.02851426,2.12082744,0.66634960,1.93140810,0.13111990,0.20396193,0.00093195,0.01215285,0.15235367,0.00000000
-3.02251126,2.14216893,0.67642234,1.94334362,0.13411822,0.20551770,0.00096968,0.01217461,0.16348853,0.00000000
-3.01650825,2.17313577,0.68998030,1.96262309,0.13781501,0.20876409,0.00100774,0.01230694,0.17603504,0.00000000
-3.01050525,2.21375053,0.70713478,1.98942417,0.14215515,0.21364220,0.00104558,0.01254568,0.18993264,0.00000000
-3.00450225,2.26380972,0.72791952,2.02374576,0.14707092,0.22005498,0.00108262,0.01288515,0.20509421,0.00000000
-2.99849925,2.32289098,0.75228952,2.06541127,0.15248414,0.22786930,0.00111829,0.01331836,0.22140717,0.00000000
-2.99249625,2.39036777,0.78012173,2.11407793,0.15830876,0.23691928,0.00115203,0.01383732,0.23873531,0.00000000
-2.98649325,2.46543119,0.81121799,2.16925189,0.16445376,0.24701067,0.00118331,0.01443332,0.25692138,0.00000000
-2.98049025,2.54711843,0.84531004,2.23030890,0.17082639,0.25792632,0.00121160,0.01509729,0.27579049,0.00000000
-2.97448724,2.63434697,0.88206650,2.29651958,0.17733555,0.26943252,0.00123646,0.01582013,0.29515398,0.00000000
-2.96848424,2.72595334,0.92110169,2.36707859,0.18389514,0.28128613,0.00125751,0.01659308,0.31481390,0.00000000
-2.96248124,2.82073496,0.96198607,2.44113631,0.19042744,0.29324212,0.00127444,0.01740810,0.33456775,0.00000000
-2.95647824,2.91749343,1.00425781,2.51783190,0.19686611,0.30506146,0.00128706,0.01825823,0.35421335,0.00000000
-2.95047524,3.01507731,1.04743534,2.59632591,0.20315893,0.31651896,0.00129529,0.01913787,0.37355364,0.00000000
-2.94447224,3.11242255,1.09103022,2.67583116,0.20926998,0.32741082,0.00129920,0.02004311,0.39240116,0.00000000
-2.93846923,3.20858854,1.13455995,2.75564015,0.21518114,0.33756156,0.00129898,0.02097195,0.41058204,0.00000000
-2.93246623,3.30278803,1.17756017,2.83514762,0.22089293,0.34682999,0.00129497,0.02192444,0.42793927,0.00000000
-2.92646323,3.39440922,1.21959579,2.91386695,0.22642447,0.35511415,0.00128764,0.02290281,0.44433518,0.00000000
-2.92046023,3.48302895,1.26027053,2.99143938,0.23181262,0.36235466,0.00127763,0.02391141,0.45965296,0.00000000
-2.91445723,3.56841585,1.29923459,3.06763549,0.23711022,0.36853663,0.00126567,0.02495669,0.47379728,0.00000000
-2.90845423,3.65052340,1.33619000,3.14234859,0.24238360,0.37368976,0.00125263,0.02604693,0.48669387,0.00000000
-2.90245123,3.72947275,1.37089353,3.21558023,0.24770918,0.37788672,0.00123944,0.02719199,0.49828838,0.00000000
-2.89644822,3.80552632,1.40315712,3.28741853,0.25316967,0.38123983,0.00122711,0.02840293,0.50854443,0.00000000
-2.89044522,3.87905317,1.43284577,3.35801036,0.25884962,0.38389610,0.00121667,0.02969150,0.51744114,0.00000000
-2.88444222,3.95048799,1.45987323,3.42752888,0.26483080,0.38603077,0.00120913,0.03106966,0.52497039,0.00000000
-2.87843922,4.02028593,1.48419571,3.49613821,0.27118749,0.38783980,0.00120550,0.03254893,0.53113389,0.00000000
-2.87243622,4.08887544,1.50580405,3.56395732,0.27798192,0.38953135,0.00120666,0.03413978,0.53594048,0.00000000
-2.86643322,4.15661202,1.52471497,3.63102538,0.28526007,0.39131673,0.00121343,0.03585100,0.53940360,0.00000000
-2.86043022,4.22373524,1.54096189,3.69727056,0.29304809,0.39340128,0.00122646,0.03768903,0.54153943,0.00000000
-2.85442721,4.29033172,1.55458596,3.76248460,0.30134945,0.39597525,0.00124624,0.03965739,0.54236543,0.00000000
-2.84842421,4.35630611,1.56562796,3.82630475,0.31014303,0.39920540,0.00127306,0.04175615,0.54189973,0.00000000
-2.84242121,4.42136203,1.57412145,3.88820462,0.31938222,0.40322737,0.00130700,0.04398146,0.54016105,0.00000000
-2.83641821,4.48499411,1.58008789,3.94749488,0.32899513,0.40813929,0.00134790,0.04632519,0.53716930,0.00000000
-2.83041521,4.54649203,1.58353378,4.00333426,0.33888586,0.41399671,0.00139541,0.04877476,0.53294670,0.00000000
-2.82441221,4.60495631,1.58445024,4.05475066,0.34893690,0.42080927,0.00144892,0.05131304,0.52751924,0.00000000
-2.81840920,4.65932556,1.58281490,4.10067162,0.35901239,0.42853892,0.00150762,0.05391842,0.52091839,0.00000000
-2.81240620,4.70841368,1.57859605,4.13996285,0.36896226,0.43709999,0.00157047,0.05656505,0.51318279,0.00000000
-2.80640320,4.75095533,1.57175867,4.17147291,0.37862698,0.44636101,0.00163631,0.05922326,0.50435979,0.00000000
-2.80040020,4.78565736,1.56227200,4.19408198,0.38784273,0.45614816,0.00170378,0.06186009,0.49450677,0.00000000
-2.79439720,4.81125360,1.55011794,4.20675197,0.39644680,0.46625026,0.00177144,0.06443997,0.48369186,0.00000000
-2.78839420,4.82656026,1.53529976,4.20857555,0.40428289,0.47642513,0.00183776,0.06692556,0.47199427,0.00000000
-2.78239120,4.83052902,1.51785036,4.19882131,0.41120615,0.48640704,0.00190118,0.06927865,0.45950396,0.00000000
-2.77638819,4.82229523,1.49783942,4.17697269,0.41708777,0.49591502,0.00196016,0.07146114,0.44632073,0.00000000
-2.77038519,4.80121877,1.47537893,4.14275855,0.42181887,0.50466177,0.00201321,0.07343607,0.43255279,0.00000000
-2.76438219,4.76691566,1.45062642,4.09617366,0.42531356,0.51236276,0.00205893,0.07516862,0.41831479,0.00000000
-2.75837919,4.71927881,1.42378568,4.03748805,0.42751111,0.51874529,0.00209606,0.07662712,0.40372560,0.00000000
-2.75237619,4.65848726,1.39510472,3.96724472,0.42837712,0.52355728,0.00212351,0.07778395,0.38890569,0.00000000
-2.74637319,4.58500347,1.36487093,3.88624575,0.42790371,0.52657521,0.00214037,0.07861633,0.37397449,0.00000000
-2.74037019,4.49955919,1.33340372,3.79552772,0.42610879,0.52761132,0.00214599,0.07910701,0.35904778,0.00000000
-2.73436718,4.40313077,1.30104487,3.69632760,0.42303444,0.52651950,0.00213994,0.07924476,0.34423516,0.00000000
-2.72836418,4.29690547,1.26814719,3.59004101,0.41874453,0.52319989,0.00212202,0.07902466,0.32963786,0.00000000
-2.72236118,4.18224050,1.23506213,3.47817496,0.41332182,0.51760192,0.00209234,0.07844823,0.31534675,0.00000000
-2.71635818,4.06061705,1.20212698,3.36229744,0.40686455,0.50972575,0.00205119,0.07752337,0.30144094,0.00000000
-2.71035518,3.93359164,1.16965241,3.24398633,0.39948278,0.49962214,0.00199916,0.07626400,0.28798670,0.00000000
-2.70435218,3.80274688,1.13791114,3.12477994,0.39129474,0.48739062,0.00193702,0.07468966,0.27503685,0.00000000
-2.69834917,3.66964409,1.10712832,3.00613142,0.38242307,0.47317628,0.00186573,0.07282485,0.26263071,0.00000000
-2.69234617,3.53577954,1.07747409,2.88936889,0.37299149,0.45716510,0.00178644,0.07069826,0.25079433,0.00000000
-2.68634317,3.40254609,1.04905893,2.77566268,0.36312164,0.43957822,0.00170040,0.06834192,0.23954128,0.00000000
-2.68034017,3.27120147,1.02193180,2.66600087,0.35293041,0.42066529,0.00160898,0.06579026,0.22887366,0.00000000
-2.67433717,3.14284397,0.99608128,2.56117340,0.34252779,0.40069716,0.00151359,0.06307914,0.21878354,0.00000000
-2.66833417,3.01839618,0.97143955,2.46176509,0.33201511,0.37995825,0.00141566,0.06024496,0.20925449,0.00000000
-2.66233117,2.89859653,0.94788896,2.36815700,0.32148392,0.35873890,0.00131660,0.05732370,0.20026345,0.00000000
-2.65632816,2.78399857,0.92527078,2.28053556,0.31101531,0.33732790,0.00121777,0.05435015,0.19178260,0.00000000
-2.65032516,2.67497712,0.90339566,2.19890831,0.30067959,0.31600557,0.00112048,0.05135719,0.18378132,0.00000000
-2.64432216,2.57174053,0.88205511,2.12312509,0.29053649,0.29503747,0.00102588,0.04837521,0.17622819,0.00000000
-2.63831916,2.47434791,0.86103364,2.05290335,0.28063553,0.27466907,0.00093503,0.04543165,0.16909291,0.00000000
-2.63231616,2.38273028,0.84012066,1.98785605,0.27101673,0.25512147,0.00084885,0.04255071,0.16234806,0.00000000
-2.62631316,2.29671422,0.81912186,1.92752096,0.26171143,0.23658811,0.00076810,0.03975321,0.15597078,0.00000000
-2.62031016,2.21604715,0.79786934,1.87138999,0.25274323,0.21923281,0.00069336,0.03705650,0.14994418,0.00000000
-2.61430715,2.14042293,0.77623032,1.81893740,0.24412902,0.20318877,0.00062509,0.03447462,0.14425853,0.00000000
-2.60830415,2.06950692,0.75411385,1.76964613,0.23587996,0.18855884,0.00056357,0.03201850,0.13891214,0.00000000
-2.60230115,2.00295960,0.73147565,1.72303121,0.22800254,0.17541662,0.00050895,0.02969621,0.13391196,0.00000000
-2.59629815,1.94045820,0.70832071,1.67866001,0.22049950,0.16380858,0.00046123,0.02751334,0.12927383,0.00000000
-2.59029515,1.88171559,0.68470382,1.63616871,0.21337085,0.15375688,0.00042029,0.02547339,0.12502235,0.00000000
-2.58429215,1.82649626,0.66072813,1.59527486,0.20661478,0.14526279,0.00038593,0.02357820,0.12119045,0.00000000
-2.57828914,1.77462901,0.63654184,1.55578600,0.20022855,0.13831057,0.00035784,0.02182836,0.11781866,0.00000000
-2.57228614,1.72601624,0.61233337,1.51760439,0.19420948,0.13287167,0.00033563,0.02022364,0.11495398,0.00000000
-2.56628314,1.68063978,0.58832518,1.48072791,0.18855578,0.12890897,0.00031889,0.01876334,0.11264852,0.00000000
-2.56028014,1.63856334,0.56476667,1.44524747,0.18326756,0.12638111,0.00030717,0.01744663,0.11095797,0.00000000
-2.55427714,1.59993165,0.54192630,1.41134121,0.17834770,0.12524660,0.00029998,0.01627284,0.10993976,0.00000000
-2.54827414,1.56496648,0.52008343,1.37926577,0.17380283,0.12546760,0.00029687,0.01524168,0.10965118,0.00000000
-2.54227114,1.53395976,0.49951997,1.34934499,0.16964414,0.12701334,0.00029737,0.01435340,0.11014741,0.00000000
-2.53626813,1.50726397,0.48051227,1.32195663,0.16588823,0.12986289,0.00030107,0.01360885,0.11147950,0.00000000
-2.53026513,1.48528025,0.46332329,1.29751721,0.16255779,0.13400733,0.00030760,0.01300957,0.11369248,0.00000000
-2.52426213,1.46844434,0.44819546,1.27646580,0.15968209,0.13945112,0.00031662,0.01255767,0.11682348,0.00000000
-2.51825913,1.45721085,0.43534415,1.25924687,0.15729723,0.14621263,0.00032789,0.01225577,0.12090011,0.00000000
-2.51225613,1.45203613,0.42495201,1.24629288,0.15544611,0.15432370,0.00034120,0.01210686,0.12593892,0.00000000
-2.50625313,1.45336021,0.41716424,1.23800706,0.15417804,0.16382827,0.00035643,0.01211402,0.13194424,0.00000000
-2.50025013,1.46158814,0.41208480,1.23474671,0.15354787,0.17478000,0.00037354,0.01228025,0.13890718,0.00000000
-2.49424712,1.47707121,0.40977355,1.23680758,0.15361477,0.18723891,0.00039255,0.01260810,0.14680496,0.00000000
-2.48824412,1.50008845,0.41024448,1.24440976,0.15444045,0.20126707,0.00041355,0.01309939,0.15560047,0.00000000
-2.48224112,1.53082892,0.41346475,1.25768532,0.15608695,0.21692350,0.00043669,0.01375485,0.16524222,0.00000000
-2.47623812,1.56937523,0.41935478,1.27666818,0.15861401,0.23425833,0.00046218,0.01457382,0.17566445,0.00000000
-2.47023512,1.61568869,0.42778913,1.30128633,0.16207598,0.25330646,0.00049025,0.01555382,0.18678752,0.00000000
-2.46423212,1.66959664,0.43859821,1.33135674,0.16651850,0.27408097,0.00052119,0.01669030,0.19851861,0.00000000
-2.45822911,1.73078231,0.45157073,1.36658301,0.17197500,0.29656650,0.00055528,0.01797634,0.21075249,0.00000000
-2.45222611,1.79877775,0.46645694,1.40655585,0.17846310,0.32071296,0.00059283,0.01940237,0.22337258,0.00000000
-2.44622311,1.87296001,0.48297233,1.45075632,0.18598119,0.34642977,0.00063410,0.02095601,0.23625210,0.00000000
-2.44022011,1.95255109,0.50080206,1.49856189,0.19450525,0.37358123,0.00067937,0.02262194,0.24925543,0.00000000
-2.43421711,2.03662186,0.51960585,1.54925500,0.20398623,0.40198302,0.00072885,0.02438191,0.26223955,0.00000000
-2.42821411,2.12410009,0.53902323,1.60203409,0.21434798,0.43140034,0.00078272,0.02621476,0.27505563,0.00000000
-2.42221111,2.21378280,0.55867936,1.65602677,0.22548609,0.46154797,0.00084111,0.02809663,0.28755078,0.00000000
-2.41620810,2.30435283,0.57819101,1.71030477,0.23726765,0.49209220,0.00090409,0.03000125,0.29956992,0.00000000
-2.41020510,2.39439951,0.59717291,1.76390062,0.24953214,0.52265504,0.00097168,0.03190030,0.31095777,0.00000000
-2.40420210,2.48244329,0.61524423,1.81582536,0.26209338,0.55282054,0.00104387,0.03376394,0.32156109,0.00000000
-2.39819910,2.56696371,0.63203523,1.86508723,0.27474271,0.58214315,0.00112060,0.03556138,0.33123098,0.00000000
-2.39219610,2.64643039,0.64719390,1.91071084,0.28725325,0.61015802,0.00120179,0.03726157,0.33982540,0.00000000
-2.38619310,2.71933624,0.66039249,1.95175644,0.29938523,0.63639285,0.00128736,0.03883395,0.34721178,0.00000000
-2.38019010,2.78423201,0.67133397,1.98733896,0.31089211,0.66038097,0.00137725,0.04024921,0.35326973,0.00000000
-2.37418709,2.83976144,0.67975802,2.01664634,0.32152746,0.68167511,0.00147146,0.04148006,0.35789386,0.00000000
-2.36818409,2.88469578,0.68544671,2.03895696,0.33105224,0.69986143,0.00157001,0.04250207,0.36099645,0.00000000
-2.36218109,2.91796677,0.68822953,2.05365553,0.33924220,0.71457312,0.00167307,0.04329435,0.36251013,0.00000000
-2.35617809,2.93869684,0.68798765,2.06024726,0.34589513,0.72550319,0.00178085,0.04384023,0.36239028,0.00000000
-2.35017509,2.94622560,0.68465742,2.05836984,0.35083775,0.73241564,0.00189371,0.04412778,0.36061717,0.00000000
-2.34417209,2.94013153,0.67823278,2.04780299,0.35393171,0.73515477,0.00201211,0.04415029,0.35719763,0.00000000
-2.33816908,2.92024802,0.66876656,2.02847508,0.35507876,0.73365209,0.00213665,0.04390651,0.35216631,0.00000000
-2.33216608,2.88667307,0.65637059,2.00046676,0.35422452,0.72793051,0.00226800,0.04340080,0.34558619,0.00000000
-2.32616308,2.83977211,0.64121452,1.96401130,0.35136099,0.71810564,0.00240689,0.04264305,0.33754857,0.00000000
-2.32016008,2.78017373,0.62352330,1.91949146,0.34652749,0.70438420,0.00255411,0.04164852,0.32817222,0.00000000
-2.31415708,2.70875815,0.60357339,1.86743296,0.33981002,0.68705942,0.00271041,0.04043741,0.31760190,0.00000000
-2.30815408,2.62663890,0.58168766,1.80849449,0.33133920,0.66650380,0.00287646,0.03903441,0.30600607,0.00000000
-2.30215108,2.53513797,0.55822918,1.74345456,0.32128664,0.64315947,0.00305280,0.03746799,0.29357396,0.00000000
-2.29614807,2.43575540,0.53359393,1.67319529,0.30986012,0.61752645,0.00323974,0.03576974,0.28051199,0.00000000
-2.29014507,2.33013398,0.50820261,1.59868371,0.29729768,0.59014938,0.00343732,0.03397348,0.26703977,0.00000000
-2.28414207,2.22002052,0.48249176,1.52095095,0.28386078,0.56160323,0.00364522,0.03211446,0.25338552,0.00000000
-2.27813907,2.10722453,0.45690448,1.44106982,0.26982703,0.53247835,0.00386270,0.03022848,0.23978143,0.00000000
-2.27213607,1.99357599,0.43188086,1.36013166,0.25548242,0.50336563,0.00408860,0.02835101,0.22645870,0.00000000
-2.26613307,1.88088314,0.40784836,1.27922277,0.24111371,0.47484201,0.00432125,0.02651644,0.21364271,0.00000000
-2.26013007,1.77089193,0.38521253,1.19940146,0.22700092,0.44745690,0.00455849,0.02475729,0.20154824,0.00000000
-2.25412706,1.66524795,0.36434813,1.12167618,0.21341030,0.42171993,0.00479770,0.02310357,0.19037503,0.00000000
-2.24812406,1.56546214,0.34559098,1.04698534,0.20058802,0.39809020,0.00503579,0.02158225,0.18030358,0.00000000
-2.24212106,1.47288100,0.32923065,0.97617958,0.18875463,0.37696734,0.00526933,0.02021678,0.17149158,0.00000000
-2.23611806,1.38866210,0.31550424,0.91000666,0.17810047,0.35868453,0.00549457,0.01902676,0.16407068,0.00000000
-2.23011506,1.31375530,0.30459139,0.84909969,0.16878218,0.34350360,0.00570757,0.01802776,0.15814395,0.00000000
-2.22411206,1.24889009,0.29661056,0.79396860,0.16092020,0.33161211,0.00590433,0.01723116,0.15378395,0.00000000
-2.21810905,1.19456906,0.29161681,0.74499527,0.15459742,0.32312253,0.00608092,0.01664418,0.15103142,0.00000000
-2.21210605,1.15106751,0.28960107,0.70243211,0.14985890,0.31807340,0.00623360,0.01626996,0.14989465,0.00000000
-2.20610305,1.11843898,0.29049090,0.66640414,0.14671259,0.31643230,0.00635898,0.01610775,0.15034947,0.00000000
-2.20010005,1.09652621,0.29415287,0.63691432,0.14513103,0.31810052,0.00645412,0.01615313,0.15233998,0.00000000
-2.19409705,1.08497719,0.30039645,0.61385172,0.14505387,0.32291931,0.00651668,0.01639839,0.15577987,0.00000000
