energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.35065404,-1.35180096,0.00602377,-0.00603208,0.46612370,-0.46648008,0.59539266,-0.59574610,0.32524597,-0.32558949,0.20805959,-0.20820184,0.00000000,-0.00000000
-5.99399700,1.34803554,-1.34919817,0.00586904,-0.00587740,0.45724518,-0.45762220,0.59460544,-0.59497546,0.31713224,-0.31748687,0.22296570,-0.22309127,0.00000000,-0.00000000
-5.98799400,1.34963323,-1.35079657,0.00574443,-0.00575277,0.44809139,-0.44848383,0.59405361,-0.59443587,0.30937448,-0.30973524,0.24098081,-0.24108808,0.00000000,-0.00000000
-5.98199100,1.35633814,-1.35748755,0.00565425,-0.00566249,0.43887022,-0.43927271,0.59392962,-0.59431964,0.30221302,-0.30257493,0.26236449,-0.26245224,0.00000000,-0.00000000
-5.97598799,1.36901456,-1.37013603,0.00560295,-0.00561102,0.42979708,-0.43020414,0.59443731,-0.59483050,0.29588442,-0.29624261,0.28735214,-0.28741955,0.00000000,-0.00000000
-5.96998499,1.38847195,-1.38955231,0.00559484,-0.00560267,0.42108914,-0.42149536,0.59578669,-0.59617843,0.29061405,-0.29096388,0.31614511,-0.31619176,0.00000000,-0.00000000
-5.96398199,1.41543466,-1.41646182,0.00563381,-0.00564134,0.41295917,-0.41335923,0.59818737,-0.59857309,0.28660871,-0.28694583,0.34889991,-0.34892579,0.00000000,-0.00000000
-5.95797899,1.45051029,-1.45147345,0.00572307,-0.00573023,0.40560890,-0.40599771,0.60184076,-0.60221600,0.28404930,-0.28436974,0.38571681,-0.38572230,0.00000000,-0.00000000
-5.95197599,1.49415771,-1.49504751,0.00586490,-0.00587163,0.39922230,-0.39959510,0.60693136,-0.60729187,0.28308396,-0.28338423,0.42662815,-0.42661403,0.00000000,-0.00000000
-5.94597299,1.54665599,-1.54746467,0.00606043,-0.00606671,0.39395898,-0.39431139,0.61361729,-0.61395912,0.28382188,-0.28409897,0.47158698,-0.47155440,0.00000000,-0.00000000
-5.93996998,1.60807572,-1.60879723,0.00630952,-0.00631531,0.38994793,-0.39027605,0.62202082,-0.62234037,0.28632797,-0.28657944,0.52045645,-0.52040695,0.00000000,-0.00000000
-5.93396698,1.67825434,-1.67888443,0.00661058,-0.00661586,0.38728196,-0.38758240,0.63221903,-0.63251314,0.29061874,-0.29084269,0.57300077,-0.57293624,0.00000000,-0.00000000
