energy_ev,total_up,Pb_p_up,Pb_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,2.58954388,0.70130486,0.00461309,0.93022713,1.85985696,0.23244089,0.00000000
-5.99399700,2.58678033,0.68963187,0.00465691,0.91754114,1.86724207,0.22773941,0.00000000
-5.98799400,2.58286521,0.67653640,0.00469711,0.90301554,1.87428554,0.22342246,0.00000000
-5.98199100,2.57819562,0.66220385,0.00473400,0.88692850,1.88116423,0.21960311,0.00000000
-5.97598799,2.57315566,0.64682621,0.00476785,0.86956749,1.88804230,0.21638632,0.00000000
-5.96998499,2.56810224,0.63059778,0.00479883,0.85122038,1.89506426,0.21386456,0.00000000
-5.96398199,2.56335223,0.61371114,0.00482708,0.83216701,1.90234899,0.21211375,0.00000000
-5.95797899,2.55917161,0.59635349,0.00485269,0.81267136,1.90998476,0.21118970,0.00000000
-5.95197599,2.55576708,0.57870335,0.00487572,0.79297482,1.91802589,0.21112522,0.00000000
-5.94597299,2.55328061,0.56092793,0.00489625,0.77329064,1.92649104,0.21192803,0.00000000
-5.93996998,2.55178736,0.54318098,0.00491441,0.75379980,1.93536364,0.21357947,0.00000000
-5.93396698,2.55129728,0.52560144,0.00493041,0.73464846,1.94459439,0.21603434,0.00000000
-5.92796398,2.55176032,0.50831276,0.00494459,0.71594706,1.95410613,0.21922165,0.00000000
-5.92196098,2.55307546,0.49142291,0.00495745,0.69777099,1.96380092,0.22304643,0.00000000
-5.91595798,2.55510311,0.47502513,0.00496971,0.68016284,1.97356926,0.22739266,0.00000000
-5.90995498,2.55768043,0.45919924,0.00498231,0.66313604,1.98330095,0.23212699,0.00000000
-5.90395198,2.56063909,0.44401359,0.00499645,0.64667969,1.99289749,0.23710336,0.00000000
-5.89794897,2.56382439,0.42952727,0.00501362,0.63076430,2.00228505,0.24216836,0.00000000
-5.89194597,2.56711498,0.41579264,0.00503559,0.61534813,2.01142764,0.24716687,0.00000000
-5.88594297,2.57044193,0.40285795,0.00506441,0.60038378,2.02033954,0.25194814,0.00000000
-5.87993997,2.57380605,0.39076979,0.00510237,0.58582471,2.02909622,0.25637169,0.00000000
-5.87393697,2.57729236,0.37957531,0.00515200,0.57163128,2.03784298,0.26031307,0.00000000
-5.86793397,2.58108065,0.36932395,0.00521601,0.55777604,2.04680053,0.26366902,0.00000000
-5.86193097,2.58545111,0.36006858,0.00529723,0.54424797,2.05626682,0.26636185,0.00000000
-5.85592796,2.59078456,0.35186591,0.00539852,0.53105544,2.06661483,0.26834288,0.00000000
-5.84992496,2.59755655,0.34477619,0.00552273,0.51822775,2.07828572,0.26959469,0.00000000
-5.84392196,2.60632548,0.33886200,0.00567257,0.50581513,2.09177758,0.27013211,0.00000000
-5.83791896,2.61771477,0.33418635,0.00585053,0.49388735,2.10762983,0.27000181,0.00000000
-5.83191596,2.63238965,0.33081007,0.00605879,0.48253079,2.12640367,0.26928065,0.00000000
-5.82591296,2.65102952,0.32878857,0.00629910,0.47184438,2.14865937,0.26807263,0.00000000
-5.81990995,2.67429685,0.32816830,0.00657268,0.46193452,2.17493125,0.26650475,0.00000000
-5.81390695,2.70280413,0.32898294,0.00688017,0.45290924,2.20570131,0.26472188,0.00000000
-5.80790395,2.73708029,0.33124963,0.00722152,0.44487206,2.24137297,0.26288086,0.00000000
-5.80190095,2.77753832,0.33496543,0.00759592,0.43791569,2.28224578,0.26114417,0.00000000
-5.79589795,2.82444556,0.34010430,0.00800177,0.43211617,2.32849268,0.25967327,0.00000000
-5.78989495,2.87789822,0.34661472,0.00843666,0.42752748,2.38014078,0.25862219,0.00000000
-5.78389195,2.93780148,0.35441816,0.00889734,0.42417712,2.43705673,0.25813134,0.00000000
-5.77788894,3.00385626,0.36340850,0.00937979,0.42206279,2.49893746,0.25832207,0.00000000
-5.77188594,3.07555337,0.37345254,0.00987921,0.42115038,2.56530700,0.25929199,0.00000000
-5.76588294,3.15217553,0.38439156,0.01039013,0.42137329,2.63551955,0.26111139,0.00000000
-5.75987994,3.23280741,0.39604387,0.01090650,0.42263313,2.70876883,0.26382081,0.00000000
-5.75387694,3.31635310,0.40820837,0.01142177,0.42480186,2.78410364,0.26742982,0.00000000
-5.74787394,3.40156075,0.42066881,0.01192909,0.42772499,2.86044871,0.27191712,0.00000000
-5.74187094,3.48705298,0.43319877,0.01242140,0.43122597,2.93663045,0.27723178,0.00000000
-5.73586793,3.57136221,0.44556689,0.01289162,0.43511132,3.01140622,0.28329562,0.00000000
-5.72986493,3.65296911,0.45754243,0.01333280,0.43917632,3.08349630,0.29000648,0.00000000
-5.72386193,3.73034292,0.46890063,0.01373828,0.44321104,3.15161695,0.29724237,0.00000000
-5.71785893,3.80198182,0.47942785,0.01410186,0.44700640,3.21451359,0.30486604,0.00000000
-5.71185593,3.86645185,0.48892618,0.01441790,0.45035999,3.27099265,0.31272997,0.00000000
-5.70585293,3.92242301,0.49721741,0.01468152,0.45308147,3.31995094,0.32068132,0.00000000
-5.69984992,3.96870118,0.50414626,0.01488861,0.45499730,3.36040161,0.32856688,0.00000000
-5.69384692,4.00425480,0.50958269,0.01503600,0.45595475,3.39149584,0.33623750,0.00000000
-5.68784392,4.02823573,0.51342334,0.01512147,0.45582496,3.41253962,0.34355208,0.00000000
-5.68184092,4.03999368,0.51559219,0.01514376,0.45450513,3.42300535,0.35038089,0.00000000
-5.67583792,4.03908418,0.51604031,0.01510261,0.45191978,3.42253816,0.35660805,0.00000000
