energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.59179590,1.29853213,0.00112733,0.14525434,1.16916076,0.43676451,0.67451797,0.00000000,0.42266643,0.11344856
-5.58579290,1.23807122,0.00111432,0.13930655,1.13515793,0.41192565,0.64347662,0.00000000,0.40471654,0.10807123
-5.57978989,1.17524742,0.00113302,0.13302435,1.09734333,0.38663588,0.61104004,0.00000000,0.38566252,0.10253029
-5.57378689,1.11079067,0.00118572,0.12645839,1.05602156,0.36115779,0.57763237,0.00000000,0.36573910,0.09693032
-5.56778389,1.04549369,0.00127548,0.11966881,1.01160020,0.33576718,0.54370302,0.00000000,0.34520103,0.09137984
-5.56178089,0.98018991,0.00140614,0.11272343,0.96457782,0.31074471,0.50971504,0.00000000,0.32431624,0.08598884
-5.55577789,0.91573247,0.00158223,0.10569584,0.91552967,0.28636869,0.47613428,0.00000000,0.30335913,0.08086659
-5.54977489,0.85297521,0.00180888,0.09866336,0.86509173,0.26290913,0.44341978,0.00000000,0.28260446,0.07611954
-5.54377189,0.79275598,0.00209179,0.09170513,0.81394375,0.24062322,0.41201542,0.00000000,0.26232200,0.07184959
-5.53776888,0.73588297,0.00243710,0.08490020,0.76279206,0.21975243,0.38234317,0.00000000,0.24277191,0.06815258
-5.53176588,0.68312412,0.00285128,0.07832586,0.71235280,0.20052116,0.35479803,0.00000000,0.22420121,0.06511713
-5.52576288,0.63519981,0.00334100,0.07205625,0.66333633,0.18313691,0.32974452,0.00000000,0.20684125,0.06282365
-5.51975988,0.59277894,0.00391299,0.06616128,0.61643315,0.16779199,0.30751485,0.00000000,0.19090625,0.06134372
-5.51375688,0.55647805,0.00457392,0.06070582,0.57230219,0.15466633,0.28840859,0.00000000,0.17659288,0.06073966
-5.50775388,0.52686349,0.00533019,0.05574938,0.53156137,0.14393151,0.27269368,0.00000000,0.16408079,0.06106431
-5.50175088,0.50445606,0.00618782,0.05134601,0.49478101,0.13575550,0.26060871,0.00000000,0.15353401,0.06236110
-5.49574787,0.48973797,0.00715230,0.04754466,0.46247991,0.13030800,0.25236609,0.00000000,0.14510316,0.06466424
-5.48974487,0.48316136,0.00822842,0.04438971,0.43512415,0.12776605,0.24815601,0.00000000,0.13892809,0.06799911
-5.48374187,0.48515799,0.00942017,0.04192190,0.41312819,0.12831953,0.24815092,0.00000000,0.13514103,0.07238284
-5.47773887,0.49614947,0.01073064,0.04017928,0.39685822,0.13217639,0.25251016,0.00000000,0.13386981,0.07782505
-5.47173587,0.51655725,0.01216191,0.03919840,0.38663689,0.13956708,0.26138455,0.00000000,0.13524103,0.08432867
-5.46573287,0.54681180,0.01371502,0.03901548,0.38274919,0.15074810,0.27492056,0.00000000,0.13938296,0.09189093
-5.45972986,0.58736015,0.01538994,0.03966753,0.38544863,0.16600414,0.29326384,0.00000000,0.14642778,0.10050445
-5.45372686,0.63867117,0.01718555,0.04119331,0.39496317,0.18564873,0.31656169,0.00000000,0.15651309,0.11015828
-5.44772386,0.70123766,0.01909967,0.04363410,0.41150016,0.21002293,0.34496417,0.00000000,0.16978234,0.12083901
-5.44172086,0.77557487,0.02112905,0.04703414,0.43524977,0.23949203,0.37862373,0.00000000,0.18638398,0.13253172
-5.43571786,0.86221465,0.02326938,0.05144069,0.46638617,0.27444004,0.41769287,0.00000000,0.20646923,0.14522083
-5.42971486,0.96169486,0.02551536,0.05690367,0.50506627,0.31526186,0.46231985,0.00000000,0.23018828,0.15889063
-5.42371186,1.07454386,0.02786061,0.06347482,0.55142545,0.36235318,0.51264222,0.00000000,0.25768489,0.17352556
-5.41770885,1.20125996,0.03029766,0.07120635,0.60557036,0.41609824,0.56877827,0.00000000,0.28908939,0.18911000
-5.41170585,1.34228608,0.03281787,0.08014904,0.66756873,0.47685566,0.63081642,0.00000000,0.32451029,0.20562769
-5.40570285,1.49798019,0.03541134,0.09035000,0.73743643,0.54494276,0.69880282,0.00000000,0.36402458,0.22306057
-5.39969985,1.66858245,0.03806669,0.10184985,0.81512243,0.62061872,0.77272763,0.00000000,0.40766710,0.24138721
-5.39369685,1.85418010,0.04077093,0.11467966,0.90049211,0.70406738,0.85251042,0.00000000,0.45541947,0.26058069
-5.38769385,2.05467168,0.04350924,0.12885764,0.99331000,0.79538016,0.93798539,0.00000000,0.50719890,0.28060618
-5.38169085,2.26973229,0.04626478,0.14438569,1.09322281,0.89454003,1.02888721,0.00000000,0.56284761,0.30141820
-5.37568784,2.49878174,0.04901848,0.16124603,1.19974395,1.00140724,1.12483829,0.00000000,0.62212351,0.32295779
-5.36968484,2.74095759,0.05174896,0.17939809,1.31224071,1.11570769,1.22533841,0.00000000,0.68469257,0.34514972
-5.36368184,2.99509513,0.05443243,0.19877573,1.42992524,1.23702450,1.32975754,0.00000000,0.75012375,0.36790004
-5.35767884,3.25971582,0.05704277,0.21928504,1.55185026,1.36479363,1.43733268,0.00000000,0.81788691,0.39109407
-5.35167584,3.53302606,0.05955168,0.24080293,1.67691059,1.49830397,1.54716935,0.00000000,0.88735424,0.41459510
-5.34567284,3.81292699,0.06192897,0.26317649,1.80385092,1.63670202,1.65824827,0.00000000,0.95780552,0.43824400
-5.33966983,4.09703627,0.06414306,0.28622339,1.93128033,1.77900157,1.76943742,0.00000000,1.02843731,0.46185983
-5.33366683,4.38272156,0.06616155,0.30973335,2.05769342,1.92409784,1.87950945,0.00000000,1.09837629,0.48524159
-5.32766383,4.66714531,0.06795200,0.33347061,2.18149783,2.07078602,1.98716419,0.00000000,1.16669614,0.50817111
-5.32166083,4.94731940,0.06948275,0.35717750,2.30104729,2.21778319,2.09105568,0.00000000,1.23243791,0.53041704
-5.31565783,5.22016803,0.07072390,0.38057901,2.41467918,2.36375322,2.18982267,0.00000000,1.29463299,0.55173987
-5.30965483,5.48259632,0.07164830,0.40338814,2.52075535,2.50733315,2.28212178,0.00000000,1.35232798,0.57189772
-5.30365183,5.73156210,0.07223253,0.42531204,2.61770440,2.64716044,2.36666179,0.00000000,1.40461048,0.59065273
-5.29764882,5.96414778,0.07245786,0.44605857,2.70406384,2.78189960,2.44223780,0.00000000,1.45063479,0.60777777
-5.29164582,6.17762958,0.07231108,0.46534310,2.77852031,2.91026735,2.50776377,0.00000000,1.48964643,0.62306301
-5.28564282,6.36954098,0.07178522,0.48289540,2.83994612,3.03105528,2.56230218,0.00000000,1.52100446,0.63632230
-5.27963982,6.53772804,0.07087999,0.49846621,2.88743050,3.14314920,2.60508938,0.00000000,1.54420060,0.64739880
-5.27363682,6.68039451,0.06960214,0.51183336,2.92030431,3.24554475,2.63555575,0.00000000,1.55887438,0.65616968
-5.26763382,6.79613498,0.06796540,0.52280717,2.93815710,3.33735884,2.65333975,0.00000000,1.56482357,0.66254966
-5.26163082,6.88395541,0.06599034,0.53123495,2.94084586,3.41783702,2.65829548,0.00000000,1.56200957,0.66649327
-5.25562781,6.94328077,0.06370385,0.53700448,2.92849537,3.48635697,2.65049343,0.00000000,1.55055752,0.66799562
-5.24962481,6.97395015,0.06113843,0.54004631,2.90149000,3.54242854,2.63021465,0.00000000,1.53075110,0.66709178
-5.24362181,6.97620049,0.05833133,0.54033483,2.86045777,3.58569111,2.59793879,0.00000000,1.50302251,0.66385480
-5.23761881,6.95064047,0.05532349,0.53788818,2.80624741,3.61590890,2.55432656,0.00000000,1.46793790,0.65839244
-5.23161581,6.89821637,0.05215832,0.53276697,2.73989950,3.63296513,2.50019774,0.00000000,1.42617910,0.65084290
-5.22561281,6.82017224,0.04888057,0.52507192,2.66261327,3.63685575,2.43650556,0.00000000,1.37852247,0.64136971
-5.21960980,6.71800634,0.04553503,0.51494054,2.57571021,3.62768346,2.36430879,0.00000000,1.32581568,0.63015610
-5.21360680,6.59342622,0.04216541,0.50254301,2.48059633,3.60565249,2.28474257,0.00000000,1.26895357,0.61739906
-5.20760380,6.44830411,0.03881325,0.48807743,2.37872433,3.57106454,2.19898920,0.00000000,1.20885386,0.60330344
-5.20160080,6.28463451,0.03551698,0.47176463,2.27155709,3.52431592,2.10824984,0.00000000,1.14643375,0.58807630
-5.19559780,6.10449491,0.03231118,0.45384272,2.16053379,3.46589580,2.01371805,0.00000000,1.08258813,0.57192172
-5.18959480,5.91001077,0.02922596,0.43456155,2.04703949,3.39638525,1.91655596,0.00000000,1.01817011,0.55503628
-5.18359180,5.70332491,0.02628657,0.41417728,1.93237901,3.31645655,1.81787352,0.00000000,0.95397444,0.53760528
-5.17758879,5.48657157,0.02351325,0.39294715,1.81775568,3.22687223,1.71871130,0.00000000,0.89072399,0.51979988
-5.17158579,5.26185477,0.02092116,0.37112464,1.70425505,3.12848318,1.62002693,0.00000000,0.82905977,0.50177511
-5.16558279,5.03123048,0.01852059,0.34895510,1.59283380,3.02222508,1.52268529,0.00000000,0.76953424,0.48366869
-5.15957979,4.79669198,0.01631720,0.32667191,1.48431346,2.90911284,1.42745230,0.00000000,0.71260796,0.46560073
-5.15357679,4.56015769,0.01431246,0.30449326,1.37937883,2.79023230,1.33499203,0.00000000,0.65864929,0.44767408
-5.14757379,4.32346077,0.01250413,0.28261953,1.27858043,2.66672928,1.24586685,0.00000000,0.60793679,0.42997535
-5.14157079,4.08833991,0.01088679,0.26123131,1.18234052,2.53979570,1.16054023,0.00000000,0.56066389,0.41257629
-5.13556778,3.85643072,0.00945242,0.24048810,1.09096199,2.41065308,1.07938168,0.00000000,0.51694546,0.39553560
-5.12956478,3.62925761,0.00819096,0.22052748,1.00463945,2.28053372,1.00267346,0.00000000,0.47682564,0.37890079
-5.12356178,3.40822584,0.00709085,0.20146493,0.92347193,2.15066030,0.93061850,0.00000000,0.44028666,0.36271025
-5.11755878,3.19461378,0.00613955,0.18339417,0.84747645,2.02222442,0.86334928,0.00000000,0.40725803,0.34699507
-5.11155578,2.98956572,0.00532394,0.16638777,0.77660193,1.89636506,0.80093692,0.00000000,0.37762583,0.33178087
-5.10555278,2.79408523,0.00463075,0.15049834,0.71074285,1.77414780,0.74340058,0.00000000,0.35124168,0.31708923
-5.09954977,2.60902965,0.00404690,0.13575983,0.64975235,1.65654560,0.69071632,0.00000000,0.32793119,0.30293899
-5.09354677,2.43510597,0.00355968,0.12218917,0.59345418,1.54442193,0.64282563,0.00000000,0.30750165,0.28934706
-5.08754377,2.27286844,0.00315704,0.10978800,0.54165346,1.43851709,0.59964299,0.00000000,0.28974880,0.27632906
-5.08154077,2.12271819,0.00282766,0.09854453,0.49414582,1.33943795,0.56106263,0.00000000,0.27446270,0.26389959
-5.07553777,1.98490515,0.00256108,0.08843540,0.45072502,1.24765171,0.52696409,0.00000000,0.26143255,0.25207217
-5.06953477,1.85953223,0.00234772,0.07942750,0.41118889,1.16348362,0.49721674,0.00000000,0.25045068,0.24085907
-5.06353177,1.74656186,0.00217892,0.07147979,0.37534361,1.08711881,0.47168306,0.00000000,0.24131556,0.23027093
-5.05752876,1.64582473,0.00204691,0.06454490,0.34300651,1.01860775,0.45022084,0.00000000,0.23383409,0.22031619
-5.05152576,1.55703044,0.00194479,0.05857074,0.31400750,0.95787518,0.43268430,0.00000000,0.22782326,0.21100066
-5.04552276,1.47977987,0.00186647,0.05350183,0.28818929,0.90473182,0.41892427,0.00000000,0.22311122,0.20232692
-5.03951976,1.41357876,0.00180664,0.04928061,0.26540662,0.85888834,0.40878755,0.00000000,0.21953793,0.19429392
-5.03351676,1.35785221,0.00176070,0.04584844,0.24552479,0.81997088,0.40211568,0.00000000,0.21695551,0.18689662
-5.02751376,1.31195963,0.00172469,0.04314669,0.22841759,0.78753751,0.39874322,0.00000000,0.21522836,0.18012582
-5.02151076,1.27520977,0.00169530,0.04111747,0.21396505,0.76109482,0.39849588,0.00000000,0.21423315,0.17396813
-5.01550775,1.24687550,0.00166973,0.03970449,0.20205103,0.74011437,0.40118858,0.00000000,0.21385871,0.16840608
-5.00950475,1.22620800,0.00164570,0.03885371,0.19256105,0.72404809,0.40662376,0.00000000,0.21400595,0.16341847
-5.00350175,1.21245025,0.00162142,0.03851400,0.18538031,0.71234261,0.41459012,0.00000000,0.21458776,0.15898080
-4.99749875,1.20484961,0.00159549,0.03863783,0.18039231,0.70445197,0.42486197,0.00000000,0.21552904,0.15506583
-4.99149575,1.20266939,0.00156692,0.03918189,0.17747796,0.69984871,0.43719936,0.00000000,0.21676666,0.15164433
-4.98549275,1.20519951,0.00153508,0.04010779,0.17651535,0.69803304,0.45134905,0.00000000,0.21824968,0.14868579
-4.97948974,1.21176623,0.00149964,0.04138272,0.17738026,0.69854045,0.46704660,0.00000000,0.21993954,0.14615924
-4.97348674,1.22174087,0.00146060,0.04298024,0.17994739,0.70094741,0.48401930,0.00000000,0.22181036,0.14403410
-4.96748374,1.23454789,0.00141821,0.04488089,0.18409214,0.70487574,0.50199016,0.00000000,0.22384935,0.14228094
-4.96148074,1.24967195,0.00137299,0.04707298,0.18969314,0.70999538,0.52068279,0.00000000,0.22605720,0.14087229
-4.95547774,1.26666435,0.00132566,0.04955316,0.19663522,0.71602612,0.53982689,0.00000000,0.22844853,0.13978329
-4.94947474,1.28514843,0.00127718,0.05232698,0.20481267,0.72273814,0.55916438,0.00000000,0.23105233,0.13899236
-4.94347174,1.30482411,0.00122872,0.05540928,0.21413278,0.72995167,0.57845568,0.00000000,0.23391232,0.13848165
-4.93746873,1.32547119,0.00118161,0.05882437,0.22451937,0.73753581,0.59748598,0.00000000,0.23708711,0.13823742
-4.93146573,1.34695131,0.00113741,0.06260598,0.23591608,0.74540660,0.61607115,0.00000000,0.24065027,0.13825029
-4.92546273,1.36920833,0.00109785,0.06679698,0.24828927,0.75352436,0.63406292,0.00000000,0.24469005,0.13851529
-4.91945973,1.39226677,0.00106485,0.07144869,0.26163033,0.76189038,0.65135314,0.00000000,0.24930878,0.13903178
-4.91345673,1.41622827,0.00104055,0.07661992,0.27595717,0.77054286,0.66787670,0.00000000,0.25462184,0.13980317
-4.90745373,1.44126578,0.00102728,0.08237564,0.29131470,0.77955220,0.68361294,0.00000000,0.26075620,0.14083646
-4.90145073,1.46761532,0.00102762,0.08878532,0.30777418,0.78901563,0.69858549,0.00000000,0.26784835,0.14214164
-4.89544772,1.49556553,0.00104432,0.09592090,0.32543147,0.79905122,0.71286028,0.00000000,0.27604173,0.14373090
-4.88944472,1.52544488,0.00108040,0.10385456,0.34440384,0.80979134,0.72654180,0.00000000,0.28548361,0.14561769
-4.88344172,1.55760683,0.00113907,0.11265619,0.36482570,0.82137564,0.73976773,0.00000000,0.29632132,0.14781565
-4.87743872,1.59241347,0.00122371,0.12239071,0.38684306,0.83394379,0.75270205,0.00000000,0.30869807,0.15033751
-4.87143572,1.63021773,0.00133791,0.13311533,0.41060694,0.84762806,0.76552693,0.00000000,0.32274821,0.15319384
-4.86543272,1.67134511,0.00148534,0.14487682,0.43626599,0.86254601,0.77843361,0.00000000,0.33859227,0.15639182
-4.85942971,1.71607520,0.00166972,0.15770881,0.46395845,0.87879344,0.79161274,0.00000000,0.35633160,0.15993410
-4.85342671,1.76462391,0.00189473,0.17162940,0.49380372,0.89643792,0.80524454,0.00000000,0.37604312,0.16381765
-4.84742371,1.81712686,0.00216392,0.18663897,0.52589398,0.91551307,0.81948913,0.00000000,0.39777394,0.16803278
-4.84142071,1.87362487,0.00248056,0.20271842,0.56028606,0.93601380,0.83447751,0.00000000,0.42153645,0.17256233
-4.83541771,1.93405182,0.00284751,0.21982781,0.59699391,0.95789272,0.85030347,0.00000000,0.44730374,0.17738104
-4.82941471,1.99822573,0.00326707,0.23790565,0.63598209,0.98105784,0.86701694,0.00000000,0.47500573,0.18245518
-4.82341171,2.06584335,0.00374082,0.25686861,0.67716037,1.00537174,0.88461884,0.00000000,0.50452620,0.18774251
-4.81740870,2.13647869,0.00426943,0.27661199,0.72038001,1.03065215,0.90305785,0.00000000,0.53570088,0.19319239
-4.81140570,2.20958563,0.00485251,0.29701078,0.76543160,1.05667418,0.92222918,0.00000000,0.56831675,0.19874639
-4.80540270,2.28450484,0.00548848,0.31792134,0.81204492,1.08317392,0.94197543,0.00000000,0.60211283,0.20433902
-4.79939970,2.36047489,0.00617440,0.33918375,0.85989080,1.10985359,0.96208952,0.00000000,0.63678243,0.20989889
-4.79339670,2.43664738,0.00690590,0.36062474,0.90858495,1.13638800,0.98231974,0.00000000,0.67197708,0.21535009
-4.78739370,2.51210587,0.00767713,0.38206115,0.95769399,1.16243222,1.00237667,0.00000000,0.70731205,0.22061389
-4.78139070,2.58588811,0.00848070,0.40330387,1.00674334,1.18763032,1.02194175,0.00000000,0.74237352,0.22561056
-4.77538769,2.65701099,0.00930779,0.42416211,1.05522701,1.21162487,1.04067741,0.00000000,0.77672723,0.23026148
-4.76938469,2.72449759,0.01014822,0.44444803,1.10261896,1.23406711,1.05823823,0.00000000,0.80992843,0.23449126
-4.76338169,2.78740549,0.01099060,0.46398139,1.14838589,1.25462728,1.07428282,0.00000000,0.84153301,0.23823001
-4.75737869,2.84485541,0.01182260,0.48259430,1.19200094,1.27300502,1.08848610,0.00000000,0.87110928,0.24141549
-4.75137569,2.89605930,0.01263117,0.50013581,1.23295816,1.28893935,1.10055139,0.00000000,0.89825017,0.24399523
-4.74537269,2.94034669,0.01340295,0.51647617,1.27078704,1.30221794,1.11022192,0.00000000,0.92258533,0.24592845
-4.73936968,2.97718849,0.01412454,0.53151064,1.30506691,1.31268526,1.11729134,0.00000000,0.94379272,0.24718767
-4.73336668,3.00621697,0.01478299,0.54516276,1.33544045,1.32024925,1.12161270,0.00000000,0.96160917,0.24776002
-4.72736368,3.02724119,0.01536615,0.55738681,1.36162599,1.32488621,1.12310553,0.00000000,0.97583935,0.24764810
-4.72136068,3.04025691,0.01586304,0.56816938,1.38342804,1.32664350,1.12176073,0.00000000,0.98636287,0.24687041
-4.71535768,3.04545037,0.01626429,0.57753001,1.40074554,1.32564001,1.11764287,0.00000000,0.99313901,0.24546111
-4.70935468,3.04319549,0.01656241,0.58552068,1.41357749,1.32206396,1.11088988,0.00000000,0.99620876,0.24346944
-4.70335168,3.03404438,0.01675210,0.59222427,1.42202552,1.31616820,1.10170992,0.00000000,0.99569418,0.24095838
-4.69734867,3.01871107,0.01683040,0.59775191,1.42629326,1.30826300,1.09037555,0.00000000,0.99179470,0.23800288
-4.69134567,2.99804911,0.01679686,0.60223919,1.42668231,1.29870635,1.07721534,0.00000000,0.98478078,0.23468762
-4.68534267,2.97302349,0.01665353,0.60584146,1.42358482,1.28789228,1.06260328,0.00000000,0.97498491,0.23110429
-4.67933967,2.94467808,0.01640494,0.60872838,1.41747279,1.27623746,1.04694624,0.00000000,0.96279032,0.22734862
-4.67333667,2.91409967,0.01605791,0.61107765,1.40888446,1.26416658,1.03067014,0.00000000,0.94861802,0.22351717
-4.66733367,2.88238014,0.01562135,0.61306849,1.39840811,1.25209715,1.01420526,0.00000000,0.93291243,0.21970408
-4.66133067,2.85057816,0.01510595,0.61487489,1.38666375,1.24042433,0.99797139,0.00000000,0.91612651,0.21599789
-4.65532766,2.81968215,0.01452385,0.61665889,1.37428348,1.22950640,0.98236338,0.00000000,0.89870679,0.21247853
-4.64932466,2.79057595,0.01388819,0.61856433,1.36189107,1.21965151,0.96773766,0.00000000,0.88107907,0.20921474
-4.64332166,2.76400864,0.01321273,0.62071111,1.35008156,1.21110631,0.95440035,0.00000000,0.86363527,0.20626176
