energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.06353177,1.99735031,0.58271897,0.91860094,0.00532216,0.11311994,0.02133651,0.81083580
-5.05752876,2.00730336,0.56572074,0.92851144,0.00568004,0.11105627,0.02144294,0.81780297
-5.05152576,2.01963782,0.55076757,0.93883728,0.00606740,0.10952437,0.02153182,0.82559628
-5.04552276,2.03342724,0.53777930,0.94913146,0.00648006,0.10849293,0.02159634,0.83376320
-5.03951976,2.04761206,0.52659938,0.95890372,0.00691285,0.10791371,0.02162906,0.84180261
-5.03351676,2.06104209,0.51700716,0.96763854,0.00735963,0.10772365,0.02162220,0.84918471
-5.02751376,2.07252385,0.50873212,0.97481501,0.00781339,0.10784757,0.02156798,0.85537255
-5.02151076,2.08087025,0.50146947,0.97992773,0.00826644,0.10820121,0.02145900,0.85984410
-5.01550775,2.08495060,0.49489630,0.98250778,0.00871058,0.10869447,0.02128865,0.86211407
-5.00950475,2.08373841,0.48868764,0.98214257,0.00913731,0.10923487,0.02105142,0.86175412
-5.00350175,2.07635493,0.48253175,0.97849382,0.00953809,0.10973085,0.02074321,0.85841086
-4.99749875,2.06210659,0.47614400,0.97131284,0.00990457,0.11009508,0.02036161,0.85182079
-4.99149575,2.04051480,0.46927901,0.96045222,0.01022888,0.11024738,0.01990609,0.84182144
-4.98549275,2.01133688,0.46174053,0.94587372,0.01050389,0.11011735,0.01937808,0.82835859
-4.97948974,1.97457764,0.45338884,0.92765188,0.01072342,0.10964653,0.01878107,0.81148907
-4.97348674,1.93049124,0.44414558,0.90597330,0.01088247,0.10879010,0.01812050,0.79137943
-4.96748374,1.87957368,0.43399594,0.88113177,0.01097743,0.10751798,0.01740373,0.76830047
-4.96148074,1.82254652,0.42298825,0.85351949,0.01100617,0.10581542,0.01663979,0.74261829
-4.95547774,1.76033284,0.41123128,0.82361493,0.01096815,0.10368301,0.01583923,0.71478203
-4.94947474,1.69402677,0.39888929,0.79196787,0.01086446,0.10113618,0.01501381,0.68530929
-4.94347174,1.62485808,0.38617535,0.75918236,0.01069775,0.09820419,0.01417623,0.65476973
-4.93746873,1.55415337,0.37334312,0.72589839,0.01047220,0.09492873,0.01333982,0.62376763
-4.93146573,1.48329556,0.36067752,0.69277288,0.01019335,0.09136213,0.01251828,0.59292414
-4.92546273,1.41368331,0.34848472,0.66046103,0.00986794,0.08756532,0.01172536,0.56285985
-4.91945973,1.34669165,0.33708164,0.62959835,0.00950365,0.08360561,0.01097462,0.53417825
-4.91345673,1.28363537,0.32678555,0.60078428,0.00910891,0.07955436,0.01027923,0.50745069
-4.90745373,1.22573593,0.31790385,0.57456765,0.00869259,0.07548469,0.00965171,0.48320304
-4.90145073,1.17409297,0.31072442,0.55143453,0.00826372,0.07146921,0.00910383,0.46190435
-4.89544772,1.12966078,0.30550675,0.53179859,0.00783124,0.06757794,0.00864646,0.44395780
-4.88944472,1.09323010,0.30247396,0.51599407,0.00740373,0.06387645,0.00828948,0.42969373
-4.88344172,1.06541534,0.30180601,0.50427150,0.00698918,0.06042423,0.00804166,0.41936494
-4.87743872,1.04664693,0.30363396,0.49679585,0.00659475,0.05727339,0.00791067,0.41314388
-4.87143572,1.03716871,0.30803554,0.49364702,0.00622663,0.05446761,0.00790296,0.41112181
-4.86543272,1.03703957,0.31503208,0.49482245,0.00588992,0.05204150,0.00802371,0.41330953
-4.85942971,1.04613914,0.32458658,0.50024130,0.00558849,0.05002016,0.00827680,0.41963952
-4.85342671,1.06417660,0.33660325,0.50975017,0.00532498,0.04841907,0.00866472,0.42996928
-4.84742371,1.09070227,0.35092829,0.52312967,0.00510079,0.04724426,0.00918845,0.44408573
-4.84142071,1.12512123,0.36735193,0.54010172,0.00491608,0.04649266,0.00984741,0.46171031
-4.83541771,1.16670847,0.38561178,0.56033719,0.00476987,0.04615261,0.01063931,0.48250492
-4.82941471,1.21462517,0.40539743,0.58346358,0.00466017,0.04620456,0.01156003,0.50607834
-4.82341171,1.26793565,0.42635614,0.60907258,0.00458404,0.04662184,0.01260353,0.53199325
-4.81740870,1.32562484,0.44809972,0.63672732,0.00453777,0.04737152,0.01376170,0.55977371
-4.81140570,1.38661585,0.47021239,0.66596926,0.00451706,0.04841530,0.01502431,0.58891304
-4.80540270,1.44978776,0.49225955,0.69632465,0.00451719,0.04971041,0.01637894,0.61888219
-4.79939970,1.51399336,0.51379723,0.72731060,0.00453315,0.05121056,0.01781097,0.64913847
-4.79339670,1.57807694,0.53438217,0.75844083,0.00455988,0.05286681,0.01930364,0.67913462
-4.78739370,1.64089203,0.55358210,0.78923131,0.00459240,0.05462852,0.02083819,0.70832816
-4.78139070,1.70131901,0.57098613,0.81920562,0.00462599,0.05644422,0.02239399,0.73619087
-4.77538769,1.75828271,0.58621483,0.84790053,0.00465632,0.05826249,0.02394890,0.76221835
-4.76938469,1.81076962,0.59892983,0.87487162,0.00467961,0.06003281,0.02547953,0.78593936
-4.76338169,1.85784481,0.60884243,0.89969905,0.00469272,0.06170642,0.02696173,0.80692486
-4.75737869,1.89866805,0.61572108,0.92199362,0.00469322,0.06323714,0.02837109,0.82479649
-4.75137569,1.93250908,0.61939743,0.94140294,0.00467950,0.06458214,0.02968342,0.83923411
-4.74537269,1.95876140,0.61977056,0.95761774,0.00465079,0.06570275,0.03087540,0.84998246
-4.73936968,1.97695442,0.61680946,0.97037804,0.00460712,0.06656509,0.03192515,0.85685636
-4.73336668,1.98676333,0.61055333,0.97947902,0.00454938,0.06714077,0.03281282,0.85974451
-4.72736368,1.98801638,0.60111002,0.98477643,0.00447922,0.06740738,0.03352118,0.85861158
-4.72136068,1.98069909,0.58865230,0.98619106,0.00439900,0.06734897,0.03403610,0.85349848
-4.71535768,1.96495513,0.57341232,0.98371216,0.00431168,0.06695632,0.03434702,0.84452085
-4.70935468,1.94108352,0.55567444,0.97739941,0.00422074,0.06622716,0.03444725,0.83186557
-4.70335168,1.90953208,0.53576652,0.96738331,0.00412998,0.06516615,0.03433425,0.81578554
-4.69734867,1.87088709,0.51405027,0.95386365,0.00404345,0.06378477,0.03400969,0.79659281
-4.69134567,1.82585936,0.49091079,0.93710609,0.00396522,0.06210100,0.03347945,0.77465012
-4.68534267,1.77526694,0.46674583,0.91743676,0.00389930,0.06013891,0.03275345,0.75036137
-4.67933967,1.72001503,0.44195512,0.89523501,0.00384939,0.05792803,0.03184540,0.72416110
-4.67333667,1.66107361,0.41693015,0.87092436,0.00381881,0.05550269,0.03077240,0.69650339
-4.66733367,1.59945361,0.39204471,0.84496218,0.00381031,0.05290118,0.02955445,0.66785062
-4.66133067,1.53618242,0.36764661,0.81782825,0.00382600,0.05016489,0.02821393,0.63866242
-4.65532766,1.47227956,0.34405070,0.79001274,0.00386717,0.04733740,0.02677497,0.60938513
-4.64932466,1.40873352,0.32153338,0.76200412,0.00393430,0.04446358,0.02526286,0.58044229
-4.64332166,1.34648059,0.30032881,0.73427748,0.00402698,0.04158865,0.02370341,0.55222633
-4.63731866,1.28638646,0.28062678,0.70728374,0.00414388,0.03875736,0.02212240,0.52509175
-4.63131566,1.22923125,0.26257217,0.68144030,0.00428283,0.03601320,0.02054505,0.49935019
-4.62531266,1.17569854,0.24626603,0.65712340,0.00444079,0.03339771,0.01899556,0.47526725
-4.61930965,1.12636866,0.23176801,0.63466248,0.00461405,0.03094987,0.01749678,0.45306132
-4.61330665,1.08171639,0.21910002,0.61433689,0.00479824,0.02870562,0.01606995,0.43290436
-4.60730365,1.04211291,0.20825083,0.59637468,0.00498856,0.02669744,0.01473456,0.41492451
-4.60130065,1.00783182,0.19918144,0.58095373,0.00517992,0.02495408,0.01350833,0.39921033
-4.59529765,0.97905851,0.19183089,0.56820474,0.00536711,0.02350033,0.01240728,0.38581651
-4.58929465,0.95590249,0.18612225,0.55821594,0.00554504,0.02235685,0.01144596,0.37477069
-4.58329165,0.93841169,0.18196857,0.55103900,0.00570892,0.02154009,0.01063765,0.36608106
-4.57728864,0.92658796,0.17927855,0.54669588,0.00585446,0.02106226,0.00999475,0.35974439
-4.57128564,0.92040300,0.17796171,0.54518592,0.00597809,0.02093125,0.00952917,0.35575414
-4.56528264,0.91981372,0.17793295,0.54649292,0.00607708,0.02115070,0.00925275,0.35410828
-4.55927964,0.92477647,0.17911629,0.55059167,0.00614972,0.02171996,0.00917769,0.35481646
-4.55327664,0.93525938,0.18144786,0.55745371,0.00619545,0.02263414,0.00931703,0.35790634
-4.54727364,0.95125243,0.18487787,0.56705192,0.00621491,0.02388418,0.00968502,0.36342873
-4.54127064,0.97277488,0.18937183,0.57936388,0.00620999,0.02545693,0.01029744,0.37146143
-4.53526763,0.99987992,0.19491090,0.59437406,0.00618383,0.02733529,0.01117196,0.38211162
-4.52926463,1.03265662,0.20149142,0.61207455,0.00614080,0.02949839,0.01232820,0.39551673
-4.52326163,1.07122908,0.20912384,0.63246487,0.00608638,0.03192185,0.01378788,0.41184371
-4.51725863,1.11575330,0.21783099,0.65555072,0.00602708,0.03457811,0.01557468,0.43128685
-4.51125563,1.16641175,0.22764594,0.68134202,0.00597026,0.03743687,0.01771400,0.45406395
-4.50525263,1.22340609,0.23860939,0.70985045,0.00592395,0.04046557,0.02023257,0.48041112
-4.49924962,1.28694826,0.25076685,0.74108669,0.00589665,0.04362994,0.02315783,0.51057616
-4.49324662,1.35725019,0.26416552,0.77505745,0.00589712,0.04689472,0.02651714,0.54481061
-4.48724362,1.43451227,0.27885098,0.81176255,0.00593410,0.05022424,0.03033685,0.58336058
-4.48124062,1.51891083,0.29486383,0.85119194,0.00601614,0.05358318,0.03464110,0.62645646
-4.47523762,1.61058463,0.31223610,0.89332279,0.00615129,0.05693721,0.03945059,0.67430169
-4.46923462,1.70962054,0.33098768,0.93811659,0.00634695,0.06025364,0.04478109,0.72706073
-4.46323162,1.81603866,0.35112260,0.98551616,0.00660960,0.06350195,0.05064200,0.78484651
-4.45722861,1.92977694,0.37262542,1.03544263,0.00694469,0.06665421,0.05703479,0.84770760
-4.45122561,2.05067580,0.39545763,1.08779225,0.00735641,0.06968541,0.06395154,0.91561566
-4.44522261,2.17846313,0.41955419,1.14243325,0.00784763,0.07257362,0.07137352,0.98845344
-4.43921961,2.31274042,0.44482041,1.19920261,0.00841981,0.07529992,0.07927004,1.06600399
-4.43321661,2.45297069,0.47112933,1.25790314,0.00907294,0.07784836,0.08759748,1.14794167
-4.42721361,2.59846910,0.49831960,1.31830102,0.00980561,0.08020559,0.09629876,1.23382558
-4.42121061,2.74839730,0.52619441,1.38012404,0.01061497,0.08236054,0.10530314,1.32309599
-4.41520760,2.90176232,0.55452123,1.44306098,0.01149693,0.08430396,0.11452655,1.41507447
-4.40920460,3.05742089,0.58303297,1.50676237,0.01244623,0.08602796,0.12387242,1.50896804
-4.40320160,3.21408990,0.61143039,1.57084291,0.01345664,0.08752553,0.13323305,1.60387784
-4.39719860,3.37036328,0.63938603,1.63488576,0.01452116,0.08879018,0.14249151,1.69881231
-4.39119560,3.52473536,0.66654961,1.69844875,0.01563223,0.08981563,0.15152404,1.79270490
-4.38519260,3.67563041,0.69255489,1.76107238,0.01678198,0.09059566,0.16020289,1.88443599
-4.37918959,3.82143747,0.71702780,1.82228947,0.01796245,0.09112403,0.16839957,1.97285830
-4.37318659,3.96054921,0.73959564,1.88163589,0.01916579,0.09139465,0.17598818,2.05682505
-4.36718359,4.09140336,0.75989701,1.93866190,0.02038446,0.09140184,0.18284905,2.13521983
-4.36118059,4.21252455,0.77759206,1.99294343,0.02161137,0.09114069,0.18887218,2.20698676
-4.35517759,4.32256474,0.79237267,2.04409241,0.02283996,0.09060758,0.19396057,2.27115988
-4.34917459,4.42033981,0.80397205,2.09176559,0.02406427,0.08980068,0.19803318,2.32689015
-4.34317159,4.50486054,0.81217330,2.13567100,0.02527887,0.08872050,0.20102743,2.37346888
-4.33716858,4.57535596,0.81681650,2.17557161,0.02647882,0.08737041,0.20290107,2.41034645
-4.33116558,4.63128789,0.81780399,2.21128563,0.02765950,0.08575704,0.20363341,2.43714535
-4.32516258,4.67235570,0.81510353,2.24268355,0.02881643,0.08389057,0.20322577,2.45366689
-4.31915958,4.69849108,0.80874912,2.26968184,0.02994504,0.08178491,0.20170116,2.45989136
-4.31315658,4.70984324,0.79883960,2.29223384,0.03104043,0.07945762,0.19910327,2.45597160
-4.30715358,4.70675551,0.78553485,2.31031841,0.03209713,0.07692973,0.19549468,2.44222055
