energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,2.85806238,0.42467856,1.54760289,0.00419412,0.65379312,0.01997230,0.59495948
-5.99399700,3.01545288,0.46620150,1.62465973,0.00431977,0.69249834,0.02155486,0.62641837
-5.98799400,3.17850378,0.51237439,1.70312507,0.00446530,0.73294161,0.02315302,0.65874340
-5.98199100,3.34545639,0.56285806,1.78214578,0.00462610,0.77476184,0.02474829,0.69147732
-5.97598799,3.51435897,0.61725067,1.86077245,0.00479713,0.81753622,0.02632124,0.72414228
-5.96998499,3.68309389,0.67508495,1.93797592,0.00497316,0.86078528,0.02785185,0.75624706
-5.96398199,3.84941402,0.73582752,2.01266852,0.00514887,0.90398060,0.02931997,0.78729556
-5.95797899,4.01098729,0.79888049,2.08372975,0.00531907,0.94655500,0.03070573,0.81679639
-5.95197599,4.16544841,0.86358581,2.15003527,0.00547887,0.98791494,0.03199004,0.84427340
-5.94597299,4.31045581,0.92923218,2.21048822,0.00562378,1.02745473,0.03315513,0.86927673
-5.93996998,4.44375173,0.99506470,2.26405148,0.00574991,1.06457180,0.03418492,0.89139406
-5.93396698,4.56322271,1.06029677,2.30977950,0.00585409,1.09868271,0.03506556,0.91026153
-5.92796398,4.66695810,1.12412409,2.34684808,0.00593391,1.12923890,0.03578575,0.92557392
-5.92196098,4.75330358,1.18574000,2.37458077,0.00598782,1.15574171,0.03633708,0.93709353
-5.91595798,4.82090739,1.24435185,2.39247062,0.00601517,1.17775587,0.03671427,0.94465731
-5.90995498,4.86875688,1.29919746,2.40019601,0.00601620,1.19492091,0.03691526,0.94818187
-5.90395198,4.89620381,1.34956124,2.39762998,0.00599199,1.20696007,0.03694127,0.94766597
-5.89794897,4.90297698,1.39478921,2.38484243,0.00594445,1.21368623,0.03679671,0.94319031
-5.89194597,4.88918192,1.43430241,2.36209528,0.00587615,1.21500483,0.03648898,0.93491457
-5.88594297,4.85528763,1.46760815,2.32983071,0.00579026,1.21091368,0.03602819,0.92307163
-5.87993997,4.80210128,1.49430891,2.28865327,0.00569041,1.20149978,0.03542680,0.90795934
-5.87393697,4.73073233,1.51410841,2.23930675,0.00558050,1.18693353,0.03469916,0.88992996
-5.86793397,4.64254801,1.52681513,2.18264709,0.00546456,1.16746071,0.03386105,0.86937784
-5.86193097,4.53912261,1.53234304,2.11961265,0.00534659,1.14339267,0.03292914,0.84672582
-5.85592796,4.42218311,1.53070984,2.05119338,0.00523040,1.11509541,0.03192050,0.82241100
-5.84992496,4.29355388,1.52203307,1.97840040,0.00511944,1.08297812,0.03085214,0.79687040
-5.84392196,4.15510303,1.50652429,1.90223725,0.00501669,1.04748159,0.02974048,0.77052731
-5.83791896,4.00869277,1.48448186,1.82367415,0.00492454,1.00906722,0.02860104,0.74377876
-5.83191596,3.85613577,1.45628260,1.74362620,0.00484470,0.96820685,0.02744809,0.71698478
-5.82591296,3.69915902,1.42237285,1.66293620,0.00477816,0.92537388,0.02629442,0.69045977
-5.81990995,3.53937623,1.38325914,1.58236259,0.00472516,0.88103577,0.02515120,0.66446644
-5.81390695,3.37826911,1.33949886,1.50257246,0.00468518,0.83564806,0.02402797,0.63921231
-5.80790395,3.21717761,1.29169112,1.42413966,0.00465703,0.78964988,0.02293260,0.61484905
-5.80190095,3.05729842,1.24046792,1.34754727,0.00463884,0.74346089,0.02187147,0.59147441
-5.79589795,2.89969068,1.18648579,1.27319415,0.00462824,0.69747937,0.02084962,0.56913656
-5.78989495,2.74528782,1.13041793,1.20140442,0.00462239,0.65208127,0.01987098,0.54784057
-5.78389195,2.59491375,1.07294675,1.13243916,0.00461818,0.60762005,0.01893863,0.52755654
-5.77788894,2.44930196,1.01475691,1.06650943,0.00461235,0.56442687,0.01805512,0.50822890
-5.77188594,2.30911576,0.95652869,1.00378957,0.00460158,0.52281112,0.01722268,0.48978641
-5.76588294,2.17496824,0.89893168,0.94443002,0.00458272,0.48306083,0.01644355,0.47215226
-5.75987994,2.04744045,0.84261870,0.88856889,0.00455285,0.44544301,0.01572020,0.45525370
-5.75387694,1.92709676,0.78822000,0.83634180,0.00450943,0.41020371,0.01505549,0.43903088
-5.74787394,1.81449636,0.73633744,0.78788932,0.00445040,0.37756771,0.01445284,0.42344432
-5.74187094,1.71020053,0.68753901,0.74336199,0.00437424,0.34773784,0.01391630,0.40848069
-5.73586793,1.61477503,0.64235325,0.70292254,0.00428003,0.32089404,0.01345058,0.39415684
-5.72986493,1.52878791,0.60126400,0.66674562,0.00416747,0.29719204,0.01306097,0.38052162
-5.72386193,1.45280271,0.56470506,0.63501491,0.00403689,0.27676185,0.01275324,0.36765583
-5.71785893,1.38736753,0.53305523,0.60791807,0.00388922,0.25970611,0.01253350,0.35567009
-5.71185593,1.33300071,0.50663334,0.58563988,0.00372594,0.24609838,0.01240798,0.34470090
-5.70585293,1.29017377,0.48569369,0.56835396,0.00354901,0.23598151,0.01238274,0.33490518
-5.69984992,1.25929255,0.47042171,0.55621352,0.00336080,0.22936603,0.01246343,0.32645355
-5.69384692,1.24067752,0.46093008,0.54934182,0.00316400,0.22622893,0.01265503,0.31952273
-5.68784392,1.23454429,0.45725535,0.54782264,0.00296150,0.22651256,0.01296149,0.31428745
-5.68184092,1.24098528,0.45935525,0.55169145,0.00275631,0.23012402,0.01338553,0.31091229
-5.67583792,1.25995348,0.46710675,0.56092761,0.00255149,0.23693496,0.01392838,0.30954382
-5.66983492,1.29124929,0.48030522,0.57544811,0.00235001,0.24678188,0.01458958,0.31030346
-5.66383192,1.33451116,0.49866465,0.59510312,0.00215472,0.25946704,0.01536683,0.31328120
-5.65782891,1.38921063,0.52181937,0.61967367,0.00196826,0.27476000,0.01625593,0.31853074
-5.65182591,1.45465227,0.54932719,0.64887163,0.00179301,0.29239984,0.01725077,0.32606592
-5.64582291,1.52997874,0.58067432,0.68234199,0.00163107,0.31209808,0.01834337,0.33585872
-5.63981991,1.61418113,0.61528203,0.71966747,0.00148422,0.33354236,0.01952403,0.34783888
-5.63381691,1.70611416,0.65251521,0.76037528,0.00135391,0.35640075,0.02078150,0.36189500
-5.62781391,1.80451606,0.69169264,0.80394579,0.00124124,0.38032679,0.02210324,0.37787702
-5.62181091,1.90803233,0.73209904,0.84982270,0.00114703,0.40496503,0.02347574,0.39559999
-5.61580790,2.01524260,0.77299851,0.89742441,0.00107174,0.42995708,0.02488478,0.41484880
-5.60980490,2.12468959,0.81364919,0.94615598,0.00101558,0.45494789,0.02631587,0.43538366
-5.60380190,2.23490904,0.85331872,0.99542122,0.00097845,0.47959218,0.02775450,0.45694598
-5.59779890,2.34445946,0.89129989,1.04463440,0.00096002,0.50356077,0.02918654,0.47926447
-5.59179590,2.45195048,0.92692624,1.09323107,0.00095971,0.52654656,0.03059849,0.50206107
-5.58579290,2.55606880,0.95958679,1.14067754,0.00097672,0.54827003,0.03197776,0.52505661
-5.57978989,2.65560066,0.98873950,1.18647874,0.00101005,0.56848393,0.03331286,0.54797575
-5.57378689,2.74945011,1.01392290,1.23018408,0.00105851,0.58697706,0.03459352,0.57055144
-5.56778389,2.83665265,1.03476534,1.27139135,0.00112072,0.60357698,0.03581077,0.59252841
-5.56178089,2.91638375,1.05099169,1.30974854,0.00119516,0.61815145,0.03695692,0.61366596
-5.55577789,2.98796251,1.06242694,1.34495381,0.00128011,0.63060871,0.03802551,0.63374000
-5.54977489,3.05085065,1.06899679,1.37675382,0.00137374,0.64089647,0.03901122,0.65254437
-5.54377189,3.10464739,1.07072513,1.40494079,0.00147411,0.64899971,0.03990968,0.66989173
-5.53776888,3.14908113,1.06772853,1.42934875,0.00157914,0.65493755,0.04071729,0.68561410
-5.53176588,3.18399863,1.06020812,1.44984945,0.00168671,0.65875911,0.04143110,0.69956317
-5.52576288,3.20935301,1.04843916,1.46634838,0.00179466,0.66053886,0.04204855,0.71161079
-5.51975988,3.22519134,1.03275882,1.47878136,0.00190082,0.66037150,0.04256738,0.72164953
-5.51375688,3.23164298,1.01355280,1.48711210,0.00200310,0.65836676,0.04298547,0.72959365
-5.50775388,3.22890935,0.99124128,1.49133093,0.00209948,0.65464430,0.04330082,0.73538046
-5.50175088,3.21725584,0.96626501,1.49145494,0.00218809,0.64932896,0.04351146,0.73897203
-5.49574787,3.19700620,0.93907182,1.48752942,0.00226730,0.64254663,0.04361556,0.74035737
-5.48974487,3.16853955,0.91010435,1.47963060,0.00233571,0.63442081,0.04361148,0.73955474
-5.48374187,3.13228978,0.87978933,1.46786922,0.00239223,0.62507002,0.04349792,0.73661418
-5.47773887,3.08874698,0.84852863,1.45239482,0.00243613,0.61460606,0.04327406,0.73161976
-5.47173587,3.03846028,0.81669245,1.43340002,0.00246705,0.60313322,0.04293980,0.72469159
-5.46573287,2.98204118,0.78461467,1.41112439,0.00248504,0.59074825,0.04249593,0.71598708
-5.45972986,2.92016657,0.75259029,1.38585744,0.00249056,0.57754102,0.04194434,0.70570136
-5.45372686,2.85358056,0.72087485,1.35794005,0.00248450,0.56359579,0.04128815,0.69406655
-5.44772386,2.78309407,0.68968564,1.32776403,0.00246814,0.54899283,0.04053191,0.68134972
-5.44172086,2.70958162,0.65920432,1.29576949,0.00244309,0.53381023,0.03968161,0.66784944
-5.43571786,2.63397465,0.62958070,1.26243967,0.00241132,0.51812576,0.03874473,0.65389082
-5.42971486,2.55725105,0.60093722,1.22829331,0.00237505,0.50201852,0.03773022,0.63981906
-5.42371186,2.48042091,0.57337385,1.19387460,0.00233665,0.48557031,0.03664834,0.62599175
-5.41770885,2.40450859,0.54697310,1.15974094,0.00229866,0.46886659,0.03551052,0.61276995
-5.41170585,2.33053175,0.52180475,1.12644899,0.00226359,0.45199688,0.03432913,0.60050854
-5.40570285,2.25947797,0.49793017,1.09453945,0.00223394,0.43505464,0.03311716,0.58954592
-5.39969985,2.19228004,0.47540607,1.06452127,0.00221202,0.41813668,0.03188796,0.58019385
-5.39369685,2.12979102,0.45428755,1.03685601,0.00219996,0.40134196,0.03065485,0.57272744
-5.38769385,2.07276023,0.43463040,1.01194302,0.00219955,0.38477003,0.02943080,0.56737617
-5.38169085,2.02181163,0.41649278,0.99010628,0.00221224,0.36851924,0.02822812,0.56431606
-5.37568784,1.97742567,0.39993622,0.97158349,0.00223904,0.35268461,0.02705811,0.56366360
-5.36968484,1.93992564,0.38502615,0.95651811,0.00228052,0.33735581,0.02593083,0.56547175
-5.36368184,1.90946971,0.37183202,0.94495476,0.00233677,0.32261516,0.02485488,0.56972821
-5.35767884,1.88604888,0.36042704,0.93683838,0.00240740,0.30853582,0.02383725,0.57635626
-5.35167584,1.86949158,0.35088782,0.93201723,0.00249155,0.29518042,0.02288325,0.58521807
-5.34567284,1.85947458,0.34329378,0.93024976,0.00258795,0.28259997,0.02199649,0.59612052
-5.33966983,1.85554002,0.33772637,0.93121515,0.00269491,0.27083332,0.02117897,0.60882324
-5.33366683,1.85711766,0.33426819,0.93452697,0.00281044,0.25990708,0.02043119,0.62304855
-5.32766383,1.86355148,0.33300186,0.93974949,0.00293229,0.24983601,0.01975231,0.63849284
-5.32166083,1.87412901,0.33400848,0.94641581,0.00305804,0.24062375,0.01914043,0.65483877
-5.31565783,1.88811209,0.33736566,0.95404696,0.00318520,0.23226401,0.01859282,0.67176777
-5.30965483,1.90476724,0.34314505,0.96217108,0.00331127,0.22474186,0.01810618,0.68897208
-5.30365183,1.92339397,0.35140905,0.97034166,0.00343385,0.21803521,0.01767692,0.70616569
-5.29764882,1.94334951,0.36220689,0.97815394,0.00355070,0.21211621,0.01730143,0.72309368
-5.29164582,1.96406846,0.37556987,0.98525875,0.00365985,0.20695262,0.01697625,0.73953928
-5.28564282,1.98507643,0.39150595,0.99137294,0.00375959,0.20250886,0.01669830,0.75532842
-5.27963982,2.00599688,0.40999378,0.99628607,0.00384856,0.19874677,0.01646494,0.77033145
-5.27363682,2.02655093,0.43097641,0.99986306,0.00392576,0.19562611,0.01627409,0.78446204
-5.26763382,2.04655043,0.45435499,1.00204278,0.00399056,0.19310456,0.01612416,0.79767345
-5.26163082,2.06588493,0.47998293,1.00283275,0.00404267,0.19113756,0.01601408,0.80995233
-5.25562781,2.08450380,0.50766080,1.00230059,0.00408215,0.18967772,0.01594309,0.82131083
-5.24962481,2.10239487,0.53713266,1.00056266,0.00410935,0.18867419,0.01591070,0.83177743
-5.24362181,2.11956150,0.56808413,0.99777099,0.00412486,0.18807193,0.01591644,0.84138729
-5.23761881,2.13599990,0.60014265,0.99409917,0.00412947,0.18781103,0.01595970,0.85017296
-5.23161581,2.15167856,0.63288038,0.98972840,0.00412412,0.18782624,0.01603959,0.85815615
-5.22561281,2.16652177,0.66581983,0.98483452,0.00410982,0.18804692,0.01615472,0.86534123
-5.21960980,2.18039831,0.69844238,0.97957692,0.00408764,0.18839726,0.01630313,0.87171106
-5.21360680,2.19311682,0.73019961,0.97409001,0.00405865,0.18879714,0.01648221,0.87722555
-5.20760380,2.20442811,0.76052714,0.96847781,0.00402389,0.18916339,0.01668864,0.88182310
-5.20160080,2.21403462,0.78886061,0.96281179,0.00398440,0.18941168,0.01691845,0.88542486
-5.19559780,2.22160648,0.81465304,0.95713216,0.00394116,0.18945874,0.01716713,0.88794164
-5.18959480,2.22680311,0.83739308,0.95145212,0.00389515,0.18922504,0.01742973,0.88928288
-5.18359180,2.22929894,0.85662308,0.94576487,0.00384737,0.18863761,0.01770107,0.88936714
-5.17758879,2.22881121,0.87195615,0.94005242,0.00379887,0.18763296,0.01797595,0.88813313
-5.17158579,2.22512807,0.88309148,0.93429563,0.00375080,0.18615989,0.01824935,0.88555067
-5.16558279,2.21813443,0.88982681,0.92848443,0.00370445,0.18418193,0.01851672,0.88163046
-5.15957979,2.20783384,0.89206758,0.92262733,0.00366129,0.18167946,0.01877412,0.87643191
-5.15357679,2.19436422,0.88983207,0.91675943,0.00362303,0.17865106,0.01901842,0.87006828
-5.14757379,2.17800610,0.88325213,0.91094806,0.00359162,0.17511422,0.01924745,0.86270859
-5.14157079,2.15918237,0.87256947,0.90529554,0.00356927,0.17110525,0.01946004,0.85457588
-5.13556778,2.13844888,0.85812754,0.89993874,0.00355847,0.16667835,0.01965603,0.84594170
-5.12956478,2.11647610,0.84035921,0.89504510,0.00356191,0.16190385,0.01983620,0.83711699
-5.12356178,2.09402259,0.81977097,0.89080550,0.00358250,0.15686575,0.02000215,0.82843966
-5.11755878,2.07190140,0.79692426,0.88742413,0.00362325,0.15165858,0.02015610,0.82025951
-5.11155578,2.05094116,0.77241476,0.88510595,0.00368724,0.14638383,0.02030065,0.81292127
-5.10555278,2.03194399,0.74685066,0.88404264,0.00377744,0.14114595,0.02043850,0.80674664
-5.09954977,2.01564255,0.72083084,0.88439773,0.00389668,0.13604837,0.02057217,0.80201640
-5.09354677,2.00265856,0.69492404,0.88629198,0.00404743,0.13118941,0.02070370,0.79895360
-5.08754377,1.99346537,0.66964973,0.88979000,0.00423174,0.12665851,0.02083437,0.79770883
-5.08154077,1.98835652,0.64546175,0.89488895,0.00445107,0.12253285,0.02096450,0.79834845
-5.07553777,1.98742240,0.62273507,0.90151016,0.00470613,0.11887450,0.02109320,0.80084660
-5.06953477,1.99053620,0.60175645,0.90949436,0.00499684,0.11572820,0.02121836,0.80508141
