energy_ev,total_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.47773887,4.03009817,0.50530307,1.72799997,0.53688286,0.00000000,0.01923133,0.07447106,0.11378215,1.15809020
-5.47173587,4.09460442,0.51953536,1.75738023,0.54984154,0.00000000,0.02016853,0.07545644,0.11226612,1.17660271
-5.46573287,4.15486365,0.53433197,1.78484698,0.56332038,0.00000000,0.02112040,0.07656332,0.11051708,1.19391260
-5.45972986,4.20886699,0.54933426,1.80937332,0.57699805,0.00000000,0.02205939,0.07774670,0.10857501,1.20951756
-5.45372686,4.25463683,0.56416490,1.82996175,0.59053287,0.00000000,0.02295898,0.07895816,0.10647690,1.22291747
-5.44772386,4.29029252,0.57843882,1.84567909,0.60357268,0.00000000,0.02379444,0.08014717,0.10425561,1.23363040
-5.44172086,4.31411497,0.59177450,1.85568982,0.61576559,0.00000000,0.02454356,0.08126254,0.10193898,1.24120877
-5.43571786,4.32460771,0.60380530,1.85928632,0.62677093,0.00000000,0.02518734,0.08225392,0.09954941,1.24525505
-5.42971486,4.32055216,0.61419039,1.85591515,0.63627033,0.00000000,0.02571059,0.08307322,0.09710376,1.24543645
-5.42371186,4.30105515,0.62262489,1.84519827,0.64397829,0.00000000,0.02610254,0.08367611,0.09461368,1.24149811
-5.41770885,4.26558664,0.62884898,1.82694849,0.64965196,0.00000000,0.02635717,0.08402323,0.09208617,1.23327416
-5.41170585,4.21400643,0.63265551,1.80117859,0.65309965,0.00000000,0.02647359,0.08408140,0.08952446,1.22069627
-5.40570285,4.14657846,0.63389599,1.76810392,0.65418782,0.00000000,0.02645608,0.08382454,0.08692904,1.20379929
-5.39969985,4.06397240,0.63248469,1.72813824,0.65284628,0.00000000,0.02631414,0.08323438,0.08429884,1.18272370
-5.39369685,3.96725219,0.62840082,1.68188332,0.64907124,0.00000000,0.02606227,0.08230088,0.08163238,1.15771476
-5.38769385,3.85785207,0.62168857,1.63011255,0.64292636,0.00000000,0.02571960,0.08102241,0.07892891,1.12911832
-5.38169085,3.73754088,0.61245522,1.57374926,0.63454151,0.00000000,0.02530943,0.07940566,0.07618941,1.09737345
-5.37568784,3.60837601,0.60086737,1.51384067,0.62410948,0.00000000,0.02485855,0.07746521,0.07341741,1.06300203
-5.36968484,3.47264864,0.58714535,1.45152849,0.61188067,0.00000000,0.02439649,0.07522292,0.07061965,1.02659577
-5.36368184,3.33282223,0.57155623,1.38801703,0.59815606,0.00000000,0.02395469,0.07270713,0.06780642,0.98880112
-5.35767884,3.19146647,0.55440555,1.32454018,0.58327862,0.00000000,0.02356550,0.06995161,0.06499171,0.95030239
-5.35167584,3.05118888,0.53602813,1.26232813,0.56762365,0.00000000,0.02326131,0.06699442,0.06219312,0.91180400
-5.34567284,2.91456645,0.51677833,1.20257504,0.55158817,0.00000000,0.02307356,0.06387670,0.05943152,0.87401218
-5.33966983,2.78407943,0.49702002,1.14640855,0.53558004,0.00000000,0.02303181,0.06064142,0.05673059,0.83761686
-5.33366683,2.66204938,0.47711671,1.09486185,0.52000679,0.00000000,0.02316288,0.05733214,0.05411613,0.80327442
-5.32766383,2.55058336,0.45742200,1.04884936,0.50526500,0.00000000,0.02349011,0.05399180,0.05161537,0.77159176
-5.32166083,2.45152588,0.43827089,1.00914621,0.49173012,0.00000000,0.02403272,0.05066168,0.04925615,0.74311223
-5.31565783,2.36641993,0.41997190,0.97637231,0.47974744,0.00000000,0.02480532,0.04738041,0.04706619,0.71830400
-5.30965483,2.29647817,0.40280058,0.95098103,0.46962421,0.00000000,0.02581765,0.04418319,0.04507234,0.69755107
-5.30365183,2.24256502,0.38699434,0.93325290,0.46162336,0.00000000,0.02707441,0.04110112,0.04329996,0.68114742
-5.29764882,2.20518998,0.37274881,0.92329425,0.45595894,0.00000000,0.02857545,0.03816079,0.04177242,0.66929424
-5.29164582,2.18451244,0.36021596,0.92104077,0.45279331,0.00000000,0.03031602,0.03538397,0.04051072,0.66210070
-5.28564282,2.18035759,0.34950375,0.92626574,0.45223645,0.00000000,0.03228727,0.03278754,0.03953334,0.65958781
-5.27963982,2.19224294,0.34067754,0.93859280,0.45434703,0.00000000,0.03447705,0.03038355,0.03885620,0.66169567
-5.27363682,2.21941459,0.33376303,0.95751269,0.45913549,0.00000000,0.03687068,0.02817951,0.03849282,0.66829355
-5.26763382,2.26089195,0.32875062,0.98240362,0.46656883,0.00000000,0.03945203,0.02617870,0.03845462,0.67919258
-5.26163082,2.31551962,0.32560106,1.01255464,0.47657694,0.00000000,0.04220458,0.02438072,0.03875135,0.69416061
-5.25562781,2.38202444,0.32425207,1.04719124,0.48906024,0.00000000,0.04511262,0.02278209,0.03939168,0.71293856
-5.24962481,2.45907578,0.32462563,1.08550263,0.50389820,0.00000000,0.04816230,0.02137690,0.04038373,0.73525764
-5.24362181,2.54534690,0.32663571,1.12666965,0.52095846,0.00000000,0.05134272,0.02015757,0.04173580,0.76085677
-5.23761881,2.63957504,0.33019603,1.16989267,0.54010599,0.00000000,0.05464680,0.01911558,0.04345694,0.78949931
-5.23161581,2.74061776,0.33522741,1.21441833,0.56121201,0.00000000,0.05807198,0.01824224,0.04555752,0.82098837
-5.22561281,2.84750328,0.34166456,1.25956441,0.58416201,0.00000000,0.06162059,0.01752940,0.04804974,0.85517994
-5.21960980,2.95947259,0.34946178,1.30474185,0.60886259,0.00000000,0.06529998,0.01697019,0.05094791,0.89199305
-5.21360680,3.07601129,0.35859730,1.34947315,0.63524666,0.00000000,0.06912220,0.01655961,0.05426862,0.93141641
-5.20760380,3.19686960,0.36907621,1.39340642,0.66327665,0.00000000,0.07310341,0.01629511,0.05803073,0.97351102
-5.20160080,3.32206928,0.38093146,1.43632443,0.69294549,0.00000000,0.07726282,0.01617701,0.06225510,1.01840837
-5.19559780,3.45189665,0.39422315,1.47814837,0.72427523,0.00000000,0.08162133,0.01620889,0.06696408,1.06630415
-5.18959480,3.58688170,0.40903590,1.51893591,0.75731321,0.00000000,0.08619991,0.01639779,0.07218089,1.11744745
-5.18359180,3.72776361,0.42547434,1.55887361,0.79212588,0.00000000,0.09101763,0.01675430,0.07792865,1.17212584
-5.17758879,3.87544359,0.44365708,1.59826379,0.82879040,0.00000000,0.09608967,0.01729258,0.08422937,1.23064667
-5.17158579,4.03092693,0.46370907,1.63750629,0.86738449,0.00000000,0.10142520,0.01803014,0.09110275,1.29331533
-5.16558279,4.19525592,0.48575296,1.67707567,0.90797470,0.00000000,0.10702539,0.01898756,0.09856483,1.36041135
-5.15957979,4.36943667,0.50989955,1.71749456,0.95060384,0.00000000,0.11288154,0.02018807,0.10662673,1.43216332
-5.15357679,4.55436239,0.53623794,1.75930424,0.99527800,0.00000000,0.11897360,0.02165693,0.11529327,1.50872361
-5.14757379,4.75073650,0.56482567,1.80303342,1.04195384,0.00000000,0.12526906,0.02342079,0.12456182,1.59014416
-5.14157079,4.95899875,0.59567929,1.84916649,1.09052681,0.00000000,0.13172229,0.02550683,0.13442114,1.67635452
-5.13556778,5.17925768,0.62876586,1.89811240,1.14082093,0.00000000,0.13827459,0.02794189,0.14485050,1.76714298
-5.12956478,5.41123258,0.66399571,1.95017559,1.19258064,0.00000000,0.14485468,0.03075139,0.15581904,1.86214215
-5.12356178,5.65420759,0.70121685,2.00553000,1.24546548,0.00000000,0.15137997,0.03395834,0.16728540,1.96081946
-5.11755878,5.90700063,0.74021120,2.06419754,1.29904780,0.00000000,0.15775832,0.03758211,0.17919760,2.06247364
-5.11155578,6.16794885,0.78069314,2.12603181,1.35281395,0.00000000,0.16389039,0.04163736,0.19149337,2.16623719
-5.10555278,6.43491188,0.82231020,2.19070812,1.40616916,0.00000000,0.16967243,0.04613285,0.20410062,2.27108544
-5.09954977,6.70529361,0.86464621,2.25772024,1.45844605,0.00000000,0.17499943,0.05107034,0.21693840,2.37585186
-5.09354677,6.97608221,0.90722672,2.32638438,1.50891675,0.00000000,0.17976849,0.05644358,0.22991796,2.47924938
-5.08754377,7.24390741,0.94952679,2.39585028,1.55680826,0.00000000,0.18388219,0.06223742,0.24294412,2.57989722
-5.08154077,7.50511365,0.99098072,2.46511944,1.60132071,0.00000000,0.18725196,0.06842706,0.25591682,2.67635220
-5.07553777,7.75584653,1.03099361,2.53306957,1.64164783,0.00000000,0.18980111,0.07497759,0.26873268,2.76714379
-5.06953477,7.99214972,1.06895453,2.59848484,1.67699903,0.00000000,0.19146757,0.08184369,0.28128670,2.85081140
-5.06353177,8.21006897,1.10425058,2.66009047,1.70662224,0.00000000,0.19220606,0.08896969,0.29347388,2.92594289
-5.05752876,8.40575943,1.13628181,2.71659063,1.72982671,0.00000000,0.19198969,0.09628992,0.30519071,2.99121268
-5.05152576,8.57559238,1.16447627,2.76670798,1.74600480,0.00000000,0.19081085,0.10372941,0.31633657,3.04541826
-5.04552276,8.71625739,1.18830479,2.80922342,1.75465208,0.00000000,0.18868145,0.11120497,0.32681493,3.08751368
-5.03951976,8.82485631,1.20729510,2.84301446,1.75538474,0.00000000,0.18563241,0.11862664,0.33653432,3.11663884
-5.03351676,8.89898547,1.22104472,2.86709064,1.74795377,0.00000000,0.18171249,0.12589937,0.34540909,3.13214358
-5.02751376,8.93680341,1.22923223,2.88062469,1.73225525,0.00000000,0.17698651,0.13292517,0.35335994,3.13360563
-5.02151076,8.93708180,1.23162668,2.88297828,1.70833637,0.00000000,0.17153308,0.13960542,0.36031433,3.12084199
-5.01550775,8.89923803,1.22809460,2.87372136,1.67639690,0.00000000,0.16544189,0.14584341,0.36620671,3.09391334
-5.00950475,8.82334875,1.21860457,2.85264463,1.63678614,0.00000000,0.15881075,0.15154702,0.37097861,3.05312149
-5.00350175,8.71014448,1.20322921,2.81976474,1.58999538,0.00000000,0.15174250,0.15663147,0.37457886,2.99900014
-4.99749875,8.56098610,1.18214439,2.77532231,1.53664628,0.00000000,0.14434190,0.16102197,0.37696366,2.93229942
-4.99149575,8.37782487,1.15562587,2.71977322,1.47747559,0.00000000,0.13671268,0.16465638,0.37809688,2.85396506
-4.98549275,8.16314799,1.12404344,2.65377364,1.41331686,0.00000000,0.12895481,0.16748749,0.37795042,2.76511303
-4.97948974,7.91991242,1.08785281,2.57815987,1.34507985,0.00000000,0.12116213,0.16948513,0.37650472,2.66700069
-4.97348674,7.65146982,1.04758554,2.49392382,1.27372838,0.00000000,0.11342039,0.17063780,0.37374946,2.56099572
-4.96748374,7.36148561,1.00383734,2.40218548,1.20025754,0.00000000,0.10580579,0.17095400,0.36968440,2.44854385
-4.96148074,7.05385517,0.95725532,2.30416341,1.12567082,0.00000000,0.09838398,0.17046289,0.36432028,2.33113656
-4.95547774,6.73261997,0.90852441,2.20114446,1.05095826,0.00000000,0.09120952,0.16921457,0.35767977,2.21027973
-4.94947474,6.40188615,0.85835352,2.09445382,0.97707593,0.00000000,0.08432592,0.16727971,0.34979846,2.08746422
-4.94347174,6.06574768,0.80746186,1.98542624,0.90492745,0.00000000,0.07776599,0.16474874,0.34072560,1.96413903
-4.93746873,5.72821578,0.75656580,1.87537928,0.83534804,0.00000000,0.07155258,0.16173042,0.33052471,1.84168761
-4.93146573,5.39315572,0.70636662,1.76558921,0.76909126,0.00000000,0.06569964,0.15834993,0.31927385,1.72140769
-4.92546273,5.06423194,0.65753937,1.65726977,0.70681872,0.00000000,0.06021349,0.15474660,0.30706556,1.60449480
-4.91945973,4.74486154,0.61072314,1.55155433,0.64909266,0.00000000,0.05509414,0.15107112,0.29400627,1.49202957
-4.91345673,4.43817643,0.56651278,1.44948128,0.59637152,0.00000000,0.05033682,0.14748255,0.28021537,1.38496857
-4.90745373,4.14699357,0.52545208,1.35198264,0.54900811,0.00000000,0.04593336,0.14414495,0.26582368,1.28413856
-4.90145073,3.87379300,0.48802851,1.25987584,0.50725035,0.00000000,0.04187357,0.14122393,0.25097162,1.19023385
-4.89544772,3.62070301,0.45466927,1.17385835,0.47124407,0.00000000,0.03814656,0.13888307,0.23580688,1.10381632
-4.88944472,3.38949175,0.42573856,1.09450494,0.44103778,0.00000000,0.03474179,0.13728027,0.22048188,1.02531785
-4.88344172,3.18156487,0.40153585,1.02226727,0.41658890,0.00000000,0.03165010,0.13656421,0.20515099,0.95504473
-4.87743872,2.99796839,0.38229507,0.95747562,0.39777119,0.00000000,0.02886450,0.13687084,0.18996770,0.89318377
-4.87143572,2.83939668,0.36818430,0.90034241,0.38438315,0.00000000,0.02638084,0.13832017,0.17508188,0.83980975
-4.86543272,2.70620480,0.35930605,0.85096739,0.37615704,0.00000000,0.02419826,0.14101321,0.16063717,0.79489404
-4.85942971,2.59842532,0.35569769,0.80934435,0.37276838,0.00000000,0.02231962,0.14502931,0.14676874,0.75831411
-4.85342671,2.51578902,0.35733231,0.77536904,0.37384561,0.00000000,0.02075174,0.15042387,0.13360137,0.72986381
-4.84742371,2.45774946,0.36411959,0.74884825,0.37897995,0.00000000,0.01950550,0.15722648,0.12124805,0.70926424
-4.84142071,2.42351094,0.37590703,0.72950998,0.38773511,0.00000000,0.01859596,0.16543964,0.10980908,0.69617505
-4.83541771,2.41205967,0.39248142,0.71701430,0.39965691,0.00000000,0.01804231,0.17503800,0.09937164,0.69020602
-4.82941471,2.42219743,0.41357073,0.71096493,0.41428258,0.00000000,0.01786773,0.18596827,0.09000993,0.69092882
-4.82341171,2.45257715,0.43884668,0.71092121,0.43114968,0.00000000,0.01809925,0.19814978,0.08178563,0.69788860
-4.81740870,2.50173969,0.46792791,0.71641022,0.44980456,0.00000000,0.01876736,0.21147571,0.07474878,0.71061535
-4.81140570,2.56815056,0.50038417,0.72693871,0.46981014,0.00000000,0.01990562,0.22581502,0.06893893,0.72863457
-4.80540270,2.65023577,0.53574146,0.74200457,0.49075297,0.00000000,0.02155004,0.24101506,0.06438632,0.75147718
-4.79939970,2.74641526,0.57348832,0.76110742,0.51224937,0.00000000,0.02373830,0.25690479,0.06111314,0.77868807
-4.79339670,2.85513291,0.61308314,0.78375809,0.53395049,0.00000000,0.02650878,0.27329851,0.05913466,0.80983325
-4.78739370,2.97488167,0.65396258,0.80948642,0.55554624,0.00000000,0.02989937,0.29000008,0.05846004,0.84450503
-4.78139070,3.10422279,0.69555075,0.83784735,0.57676786,0.00000000,0.03394604,0.30680737,0.05909295,0.88232520
-4.77538769,3.24179815,0.73726909,0.86842485,0.59738908,0.00000000,0.03868120,0.32351688,0.06103165,0.92294576
-4.76938469,3.38633502,0.77854657,0.90083364,0.61722583,0.00000000,0.04413190,0.33992837,0.06426868,0.96604738
-4.76338169,3.53664296,0.81882979,0.93471862,0.63613448,0.00000000,0.05031781,0.35584918,0.06879015,1.01133526
-4.75737869,3.69160302,0.85759270,0.96975211,0.65400864,0.00000000,0.05724916,0.37109828,0.07457449,1.05853282
-4.75137569,3.85014977,0.89434554,1.00562904,0.67077474,0.00000000,0.06492460,0.38550970,0.08159091,1.10737334
-4.74537269,4.01124739,0.92864255,1.04206048,0.68638641,0.00000000,0.07332916,0.39893529,0.08979760,1.15758998
-4.73936968,4.17386127,0.96008831,1.07876595,0.70081813,0.00000000,0.08243244,0.41124674,0.09913973,1.20890480
-4.73336668,4.33692734,0.98834234,1.11546512,0.71405834,0.00000000,0.09218697,0.42233676,0.10954753,1.26101748
-4.72736368,4.49932129,1.01312197,1.15186943,0.72610238,0.00000000,0.10252706,0.43211947,0.12093446,1.31359444
-4.72136068,4.65983049,1.03420341,1.18767453,0.73694572,0.00000000,0.11336819,0.44052997,0.13319583,1.36625931
-4.71535768,4.81713122,1.05142121,1.22255405,0.74657789,0.00000000,0.12460697,0.44752329,0.14620787,1.41858548
-4.70935468,4.96977378,1.06466625,1.25615554,0.75497741,0.00000000,0.13612184,0.45307285,0.15982748,1.47009169
-4.70335168,5.11617779,1.07388260,1.28809896,0.76210822,0.00000000,0.14777455,0.45716854,0.17389283,1.52024115
-4.69734867,5.25463961,1.07906364,1.31797846,0.76791775,0.00000000,0.15941239,0.45981466,0.18822486,1.56844495
-4.69134567,5.38335289,1.08024785,1.34536735,0.77233698,0.00000000,0.17087125,0.46102798,0.20262968,1.61406990
-4.68534267,5.50044281,1.07751454,1.36982667,0.77528243,0.00000000,0.18197933,0.46083597,0.21690201,1.65645100
-4.67933967,5.60401343,1.07098002,1.39091690,0.77666020,0.00000000,0.19256158,0.45927548,0.23082950,1.69490823
-4.67333667,5.69220680,1.06079439,1.40821262,0.77637175,0.00000000,0.20244449,0.45639188,0.24419783,1.72876728
-4.66733367,5.76327150,1.04713913,1.42131933,0.77432133,0.00000000,0.21146130,0.45223878,0.25679648,1.75738337
-4.66133067,5.81563754,1.03022554,1.42989164,0.77042451,0.00000000,0.21945729,0.44687832,0.26842487,1.78016710
-4.65532766,5.84799369,1.01029408,1.43365189,0.76461733,0.00000000,0.22629491,0.44038188,0.27889877,1.79661119
-4.64932466,5.85936318,0.98761422,1.43240803,0.75686568,0.00000000,0.23185864,0.43283122,0.28805648,1.80631668
-4.64332166,5.84917320,0.96248474,1.42606970,0.74717410,0.00000000,0.23605927,0.42431969,0.29576472,1.80901709
