energy_ev,total_up,Os_p_up,Os_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-6.00000000,2.02077543,0.48620228,1.11511246,0.01978105,0.00075381,0.00012707,1.27019183
-5.99399700,2.05332056,0.49594199,1.13217086,0.01981627,0.00078092,0.00013242,1.29176701
-5.98799400,2.07994294,0.50413035,1.14592550,0.01976512,0.00081023,0.00014458,1.30950339
-5.98199100,2.09996431,0.51058382,1.15601676,0.01962695,0.00084115,0.00016338,1.32296390
-5.97598799,2.11288911,0.51516675,1.16218030,0.01940471,0.00087306,0.00018882,1.33182686
-5.96998499,2.11840812,0.51779225,1.16424932,0.01910470,0.00090533,0.00022104,1.33588881
-5.96398199,2.11639631,0.51842171,1.16215379,0.01873617,0.00093735,0.00026031,1.33506357
-5.95797899,2.10690529,0.51706283,1.15591668,0.01831087,0.00096854,0.00030694,1.32937784
-5.95197599,2.09015090,0.51376643,1.14564783,0.01784257,0.00099837,0.00036130,1.31896351
-5.94597299,2.06649668,0.50862219,1.13153548,0.01734651,0.00102635,0.00042378,1.30404744
-5.93996998,2.03643421,0.50175350,1.11383629,0.01683885,0.00105206,0.00049475,1.28493887
-5.93396698,2.00056112,0.49331165,1.09286405,0.01633612,0.00107516,0.00057456,1.26201550
-5.92796398,1.95955788,0.48346969,1.06897787,0.01585475,0.00109539,0.00066351,1.23570850
-5.92196098,1.91416422,0.47241620,1.04257004,0.01541051,0.00111258,0.00076181,1.20648733
-5.91595798,1.86515621,0.46034913,1.01405424,0.01501823,0.00112666,0.00086961,1.17484480
-5.90995498,1.81332467,0.44747004,0.98385438,0.01469138,0.00113765,0.00098698,1.14128301
-5.90395198,1.75945555,0.43397889,0.95239437,0.01444195,0.00114567,0.00111389,1.10630051
-5.89794897,1.70431298,0.42006954,0.92008915,0.01428025,0.00115093,0.00125024,1.07038107
-5.89194597,1.64862513,0.40592610,0.88733703,0.01421499,0.00115372,0.00139591,1.03398439
-5.88594297,1.59307325,0.39172016,0.85451358,0.01425335,0.00115440,0.00155071,0.99753876
-5.87993997,1.53828399,0.37760904,0.82196703,0.01440120,0.00115341,0.00171449,0.96143589
-5.87393697,1.48482486,0.36373493,0.79001509,0.01466344,0.00115125,0.00188716,0.92602781
-5.86793397,1.43320272,0.35022499,0.75894336,0.01504441,0.00114844,0.00206874,0.89162570
-5.86193097,1.38386515,0.33719232,0.72900494,0.01554838,0.00114555,0.00225945,0.85850068
-5.85592796,1.33720425,0.32473766,0.70042131,0.01618007,0.00114315,0.00245976,0.82688610
-5.84992496,1.29356252,0.31295180,0.67338425,0.01694531,0.00114183,0.00267049,0.79698132
-5.84392196,1.25324059,0.30191842,0.64805866,0.01785160,0.00114215,0.00289289,0.76895653
-5.83791896,1.21650605,0.29171747,0.62458603,0.01890878,0.00114467,0.00312871,0.74295840
-5.83191596,1.18360323,0.28242859,0.60308850,0.02012962,0.00114991,0.00338033,0.71911629
-5.82591296,1.15476327,0.27413478,0.58367319,0.02153043,0.00115836,0.00365081,0.69754864
-5.81990995,1.13021414,0.26692587,0.56643675,0.02313154,0.00117044,0.00394399,0.67836930
-5.81390695,1.11019021,0.26090180,0.55146979,0.02495779,0.00118655,0.00426454,0.66169354
-5.80790395,1.09494075,0.25617547,0.53886123,0.02703888,0.00120705,0.00461806,0.64764343
-5.80190095,1.08473726,0.25287510,0.52870209,0.02940954,0.00123221,0.00501104,0.63635244
-5.79589795,1.07987897,0.25114578,0.52108894,0.03210968,0.00126229,0.00545098,0.62796886
-5.78989495,1.08069636,0.25115031,0.51612647,0.03518426,0.00129749,0.00594626,0.62265815
-5.78389195,1.08755223,0.25306898,0.51392926,0.03868304,0.00133798,0.00650617,0.62060364
-5.77788894,1.10084007,0.25709830,0.51462257,0.04266005,0.00138389,0.00714078,0.62200592
-5.77188594,1.12097957,0.26344858,0.51834187,0.04717291,0.00143533,0.00786080,0.62708028
-5.76588294,1.14840884,0.27234025,0.52523122,0.05228181,0.00149236,0.00867739,0.63605262
-5.75987994,1.18357345,0.28399887,0.53544018,0.05804835,0.00155505,0.00960192,0.64915339
-5.75387694,1.22691220,0.29864893,0.54911940,0.06453399,0.00162342,0.01064563,0.66660984
-5.74787394,1.27883955,0.31650637,0.56641466,0.07179839,0.00169747,0.01181930,0.68863653
-5.74187094,1.33972518,0.33777002,0.58745961,0.07989739,0.00177720,0.01313282,0.71542427
-5.73586793,1.40987096,0.36261210,0.61236719,0.08888094,0.00186251,0.01459472,0.74712777
-5.72986493,1.48948595,0.39116799,0.64121996,0.09879076,0.00195332,0.01621169,0.78385224
-5.72386193,1.57866015,0.42352563,0.67405966,0.10965800,0.00204942,0.01798804,0.82563945
-5.71785893,1.67733812,0.45971497,0.71087625,0.12150089,0.00215057,0.01992519,0.87245381
-5.71185593,1.78529356,0.49969774,0.75159706,0.13432250,0.00225641,0.02202118,0.92416884
-5.70585293,1.90210607,0.54335824,0.79607641,0.14810861,0.00236647,0.02427020,0.98055509
-5.69984992,2.02714165,0.59049557,0.84408640,0.16282599,0.00248015,0.02666223,1.04126986
-5.69384692,2.15953819,0.64081778,0.89530934,0.17842102,0.00259672,0.02918278,1.10584973
-5.68784392,2.29819746,0.69393857,0.94933272,0.19481882,0.00271529,0.03181270,1.17370649
-5.68184092,2.44178469,0.74937681,1.00564685,0.21192297,0.00283484,0.03452820,1.24412708
-5.67583792,2.58873685,0.80655948,1.06364618,0.22961593,0.00295419,0.03730105,1.31627818
-5.66983492,2.73728009,0.86482800,1.12263422,0.24776012,0.00307201,0.04009888,1.38921563
-5.66383192,2.88545690,0.92344831,1.18183255,0.26619974,0.00318690,0.04288576,1.46189898
-5.65782891,3.03116240,0.98162442,1.24039392,0.28476337,0.00329733,0.04562292,1.53321091
-5.65182591,3.17218940,1.03851528,1.29741917,0.30326712,0.00340174,0.04826959,1.60198124
-5.64582291,3.30628080,1.09325458,1.35197761,0.32151848,0.00349856,0.05078406,1.66701497
-5.63981991,3.43118774,1.14497270,1.40313036,0.33932062,0.00358623,0.05312483,1.72712322
-5.63381691,3.54473134,1.19282028,1.44995567,0.35647691,0.00366329,0.05525174,1.78115627
