energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-3.29264632,6.15987846,0.30247536,1.19933086,0.05119190,0.05579870,0.85645518,4.90929415,0.04381132,0.71877236
-3.28664332,6.10244336,0.30369546,1.18570329,0.04880324,0.05647797,0.85070246,4.85663529,0.04377467,0.72315089
-3.28064032,6.02422413,0.30380554,1.16926598,0.04641419,0.05692589,0.84228509,4.78630090,0.04364682,0.72419737
-3.27463732,5.92546600,0.30280296,1.15001494,0.04404315,0.05713237,0.83121352,4.69861507,0.04342665,0.72181975
-3.26863432,5.80680076,0.30070809,1.12799046,0.04170636,0.05709175,0.81755540,4.59423905,0.04311298,0.71599791
-3.26263132,5.66924558,0.29756529,1.10327938,0.03941786,0.05680307,0.80143817,4.47416491,0.04270470,0.70678583
-3.25662831,5.51419124,0.29344317,1.07601629,0.03718956,0.05627030,0.78304991,4.33969986,0.04220099,0.69431137
-3.25062531,5.34338014,0.28843435,1.04638343,0.03503128,0.05550236,0.76263860,4.19244200,0.04160147,0.67877378
-3.24462231,5.15887478,0.28265448,1.01460932,0.03295097,0.05451308,0.74050948,4.03424814,0.04090642,0.66043888
-3.23861931,4.96301765,0.27624058,0.98096613,0.03095486,0.05332097,0.71702075,3.86719496,0.04011703,0.63963233
-3.23261631,4.75838389,0.26934889,0.94576581,0.02904766,0.05194888,0.69257751,3.69353462,0.03923555,0.61673101
-3.22661331,4.54772792,0.26215193,0.90935504,0.02723283,0.05042359,0.66762419,3.51564636,0.03826549,0.59215309
-3.22061031,4.33392576,0.25483510,0.87210920,0.02551280,0.04877518,0.64263560,3.33598539,0.03721173,0.56634699
-3.21460730,4.11991453,0.24759280,0.83442543,0.02388916,0.04703636,0.61810672,3.15703052,0.03608059,0.53977967
-3.20860430,3.90863052,0.24062404,0.79671496,0.02236288,0.04524177,0.59454161,2.98123190,0.03487988,0.51292466
-3.20260130,3.70294745,0.23412780,0.75939483,0.02093450,0.04342708,0.57244157,2.81095997,0.03361886,0.48625019
-3.19659830,3.50561610,0.22829807,0.72287931,0.01960424,0.04162814,0.55229283,2.64845685,0.03230805,0.46020770
-3.19059530,3.31920664,0.22331882,0.68757101,0.01837216,0.03988014,0.53455401,2.49579093,0.03095917,0.43522112
-3.18459230,3.14605470,0.21935897,0.65385206,0.01723814,0.03821663,0.51964377,2.35481565,0.02958482,0.41167714
-3.17858929,2.98821224,0.21656740,0.62207545,0.01620202,0.03666871,0.50792873,2.22713297,0.02819823,0.38991663
-3.17258629,2.84740412,0.21506832,0.59255675,0.01526352,0.03526422,0.49971219,2.11406215,0.02681294,0.37022744
-3.16658329,2.72499124,0.21495704,0.56556649,0.01442220,0.03402697,0.49522371,2.01661443,0.02544243,0.35283874
-3.16058029,2.62194108,0.21629622,0.54132336,0.01367747,0.03297612,0.49461018,1.93547392,0.02409982,0.33791681
-3.15457729,2.53880649,0.21911293,0.51998851,0.01302843,0.03212564,0.49792844,1.87098515,0.02279749,0.32556255
-3.14857429,2.47571332,0.22339650,0.50166111,0.01247384,0.03148399,0.50513997,1.82314766,0.02154682,0.31581054
-3.14257129,2.43235766,0.22909736,0.48637548,0.01201200,0.03105385,0.51610778,1.79161790,0.02035787,0.30862984
-3.13656828,2.40801318,0.23612696,0.47409987,0.01164070,0.03083206,0.53059595,1.77571871,0.01923927,0.30392624
-3.13056528,2.40154899,0.24435882,0.46473713,0.01135714,0.03080983,0.54827197,1.77445652,0.01819801,0.30154617
-3.12456228,2.41145813,0.25363089,0.45812728,0.01115792,0.03097297,0.56871194,1.78654632,0.01723947,0.30128204
-3.11855928,2.43589660,0.26374893,0.45405218,0.01103908,0.03130239,0.59140886,1.81044415,0.01636746,0.30287886
-3.11255628,2.47273242,0.27449123,0.45224203,0.01099610,0.03177481,0.61578377,1.84438689,0.01558429,0.30604213
-3.10655328,2.51960401,0.28561429,0.45238376,0.01102405,0.03236346,0.64119976,1.88643846,0.01489108,0.31044670
-3.10055028,2.57398638,0.29685948,0.45413108,0.01111770,0.03303912,0.66697834,1.93454180,0.01428794,0.31574640
-3.09454727,2.63326370,0.30796034,0.45711577,0.01127171,0.03377107,0.69241787,1.98657513,0.01377436,0.32158428
-3.08854427,2.69480601,0.31865053,0.46096002,0.01148088,0.03452821,0.71681344,2.04041114,0.01334957,0.32760302
-3.08254127,2.75604766,0.32867182,0.46528919,0.01174032,0.03528019,0.73947749,2.09397733,0.01301287,0.33345536
-3.07653827,2.81456482,0.33778217,0.46974467,0.01204577,0.03599851,0.75976051,2.14531543,0.01276408,0.33881405
-3.07053527,2.86814917,0.34576332,0.47399616,0.01239375,0.03665760,0.77707088,2.19263795,0.01260380,0.34338122
-3.06453227,2.91487480,0.35242773,0.47775294,0.01278185,0.03723575,0.79089323,2.23437954,0.01253372,0.34689663
-3.05852926,2.95315577,0.35762452,0.48077361,0.01320884,0.03771599,0.80080435,2.26924127,0.01255685,0.34914458
-3.05252626,2.98179148,0.36124415,0.48287379,0.01367481,0.03808677,0.80648614,2.29622580,0.01267760,0.34995937
-3.04652326,2.99999804,0.36322170,0.48393143,0.01418117,0.03834237,0.80773484,2.31466190,0.01290180,0.34922885
-3.04052026,3.00742392,0.36353844,0.48388957,0.01473063,0.03848326,0.80446631,2.32421716,0.01323660,0.34689615
-3.03451726,3.00414902,0.36222177,0.48275613,0.01532703,0.03851604,0.79671693,2.32489802,0.01369026,0.34295946
-3.02851426,2.99066703,0.35934339,0.48060100,0.01597511,0.03845331,0.78464025,2.31703710,0.01427180,0.33746983
-3.02251126,2.96785148,0.35501586,0.47755033,0.01668016,0.03831323,0.76849941,2.30126808,0.01499053,0.33052721
-3.01650825,2.93690716,0.34938763,0.47377839,0.01744764,0.03811885,0.74865574,2.27848920,0.01585558,0.32227482
-3.01050525,2.89930862,0.34263680,0.46949728,0.01828265,0.03789727,0.72555410,2.24981684,0.01687525,0.31289217
-3.00450225,2.85672871,0.33496383,0.46494504,0.01918948,0.03767864,0.69970561,2.21653118,0.01805637,0.30258700
-2.99849925,2.81096022,0.32658357,0.46037275,0.02017098,0.03749506,0.67166846,2.18001641,0.01940367,0.29158655
-2.99249625,2.76383417,0.31771698,0.45603108,0.02122812,0.03737929,0.64202790,2.14169801,0.02091909,0.28012845
-2.98649325,2.71713847,0.30858286,0.45215720,0.02235946,0.03736350,0.61137604,2.10298015,0.02260122,0.26845169
-2.98049025,2.67254060,0.29938994,0.44896235,0.02356073,0.03747805,0.58029242,2.06518576,0.02444481,0.25678808
-2.97448724,2.63151776,0.29032977,0.44662103,0.02482459,0.03775019,0.54932617,2.02950212,0.02644033,0.24535435
-2.96848424,2.59529755,0.28157060,0.44526192,0.02614038,0.03820300,0.51898033,1.99693431,0.02857377,0.23434542
-2.96248124,2.56481171,0.27325254,0.44496138,0.02749415,0.03885433,0.48969893,1.96826842,0.03082653,0.22392884
-2.95647824,2.54066473,0.26548421,0.44573937,0.02886879,0.03971602,0.46185725,1.94404611,0.03317559,0.21424080
-2.95047524,2.52311850,0.25834086,0.44755837,0.03024434,0.04079325,0.43575539,1.92455129,0.03559375,0.20538352
-2.94447224,2.51209322,0.25186421,0.45032497,0.03159844,0.04208412,0.41161516,1.90980931,0.03805015,0.19742430
-2.93846923,2.50718403,0.24606363,0.45389418,0.03290697,0.04357951,0.38958034,1.89959823,0.04051097,0.19039597
-2.93246623,2.50769224,0.24091890,0.45807621,0.03414477,0.04526312,0.36971984,1.89347133,0.04294025,0.18429871
-2.92646323,2.51266910,0.23638404,0.46264520,0.03528647,0.04711183,0.35203346,1.89078930,0.04530085,0.17910310
-2.92046023,2.52096959,0.23239216,0.46734958,0.03630734,0.04909623,0.33645985,1.89076030,0.04755557,0.17475402
-2.91445723,2.53131344,0.22886101,0.47192345,0.03718424,0.05118146,0.32288598,1.89248565,0.04966827,0.17117538
-2.90845423,2.54235007,0.22569889,0.47609837,0.03789639,0.05332817,0.31115762,1.89500867,0.05160497,0.16827520
-2.90245123,2.55272436,0.22281061,0.47961506,0.03842620,0.05549368,0.30109034,1.89736421,0.05333500,0.16595092
-2.89644822,2.56113987,0.22010331,0.48223446,0.03875988,0.05763331,0.29248034,1.89862639,0.05483197,0.16409463
-2.89044522,2.56641677,0.21749175,0.48374750,0.03888798,0.05970180,0.28511480,1.89795234,0.05607467,0.16259801
-2.88444222,2.56754192,0.21490285,0.48398336,0.03880569,0.06165469,0.27878122,1.89461988,0.05704776,0.16135671
-2.87843922,2.56370886,0.21227945,0.48281580,0.03851302,0.06344987,0.27327549,1.88805764,0.05774225,0.16027420
-2.87243622,2.55434660,0.20958294,0.48016731,0.03801468,0.06504891,0.26840854,1.87786645,0.05815579,0.15926472
-2.86643322,2.53913608,0.20679489,0.47601105,0.03731989,0.06641844,0.26401123,1.86383134,0.05829263,0.15825546
-2.86043022,2.51801423,0.20391750,0.47037058,0.03644195,0.06753130,0.25993782,1.84592405,0.05816342,0.15718790
-2.85442721,2.49116609,0.20097310,0.46331749,0.03539766,0.06836751,0.25606764,1.82429639,0.05778474,0.15601828
-2.84842421,2.45900601,0.19800260,0.45496718,0.03420667,0.06891509,0.25230548,1.79926519,0.05717841,0.15471729
-2.84242121,2.42214935,0.19506316,0.44547303,0.03289072,0.06917055,0.24858065,1.77129014,0.05637062,0.15326913
-2.83641821,2.38137651,0.19222523,0.43501941,0.03147281,0.06913914,0.24484506,1.74094578,0.05539093,0.15166995
-2.83041521,2.33759161,0.18956900,0.42381380,0.02997650,0.06883483,0.24107044,1.70888958,0.05427116,0.14992594
-2.82441221,2.29177789,0.18718067,0.41207853,0.02842505,0.06827995,0.23724517,1.67582767,0.05304423,0.14805103
-2.81840920,2.24495211,0.18514856,0.40004243,0.02684084,0.06750458,0.23337075,1.64248015,0.05174301,0.14606460
-2.81240620,2.19812028,0.18355924,0.38793280,0.02524474,0.06654570,0.22945828,1.60954757,0.05039926,0.14398906
-2.80640320,2.15223637,0.18249393,0.37596801,0.02365566,0.06544604,0.22552508,1.57768022,0.04904253,0.14184770
-2.80040020,2.10816600,0.18202521,0.36435092,0.02209020,0.06425278,0.22159166,1.54745143,0.04769942,0.13966267
-2.79439720,2.06665602,0.18221412,0.35326337,0.02056250,0.06301606,0.21767909,1.51933587,0.04639275,0.13745332
-2.78839420,2.02831110,0.18310783,0.34286182,0.01908407,0.06178737,0.21380689,1.49369359,0.04514115,0.13523500
-2.78239120,1.99357777,0.18473772,0.33327417,0.01766391,0.06061793,0.20999142,1.47076006,0.04395867,0.13301814
-2.77638819,1.96273588,0.18711808,0.32459777,0.01630860,0.05955697,0.20624480,1.45064217,0.04285471,0.13080787
-2.77038519,1.93589728,0.19024527,0.31689860,0.01502250,0.05865020,0.20257433,1.43332011,0.04183410,0.12860400
-2.76438219,1.91301107,0.19409738,0.31021139,0.01380804,0.05793823,0.19898226,1.41865427,0.04089733,0.12640133
-2.75837919,1.89387465,0.19863437,0.30454074,0.01266602,0.05745528,0.19546597,1.40639674,0.04004099,0.12419033
-2.75237619,1.87814950,0.20379853,0.29986292,0.01159592,0.05722799,0.19201836,1.39620624,0.03925832,0.12195800
-2.74637319,1.86538065,0.20951539,0.29612828,0.01059619,0.05727458,0.18862841,1.38766569,0.03853981,0.11968894
-2.74037019,1.85501870,0.21569491,0.29326420,0.00966458,0.05760423,0.18528183,1.38030145,0.03787393,0.11736646
-2.73436718,1.84644336,0.22223308,0.29117833,0.00879837,0.05821675,0.18196184,1.37360317,0.03724784,0.11497376
-2.72836418,1.83898748,0.22901368,0.28976207,0.00799460,0.05910267,0.17864982,1.36704353,0.03664809,0.11249498
-2.72236118,1.83196094,0.23591047,0.28889428,0.00725030,0.06024358,0.17532601,1.36009711,0.03606133,0.10991620
-2.71635818,1.82467344,0.24278964,0.28844501,0.00656253,0.06161285,0.17197017,1.35225780,0.03547489,0.10722627
-2.71035518,1.81645602,0.24951254,0.28827931,0.00592860,0.06317665,0.16856216,1.34305443,0.03487735,0.10441746
-2.70435218,1.80668067,0.25593876,0.28826108,0.00534603,0.06489527,0.16508249,1.33206422,0.03425899,0.10148593
-2.69834917,1.79477804,0.26192942,0.28825680,0.00481269,0.06672465,0.16151292,1.31892406,0.03361212,0.09843192
-2.69234617,1.78025298,0.26735074,0.28813925,0.00432673,0.06861814,0.15783695,1.30333955,0.03293135,0.09525993
-2.68634317,1.76269791,0.27207782,0.28779116,0.00388663,0.07052839,0.15404043,1.28509184,0.03221372,0.09197850
-2.68034017,1.74180401,0.27599837,0.28710853,0.00349121,0.07240922,0.15011209,1.26404253,0.03145875,0.08860008
-2.67433717,1.71737014,0.27901662,0.28600385,0.00313956,0.07421757,0.14604414,1.24013662,0.03066843,0.08514060
-2.66833417,1.68930947,0.28105685,0.28440892,0.00283109,0.07591526,0.14183290,1.21340372,0.02984708,0.08161906
-2.66233117,1.65765372,0.28206678,0.28227717,0.00256549,0.07747054,0.13747928,1.18395769,0.02900117,0.07805704
-2.65632816,1.62255482,0.28202034,0.27958551,0.00234274,0.07885946,0.13298936,1.15199473,0.02813909,0.07447818
-2.65032516,1.58428389,0.28091988,0.27633547,0.00216308,0.08006680,0.12837477,1.11778990,0.02727085,0.07090760
-2.64432216,1.54322729,0.27879752,0.27255362,0.00202703,0.08108665,0.12365296,1.08169218,0.02640776,0.06737139
-2.63831916,1.49987966,0.27571560,0.26829114,0.00193538,0.08192258,0.11884731,1.04411806,0.02556207,0.06389607
-2.63231616,1.45483374,0.27176602,0.26362245,0.00188916,0.08258728,0.11398704,1.00554346,0.02474658,0.06050808
-2.62631316,1.40876700,0.26706856,0.25864308,0.00188961,0.08310185,0.10910679,0.96649412,0.02397424,0.05723328
-2.62031016,1.36242518,0.26176799,0.25346648,0.00193817,0.08349458,0.10424612,0.92753449,0.02325778,0.05409646
-2.61430715,1.31660296,0.25603018,0.24822021,0.00203638,0.08379946,0.09944855,0.88925505,0.02260926,0.05112089
-2.60830415,1.27212211,0.25003716,0.24304127,0.00218585,0.08405431,0.09476052,0.85225843,0.02203968,0.04832789
-2.60230115,1.22980771,0.24398142,0.23807103,0.00238812,0.08429878,0.09023009,0.81714434,0.02155864,0.04573641
-2.59629815,1.19046314,0.23805950,0.23344978,0.00264457,0.08457216,0.08590542,0.78449387,0.02117395,0.04336263
-2.59029515,1.15484464,0.23246524,0.22931110,0.00295632,0.08491133,0.08183321,0.75485338,0.02089134,0.04121964
-2.58429215,1.12363637,0.22738287,0.22577644,0.00332402,0.08534869,0.07805707,0.72871866,0.02071421,0.03931709
-2.57828914,1.09742699,0.22298029,0.22295004,0.00374775,0.08591043,0.07461594,0.70651976,0.02064344,0.03766103
-2.57228614,1.07668876,0.21940271,0.22091443,0.00422686,0.08661507,0.07154253,0.68860716,0.02067724,0.03625365
-2.56628314,1.06175999,0.21676714,0.21972677,0.00475984,0.08747243,0.06886203,0.67523988,0.02081118,0.03509330
-2.56028014,1.05283194,0.21515775,0.21941621,0.00534419,0.08848303,0.06659104,0.66657604,0.02103817,0.03417444
-2.55427714,1.04994063,0.21462245,0.21998237,0.00597631,0.08963805,0.06473670,0.66266644,0.02134868,0.03348779
-2.54827414,1.05296426,0.21517090,0.22139505,0.00665148,0.09091972,0.06329632,0.66345149,0.02173095,0.03302060
-2.54227114,1.06162648,0.21677396,0.22359528,0.00736382,0.09230229,0.06225721,0.66876195,0.02217132,0.03275698
-2.53626813,1.07550566,0.21936469,0.22649754,0.00810636,0.09375333,0.06159702,0.67832341,0.02265468,0.03267836
-2.53026513,1.09404977,0.22284090,0.22999320,0.00887112,0.09523554,0.06128437,0.69176469,0.02316494,0.03276409
-2.52426213,1.11659673,0.22706922,0.23395498,0.00964926,0.09670870,0.06127987,0.70862994,0.02368559,0.03299201
-2.51825913,1.14239928,0.23189045,0.23824230,0.01043134,0.09813198,0.06153746,0.72839406,0.02420030,0.03333920
-2.51225613,1.17065356,0.23712609,0.24270727,0.01120756,0.09946622,0.06200600,0.75048097,0.02469349,0.03378269
-2.50625313,1.20053042,0.24258576,0.24720103,0.01196811,0.10067619,0.06263108,0.77428413,0.02515103,0.03430022
-2.50025013,1.23120808,0.24807529,0.25158028,0.01270351,0.10173285,0.06335698,0.79918845,0.02556071,0.03487093
-2.49424712,1.26190496,0.25340500,0.25571367,0.01340504,0.10261524,0.06412864,0.82459287,0.02591290,0.03547602
-2.48824412,1.29191141,0.25839812,0.25948780,0.01406509,0.10331216,0.06489370,0.84993262,0.02620095,0.03609942
-2.48224112,1.32061899,0.26289867,0.26281260,0.01467757,0.10382353,0.06560439,0.87470024,0.02642164,0.03672823
-2.47623812,1.34754613,0.26677877,0.26562581,0.01523827,0.10416124,0.06621927,0.89846468,0.02657545,0.03735316
-2.47023512,1.37235926,0.26994496,0.26789657,0.01574516,0.10434968,0.06670480,0.92088742,0.02666681,0.03796880
-2.46423212,1.39488851,0.27234315,0.26962775,0.01619863,0.10442576,0.06703659,0.94173519,0.02670415,0.03857379
-2.45822911,1.41513732,0.27396225,0.27085710,0.01660164,0.10443863,0.06720034,0.96088865,0.02669991,0.03917085
-2.45222611,1.43328580,0.27483610,0.27165711,0.01695981,0.10444888,0.06719252,0.97834675,0.02667039,0.03976670
-2.44622311,1.44968754,0.27504368,0.27213364,0.01728133,0.10452748,0.06702062,0.99422655,0.02663548,0.04037187
-2.44022011,1.46486015,0.27470764,0.27242335,0.01757685,0.10475441,0.06670307,1.00875860,0.02661834,0.04100038
-2.43421711,1.47946991,0.27399105,0.27268993,0.01785918,0.10521700,0.06626887,1.02227816,0.02664493,0.04166942
-2.42821411,1.49431105,0.27309269,0.27311945,0.01814292,0.10600810,0.06575686,1.03521253,0.02674344,0.04239887
-2.42221111,1.51028054,0.27224080,0.27391486,0.01844400,0.10722406,0.06521473,1.04806508,0.02694369,0.04321081
-2.41620810,1.52834919,0.27168578,0.27528973,0.01877914,0.10896262,0.06469776,1.06139676,0.02727640,0.04412898
-2.41020510,1.54953005,0.27169183,0.27746166,0.01916520,0.11132071,0.06426737,1.07580558,0.02777246,0.04517821
-2.40420210,1.57484519,0.27252811,0.28064528,0.01961858,0.11439212,0.06398952,1.09190507,0.02846210,0.04638386
-2.39819910,1.60529176,0.27445947,0.28504526,0.02015453,0.11826527,0.06393294,1.11030229,0.02937403,0.04777114
-2.39219610,1.64180852,0.27773728,0.29084936,0.02078646,0.12302081,0.06416730,1.13157631,0.03053460,0.04936453
-2.38619310,1.68524350,0.28259055,0.29822183,0.02152539,0.12872940,0.06476139,1.15625769,0.03196689,0.05118714
-2.38019010,1.73632396,0.28921764,0.30729717,0.02237935,0.13544936,0.06578118,1.18480969,0.03368988,0.05326001
-2.37418709,1.79562920,0.29777897,0.31817469,0.02335292,0.14322455,0.06728800,1.21761167,0.03571755,0.05560147
-2.36818409,1.86356701,0.30839076,0.33091370,0.02444687,0.15208223,0.06933676,1.25494511,0.03805815,0.05822646
-2.36218109,1.94035440,0.32112015,0.34552976,0.02565792,0.16203118,0.07197426,1.29698261,0.04071347,0.06114588
-2.35617809,2.02600297,0.33598176,0.36199188,0.02697867,0.17306001,0.07523765,1.34378003,0.04367825,0.06436587
-2.35017509,2.12030948,0.35293588,0.38022097,0.02839759,0.18513576,0.07915299,1.39527197,0.04693967,0.06788726
-2.34417209,2.22285177,0.37188821,0.40008949,0.02989924,0.19820291,0.08373415,1.45127055,0.05047710,0.07170498
-2.33816908,2.33299038,0.39269122,0.42142243,0.03146461,0.21218278,0.08898179,1.51146748,0.05426196,0.07580757
-2.33216608,2.44987570,0.41514707,0.44399957,0.03307154,0.22697347,0.09488272,1.57543936,0.05825782,0.08017682
-2.32616308,2.57246079,0.43901196,0.46755913,0.03469535,0.24245042,0.10140952,1.64265582,0.06242075,0.08478758
-2.32016008,2.69951954,0.46400169,0.49180264,0.03630947,0.25846759,0.10852049,1.71249046,0.06669993,0.08960765
-2.31415708,2.82966979,0.48979840,0.51640095,0.03788620,0.27485919,0.11615999,1.78423405,0.07103843,0.09459800
-2.30815408,2.96140082,0.51605804,0.54100133,0.03939750,0.29144222,0.12425906,1.85710970,0.07537436,0.09971306
-2.30215108,3.09310465,0.54241851,0.56523537,0.04081580,0.30801956,0.13273649,1.93028952,0.07964214,0.10490137
-2.29614807,3.22311015,0.56850810,0.58872753,0.04211478,0.32438359,0.14150016,2.00291227,0.08377401,0.11010631
-2.29014507,3.34971905,0.59395397,0.61110401,0.04327013,0.34032039,0.15044873,2.07410151,0.08770169,0.11526721
-2.28414207,3.47124284,0.61839041,0.63200178,0.04426022,0.35561420,0.15947364,2.14298374,0.09135812,0.12032046
-2.27813907,3.58603939,0.64146668,0.65107728,0.04506665,0.37005219,0.16846128,2.20870599,0.09467925,0.12520095
-2.27213607,3.69254826,0.66285417,0.66801475,0.04567478,0.38342926,0.17729534,2.27045249,0.09760583,0.12984351
-2.26613307,3.78932369,0.68225264,0.68253372,0.04607400,0.39555277,0.18585931,2.32745995,0.10008501,0.13418443
-2.26013007,3.87506426,0.69939562,0.69439541,0.04625797,0.40624702,0.19403894,2.37903121,0.10207192,0.13816307
-2.25412706,3.94863861,0.71405458,0.70340803,0.04622465,0.41535731,0.20172468,2.42454701,0.10353085,0.14172331
-2.24812406,4.00910656,0.72604212,0.70943060,0.04597620,0.42275348,0.20881406,2.46347584,0.10443635,0.14481499
-2.24212106,4.05573536,0.73521398,0.71237529,0.04551883,0.42833281,0.21521383,2.49538171,0.10477381,0.14739518
-2.23611806,4.08801083,0.74147010,0.71220826,0.04486242,0.43202213,0.22084189,2.51993019,0.10453985,0.14942925
-2.23011506,4.10564369,0.74475465,0.70894906,0.04402012,0.43377922,0.22562904,2.53689263,0.10374223,0.15089176
-2.22411206,4.10857106,0.74505532,0.70266855,0.04300788,0.43359330,0.22952034,2.54614889,0.10239954,0.15176703
-2.21810905,4.09695393,0.74240181,0.69348565,0.04184391,0.43148481,0.23247624,2.54768888,0.10054040,0.15204957
-2.21210605,4.07117068,0.73686384,0.68156299,0.04054810,0.42750439,0.23447335,2.54161304,0.09820249,0.15174418
-2.20610305,4.03180768,0.72854874,0.66710170,0.03914152,0.42173116,0.23550497,2.52813194,0.09543128,0.15086578
-2.20010005,3.97964719,0.71759861,0.65033562,0.03764584,0.41427041,0.23558126,2.50756529,0.09227856,0.14943911
-2.19409705,3.91565328,0.70418743,0.63152511,0.03608287,0.40525079,0.23472912,2.48034032,0.08880086,0.14749816
-2.18809405,3.84095622,0.68851783,0.61095069,0.03447411,0.39482110,0.23299188,2.44698945,0.08505782,0.14508539
-2.18209105,3.75683561,0.67081790,0.58890673,0.03284035,0.38314676,0.23042864,2.40814733,0.08111054,0.14225088
-2.17608804,3.66470261,0.65133778,0.56569532,0.03120143,0.37040613,0.22711342,2.36454699,0.07702001,0.13905133
-2.17008504,3.56608135,0.63034624,0.54162061,0.02957591,0.35678677,0.22313404,2.31701480,0.07284567,0.13554897
-2.16408204,3.46258963,0.60812709,0.51698346,0.02798095,0.34248166,0.21859086,2.26646423,0.06864410,0.13181044
-2.15807904,3.35591891,0.58497545,0.49207673,0.02643217,0.32768557,0.21359518,2.21388796,0.06446796,0.12790566
-2.15207604,3.24781355,0.56119390,0.46718117,0.02494352,0.31259155,0.20826761,2.16034824,0.06036513,0.12390664
-2.14607304,3.14004927,0.53708846,0.44256177,0.02352732,0.29738771,0.20273614,2.10696535,0.05637806,0.11988641
-2.14007004,3.03441090,0.51296441,0.41846484,0.02219417,0.28225423,0.19713413,2.05490406,0.05254337,0.11591794
-2.13406703,2.93266938,0.48912203,0.39511560,0.02095298,0.26736071,0.19159811,2.00535810,0.04889172,0.11207316
-2.12806403,2.83655815,0.46585228,0.37271625,0.01981097,0.25286390,0.18626556,1.95953283,0.04544778,0.10842195
-2.12206103,2.74774920,0.44343250,0.35144463,0.01877367,0.23890579,0.18127253,1.91862615,0.04223045,0.10503139
-2.11605803,2.66782888,0.42212222,0.33145325,0.01784495,0.22561211,0.17675133,1.88380808,0.03925325,0.10196489
-2.11005503,2.59827396,0.40215927,0.31286885,0.01702701,0.21309123,0.17282818,1.85619932,0.03652472,0.09928156
-2.10405203,2.54042810,0.38375619,0.29579223,0.01632040,0.20143352,0.16962089,1.83684915,0.03404904,0.09703556
-2.09804902,2.49547933,0.36709707,0.28029855,0.01572404,0.19071106,0.16723673,1.82671320,0.03182660,0.09527555
-2.09204602,2.46443886,0.35233503,0.26643793,0.01523528,0.18097780,0.16577034,1.82663149,0.02985460,0.09404423
-2.08604302,2.44812159,0.33959032,0.25423633,0.01484988,0.17227006,0.16530188,1.83730735,0.02812769,0.09337784
-2.08004002,2.44712893,0.32894914,0.24369684,0.01456216,0.16460739,0.16589537,1.85928768,0.02663856,0.09330583
-2.07403702,2.46183427,0.32046316,0.23480109,0.01436507,0.15799375,0.16759730,1.89294502,0.02537844,0.09385046
-2.06803402,2.49237149,0.31414992,0.22751105,0.01425033,0.15241891,0.17043547,1.93846216,0.02433762,0.09502650
-2.06203102,2.53862714,0.30999388,0.22177096,0.01420859,0.14786014,0.17441816,1.99581958,0.02350584,0.09684092
-2.05602801,2.60023647,0.30794825,0.21750944,0.01422971,0.14428396,0.17953364,2.06478655,0.02287258,0.09929268
-2.05002501,2.67658401,0.30793740,0.21464189,0.01430294,0.14164810,0.18575001,2.14491607,0.02242741,0.10237254
-2.04402201,2.76680883,0.30985991,0.21307281,0.01441725,0.13990341,0.19301542,2.23554457,0.02216011,0.10606293
-2.03801901,2.86981497,0.31359206,0.21269840,0.01456160,0.13899588,0.20125869,2.33579633,0.02206083,0.11033795
-2.03201601,2.98428725,0.31899169,0.21340909,0.01472530,0.13886850,0.21039035,2.44459343,0.02212017,0.11516350
-2.02601301,3.10871255,0.32590236,0.21509213,0.01489834,0.13946310,0.22030406,2.56067110,0.02232919,0.12049748
-2.02001001,3.24140664,0.33415763,0.21763409,0.01507167,0.14072201,0.23087861,2.68259875,0.02267943,0.12629028
-2.01400700,3.38054613,0.34358538,0.22092339,0.01523754,0.14258956,0.24198014,2.80880644,0.02316284,0.13248533
-2.00800400,3.52420539,0.35401216,0.22485256,0.01538978,0.14501336,0.25346496,2.93761656,0.02377177,0.13901996
-2.00200100,3.67039753,0.36526728,0.22932042,0.01552398,0.14794539,0.26518268,3.06727996,0.02449887,0.14582637
-1.99599800,3.81711853,0.37718670,0.23423402,0.01563772,0.15134278,0.27697967,3.19601581,0.02533702,0.15283288
-1.98999500,3.96239353,0.38961657,0.23951027,0.01573064,0.15516837,0.28870278,3.32205413,0.02627924,0.15996528
-1.98399200,4.10432359,0.40241637,0.24507723,0.01580449,0.15939098,0.30020326,3.44367954,0.02731861,0.16714836
-1.97798899,4.24113167,0.41546147,0.25087506,0.01586309,0.16398537,0.31134069,3.55927498,0.02844817,0.17430751
-1.97198599,4.37120601,0.42864515,0.25685653,0.01591221,0.16893200,0.32198686,3.66736365,0.02966083,0.18137042
-1.96598299,4.49313920,0.44187998,0.26298705,0.01595941,0.17421643,0.33202942,3.76664768,0.03094928,0.18826865
-1.95997999,4.60576155,0.45509849,0.26924424,0.01601370,0.17982853,0.34137519,3.85604198,0.03230582,0.19493920
-1.95397699,4.70816701,0.46825310,0.27561700,0.01608529,0.18576141,0.34995286,3.93470175,0.03372235,0.20132588
-1.94797399,4.79973078,0.48131526,0.28210415,0.01618515,0.19201021,0.35771512,4.00204266,0.03519019,0.20738049
-1.94197099,4.88011733,0.49427385,0.28871251,0.01632458,0.19857064,0.36464000,4.05775246,0.03669998,0.21306366
-1.93596798,4.94927875,0.50713285,0.29545477,0.01651477,0.20543753,0.37073122,4.10179372,0.03824161,0.21834546
-1.92996498,5.00744293,0.51990829,0.30234682,0.01676627,0.21260315,0.37601775,4.13439738,0.03980413,0.22320554
