energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.45372686,0.80157633,0.00123727,0.01587969,0.00095472,0.57875412,0.72930457,0.15470038
-5.44772386,0.76553888,0.00124860,0.01527882,0.00089113,0.55359016,0.70862778,0.14595218
-5.44172086,0.73405350,0.00126581,0.01471642,0.00085391,0.53163341,0.69000568,0.13834195
-5.43571786,0.70639526,0.00128706,0.01418387,0.00084273,0.51235708,0.67283253,0.13172838
-5.42971486,0.68187503,0.00131050,0.01367462,0.00085766,0.49525791,0.65653681,0.12597597
-5.42371186,0.65986133,0.00133430,0.01318436,0.00089925,0.47987215,0.64059885,0.12095971
-5.41770885,0.63979801,0.00135673,0.01271113,0.00096852,0.46578872,0.62456504,0.11656875
-5.41170585,0.62121744,0.00137621,0.01225536,0.00106693,0.45265906,0.60805840,0.11270921
-5.40570285,0.60374905,0.00139129,0.01181974,0.00119636,0.44020383,0.59078557,0.10930601
-5.39969985,0.58712331,0.00140076,0.01140902,0.00135908,0.42821623,0.57254003,0.10630363
-5.39369685,0.57117128,0.00140361,0.01102979,0.00155762,0.41656221,0.55320196,0.10366603
-5.38769385,0.55582018,0.00139910,0.01069011,0.00179474,0.40517788,0.53273504,0.10137572
-5.38169085,0.54108549,0.00138673,0.01039919,0.00207324,0.39406425,0.51118046,0.09943200
-5.37568784,0.52705997,0.00136628,0.01016695,0.00239584,0.38327986,0.48864887,0.09784865
-5.36968484,0.51390049,0.00133777,0.01000368,0.00276504,0.37293175,0.46531052,0.09665110
-5.36368184,0.50181317,0.00130147,0.00991959,0.00318292,0.36316517,0.44138443,0.09587324
-5.35767884,0.49103763,0.00125788,0.00992452,0.00365094,0.35415257,0.41712686,0.09555405
-5.35167584,0.48183113,0.00120767,0.01002754,0.00416979,0.34608240,0.39281977,0.09573424
-5.34567284,0.47445306,0.00115170,0.01023680,0.00473917,0.33914820,0.36875960,0.09645289
-5.33966983,0.46915070,0.00109093,0.01055926,0.00535767,0.33353834,0.34524691,0.09774452
-5.33366683,0.46614661,0.00102643,0.01100059,0.00602257,0.32942697,0.32257699,0.09963639
-5.32766383,0.46562822,0.00095934,0.01156518,0.00672977,0.32696641,0.30103190,0.10214642
-5.32166083,0.46774001,0.00089079,0.01225615,0.00747374,0.32628119,0.28087396,0.10528169
-5.31565783,0.47257844,0.00082192,0.01307551,0.00824746,0.32746409,0.26234078,0.10903755
-5.30965483,0.48018993,0.00075386,0.01402433,0.00904251,0.33057416,0.24564183,0.11339752
-5.30365183,0.49057161,0.00068764,0.01510303,0.00984914,0.33563669,0.23095654,0.11833385
-5.29764882,0.50367496,0.00062426,0.01631169,0.01065649,0.34264506,0.21843358,0.12380875
-5.29164582,0.51941180,0.00056463,0.01765036,0.01145277,0.35156432,0.20819143,0.12977621
-5.28564282,0.53766237,0.00050958,0.01911944,0.01222560,0.36233608,0.20031970,0.13618438
-5.27963982,0.55828481,0.00045988,0.02071996,0.01296232,0.37488450,0.19488116,0.14297825
-5.27363682,0.58112556,0.00041622,0.02245388,0.01365036,0.38912283,0.19191407,0.15010259
-5.26763382,0.60602984,0.00037926,0.02432429,0.01427763,0.40496016,0.19143471,0.15750490
-5.26163082,0.63285166,0.00034961,0.02633551,0.01483298,0.42230777,0.19343973,0.16513824
-5.25562781,0.66146254,0.00032790,0.02849310,0.01530649,0.44108482,0.19790814,0.17296367
-5.24962481,0.69175843,0.00031474,0.03080371,0.01568991,0.46122280,0.20480296,0.18095233
-5.24362181,0.72366423,0.00031081,0.03327481,0.01597691,0.48266848,0.21407213,0.18908672
-5.23761881,0.75713563,0.00031685,0.03591430,0.01616336,0.50538514,0.22564892,0.19736139
-5.23161581,0.79215792,0.00033368,0.03872997,0.01624746,0.52935191,0.23945165,0.20578276
-5.22561281,0.82874191,0.00036221,0.04172885,0.01622984,0.55456111,0.25538295,0.21436811
-5.21960980,0.86691702,0.00040351,0.04491656,0.01611357,0.58101394,0.27332853,0.22314381
-5.21360680,0.90672197,0.00045873,0.04829651,0.01590399,0.60871448,0.29315574,0.23214289
-5.20760380,0.94819355,0.00052918,0.05186923,0.01560859,0.63766261,0.31471207,0.24140200
-5.20160080,0.99135428,0.00061630,0.05563170,0.01523671,0.66784608,0.33782384,0.25095805
-5.19559780,1.03619964,0.00072163,0.05957684,0.01479921,0.69923240,0.36229522,0.26084461
-5.18959480,1.08268584,0.00084681,0.06369312,0.01430808,0.73176105,0.38790791,0.27108843
-5.18359180,1.13071892,0.00099354,0.06796445,0.01377604,0.76533661,0.41442159,0.28170626
-5.17758879,1.18014611,0.00116354,0.07237032,0.01321610,0.79982326,0.44157530,0.29270207
-5.17158579,1.23075004,0.00135851,0.07688615,0.01264115,0.83504124,0.46908992,0.30406510
-5.16558279,1.28224655,0.00158006,0.08148398,0.01206356,0.87076560,0.49667168,0.31576864
-5.15957979,1.33428623,0.00182963,0.08613347,0.01149479,0.90672743,0.52401683,0.32776986
-5.15357679,1.38646015,0.00210846,0.09080305,0.01094513,0.94261780,0.55081727,0.34001052
-5.14757379,1.43830946,0.00241747,0.09546136,0.01042345,0.97809427,0.57676709,0.35241879
-5.14157079,1.48933863,0.00275720,0.10007876,0.00993699,1.01278987,0.60156975,0.36491185
-5.13556778,1.53903178,0.00312773,0.10462893,0.00949128,1.04632412,0.62494572,0.37739934
-5.12956478,1.58687148,0.00352860,0.10909043,0.00909015,1.07831572,0.64664031,0.38978737
-5.12356178,1.63235885,0.00395876,0.11344812,0.00873567,1.10839638,0.66643121,0.40198288
-5.11755878,1.67503432,0.00441650,0.11769441,0.00842833,1.13622495,0.68413575,0.41389815
-5.11155578,1.71449773,0.00489941,0.12183012,0.00816717,1.16150153,0.69961724,0.42545520
-5.10555278,1.75042693,0.00540439,0.12586505,0.00794991,1.18398054,0.71279033,0.43658976
-5.09954977,1.78259382,0.00592761,0.12981808,0.00777324,1.20348238,0.72362501,0.44725471
-5.09354677,1.81087704,0.00646459,0.13371677,0.00763297,1.21990302,0.73214913,0.45742269
-5.08754377,1.83527068,0.00701020,0.13759654,0.00752434,1.23322100,0.73844924,0.46708780
-5.08154077,1.85588844,0.00755878,0.14149930,0.00744221,1.24350162,0.74266974,0.47626624
-5.07553777,1.87296312,0.00810424,0.14547174,0.00738129,1.25089804,0.74501023,0.48499585
-5.06953477,1.88684134,0.00864014,0.14956317,0.00733632,1.25564916,0.74572124,0.49333467
-5.06353177,1.89797373,0.00915991,0.15382313,0.00730229,1.25807450,0.74509837,0.50135842
-5.05752876,1.90690103,0.00965694,0.15829886,0.00727453,1.25856614,0.74347512,0.50915714
-5.05152576,1.91423674,0.01012477,0.16303264,0.00724888,1.25757810,0.74121456,0.51683109
-5.04552276,1.92064701,0.01055723,0.16805927,0.00722171,1.25561366,0.73870031,0.52448620
-5.03951976,1.92682868,0.01094866,0.17340377,0.00719003,1.25321100,0.73632690,0.53222918
-5.03351676,1.93348652,0.01129396,0.17907936,0.00715148,1.25092781,0.73449011,0.54016254
-5.02751376,1.94131052,0.01158881,0.18508594,0.00710430,1.24932549,0.73357744,0.54837989
-5.02151076,1.95095420,0.01182972,0.19140907,0.00704737,1.24895347,0.73395925,0.55696153
-5.01550775,1.96301489,0.01201411,0.19801961,0.00698009,1.25033427,0.73598061,0.56597079
-5.00950475,1.97801675,0.01214038,0.20487398,0.00690236,1.25394986,0.73995444,0.57545106
-5.00350175,1.99639707,0.01220792,0.21191514,0.00681448,1.26022981,0.74615587,0.58542382
-4.99749875,2.01849645,0.01221709,0.21907411,0.00671711,1.26954145,0.75481817,0.59588769
-4.99149575,2.04455308,0.01216920,0.22627224,0.00661111,1.28218257,0.76613021,0.60681858
-4.98549275,2.07470115,0.01206644,0.23342386,0.00649755,1.29837666,0.78023549,0.61817088
-4.97948974,2.10897330,0.01191179,0.24043939,0.00637756,1.31827068,0.79723260,0.62987970
-4.97348674,2.14730679,0.01170893,0.24722866,0.00625232,1.34193552,0.81717700,0.64186394
-4.96748374,2.18955273,0.01146215,0.25370433,0.00612294,1.36936864,0.84008381,0.65403012
-4.96148074,2.23548785,0.01117620,0.25978529,0.00599048,1.40049879,0.86593129,0.66627673
-4.95547774,2.28482786,0.01085621,0.26539971,0.00585587,1.43519230,0.89466472,0.67849877
-4.94947474,2.33724162,0.01050755,0.27048778,0.00571993,1.47326052,0.92620023,0.69059240
-4.94347174,2.39236503,0.01013573,0.27500388,0.00558334,1.51446777,0.96042826,0.70245925
-4.93746873,2.44981409,0.00974629,0.27891811,0.00544664,1.55853947,0.99721626,0.71401033
-4.93146573,2.50919602,0.00934471,0.28221702,0.00531032,1.60516975,1.03641037,0.72516914
-4.92546273,2.57011807,0.00893631,0.28490376,0.00517474,1.65402826,1.07783592,0.73587402
-4.91945973,2.63219354,0.00852616,0.28699726,0.00504027,1.70476581,1.12129663,0.74607945
-4.91345673,2.69504485,0.00811902,0.28853093,0.00490728,1.75701860,1.16657256,0.75575641
-4.90745373,2.75830379,0.00771929,0.28955065,0.00477617,1.81041109,1.21341703,0.76489177
-4.90145073,2.82160933,0.00733089,0.29011234,0.00464746,1.86455760,1.26155283,0.77348678
-4.89544772,2.88460352,0.00695725,0.29027931,0.00452180,1.91906279,1.31066814,0.78155500
-4.88944472,2.94692643,0.00660128,0.29011940,0.00440000,1.97352166,1.36041272,0.78911969
-4.88344172,3.00821088,0.00626528,0.28970232,0.00428309,2.02751931,1.41039499,0.79621104
-4.87743872,3.06807813,0.00595097,0.28909714,0.00417229,2.08063120,1.46018050,0.80286353
-4.87143572,3.12613531,0.00565942,0.28837022,0.00406909,2.13242439,1.50929260,0.80911350
-4.86543272,3.18197548,0.00539111,0.28758369,0.00397517,2.18246016,1.55721554,0.81499738
-4.85942971,3.23518094,0.00514590,0.28679441,0.00389248,2.23029862,1.60340046,0.82055058
-4.85342671,3.28532998,0.00492310,0.28605360,0.00382313,2.27550522,1.64727448,0.82580712
-4.84742371,3.33200715,0.00472145,0.28540701,0.00376943,2.31765936,1.68825275,0.83080004
-4.84142071,3.37481649,0.00453926,0.28489550,0.00373381,2.35636484,1.72575313,0.83556246
-4.83541771,3.41339714,0.00437443,0.28455602,0.00371878,2.39126157,1.75921312,0.84012915
-4.82941471,3.44744007,0.00422456,0.28442274,0.00372688,2.42203797,1.78810813,0.84453829
-4.82341171,3.47670469,0.00408703,0.28452819,0.00376057,2.44844326,1.81197031,0.84883308
-4.81740870,3.50103389,0.00395912,0.28490418,0.00382218,2.47029851,1.83040675,0.85306312
-4.81140570,3.52036602,0.00383809,0.28558244,0.00391382,2.48750568,1.84311619,0.85728484
-4.80540270,3.53474247,0.00372131,0.28659474,0.00403727,2.50005358,1.84990291,0.86156113
-4.79939970,3.54430965,0.00360630,0.28797241,0.00419390,2.50802005,1.85068703,0.86595969
-4.79339670,3.54931479,0.00349087,0.28974528,0.00438456,2.51156974,1.84551036,0.87055014
-4.78739370,3.55009501,0.00337317,0.29194005,0.00460950,2.51094730,1.83453735,0.87539981
-4.78139070,3.54706010,0.00325170,0.29457802,0.00486824,2.50646595,1.81805073,0.88056849
-4.77538769,3.54066944,0.00312541,0.29767257,0.00515957,2.49849185,1.79644207,0.88610226
-4.76938469,3.53140456,0.00299367,0.30122629,0.00548141,2.48742508,1.77019751,0.89202693
-4.76338169,3.51973863,0.00285627,0.30522823,0.00583083,2.47367821,1.73987953,0.89834134
-4.75737869,3.50610506,0.00271342,0.30965125,0.00620403,2.45765371,1.70610541,0.90501125
-4.75137569,3.49086719,0.00256569,0.31444987,0.00659630,2.43972166,1.66952377,0.91196423
-4.74537269,3.47429115,0.00241399,0.31955887,0.00700216,2.42019926,1.63079037,0.91908604
-4.73936968,3.45652394,0.00225947,0.32489254,0.00741537,2.39933332,1.59054432,0.92621896
-4.73336668,3.43757844,0.00210351,0.33034510,0.00782909,2.37728725,1.54938608,0.93316242
-4.72736368,3.41732654,0.00194760,0.33579203,0.00823597,2.35413324,1.50785839,0.93967606
-4.72136068,3.39550111,0.00179332,0.34109251,0.00862841,2.32985039,1.46643075,0.94548530
-4.71535768,3.37170717,0.00164225,0.34609285,0.00899868,2.30432891,1.42548855,0.95028934
-4.70935468,3.34544155,0.00149592,0.35063075,0.00933918,2.27738038,1.38532677,0.95377111
-4.70335168,3.31612027,0.00135579,0.35454026,0.00964265,2.24875332,1.34614871,0.95560904
-4.69734867,3.28311204,0.00122318,0.35765726,0.00990236,2.21815325,1.30806926,0.95548983
-4.69134567,3.24577597,0.00109926,0.35982501,0.01011237,2.18526605,1.27112250,0.95312171
-4.68534267,3.20350136,0.00098503,0.36089975,0.01026769,2.14978319,1.23527274,0.94824753
-4.67933967,3.15574734,0.00088133,0.36075589,0.01036441,2.11142730,1.20042841,0.94065696
-4.67333667,3.10208001,0.00078880,0.35929064,0.01039990,2.06997671,1.16645770,0.93019709
-4.66733367,3.04220520,0.00070796,0.35642782,0.01037280,2.02528740,1.13320504,0.91678111
-4.66133067,2.97599483,0.00063914,0.35212071,0.01028313,1.97731121,1.10050762,0.90039428
-4.65532766,2.90350582,0.00058257,0.34635375,0.01013222,1.92610939,1.06821092,0.88109726
-4.64932466,2.82499043,0.00053835,0.33914320,0.00992269,1.87186074,1.03618268,0.85902635
-4.64332166,2.74089769,0.00050652,0.33053648,0.00965835,1.81486402,1.00432456,0.83439083
-4.63731866,2.65186606,0.00048703,0.32061060,0.00934400,1.75553469,0.97258124,0.80746743
-4.63131566,2.55870792,0.00047976,0.30946946,0.00898537,1.69439616,0.94094659,0.77859238
-4.62531266,2.46238670,0.00048458,0.29724038,0.00858880,1.63206615,0.90946684,0.74815131
-4.61930965,2.36398806,0.00050131,0.28406999,0.00816114,1.56923904,0.87824085,0.71656748
-4.61330665,2.26468663,0.00052975,0.27011960,0.00770947,1.50666497,0.84741754,0.68428908
-4.60730365,2.16570976,0.00056965,0.25556036,0.00724093,1.44512692,0.81719100,0.65177587
-4.60130065,2.06830025,0.00062075,0.24056843,0.00676252,1.38541673,0.78779335,0.61948603
-4.59529765,1.97367931,0.00068274,0.22532019,0.00628089,1.32831110,0.75948599,0.58786347
-4.58929465,1.88301153,0.00075526,0.20998783,0.00580224,1.27454859,0.73254961,0.55732626
-4.58329165,1.79737286,0.00083789,0.19473541,0.00533217,1.22480851,0.70727337,0.52825636
-4.57728864,1.71772286,0.00093014,0.17971544,0.00487558,1.17969227,0.68394381,0.50099122
-4.57128564,1.64488189,0.00103141,0.16506609,0.00443665,1.13970791,0.66283377,0.47581716
-4.56528264,1.57951373,0.00114102,0.15090914,0.00401874,1.10525807,0.64419185,0.45296478
-4.55927964,1.52211400,0.00125817,0.13734851,0.00362448,1.07663170,0.62823269,0.43260642
-4.55327664,1.47300428,0.00138193,0.12446956,0.00325571,1.05399958,0.61512843,0.41485557
-4.54727364,1.43233185,0.00151126,0.11233889,0.00291357,1.03741347,0.60500154,0.39976809
-4.54127064,1.40007458,0.00164499,0.10100483,0.00259856,1.02680891,0.59791936,0.38734507
-4.53526763,1.37605058,0.00178180,0.09049823,0.00231062,1.02201120,0.59389036,0.37753708
-4.52926463,1.35993184,0.00192028,0.08083381,0.00204917,1.02274429,0.59286245,0.37024959
-4.52326163,1.35126133,0.00205890,0.07201168,0.00181324,1.02864210,0.59472306,0.36534926
-4.51725863,1.34947264,0.00219602,0.06401914,0.00160155,1.03926193,0.59930138,0.36267083
-4.51125563,1.35391157,0.00232996,0.05683257,0.00141259,1.05409932,0.60637228,0.36202434
-4.50525263,1.36385874,0.00245896,0.05041935,0.00124467,1.07260384,0.61566211,0.36320246
-4.49924962,1.37855258,0.00258127,0.04473981,0.00109602,1.09419548,0.62685597,0.36598763
-4.49324662,1.39721183,0.00269512,0.03974901,0.00096486,1.11828087,0.63960627,0.37015881
-4.48724362,1.41905712,0.00279881,0.03539849,0.00084941,1.14426896,0.65354226,0.37549777
-4.48124062,1.44333062,0.00289072,0.03163774,0.00074795,1.17158571,0.66828016,0.38179451
-4.47523762,1.46931361,0.00296934,0.02841554,0.00065888,1.19968718,0.68343352,0.38885197
-4.46923462,1.49634111,0.00303332,0.02568113,0.00058069,1.22807075,0.69862340,0.39648964
-4.46323162,1.52381354,0.00308152,0.02338504,0.00051203,1.25628409,0.71348794,0.40454629
-4.45722861,1.55120477,0.00311301,0.02147983,0.00045165,1.28393157,0.72769104,0.41288154
-4.45122561,1.57806668,0.00312712,0.01992059,0.00039847,1.31067796,0.74092965,0.42137635
-4.44522261,1.60403012,0.00312344,0.01866524,0.00035154,1.33624933,0.75293951,0.42993258
-4.43921961,1.62880229,0.00310189,0.01767470,0.00031002,1.36043129,0.76349918,0.43847148
-4.43321661,1.65216093,0.00306267,0.01691292,0.00027321,1.38306447,0.77243201,0.44693140
-4.42721361,1.67394568,0.00300627,0.01634677,0.00024051,1.40403791,0.77960641,0.45526479
-4.42121061,1.69404709,0.00293351,0.01594594,0.00021140,1.42328035,0.78493408,0.46343460
-4.41520760,1.71239400,0.00284546,0.01568269,0.00018545,1.44075025,0.78836677,0.47141038
-4.40920460,1.72893993,0.00274346,0.01553162,0.00016231,1.45642494,0.78989160,0.47916429
-4.40320160,1.74364935,0.00262905,0.01546945,0.00014167,1.47028956,0.78952536,0.48666711
-4.39719860,1.75648458,0.00250397,0.01547481,0.00012327,1.48232645,0.78730817,0.49388462
-4.39119560,1.76739401,0.00237010,0.01552801,0.00010689,1.49250571,0.78329695,0.50077447
-4.38519260,1.77630240,0.00222938,0.01561096,0.00009234,1.50077727,0.77755907,0.50728374
-4.37918959,1.78310385,0.00208383,0.01570701,0.00007945,1.50706520,0.77016656,0.51334736
-4.37318659,1.78765767,0.00193541,0.01580093,0.00006806,1.51126443,0.76119125,0.51888739
-4.36718359,1.78978764,0.00178607,0.01587894,0.00005804,1.51324024,0.75070105,0.52381337
-4.36118059,1.78928447,0.00163764,0.01592867,0.00004926,1.51283038,0.73875751,0.52802360
-4.35517759,1.78591142,0.00149179,0.01593930,0.00004160,1.50984983,0.72541481,0.53140731
-4.34917459,1.77941269,0.00135005,0.01590161,0.00003496,1.50409790,0.71071997,0.53384774
-4.34317159,1.76952413,0.00121374,0.01580807,0.00002923,1.49536721,0.69471442,0.53522573
-4.33716858,1.75598555,0.00108397,0.01565293,0.00002431,1.48345400,0.67743637,0.53542390
-4.33116558,1.73855394,0.00096163,0.01543228,0.00002011,1.46816926,0.65892399,0.53433105
-4.32516258,1.71701689,0.00084739,0.01514406,0.00001654,1.44934988,0.63921898,0.53184654
-4.31915958,1.69120533,0.00074170,0.01478810,0.00001354,1.42686937,0.61837020,0.52788455
-4.31315658,1.66100502,0.00064481,0.01436598,0.00001102,1.40064737,0.59643701,0.52237793
-4.30715358,1.62636605,0.00055676,0.01388103,0.00000892,1.37065754,0.57349216,0.51528142
