energy_ev,total_up,total_down,As_p_up,As_p_down,As_d_up,As_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.78989495,0.21899264,-0.21899264,0.04449065,-0.04449065,0.00000000,-0.00000000,0.19700182,-0.19700182,0.02274219,-0.02274219,0.10419607,-0.10419607,0.00000000,-0.00000000
-5.78389195,0.23941659,-0.23941658,0.04916866,-0.04916865,0.00000000,-0.00000000,0.21935111,-0.21935111,0.02436430,-0.02436430,0.11369590,-0.11369590,0.00000000,-0.00000000
-5.77788894,0.26313505,-0.26313505,0.05446046,-0.05446046,0.00000000,-0.00000000,0.24378206,-0.24378206,0.02649255,-0.02649255,0.12470431,-0.12470431,0.00000000,-0.00000000
-5.77188594,0.29000474,-0.29000474,0.06034435,-0.06034435,0.00000000,-0.00000000,0.27018412,-0.27018412,0.02911457,-0.02911457,0.13714329,-0.13714329,0.00000000,-0.00000000
-5.76588294,0.31987547,-0.31987547,0.06679625,-0.06679625,0.00000000,-0.00000000,0.29842595,-0.29842595,0.03221965,-0.03221965,0.15093102,-0.15093102,0.00000000,-0.00000000
-5.75987994,0.35258764,-0.35258763,0.07378922,-0.07378922,0.00000000,-0.00000000,0.32835503,-0.32835503,0.03579817,-0.03579817,0.16598091,-0.16598091,0.00000000,-0.00000000
-5.75387694,0.38796936,-0.38796936,0.08129304,-0.08129304,0.00000000,-0.00000000,0.35979757,-0.35979756,0.03984079,-0.03984079,0.18220052,-0.18220052,0.00000000,-0.00000000
-5.74787394,0.42583348,-0.42583348,0.08927376,-0.08927375,0.00000000,-0.00000000,0.39255872,-0.39255872,0.04433754,-0.04433754,0.19949039,-0.19949039,0.00000000,-0.00000000
-5.74187094,0.46597462,-0.46597462,0.09769332,-0.09769332,0.00000000,-0.00000000,0.42642305,-0.42642305,0.04927699,-0.04927699,0.21774293,-0.21774293,0.00000000,-0.00000000
-5.73586793,0.50816642,-0.50816642,0.10650931,-0.10650931,0.00000000,-0.00000000,0.46115530,-0.46115529,0.05464530,-0.05464530,0.23684130,-0.23684130,0.00000000,-0.00000000
-5.72986493,0.55215922,-0.55215922,0.11567473,-0.11567473,0.00000000,-0.00000000,0.49650137,-0.49650137,0.06042548,-0.06042548,0.25665856,-0.25665856,0.00000000,-0.00000000
-5.72386193,0.59767848,-0.59767848,0.12513803,-0.12513803,0.00000000,-0.00000000,0.53218969,-0.53218969,0.06659674,-0.06659674,0.27705694,-0.27705694,0.00000000,-0.00000000
-5.71785893,0.64442398,-0.64442397,0.13484327,-0.13484327,0.00000000,-0.00000000,0.56793282,-0.56793282,0.07313406,-0.07313406,0.29788758,-0.29788758,0.00000000,-0.00000000
-5.71185593,0.69207032,-0.69207031,0.14473060,-0.14473060,0.00000000,-0.00000000,0.60342948,-0.60342948,0.08000807,-0.08000807,0.31899062,-0.31899062,0.00000000,-0.00000000
-5.70585293,0.74026878,-0.74026878,0.15473697,-0.15473697,0.00000000,-0.00000000,0.63836710,-0.63836709,0.08718522,-0.08718521,0.34019589,-0.34019589,0.00000000,-0.00000000
-5.69984992,0.78865085,-0.78865085,0.16479722,-0.16479722,0.00000000,-0.00000000,0.67242482,-0.67242481,0.09462836,-0.09462836,0.36132423,-0.36132423,0.00000000,-0.00000000
-5.69384692,0.83683359,-0.83683358,0.17484551,-0.17484551,0.00000000,-0.00000000,0.70527732,-0.70527732,0.10229778,-0.10229777,0.38218954,-0.38218953,0.00000000,-0.00000000
-5.68784392,0.88442691,-0.88442690,0.18481714,-0.18481714,0.00000000,-0.00000000,0.73659930,-0.73659930,0.11015256,-0.11015256,0.40260157,-0.40260157,0.00000000,-0.00000000
-5.68184092,0.93104286,-0.93104285,0.19465075,-0.19465075,0.00000000,-0.00000000,0.76607085,-0.76607085,0.11815247,-0.11815247,0.42236959,-0.42236959,0.00000000,-0.00000000
-5.67583792,0.97630668,-0.97630667,0.20429084,-0.20429084,0.00000000,-0.00000000,0.79338358,-0.79338358,0.12626008,-0.12626008,0.44130674,-0.44130674,0.00000000,-0.00000000
-5.66983492,1.01986942,-1.01986942,0.21369055,-0.21369055,0.00000000,-0.00000000,0.81824767,-0.81824766,0.13444329,-0.13444329,0.45923506,-0.45923506,0.00000000,-0.00000000
-5.66383192,1.06142171,-1.06142171,0.22281461,-0.22281461,0.00000000,-0.00000000,0.84039940,-0.84039939,0.14267793,-0.14267793,0.47599115,-0.47599115,0.00000000,-0.00000000
-5.65782891,1.10070802,-1.10070802,0.23164232,-0.23164232,0.00000000,-0.00000000,0.85960929,-0.85960929,0.15095044,-0.15095044,0.49143197,-0.49143197,0.00000000,-0.00000000
-5.65182591,1.13754078,-1.13754078,0.24017035,-0.24017035,0.00000000,-0.00000000,0.87569028,-0.87569028,0.15926040,-0.15926039,0.50544082,-0.50544082,0.00000000,-0.00000000
-5.64582291,1.17181342,-1.17181342,0.24841522,-0.24841522,0.00000000,-0.00000000,0.88850566,-0.88850566,0.16762268,-0.16762268,0.51793296,-0.51793296,0.00000000,-0.00000000
-5.63981991,1.20351144,-1.20351144,0.25641524,-0.25641524,0.00000000,-0.00000000,0.89797637,-0.89797637,0.17606916,-0.17606916,0.52886057,-0.52886057,0.00000000,-0.00000000
-5.63381691,1.23272060,-1.23272060,0.26423164,-0.26423164,0.00000000,-0.00000000,0.90408711,-0.90408711,0.18464964,-0.18464964,0.53821676,-0.53821676,0.00000000,-0.00000000
-5.62781391,1.25963127,-1.25963127,0.27194875,-0.27194875,0.00000000,-0.00000000,0.90689074,-0.90689074,0.19343186,-0.19343186,0.54603811,-0.54603811,0.00000000,-0.00000000
-5.62181091,1.28453815,-1.28453815,0.27967304,-0.27967304,0.00000000,-0.00000000,0.90651067,-0.90651066,0.20250048,-0.20250048,0.55240557,-0.55240557,0.00000000,-0.00000000
-5.61580790,1.30783482,-1.30783481,0.28753088,-0.28753088,0.00000000,-0.00000000,0.90314061,-0.90314061,0.21195491,-0.21195491,0.55744342,-0.55744342,0.00000000,-0.00000000
-5.60980490,1.33000266,-1.33000266,0.29566489,-0.29566489,0.00000000,-0.00000000,0.89704172,-0.89704172,0.22190593,-0.22190593,0.56131608,-0.56131608,0.00000000,-0.00000000
-5.60380190,1.35159419,-1.35159418,0.30422908,-0.30422908,0.00000000,-0.00000000,0.88853663,-0.88853663,0.23247106,-0.23247106,0.56422275,-0.56422275,0.00000000,-0.00000000
-5.59779890,1.37321099,-1.37321098,0.31338255,-0.31338255,0.00000000,-0.00000000,0.87800070,-0.87800070,0.24376896,-0.24376896,0.56639003,-0.56639003,0.00000000,-0.00000000
-5.59179590,1.39547695,-1.39547695,0.32328229,-0.32328229,0.00000000,-0.00000000,0.86585048,-0.86585048,0.25591281,-0.25591280,0.56806265,-0.56806265,0.00000000,-0.00000000
-5.58579290,1.41900780,-1.41900779,0.33407495,-0.33407495,0.00000000,-0.00000000,0.85252989,-0.85252989,0.26900307,-0.26900306,0.56949264,-0.56949263,0.00000000,-0.00000000
-5.57978989,1.44437814,-1.44437813,0.34588829,-0.34588829,0.00000000,-0.00000000,0.83849457,-0.83849457,0.28311991,-0.28311990,0.57092749,-0.57092748,0.00000000,-0.00000000
-5.57378689,1.47208776,-1.47208775,0.35882243,-0.35882243,0.00000000,-0.00000000,0.82419511,-0.82419511,0.29831562,-0.29831562,0.57259787,-0.57259786,0.00000000,-0.00000000
-5.56778389,1.50252875,-1.50252874,0.37294151,-0.37294151,0.00000000,-0.00000000,0.81006005,-0.81006005,0.31460751,-0.31460751,0.57470542,-0.57470542,0.00000000,-0.00000000
-5.56178089,1.53595542,-1.53595541,0.38826617,-0.38826617,0.00000000,-0.00000000,0.79647932,-0.79647931,0.33197162,-0.33197162,0.57741142,-0.57741142,0.00000000,-0.00000000
-5.55577789,1.57245879,-1.57245879,0.40476737,-0.40476737,0.00000000,-0.00000000,0.78378919,-0.78378919,0.35033775,-0.35033775,0.58082693,-0.58082692,0.00000000,-0.00000000
-5.54977489,1.61194734,-1.61194734,0.42236191,-0.42236191,0.00000000,-0.00000000,0.77225949,-0.77225948,0.36958615,-0.36958615,0.58500494,-0.58500494,0.00000000,-0.00000000
-5.54377189,1.65413544,-1.65413543,0.44091015,-0.44091015,0.00000000,-0.00000000,0.76208371,-0.76208371,0.38954617,-0.38954617,0.58993527,-0.58993527,0.00000000,-0.00000000
-5.53776888,1.69854056,-1.69854055,0.46021610,-0.46021610,0.00000000,-0.00000000,0.75337281,-0.75337281,0.40999714,-0.40999714,0.59554230,-0.59554230,0.00000000,-0.00000000
-5.53176588,1.74448996,-1.74448995,0.48003016,-0.48003016,0.00000000,-0.00000000,0.74615294,-0.74615293,0.43067162,-0.43067161,0.60168601,-0.60168601,0.00000000,-0.00000000
-5.52576288,1.79113690,-1.79113689,0.50005445,-0.50005444,0.00000000,-0.00000000,0.74036730,-0.74036729,0.45126097,-0.45126097,0.60816628,-0.60816627,0.00000000,-0.00000000
-5.51975988,1.83748615,-1.83748615,0.51995079,-0.51995079,0.00000000,-0.00000000,0.73588223,-0.73588222,0.47142325,-0.47142325,0.61473030,-0.61473030,0.00000000,-0.00000000
-5.51375688,1.88242786,-1.88242785,0.53935097,-0.53935096,0.00000000,-0.00000000,0.73249705,-0.73249705,0.49079306,-0.49079306,0.62108291,-0.62108291,0.00000000,-0.00000000
-5.50775388,1.92477838,-1.92477837,0.55786898,-0.55786898,0.00000000,-0.00000000,0.72995736,-0.72995735,0.50899309,-0.50899309,0.62689920,-0.62689920,0.00000000,-0.00000000
-5.50175088,1.96332641,-1.96332641,0.57511481,-0.57511481,0.00000000,-0.00000000,0.72797096,-0.72797096,0.52564687,-0.52564687,0.63183899,-0.63183899,0.00000000,-0.00000000
-5.49574787,1.99688226,-1.99688225,0.59070908,-0.59070908,0.00000000,-0.00000000,0.72622573,-0.72622573,0.54039218,-0.54039218,0.63556230,-0.63556229,0.00000000,-0.00000000
-5.48974487,2.02432794,-2.02432794,0.60429801,-0.60429800,0.00000000,-0.00000000,0.72440840,-0.72440839,0.55289457,-0.55289456,0.63774512,-0.63774512,0.00000000,-0.00000000
-5.48374187,2.04466582,-2.04466582,0.61556794,-0.61556794,0.00000000,-0.00000000,0.72222328,-0.72222328,0.56286033,-0.56286033,0.63809474,-0.63809474,0.00000000,-0.00000000
-5.47773887,2.05706340,-2.05706340,0.62425889,-0.62425889,0.00000000,-0.00000000,0.71941013,-0.71941013,0.57004838,-0.57004838,0.63636371,-0.63636371,0.00000000,-0.00000000
-5.47173587,2.06089219,-2.06089218,0.63017626,-0.63017626,0.00000000,-0.00000000,0.71575999,-0.71575999,0.57428046,-0.57428046,0.63236198,-0.63236198,0.00000000,-0.00000000
-5.46573287,2.05575875,-2.05575875,0.63320043,-0.63320043,0.00000000,-0.00000000,0.71112845,-0.71112845,0.57544921,-0.57544921,0.62596644,-0.62596644,0.00000000,-0.00000000
-5.45972986,2.04152665,-2.04152665,0.63329358,-0.63329358,0.00000000,-0.00000000,0.70544557,-0.70544557,0.57352374,-0.57352374,0.61712758,-0.61712758,0.00000000,-0.00000000
-5.45372686,2.01832821,-2.01832822,0.63050354,-0.63050354,0.00000000,-0.00000000,0.69872208,-0.69872208,0.56855250,-0.56855250,0.60587289,-0.60587289,0.00000000,-0.00000000
-5.44772386,1.98656569,-1.98656569,0.62496443,-0.62496443,0.00000000,-0.00000000,0.69105150,-0.69105150,0.56066321,-0.56066321,0.59230698,-0.59230698,0.00000000,-0.00000000
-5.44172086,1.94690202,-1.94690202,0.61689412,-0.61689412,0.00000000,-0.00000000,0.68260832,-0.68260832,0.55006003,-0.55006003,0.57660844,-0.57660844,0.00000000,-0.00000000
-5.43571786,1.90024163,-1.90024163,0.60658854,-0.60658854,0.00000000,-0.00000000,0.67364224,-0.67364224,0.53701806,-0.53701806,0.55902369,-0.55902369,0.00000000,-0.00000000
-5.42971486,1.84770241,-1.84770242,0.59441331,-0.59441331,0.00000000,-0.00000000,0.66446890,-0.66446890,0.52187533,-0.52187533,0.53985826,-0.53985826,0.00000000,-0.00000000
-5.42371186,1.79058028,-1.79058029,0.58079277,-0.58079277,0.00000000,-0.00000000,0.65545756,-0.65545756,0.50502295,-0.50502295,0.51946586,-0.51946587,0.00000000,-0.00000000
-5.41770885,1.73030788,-1.73030789,0.56619722,-0.56619722,0.00000000,-0.00000000,0.64701647,-0.64701647,0.48689350,-0.48689350,0.49823591,-0.49823591,0.00000000,-0.00000000
-5.41170585,1.66840953,-1.66840953,0.55112861,-0.55112861,0.00000000,-0.00000000,0.63957649,-0.63957649,0.46794845,-0.46794845,0.47658007,-0.47658007,0.00000000,-0.00000000
-5.40570285,1.60645405,-1.60645406,0.53610551,-0.53610551,0.00000000,-0.00000000,0.63357384,-0.63357384,0.44866502,-0.44866502,0.45491843,-0.45491844,0.00000000,-0.00000000
-5.39969985,1.54600769,-1.54600769,0.52164780,-0.52164780,0.00000000,-0.00000000,0.62943273,-0.62943273,0.42952291,-0.42952291,0.43366598,-0.43366598,0.00000000,-0.00000000
-5.39369685,1.48858856,-1.48858857,0.50826166,-0.50826166,0.00000000,-0.00000000,0.62754848,-0.62754848,0.41099156,-0.41099156,0.41321971,-0.41321972,0.00000000,-0.00000000
-5.38769385,1.43562448,-1.43562448,0.49642544,-0.49642544,0.00000000,-0.00000000,0.62827203,-0.62827203,0.39351814,-0.39351814,0.39394711,-0.39394711,0.00000000,-0.00000000
-5.38169085,1.38841522,-1.38841522,0.48657682,-0.48657682,0.00000000,-0.00000000,0.63189611,-0.63189611,0.37751683,-0.37751684,0.37617606,-0.37617607,0.00000000,-0.00000000
-5.37568784,1.34810039,-1.34810039,0.47910153,-0.47910153,0.00000000,-0.00000000,0.63864383,-0.63864383,0.36335948,-0.36335948,0.36018671,-0.36018671,0.00000000,-0.00000000
-5.36968484,1.31563349,-1.31563350,0.47432414,-0.47432415,0.00000000,-0.00000000,0.64865978,-0.64865978,0.35136795,-0.35136795,0.34620524,-0.34620524,0.00000000,-0.00000000
-5.36368184,1.29176261,-1.29176261,0.47250086,-0.47250086,0.00000000,-0.00000000,0.66200399,-0.66200399,0.34180820,-0.34180820,0.33439967,-0.33439967,0.00000000,-0.00000000
-5.35767884,1.27701773,-1.27701773,0.47381454,-0.47381454,0.00000000,-0.00000000,0.67864887,-0.67864887,0.33488616,-0.33488616,0.32487774,-0.32487774,0.00000000,-0.00000000
-5.35167584,1.27170474,-1.27170474,0.47837205,-0.47837205,0.00000000,-0.00000000,0.69847899,-0.69847899,0.33074532,-0.33074532,0.31768653,-0.31768653,0.00000000,-0.00000000
-5.34567284,1.27590556,-1.27590557,0.48620362,-0.48620362,0.00000000,-0.00000000,0.72129373,-0.72129373,0.32946598,-0.32946598,0.31281393,-0.31281393,0.00000000,-0.00000000
-5.33966983,1.28948403,-1.28948403,0.49726445,-0.49726445,0.00000000,-0.00000000,0.74681252,-0.74681252,0.33106604,-0.33106604,0.31019151,-0.31019151,0.00000000,-0.00000000
-5.33366683,1.31209693,-1.31209693,0.51143807,-0.51143806,0.00000000,-0.00000000,0.77468244,-0.77468243,0.33550317,-0.33550317,0.30969873,-0.30969873,0.00000000,-0.00000000
-5.32766383,1.34320951,-1.34320951,0.52854150,-0.52854150,0.00000000,-0.00000000,0.80448785,-0.80448785,0.34267813,-0.34267813,0.31116815,-0.31116815,0.00000000,-0.00000000
-5.32166083,1.38211474,-1.38211473,0.54833190,-0.54833189,0.00000000,-0.00000000,0.83576178,-0.83576178,0.35243922,-0.35243922,0.31439148,-0.31439148,0.00000000,-0.00000000
-5.31565783,1.42795575,-1.42795575,0.57051431,-0.57051431,0.00000000,-0.00000000,0.86799857,-0.86799856,0.36458752,-0.36458752,0.31912620,-0.31912620,0.00000000,-0.00000000
-5.30965483,1.47975065,-1.47975064,0.59475055,-0.59475055,0.00000000,-0.00000000,0.90066745,-0.90066745,0.37888283,-0.37888283,0.32510267,-0.32510267,0.00000000,-0.00000000
-5.30365183,1.53641911,-1.53641910,0.62066869,-0.62066869,0.00000000,-0.00000000,0.93322674,-0.93322674,0.39505025,-0.39505025,0.33203142,-0.33203142,0.00000000,-0.00000000
-5.29764882,1.59681014,-1.59681013,0.64787295,-0.64787295,0.00000000,-0.00000000,0.96513805,-0.96513805,0.41278704,-0.41278703,0.33961063,-0.33961063,0.00000000,-0.00000000
-5.29164582,1.65973037,-1.65973036,0.67595374,-0.67595374,0.00000000,-0.00000000,0.99588031,-0.99588030,0.43176983,-0.43176983,0.34753365,-0.34753365,0.00000000,-0.00000000
-5.28564282,1.72397232,-1.72397232,0.70449758,-0.70449758,0.00000000,-0.00000000,1.02496316,-1.02496315,0.45166192,-0.45166192,0.35549632,-0.35549632,0.00000000,-0.00000000
-5.27963982,1.78834204,-1.78834203,0.73309658,-0.73309658,0.00000000,-0.00000000,1.05193932,-1.05193932,0.47212058,-0.47212058,0.36320428,-0.36320428,0.00000000,-0.00000000
-5.27363682,1.85168558,-1.85168558,0.76135722,-0.76135722,0.00000000,-0.00000000,1.07641568,-1.07641567,0.49280420,-0.49280420,0.37037993,-0.37037993,0.00000000,-0.00000000
-5.26763382,1.91291385,-1.91291384,0.78890833,-0.78890833,0.00000000,-0.00000000,1.09806277,-1.09806277,0.51337919,-0.51337919,0.37676906,-0.37676906,0.00000000,-0.00000000
-5.26163082,1.97102526,-1.97102526,0.81540787,-0.81540787,0.00000000,-0.00000000,1.11662250,-1.11662250,0.53352652,-0.53352652,0.38214713,-0.38214713,0.00000000,-0.00000000
-5.25562781,2.02512586,-2.02512586,0.84054862,-0.84054862,0.00000000,-0.00000000,1.13191380,-1.13191380,0.55294770,-0.55294770,0.38632493,-0.38632493,0.00000000,-0.00000000
-5.24962481,2.07444649,-2.07444649,0.86406248,-0.86406248,0.00000000,-0.00000000,1.14383636,-1.14383636,0.57137022,-0.57137022,0.38915376,-0.38915376,0.00000000,-0.00000000
-5.24362181,2.11835677,-2.11835677,0.88572343,-0.88572342,0.00000000,-0.00000000,1.15237221,-1.15237221,0.58855231,-0.58855231,0.39052976,-0.39052976,0.00000000,-0.00000000
-5.23761881,2.15637573,-2.15637572,0.90534927,-0.90534927,0.00000000,-0.00000000,1.15758531,-1.15758531,0.60428694,-0.60428694,0.39039752,-0.39039752,0.00000000,-0.00000000
-5.23161581,2.18817899,-2.18817898,0.92280213,-0.92280213,0.00000000,-0.00000000,1.15961930,-1.15961930,0.61840506,-0.61840506,0.38875273,-0.38875273,0.00000000,-0.00000000
-5.22561281,2.21360259,-2.21360259,0.93798789,-0.93798789,0.00000000,-0.00000000,1.15869362,-1.15869362,0.63077805,-0.63077805,0.38564389,-0.38564389,0.00000000,-0.00000000
-5.21960980,2.23264354,-2.23264354,0.95085484,-0.95085484,0.00000000,-0.00000000,1.15509813,-1.15509813,0.64131940,-0.64131940,0.38117283,-0.38117283,0.00000000,-0.00000000
-5.21360680,2.24545735,-2.24545735,0.96139166,-0.96139166,0.00000000,-0.00000000,1.14918671,-1.14918671,0.64998562,-0.64998562,0.37549426,-0.37549426,0.00000000,-0.00000000
-5.20760380,2.25235278,-2.25235278,0.96962501,-0.96962501,0.00000000,-0.00000000,1.14136986,-1.14136986,0.65677647,-0.65677647,0.36881398,-0.36881398,0.00000000,-0.00000000
-5.20160080,2.25378413,-2.25378413,0.97561691,-0.97561691,0.00000000,-0.00000000,1.13210681,-1.13210682,0.66173448,-0.66173448,0.36138609,-0.36138609,0.00000000,-0.00000000
-5.19559780,2.25034132,-2.25034132,0.97946216,-0.97946216,0.00000000,-0.00000000,1.12189719,-1.12189719,0.66494384,-0.66494384,0.35350889,-0.35350889,0.00000000,-0.00000000
-5.18959480,2.24273799,-2.24273799,0.98128570,-0.98128570,0.00000000,-0.00000000,1.11127238,-1.11127238,0.66652875,-0.66652875,0.34551972,-0.34551972,0.00000000,-0.00000000
-5.18359180,2.23179776,-2.23179776,0.98124031,-0.98124031,0.00000000,-0.00000000,1.10078680,-1.10078680,0.66665105,-0.66665105,0.33778872,-0.33778872,0.00000000,-0.00000000
-5.17758879,2.21843885,-2.21843885,0.97950419,-0.97950419,0.00000000,-0.00000000,1.09100891,-1.09100891,0.66550739,-0.66550739,0.33071160,-0.33071160,0.00000000,-0.00000000
-5.17158579,2.20365690,-2.20365690,0.97627871,-0.97627871,0.00000000,-0.00000000,1.08251203,-1.08251203,0.66332565,-0.66332565,0.32470145,-0.32470145,0.00000000,-0.00000000
-5.16558279,2.18850603,-2.18850603,0.97178593,-0.97178593,0.00000000,-0.00000000,1.07586476,-1.07586476,0.66036074,-0.66036074,0.32017976,-0.32017976,0.00000000,-0.00000000
