energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,3.51551714,-1.80271709,4.80753927,-2.67865324,1.33158524,-0.62373348,0.00378209,-0.00152498,1.17084694,-0.60116401,0.94606555,-0.54445791,0.00000000,-0.00000000
-5.99399700,3.58042020,-1.86855719,4.94010722,-2.77909097,1.34289994,-0.64686774,0.00355693,-0.00132828,1.20265518,-0.61289446,0.95428734,-0.57650261,0.00000000,-0.00000000
-5.98799400,3.63660568,-1.94319074,5.06353119,-2.88954151,1.35034155,-0.67308717,0.00334919,-0.00115226,1.23135333,-0.62795767,0.96054974,-0.61065972,0.00000000,-0.00000000
-5.98199100,3.68331842,-2.02677643,5.17619675,-3.00990814,1.35381423,-0.70250962,0.00316217,-0.00099671,1.25651395,-0.64684639,0.96481757,-0.64647488,0.00000000,-0.00000000
-5.97598799,3.71984384,-2.11931451,5.27647450,-3.13993512,1.35324598,-0.73518772,0.00299874,-0.00086111,1.27773404,-0.66998356,0.96704908,-0.68346904,0.00000000,-0.00000000
-5.96998499,3.74552842,-2.22062855,5.36276278,-3.27919854,1.34859031,-0.77109989,0.00286143,-0.00074473,1.29464386,-0.69770349,0.96719985,-0.72114786,0.00000000,-0.00000000
-5.96398199,3.75980484,-2.33035103,5.43353897,-3.42710069,1.33982961,-0.81014295,0.00275243,-0.00064670,1.30691687,-0.73023475,0.96522867,-0.75901145,0.00000000,-0.00000000
-5.95797899,3.76222032,-2.44791317,5.48741678,-3.58286751,1.32697998,-0.85212685,0.00267368,-0.00056608,1.31428047,-0.76768535,0.96110463,-0.79656435,0.00000000,-0.00000000
-5.95197599,3.75246664,-2.57253965,5.52320637,-3.74554909,1.31009712,-0.89677156,0.00262692,-0.00050194,1.31652698,-0.81003080,0.95481519,-0.83332529,0.00000000,-0.00000000
-5.94597299,3.73040931,-2.70324850,5.53997356,-3.91402297,1.28928270,-0.94370664,0.00261372,-0.00045338,1.31352415,-0.85710553,0.94637428,-0.86883633,0.00000000,-0.00000000
-5.93996998,3.69611407,-2.83885650,5.53709430,-4.08699994,1.26469067,-0.99247342,0.00263557,-0.00041962,1.30522453,-0.90859819,0.93582986,-0.90267128,0.00000000,-0.00000000
-5.93396698,3.64986810,-2.97799026,5.51430067,-4.26303243,1.23653263,-1.04253005,0.00269389,-0.00040001,1.29167303,-0.96405112,0.92327030,-0.93444276,0.00000000,-0.00000000
-5.92796398,3.59219415,-3.11910299,5.47171485,-4.44052532,1.20508172,-1.09325928,0.00279003,-0.00039412,1.27301186,-1.02286426,0.90882893,-0.96380811,0.00000000,-0.00000000
-5.92196098,3.52385580,-3.26049688,5.40986842,-4.61774953,1.17067437,-1.14397911,0.00292527,-0.00040172,1.24948245,-1.08430368,0.89268631,-0.99047359,0.00000000,-0.00000000
-5.91595798,3.44585275,-3.40035101,5.32970499,-4.79285855,1.13370951,-1.19395586,0.00310077,-0.00042287,1.22142381,-1.14751451,0.87506985,-1.01419716,0.00000000,-0.00000000
-5.90995498,3.35940549,-3.53675430,5.23256517,-4.96390840,1.09464477,-1.24241972,0.00331752,-0.00045787,1.18926721,-1.21153840,0.85625080,-1.03478960,0.00000000,-0.00000000
-5.90395198,3.26592956,-3.66774308,5.12015409,-5.12888141,1.05398971,-1.28858219,0.00357626,-0.00050734,1.15352712,-1.27533490,0.83653845,-1.05211431,0.00000000,-0.00000000
-5.89794897,3.16700002,-3.79134257,4.99449258,-5.28571416,1.01229609,-1.33165514,0.00387738,-0.00057218,1.11478871,-1.33780635,0.81627190,-1.06608581,0.00000000,-0.00000000
