energy_ev,total_up,Ga_p_up,Ga_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,0.10239613,0.00224723,0.00000000,0.07588411,0.02511807,0.00078802,0.01989402
-5.99399700,0.08530046,0.00187246,0.00000000,0.06322165,0.02092348,0.00065660,0.01657620
-5.98799400,0.07055073,0.00154899,0.00000000,0.05229463,0.01730482,0.00054317,0.01371254
-5.98199100,0.05793388,0.00127221,0.00000000,0.04294611,0.01420969,0.00044611,0.01126214
-5.97598799,0.04723283,0.00103740,0.00000000,0.03501592,0.01158474,0.00036376,0.00918320
-5.96998499,0.03823270,0.00083987,0.00000000,0.02834536,0.00937721,0.00029448,0.00743425
-5.96398199,0.03072602,0.00067511,0.00000000,0.02278101,0.00753616,0.00023668,0.00597518
-5.95797899,0.02451659,0.00053883,0.00000000,0.01817772,0.00601346,0.00018887,0.00476799
-5.95197599,0.01942231,0.00042705,0.00000000,0.01440065,0.00476447,0.00014963,0.00377737
-5.94597299,0.01527702,0.00033615,0.00000000,0.01132673,0.00374847,0.00011769,0.00297108
-5.93996998,0.01193144,0.00026289,0.00000000,0.00884531,0.00292893,0.00009191,0.00232013
-5.93396698,0.00925341,0.00020438,0.00000000,0.00685836,0.00227357,0.00007126,0.00179880
-5.92796398,0.00712751,0.00015815,0.00000000,0.00528018,0.00175424,0.00005485,0.00138462
-5.92196098,0.00545430,0.00012207,0.00000000,0.00403687,0.00134681,0.00004192,0.00105818
-5.91595798,0.00414923,0.00009437,0.00000000,0.00306545,0.00103090,0.00003182,0.00080294
-5.90995498,0.00314136,0.00007360,0.00000000,0.00231292,0.00078957,0.00002398,0.00060495
-5.90395198,0.00237203,0.00005862,0.00000000,0.00173523,0.00060907,0.00001795,0.00045260
-5.89794897,0.00179342,0.00004859,0.00000000,0.00129618,0.00047852,0.00001335,0.00033631
-5.89194597,0.00136731,0.00004293,0.00000000,0.00096645,0.00038967,0.00000988,0.00024828
-5.88594297,0.00106382,0.00004132,0.00000000,0.00072261,0.00033667,0.00000728,0.00018223
-5.87993997,0.00086037,0.00004374,0.00000000,0.00054624,0.00031587,0.00000536,0.00013312
-5.87393697,0.00074075,0.00005039,0.00000000,0.00042316,0.00032576,0.00000396,0.00009702
-5.86793397,0.00069435,0.00006178,0.00000000,0.00034279,0.00036684,0.00000297,0.00007083
-5.86193097,0.00071561,0.00007872,0.00000000,0.00029754,0.00044171,0.00000229,0.00005219
-5.85592796,0.00080355,0.00010236,0.00000000,0.00028238,0.00055502,0.00000185,0.00003929
-5.84992496,0.00096154,0.00013420,0.00000000,0.00029448,0.00071370,0.00000161,0.00003081
-5.84392196,0.00119712,0.00017616,0.00000000,0.00033292,0.00092703,0.00000154,0.00002578
-5.83791896,0.00152201,0.00023063,0.00000000,0.00039846,0.00120691,0.00000162,0.00002352
-5.83191596,0.00195211,0.00030052,0.00000000,0.00049343,0.00156806,0.00000183,0.00002359
-5.82591296,0.00250769,0.00038928,0.00000000,0.00062162,0.00202829,0.00000218,0.00002574
-5.81990995,0.00321351,0.00050101,0.00000000,0.00078819,0.00260870,0.00000268,0.00002987
-5.81390695,0.00409899,0.00064045,0.00000000,0.00099968,0.00333396,0.00000334,0.00003600
-5.80790395,0.00519836,0.00081302,0.00000000,0.00126393,0.00423245,0.00000418,0.00004425
-5.80190095,0.00655067,0.00102489,0.00000000,0.00159010,0.00533634,0.00000523,0.00005482
-5.79589795,0.00819981,0.00128291,0.00000000,0.00198856,0.00668165,0.00000652,0.00006801
-5.78989495,0.01019431,0.00159460,0.00000000,0.00247089,0.00830812,0.00000809,0.00008416
-5.78389195,0.01258699,0.00196812,0.00000000,0.00304973,0.01025892,0.00000996,0.00010365
-5.77788894,0.01543448,0.00241214,0.00000000,0.00373865,0.01258028,0.00001220,0.00012693
-5.77188594,0.01879646,0.00293573,0.00000000,0.00455196,0.01532093,0.00001482,0.00015448
-5.76588294,0.02273474,0.00354820,0.00000000,0.00550448,0.01853129,0.00001790,0.00018679
-5.75987994,0.02731219,0.00425888,0.00000000,0.00661124,0.02226264,0.00002145,0.00022437
-5.75387694,0.03259143,0.00507690,0.00000000,0.00788719,0.02656607,0.00002554,0.00026773
-5.74787394,0.03863349,0.00601092,0.00000000,0.00934687,0.03149135,0.00003018,0.00031739
-5.74187094,0.04549640,0.00706888,0.00000000,0.01100400,0.03708583,0.00003543,0.00037382
-5.73586793,0.05323385,0.00825771,0.00000000,0.01287123,0.04339331,0.00004129,0.00043749
-5.72986493,0.06189399,0.00958309,0.00000000,0.01495980,0.05045310,0.00004779,0.00050881
-5.72386193,0.07151850,0.01104920,0.00000000,0.01727934,0.05829925,0.00005494,0.00058815
-5.71785893,0.08214211,0.01265858,0.00000000,0.01983774,0.06696014,0.00006271,0.00067584
-5.71185593,0.09379251,0.01441201,0.00000000,0.02264117,0.07645846,0.00007110,0.00077218
-5.70585293,0.10649099,0.01630851,0.00000000,0.02569425,0.08681170,0.00008007,0.00087740
-5.69984992,0.12025363,0.01834541,0.00000000,0.02900038,0.09803312,0.00008957,0.00099176
-5.69384692,0.13509333,0.02051858,0.00000000,0.03256231,0.11013344,0.00009954,0.00111548
-5.68784392,0.15102238,0.02282272,0.00000000,0.03638278,0.12312291,0.00010989,0.00124884
-5.68184092,0.16805578,0.02525181,0.00000000,0.04046547,0.13701405,0.00012055,0.00139218
-5.67583792,0.18621494,0.02779961,0.00000000,0.04481600,0.15182467,0.00013141,0.00154592
-5.66983492,0.20553174,0.03046028,0.00000000,0.04944303,0.16758113,0.00014237,0.00171067
-5.66383192,0.22605248,0.03322896,0.00000000,0.05435937,0.18432169,0.00015332,0.00188719
-5.65782891,0.24784160,0.03610245,0.00000000,0.05958310,0.20209944,0.00016416,0.00207646
-5.65182591,0.27098468,0.03907977,0.00000000,0.06513842,0.22098480,0.00017478,0.00227975
-5.64582291,0.29559033,0.04216263,0.00000000,0.07105637,0.24106712,0.00018510,0.00249855
-5.63981991,0.32179068,0.04535576,0.00000000,0.07737511,0.26245501,0.00019503,0.00273467
-5.63381691,0.34973998,0.04866701,0.00000000,0.08413980,0.28527530,0.00020450,0.00299017
-5.62781391,0.37961120,0.05210723,0.00000000,0.09140191,0.30967026,0.00021348,0.00326733
-5.62181091,0.41159027,0.05568987,0.00000000,0.09921806,0.33579297,0.00022193,0.00356861
-5.61580790,0.44586811,0.05943024,0.00000000,0.10764809,0.36380083,0.00022985,0.00389657
-5.60980490,0.48263029,0.06334457,0.00000000,0.11675269,0.39384724,0.00023726,0.00425373
-5.60380190,0.52204492,0.06744867,0.00000000,0.12659039,0.42607171,0.00024420,0.00464246
-5.59779890,0.56424889,0.07175649,0.00000000,0.13721417,0.46058883,0.00025073,0.00506483
-5.59179590,0.60933330,0.07627844,0.00000000,0.14866776,0.49747643,0.00025693,0.00552247
-5.58579290,0.65732882,0.08101969,0.00000000,0.16098183,0.53676378,0.00026289,0.00601634
-5.57978989,0.70819180,0.08597841,0.00000000,0.17417034,0.57842042,0.00026872,0.00654661
-5.57378689,0.76179216,0.09114427,0.00000000,0.18822718,0.62234645,0.00027453,0.00711251
-5.56778389,0.81790408,0.09649710,0.00000000,0.20312355,0.66836518,0.00028045,0.00771215
-5.56178089,0.87620044,0.10200594,0.00000000,0.21880615,0.71621876,0.00028659,0.00834247
-5.55577789,0.93625176,0.10762859,0.00000000,0.23519656,0.76556768,0.00029310,0.00899916
-5.54977489,0.99753055,0.11331165,0.00000000,0.25219188,0.81599450,0.00030011,0.00967665
-5.54377189,1.05942125,0.11899123,0.00000000,0.26966693,0.86701241,0.00030774,0.01036818
-5.53776888,1.12123619,0.12459428,0.00000000,0.28747798,0.91807852,0.00031614,0.01106592
-5.53176588,1.18223716,0.13004052,0.00000000,0.30546800,0.96861192,0.00032546,0.01176112
-5.52576288,1.24166241,0.13524498,0.00000000,0.32347343,1.01801599,0.00033588,0.01244438
-5.51975988,1.29875790,0.14012109,0.00000000,0.34133218,1.06570445,0.00034757,0.01310598
-5.51375688,1.35281204,0.14458404,0.00000000,0.35889269,1.11113000,0.00036075,0.01373614
-5.50775388,1.40319215,0.14855453,0.00000000,0.37602358,1.15381455,0.00037567,0.01432549
-5.50175088,1.44938137,0.15196250,0.00000000,0.39262358,1.19337961,0.00039262,0.01486543
-5.49574787,1.49101398,0.15475080,0.00000000,0.40863118,1.22957546,0.00041193,0.01534856
-5.48974487,1.52790755,0.15687858,0.00000000,0.42403357,1.26230758,0.00043400,0.01576901
-5.48374187,1.56009005,0.15832427,0.00000000,0.43887429,1.29165886,0.00045926,0.01612288
-5.47773887,1.58782037,0.15908782,0.00000000,0.45325926,1.31790636,0.00048822,0.01640847
-5.47173587,1.61160096,0.15919236,0.00000000,0.46736054,1.34153128,0.00052142,0.01662655
-5.46573287,1.63218127,0.15868487,0.00000000,0.48141772,1.36322148,0.00055947,0.01678049
-5.45972986,1.65055171,0.15763602,0.00000000,0.49573652,1.38386573,0.00060303,0.01687629
-5.45372686,1.66792737,0.15613904,0.00000000,0.51068453,1.40453959,0.00065276,0.01692259
-5.44772386,1.68572209,0.15430768,0.00000000,0.52668410,1.42648290,0.00070937,0.01693047
-5.44172086,1.70551314,0.15227328,0.00000000,0.54420244,1.45106948,0.00077355,0.01691322
-5.43571786,1.72899769,0.15018117,0.00000000,0.56373930,1.47976974,0.00084600,0.01688596
-5.42971486,1.75794246,0.14818634,0.00000000,0.58581244,1.51410739,0.00092734,0.01686530
-5.42371186,1.79412811,0.14644871,0.00000000,0.61094157,1.55561167,0.00101816,0.01686875
-5.41770885,1.83929051,0.14512808,0.00000000,0.63963119,1.60576680,0.00111894,0.01691426
-5.41170585,1.89506094,0.14437902,0.00000000,0.67235307,1.66596035,0.00123005,0.01701963
-5.40570285,1.96290743,0.14434580,0.00000000,0.70952894,1.73743254,0.00135173,0.01720195
-5.39969985,2.04407957,0.14515765,0.00000000,0.75151426,1.82122834,0.00148406,0.01747705
-5.39369685,2.13955883,0.14692443,0.00000000,0.79858354,1.91815420,0.00162691,0.01785903
-5.38769385,2.25001638,0.14973296,0.00000000,0.85091794,2.02874125,0.00177999,0.01835976
-5.38169085,2.37578018,0.15364406,0.00000000,0.90859560,2.15321630,0.00194279,0.01898854
-5.37568784,2.51681265,0.15869043,0.00000000,0.97158522,2.29148208,0.00211459,0.01975185
-5.36968484,2.67269984,0.16487546,0.00000000,1.03974305,2.44310745,0.00229445,0.02065308
-5.36368184,2.84265280,0.17217298,0.00000000,1.11281347,2.60732822,0.00248125,0.02169254
-5.35767884,3.02552095,0.18052792,0.00000000,1.19043317,2.78305861,0.00267366,0.02286740
-5.35167584,3.21981727,0.18985792,0.00000000,1.27213865,2.96891312,0.00287021,0.02417183
-5.34567284,3.42375416,0.20005570,0.00000000,1.35737688,3.16323797,0.00306929,0.02559719
-5.33966983,3.63528866,0.21099216,0.00000000,1.44551841,3.36415091,0.00326917,0.02713227
-5.33366683,3.85217527,0.22252013,0.00000000,1.53587254,3.56958808,0.00346808,0.02876362
-5.32766383,4.07202422,0.23447840,0.00000000,1.62770377,3.77735579,0.00366422,0.03047592
-5.32166083,4.29236279,0.24669615,0.00000000,1.72024884,3.98518539,0.00385581,0.03225230
-5.31565783,4.51069724,0.25899741,0.00000000,1.81273363,4.19078889,0.00404113,0.03407478
-5.30965483,4.72457292,0.27120536,0.00000000,1.90438913,4.39191327,0.00421856,0.03592458
-5.30365183,4.93163011,0.28314655,0.00000000,1.99446598,4.58639115,0.00438662,0.03778246
-5.29764882,5.12965355,0.29465456,0.00000000,2.08224689,4.77218609,0.00454399,0.03962908
-5.29164582,5.31661391,0.30557327,0.00000000,2.16705659,4.94743086,0.00468953,0.04144519
-5.28564282,5.49069998,0.31575954,0.00000000,2.24826912,5.11045744,0.00482232,0.04321189
-5.27963982,5.65034073,0.32508521,0.00000000,2.32531221,5.25981794,0.00494161,0.04491083
-5.27363682,5.79421718,0.33343857,0.00000000,2.39766911,5.39429639,0.00504688,0.04652436
-5.26763382,5.92126433,0.34072511,0.00000000,2.46487778,5.51291146,0.00513781,0.04803565
-5.26163082,6.03066423,0.34686785,0.00000000,2.52652823,5.61491091,0.00521421,0.04942888
-5.25562781,6.12183145,0.35180710,0.00000000,2.58225817,5.69975901,0.00527608,0.05068931
-5.24962481,6.19439263,0.35549997,0.00000000,2.63174788,5.76711833,0.00532354,0.05180349
-5.24362181,6.24816233,0.35791954,0.00000000,2.67471470,5.81682768,0.00535678,0.05275939
-5.23761881,6.28311689,0.35905398,0.00000000,2.71090791,5.84887812,0.00537609,0.05354660
-5.23161581,6.29936866,0.35890562,0.00000000,2.74010455,5.86338877,0.00538179,0.05415660
-5.22561281,6.29714218,0.35749006,0.00000000,2.76210654,5.86058414,0.00537422,0.05458290
-5.21960980,6.27675397,0.35483543,0.00000000,2.77673970,5.84077451,0.00535374,0.05482140
-5.21360680,6.23859695,0.35098184,0.00000000,2.78385451,5.80434033,0.00532073,0.05487053
-5.20760380,6.18313026,0.34598090,0.00000000,2.78332895,5.75172142,0.00527556,0.05473155
-5.20160080,6.11087453,0.33989550,0.00000000,2.77507305,5.68341114,0.00521863,0.05440868
-5.19559780,6.02241226,0.33279964,0.00000000,2.75903496,5.59995540,0.00515040,0.05390925
-5.18959480,5.91839263,0.32477825,0.00000000,2.73520804,5.50195592,0.00507137,0.05324374
-5.18359180,5.79953949,0.31592707,0.00000000,2.70363839,5.39007659,0.00498214,0.05242572
-5.17758879,5.66666120,0.30635231,0.00000000,2.66443235,5.26505212,0.00488346,0.05147174
-5.17158579,5.52066074,0.29617012,0.00000000,2.61776317,5.12769714,0.00477620,0.05040103
-5.16558279,5.36254455,0.28550579,0.00000000,2.56387642,4.97891473,0.00466143,0.04923516
-5.15957979,5.19342858,0.27449256,0.00000000,2.50309350,4.81970287,0.00454041,0.04799757
-5.15357679,5.01454041,0.26327013,0.00000000,2.43581292,4.65115755,0.00441460,0.04671304
-5.14757379,4.82721636,0.25198268,0.00000000,2.36250907,4.47447190,0.00428569,0.04540702
-5.14157079,4.63289306,0.24077656,0.00000000,2.28372830,4.29093034,0.00415552,0.04410498
-5.13556778,4.43309342,0.22979764,0.00000000,2.20008244,4.10189784,0.00402611,0.04283169
-5.12956478,4.22940690,0.21918835,0.00000000,2.11223987,3.90880421,0.00389959,0.04161051
-5.12356178,4.02346511,0.20908459,0.00000000,2.02091452,3.71312383,0.00377817,0.04046274
-5.11755878,3.81691324,0.19961246,0.00000000,1.92685319,3.51635179,0.00366405,0.03940696
-5.11155578,3.61137890,0.19088514,0.00000000,1.83082177,3.31997713,0.00355934,0.03845849
-5.10555278,3.40843949,0.18299982,0.00000000,1.73359085,3.12545473,0.00346602,0.03762891
-5.09954977,3.20958975,0.17603494,0.00000000,1.63592138,2.93417676,0.00338585,0.03692578
-5.09354677,3.01621083,0.17004788,0.00000000,1.53855077,2.74744539,0.00332027,0.03635235
-5.08754377,2.82954254,0.16507306,0.00000000,1.44218018,2.56644761,0.00327036,0.03590755
-5.08154077,2.65065972,0.16112080,0.00000000,1.34746318,2.39223367,0.00323677,0.03558601
-5.07553777,2.48045406,0.15817672,0.00000000,1.25499625,2.22569976,0.00321970,0.03537826
-5.06953477,2.31962202,0.15620202,0.00000000,1.16531137,2.06757587,0.00321884,0.03527111
-5.06353177,2.16865935,0.15513447,0.00000000,1.07887072,1.91841915,0.00323339,0.03524807
-5.05752876,2.02786242,0.15489024,0.00000000,0.99606367,1.77861309,0.00326206,0.03528995
-5.05152576,1.89733631,0.15536649,0.00000000,0.91720588,1.64837231,0.00330314,0.03537550
-5.04552276,1.77700910,0.15644463,0.00000000,0.84254046,1.52775278,0.00335453,0.03548221
-5.03951976,1.66665186,0.15799430,0.00000000,0.77224099,1.41666680,0.00341379,0.03558703
-5.03351676,1.56590332,0.15987774,0.00000000,0.70641605,1.31490214,0.00347831,0.03566726
-5.02751376,1.47429824,0.16195462,0.00000000,0.64511516,1.22214430,0.00354535,0.03570132
-5.02151076,1.39129821,0.16408699,0.00000000,0.58833560,1.13800108,0.00361217,0.03566955
-5.01550775,1.31632353,0.16614430,0.00000000,0.53602999,1.06202817,0.00367616,0.03555494
-5.00950475,1.24878502,0.16800821,0.00000000,0.48811417,0.99375494,0.00373495,0.03534376
-5.00350175,1.18811419,0.16957698,0.00000000,0.44447518,0.93270914,0.00378652,0.03502607
-4.99749875,1.13379076,0.17076935,0.00000000,0.40497899,0.87843967,0.00382930,0.03459612
-4.99149575,1.08536628,0.17152769,0.00000000,0.36947767,0.83053642,0.00386223,0.03405257
-4.98549275,1.04248291,0.17182016,0.00000000,0.33781588,0.78864654,0.00388485,0.03339858
-4.97948974,1.00488661,0.17164199,0.00000000,0.30983645,0.75248633,0.00389732,0.03264172
-4.97348674,0.97243420,0.17101559,0.00000000,0.28538483,0.72184859,0.00390044,0.03179368
-4.96748374,0.94509410,0.16998962,0.00000000,0.26431235,0.69660497,0.00389560,0.03086987
-4.96148074,0.92294057,0.16863693,0.00000000,0.24647836,0.67670337,0.00388481,0.02988887
-4.95547774,0.90614190,0.16705153,0.00000000,0.23175101,0.66216067,0.00387054,0.02887180
-4.94947474,0.89494305,0.16534461,0.00000000,0.22000695,0.65305102,0.00385570,0.02784149
-4.94347174,0.88964346,0.16363988,0.00000000,0.21113002,0.64949044,0.00384351,0.02682176
-4.93746873,0.89057124,0.16206836,0.00000000,0.20500899,0.65161836,0.00383736,0.02583655
-4.93146573,0.89805479,0.16076286,0.00000000,0.20153474,0.65957704,0.00384069,0.02490918
-4.92546273,0.91239333,0.15985242,0.00000000,0.20059698,0.67349004,0.00385686,0.02406156
-4.91945973,0.93382783,0.15945699,0.00000000,0.20208093,0.69344054,0.00388903,0.02331359
-4.91345673,0.96251379,0.15968249,0.00000000,0.20586414,0.71945102,0.00393997,0.02268262
-4.90745373,0.99849735,0.16061671,0.00000000,0.21181381,0.75146509,0.00401206,0.02218311
-4.90145073,1.04169613,0.16232604,0.00000000,0.21978491,0.78933273,0.00410709,0.02182646
-4.89544772,1.09188599,0.16485336,0.00000000,0.22961923,0.83279975,0.00422627,0.02162091
-4.88944472,1.14869468,0.16821715,0.00000000,0.24114569,0.88150236,0.00437016,0.02157184
-4.88344172,1.21160301,0.17241198,0.00000000,0.25418192,0.93496721,0.00453865,0.02168203
-4.87743872,1.27995391,0.17741025,0.00000000,0.26853723,0.99261741,0.00473102,0.02195220
-4.87143572,1.35296934,0.18316535,0.00000000,0.28401684,1.05378441,0.00494594,0.02238173
-4.86543272,1.42977460,0.18961592,0.00000000,0.30042734,1.11772548,0.00518158,0.02296937
-4.85942971,1.50942914,0.19669117,0.00000000,0.31758307,1.18364630,0.00543571,0.02371415
-4.85342671,1.59096282,0.20431698,0.00000000,0.33531311,1.25072768,0.00570581,0.02461623
-4.84742371,1.67341587,0.21242252,0.00000000,0.35346860,1.31815542,0.00598921,0.02567782
-4.84142071,1.75588088,0.22094701,0.00000000,0.37192983,1.38515184,0.00628324,0.02690394
-4.83541771,1.83754470,0.22984632,0.00000000,0.39061266,1.45100767,0.00658538,0.02830315
-4.82941471,1.91772819,0.23909901,0.00000000,0.40947389,1.51511254,0.00689338,0.02988806
-4.82341171,1.99592154,0.24871146,0.00000000,0.42851502,1.57698254,0.00720543,0.03167566
-4.81740870,2.07181330,0.25872168,0.00000000,0.44778397,1.63628341,0.00752022,0.03368733
-4.81140570,2.14531107,0.26920166,0.00000000,0.46737464,1.69284778,0.00783708,0.03594866
-4.80540270,2.21655243,0.28025768,0.00000000,0.48742378,1.74668547,0.00815599,0.03848888
-4.79939970,2.28590502,0.29202880,0.00000000,0.50810538,1.79798584,0.00847761,0.04134002
-4.79339670,2.35395491,0.30468308,0.00000000,0.52962230,1.84711166,0.00880327,0.04453571
-4.78739370,2.42148340,0.31841172,0.00000000,0.55219570,1.89458448,0.00913490,0.04810976
-4.78139070,2.48943243,0.33342120,0.00000000,0.57605220,1.94106149,0.00947496,0.05209440
-4.77538769,2.55885973,0.34992353,0.00000000,0.60140956,1.98730476,0.00982627,0.05651842
-4.76938469,2.63088526,0.36812509,0.00000000,0.62846132,2.03414374,0.01019185,0.06140507
-4.76338169,2.70663083,0.38821431,0.00000000,0.65736108,2.08243256,0.01057477,0.06677000
-4.75737869,2.78715556,0.41034876,0.00000000,0.68820726,2.13300363,0.01097789,0.07261920
-4.75137569,2.87338970,0.43464229,0.00000000,0.72102904,2.18661977,0.01140365,0.07894712
-4.74537269,2.96606998,0.46115269,0.00000000,0.75577436,2.24392659,0.01185387,0.08573495
-4.73936968,3.06567932,0.48987059,0.00000000,0.79230050,2.30540769,0.01232952,0.09294936
-4.73336668,3.17239412,0.52071022,0.00000000,0.83036815,2.37134440,0.01283052,0.10054159
-4.72736368,3.28604162,0.55350257,0.00000000,0.86963918,2.44178238,0.01335559,0.10844711
-4.72136068,3.40606991,0.58799146,0.00000000,0.90967869,2.51650657,0.01390213,0.11658581
-4.71535768,3.53153248,0.62383292,0.00000000,0.94996125,2.59502623,0.01446614,0.12486287
-4.70935468,3.66108873,0.66059815,0.00000000,0.98988146,2.67657087,0.01504220,0.13317017
-4.70335168,3.79302103,0.69778017,0.00000000,1.02876849,2.76009785,0.01562350,0.14138843
-4.69734867,3.92526839,0.73480401,0.00000000,1.06590409,2.84431175,0.01620197,0.14938982
-4.69134567,4.05547604,0.77104039,0.00000000,1.10054346,2.92769509,0.01676843,0.15704113
-4.68534267,4.18105929,0.80582229,0.00000000,1.13193824,3.00854956,0.01731280,0.16420729
-4.67933967,4.29927954,0.83846393,0.00000000,1.15936053,3.08504628,0.01782439,0.17075519
-4.67333667,4.40732974,0.86828149,0.00000000,1.18212714,3.15528338,0.01829219,0.17655759
-4.66733367,4.50242583,0.89461461,0.00000000,1.19962290,3.21734870,0.01870526,0.18149707
-4.66133067,4.58190073,0.91684802,0.00000000,1.21132214,3.26938500,0.01905303,0.18546968
-4.65532766,4.64329693,0.93443208,0.00000000,1.21680738,3.30965531,0.01932573,0.18838836
