energy_ev,total_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-2.90845423,1.30037489,0.43605499,0.54674173,0.09710325,0.62678828,0.00008084,0.03366859,0.12391318,0.00000000
-2.90245123,1.31311202,0.46160355,0.56035417,0.09376603,0.62472654,0.00009064,0.03441774,0.12008152,0.00000000
-2.89644822,1.33042474,0.48763930,0.57552467,0.09084730,0.62554352,0.00010274,0.03540794,0.11663805,0.00000000
-2.89044522,1.35311733,0.51411734,0.59245511,0.08844386,0.62982467,0.00011730,0.03667005,0.11365157,0.00000000
-2.88444222,1.38197426,0.54101138,0.61133798,0.08664649,0.63814416,0.00013452,0.03823373,0.11118347,0.00000000
-2.87843922,1.41774187,0.56831508,0.63235256,0.08553791,0.65105025,0.00015466,0.04012671,0.10928689,0.00000000
-2.87243622,1.46110862,0.59604206,0.65566126,0.08519069,0.66904965,0.00017798,0.04237398,0.10800583,0.00000000
-2.86643322,1.51268395,0.62422450,0.68140570,0.08566536,0.69259088,0.00020476,0.04499677,0.10737447,0.00000000
-2.86043022,1.57297593,0.65291020,0.70970283,0.08700865,0.72204689,0.00023528,0.04801150,0.10741662,0.00000000
-2.85442721,1.64236814,0.68215817,0.74064085,0.08925186,0.75769733,0.00026982,0.05142859,0.10814518,0.00000000
-2.84842421,1.72109655,0.71203298,0.77427529,0.09240947,0.79971103,0.00030862,0.05525129,0.10956175,0.00000000
-2.84242121,1.80922701,0.74259799,0.81062499,0.09647801,0.84812940,0.00035190,0.05947443,0.11165632,0.00000000
-2.83641821,1.90663468,0.77390792,0.84966846,0.10143523,0.90285138,0.00039980,0.06408338,0.11440712,0.00000000
-2.83041521,2.01298639,0.80600108,0.89134051,0.10723959,0.96362107,0.00045243,0.06905303,0.11778059,0.00000000
-2.82441221,2.12772726,0.83889180,0.93552949,0.11383030,1.03001866,0.00050978,0.07434711,0.12173155,0.00000000
-2.81840920,2.25007271,0.87256338,0.98207516,0.12112769,1.10145579,0.00057176,0.07991778,0.12620369,0.00000000
-2.81240620,2.37900709,0.90696209,1.03076756,0.12903421,1.17717605,0.00063820,0.08570561,0.13113020,0.00000000
-2.80640320,2.51328969,0.94199257,1.08134675,0.13743596,1.25626120,0.00070878,0.09163997,0.13643478,0.00000000
-2.80040020,2.65146887,0.97751480,1.13350380,0.14620473,1.33764360,0.00078308,0.09763995,0.14203299,0.00000000
-2.79439720,2.79190429,1.01334307,1.18688283,0.15520066,1.42012499,0.00086056,0.10361572,0.14783381,0.00000000
-2.78839420,2.93279732,1.04924674,1.24108423,0.16427533,1.50240137,0.00094055,0.10947042,0.15374157,0.00000000
-2.78239120,3.07222871,1.08495299,1.29566906,0.17327529,1.58309349,0.00102228,0.11510241,0.15965804,0.00000000
-2.77638819,3.20820260,1.12015118,1.35016433,0.18204590,1.66078207,0.00110488,0.12040801,0.16548476,0.00000000
-2.77038519,3.33869516,1.15449888,1.40406922,0.19043537,1.73404651,0.00118740,0.12528433,0.17112539,0.00000000
-2.76438219,3.46170626,1.18762889,1.45686198,0.19829875,1.80150562,0.00126879,0.12963250,0.17648810,0.00000000
-2.75837919,3.57531185,1.21915726,1.50800727,0.20550192,1.86185879,0.00134800,0.13336067,0.18148781,0.00000000
-2.75237619,3.67771498,1.24869165,1.55696390,0.21192516,1.91392562,0.00142394,0.13638712,0.18604824,0.00000000
-2.74637319,3.76729325,1.27583990,1.60319259,0.21746631,1.95668248,0.00149550,0.13864294,0.19010364,0.00000000
-2.74037019,3.84264068,1.30021830,1.64616378,0.22204333,1.98929401,0.00156166,0.14007445,0.19360010,0.00000000
-2.73436718,3.90260220,1.32145951,1.68536527,0.22559616,2.01113837,0.00162141,0.14064503,0.19649644,0.00000000
-2.72836418,3.94629943,1.33921974,1.72030961,0.22808771,2.02182490,0.00167387,0.14033643,0.19876459,0.00000000
-2.72236118,3.97314682,1.35318526,1.75054115,0.22950408,2.02120331,0.00171827,0.13914931,0.20038943,0.00000000
-2.71635818,3.98285786,1.36307807,1.77564278,0.22985395,2.00936429,0.00175397,0.13710324,0.20136821,0.00000000
-2.71035518,3.97544132,1.36866078,1.79524232,0.22916705,1.98663137,0.00178053,0.13423591,0.20170949,0.00000000
-2.70435218,3.95118838,1.36974086,1.80901851,0.22749215,1.95354470,0.00179768,0.13060172,0.20143169,0.00000000
-2.69834917,3.91065170,1.36617416,1.81670666,0.22489422,1.91083761,0.00180536,0.12626984,0.20056151,0.00000000
-2.69234617,3.85461777,1.35786794,1.81810390,0.22145137,1.85940739,0.00180377,0.12132176,0.19913200,0.00000000
-2.68634317,3.78407454,1.34478347,1.81307395,0.21725143,1.80028169,0.00179334,0.11584853,0.19718079,0.00000000
-2.68034017,3.70017599,1.32693810,1.80155151,0.21238852,1.73458237,0.00177476,0.10994775,0.19474824,0.00000000
-2.67433717,3.60420564,1.30440700,1.78354592,0.20695970,1.66348857,0.00174902,0.10372055,0.19187595,0.00000000
-2.66833417,3.49754079,1.27732441,1.75914424,0.20106188,1.58820077,0.00171740,0.09726854,0.18860539,0.00000000
-2.66233117,3.38161910,1.24588429,1.72851346,0.19478926,1.50990733,0.00168152,0.09069104,0.18497703,0.00000000
-2.65632816,3.25790871,1.21034039,1.69190174,0.18823114,1.42975500,0.00164334,0.08408252,0.18102975,0.00000000
-2.65032516,3.12788305,1.17100550,1.64963859,0.18147045,1.34882437,0.00160521,0.07753052,0.17680081,0.00000000
-2.64432216,2.99300078,1.12824984,1.60213389,0.17458289,1.26811090,0.00156990,0.07111390,0.17232611,0.00000000
-2.63831916,2.85469105,1.08249837,1.54987558,0.16763663,1.18851206,0.00154066,0.06490167,0.16764089,0.00000000
-2.63231616,2.71434407,1.03422708,1.49342614,0.16069267,1.11082036,0.00152124,0.05895222,0.16278071,0.00000000
-2.62631316,2.57330637,0.98395822,1.43341768,0.15380561,1.03572202,0.00151596,0.05331306,0.15778265,0.00000000
-2.62031016,2.43288014,0.93225437,1.37054590,0.14702488,0.96380063,0.00152977,0.04802099,0.15268662,0.00000000
-2.61430715,2.29432563,0.87971161,1.30556278,0.14039617,0.89554493,0.00156829,0.04310259,0.14753676,0.00000000
-2.60830415,2.15886565,0.82695184,1.23926836,0.13396298,0.83135971,0.00163789,0.03857511,0.14238258,0.00000000
-2.60230115,2.02769105,0.77461440,1.17250159,0.12776817,0.77157877,0.00174570,0.03444747,0.13728009,0.00000000
-2.59629815,1.90196610,0.72334732,1.10613045,0.12185538,0.71647866,0.00189966,0.03072152,0.13229246,0.00000000
-2.59029515,1.78283280,0.67379825,1.04104159,0.11627013,0.66629245,0.00210850,0.02739331,0.12749039,0.00000000
-2.58429215,1.67141318,0.62660543,0.97812944,0.11106059,0.62122220,0.00238173,0.02445436,0.12295200,0.00000000
-2.57828914,1.56880888,0.58238877,0.91828510,0.10627791,0.58144964,0.00272960,0.02189295,0.11876223,0.00000000
-2.57228614,1.47609744,0.54174120,0.86238495,0.10197609,0.54714425,0.00316292,0.01969519,0.11501173,0.00000000
-2.56628314,1.39432490,0.50522052,0.81127903,0.09821138,0.51846828,0.00369297,0.01784608,0.11179521,0.00000000
-2.56028014,1.32449458,0.47334148,0.76577926,0.09504113,0.49557862,0.00433125,0.01633024,0.10920939,0.00000000
-2.55427714,1.26755193,0.44656849,0.72664750,0.09252235,0.47862535,0.00508918,0.01513259,0.10735040,0.00000000
-2.54827414,1.22436585,0.42530856,0.69458323,0.09070979,0.46774715,0.00597779,0.01423879,0.10631093,0.00000000
-2.54227114,1.19570674,0.40990463,0.67021120,0.08965382,0.46306390,0.00700728,0.01363544,0.10617703,0.00000000
-2.53626813,1.18222197,0.40062921,0.65406878,0.08939812,0.46466703,0.00818658,0.01331019,0.10702475,0.00000000
-2.53026513,1.18440957,0.39767816,0.64659322,0.08997734,0.47260795,0.00952285,0.01325163,0.10891677,0.00000000
-2.52426213,1.20259111,0.40116484,0.64810903,0.09141476,0.48688562,0.01102093,0.01344910,0.11189906,0.00000000
-2.51825913,1.23688486,0.41111451,0.65881578,0.09372024,0.50743370,0.01268283,0.01389235,0.11599779,0.00000000
-2.51225613,1.28718062,0.42745923,0.67877653,0.09688835,0.53410821,0.01450720,0.01457115,0.12121656,0.00000000
-2.50625313,1.35311742,0.45003344,0.70790753,0.10089697,0.56667652,0.01648883,0.01547486,0.12753408,0.00000000
-2.50025013,1.43406559,0.47857058,0.74596976,0.10570637,0.60480837,0.01861828,0.01659200,0.13490258,0.00000000
-2.49424712,1.52911455,0.51270098,0.79256281,0.11125880,0.64806956,0.02088156,0.01790977,0.14324680,0.00000000
-2.48824412,1.63706757,0.55195161,0.84712183,0.11747876,0.69591917,0.02325995,0.01941368,0.15246387,0.00000000
-2.48224112,1.75644479,0.59574784,0.90891823,0.12427381,0.74771039,0.02573000,0.02108723,0.16242408,0.00000000
-2.47623812,1.88549506,0.64341786,0.97706468,0.13153605,0.80269571,0.02826370,0.02291162,0.17297258,0.00000000
-2.47023512,2.02221753,0.69419986,1.05052479,0.13914425,0.86003621,0.03082877,0.02486567,0.18393198,0.00000000
-2.46423212,2.16439286,0.74725229,1.12812792,0.14696637,0.91881526,0.03338927,0.02692573,0.19510591,0.00000000
-2.45822911,2.30962400,0.80166721,1.20858908,0.15486272,0.97805605,0.03590630,0.02906578,0.20628338,0.00000000
-2.45222611,2.45538560,0.85648677,1.29053375,0.16268928,1.03674279,0.03833889,0.03125763,0.21724385,0.00000000
-2.44622311,2.59908106,0.91072241,1.37252734,0.17030142,1.09384467,0.04064509,0.03347127,0.22776291,0.00000000
-2.44022011,2.73810528,0.96337636,1.45310831,0.17755764,1.14834199,0.04278308,0.03567527,0.23761836,0.00000000
-2.43421711,2.86991142,1.01346498,1.53082424,0.18432324,1.19925335,0.04471247,0.03783732,0.24659640,0.00000000
-2.42821411,2.99207886,1.06004298,1.60426956,0.19047385,1.24566296,0.04639550,0.03992487,0.25449782,0.00000000
-2.42221111,3.10238028,1.10222773,1.67212346,0.19589870,1.28674700,0.04779827,0.04190573,0.26114391,0.00000000
-2.41620810,3.19884482,1.13922277,1.73318681,0.20050333,1.32179794,0.04889189,0.04374885,0.26638182,0.00000000
-2.41020510,3.27981508,1.17033946,1.78641623,0.20421190,1.35024585,0.04965346,0.04542500,0.27008916,0.00000000
-2.40420210,3.34399537,1.19501594,1.83095424,0.20696882,1.37167584,0.05006685,0.04690747,0.27217775,0.00000000
-2.39819910,3.39048949,1.21283254,1.86615391,0.20873981,1.38584098,0.05012330,0.04817273,0.27259618,0.00000000
-2.39219610,3.41882618,1.22352305,1.89159721,0.20951225,1.39267007,0.04982172,0.04920104,0.27133125,0.00000000
-2.38619310,3.42897154,1.22698124,1.90710603,0.20929487,1.39227020,0.04916875,0.04997694,0.26840812,0.00000000
-2.38019010,3.42132781,1.22326256,1.91274559,0.20811696,1.38492382,0.04817855,0.05048964,0.26388928,0.00000000
-2.37418709,3.39671882,1.21258088,1.90882013,0.20602692,1.37108078,0.04687230,0.05073334,0.25787226,0.00000000
-2.36818409,3.35636291,1.19530050,1.89586102,0.20309042,1.35134544,0.04527749,0.05070733,0.25048631,0.00000000
-2.36218109,3.30183453,1.17192396,1.87460805,0.19938827,1.32645978,0.04342702,0.05041605,0.24188815,0.00000000
-2.35617809,3.23501651,1.14307615,1.84598467,0.19501393,1.29728292,0.04135810,0.04986897,0.23225699,0.00000000
-2.35017509,3.15804481,1.10948556,1.81106839,0.19007103,1.26476813,0.03911113,0.04908034,0.22178906,0.00000000
-2.34417209,3.07324837,1.07196350,1.77105758,0.18467075,1.22993810,0.03672846,0.04806883,0.21069187,0.00000000
-2.33816908,2.98308614,1.03138220,1.72723613,0.17892932,1.19385932,0.03425316,0.04685712,0.19917835,0.00000000
-2.33216608,2.89008387,0.98865265,1.68093727,0.17296563,1.15761666,0.03172790,0.04547132,0.18746129,0.00000000
-2.32616308,2.79677262,0.94470297,1.63350795,0.16689908,1.12228856,0.02919389,0.04394040,0.17574807,0.00000000
-2.32016008,2.70563093,0.90045804,1.58627494,0.16084756,1.08892390,0.02668997,0.04229553,0.16423591,0.00000000
-2.31415708,2.61903219,0.85682094,1.54051359,0.15492580,1.05852082,0.02425186,0.04056945,0.15310788,0.00000000
-2.30815408,2.53919842,0.81465659,1.49742019,0.14924392,1.03200804,0.02191163,0.03879576,0.14252961,0.00000000
-2.30215108,2.46816101,0.77477776,1.45808832,0.14390620,1.01022896,0.01969730,0.03700830,0.13264675,0.00000000
-2.29614807,2.40772897,0.73793363,1.42348950,0.13901008,0.99392858,0.01763266,0.03524053,0.12358337,0.00000000
-2.29014507,2.35946457,0.70480070,1.39445830,0.13464539,0.98374342,0.01573731,0.03352496,0.11544098,0.00000000
-2.28414207,2.32466605,0.67597598,1.37168174,0.13089366,0.98019417,0.01402671,0.03189260,0.10829840,0.00000000
-2.27813907,2.30435681,0.65197205,1.35569270,0.12782754,0.98368109,0.01251250,0.03037252,0.10221213,0.00000000
-2.27213607,2.29928052,0.63321378,1.34686689,0.12551030,0.99448172,0.01120286,0.02899144,0.09721734,0.00000000
-2.26613307,2.30990107,0.62003630,1.34542314,0.12399536,1.01275081,0.01010284,0.02777340,0.09332921,0.00000000
-2.26013007,2.33640675,0.61268402,1.35142626,0.12332584,1.03852201,0.00921488,0.02673945,0.09054460,0.00000000
-2.25412706,2.37871780,0.61131033,1.36479231,0.12353402,1.07171120,0.00853918,0.02590744,0.08884394,0.00000000
-2.24812406,2.43649673,0.61597794,1.38529572,0.12464092,1.11212101,0.00807411,0.02529187,0.08819315,0.00000000
-2.24212106,2.50916085,0.62665972,1.41257805,0.12665575,1.15944645,0.00781656,0.02490371,0.08854569,0.00000000
-2.23611806,2.59589668,0.64324002,1.44615820,0.12957550,1.21328136,0.00776221,0.02475040,0.08984453,0.00000000
-2.23011506,2.69567617,0.66551680,1.48544390,0.13338449,1.27312571,0.00790573,0.02483574,0.09202410,0.00000000
-2.22411206,2.80727466,0.69320439,1.52974448,0.13805409,1.33839344,0.00824091,0.02515997,0.09501206,0.00000000
-2.21810905,2.92929072,0.72593748,1.57828496,0.14354257,1.40842112,0.00876072,0.02571978,0.09873113,0.00000000
-2.21210605,3.06016816,0.76327638,1.63022140,0.14979516,1.48247728,0.00945727,0.02650847,0.10310069,0.00000000
-2.20610305,3.19822036,0.80471376,1.68465762,0.15674442,1.55977252,0.01032179,0.02751609,0.10803840,0.00000000
-2.20010005,3.34165728,0.84968321,1.74066325,0.16431084,1.63947052,0.01134453,0.02872967,0.11346169,0.00000000
-2.19409705,3.48861504,0.89756951,1.79729287,0.17240391,1.72070000,0.01251462,0.03013355,0.11928921,0.00000000
-2.18809405,3.63718824,0.94772080,1.85360614,0.18092349,1.80256767,0.01382004,0.03170970,0.12544228,0.00000000
-2.18209105,3.78546457,0.99946223,1.90868852,0.18976159,1.88417213,0.01524750,0.03343817,0.13184619,0.00000000
-2.17608804,3.93156130,1.05211106,1.96167202,0.19880459,1.96461859,0.01678243,0.03529759,0.13843150,0.00000000
-2.17008504,4.07366272,1.10499263,2.01175546,0.20793569,2.04303427,0.01840903,0.03726570,0.14513516,0.00000000
-2.16408204,4.21005766,1.15745657,2.05822344,0.21703766,2.11858409,0.02011031,0.03931997,0.15190156,0.00000000
-2.15807904,4.33917566,1.20889279,2.10046330,0.22599584,2.19048618,0.02186831,0.04143814,0.15868329,0.00000000
-2.15207604,4.45962040,1.25874636,2.13797927,0.23470102,2.25802686,0.02366430,0.04359890,0.16544172,0.00000000
-2.14607304,4.57019898,1.30653054,2.17040306,0.24305243,2.32057430,0.02547904,0.04578240,0.17214722,0.00000000
-2.14007004,4.66994548,1.35183739,2.19750027,0.25096036,2.37759032,0.02729314,0.04797080,0.17877903,0.00000000
-2.13406703,4.75813753,1.39434531,2.21917215,0.25834856,2.42863978,0.02908740,0.05014870,0.18532473,0.00000000
-2.12806403,4.83430482,1.43382289,2.23545251,0.26515604,2.47339687,0.03084317,0.05230342,0.19177929,0.00000000
-2.12206103,4.89822885,1.47012911,2.24649970,0.27133836,2.51164795,0.03254270,0.05442524,0.19814375,0.00000000
-2.11605803,4.94993377,1.50320952,2.25258399,0.27686823,2.54329067,0.03416950,0.05650738,0.20442341,0.00000000
-2.11005503,4.98966841,1.53308885,2.25407107,0.28173539,2.56832919,0.03570857,0.05854591,0.21062585,0.00000000
-2.10405203,5.01788051,1.55986028,2.25140216,0.28594580,2.58686578,0.03714666,0.06053946,0.21675859,0.00000000
-2.09804902,5.03518430,1.58367221,2.24507221,0.28952021,2.59908906,0.03847239,0.06248885,0.22282671,0.00000000
-2.09204602,5.04232339,1.60471316,2.23560705,0.29249204,2.60525955,0.03967630,0.06439649,0.22883045,0.00000000
-2.08604302,5.04013089,1.62319601,2.22354099,0.29490499,2.60569336,0.04075091,0.06626587,0.23476304,0.00000000
-2.08004002,5.02948931,1.63934234,2.20939610,0.29681019,2.60074488,0.04169058,0.06810087,0.24060881,0.00000000
-2.07403702,5.01129248,1.65336820,2.19366438,0.29826341,2.59078963,0.04249142,0.06990510,0.24634177,0.00000000
-2.06803402,4.98641184,1.66547194,2.17679377,0.29932221,2.57620823,0.04315115,0.07168138,0.25192486,0.00000000
-2.06203102,4.95566910,1.67582518,2.15917883,0.30004345,2.55737254,0.04366887,0.07343118,0.25730983,0.00000000
-2.05602801,4.91981661,1.68456724,2.14115637,0.30048116,2.53463478,0.04404491,0.07515431,0.26243795,0.00000000
-2.05002501,4.87952672,1.69180348,2.12300622,0.30068497,2.50832028,0.04428071,0.07684871,0.26724149,0.00000000
-2.04402201,4.83538996,1.69760749,2.10495668,0.30069913,2.47872412,0.04437863,0.07851041,0.27164593,0.00000000
-2.03801901,4.78792203,1.70202676,2.08719402,0.30056225,2.44611194,0.04434194,0.08013370,0.27557291,0.00000000
-2.03201601,4.73757817,1.70509140,2.06987496,0.30030758,2.41072436,0.04417479,0.08171147,0.27894361,0.00000000
-2.02601301,4.68477338,1.70682484,2.05314095,0.29996387,2.37278465,0.04388226,0.08323567,0.28168259,0.00000000
-2.02001001,4.62990618,1.70725571,2.03713271,0.29955668,2.33250881,0.04347043,0.08469785,0.28372175,0.00000000
-2.01400700,4.57338346,1.70642953,2.02200374,0.29910986,2.29011699,0.04294652,0.08608984,0.28500415,0.00000000
-2.00800400,4.51564381,1.70441934,2.00793124,0.29864723,2.24584502,0.04231906,0.08740435,0.28548760,0.00000000
-2.00200100,4.45717671,1.70133389,1.99512333,0.29819400,2.19995519,0.04159799,0.08863552,0.28514768,0.00000000
-1.99599800,4.39853541,1.69732271,1.98382157,0.29777803,2.15274477,0.04079479,0.08977943,0.28397994,0.00000000
-1.98999500,4.34034182,1.69257717,1.97429823,0.29743048,2.10455167,0.03992255,0.09083435,0.28200133,0.00000000
-1.98399200,4.28328213,1.68732739,1.96684809,0.29718599,2.05575629,0.03899598,0.09180090,0.27925047,0.00000000
-1.97798899,4.22809292,1.68183462,1.96177502,0.29708208,2.00677917,0.03803126,0.09268191,0.27578696,0.00000000
-1.97198599,4.17553807,1.67637969,1.95937410,0.29715796,1.95807442,0.03704591,0.09348215,0.27168957,0.00000000
-1.96598299,4.12637763,1.67124791,1.95991017,0.29745259,1.91011899,0.03605843,0.09420779,0.26705343,0.00000000
-1.95997999,4.08133056,1.66671153,1.96359442,0.29800231,1.86339841,0.03508795,0.09486573,0.26198644,0.00000000
-1.95397699,4.04103358,1.66301071,1.97056040,0.29883795,1.81838971,0.03415373,0.09546279,0.25660496,0.00000000
-1.94797399,4.00599907,1.66033446,1.98084141,0.29998179,1.77554271,0.03327454,0.09600485,0.25102904,0.00000000
-1.94197099,3.97657484,1.65880281,1.99435074,0.30144457,1.73526065,0.03246814,0.09649597,0.24537752,0.00000000
-1.93596798,3.95290882,1.65845162,2.01086658,0.30322262,1.69788147,0.03175058,0.09693756,0.23976318,0.00000000
-1.92996498,3.93492128,1.65922112,2.03002288,0.30529562,1.66366104,0.03113559,0.09732775,0.23428812,0.00000000
-1.92396198,3.92228692,1.66094926,2.05130711,0.30762487,1.63275922,0.03063399,0.09766085,0.22903986,0.00000000
-1.91795898,3.91442840,1.66337054,2.07406567,0.31015252,1.60522984,0.03025324,0.09792711,0.22408804,0.00000000
-1.91195598,3.91052246,1.66612056,2.09751704,0.31280169,1.58101518,0.02999694,0.09811271,0.21948207,0.00000000
-1.90595298,3.90951866,1.66874658,2.12077238,0.31547764,1.55994537,0.02986463,0.09820006,0.21524980,0.00000000
-1.89994997,3.91017024,1.67072336,2.14286278,0.31806992,1.54174283,0.02985165,0.09816828,0.21139720,0.00000000
-1.89394697,3.91107581,1.67147387,2.16277212,0.32045551,1.52603143,0.02994911,0.09799403,0.20790906,0.00000000
-1.88794397,3.91072986,1.67039374,2.17947387,0.32250276,1.51235012,0.03014414,0.09765247,0.20475064,0.00000000
-1.88194097,3.90757976,1.66687821,2.19197021,0.32407595,1.50017016,0.03042020,0.09711840,0.20187020,0.00000000
-1.87593797,3.90008620,1.66035032,2.19933157,0.32504030,1.48891502,0.03075758,0.09636747,0.19920213,0.00000000
-1.86993497,3.88678442,1.65028872,2.20073460,0.32526719,1.47798223,0.03113401,0.09537742,0.19667064,0.00000000
-1.86393197,3.86634298,1.63625392,2.19549701,0.32463929,1.46676581,0.03152538,0.09412928,0.19419372,0.00000000
-1.85792896,3.83761755,1.61791145,2.18310728,0.32305535,1.45467843,0.03190655,0.09260843,0.19168725,0.00000000
-1.85192596,3.79969712,1.59505096,2.16324833,0.32043446,1.44117227,0.03225219,0.09080553,0.18906893,0.00000000
-1.84592296,3.75194085,1.56760035,2.13581383,0.31671959,1.42575775,0.03253760,0.08871718,0.18626200,0.00000000
-1.83991996,3.69400405,1.53563429,2.10091668,0.31188018,1.40801942,0.03273955,0.08634640,0.18319853,0.00000000
-1.83391696,3.62585255,1.49937687,2.05888945,0.30591375,1.38762850,0.03283707,0.08370279,0.17982212,0.00000000
-1.82791396,3.54776529,1.45919838,2.01027691,0.29884641,1.36435178,0.03281209,0.08080245,0.17609003,0.00000000
-1.82191096,3.46032544,1.41560654,1.95582121,0.29073235,1.33805675,0.03265000,0.07766762,0.17197458,0.00000000
-1.81590795,3.36440110,1.36923264,1.89644047,0.28165224,1.30871304,0.03234013,0.07432614,0.16746385,0.00000000
-1.80990495,3.26111663,1.32081343,1.83320192,0.27171079,1.27639034,0.03187596,0.07081063,0.16256175,0.00000000
-1.80390195,3.15181653,1.27116955,1.76729080,0.26103346,1.24125329,0.03125531,0.06715758,0.15728737,0.00000000
-1.79789895,3.03802345,1.22118158,1.69997629,0.24976257,1.20355358,0.03048026,0.06340629,0.15167392,0.00000000
-1.79189595,2.92139227,1.17176457,1.63257577,0.23805297,1.16362000,0.02955702,0.05959777,0.14576701,0.00000000
-1.78589295,2.80366227,1.12384217,1.56641885,0.22606748,1.12184682,0.02849557,0.05577364,0.13962277,0.00000000
-1.77988994,2.68660888,1.07832120,1.50281207,0.21397219,1.07868101,0.02730925,0.05197499,0.13330555,0.00000000
-1.77388694,2.57199689,1.03606748,1.44300560,0.20193200,1.03460900,0.02601425,0.04824144,0.12688557,0.00000000
-1.76788394,2.46153622,0.99788356,1.38816252,0.19010633,0.99014312,0.02462897,0.04461018,0.12043653,0.00000000
-1.76188094,2.35684153,0.96448904,1.33933162,0.17864530,0.94580838,0.02317344,0.04111525,0.11403327,0.00000000
-1.75587794,2.25939640,0.93650374,1.29742407,0.16768644,0.90212976,0.02166862,0.03778694,0.10774955,0.00000000
-1.74987494,2.17052278,0.91443412,1.26319439,0.15735200,0.85962023,0.02013583,0.03465133,0.10165612,0.00000000
-1.74387194,2.09135602,0.89866307,1.23722595,0.14774690,0.81876983,0.01859610,0.03173010,0.09581901,0.00000000
-1.73786893,2.02282577,0.88944331,1.21992111,0.13895741,0.78003578,0.01706969,0.02904043,0.09029817,0.00000000
-1.73186593,1.96564271,0.88689415,1.21149603,0.13105047,0.74383378,0.01557561,0.02659510,0.08514647,0.00000000
-1.72586293,1.92029120,0.89100192,1.21198009,0.12407369,0.71053063,0.01413132,0.02440277,0.08040903,0.00000000
-1.71985993,1.88702760,0.90162369,1.22121983,0.11805594,0.68043809,0.01275242,0.02246839,0.07612290,0.00000000
-1.71385693,1.86588415,0.91849426,1.23888729,0.11300847,0.65380807,0.01145257,0.02079373,0.07231716,0.00000000
-1.70785393,1.85667818,0.94123633,1.26449247,0.10892660,0.63082926,0.01024338,0.01937799,0.06901316,0.00000000
-1.70185093,1.85902624,0.96937348,1.29739978,0.10579162,0.61162506,0.00913452,0.01821851,0.06622524,0.00000000
-1.69584792,1.87236297,1.00234572,1.33684803,0.10357317,0.59625304,0.00813383,0.01731154,0.06396150,0.00000000
-1.68984492,1.89596415,1.03952729,1.38197360,0.10223166,0.58470577,0.00724752,0.01665294,0.06222487,0.00000000
-1.68384192,1.92897338,1.08024623,1.43183630,0.10172095,0.57691310,0.00648043,0.01623898,0.06101418,0.00000000
-1.67783892,1.97043184,1.12380512,1.48544721,0.10199088,0.57274595,0.00583631,0.01606702,0.06032540,0.00000000
-1.67183592,2.01931020,1.16950247,1.54179789,0.10298985,0.57202133,0.00531812,0.01613613,0.06015277,0.00000000
-1.66583292,2.07454184,1.21665403,1.59988987,0.10466714,0.57450871,0.00492835,0.01644763,0.06048993,0.00000000
-1.65982991,2.13505632,1.26461311,1.65876381,0.10697499,0.57993748,0.00466925,0.01700550,0.06133088,0.00000000
-1.65382691,2.19981187,1.31278934,1.71752688,0.10987034,0.58800525,0.00454310,0.01781661,0.06267073,0.00000000
-1.64782391,2.26782567,1.36066478,1.77537772,0.11331619,0.59838681,0.00455235,0.01889081,0.06450629,0.00000000
-1.64182091,2.33820081,1.40780693,1.83162766,0.11728245,0.61074346,0.00469976,0.02024085,0.06683627,0.00000000
-1.63581791,2.41014851,1.45387764,1.88571730,0.12174630,0.62473221,0.00498842,0.02188206,0.06966124,0.00000000
-1.62981491,2.48300472,1.49863767,1.93722775,0.12669206,0.64001474,0.00542170,0.02383190,0.07298322,0.00000000
-1.62381191,2.55624006,1.54194637,1.98588575,0.13211051,0.65626551,0.00600314,0.02610926,0.07680503,0.00000000
-1.61780890,2.62946263,1.58375648,2.03156236,0.13799766,0.67317890,0.00673619,0.02873367,0.08112917,0.00000000
-1.61180590,2.70241329,1.62410406,2.07426508,0.14435314,0.69047492,0.00762399,0.03172427,0.08595659,0.00000000
-1.60580290,2.77495358,1.66309412,2.11412380,0.15117815,0.70790340,0.00866897,0.03509875,0.09128515,0.00000000
-1.59979990,2.84704674,1.70088239,2.15137081,0.15847312,0.72524646,0.00987249,0.03887217,0.09710796,0.00000000
-1.59379690,2.91873278,1.73765431,2.18631611,0.16623522,0.74231915,0.01123438,0.04305575,0.10341168,0.00000000
-1.58779390,2.99009882,1.77360220,2.21931897,0.17445573,0.75896852,0.01275249,0.04765573,0.11017484,0.00000000
-1.58179090,3.06124647,1.80890187,2.25075720,0.18311764,0.77507104,0.01442229,0.05267226,0.11736636,0.00000000
-1.57578789,3.13225796,1.84369011,2.28099577,0.19219338,0.79052885,0.01623646,0.05809846,0.12494431,0.00000000
-1.56978489,3.20316320,1.87804407,2.31035639,0.20164297,0.80526502,0.01818455,0.06391965,0.13285509,0.00000000
-1.56378189,3.27390982,1.91196413,2.33908973,0.21141274,0.81921839,0.02025274,0.07011282,0.14103300,0.00000000
-1.55777889,3.34433818,1.94536104,2.36735198,0.22143469,0.83233830,0.02242373,0.07664640,0.14940049,0.00000000
-1.55177589,3.41416310,1.97804844,2.39518690,0.23162648,0.84457973,0.02467669,0.08348024,0.15786895,0.00000000
-1.54577289,3.48296392,2.00974113,2.42251475,0.24189242,0.85589925,0.02698746,0.09056606,0.16634010,0.00000000
