energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90995498,2.36072923,-2.36072923,0.43328008,-0.43328008,1.57406213,-1.57406213,0.00673121,-0.00673121,0.06106784,-0.06106784,0.20286940,-0.20286940,0.23369934,-0.23369934,0.00218082,-0.00218082,0.45647647,-0.45647647
-5.90395198,2.34613124,-2.34613124,0.43157826,-0.43157826,1.55469512,-1.55469512,0.00644983,-0.00644983,0.06404000,-0.06404000,0.19804294,-0.19804294,0.23806481,-0.23806481,0.00229409,-0.00229409,0.45541328,-0.45541328
-5.89794897,2.33826322,-2.33826322,0.43039521,-0.43039521,1.54095617,-1.54095617,0.00616308,-0.00616308,0.06727448,-0.06727448,0.19357070,-0.19357070,0.24275526,-0.24275526,0.00243953,-0.00243953,0.45472461,-0.45472461
-5.89194597,2.33662230,-2.33662230,0.42969204,-0.42969204,1.53236624,-1.53236624,0.00587430,-0.00587430,0.07075079,-0.07075079,0.18951983,-0.18951983,0.24774292,-0.24774293,0.00261978,-0.00261978,0.45441340,-0.45441340
-5.88594297,2.34069880,-2.34069880,0.42942518,-0.42942518,1.52843640,-1.52843640,0.00558664,-0.00558664,0.07444590,-0.07444590,0.18595972,-0.18595972,0.25299767,-0.25299767,0.00283771,-0.00283771,0.45449102,-0.45449102
-5.87993997,2.34997922,-2.34997922,0.42954835,-0.42954835,1.52867459,-1.52867459,0.00530302,-0.00530302,0.07833443,-0.07833443,0.18295969,-0.18295969,0.25848582,-0.25848582,0.00309639,-0.00309639,0.45497376,-0.45497376
-5.87393697,2.36394972,-2.36394972,0.43001548,-0.43001548,1.53259229,-1.53259229,0.00502599,-0.00502599,0.08238879,-0.08238879,0.18058667,-0.18058667,0.26416908,-0.26416908,0.00339902,-0.00339902,0.45587917,-0.45587917
-5.86793397,2.38210036,-2.38210036,0.43078413,-0.43078413,1.53971137,-1.53971137,0.00475777,-0.00475777,0.08657962,-0.08657962,0.17890341,-0.17890341,0.27000383,-0.27000383,0.00374892,-0.00374892,0.45722257,-0.45722257
-5.86193097,2.40393054,-2.40393054,0.43181956,-0.43181956,1.54957120,-1.54957120,0.00450016,-0.00450016,0.09087632,-0.09087632,0.17796682,-0.17796682,0.27594089,-0.27594089,0.00414941,-0.00414941,0.45901386,-0.45901386
-5.85592796,2.42895561,-2.42895561,0.43309894,-0.43309894,1.56173593,-1.56173593,0.00425458,-0.00425458,0.09524769,-0.09524769,0.17782691,-0.17782691,0.28192558,-0.28192558,0.00460375,-0.00460375,0.46125487,-0.46125487
-5.84992496,2.45671462,-2.45671462,0.43461561,-0.43461561,1.57580185,-1.57580185,0.00402205,-0.00402205,0.09966279,-0.09966279,0.17852603,-0.17852603,0.28789851,-0.28789851,0.00511510,-0.00511510,0.46393724,-0.46393724
-5.84392196,2.48677875,-2.48677875,0.43638298,-0.43638298,1.59140453,-1.59140453,0.00380328,-0.00380328,0.10409183,-0.10409183,0.18009858,-0.18009858,0.29379667,-0.29379667,0.00568634,-0.00568634,0.46704113,-0.46704113
-5.83791896,2.51876007,-2.51876007,0.43843781,-0.43843781,1.60822538,-1.60822538,0.00359861,-0.00359861,0.10850716,-0.10850716,0.18257106,-0.18257106,0.29955515,-0.29955515,0.00632005,-0.00632005,0.47053459,-0.47053459
-5.83191596,2.55231989,-2.55231989,0.44084253,-0.44084253,1.62599726,-1.62599726,0.00340816,-0.00340816,0.11288427,-0.11288427,0.18596240,-0.18596240,0.30510911,-0.30510911,0.00701838,-0.00701838,0.47437368,-0.47437368
-5.82591296,2.58717620,-2.58717620,0.44368636,-0.44368636,1.64450864,-1.64450864,0.00323182,-0.00323182,0.11720280,-0.11720280,0.19028455,-0.19028455,0.31039615,-0.31039615,0.00778297,-0.00778297,0.47850328,-0.47850328
-5.81990995,2.62310927,-2.62310927,0.44708513,-0.44708513,1.66360603,-1.66360603,0.00306930,-0.00306930,0.12144742,-0.12144742,0.19554308,-0.19554308,0.31535877,-0.31535877,0.00861483,-0.00861483,0.48285852,-0.48285852
-5.81390695,2.65996503,-2.65996502,0.45117947,-0.45117947,1.68319415,-1.68319415,0.00292019,-0.00292019,0.12560855,-0.12560855,0.20173791,-0.20173791,0.31994686,-0.31994686,0.00951431,-0.00951431,0.48736666,-0.48736665
-5.80790395,2.69765548,-2.69765548,0.45613149,-0.45613148,1.70323386,-1.70323386,0.00278402,-0.00278402,0.12968288,-0.12968288,0.20886386,-0.20886386,0.32412011,-0.32412011,0.01048100,-0.01048100,0.49194932,-0.49194932
-5.80190095,2.73615590,-2.73615590,0.46211990,-0.46211990,1.72373742,-1.72373742,0.00266025,-0.00266025,0.13367364,-0.13367364,0.21691103,-0.21691103,0.32785001,-0.32785001,0.01151372,-0.01151372,0.49652495,-0.49652495
-5.79589795,2.77549847,-2.77549846,0.46933376,-0.46933376,1.74476132,-1.74476132,0.00254832,-0.00254832,0.13759057,-0.13759057,0.22586500,-0.22586500,0.33112157,-0.33112157,0.01261046,-0.01261046,0.50101127,-0.50101127
-5.78989495,2.81576246,-2.81576245,0.47796497,-0.47796497,1.76639675,-1.76639675,0.00244769,-0.00244769,0.14144949,-0.14144948,0.23570661,-0.23570661,0.33393432,-0.33393432,0.01376840,-0.01376840,0.50532770,-0.50532770
-5.78389195,2.85706117,-2.85706116,0.48819983,-0.48819983,1.78875801,-1.78875801,0.00235782,-0.00235782,0.14527159,-0.14527159,0.24641155,-0.24641155,0.33630280,-0.33630280,0.01498391,-0.01498391,0.50939743,-0.50939743
-5.77788894,2.89952598,-2.89952598,0.50021004,-0.50021004,1.81196930,-1.81196930,0.00227820,-0.00227820,0.14908241,-0.14908241,0.25794956,-0.25794956,0.33825623,-0.33825623,0.01625263,-0.01625263,0.51314931,-0.51314931
-5.77188594,2.94328830,-2.94328830,0.51414352,-0.51414352,1.83615052,-1.83615052,0.00220835,-0.00220835,0.15291044,-0.15291044,0.27028340,-0.27028340,0.33983757,-0.33983757,0.01756947,-0.01756947,0.51651915,-0.51651915
-5.76588294,2.98846017,-2.98846017,0.53011542,-0.53011542,1.86140267,-1.86140267,0.00214782,-0.00214782,0.15678551,-0.15678551,0.28336759,-0.28336759,0.34110174,-0.34110174,0.01892876,-0.01892876,0.51945070,-0.51945070
-5.75987994,3.03511448,-3.03511448,0.54819980,-0.54819980,1.88779364,-1.88779364,0.00209620,-0.00209620,0.16073703,-0.16073703,0.29714716,-0.29714716,0.34211326,-0.34211326,0.02032428,-0.02032428,0.52189607,-0.52189607
-5.75387694,3.08326606,-3.08326605,0.56842242,-0.56842242,1.91534515,-1.91534515,0.00205309,-0.00205309,0.16479208,-0.16479208,0.31155626,-0.31155626,0.34294339,-0.34294339,0.02174938,-0.02174938,0.52381564,-0.52381564
-5.74787394,3.13285443,-3.13285442,0.59075501,-0.59075501,1.94402145,-1.94402145,0.00201814,-0.00201814,0.16897355,-0.16897355,0.32651710,-0.32651710,0.34366676,-0.34366676,0.02319710,-0.02319710,0.52517771,-0.52517771
-5.74187094,3.18372965,-3.18372965,0.61511128,-0.61511127,1.97372069,-1.97372069,0.00199102,-0.00199102,0.17329832,-0.17329832,0.34193909,-0.34193909,0.34435779,-0.34435779,0.02466025,-0.02466025,0.52595769,-0.52595769
-5.73586793,3.23564202,-3.23564201,0.64134511,-0.64134510,2.00426934,-2.00426933,0.00197141,-0.00197141,0.17777571,-0.17777570,0.35771843,-0.35771843,0.34508712,-0.34508712,0.02613151,-0.02613151,0.52613709,-0.52613709
-5.72986493,3.28823646,-3.28823645,0.66925094,-0.66925094,2.03542017,-2.03542017,0.00195906,-0.00195906,0.18240617,-0.18240616,0.37373826,-0.37373826,0.34591802,-0.34591802,0.02760350,-0.02760350,0.52570248,-0.52570248
-5.72386193,3.34105240,-3.34105240,0.69856655,-0.69856655,2.06685420,-2.06685420,0.00195370,-0.00195370,0.18718039,-0.18718039,0.38986949,-0.38986949,0.34690321,-0.34690321,0.02906890,-0.02906890,0.52464436,-0.52464436
-5.71785893,3.39352932,-3.39352932,0.72897811,-0.72897811,2.09818645,-2.09818645,0.00195514,-0.00195514,0.19207887,-0.19207887,0.40597229,-0.40597229,0.34808211,-0.34808211,0.03052040,-0.03052040,0.52295618,-0.52295618
-5.71185593,3.44501809,-3.44501808,0.76012746,-0.76012746,2.12897568,-2.12897568,0.00196318,-0.00196318,0.19707188,-0.19707188,0.42189831,-0.42189831,0.34947877,-0.34947877,0.03195084,-0.03195084,0.52063365,-0.52063365
-5.70585293,3.49479794,-3.49479794,0.79162142,-0.79162142,2.15873758,-2.15873758,0.00197771,-0.00197771,0.20212010,-0.20212010,0.43749365,-0.43749365,0.35110052,-0.35110052,0.03335312,-0.03335312,0.51767427,-0.51767427
-5.69984992,3.54209853,-3.54209852,0.82304259,-0.82304259,2.18696108,-2.18696108,0.00199860,-0.00199860,0.20717560,-0.20717560,0.45260240,-0.45260240,0.35293747,-0.35293747,0.03472029,-0.03472029,0.51407728,-0.51407728
-5.69384692,3.58612613,-3.58612613,0.85396155,-0.85396155,2.21312699,-2.21312699,0.00202582,-0.00202582,0.21218344,-0.21218344,0.46707073,-0.46707073,0.35496295,-0.35496295,0.03604545,-0.03604545,0.50984396,-0.50984396
-5.68784392,3.62609318,-3.62609318,0.88394968,-0.88394967,2.23672827,-2.23672827,0.00205934,-0.00205934,0.21708360,-0.21708360,0.48075136,-0.48075136,0.35713484,-0.35713484,0.03732177,-0.03732177,0.50497834,-0.50497834
-5.68184092,3.66124964,-3.66124963,0.91259225,-0.91259225,2.25729094,-2.25729094,0.00209921,-0.00209921,0.22181327,-0.22181327,0.49350816,-0.49350816,0.35939773,-0.35939773,0.03854243,-0.03854243,0.49948823,-0.49948823
-5.67583792,3.69091500,-3.69091500,0.93950131,-0.93950131,2.27439480,-2.27439480,0.00214550,-0.00214550,0.22630942,-0.22630942,0.50522072,-0.50522072,0.36168593,-0.36168593,0.03970064,-0.03970064,0.49338650,-0.49338650
-5.66983492,3.71450943,-3.71450943,0.96432763,-0.96432763,2.28769286,-2.28769286,0.00219836,-0.00219836,0.23051147,-0.23051147,0.51578870,-0.51578870,0.36392709,-0.36392709,0.04078959,-0.04078959,0.48669258,-0.48669258
-5.66383192,3.73158259,-3.73158259,0.98677149,-0.98677149,2.29692879,-2.29692879,0.00225796,-0.00225796,0.23436400,-0.23436400,0.52513569,-0.52513569,0.36604638,-0.36604638,0.04180245,-0.04180245,0.47943399,-0.47943399
-5.65782891,3.74183891,-3.74183891,1.00659160,-1.00659160,2.30195137,-2.30195137,0.00232454,-0.00232454,0.23781937,-0.23781937,0.53321233,-0.53321233,0.36797098,-0.36797098,0.04273243,-0.04273243,0.47164780,-0.47164780
-5.65182591,3.74515804,-3.74515804,1.02361213,-1.02361213,2.30272545,-2.30272545,0.00239840,-0.00239840,0.24084010,-0.24084010,0.53999871,-0.53999871,0.36963467,-0.36963467,0.04357284,-0.04357284,0.46338194,-0.46338194
-5.64582291,3.74160956,-3.74160956,1.03772734,-1.03772734,2.29933884,-2.29933884,0.00247987,-0.00247987,0.24340094,-0.24340093,0.54550565,-0.54550565,0.37098239,-0.37098239,0.04431716,-0.04431716,0.45469623,-0.45469623
-5.63981991,3.73146132,-3.73146132,1.04890374,-1.04890374,2.29200485,-2.29200485,0.00256933,-0.00256933,0.24549052,-0.24549052,0.54977497,-0.54977497,0.37197446,-0.37197446,0.04495918,-0.04495918,0.44566291,-0.44566291
-5.63381691,3.71518073,-3.71518073,1.05717989,-1.05717989,2.28106033,-2.28106033,0.00266720,-0.00266720,0.24711255,-0.24711255,0.55287861,-0.55287861,0.37259027,-0.37259027,0.04549315,-0.04549315,0.43636686,-0.43636686
-5.62781391,3.69342920,-3.69342920,1.06266366,-1.06266366,2.26695932,-2.26695932,0.00277394,-0.00277394,0.24828639,-0.24828639,0.55491665,-0.55491665,0.37283133,-0.37283133,0.04591399,-0.04591399,0.42690513,-0.42690513
-5.62181091,3.66704951,-3.66704951,1.06552737,-1.06552737,2.25026250,-2.25026250,0.00289002,-0.00289002,0.24904713,-0.24904712,0.55601427,-0.55601427,0.37272335,-0.37272335,0.04621749,-0.04621749,0.41738597,-0.41738597
-5.61580790,3.63704675,-3.63704675,1.06600085,-1.06600085,2.23162296,-2.23162296,0.00301590,-0.00301590,0.24944497,-0.24944497,0.55631776,-0.55631776,0.37231734,-0.37231734,0.04640053,-0.04640053,0.40792731,-0.40792731
-5.60980490,3.60456330,-3.60456330,1.06436294,-1.06436294,2.21176861,-2.21176861,0.00315205,-0.00315205,0.24954413,-0.24954413,0.55598977,-0.55598977,0.37168959,-0.37168959,0.04646128,-0.04646128,0.39865467,-0.39865467
-5.60380190,3.57084872,-3.57084872,1.06093159,-1.06093159,2.19148210,-2.19148210,0.00329885,-0.00329885,0.24942107,-0.24942107,0.55520386,-0.55520386,0.37094043,-0.37094043,0.04639945,-0.04639945,0.38969859,-0.38969859
-5.59779890,3.53722543,-3.53722544,1.05605314,-1.05605314,2.17157870,-2.17157870,0.00345664,-0.00345664,0.24916232,-0.24916232,0.55413876,-0.55413876,0.37019183,-0.37019184,0.04621646,-0.04621646,0.38119163,-0.38119163
-5.59179590,3.50505135,-3.50505135,1.05009108,-1.05009108,2.15288296,-2.15288296,0.00362564,-0.00362564,0.24886171,-0.24886171,0.55297234,-0.55297234,0.36958377,-0.36958377,0.04591557,-0.04591557,0.37326505,-0.37326505
-5.58579290,3.47568042,-3.47568042,1.04341463,-1.04341463,2.13620492,-2.13620492,0.00380592,-0.00380592,0.24861738,-0.24861738,0.55187565,-0.55187565,0.36926958,-0.36926958,0.04550197,-0.04550197,0.36604533,-0.36604533
-5.57978989,3.45042244,-3.45042244,1.03638771,-1.03638771,2.12231641,-2.12231641,0.00399739,-0.00399739,0.24852838,-0.24852838,0.55100720,-0.55100719,0.36941030,-0.36941030,0.04498282,-0.04498282,0.35965048,-0.35965048
-5.57378689,3.43050310,-3.43050310,1.02935831,-1.02935831,2.11192818,-2.11192818,0.00419976,-0.00419976,0.24869119,-0.24869119,0.55050762,-0.55050762,0.37016835,-0.37016835,0.04436720,-0.04436720,0.35418643,-0.35418643
-5.56778389,3.41702557,-3.41702557,1.02264888,-1.02264888,2.10566857,-2.10566857,0.00441250,-0.00441250,0.24919605,-0.24919605,0.55049504,-0.55049504,0.37170054,-0.37170054,0.04366596,-0.04366596,0.34974362,-0.34974362
-5.56178089,3.41093463,-3.41093463,1.01654771,-1.01654771,2.10406411,-2.10406411,0.00463486,-0.00463486,0.25012347,-0.25012347,0.55106110,-0.55106110,0.37415094,-0.37415094,0.04289152,-0.04289152,0.34639370,-0.34639370
-5.55577789,3.41298450,-3.41298450,1.01130162,-1.01130162,2.10752272,-2.10752272,0.00486581,-0.00486581,0.25154077,-0.25154077,0.55226793,-0.55226793,0.37764364,-0.37764364,0.04205759,-0.04205759,0.34418679,-0.34418679
-5.54977489,3.42371141,-3.42371141,1.00711009,-1.00711009,2.11631995,-2.11631995,0.00510410,-0.00510410,0.25349903,-0.25349903,0.55414608,-0.55414608,0.38227595,-0.38227595,0.04117882,-0.04117882,0.34314908,-0.34314908
-5.54377189,3.44341181,-3.44341181,1.00412087,-1.00412087,2.13058870,-2.13058870,0.00534824,-0.00534824,0.25603031,-0.25603031,0.55669343,-0.55669343,0.38811215,-0.38811215,0.04027038,-0.04027038,0.34328116,-0.34328116
-5.53776888,3.47212718,-3.47212718,1.00242723,-1.00242723,2.15031285,-2.15031285,0.00559656,-0.00559656,0.25914550,-0.25914550,0.55987527,-0.55987527,0.39517819,-0.39517819,0.03934749,-0.03934749,0.34455695,-0.34455695
-5.53176588,3.50963615,-3.50963615,1.00206682,-1.00206682,2.17532505,-2.17532505,0.00584724,-0.00584724,0.26283272,-0.26283272,0.56362529,-0.56362529,0.40345767,-0.40345767,0.03842501,-0.03842501,0.34692342,-0.34692342
-5.52576288,3.55545464,-3.55545464,1.00302212,-1.00302212,2.20530910,-2.20530910,0.00609838,-0.00609838,0.26705644,-0.26705644,0.56784775,-0.56784774,0.41288918,-0.41288918,0.03751691,-0.03751691,0.35030122,-0.35030122
-5.51975988,3.60884450,-3.60884450,1.00522260,-1.00522260,2.23980691,-2.23980691,0.00634809,-0.00634809,0.27175745,-0.27175745,0.57242051,-0.57242050,0.42336545,-0.42336545,0.03663588,-0.03663588,0.35458605,-0.35458605
-5.51375688,3.66883080,-3.66883080,1.00854840,-1.00854840,2.27823038,-2.27823038,0.00659455,-0.00659455,0.27685351,-0.27685351,0.57719906,-0.57719906,0.43473419,-0.43473419,0.03579291,-0.03579291,0.35965104,-0.35965103
-5.50775388,3.73422789,-3.73422789,1.01283551,-1.01283551,2.31987791,-2.31987791,0.00683614,-0.00683614,0.28224106,-0.28224106,0.58202131,-0.58202131,0.44680088,-0.44680088,0.03499698,-0.03499698,0.36534991,-0.36534991
-5.50175088,3.80367384,-3.80367384,1.01788248,-1.01788248,2.36395544,-2.36395544,0.00707152,-0.00707152,0.28779762,-0.28779762,0.58671307,-0.58671306,0.45933341,-0.45933341,0.03425485,-0.03425485,0.37152108,-0.37152108
-5.49574787,3.87567257,-3.87567257,1.02345823,-1.02345823,2.40960167,-2.40960167,0.00729977,-0.00729977,0.29338506,-0.29338506,0.59109406,-0.59109406,0.47206847,-0.47206847,0.03357088,-0.03357088,0.37799235,-0.37799235
-5.48974487,3.94864267,-3.94864267,1.02931112,-1.02931112,2.45591676,-2.45591676,0.00752042,-0.00752042,0.29885363,-0.29885363,0.59498437,-0.59498436,0.48471954,-0.48471954,0.03294704,-0.03294704,0.38458638,-0.38458638
-5.48374187,4.02097151,-4.02097151,1.03517881,-1.03517881,2.50199375,-2.50199375,0.00773362,-0.00773362,0.30404658,-0.30404658,0.59821102,-0.59821101,0.49698621,-0.49698621,0.03238300,-0.03238300,0.39112650,-0.39112650
-5.47773887,4.09107278,-4.09107278,1.04079867,-1.04079867,2.54695162,-2.54695162,0.00794014,-0.00794014,0.30880526,-0.30880526,0.60061460,-0.60061460,0.50856440,-0.50856440,0.03187631,-0.03187631,0.39744288,-0.39744288
-5.47173587,4.15744535,-4.15744535,1.04591854,-1.04591854,2.58996888,-2.58996888,0.00814147,-0.00814147,0.31297452,-0.31297452,0.60205564,-0.60205564,0.51915727,-0.51915727,0.03142266,-0.03142266,0.40337865,-0.40337865
-5.46573287,4.21873112,-4.21873112,1.05030730,-1.05030730,2.63031614,-2.63031614,0.00833982,-0.00833982,0.31640826,-0.31640826,0.60242057,-0.60242057,0.52848612,-0.52848612,0.03101629,-0.03101629,0.40879589,-0.40879589
-5.45972986,4.27376927,-4.27376927,1.05376490,-1.05376490,2.66738633,-2.66738633,0.00853815,-0.00853815,0.31897473,-0.31897473,0.60162693,-0.60162693,0.53630098,-0.53630098,0.03065037,-0.03065037,0.41358109,-0.41358109
-5.45372686,4.32164436,-4.32164436,1.05613144,-1.05613144,2.70072107,-2.70072107,0.00874006,-0.00874006,0.32056167,-0.32056167,0.59962780,-0.59962780,0.54239039,-0.54239039,0.03031746,-0.03031746,0.41764988,-0.41764988
-5.44772386,4.36172572,-4.36172572,1.05729486,-1.05729486,2.73003153,-2.73003153,0.00894977,-0.00894977,0.32108074,-0.32108074,0.59641502,-0.59641502,0.54658987,-0.54658987,0.03000996,-0.03000996,0.42095078,-0.42095078
-5.44172086,4.39369591,-4.39369591,1.05719673,-1.05719673,2.75521276,-2.75521276,0.00917201,-0.00917201,0.32047127,-0.32047127,0.59202113,-0.59202113,0.54878865,-0.54878865,0.02972055,-0.02972055,0.42346769,-0.42346769
-5.43571786,4.41756646,-4.41756646,1.05583595,-1.05583595,2.77635018,-2.77635018,0.00941180,-0.00941180,0.31870303,-0.31870303,0.58651991,-0.58651991,0.54893451,-0.54893451,0.02944256,-0.02944256,0.42522103,-0.42522103
-5.42971486,4.43367934,-4.43367934,1.05326991,-1.05326991,2.79371751,-2.79371751,0.00967434,-0.00967434,0.31577796,-0.31577796,0.58002531,-0.58002531,0.54703621,-0.54703621,0.02917030,-0.02917030,0.42626725,-0.42626725
-5.42371186,4.44269380,-4.44269380,1.04961296,-1.04961296,2.80776587,-2.80776587,0.00996475,-0.00996475,0.31173070,-0.31173070,0.57268884,-0.57268884,0.54316366,-0.54316367,0.02889926,-0.02889926,0.42669689,-0.42669689
-5.41770885,4.44555821,-4.44555821,1.04503214,-1.04503214,2.81910398,-2.81910398,0.01028784,-0.01028784,0.30662797,-0.30662797,0.56469538,-0.56469538,0.53744567,-0.53744567,0.02862631,-0.02862631,0.42663095,-0.42663095
-5.41170585,4.44346807,-4.44346807,1.03974023,-1.03974023,2.82847007,-2.82847007,0.01064786,-0.01064786,0.30056667,-0.30056667,0.55625748,-0.55625748,0.53006532,-0.53006532,0.02834964,-0.02834964,0.42621586,-0.42621585
-5.40570285,4.43781161,-4.43781161,1.03398627,-1.03398627,2.83669657,-2.83669657,0.01104824,-0.01104824,0.29367097,-0.29367097,0.54760841,-0.54760842,0.52125341,-0.52125341,0.02806876,-0.02806876,0.42561712,-0.42561711
-5.39969985,4.43010524,-4.43010524,1.02804395,-1.02804395,2.84466892,-2.84466892,0.01149133,-0.01149133,0.28608837,-0.28608837,0.53899414,-0.53899414,0.51128002,-0.51128002,0.02778433,-0.02778433,0.42501196,-0.42501196
-5.39369685,4.42192193,-4.42192193,1.02219834,-1.02219834,2.85328052,-2.85328052,0.01197820,-0.01197820,0.27798491,-0.27798491,0.53066445,-0.53066445,0.50044480,-0.50044480,0.02749788,-0.02749788,0.42458127,-0.42458127
-5.38769385,4.41481573,-4.41481573,1.01673149,-1.01673149,2.86338582,-2.86338582,0.01250840,-0.01250840,0.26953987,-0.26953986,0.52286377,-0.52286377,0.48906639,-0.48906639,0.02721157,-0.02721157,0.42450116,-0.42450116
-5.38169085,4.41024632,-4.41024632,1.01190770,-1.01190770,2.87575404,-2.87575404,0.01307984,-0.01307984,0.26093996,-0.26093996,0.51582189,-0.51582189,0.47747135,-0.47747135,0.02692780,-0.02692780,0.42493463,-0.42493463
-5.37568784,4.40950719,-4.40950719,1.00795902,-1.00795902,2.89102570,-2.89102570,0.01368870,-0.01368870,0.25237354,-0.25237354,0.50974504,-0.50974504,0.46598328,-0.46598328,0.02664891,-0.02664891,0.42602368,-0.42602368
-5.36968484,4.41366114,-4.41366114,1.00507189,-1.00507189,2.90967452,-2.90967452,0.01432936,-0.01432936,0.24402483,-0.24402483,0.50480775,-0.50480775,0.45491249,-0.45491249,0.02637683,-0.02637683,0.42788227,-0.42788227
-5.36368184,4.42348650,-4.42348650,1.00337554,-1.00337554,2.93197646,-2.93197646,0.01499448,-0.01499448,0.23606850,-0.23606850,0.50114588,-0.50114588,0.44454664,-0.44454664,0.02611277,-0.02611277,0.43059053,-0.43059053
-5.35767884,4.43943660,-4.43943660,1.00293272,-1.00293272,2.95798792,-2.95798792,0.01567509,-0.01567509,0.22866481,-0.22866481,0.49885105,-0.49885105,0.43514273,-0.43514273,0.02585703,-0.02585703,0.43419043,-0.43419043
-5.35167584,4.46161469,-4.46161469,1.00373346,-1.00373346,2.98753403,-2.98753403,0.01636081,-0.01636081,0.22195548,-0.22195548,0.49796686,-0.49796686,0.42692068,-0.42692068,0.02560876,-0.02560876,0.43868315,-0.43868315
-5.34567284,4.48976543,-4.48976543,1.00569205,-1.00569205,3.02020808,-3.02020808,0.01704008,-0.01704008,0.21606032,-0.21606032,0.49848694,-0.49848695,0.42005865,-0.42005865,0.02536594,-0.02536594,0.44402839,-0.44402839
