energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,4.41904901,1.45376417,0.00000000,3.29393189,2.05772990,0.02627670,1.10848908
-5.99399700,4.52365911,1.48636754,0.00000000,3.34814295,2.12325127,0.02707116,1.13417713
-5.98799400,4.62960564,1.51924226,0.00000000,3.40257766,2.18906078,0.02787477,1.16047667
-5.98199100,4.73537688,1.55194332,0.00000000,3.45624720,2.25434034,0.02867661,1.18697267
-5.97598799,4.83930898,1.58397670,0.00000000,3.50809970,2.31820254,0.02946474,1.21321235
-5.96998499,4.93963831,1.61481515,0.00000000,3.55706209,2.37971643,0.03022635,1.23871980
-5.96398199,5.03456068,1.64391611,0.00000000,3.60208489,2.43793651,0.03094799,1.26301228
-5.95797899,5.12229476,1.67074093,0.00000000,3.64218730,2.49193382,0.03161594,1.28561765
-5.95197599,5.20114692,1.69477440,0.00000000,3.67650038,2.54082765,0.03221651,1.30609189
-5.94597299,5.26957426,1.71554390,0.00000000,3.70430594,2.58381662,0.03273650,1.32403600
-5.93996998,5.32624321,1.73263707,0.00000000,3.72506906,2.62020763,0.03316358,1.33911142
-5.93396698,5.37008076,1.74571736,0.00000000,3.73846256,2.64944152,0.03348679,1.35105332
-5.92796398,5.40031621,1.75453674,0.00000000,3.74438219,2.67111426,0.03369691,1.35968098
-5.92196098,5.41651158,1.75894507,0.00000000,3.74295189,2.68499278,0.03378686,1.36490492
-5.91595798,5.41857952,1.75889575,0.00000000,3.73451892,2.69102485,0.03375200,1.36673050
-5.90995498,5.40678803,1.75444755,0.00000000,3.71963937,2.68934252,0.03359042,1.36525782
-5.90395198,5.38175230,1.74576257,0.00000000,3.69905496,2.68025930,0.03330304,1.36067796
-5.89794897,5.34441407,1.73310066,0.00000000,3.67366263,2.66426099,0.03289373,1.35326600
-5.89194597,5.29600999,1.71681049,0.00000000,3.64447861,2.64199104,0.03236922,1.34337103
-5.88594297,5.23803060,1.69731799,0.00000000,3.61259899,2.61423079,0.03173896,1.33140389
-5.87993997,5.17217202,1.67511249,0.00000000,3.57915896,2.58187581,0.03101494,1.31782307
-5.87393697,5.10028261,1.65073149,0.00000000,3.54529272,2.54590930,0.03021132,1.30311965
-5.86793397,5.02430705,1.62474457,0.00000000,3.51209596,2.50737363,0.02934406,1.28780185
-5.86193097,4.94623015,1.59773715,0.00000000,3.48059270,2.46734126,0.02843048,1.27237989
-5.85592796,4.86802261,1.57029480,0.00000000,3.45170772,2.42688612,0.02748880,1.25735168
-5.84992496,4.79159065,1.54298862,0.00000000,3.42624538,2.38705646,0.02653765,1.24319000
-5.84392196,4.71873100,1.51636219,0.00000000,3.40487555,2.34885005,0.02559553,1.23033128
-5.83791896,4.65109267,1.49092043,0.00000000,3.38812638,2.31319249,0.02468041,1.21916645
-5.83191596,4.59014590,1.46712058,0.00000000,3.37638367,2.28091902,0.02380922,1.21003381
-5.82591296,4.53715894,1.44536553,0.00000000,3.36989603,2.25276031,0.02299747,1.20321399
-5.81990995,4.49318229,1.42599937,0.00000000,3.36878474,2.22933216,0.02225889,1.19892681
-5.81390695,4.45904015,1.40930513,0.00000000,3.37305707,2.21112916,0.02160516,1.19732985
-5.80790395,4.43532828,1.39550436,0.00000000,3.38262164,2.19852196,0.02104561,1.19851846
-5.80190095,4.42241722,1.38475849,0.00000000,3.39730452,2.19175787,0.02058712,1.20252696
