energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.71785893,9.65524091,0.02624005,1.13799894,1.12747191,0.00000000,4.73256765,4.25628835,0.12209696,2.82260397
-5.71185593,9.62949552,0.02721104,1.12063110,1.13535137,0.00000000,4.71193564,4.22490707,0.12471121,2.84284484
-5.70585293,9.59963153,0.02823190,1.10274757,1.14082049,0.00000000,4.68314570,4.19376398,0.12734034,2.86092424
-5.69984992,9.56185724,0.02928122,1.08409318,1.14343082,0.00000000,4.64499051,4.16111720,0.12991905,2.87557130
-5.69384692,9.51254099,0.03033519,1.06442118,1.14278574,0.00000000,4.59645708,4.12528572,0.13237923,2.88556547
-5.68784392,9.44835169,0.03136837,1.04350529,1.13855687,0.00000000,4.53676467,4.08471578,0.13465217,2.88978209
-5.68184092,9.36638378,0.03235442,1.02115053,1.13049806,0.00000000,4.46539330,4.03803954,0.13667085,2.88723361
-5.67583792,9.26426213,0.03326692,0.99720242,1.11845635,0.00000000,4.38210236,3.98412405,0.13837214,2.87710478
-5.66983492,9.14022364,0.03408027,0.97155429,1.10237942,0.00000000,4.28693863,3.92210917,0.13969884,2.85878056
-5.66383192,8.99317350,0.03477047,0.94415263,1.08231921,0.00000000,4.18023406,3.85143356,0.14060156,2.83186597
-5.65782891,8.82271510,0.03531595,0.91500034,1.05843173,0.00000000,4.06259345,3.77184850,0.14104025,2.79619719
-5.65182591,8.62915383,0.03569828,0.88415790,1.03097291,0.00000000,3.93487328,3.68341968,0.14098540,2.75184396
-5.64582291,8.41347606,0.03590279,0.85174258,1.00029106,0.00000000,3.79815279,3.58651775,0.14041886,2.69910355
-5.63981991,8.17730562,0.03591905,0.81792576,0.96681613,0.00000000,3.65369882,3.48179862,0.13933432,2.63848699
-5.63381691,7.92284061,0.03574124,0.78292865,0.93104641,0.00000000,3.50292622,3.37017514,0.13773730,2.57069846
-5.62781391,7.65277445,0.03536827,0.74701655,0.89353336,0.00000000,3.34735556,3.25278161,0.13564477,2.49660915
-5.62181091,7.37020486,0.03480386,0.71049192,0.85486521,0.00000000,3.18857003,3.13093313,0.13308447,2.41722695
-5.61580790,7.07853510,0.03405634,0.67368670,0.81565011,0.00000000,3.02817304,3.00608146,0.13009376,2.33366333
-5.60980490,6.78137151,0.03313840,0.63695382,0.77649946,0.00000000,2.86774833,2.87976942,0.12671838,2.24709906
-5.60380190,6.48242117,0.03206658,0.60065856,0.73801213,0.00000000,2.70882359,2.75358536,0.12301078,2.15874996
-5.59779890,6.18539331,0.03086079,0.56516974,0.70075994,0.00000000,2.55283882,2.62911926,0.11902847,2.06983410
-5.59179590,5.89390737,0.02954362,0.53085114,0.66527514,0.00000000,2.40111998,2.50792189,0.11483216,1.98154135
-5.58579290,5.61141027,0.02813961,0.49805334,0.63203979,0.00000000,2.25485849,2.39146801,0.11048397,1.89500637
-5.57978989,5.34110465,0.02667456,0.46710618,0.60147754,0.00000000,2.11509653,2.28112437,0.10604560,1.81128536
-5.57378689,5.08588941,0.02517477,0.43831203,0.57394775,0.00000000,1.98271803,2.17812324,0.10157667,1.73133727
-5.56778389,4.84831318,0.02366628,0.41194001,0.54974184,0.00000000,1.85844508,2.08354168,0.09713319,1.65600932
-5.56178089,4.63054081,0.02217426,0.38822132,0.52908178,0.00000000,1.74283903,1.99828659,0.09276625,1.58602697
-5.55577789,4.43433274,0.02072238,0.36734565,0.51212050,0.00000000,1.63630566,1.92308565,0.08852092,1.52198813
-5.54977489,4.26103625,0.01933230,0.34945883,0.49894397,0.00000000,1.53910378,1.85848364,0.08443544,1.46436104
-5.54377189,4.11158783,0.01802326,0.33466164,0.48957454,0.00000000,1.45135630,1.80484391,0.08054070,1.41348571
-5.53776888,3.98652531,0.01681178,0.32300979,0.48397545,0.00000000,1.37306309,1.76235446,0.07685997,1.36957806
-5.53176588,3.88600836,0.01571142,0.31451494,0.48205593,0.00000000,1.30411503,1.73103793,0.07340894,1.33273654
-5.52576288,3.80984590,0.01473272,0.30914669,0.48367697,0.00000000,1.24430842,1.71076497,0.07019598,1.30295054
-5.51975988,3.75752897,0.01388314,0.30683547,0.48865721,0.00000000,1.19335943,1.70127022,0.06722268,1.28011016
-5.51375688,3.72826745,0.01316716,0.30747593,0.49677902,0.00000000,1.15091793,1.70217019,0.06448457,1.26401697
-5.50775388,3.72102934,0.01258638,0.31093101,0.50779440,0.00000000,1.11658063,1.71298230,0.06197198,1.25439524
-5.50175088,3.73458114,0.01213977,0.31703614,0.52143085,0.00000000,1.08990308,1.73314442,0.05967109,1.25090350
-5.49574787,3.76752817,0.01182385,0.32560369,0.53739693,0.00000000,1.07041047,1.76203410,0.05756494,1.25314607
-5.48974487,3.81835364,0.01163300,0.33642733,0.55538754,0.00000000,1.05760717,1.79898700,0.05563461,1.26068432
-5.48374187,3.88545559,0.01155972,0.34928618,0.57508900,0.00000000,1.05098493,1.84331376,0.05386026,1.27304760
-5.47773887,3.96718079,0.01159500,0.36394871,0.59618376,0.00000000,1.05002991,1.89431501,0.05222215,1.28974361
-5.47173587,4.06185502,0.01172853,0.38017619,0.61835494,0.00000000,1.05422838,1.95129390,0.05070154,1.31026813
-5.46573287,4.16780922,0.01194908,0.39772569,0.64129055,0.00000000,1.06307147,2.01356603,0.04928152,1.33411404
-5.45972986,4.28340124,0.01224477,0.41635271,0.66468749,0.00000000,1.07605888,2.08046650,0.04794756,1.36077954
-5.45372686,4.40703305,0.01260337,0.43581322,0.68825525,0.00000000,1.09270177,2.15135418,0.04668794,1.38977549
-5.44772386,4.53716359,0.01301255,0.45586542,0.71171943,0.00000000,1.11252498,2.22561307,0.04549402,1.42063178
-5.44172086,4.67231725,0.01346014,0.47627109,0.73482488,0.00000000,1.13506872,2.30265128,0.04436022,1.45290279
-5.43571786,4.81108868,0.01393440,0.49679673,0.75733854,0.00000000,1.15988982,2.38189779,0.04328391,1.48617180
-5.42971486,4.95214427,0.01442418,0.51721450,0.77905186,0.00000000,1.18656276,2.46279751,0.04226511,1.52005428
-5.42371186,5.09422088,0.01491917,0.53730308,0.79978279,0.00000000,1.21468046,2.54480526,0.04130598,1.55420027
-5.41770885,5.23612272,0.01541004,0.55684855,0.81937725,0.00000000,1.24385514,2.62737927,0.04041034,1.58829554
-5.41170585,5.37671702,0.01588859,0.57564525,0.83770997,0.00000000,1.27371905,2.70997481,0.03958300,1.62206191
-5.40570285,5.51492923,0.01634788,0.59349677,0.85468477,0.00000000,1.30392533,2.79203876,0.03882910,1.65525652
-5.39969985,5.64973867,0.01678229,0.61021705,0.87023411,0.00000000,1.33414894,2.87300563,0.03815351,1.68767031
-5.39369685,5.78017530,0.01718761,0.62563153,0.88431799,0.00000000,1.36408763,2.95229573,0.03756016,1.71912588
-5.38769385,5.90531820,0.01756104,0.63957843,0.89692221,0.00000000,1.39346297,3.02931590,0.03705158,1.74947471
-5.38169085,6.02429653,0.01790119,0.65190998,0.90805598,0.00000000,1.42202137,3.10346336,0.03662846,1.77859413
-5.37568784,6.13629328,0.01820805,0.66249383,0.91774905,0.00000000,1.44953506,3.17413267,0.03628935,1.80638423
-5.36968484,6.24055214,0.01848292,0.67121418,0.92604842,0.00000000,1.47580297,3.24072612,0.03603051,1.83276479
-5.36368184,6.33638779,0.01872833,0.67797308,0.93301481,0.00000000,1.50065139,3.30266742,0.03584589,1.85767270
-5.35767884,6.42319923,0.01894790,0.68269141,0.93871906,0.00000000,1.52393459,3.35941816,0.03572728,1.88105977
-5.35167584,6.50048615,0.01914625,0.68530986,0.94323857,0.00000000,1.54553508,3.41049696,0.03566453,1.90289147
-5.34567284,6.56786767,0.01932880,0.68578967,0.94665408,0.00000000,1.56536373,3.45550025,0.03564594,1.92314626
-5.33966983,6.62510262,0.01950168,0.68411331,0.94904683,0.00000000,1.58335970,3.49412398,0.03565867,1.94181600
-5.33366683,6.67211042,0.01967147,0.68028484,0.95049631,0.00000000,1.59949007,3.52618529,0.03568928,1.95890702
-5.32766383,6.70899126,0.01984511,0.67433028,0.95107861,0.00000000,1.61374944,3.55164278,0.03572426,1.97444194
-5.32166083,6.73604419,0.02002966,0.66629770,0.95086553,0.00000000,1.62615916,3.57061438,0.03575054,1.98846199
-5.31565783,6.75378150,0.02023213,0.65625716,0.94992434,0.00000000,1.63676657,3.58339141,0.03575605,2.00102944
-5.30965483,6.76293796,0.02045930,0.64430050,0.94831818,0.00000000,1.64564387,3.59044765,0.03573014,2.01222989
-5.30365183,6.76447341,0.02071753,0.63054087,0.94610698,0.00000000,1.65288690,3.59244237,0.03566401,2.02217408
-5.29764882,6.75956721,0.02101257,0.61511204,0.94334880,0.00000000,1.65861348,3.59021644,0.03555098,2.03099870
-5.29164582,6.74960388,0.02134937,0.59816743,0.94010133,0.00000000,1.66296148,3.58478072,0.03538672,2.03886601
-5.28564282,6.73614903,0.02173193,0.57987878,0.93642353,0.00000000,1.66608641,3.57729677,0.03516936,2.04596197
-5.27963982,6.72091565,0.02216316,0.56043447,0.93237703,0.00000000,1.66815843,3.56904952,0.03489946,2.05249265
-5.27363682,6.70572113,0.02264468,0.54003749,0.92802737,0.00000000,1.66935893,3.56141286,0.03457998,2.05867908
-5.26763382,6.69243619,0.02317680,0.51890294,0.92344477,0.00000000,1.66987642,3.55580871,0.03421600,2.06475042
-5.26163082,6.68292731,0.02375839,0.49725515,0.91870447,0.00000000,1.66990192,3.55366118,0.03381459,2.07093590
-5.25562781,6.67899488,0.02438691,0.47532442,0.91388658,0.00000000,1.66962391,3.55634739,0.03338442,2.07745598
-5.24962481,6.68230986,0.02505835,0.45334350,0.90907541,0.00000000,1.66922303,3.56514705,0.03293544,2.08451306
-5.24362181,6.69435187,0.02576742,0.43154377,0.90435848,0.00000000,1.66886663,3.58119308,0.03247858,2.09228258
-5.23761881,6.71635198,0.02650759,0.41015133,0.89982510,0.00000000,1.66870361,3.60542552,0.03202533,2.10090513
-5.23161581,6.74924340,0.02727134,0.38938310,0.89556483,0.00000000,1.66885974,3.63855127,0.03158752,2.11048014
-5.22561281,6.79362296,0.02805044,0.36944304,0.89166587,0.00000000,1.66943380,3.68101158,0.03117694,2.12106187
-5.21960980,6.84972610,0.02883619,0.35051867,0.88821349,0.00000000,1.67049496,3.73295948,0.03080522,2.13265821
-5.21360680,6.91741713,0.02961981,0.33277797,0.88528867,0.00000000,1.67208152,3.79424845,0.03048362,2.14523250
-5.20760380,6.99619623,0.03039284,0.31636685,0.88296702,0.00000000,1.67420141,3.86443348,0.03022294,2.15870860
-5.20160080,7.08522335,0.03114752,0.30140723,0.88131801,0.00000000,1.67683444,3.94278481,0.03003357,2.17297927
-5.19559780,7.18335860,0.03187718,0.28799577,0.88040460,0.00000000,1.67993640,4.02831425,0.02992551,2.18791727
-5.18959480,7.28921761,0.03257668,0.27620337,0.88028317,0.00000000,1.68344493,4.11981318,0.02990849,2.20338895
-5.18359180,7.40123946,0.03324270,0.26607533,0.88100385,0.00000000,1.68728682,4.21590072,0.02999219,2.21926952
-5.17758879,7.51776412,0.03387411,0.25763224,0.88261103,0.00000000,1.69138654,4.31508006,0.03018643,2.23545911
-5.17158579,7.63711554,0.03447216,0.25087137,0.88514401,0.00000000,1.69567544,4.41580041,0.03050144,2.25189868
-5.16558279,7.75768633,0.03504068,0.24576860,0.88863776,0.00000000,1.70010103,4.51652170,0.03094807,2.26858479
-5.15957979,7.87801944,0.03558615,0.24228069,0.89312358,0.00000000,1.70463587,4.61577893,0.03153809,2.28558217
-5.15357679,7.99688254,0.03611767,0.24034779,0.89862968,0.00000000,1.70928532,4.71224304,0.03228435,2.30303309
-5.14757379,8.11333093,0.03664683,0.23989593,0.90518138,0.00000000,1.71409353,4.80477525,0.03320091,2.32116286
-5.14157079,8.22675534,0.03718752,0.24083962,0.91280113,0.00000000,1.71914726,4.89247207,0.03430311,2.34028062
-5.13556778,8.33691155,0.03775552,0.24308412,0.92150806,0.00000000,1.72457690,4.97469870,0.03560753,2.36077506
-5.12956478,8.44392981,0.03836816,0.24652754,0.93131711,0.00000000,1.73055453,5.05110895,0.03713182,2.38310492
-5.12356178,8.54830288,0.03904370,0.25106256,0.94223771,0.00000000,1.73728872,5.12165049,0.03889433,2.40778423
-5.11755878,8.65085250,0.03980079,0.25657783,0.95427200,0.00000000,1.74501620,5.18655505,0.04091376,2.43536266
-5.11155578,8.75267550,0.04065777,0.26295893,0.96741266,0.00000000,1.75399057,5.24631378,0.04320843,2.46640155
-5.10555278,8.85507139,0.04163190,0.27008901,0.98164025,0.00000000,1.76446844,5.30163884,0.04579560,2.50144650
-5.09954977,8.95945455,0.04273863,0.27784919,0.99692032,0.00000000,1.77669351,5.35341299,0.04869052,2.54099741
-5.09354677,9.06725496,0.04399081,0.28611861,1.01320026,0.00000000,1.79087944,5.40262936,0.05190546,2.58547723
-5.08754377,9.17981192,0.04539790,0.29477448,1.03040598,0.00000000,1.80719215,5.45032456,0.05544853,2.63520087
-5.08154077,9.29826598,0.04696526,0.30369199,1.04843878,0.00000000,1.82573262,5.49750804,0.05932261,2.69034532
-5.07553777,9.42345420,0.04869347,0.31274434,1.06717226,0.00000000,1.84652105,5.54509144,0.06352415,2.75092281
-5.06953477,9.55581442,0.05057780,0.32180286,1.08644983,0.00000000,1.86948330,5.59382140,0.06804209,2.81675804
-5.06353177,9.69530330,0.05260778,0.33073738,1.10608274,0.00000000,1.89444053,5.64421912,0.07285695,2.88747097
-5.05752876,9.84133319,0.05476693,0.33941690,1.12584903,0.00000000,1.92110275,5.69653014,0.07794000,2.96246625
-5.05152576,9.99273143,0.05703273,0.34771053,1.14549360,0.00000000,1.94906698,5.75068673,0.08325283,3.04093020
-5.04552276,10.14772556,0.05937673,0.35548880,1.16472956,0.00000000,1.97782031,5.80628538,0.08874708,3.12183607
-5.03951976,10.30395599,0.06176500,0.36262525,1.18324106,0.00000000,2.00674826,5.86258060,0.09436471,3.20395788
-5.03351676,10.45851733,0.06415868,0.36899836,1.20068778,0.00000000,2.03514822,5.91849597,0.10003850,3.28589304
-5.02751376,10.60802753,0.06651487,0.37449368,1.21671098,0.00000000,2.06224791,5.97265226,0.10569312,3.36609327
-5.02151076,10.74872306,0.06878768,0.37900608,1.23094128,0.00000000,2.08722810,6.02341165,0.11124651,3.44290318
-5.01550775,10.87657701,0.07092951,0.38244211,1.24300788,0.00000000,2.10924908,6.06893641,0.11661176,3.51460553
-5.00950475,10.98743570,0.07289243,0.38472236,1.25254905,0.00000000,2.12747969,6.10725954,0.12169924,3.57947164
-5.00350175,11.07716834,0.07462966,0.38578358,1.25922364,0.00000000,2.14112805,6.13636423,0.12641906,3.63581528
-4.99749875,11.14182358,0.07609714,0.38558063,1.26272310,0.00000000,2.14947237,6.15426869,0.13068375,3.68204806
-4.99149575,11.17778617,0.07725505,0.38408810,1.26278351,0.00000000,2.15189087,6.15911233,0.13441095,3.71673419
-4.98549275,11.18192671,0.07806916,0.38130145,1.25919727,0.00000000,2.14788926,6.14923932,0.13752614,3.73864234
-4.97948974,11.15173776,0.07851216,0.37723770,1.25182361,0.00000000,2.13712458,6.12327553,0.13996515,3.74679245
-4.97348674,11.08544983,0.07856465,0.37193548,1.24059766,0.00000000,2.11942425,6.08019532,0.14167645,3.74049540
-4.96748374,10.98212175,0.07821590,0.36545463,1.22553731,0.00000000,2.09479949,6.01937477,0.14262307,3.71938368
-4.96148074,10.84170108,0.07746434,0.35787508,1.20674771,0.00000000,2.06345214,5.94062898,0.14278394,3.68343172
-4.95547774,10.66505142,0.07631761,0.34929521,1.18442278,0.00000000,2.02577484,5.84423152,0.14215483,3.63296463
-4.94947474,10.45394519,0.07479237,0.33982970,1.15884380,0.00000000,1.98234411,5.73091527,0.14074860,3.56865503
-4.94347174,10.21102207,0.07291371,0.32960686,1.13037486,0.00000000,1.93390676,5.60185455,0.13859484,3.49150778
-4.93746873,9.93971487,0.07071425,0.31876570,1.09945537,0.00000000,1.88136013,5.45862954,0.13573902,3.40283324
-4.93146573,9.64414626,0.06823301,0.30745264,1.06658976,0.00000000,1.82572685,5.30317490,0.13224095,3.30421018
-4.92546273,9.32900099,0.06551401,0.29581816,1.03233492,0.00000000,1.76812537,5.13771502,0.12817288,3.19743967
-4.91945973,8.99937964,0.06260477,0.28401341,0.99728570,0.00000000,1.70973727,4.96468923,0.12361712,3.08449212
-4.91345673,8.66064035,0.05955469,0.27218693,0.96205916,0.00000000,1.65177289,4.78667057,0.11866352,2.96744956
-4.90745373,8.31823570,0.05641348,0.26048167,0.92727821,0.00000000,1.59543664,4.60628203,0.11340664,2.84844552
-4.90145073,7.97755187,0.05322957,0.24903228,0.89355521,0.00000000,1.54189322,4.42611420,0.10794298,2.72960512
-4.89544772,7.64375682,0.05004872,0.23796291,0.86147624,0.00000000,1.49223628,4.24864793,0.10236831,2.61298749
-4.88944472,7.32166368,0.04691282,0.22738541,0.83158663,0.00000000,1.44746041,4.07618564,0.09677510,2.50053295
-4.88344172,7.01561448,0.04385884,0.21739808,0.80437816,0.00000000,1.40843751,3.91079386,0.09125037,2.39401670
-4.87743872,6.72938819,0.04091815,0.20808504,0.78027842,0.00000000,1.37589819,3.75425924,0.08587374,2.29501046
-4.87143572,6.46613579,0.03811603,0.19951594,0.75964256,0.00000000,1.35041856,3.60805959,0.08071606,2.20485333
-4.86543272,6.22834358,0.03547150,0.19174622,0.74274760,0.00000000,1.33241264,3.47335042,0.07583831,2.12463228
-4.85942971,6.01782451,0.03299739,0.18481780,0.72978929,0.00000000,1.32213019,3.35096682,0.07129103,2.05517253
-4.85342671,5.83573616,0.03070067,0.17875991,0.72088143,0.00000000,1.31965975,3.24143990,0.06711418,1.99703749
-4.84742371,5.68262269,0.02858300,0.17359036,0.71605753,0.00000000,1.32493621,3.14502605,0.06333727,1.95053746
-4.84142071,5.55847706,0.02664136,0.16931667,0.71527438,0.00000000,1.33775227,3.06174693,0.05997999,1.91574617
-4.83541771,5.46281931,0.02486891,0.16593746,0.71841733,0.00000000,1.35777310,2.99143759,0.05705293,1.89252373
-4.82941471,5.39478593,0.02325584,0.16344362,0.72530681,0.00000000,1.38455317,2.93379982,0.05455863,1.88054452
-4.82341171,5.35322533,0.02179031,0.16181943,0.73570579,0.00000000,1.41755450,2.88845768,0.05249270,1.87932837
-4.81740870,5.33679435,0.02045927,0.16104350,0.74932768,0.00000000,1.45616550,2.85501216,0.05084503,1.88827345
-4.81140570,5.34405102,0.01924933,0.16108955,0.76584451,0.00000000,1.49971958,2.83309217,0.04960100,1.90668917
-4.80540270,5.37353920,0.01814750,0.16192687,0.78489491,0.00000000,1.54751295,2.82239905,0.04874260,1.93382784
-4.79939970,5.42386158,0.01714177,0.16352074,0.80609187,0.00000000,1.59882103,2.82274241,0.04824951,1.96891358
-4.79339670,5.49373785,0.01622164,0.16583255,0.82902992,0.00000000,1.65291314,2.83406554,0.04810005,2.01116767
-4.78739370,5.58204610,0.01537846,0.16881990,0.85329188,0.00000000,1.70906515,2.85645885,0.04827190,2.05982938
-4.78139070,5.68784627,0.01460564,0.17243652,0.87845493,0.00000000,1.76657006,2.89016091,0.04874278,2.11417188
-4.77538769,5.81038510,0.01389874,0.17663220,0.90409618,0.00000000,1.82474649,2.93554653,0.04949080,2.17351295
-4.76938469,5.94908337,0.01325541,0.18135276,0.92979788,0.00000000,1.88294517,2.99310261,0.05049481,2.23722057
-4.76338169,6.10350669,0.01267525,0.18654006,0.95515215,0.00000000,1.94055372,3.06339250,0.05173448,2.30471360
-4.75737869,6.27332178,0.01215957,0.19213206,0.97976564,0.00000000,1.99699993,3.14701044,0.05319027,2.37545809
-4.75137569,6.45824121,0.01171108,0.19806306,1.00326397,0.00000000,2.05175379,3.24452806,0.05484329,2.44895990
-4.74537269,6.65795953,0.01133349,0.20426402,1.02529623,0.00000000,2.10432869,3.35643523,0.05667506,2.52475451
-4.73936968,6.87208459,0.01103122,0.21066305,1.04553955,0.00000000,2.15428196,3.48307805,0.05866721,2.60239476
-4.73336668,7.10006782,0.01080891,0.21718600,1.06370360,0.00000000,2.20121504,3.62459693,0.06080110,2.68143771
-4.72736368,7.34113730,0.01067116,0.22375709,1.07953524,0.00000000,2.24477350,3.78086776,0.06305744,2.76143154
-4.72136068,7.59423761,0.01062210,0.23029976,1.09282299,0.00000000,2.28464709,3.95144929,0.06541592,2.84190333
-4.71535768,7.85798011,0.01066520,0.23673740,1.10340131,0.00000000,2.32056979,4.13553975,0.06785489,2.92234888
-4.70935468,8.13060678,0.01080299,0.24299424,1.11115445,0.00000000,2.35232013,4.33194543,0.07035103,3.00222509
-4.70335168,8.40997065,0.01103696,0.24899617,1.11601970,0.00000000,2.37972156,4.53906347,0.07287920,3.08094578
-4.69734867,8.69353463,0.01136744,0.25467162,1.11798983,0.00000000,2.40264302,4.75488088,0.07541231,3.15788126
-4.69134567,8.97839037,0.01179366,0.25995229,1.11711448,0.00000000,2.42099951,4.97699082,0.07792134,3.23236210
-4.68534267,9.26129725,0.01231376,0.26477404,1.11350027,0.00000000,2.43475270,5.20262672,0.08037548,3.30368702
-4.67933967,9.53874127,0.01292498,0.26907757,1.10730963,0.00000000,2.44391138,5.42871388,0.08274247,3.37113490
-4.67333667,9.80701195,0.01362381,0.27280918,1.09875806,0.00000000,2.44853178,5.65193717,0.08498898,3.43398033
-4.66733367,10.06229488,0.01440622,0.27592150,1.08810984,0.00000000,2.44871736,5.86882313,0.08708125,3.49151229
-4.66133067,10.30077629,0.01526791,0.27837417,1.07567224,0.00000000,2.44461831,6.07583314,0.08898571,3.54305492
-4.65532766,10.51875531,0.01620455,0.28013445,1.06178819,0.00000000,2.43643026,6.26946444,0.09066988,3.58798944
-4.64932466,10.71275890,0.01721196,0.28117788,1.04682768,0.00000000,2.42439223,6.44635464,0.09210318,3.62577609
-4.64332166,10.87965407,0.01828635,0.28148877,1.03117788,0.00000000,2.40878366,6.60338531,0.09325789,3.65597476
