energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.69384692,0.81681786,0.00877235,0.00000000,0.00226025,0.17680347,0.38093253,0.00000000,0.64059895,0.11977795
-5.68784392,0.86405837,0.00916568,0.00000000,0.00226223,0.18566441,0.40512978,0.00000000,0.67141127,0.12689357
-5.68184092,0.91663842,0.00958734,0.00000000,0.00230325,0.19501949,0.43264417,0.00000000,0.70399433,0.13501786
-5.67583792,0.97469337,0.01003886,0.00000000,0.00238289,0.20488205,0.46355273,0.00000000,0.73845055,0.14415790
-5.66983492,1.03837239,0.01052223,0.00000000,0.00250103,0.21527113,0.49793469,0.00000000,0.77490631,0.15432329
-5.66383192,1.10781488,0.01103964,0.00000000,0.00265791,0.22620718,0.53585985,0.00000000,0.81349720,0.16552232
-5.65782891,1.18312443,0.01159322,0.00000000,0.00285399,0.23770737,0.57737576,0.00000000,0.85435137,0.17775777
-5.65182591,1.26434181,0.01218474,0.00000000,0.00308994,0.24978078,0.62249443,0.00000000,0.89757205,0.19102264
-5.64582291,1.35141852,0.01281536,0.00000000,0.00336650,0.26242368,0.67117933,0.00000000,0.94322026,0.20529594
-5.63981991,1.44419248,0.01348535,0.00000000,0.00368437,0.27561532,0.72333341,0.00000000,0.99129872,0.22053889
-5.63381691,1.54236727,0.01419379,0.00000000,0.00404412,0.28931438,0.77878892,0.00000000,1.04173801,0.23669175
-5.62781391,1.64549648,0.01493845,0.00000000,0.00444605,0.30345636,0.83729960,0.00000000,1.09438594,0.25367142
-5.62181091,1.75297413,0.01571563,0.00000000,0.00489006,0.31795222,0.89853590,0.00000000,1.14900080,0.27137003
-5.61580790,1.86403219,0.01652006,0.00000000,0.00537557,0.33268820,0.96208364,0.00000000,1.20524916,0.28965467
-5.60980490,1.97774551,0.01734493,0.00000000,0.00590140,0.34752711,1.02744618,0.00000000,1.26270831,0.30836828
-5.60380190,2.09304437,0.01818200,0.00000000,0.00646567,0.36231091,1.09405039,0.00000000,1.32087355,0.32733175
-5.59779890,2.20873414,0.01902172,0.00000000,0.00706573,0.37686455,1.16125606,0.00000000,1.37916978,0.34634709
-5.59179590,2.32352145,0.01985346,0.00000000,0.00769816,0.39100090,1.22836840,0.00000000,1.43696697,0.36520171
-5.58579290,2.43604547,0.02066586,0.00000000,0.00835867,0.40452646,1.29465323,0.00000000,1.49359864,0.38367335
-5.57978989,2.54491309,0.02144708,0.00000000,0.00904213,0.41724768,1.35935395,0.00000000,1.54838225,0.40153583
-5.57378689,2.64873607,0.02218524,0.00000000,0.00974262,0.42897740,1.42170973,0.00000000,1.60064049,0.41856487
-5.56778389,2.74616862,0.02286871,0.00000000,0.01045341,0.43954116,1.48097383,0.00000000,1.64972214,0.43454418
-5.56178089,2.83594333,0.02348656,0.00000000,0.01116709,0.44878309,1.53643143,0.00000000,1.69502156,0.44927119
-5.55577789,2.91690407,0.02402882,0.00000000,0.01187564,0.45657089,1.58741602,0.00000000,1.73599560,0.46256230
-5.54977489,2.98803419,0.02448681,0.00000000,0.01257056,0.46279989,1.63332381,0.00000000,1.77217727,0.47425745
-5.54377189,3.04847908,0.02485335,0.00000000,0.01324299,0.46739583,1.67362548,0.00000000,1.80318561,0.48422377
-5.53776888,3.09756221,0.02512295,0.00000000,0.01388390,0.47031636,1.70787511,0.00000000,1.82873137,0.49235818
-5.53176588,3.13479447,0.02529190,0.00000000,0.01448422,0.47155116,1.73571602,0.00000000,1.84861869,0.49858897
-5.52576288,3.15987681,0.02535829,0.00000000,0.01503508,0.47112086,1.75688361,0.00000000,1.86274285,0.50287623
-5.51975988,3.17269670,0.02532197,0.00000000,0.01552796,0.46907477,1.77120543,0.00000000,1.87108499,0.50521141
-5.51375688,3.17331933,0.02518446,0.00000000,0.01595492,0.46548774,1.77859889,0.00000000,1.87370410,0.50561584
-5.50775388,3.16197439,0.02494881,0.00000000,0.01630876,0.46045633,1.77906704,0.00000000,1.87072753,0.50413864
-5.50175088,3.13903985,0.02461936,0.00000000,0.01658325,0.45409450,1.77269296,0.00000000,1.86234061,0.50085408
-5.49574787,3.10502389,0.02420162,0.00000000,0.01677326,0.44652931,1.75963336,0.00000000,1.84877638,0.49585848
-5.48974487,3.06054608,0.02370197,0.00000000,0.01687495,0.43789652,1.74011189,0.00000000,1.83030610,0.48926705
-5.48374187,3.00631895,0.02312749,0.00000000,0.01688588,0.42833668,1.71441246,0.00000000,1.80723109,0.48121065
-5.47773887,2.94313062,0.02248576,0.00000000,0.01680509,0.41799160,1.68287299,0.00000000,1.77987632,0.47183261
-5.47173587,2.87182906,0.02178463,0.00000000,0.01663320,0.40700136,1.64587975,0.00000000,1.74858567,0.46128580
-5.46573287,2.79330826,0.02103216,0.00000000,0.01637241,0.39550203,1.60386225,0.00000000,1.71371895,0.44972984
-5.45972986,2.70849613,0.02023639,0.00000000,0.01602647,0.38362387,1.55728862,0.00000000,1.67565031,0.43732859
-5.45372686,2.61834405,0.01940535,0.00000000,0.01560067,0.37149014,1.50666127,0.00000000,1.63476741,0.42424784
-5.44772386,2.52381748,0.01854690,0.00000000,0.01510168,0.35921626,1.45251264,0.00000000,1.59147110,0.41065310
-5.44172086,2.42588726,0.01766875,0.00000000,0.01453744,0.34690932,1.39540066,0.00000000,1.54617473,0.39670750
-5.43571786,2.32552107,0.01677839,0.00000000,0.01391700,0.33466774,1.33590372,0.00000000,1.49930277,0.38256980
-5.42971486,2.22367444,0.01588310,0.00000000,0.01325032,0.32258098,1.27461487,0.00000000,1.45128819,0.36839228
-5.42371186,2.12128126,0.01498991,0.00000000,0.01254800,0.31072920,1.21213522,0.00000000,1.40256844,0.35431873
-5.41770885,2.01924347,0.01410560,0.00000000,0.01182113,0.29918290,1.14906645,0.00000000,1.35357981,0.34048236
-5.41170585,1.91842007,0.01323665,0.00000000,0.01108098,0.28800237,1.08600252,0.00000000,1.30475045,0.32700377
-5.40570285,1.81961572,0.01238926,0.00000000,0.01033880,0.27723707,1.02352087,0.00000000,1.25649223,0.31398908
-5.39969985,1.72356932,0.01156929,0.00000000,0.00960554,0.26692509,0.96217330,0.00000000,1.20919201,0.30152822
-5.39369685,1.63094334,0.01078219,0.00000000,0.00889170,0.25709249,0.90247703,0.00000000,1.16320280,0.28969359
-5.38769385,1.54231424,0.01003304,0.00000000,0.00820710,0.24775303,0.84490629,0.00000000,1.11883561,0.27853910
-5.38169085,1.45816499,0.00932640,0.00000000,0.00756070,0.23890800,0.78988483,0.00000000,1.07635250,0.26809980
-5.37568784,1.37887998,0.00866637,0.00000000,0.00696047,0.23054655,0.73777981,0.00000000,1.03596149,0.25839217
-5.36968484,1.30474301,0.00805650,0.00000000,0.00641330,0.22264642,0.68889737,0.00000000,0.99781383,0.24941499
-5.36368184,1.23593856,0.00749976,0.00000000,0.00592488,0.21517522,0.64348004,0.00000000,0.96200384,0.24115101
-5.35767884,1.17255639,0.00699856,0.00000000,0.00549966,0.20809218,0.60170619,0.00000000,0.92857152,0.23356921
-5.35167584,1.11459942,0.00655473,0.00000000,0.00514085,0.20135043,0.56369143,0.00000000,0.89750785,0.22662766
-5.34567284,1.06199446,0.00616954,0.00000000,0.00485037,0.19489962,0.52949187,0.00000000,0.86876241,0.22027687
-5.33966983,1.01460527,0.00584374,0.00000000,0.00462893,0.18868882,0.49910905,0.00000000,0.84225289,0.21446346
-5.33366683,0.97224720,0.00557754,0.00000000,0.00447604,0.18266961,0.47249617,0.00000000,0.81787600,0.20913386
-5.32766383,0.93470264,0.00537074,0.00000000,0.00439007,0.17679902,0.44956519,0.00000000,0.79551891,0.20423810
-5.32166083,0.90173642,0.00522271,0.00000000,0.00436836,0.17104235,0.43019460,0.00000000,0.77507057,0.19973319
-5.31565783,0.87311030,0.00513245,0.00000000,0.00440728,0.16537552,0.41423719,0.00000000,0.75643221,0.19558621
-5.30965483,0.84859579,0.00509869,0.00000000,0.00450239,0.15978691,0.40152762,0.00000000,0.73952635,0.19177660
-5.30365183,0.82798468,0.00511986,0.00000000,0.00464849,0.15427853,0.39188944,0.00000000,0.72430371,0.18829793
-5.29764882,0.81109681,0.00519418,0.00000000,0.00483985,0.14886641,0.38514119,0.00000000,0.71074768,0.18515865
-5.29164582,0.79778474,0.00531967,0.00000000,0.00507028,0.14358022,0.38110148,0.00000000,0.69887608,0.18238210
-5.28564282,0.78793523,0.00549416,0.00000000,0.00533330,0.13846203,0.37959292,0.00000000,0.68874015,0.18000557
-5.27963982,0.78146761,0.00571534,0.00000000,0.00562235,0.13356440,0.38044481,0.00000000,0.68042080,0.17807858
-5.27363682,0.77832930,0.00598070,0.00000000,0.00593090,0.12894773,0.38349467,0.00000000,0.67402242,0.17666034
-5.26763382,0.77848885,0.00628757,0.00000000,0.00625264,0.12467714,0.38858867,0.00000000,0.66966463,0.17581668
-5.26163082,0.78192693,0.00663308,0.00000000,0.00658163,0.12081896,0.39558106,0.00000000,0.66747238,0.17561638
-5.25562781,0.78862602,0.00701417,0.00000000,0.00691244,0.11743699,0.40433282,0.00000000,0.66756502,0.17612722
-5.24962481,0.79855919,0.00742756,0.00000000,0.00724029,0.11458877,0.41470965,0.00000000,0.67004483,0.17741188
-5.24362181,0.81167871,0.00786970,0.00000000,0.00756115,0.11232209,0.42657943,0.00000000,0.67498572,0.17952384
-5.23761881,0.82790513,0.00833681,0.00000000,0.00787177,0.11067171,0.43980948,0.00000000,0.68242247,0.18250341
-5.23161581,0.84711721,0.00882483,0.00000000,0.00816979,0.10965675,0.45426360,0.00000000,0.69234131,0.18637418
-5.22561281,0.86914333,0.00932944,0.00000000,0.00845365,0.10927858,0.46979912,0.00000000,0.70467194,0.19113991
-5.21960980,0.89375470,0.00984600,0.00000000,0.00872262,0.10951959,0.48626421,0.00000000,0.71928174,0.19678202
-5.21360680,0.92066075,0.01036965,0.00000000,0.00897667,0.11034266,0.50349531,0.00000000,0.73597210,0.20325785
-5.20760380,0.94950694,0.01089525,0.00000000,0.00921637,0.11169153,0.52131512,0.00000000,0.75447738,0.21049962
-5.20160080,0.97987502,0.01141741,0.00000000,0.00944270,0.11349197,0.53953101,0.00000000,0.77446639,0.21841438
-5.19559780,1.01128605,0.01193059,0.00000000,0.00965695,0.11565378,0.55793410,0.00000000,0.79554650,0.22688472
-5.18959480,1.04320584,0.01242905,0.00000000,0.00986044,0.11807344,0.57629909,0.00000000,0.81727026,0.23577047
-5.18359180,1.07505308,0.01290698,0.00000000,0.01005439,0.12063740,0.59438484,0.00000000,0.83914437,0.24491119
-5.17758879,1.10620962,0.01335851,0.00000000,0.01023969,0.12322581,0.61193592,0.00000000,0.86064079,0.25412949
-5.17158579,1.13603295,0.01377781,0.00000000,0.01041677,0.12571658,0.62868506,0.00000000,0.88120952,0.26323514
-5.16558279,1.16387037,0.01415916,0.00000000,0.01058544,0.12798954,0.64435657,0.00000000,0.90029283,0.27202967
-5.15957979,1.18907447,0.01449705,0.00000000,0.01074481,0.12993065,0.65867075,0.00000000,0.91734036,0.28031159
-5.15357679,1.21101965,0.01478626,0.00000000,0.01089321,0.13143600,0.67134916,0.00000000,0.93182463,0.28788184
-5.14757379,1.22911890,0.01502196,0.00000000,0.01102824,0.13241541,0.68212073,0.00000000,0.94325642,0.29454938
-5.14157079,1.24284056,0.01519985,0.00000000,0.01114678,0.13279568,0.69072846,0.00000000,0.95119949,0.30013685
-5.13556778,1.25172433,0.01531621,0.00000000,0.01124515,0.13252317,0.69693661,0.00000000,0.95528415,0.30448584
-5.12956478,1.25539614,0.01536806,0.00000000,0.01131920,0.13156578,0.70053807,0.00000000,0.95521914,0.30746189
-5.12356178,1.25358124,0.01535322,0.00000000,0.01136454,0.12991414,0.70136168,0.00000000,0.95080140,0.30895875
-5.11755878,1.24611501,0.01527041,0.00000000,0.01137675,0.12758224,0.69927911,0.00000000,0.94192343,0.30890204
-5.11155578,1.23295126,0.01511933,0.00000000,0.01135162,0.12460716,0.69421113,0.00000000,0.92857791,0.30725184
-5.10555278,1.21416749,0.01490070,0.00000000,0.01128534,0.12104831,0.68613282,0.00000000,0.91085943,0.30400448
-5.09954977,1.18996698,0.01461633,0.00000000,0.01117479,0.11698598,0.67507759,0.00000000,0.88896329,0.29919313
-5.09354677,1.16067760,0.01426909,0.00000000,0.01101766,0.11251947,0.66113964,0.00000000,0.86318154,0.29288741
-5.08754377,1.12674739,0.01386291,0.00000000,0.01081265,0.10776478,0.64447477,0.00000000,0.83389620,0.28519193
-5.08154077,1.08873685,0.01340274,0.00000000,0.01055959,0.10285205,0.62529941,0.00000000,0.80157015,0.27624383
-5.07553777,1.04730840,0.01289448,0.00000000,0.01025947,0.09792284,0.60388783,0.00000000,0.76673598,0.26620945
-5.06953477,1.00321315,0.01234486,0.00000000,0.00991448,0.09312726,0.58056752,0.00000000,0.72998316,0.25528022
-5.06353177,0.95727544,0.01176134,0.00000000,0.00952795,0.08862116,0.55571296,0.00000000,0.69194399,0.24366794
-5.05752876,0.91037559,0.01115194,0.00000000,0.00910426,0.08456339,0.52973783,0.00000000,0.65327893,0.23159961
-5.05152576,0.86343126,0.01052508,0.00000000,0.00864871,0.08111300,0.50308598,0.00000000,0.61466149,0.21931197
-5.04552276,0.81737808,0.00988940,0.00000000,0.00816732,0.07842670,0.47622147,0.00000000,0.57676342,0.20704587
-5.03951976,0.77314971,0.00925358,0.00000000,0.00766667,0.07665632,0.44961788,0.00000000,0.54024026,0.19504080
-5.03351676,0.73165810,0.00862615,0.00000000,0.00715368,0.07594628,0.42374731,0.00000000,0.50571784,0.18352942
-5.02751376,0.69377414,0.00801530,0.00000000,0.00663535,0.07643112,0.39906940,0.00000000,0.47377974,0.17273256
-5.02151076,0.66030907,0.00742872,0.00000000,0.00611860,0.07823300,0.37602064,0.00000000,0.44495605,0.16285450
-5.01550775,0.63199718,0.00687342,0.00000000,0.00561006,0.08145915,0.35500426,0.00000000,0.41971346,0.15407879
-5.00950475,0.60947978,0.00635563,0.00000000,0.00511589,0.08619919,0.33638108,0.00000000,0.39844686,0.14656463
-5.00350175,0.59329101,0.00588066,0.00000000,0.00464165,0.09252248,0.32046139,0.00000000,0.38147229,0.14044379
-4.99749875,0.58384559,0.00545283,0.00000000,0.00419221,0.10047537,0.30749820,0.00000000,0.36902153,0.13581820
-4.99149575,0.58142887,0.00507539,0.00000000,0.00377166,0.11007859,0.29768191,0.00000000,0.36123810,0.13275822
-4.98549275,0.58618932,0.00475054,0.00000000,0.00338327,0.12132473,0.29113669,0.00000000,0.35817488,0.13130155
-4.97948974,0.59813401,0.00447938,0.00000000,0.00302954,0.13417615,0.28791847,0.00000000,0.35979327,0.13145286
-4.97348674,0.61712708,0.00426195,0.00000000,0.00271220,0.14856328,0.28801483,0.00000000,0.36596406,0.13318414
-4.96748374,0.64289170,0.00409733,0.00000000,0.00243230,0.16438366,0.29134663,0.00000000,0.37646998,0.13643584
-4.96148074,0.67501570,0.00398367,0.00000000,0.00219028,0.18150183,0.29777158,0.00000000,0.39101014,0.14111868
-4.95547774,0.71296104,0.00391832,0.00000000,0.00198608,0.19975028,0.30708963,0.00000000,0.40920641,0.14711629
-4.94947474,0.75607734,0.00389794,0.00000000,0.00181926,0.21893159,0.31905008,0.00000000,0.43061176,0.15428859
-4.94347174,0.80361930,0.00391868,0.00000000,0.00168915,0.23882185,0.33336038,0.00000000,0.45472061,0.16247590
-4.93746873,0.85476796,0.00397629,0.00000000,0.00159490,0.25917539,0.34969644,0.00000000,0.48098127,0.17150369
-4.93146573,0.90865535,0.00406629,0.00000000,0.00153568,0.27973087,0.36771408,0.00000000,0.50881002,0.18118796
-4.92546273,0.96439201,0.00418416,0.00000000,0.00151072,0.30021844,0.38706156,0.00000000,0.53760699,0.19134099
-4.91945973,1.02109648,0.00432548,0.00000000,0.00151945,0.32036792,0.40739251,0.00000000,0.56677316,0.20177751
-4.91345673,1.07792591,0.00448613,0.00000000,0.00156154,0.33991767,0.42837907,0.00000000,0.59572818,0.21232084
-4.90745373,1.13410652,0.00466237,0.00000000,0.00163695,0.35862367,0.44972461,0.00000000,0.62392840,0.22280899
-4.90145073,1.18896247,0.00485104,0.00000000,0.00174599,0.37626861,0.47117552,0.00000000,0.65088443,0.23310031
-4.89544772,1.24194211,0.00504964,0.00000000,0.00188929,0.39267027,0.49253156,0.00000000,0.67617753,0.24307851
-4.88944472,1.29263977,0.00525640,0.00000000,0.00206781,0.40768896,0.51365422,0.00000000,0.69947409,0.25265683
-4.88344172,1.34081218,0.00547033,0.00000000,0.00228277,0.42123347,0.53447250,0.00000000,0.72053743,0.26178098
-4.87743872,1.38638810,0.00569127,0.00000000,0.00253557,0.43326500,0.55498590,0.00000000,0.73923640,0.27043079
-4.87143572,1.42947054,0.00591981,0.00000000,0.00282774,0.44379907,0.57526414,0.00000000,0.75555002,0.27862034
-4.86543272,1.47033080,0.00615724,0.00000000,0.00316078,0.45290486,0.59544347,0.00000000,0.76956802,0.28639654
-4.85942971,1.50939433,0.00640549,0.00000000,0.00353607,0.46070208,0.61571963,0.00000000,0.78148685,0.29383609
-4.85342671,1.54721871,0.00666692,0.00000000,0.00395471,0.46735543,0.63633752,0.00000000,0.79160139,0.30104093
-4.84742371,1.58446429,0.00694419,0.00000000,0.00441738,0.47306666,0.65757801,0.00000000,0.80029242,0.30813236
-4.84142071,1.62185899,0.00724006,0.00000000,0.00492419,0.47806476,0.67974229,0.00000000,0.80801042,0.31524406
-4.83541771,1.66015837,0.00755719,0.00000000,0.00547459,0.48259470,0.70313449,0.00000000,0.81525638,0.32251430
-4.82941471,1.70010327,0.00789789,0.00000000,0.00606718,0.48690511,0.72804333,0.00000000,0.82256039,0.33007777
-4.82341171,1.74237681,0.00826394,0.00000000,0.00669968,0.49123571,0.75472366,0.00000000,0.83045905,0.33805735
-4.81740870,1.78756301,0.00865639,0.00000000,0.00736883,0.49580514,0.78337884,0.00000000,0.83947283,0.34655636
-4.81140570,1.83610936,0.00907536,0.00000000,0.00807040,0.50079971,0.81414485,0.00000000,0.85008428,0.35565166
-4.80540270,1.88829519,0.00951994,0.00000000,0.00879915,0.50636385,0.84707697,0.00000000,0.86271830,0.36538792
-4.79939970,1.94420776,0.00998809,0.00000000,0.00954893,0.51259270,0.88213981,0.00000000,0.87772531,0.37577350
-4.79339670,2.00372741,0.01047658,0.00000000,0.01031279,0.51952730,0.91920139,0.00000000,0.89536813,0.38677811
-4.78739370,2.06652280,0.01098105,0.00000000,0.01108311,0.52715263,0.95803146,0.00000000,0.91581309,0.39833243
-4.78139070,2.13205657,0.01149605,0.00000000,0.01185181,0.53539865,0.99830456,0.00000000,0.93912569,0.41032974
-4.77538769,2.19960134,0.01201517,0.00000000,0.01261060,0.54414423,1.03960750,0.00000000,0.96527090,0.42262949
-4.76938469,2.26826533,0.01253126,0.00000000,0.01335123,0.55322384,1.08145129,0.00000000,0.99411781,0.43506265
-4.76338169,2.33702644,0.01303662,0.00000000,0.01406577,0.56243651,1.12328677,0.00000000,1.02544831,0.44743851
-4.75737869,2.40477298,0.01352327,0.00000000,0.01474693,0.57155663,1.16452341,0.00000000,1.05896890,0.45955273
-4.75137569,2.47034911,0.01398323,0.00000000,0.01538833,0.58034595,1.20455041,0.00000000,1.09432503,0.47119602
-4.74537269,2.53260270,0.01440885,0.00000000,0.01598479,0.58856614,1.24275902,0.00000000,1.13111684,0.48216312
-4.73936968,2.59043312,0.01479303,0.00000000,0.01653255,0.59599121,1.27856514,0.00000000,1.16891542,0.49226167
-4.73336668,2.64283664,0.01512954,0.00000000,0.01702950,0.60241906,1.31143106,0.00000000,1.20727853,0.50132031
-4.72736368,2.68894725,0.01541327,0.00000000,0.01747526,0.60768170,1.34088540,0.00000000,1.24576496,0.50919584
-4.72136068,2.72807089,0.01564037,0.00000000,0.01787130,0.61165350,1.36654023,0.00000000,1.28394679,0.51577898
-4.71535768,2.75971162,0.01580847,0.00000000,0.01822086,0.61425717,1.38810471,0.00000000,1.32141906,0.52099844
-4.70935468,2.78358875,0.01591671,0.00000000,0.01852895,0.61546722,1.40539463,0.00000000,1.35780644,0.52482331
-4.70335168,2.79964420,0.01596583,0.00000000,0.01880208,0.61531087,1.41833755,0.00000000,1.39276708,0.52726355
-4.69734867,2.80804040,0.01595810,0.00000000,0.01904805,0.61386636,1.42697332,0.00000000,1.42599357,0.52836870
-4.69134567,2.80914901,0.01589727,0.00000000,0.01927564,0.61125915,1.43145034,0.00000000,1.45721168,0.52822505
-4.68534267,2.80353172,0.01578845,0.00000000,0.01949419,0.60765598,1.43201765,0.00000000,1.48617733,0.52695141
-4.67933967,2.79191431,0.01563791,0.00000000,0.01971317,0.60325763,1.42901368,0.00000000,1.51267254,0.52469376
-4.67333667,2.77515585,0.01545293,0.00000000,0.01994174,0.59829056,1.42285206,0.00000000,1.53650119,0.52161934
-4.66733367,2.75421481,0.01524154,0.00000000,0.02018830,0.59299809,1.41400569,0.00000000,1.55748530,0.51791020
-4.66133067,2.73011392,0.01501235,0.00000000,0.02046000,0.58763161,1.40298958,0.00000000,1.57546251,0.51375691
-4.65532766,2.70390569,0.01477427,0.00000000,0.02076234,0.58244226,1.39034357,0.00000000,1.59028537,0.50935255
-4.64932466,2.67664011,0.01453636,0.00000000,0.02109884,0.57767341,1.37661562,0.00000000,1.60182270,0.50488724
-4.64332166,2.64933576,0.01430758,0.00000000,0.02147073,0.57355426,1.36234636,0.00000000,1.60996313,0.50054355
