energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,W_p_up,W_d_up
-5.60380190,0.79460027,0.00148405,0.02765063,0.35403463,0.00043218,0.27080577,0.38176329
-5.59779890,0.79752132,0.00150424,0.02887090,0.35181484,0.00043931,0.27064545,0.38548431
-5.59179590,0.80275511,0.00152181,0.03062850,0.35089514,0.00044701,0.27165383,0.38995778
-5.58579290,0.81054695,0.00153681,0.03294699,0.35140471,0.00045543,0.27391117,0.39528567
-5.57978989,0.82116269,0.00154933,0.03584607,0.35348058,0.00046469,0.27749892,0.40158588
-5.57378689,0.83488982,0.00155955,0.03934104,0.35726868,0.00047494,0.28250040,0.40899269
-5.56778389,0.85203532,0.00156769,0.04344219,0.36292339,0.00048632,0.28900035,0.41765547
-5.56178089,0.87291985,0.00157404,0.04815403,0.37060532,0.00049895,0.29708333,0.42773567
-5.55577789,0.89786813,0.00157891,0.05347447,0.38047713,0.00051296,0.30683082,0.43940184
-5.54977489,0.92719550,0.00158270,0.05939391,0.39269751,0.00052845,0.31831717,0.45282273
-5.54377189,0.96119104,0.00158579,0.06589433,0.40741333,0.00054551,0.33160435,0.46815882
-5.53776888,1.00009797,0.00158857,0.07294839,0.42475029,0.00056420,0.34673592,0.48555230
-5.53176588,1.04409190,0.00159143,0.08051858,0.44480247,0.00058452,0.36373028,0.50511623
-5.52576288,1.09325823,0.00159470,0.08855659,0.46762121,0.00060645,0.38257380,0.52692311
-5.51975988,1.14756989,0.00159866,0.09700278,0.49320401,0.00062992,0.40321396,0.55099365
-5.51375688,1.20686658,0.00160352,0.10578596,0.52148397,0.00065479,0.42555316,0.57728636
-5.50775388,1.27083703,0.00160937,0.11482347,0.55232062,0.00068087,0.44944355,0.60568847
-5.50175088,1.33900555,0.00161621,0.12402161,0.58549260,0.00070791,0.47468327,0.63600899
-5.49574787,1.41072402,0.00162393,0.13327643,0.62069305,0.00073559,0.50101455,0.66797441
-5.48974487,1.48517032,0.00163227,0.14247496,0.65752796,0.00076353,0.52812393,0.70122748
-5.48374187,1.56135401,0.00164088,0.15149687,0.69551822,0.00079132,0.55564483,0.73532951
-5.47773887,1.63812956,0.00164929,0.16021646,0.73410523,0.00081848,0.58316262,0.76976623
-5.47173587,1.71421719,0.00165696,0.16850507,0.77266057,0.00084450,0.61022213,0.80395744
-5.46573287,1.78823109,0.00166324,0.17623385,0.81049925,0.00086885,0.63633752,0.83727008
-5.45972986,1.85871408,0.00166745,0.18327668,0.84689635,0.00089099,0.66100421,0.86903451
-5.45372686,1.92417772,0.00166889,0.18951330,0.88110663,0.00091038,0.68371250,0.89856329
-5.44772386,1.98314636,0.00166686,0.19483253,0.91238616,0.00092653,0.70396237,0.92517201
-5.44172086,2.03420345,0.00166068,0.19913537,0.94001539,0.00093894,0.72127891,0.94820107
-5.43571786,2.07603801,0.00164974,0.20233794,0.96332247,0.00094721,0.73522777,0.96703775
-5.42971486,2.10748955,0.00163352,0.20437417,0.98170605,0.00095099,0.74542983,0.98113737
-5.42371186,2.12758914,0.00161160,0.20519799,0.99465623,0.00095002,0.75157461,0.99004285
-5.41770885,2.13559490,0.00158371,0.20478508,1.00177305,0.00094411,0.75343168,0.99340156
-5.41170585,2.13102031,0.00154968,0.20313397,1.00278143,0.00093319,0.75085964,0.99097882
-5.40570285,2.11365392,0.00150953,0.20026644,0.99754186,0.00091731,0.74381212,0.98266740
-5.39969985,2.08356964,0.00146342,0.19622734,0.98605657,0.00089658,0.73234067,0.96849256
-5.39369685,2.04112709,0.00141165,0.19108355,0.96847065,0.00087125,0.71659423,0.94861248
-5.38769385,1.98696215,0.00135468,0.18492238,0.94506823,0.00084164,0.69681544,0.92331404
-5.38169085,1.92196810,0.00129307,0.17784929,0.91626395,0.00080818,0.67333371,0.89300423
-5.37568784,1.84726844,0.00122752,0.16998509,0.88259016,0.00077136,0.64655558,0.85819763
-5.36968484,1.76418264,0.00115880,0.16146273,0.84468042,0.00073172,0.61695277,0.81950058
-5.36368184,1.67418648,0.00108776,0.15242374,0.80325020,0.00068988,0.58504848,0.77759290
-5.35767884,1.57886892,0.00101529,0.14301462,0.75907567,0.00064644,0.55140249,0.73320780
-5.35167584,1.47988729,0.00094230,0.13338311,0.71297144,0.00060205,0.51659583,0.68711125
-5.34567284,1.37892280,0.00086969,0.12367460,0.66576836,0.00055736,0.48121562,0.64008128
-5.33966983,1.27763808,0.00079836,0.11402887,0.61829214,0.00051296,0.44584054,0.59288844
-5.33366683,1.17763840,0.00072913,0.10457708,0.57134358,0.00046947,0.41102762,0.54627779
-5.32766383,1.08043760,0.00066280,0.09543922,0.52568115,0.00042741,0.37730069,0.50095328
-5.32166083,0.98742985,0.00060009,0.08672214,0.48200619,0.00038730,0.34514070,0.45756473
-5.31565783,0.89986758,0.00054163,0.07851799,0.44095123,0.00034957,0.31497819,0.41669777
-5.30965483,0.81884573,0.00048798,0.07090327,0.40307128,0.00031462,0.28718789,0.37886663
-5.30365183,0.74529218,0.00043964,0.06393837,0.36883820,0.00028277,0.26208535,0.34450995
-5.29764882,0.67996376,0.00039699,0.05766757,0.33863786,0.00025429,0.23992550,0.31398894
-5.29164582,0.62344702,0.00036037,0.05211950,0.31276964,0.00022939,0.22090280,0.28758793
-5.28564282,0.57616300,0.00033002,0.04730784,0.29144800,0.00020824,0.20515270,0.26551658
-5.27963982,0.53837476,0.00030614,0.04323243,0.27480555,0.00019096,0.19275412,0.24791332
-5.27363682,0.51019689,0.00028884,0.03988049,0.26289720,0.00017760,0.18373263,0.23484964
-5.26763382,0.49160582,0.00027821,0.03722797,0.25570485,0.00016820,0.17806389,0.22633458
-5.26163082,0.48245033,0.00027426,0.03524098,0.25314245,0.00016276,0.17567731,0.22231926
-5.25562781,0.48246143,0.00027696,0.03387726,0.25506087,0.00016124,0.17645954,0.22270089
-5.24962481,0.49126135,0.00028622,0.03308755,0.26125266,0.00016356,0.18025776,0.22732629
-5.24362181,0.50837136,0.00030191,0.03281698,0.27145636,0.00016963,0.18688278,0.23599473
-5.23761881,0.53321842,0.00032384,0.03300634,0.28536055,0.00017930,0.19611174,0.24846011
-5.23161581,0.56514097,0.00035174,0.03359327,0.30260764,0.00019242,0.20769072,0.26443264
-5.22561281,0.60339415,0.00038530,0.03451340,0.32279761,0.00020877,0.22133732,0.28358030
-5.21960980,0.64715508,0.00042411,0.03570140,0.34549186,0.00022811,0.23674320,0.30553019
-5.21360680,0.69552858,0.00046769,0.03709196,0.37021746,0.00025017,0.25357702,0.32987034
-5.20760380,0.74755420,0.00051548,0.03862071,0.39647198,0.00027461,0.27148771,0.35615204
-5.20160080,0.80221474,0.00056682,0.04022514,0.42372909,0.00030106,0.29010834,0.38389323
-5.19559780,0.85844710,0.00062097,0.04184542,0.45144518,0.00032912,0.30906064,0.41258307
-5.18959480,0.91515537,0.00067711,0.04342522,0.47906692,0.00035833,0.32796022,0.44168787
-5.18359180,0.97122656,0.00073434,0.04491245,0.50603986,0.00038819,0.34642256,0.47065864
-5.17758879,1.02554879,0.00079171,0.04626000,0.53181792,0.00041820,0.36406957,0.49893999
-5.17158579,1.07703160,0.00084822,0.04742632,0.55587362,0.00044782,0.38053673,0.52598046
-5.16558279,1.12462797,0.00090285,0.04837603,0.57770874,0.00047649,0.39548047,0.55124401
-5.15957979,1.16735738,0.00095458,0.04908036,0.59686515,0.00050368,0.40858572,0.57422216
-5.15357679,1.20432910,0.00100242,0.04951746,0.61293524,0.00052886,0.41957326,0.59444668
-5.14757379,1.23476473,0.00104543,0.04967267,0.62557181,0.00055153,0.42820654,0.61150201
-5.14157079,1.25801920,0.00108278,0.04953854,0.63449674,0.00057125,0.43429784,0.62503716
-5.13556778,1.27359915,0.00111372,0.04911482,0.63950813,0.00058765,0.43771334,0.63477637
-5.12956478,1.28117790,0.00113766,0.04840821,0.64048566,0.00060040,0.43837694,0.64052822
-5.12356178,1.28060632,0.00115418,0.04743208,0.63739377,0.00060931,0.43627266,0.64219260
-5.11755878,1.27191894,0.00116302,0.04620593,0.63028244,0.00061425,0.43144545,0.63976536
-5.11155578,1.25533498,0.00116413,0.04475490,0.61928566,0.00061521,0.42400038,0.63334023
-5.10555278,1.23125429,0.00115766,0.04310910,0.60461741,0.00061231,0.41410026,0.62310803
-5.09954977,1.20024811,0.00114395,0.04130286,0.58656545,0.00060576,0.40196170,0.60935311
-5.09354677,1.16304522,0.00112355,0.03937404,0.56548303,0.00059588,0.38784996,0.59244720
-5.08754377,1.12051388,0.00109716,0.03736326,0.54177888,0.00058312,0.37207252,0.57284084
-5.08154077,1.07364033,0.00106570,0.03531315,0.51590597,0.00056802,0.35497191,0.55105284
-5.07553777,1.02350471,0.00103018,0.03326766,0.48834934,0.00055118,0.33691791,0.52765811
-5.06953477,0.97125532,0.00099174,0.03127143,0.45961356,0.00053332,0.31829953,0.50327433
-5.06353177,0.91808216,0.00095162,0.02936914,0.43021022,0.00051519,0.29951687,0.47854800
-5.05752876,0.86519060,0.00091109,0.02760506,0.40064599,0.00049759,0.28097336,0.45414021
-5.05152576,0.81377602,0.00087144,0.02602252,0.37141153,0.00048137,0.26306836,0.43071271
-5.04552276,0.76500015,0.00083396,0.02466355,0.34297160,0.00046735,0.24619038,0.40891456
-5.03951976,0.71996955,0.00079986,0.02356847,0.31575664,0.00045638,0.23071103,0.38936967
-5.03351676,0.67971666,0.00077031,0.02277556,0.29015596,0.00044928,0.21697967,0.37266546
-5.02751376,0.64518353,0.00074633,0.02232070,0.26651255,0.00044683,0.20531874,0.35934277
-5.02151076,0.61720844,0.00072883,0.02223701,0.24511959,0.00044975,0.19601978,0.34988713
-5.01550775,0.59651506,0.00071856,0.02255440,0.22621844,0.00045871,0.18933991,0.34472130
-5.00950475,0.58370416,0.00071612,0.02329913,0.20999807,0.00047426,0.18549873,0.34419910
-5.00350175,0.57924754,0.00072188,0.02449322,0.19659571,0.00049691,0.18467549,0.34860043
-4.99749875,0.58348380,0.00073605,0.02615386,0.18609837,0.00052702,0.18700643,0.35812739
-4.99149575,0.59661583,0.00075863,0.02829272,0.17854519,0.00056485,0.19258214,0.37290141
-4.98549275,0.61870962,0.00078943,0.03091516,0.17393029,0.00061053,0.20144503,0.39296134
-4.97948974,0.64969430,0.00082804,0.03401953,0.17220594,0.00066405,0.21358683,0.41826245
-4.97348674,0.68936336,0.00087391,0.03759634,0.17328582,0.00072528,0.22894629,0.44867630
-4.96748374,0.73737690,0.00092626,0.04162759,0.17704841,0.00079391,0.24740716,0.48399163
-4.96148074,0.79326510,0.00098421,0.04608618,0.18334024,0.00086950,0.26879667,0.52391621
-4.95547774,0.85643304,0.00104671,0.05093541,0.19197908,0.00095147,0.29288481,0.56807973
-4.94947474,0.92616701,0.00111262,0.05612883,0.20275702,0.00103907,0.31938457,0.61603800
-4.94347174,1.00164253,0.00118073,0.06161026,0.21544349,0.00113143,0.34795349,0.66727825
-4.93746873,1.08193431,0.00124976,0.06731413,0.22978827,0.00122756,0.37819677,0.72122590
-4.93146573,1.16602827,0.00131845,0.07316620,0.24552453,0.00132632,0.40967199,0.77725255
-4.92546273,1.25283568,0.00138556,0.07908463,0.26237202,0.00142653,0.44189581,0.83468539
-4.91945973,1.34120954,0.00144990,0.08498145,0.28004046,0.00152688,0.47435246,0.89281788
-4.91345673,1.42996291,0.00151039,0.09076428,0.29823310,0.00162604,0.50650402,0.95092145
-4.90745373,1.51788916,0.00156611,0.09633848,0.31665066,0.00172266,0.53780244,1.00825835
-4.90145073,1.60378376,0.00161627,0.10160948,0.33499544,0.00181538,0.56770274,1.06409505
-4.89544772,1.68646707,0.00166029,0.10648528,0.35297577,0.00190289,0.59567728,1.11771620
-4.88944472,1.76480788,0.00169783,0.11087906,0.37031064,0.00198396,0.62123040,1.16843871
-4.88344172,1.83774687,0.00172874,0.11471177,0.38673447,0.00205742,0.64391301,1.21562570
-4.87743872,1.90431957,0.00175316,0.11791457,0.40200194,0.00212226,0.66333648,1.25869984
-4.87143572,1.96367805,0.00177143,0.12043109,0.41589275,0.00217761,0.67918528,1.29715599
-4.86543272,2.01511090,0.00178415,0.12221935,0.42821626,0.00222278,0.69122785,1.33057260
-4.85942971,2.05806074,0.00179215,0.12325321,0.43881575,0.00225727,0.69932516,1.35862171
-4.85342671,2.09213895,0.00179643,0.12352351,0.44757236,0.00228078,0.70343657,1.38107727
-4.84742371,2.11713699,0.00179817,0.12303850,0.45440843,0.00229325,0.70362283,1.39782156
-4.84142071,2.13303413,0.00179869,0.12182392,0.45929024,0.00229480,0.70004597,1.40884955
-4.83541771,2.14000132,0.00179940,0.11992239,0.46223007,0.00228582,0.69296613,1.41427105
-4.82941471,2.13840102,0.00180173,0.11739243,0.46328739,0.00226686,0.68273556,1.41431065
-4.82341171,2.12878303,0.00180716,0.11430699,0.46256931,0.00223870,0.66978992,1.40930534
-4.81740870,2.11187642,0.00181706,0.11075156,0.46023012,0.00220230,0.65463749,1.39969988
-4.81140570,2.08857772,0.00183277,0.10682203,0.45646998,0.00215878,0.63784655,1.38604002
-4.80540270,2.05993562,0.00185544,0.10262237,0.45153277,0.00210939,0.62003157,1.36896357
-4.79939970,2.02713259,0.00188609,0.09826214,0.44570308,0.00205552,0.60183880,1.34918963
-4.79339670,1.99146371,0.00192552,0.09385403,0.43930244,0.00199863,0.58393164,1.32750603
-4.78739370,1.95431317,0.00197431,0.08951142,0.43268475,0.00194024,0.56697637,1.30475519
-4.78139070,1.91712893,0.00203279,0.08534614,0.42623110,0.00188192,0.55162862,1.28181879
-4.77538769,1.88139584,0.00210107,0.08146627,0.42034386,0.00182523,0.53852088,1.25960126
-4.76938469,1.84860774,0.00217898,0.07797437,0.41544018,0.00177173,0.52825117,1.23901250
-4.76338169,1.82023888,0.00226617,0.07496569,0.41194498,0.00172290,0.52137308,1.22095001
-4.75737869,1.79771496,0.00236202,0.07252683,0.41028336,0.00168017,0.51838704,1.20628073
-4.75137569,1.78238423,0.00246578,0.07073447,0.41087260,0.00164487,0.51973285,1.19582269
-4.74537269,1.77548885,0.00257651,0.06965438,0.41411365,0.00161820,0.52578312,1.19032689
-4.73936968,1.77813681,0.00269315,0.06934052,0.42038231,0.00160122,0.53683759,1.19045955
-4.73336668,1.79127481,0.00281457,0.06983435,0.43002007,0.00159482,0.55311813,1.19678493
-4.72736368,1.81566230,0.00293956,0.07116416,0.44332478,0.00159972,0.57476403,1.20974910
-4.72136068,1.85184732,0.00306690,0.07334454,0.46054119,0.00161643,0.60182775,1.22966494
-4.71535768,1.90014434,0.00319536,0.07637595,0.48185167,0.00164523,0.63427087,1.25669865
-4.70935468,1.96061495,0.00332375,0.08024425,0.50736722,0.00168617,0.67196049,1.29085826
-4.70335168,2.03305206,0.00345086,0.08492046,0.53711913,0.00173905,0.71466602,1.33198453
-4.69734867,2.11696819,0.00357557,0.09036057,0.57105160,0.00180342,0.76205687,1.37974476
-4.69134567,2.21158906,0.00369676,0.09650555,0.60901565,0.00187856,0.81370121,1.43363002
-4.68534267,2.31585306,0.00381335,0.10328159,0.65076476,0.00196347,0.86906630,1.49295630
-4.67933967,2.42841770,0.00392426,0.11060060,0.69595269,0.00205691,0.92752084,1.55687013
-4.67333667,2.54767365,0.00402845,0.11836109,0.74413374,0.00215736,0.98833979,1.62435901
-4.66733367,2.67176709,0.00412484,0.12644939,0.79476601,0.00226311,1.05071195,1.69426699
-4.66133067,2.79863061,0.00421236,0.13474136,0.84721767,0.00237221,1.11375074,1.76531556
-4.65532766,2.92602282,0.00428990,0.14310448,0.90077665,0.00248254,1.17650827,1.83612967
-4.64932466,3.05157612,0.00435636,0.15140041,0.95466365,0.00259189,1.23799267,1.90526866
-4.64332166,3.17285200,0.00441062,0.15948800,1.00804839,0.00269794,1.29718846,1.97126151
-4.63731866,3.28740248,0.00445158,0.16722655,1.06006878,0.00279835,1.35307970,2.03264545
-4.63131566,3.39283601,0.00447821,0.17447946,1.10985259,0.00289083,1.40467500,2.08800694
-4.62531266,3.48688581,0.00448953,0.18111796,1.15654090,0.00297321,1.45103396,2.13602356
-4.61930965,3.56747810,0.00448471,0.18702487,1.19931266,0.00304347,1.49129377,2.17550545
-4.61330665,3.63279768,0.00446311,0.19209827,1.23740923,0.00309984,1.52469504,2.20543445
-4.60730365,3.68134814,0.00442431,0.19625490,1.27015819,0.00314081,1.55060581,2.22499955
-4.60130065,3.71200397,0.00436815,0.19943306,1.29699512,0.00316525,1.56854243,2.23362694
-4.59529765,3.72405226,0.00429484,0.20159501,1.31748254,0.00317240,1.57818653,2.23100331
-4.58929465,3.71722190,0.00420493,0.20272863,1.33132499,0.00316189,1.57939702,2.21709119
-4.58329165,3.69169865,0.00409936,0.20284828,1.33837952,0.00313381,1.57221645,2.19213559
-4.57728864,3.64812526,0.00397949,0.20199477,1.33866103,0.00308866,1.55687144,2.15666146
-4.57128564,3.58758622,0.00384711,0.20023443,1.33234206,0.00302735,1.53376684,2.11146191
-4.56528264,3.51157768,0.00370440,0.19765728,1.31974703,0.00295119,1.50347392,2.05757753
-4.55927964,3.42196356,0.00355392,0.19437432,1.30134094,0.00286184,1.46671286,1.99626769
-4.55327664,3.32091964,0.00339860,0.19051411,1.27771327,0.00276124,1.42433048,1.92897489
-4.54727364,3.21086789,0.00324163,0.18621866,1.24955753,0.00265159,1.37727385,1.85728351
-4.54127064,3.09440364,0.00308647,0.18163882,1.21764742,0.00253523,1.32656115,1.78287468
-4.53526763,2.97421863,0.00293671,0.17692945,1.18281080,0.00241461,1.27325094,1.70747894
-4.52926463,2.85302289,0.00279607,0.17224437,1.14590243,0.00229221,1.21841097,1.63282849
-4.52326163,2.73346840,0.00266824,0.16773145,1.10777686,0.00217044,1.16308809,1.56061065
-4.51725863,2.61807737,0.00255688,0.16352796,1.06926250,0.00205163,1.10828015,1.49242415
-4.51125563,2.50917750,0.00246549,0.15975635,1.03113792,0.00193791,1.05491104,1.42973954
-4.50525263,2.40884615,0.00239736,0.15652068,0.99411142,0.00183119,1.00380973,1.37386475
-4.49924962,2.31886506,0.00235547,0.15390369,0.95880443,0.00173313,0.95569386,1.32591680
-4.49324662,2.24068644,0.00234246,0.15196483,0.92573931,0.00164510,0.91115820,1.28679991
-4.48724362,2.17541097,0.00236059,0.15073903,0.89533167,0.00156813,0.87066828,1.25719044
-4.48124062,2.12377757,0.00241164,0.15023648,0.86788743,0.00150297,0.83455877,1.23752875
-4.47523762,2.08616452,0.00249689,0.15044324,0.84360415,0.00145003,0.80303663,1.22801751
-4.46923462,2.06260109,0.00261716,0.15132271,0.82257632,0.00140945,0.77618820,1.22862640
-4.46323162,2.05278848,0.00277268,0.15281782,0.80480408,0.00138105,0.75398989,1.23910257
-4.45722861,2.05612883,0.00296321,0.15485387,0.79020456,0.00136446,0.73632151,1.25898636
-4.45122561,2.07176085,0.00318796,0.15734184,0.77862518,0.00135906,0.72298165,1.28763158
-4.44522261,2.09860051,0.00344565,0.16018214,0.76985805,0.00136407,0.71370424,1.32422979
-4.43921961,2.13538542,0.00373456,0.16326844,0.76365482,0.00137859,0.70817554,1.36783784
-4.43321661,2.18072133,0.00405253,0.16649161,0.75974116,0.00140165,0.70605104,1.41740794
-4.42721361,2.23312948,0.00439708,0.16974356,0.75783039,0.00143220,0.70697138,1.47181952
-4.42121061,2.29109333,0.00476540,0.17292079,0.75763567,0.00146923,0.71057708,1.52991212
-4.41520760,2.35310360,0.00515450,0.17592759,0.75888044,0.00151175,0.71652143,1.59051830
-4.40920460,2.41770030,0.00556121,0.17867878,0.76130689,0.00155885,0.72448134,1.65249600
-4.40320160,2.48351077,0.00598232,0.18110185,0.76468215,0.00160970,0.73416589,1.71475901
-4.39719860,2.54928267,0.00641463,0.18313856,0.76880242,0.00166361,0.74532243,1.77630495
-4.39119560,2.61391109,0.00685498,0.18474587,0.77349496,0.00172001,0.75774019,1.83623959
-4.38519260,2.67645896,0.00730040,0.18589617,0.77861804,0.00177844,0.77125135,1.89379677
-4.37918959,2.73617022,0.00774805,0.18657707,0.78405924,0.00183859,0.78572984,1.94835300
-4.37318659,2.79247534,0.00819535,0.18679043,0.78973210,0.00190027,0.80108777,1.99943626
-4.36718359,2.84498912,0.00863993,0.18655104,0.79557164,0.00196337,0.81727001,2.04672842
-4.36118059,2.89350086,0.00907967,0.18588479,0.80152890,0.00202786,0.83424694,2.09006134
-4.35517759,2.93795739,0.00951267,0.18482656,0.80756488,0.00209375,0.85200597,2.12940657
-4.34917459,2.97843990,0.00993723,0.18341795,0.81364414,0.00216108,0.87054210,2.16485930
-4.34317159,3.01513543,0.01035182,0.18170474,0.81972851,0.00222982,0.88984808,2.19661727
-4.33716858,3.04830476,0.01075503,0.17973456,0.82577108,0.00229992,0.90990462,2.22495562
-4.33116558,3.07824810,0.01114550,0.17755451,0.83171087,0.00237122,0.93067123,2.25019926
-4.32516258,3.10527057,0.01152192,0.17520903,0.83746842,0.00244345,0.95207815,2.27269394
-4.31915958,3.12964921,0.01188292,0.17273810,0.84294257,0.00251619,0.97401996,2.29277785
-4.31315658,3.15160352,0.01222711,0.17017574,0.84800858,0.00258889,0.99635126,2.31075527
-4.30715358,3.17127106,0.01255299,0.16754893,0.85251786,0.00266083,1.01888474,2.32687368
