energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.78392608,-4.73682240,1.09438792,-1.14790096,0.64781063,-0.88896819,0.04443135,-0.05511714,0.77814317,-1.07127149,0.08793465,-0.11429921,1.28890248,-1.37281977
-5.99399700,3.78771512,-4.74991845,1.10478223,-1.17489663,0.63619343,-0.88689592,0.04331184,-0.05697240,0.75915294,-1.06668503,0.08848239,-0.11234918,1.32417206,-1.39348938
-5.98799400,3.80569811,-4.75569821,1.11973928,-1.20008613,0.62755736,-0.88305081,0.04217035,-0.05863804,0.74498153,-1.06052409,0.08976890,-0.11024893,1.36150326,-1.41200422
-5.98199100,3.83909529,-4.75392465,1.14006172,-1.22303567,0.62214697,-0.87749664,0.04102611,-0.06008958,0.73615544,-1.05277579,0.09182097,-0.10805040,1.40097075,-1.42814842
-5.97598799,3.88900041,-4.74445250,1.16654056,-1.24335994,0.62015659,-0.87031259,0.03989832,-0.06130428,0.73312734,-1.04345320,0.09465466,-0.10580702,1.44268469,-1.44172988
-5.96998499,3.95635665,-4.72725930,1.19993644,-1.26074178,0.62172639,-0.86159548,0.03880588,-0.06226185,0.73626604,-1.03260097,0.09827480,-0.10357318,1.48678821,-1.45259430
-5.96398199,4.04193017,-4.70247962,1.24095914,-1.27495201,0.62693933,-0.85146270,0.03776716,-0.06294525,0.74584779,-1.02030120,0.10267469,-0.10140400,1.53345078,-1.46064059
-5.95797899,4.14628147,-4.67044058,1.29024536,-1.28586837,0.63581911,-0.84005556,0.03679968,-0.06334142,0.76204921,-1.00667947,0.10783589,-0.09935513,1.58285770,-1.46583672
-5.95197599,4.26973523,-4.63169644,1.34833537,-1.29349293,0.64832898,-0.82754275,0.03591996,-0.06344201,0.78494183,-0.99191041,0.11372820,-0.09748271,1.63519575,-1.46823533
-5.94597299,4.41234939,-4.58705945,1.41564899,-1.29796698,0.66437163,-0.81412338,0.03514319,-0.06324397,0.81448829,-0.97622237,0.12030981,-0.09584334,1.69063569,-1.46798786
-5.93996998,4.57388448,-4.53762429,1.49246149,-1.29958238,0.68379002,-0.80002924,0.03448299,-0.06275000,0.85054031,-0.95990074,0.12752748,-0.09449403,1.74931228,-1.46535641
-5.93396698,4.75377471,-4.48478328,1.57888051,-1.29878857,0.70636915,-0.78552584,0.03395121,-0.06196891,0.89283835,-0.94328927,0.13531702,-0.09349209,1.81130274,-1.46072207
-5.92796398,4.95110218,-4.43023000,1.67482475,-1.29619454,0.73183872,-0.77091183,0.03355767,-0.06091567,0.94101291,-0.92678909,0.14360376,-0.09289481,1.87660497,-1.45458894
-5.92196098,5.16457628,-4.37594925,1.78000555,-1.29256495,0.75987673,-0.75651645,0.03330993,-0.05961138,0.99458770,-0.91085504,0.15230325,-0.09275908,1.94511651,-1.44758309
-5.91595798,5.39251974,-4.32419207,1.89391247,-1.28881019,0.79011390,-0.74269499,0.03321306,-0.05808290,1.05298442,-0.89598904,0.16132202,-0.09314068,2.01661584,-1.44044576
-5.90995498,5.63286358,-4.27743526,2.01580404,-1.28597013,0.82213891,-0.72982205,0.03326954,-0.05636235,1.11552937,-0.88273058,0.17055855,-0.09409332,2.09074706,-1.43402075
-5.90395198,5.88315225,-4.23832576,2.14470440,-1.28519163,0.85550441,-0.71828274,0.03347905,-0.05448638,1.18146182,-0.87164432,0.17990433,-0.09566755,2.16700930,-1.42923578
-5.89794897,6.14056082,-4.20961086,2.27940703,-1.28770023,0.88973390,-0.70846216,0.03383841,-0.05249523,1.24994421,-0.86330516,0.18924508,-0.09790935,2.24475179,-1.42707827
-5.89194597,6.40192492,-4.19405650,2.41848588,-1.29476660,0.92432919,-0.70073343,0.03434154,-0.05043170,1.32007418,-0.85828129,0.19846220,-0.10085856,2.32317542,-1.42856620
-5.88594297,6.66378437,-4.19435623,2.56031443,-1.30766866,0.95877870,-0.69544479,0.03497949,-0.04833995,1.39089836,-0.85711566,0.20743426,-0.10454724,2.40134128,-1.43471475
-5.87993997,6.92244030,-4.21303426,2.70309264,-1.32765054,0.99256623,-0.69290642,0.03574056,-0.04626430,1.46142789,-0.86030674,0.21603881,-0.10899791,2.47818624,-1.44650015
-5.87393697,7.17402530,-4.25234645,2.84488146,-1.35587951,1.02518040,-0.69337746,0.03661046,-0.04424797,1.53065557,-0.86828924,0.22415430,-0.11422183,2.55254557,-1.46482180
-5.86793397,7.41458526,-4.31418333,2.98364421,-1.39340253,1.05612446,-0.69705409,0.03757260,-0.04233190,1.59757436,-0.88141559,0.23166214,-0.12021748,2.62318185,-1.49046440
-5.86193097,7.64017105,-4.39997926,3.11729387,-1.44110372,1.08492636,-0.70405898,0.03860837,-0.04055360,1.66119693,-0.89993907,0.23844892,-0.12696906,2.68881930,-1.52406147
-5.85592796,7.84693748,-4.51063190,3.24374477,-1.49966445,1.11114894,-0.71443303,0.03969762,-0.03894617,1.72057604,-0.92399916,0.24440878,-0.13444545,2.74818250,-1.56606192
-5.84992496,8.03124660,-4.64643552,3.36096718,-1.56952753,1.13440010,-0.72812958,0.04081906,-0.03753745,1.77482513,-0.95360997,0.24944575,-0.14259937,2.80003781,-1.61670112
-5.84392196,8.18977190,-4.80703149,3.46704300,-1.65086695,1.15434251,-0.74501155,0.04195082,-0.03634939,1.82313867,-0.98865215,0.25347610,-0.15136704,2.84323614,-1.67597785
-5.83791896,8.31959983,-4.99137862,3.56022053,-1.74356446,1.17070292,-0.76485178,0.04307101,-0.03539762,1.86481179,-1.02886876,0.25643069,-0.16066824,2.87675507,-1.74363837
-5.83191596,8.41832494,-5.19774502,3.63896645,-1.84719415,1.18328054,-0.78733656,0.04415831,-0.03469119,1.89925847,-1.07386531,0.25825699,-0.17040682,2.89973895,-1.81916839
-5.82591296,8.48413516,-5.42372278,3.70201312,-1.96101597,1.19195443,-0.81207239,0.04519254,-0.03423260,1.92602784,-1.12311419,0.25892103,-0.18047181,2.91153510,-1.90179383
