energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.90995498,2.01203418,0.02238034,0.10746362,0.41260495,0.49308795,0.04326594,0.92031626,0.17166520,0.15134594
-5.90395198,2.17202898,0.02396336,0.11365512,0.45030375,0.53574977,0.04661561,0.99752517,0.18814522,0.16059568
-5.89794897,2.33264609,0.02553257,0.11948407,0.48940309,0.57885629,0.04994649,1.07576041,0.20526864,0.16944454
-5.89194597,2.49185020,0.02706872,0.12486015,0.52940764,0.62191115,0.05321727,1.15405271,0.22281128,0.17776299
-5.88594297,2.64751582,0.02855232,0.12969886,0.56977992,0.66438113,0.05638520,1.23137323,0.24052863,0.18542716
-5.87993997,2.79746436,0.02996397,0.13392365,0.60994699,0.70570526,0.05940681,1.30665017,0.25815941,0.19232161
-5.87393697,2.93950559,0.03128464,0.13746788,0.64930921,0.74530553,0.06223885,1.37878827,0.27542996,0.19834204
-5.86793397,3.07148272,0.03249602,0.14027643,0.68725091,0.78259902,0.06483918,1.44669069,0.29205975,0.20339760
-5.86193097,3.19131979,0.03358084,0.14230708,0.72315277,0.81701101,0.06716776,1.50928283,0.30776751,0.20741293
-5.85592796,3.29707026,0.03452315,0.14353146,0.75640556,0.84798890,0.06918756,1.56553742,0.32227805,0.21032987
-5.84992496,3.38696518,0.03530869,0.14393569,0.78642491,0.87501637,0.07086550,1.61450005,0.33532946,0.21210867
-5.84392196,3.45945955,0.03592513,0.14352058,0.81266651,0.89762741,0.07217329,1.65531447,0.34668045,0.21272879
-5.83791896,3.51327520,0.03636235,0.14230148,0.83464121,0.91541970,0.07308820,1.68724657,0.35611743,0.21218927
-5.83191596,3.54743877,0.03661272,0.14030773,0.85192949,0.92806680,0.07359370,1.70970631,0.36346130,0.21050868
-5.82591296,3.56131323,0.03667122,0.13758192,0.86419453,0.93532879,0.07367999,1.72226670,0.36857339,0.20772465
-5.81990995,3.55462190,0.03653567,0.13417876,0.87119356,0.93706083,0.07334429,1.72467900,0.37136047,0.20389308
-5.81390695,3.52746388,0.03620680,0.13016385,0.87278671,0.93321932,0.07259108,1.71688358,0.37177864,0.19908700
-5.80790395,3.48032023,0.03568830,0.12561228,0.86894322,0.92386544,0.07143204,1.69901598,0.36983579,0.19339524
-5.80190095,3.41405054,0.03498680,0.12060712,0.85974449,0.90916577,0.06988587,1.67140771,0.36559268,0.18692086
-5.79589795,3.32988009,0.03411180,0.11523802,0.84538399,0.88939006,0.06797789,1.63458192,0.35916257,0.17977948
-5.78989495,3.22937783,0.03307548,0.10959966,0.82616384,0.86490621,0.06573947,1.58924396,0.35070942,0.17209753
-5.78389195,3.11442605,0.03189253,0.10379049,0.80248836,0.83617257,0.06320739,1.53626718,0.34044476,0.16401049
-5.77788894,2.98718288,0.03057985,0.09791142,0.77485473,0.80372794,0.06042292,1.47667456,0.32862342,0.15566116
-5.77188594,2.85003897,0.02915617,0.09206477,0.74384123,0.76817960,0.05743093,1.41161685,0.31553832,0.14719791
-5.76588294,2.70556981,0.02764172,0.08635333,0.71009345,0.73018991,0.05427884,1.34234807,0.30151454,0.13877317
-5.75987994,2.55648560,0.02605780,0.08087951,0.67430915,0.69046197,0.05101566,1.27019931,0.28690288,0.13054189
-5.75387694,2.40557997,0.02442630,0.07574476,0.63722218,0.64972479,0.04769084,1.19655170,0.27207323,0.12266012
-5.74787394,2.25567955,0.02276930,0.07104894,0.59958619,0.60871863,0.04435338,1.12280948,0.25740798,0.11528380
-5.74187094,2.10959541,0.02110862,0.06688991,0.56215861,0.56818087,0.04105078,1.05037406,0.24329559,0.10856745
-5.73586793,1.97007785,0.01946542,0.06336304,0.52568539,0.52883291,0.03782830,0.98061969,0.23012450,0.10266308
-5.72986493,1.83977516,0.01785983,0.06056076,0.49088686,0.49136836,0.03472812,0.91487130,0.21827763,0.09771898
-5.72386193,1.72119708,0.01631062,0.05857198,0.45844517,0.45644279,0.03178880,0.85438495,0.20812727,0.09387856
-5.71785893,1.61668302,0.01483496,0.05748151,0.42899324,0.42466513,0.02904477,0.80033101,0.20003060,0.09127907
-5.71185593,1.52837513,0.01344824,0.05736914,0.40310563,0.39659074,0.02652596,0.75378016,0.19432575,0.09005022
-5.70585293,1.45819567,0.01216392,0.05830872,0.38129106,0.37271618,0.02425757,0.71569195,0.19132817,0.09031261
-5.69984992,1.40782832,0.01099346,0.06036684,0.36398673,0.35347534,0.02226000,0.68690591,0.19132753,0.09217604
-5.69384692,1.37870279,0.00994638,0.06360144,0.35155417,0.33923688,0.02054874,0.66813464,0.19458472,0.09573752
-5.68784392,1.37198195,0.00903021,0.06806011,0.34427648,0.33030263,0.01913448,0.65995864,0.20132912,0.10107919
-5.68184092,1.38855109,0.00825066,0.07377830,0.34235694,0.32690684,0.01802323,0.66282259,0.21175588,0.10826603
-5.67583792,1.42900878,0.00761168,0.08077735,0.34591867,0.32921588,0.01721641,0.67703265,0.22602329,0.11734347
-5.66983492,1.49365909,0.00711561,0.08906254,0.35500527,0.33732825,0.01671113,0.70275463,0.24425016,0.12833500
-5.66383192,1.58250523,0.00676331,0.09862116,0.36958246,0.35127484,0.01650028,0.74001300,0.26651320,0.14123984
-5.65782891,1.69524489,0.00655429,0.10942085,0.38954055,0.37101921,0.01657281,0.78869053,0.29284462,0.15603087
-5.65182591,1.83126773,0.00648680,0.12140811,0.41469785,0.39645800,0.01691394,0.84852895,0.32322980,0.17265276
-5.64582291,1.98965563,0.00655792,0.13450733,0.44480502,0.42742140,0.01750532,0.91913058,0.35760546,0.19102074
-5.63981991,2.16918660,0.00676365,0.14862033,0.47955037,0.46367388,0.01832533,0.99996139,0.39585812,0.21101986
-5.63381691,2.36834313,0.00709889,0.16362649,0.51856622,0.50491528,0.01934932,1.09035569,0.43782334,0.23250506
-5.62781391,2.58532565,0.00755751,0.17938367,0.56143635,0.55078244,0.02054990,1.18952272,0.48328558,0.25530195
-5.62181091,2.81807184,0.00813232,0.19572982,0.60770439,0.60085153,0.02189727,1.29655555,0.53197897,0.27920861
-5.61580790,3.06428202,0.00881503,0.21248541,0.65688320,0.65464134,0.02335965,1.41044225,0.58358898,0.30399821
-5.60980490,3.32145085,0.00959630,0.22945657,0.70846502,0.71161756,0.02490374,1.53007948,0.63775504,0.32942255
-5.60380190,3.58690496,0.01046567,0.24643891,0.76193204,0.77119828,0.02649524,1.65428844,0.69407407,0.35521644
-5.59779890,3.85784602,0.01141161,0.26322190,0.81676733,0.83276068,0.02809951,1.78183289,0.75210495,0.38110279
-5.59179590,4.13139824,0.01242154,0.27959369,0.87246538,0.89564897,0.02968220,1.91143900,0.81137372,0.40679826
-5.58579290,4.40465918,0.01348196,0.29534617,0.92854224,0.95918352,0.03121001,2.04181638,0.87137948,0.43201936
-5.57978989,4.67475239,0.01457853,0.31028001,0.98454448,1.02267109,0.03265150,2.17167998,0.93160089,0.45648862
-5.57378689,4.93888045,0.01569628,0.32420970,1.04005682,1.08541603,0.03397781,2.29977210,0.99150292,0.47994089
-5.56778389,5.19437670,0.01681981,0.33696811,1.09470785,1.14673213,0.03516352,2.42488392,1.05054403,0.50212926
-5.56178089,5.43875434,0.01793360,0.34841060,1.14817378,1.20595515,0.03618736,2.54587609,1.10818343,0.52283065
-5.55577789,5.66975138,0.01902227,0.35841842,1.20017993,1.26245551,0.03703292,2.66169771,1.16388836,0.54185064
-5.54977489,5.88537043,0.02007100,0.36690130,1.25049988,1.31565108,0.03768923,2.77140336,1.21714143,0.55902771
-5.54377189,6.08391231,0.02106584,0.37379916,1.29895255,1.36501963,0.03815126,2.87416791,1.26744786,0.57423638
-5.53776888,6.26400304,0.02199413,0.37908288,1.34539725,1.41011079,0.03842022,2.96929864,1.31434263,0.58738958
-5.53176588,6.42461357,0.02284483,0.38275414,1.38972717,1.45055706,0.03850375,3.05624485,1.35739750,0.59843984
-5.52576288,6.56507239,0.02360891,0.38484432,1.43186181,1.48608367,0.03841590,3.13460458,1.39622787,0.60737962
-5.51975988,6.68507074,0.02427962,0.38541270,1.47173871,1.51651680,0.03817695,3.20412869,1.43049941,0.61424057
-5.51375688,6.78466076,0.02485275,0.38454382,1.50930520,1.54178999,0.03781302,3.26472205,1.45993433,0.61909189
-5.50775388,6.86424659,0.02532683,0.38234439,1.54451059,1.56194821,0.03735550,3.31644200,1.48431721,0.62203786
-5.50175088,6.92456862,0.02570319,0.37893964,1.57729950,1.57714928,0.03684031,3.35949396,1.50350007,0.62321452
-5.49574787,6.96668096,0.02598599,0.37446948,1.60760639,1.58766241,0.03630701,3.39422414,1.51740664,0.62278573
-5.48974487,6.99192226,0.02618208,0.36908440,1.63535201,1.59386334,0.03579774,3.42110920,1.52603531,0.62093858
-5.48374187,7.00187985,0.02630087,0.36294144,1.66044156,1.59622611,0.03535606,3.44074285,1.52946068,0.61787823
-5.47773887,6.99834734,0.02635395,0.35620009,1.68276487,1.59531113,0.03502572,3.45381908,1.52783325,0.61382245
-5.47173587,6.98327585,0.02635477,0.34901844,1.70219823,1.59174963,0.03484932,3.46111229,1.52137715,0.60899559
-5.46573287,6.95871920,0.02631809,0.34154955,1.71860786,1.58622474,0.03486696,3.46345399,1.51038558,0.60362251
-5.45972986,6.92677378,0.02625950,0.33393805,1.73185449,1.57944937,0.03511491,3.46170670,1.49521394,0.59792222
-5.45372686,6.88951415,0.02619476,0.32631710,1.74179876,1.57214164,0.03562433,3.45673516,1.47627069,0.59210155
-5.44772386,6.84892572,0.02613923,0.31880570,1.74830696,1.56499838,0.03642001,3.44937566,1.45400599,0.58634900
-5.44172086,6.80683658,0.02610720,0.31150640,1.75125665,1.55866793,0.03751931,3.44040443,1.42889860,0.58082882
-5.43571786,6.76485074,0.02611127,0.30450339,1.75054187,1.55372310,0.03893120,3.43050613,1.40144125,0.57567567
-5.42971486,6.72428559,0.02616184,0.29786109,1.74607753,1.55063559,0.04065552,3.42024390,1.37212535,0.57098995
-5.42371186,6.68611652,0.02626657,0.29162317,1.73780282,1.54975329,0.04268249,3.41003242,1.34142541,0.56683408
-5.41770885,6.65093201,0.02643000,0.28581213,1.72568364,1.55128151,0.04499246,3.40011562,1.30978420,0.56323000
-5.41170585,6.61890200,0.02665330,0.28042938,1.70971381,1.55526959,0.04755602,3.39055063,1.27759922,0.56015789
-5.40570285,6.58976246,0.02693411,0.27545594,1.68991552,1.56160374,0.05033432,3.38119922,1.24521133,0.55755653
-5.39969985,6.56281837,0.02726659,0.27085371,1.66633895,1.57000701,0.05327983,3.37172816,1.21289615,0.55532522
-5.39369685,6.53696657,0.02764159,0.26656737,1.63906150,1.58004683,0.05633740,3.36161907,1.18085885,0.55332744
-5.38769385,6.51073902,0.02804697,0.26252677,1.60818682,1.59115032,0.05944557,3.35018833,1.14923258,0.55139610
-5.38169085,6.48236625,0.02846808,0.25865000,1.57384399,1.60262706,0.06253824,3.33661673,1.11808092,0.54934045
-5.37568784,6.44985913,0.02888842,0.25484682,1.53618708,1.61369862,0.06554653,3.31998824,1.08740406,0.54695424
-5.36968484,6.41110667,0.02929032,0.25102252,1.49539531,1.62353393,0.06840090,3.29933670,1.05714868,0.54402509
-5.36368184,6.36398599,0.02965580,0.24708202,1.45167384,1.63128902,0.07103325,3.27369859,1.02722100,0.54034460
-5.35767884,6.30648008,0.02996742,0.24293407,1.40525528,1.63614944,0.07337919,3.24216971,0.99750229,0.53571880
-5.35167584,6.23679826,0.03020915,0.23849548,1.35640179,1.63737362,0.07538019,3.20396341,0.96786618,0.52997855
-5.34567284,6.15349388,0.03036728,0.23369501,1.30540762,1.63433511,0.07698558,3.15846752,0.93819678,0.52298948
-5.33966983,6.05557373,0.03043122,0.22847702,1.25260172,1.62656179,0.07815439,3.10529731,0.90840677,0.51466093
-5.33366683,5.94259389,0.03039418,0.22280445,1.19835033,1.61377024,0.07885683,3.04434201,0.87845447,0.50495355
-5.32766383,5.81473738,0.03025379,0.21666123,1.14305901,1.59589361,0.07907540,2.97580231,0.84835904,0.49388519
-5.32166083,5.67286951,0.03001254,0.21005383,1.08717382,1.57310164,0.07880564,2.90021712,0.81821310,0.48153483
-5.31565783,5.51856811,0.02967804,0.20301196,1.03118142,1.54581188,0.07805637,2.81847794,0.78819207,0.46804425
-5.30965483,5.35412670,0.02926307,0.19558837,0.97560782,1.51469137,0.07684946,2.73182995,0.75855977,0.45361752
-5.30365183,5.18252996,0.02878549,0.18785771,0.92101541,1.48064877,0.07521919,2.64185954,0.72967007,0.43851807
-5.29764882,5.00740200,0.02826791,0.17991454,0.86799844,1.44481690,0.07321113,2.55046838,0.70196435,0.42306369
-5.29164582,4.83292898,0.02773718,0.17187052,0.81717674,1.40852641,0.07088065,2.45983483,0.67596502,0.40761934
-5.28564282,4.66375869,0.02722375,0.16385096,0.76918775,1.37327138,0.06829108,2.37236403,0.65226511,0.39258835
-5.27963982,4.50488028,0.02676081,0.15599074,0.72467709,1.34066794,0.06551168,2.29062799,0.63151440,0.37840197
-5.27363682,4.36148830,0.02638333,0.14842994,0.68428782,1.31240737,0.06261538,2.21729799,0.61440253,0.36550782
-5.26763382,4.23883515,0.02612705,0.14130913,0.64864857,1.29020510,0.05967644,2.15507099,0.60163964,0.35435764
-5.26163082,4.14207674,0.02602734,0.13476471,0.61836101,1.27574714,0.05676818,2.10659263,0.59393511,0.34539448
-5.25562781,4.07611585,0.02611802,0.12892431,0.59398679,1.27063563,0.05396071,2.07437883,0.59197497,0.33903996
-5.24962481,4.04544789,0.02643024,0.12390249,0.57603448,1.27633519,0.05131891,2.06073841,0.59639885,0.33568179
-5.24362181,4.05401343,0.02699133,0.11979682,0.56494661,1.29412140,0.04890055,2.06769881,0.60777685,0.33566198
-5.23761881,4.10506181,0.02782375,0.11668461,0.56108742,1.32503319,0.04675475,2.09693704,0.62658725,0.33926601
-5.23161581,4.20102968,0.02894412,0.11462013,0.56473142,1.36983051,0.04492076,2.14971785,0.65319559,0.34671324
-5.22561281,4.34343818,0.03036238,0.11363272,0.57605325,1.42895850,0.04342706,2.22684093,0.68783581,0.35814889
-5.21960980,4.53281215,0.03208113,0.11372562,0.59511913,1.50251963,0.04229084,2.32859885,0.73059409,0.37363776
-5.21360680,4.76862407,0.03409513,0.11487557,0.62188010,1.59025465,0.04151784,2.45474729,0.78139612,0.39315997
-5.20760380,5.04926550,0.03639101,0.11703337,0.65616754,1.69153356,0.04110255,2.60448882,0.83999814,0.41660878
-5.20160080,5.37204774,0.03894726,0.12012508,0.69769107,1.80535708,0.04102873,2.77647142,0.90598257,0.44379078
-5.19559780,5.73323303,0.04173440,0.12405418,0.74603914,1.93036922,0.04127023,2.96880239,0.97875842,0.47442838
-5.18959480,6.12809688,0.04471541,0.12870423,0.80068249,2.06488114,0.04179216,3.17907804,1.05756692,0.50816479
-5.18359180,6.55102108,0.04784649,0.13394234,0.86098057,2.20690600,0.04255214,3.40442922,1.14149258,0.54457126
-5.17758879,6.99561593,0.05107794,0.13962299,0.92619090,2.35420431,0.04350188,3.64158186,1.22947947,0.58315667
-5.17158579,7.45486918,0.05435539,0.14559233,0.99548139,2.50433875,0.04458881,3.88693160,1.32035278,0.62337911
-5.16558279,7.92131802,0.05762110,0.15169266,1.06794541,2.65473699,0.04575783,4.13663055,1.41284497,0.66465921
-5.15957979,8.38723921,0.06081556,0.15776707,1.14261918,2.80276073,0.04695303,4.38668389,1.50562598,0.70639491
-5.15357679,8.84485147,0.06387903,0.16366385,1.21850126,2.94577858,0.04811947,4.63305331,1.59733658,0.74797711
-5.14757379,9.28652345,0.06675329,0.16924088,1.29457344,3.08124035,0.04920476,4.87176400,1.68662372,0.78880567
-5.14157079,9.70497983,0.06938330,0.17436941,1.36982252,3.20675000,0.05016062,5.09901121,1.77217665,0.82830533
-5.13556778,10.09349787,0.07171879,0.17893745,1.44326226,3.32013426,0.05094418,5.31126261,1.85276244,0.86594080
-5.12956478,10.44608684,0.07371574,0.18285247,1.51395478,3.41950437,0.05151910,5.50535238,1.92725957,0.90123047
-5.12356178,10.75764323,0.07533767,0.18604330,1.58103075,3.50330817,0.05185641,5.67856337,1.99468800,0.93375832
-5.11755878,11.02407551,0.07655667,0.18846135,1.64370766,3.57037041,0.05193507,5.82869390,2.05423475,0.96318333
-5.11155578,11.24239330,0.07735412,0.19008088,1.70130561,3.61991961,0.05174228,5.95410660,2.10527368,0.98924622
-5.10555278,11.41075787,0.07772117,0.19089854,1.75326019,3.65160025,0.05127347,6.05375733,2.14737875,1.01177323
-5.09954977,11.52849202,0.07765881,0.19093214,1.79913203,3.66546989,0.05053200,6.12720329,2.18033027,1.03067669
-5.09354677,11.59605003,0.07717764,0.19021877,1.83861294,3.66198166,0.04952864,6.17459021,2.20411391,1.04595274
-5.08754377,11.61494965,0.07629731,0.18881238,1.87152862,3.64195287,0.04828079,6.19661978,2.21891269,1.05767604
-5.08154077,11.58767056,0.07504570,0.18678098,1.89783793,3.60652173,0.04681154,6.19449934,2.22509253,1.06599213
-5.07553777,11.51752482,0.07345783,0.18420358,1.91762933,3.55709421,0.04514858,6.16987655,2.22318211,1.07110778
-5.06953477,11.40850641,0.07157458,0.18116712,1.93111453,3.49528393,0.04332302,6.12476275,2.21384837,1.07327987
-5.06353177,11.26512773,0.06944131,0.17776347,1.93862014,3.42284805,0.04136817,6.06144903,2.19786879,1.07280350
-5.05752876,11.09225133,0.06710639,0.17408664,1.94057769,3.34162233,0.03931840,5.98241913,2.17610200,1.07000001
-5.05152576,10.89492504,0.06461972,0.17023045,1.93751275,3.25345836,0.03720792,5.89026374,2.14945819,1.06520547
-5.04552276,10.67822811,0.06203135,0.16628659,1.93003352,3.16016595,0.03506984,5.78759987,2.11887077,1.05876031
-5.03951976,10.44713513,0.05939017,0.16234324,1.91881961,3.06346308,0.03293523,5.67699914,2.08527050,1.05100049
-5.03351676,10.20640288,0.05674279,0.15848424,1.90461119,2.96493526,0.03083241,5.56092768,2.04956324,1.04225073
-5.02751376,9.96048399,0.05413259,0.15478880,1.88819910,2.86600579,0.02878639,5.44169976,2.01261201,1.03281993
-5.02151076,9.71346935,0.05159899,0.15133176,1.87041590,2.76791744,0.02681852,5.32144628,1.97522406,1.02299895
-5.01550775,9.46905928,0.04917695,0.14818414,1.85212804,2.67172560,0.02494630,5.20209834,1.93814280,1.01306054
-5.00950475,9.23056222,0.04689663,0.14541418,1.83422915,2.57830218,0.02318337,5.08538526,1.90204482,1.00326144
-5.00350175,9.00091744,0.04478333,0.14308841,1.81763417,2.48834901,0.02153961,4.97284530,1.86754122,0.99384611
-4.99749875,8.78273765,0.04285754,0.14127289,1.80327420,2.40241906,0.02002146,4.86584709,1.83518278,0.98505164
-4.99149575,8.57836577,0.04113517,0.14003435,1.79209153,2.32094336,0.01863222,4.76561881,1.80546792,0.97711347
-4.98549275,8.38993999,0.03962784,0.13944105,1.78503462,2.24426130,0.01737254,4.67328194,1.77885254,0.97027109
-4.97948974,8.21946070,0.03834332,0.13956346,1.78305239,2.17265198,0.01624082,4.58988641,1.75576054,0.96477323
-4.97348674,8.06885302,0.03728596,0.14047433,1.78708739,2.10636439,0.01523380,4.51644357,1.73659392,0.96088205
-4.96748374,7.94001932,0.03645710,0.14224838,1.79806743,2.04564424,0.01434696,4.45395426,1.72174148,0.95887553
-4.96148074,7.83487682,0.03585555,0.14496145,1.81689506,1.99075585,0.01357500,4.40342904,1.71158516,0.95904792
-4.95547774,7.75537638,0.03547794,0.14868895,1.84443477,1.94199758,0.01291224,4.36589862,1.70650323,0.96170773
-4.94947474,7.70350015,0.03531907,0.15350389,1.88149738,1.89971023,0.01235297,4.34241305,1.70686988,0.96717316
-4.94347174,7.68123679,0.03537217,0.15947437,1.92882181,1.86427779,0.01189167,4.33402891,1.71305085,0.97576493
-4.93746873,7.69053482,0.03562909,0.16666060,1.98705410,1.83612091,0.01152327,4.34178469,1.72539514,0.98779666
-4.93146573,7.73323593,0.03608046,0.17511171,2.05672397,1.81568366,0.01124324,4.36666523,1.74422286,1.00356307
-4.92546273,7.81099137,0.03671572,0.18486229,2.13821961,1.80341461,0.01104762,4.40955682,1.76980991,1.02332655
-4.91945973,7.92516598,0.03752319,0.19592904,2.23176124,1.79974370,0.01093304,4.47119528,1.80236998,1.04730258
-4.91345673,8.07673523,0.03849002,0.20830743,2.33737451,1.80505649,0.01089663,4.55210996,1.84203490,1.07564479
-4.90745373,8.26618127,0.03960219,0.22196885,2.45486503,1.81966767,0.01093591,4.65256678,1.88883436,1.10843042
-4.90145073,8.49339465,0.04084443,0.23685820,2.58379522,1.84379550,0.01104867,4.77251404,1.94267618,1.14564704
-4.89544772,8.75758806,0.04220023,0.25289214,2.72346521,1.87753911,0.01123278,4.91153434,2.00332842,1.18718129
-4.88944472,9.05722856,0.04365180,0.26995823,2.87289917,1.92086004,0.01148603,5.06880634,2.07040447,1.23281050
-4.88344172,9.38999349,0.04518009,0.28791500,3.03083876,1.97356949,0.01180600,5.24307926,2.14335252,1.28219786
-4.87743872,9.75275503,0.04676485,0.30659302,3.19574500,2.03532203,0.01218988,5.43266280,2.22145018,1.33489162
-4.87143572,10.14159632,0.04838477,0.32579710,3.36580966,2.10561655,0.01263436,5.63543449,2.30380544,1.39032883
-4.86543272,10.55186110,0.05001764,0.34530953,3.53897720,2.18380439,0.01313558,5.84886544,2.38936434,1.44784365
-4.85942971,10.97823679,0.05164056,0.36489435,3.71297734,2.26910443,0.01368902,6.07006465,2.47692575,1.50668029
-4.85342671,11.41486926,0.05323026,0.38430257,3.88536824,2.36062448,0.01428956,6.29584111,2.56516330,1.56601025
-4.84742371,11.85550577,0.05476347,0.40327812,4.05358959,2.45738780,0.01493147,6.52278179,2.65265385,1.62495325
-4.84142071,12.29366083,0.05621727,0.42156438,4.21502405,2.55836349,0.01560850,6.74734266,2.73791188,1.68260118
-4.83541771,12.72279834,0.05756955,0.43891104,4.36706534,2.66249904,0.01631398,6.96594923,2.81942851,1.73804416
-4.82941471,13.13652222,0.05879947,0.45508104,4.50719031,2.76875348,0.01704097,7.17510215,2.89571374,1.79039747
-4.82341171,13.52876684,0.05988794,0.46985728,4.63303230,2.87612919,0.01778239,7.37148319,2.96534001,1.83882828
-4.81740870,13.89397849,0.06081805,0.48304882,4.74245243,2.98370091,0.01853118,7.55205649,3.02698538,1.88258092
-4.81140570,14.22727914,0.06157553,0.49449631,4.83360568,3.09064029,0.01928049,7.71416040,3.07947405,1.92099953
-4.80540270,14.52460452,0.06214906,0.50407637,4.90499856,3.19623488,0.02002382,7.85558509,3.12181248,1.95354692
-4.79939970,14.78280960,0.06253064,0.51170475,4.95553536,3.29990046,0.02075511,7.97463229,3.15321916,1.97981888
-4.79339670,14.99973641,0.06271575,0.51733809,4.98455058,3.40118643,0.02146892,8.07015393,3.17314662,1.99955306
-4.78739370,15.17424076,0.06270345,0.52097414,4.99182581,3.49977386,0.02216041,8.14156798,3.18129443,2.01263224
-4.78139070,15.30617680,0.06249638,0.52265053,4.97758983,3.59546671,0.02282544,8.18885061,3.17761263,2.01908161
-4.77538769,15.39634049,0.06210063,0.52244201,4.94250199,3.68817663,0.02346048,8.21250539,3.16229535,2.01906050
-4.76938469,15.44637535,0.06152546,0.52045637,4.88761938,3.77790259,0.02406261,8.21351133,3.13576494,2.01284891
-4.76338169,15.45864586,0.06078295,0.51682919,4.81434956,3.86470634,0.02462937,8.19325268,3.09864767,2.00082963
-4.75737869,15.43608546,0.05988752,0.51171769,4.72439104,3.94868535,0.02515867,8.15343461,3.05174219,1.98346704
-4.75137569,15.38202754,0.05885541,0.50529397,4.61966466,4.02994468,0.02564860,8.09598935,2.99598253,1.96128357
-4.74537269,15.30002850,0.05770407,0.49773796,4.50223937,4.10856933,0.02609731,8.02297790,2.93239774,1.93483537
-4.73936968,15.19369208,0.05645153,0.48923038,4.37425593,4.18459866,0.02650280,7.93649260,2.86207018,1.90468810
-4.73336668,15.06650401,0.05511577,0.47994613,4.23785247,4.25800406,0.02686280,7.83856553,2.78609468,1.87139443
-4.72736368,14.92168491,0.05371416,0.47004831,4.09509541,4.32867104,0.02717463,7.73108720,2.70554069,1.83547403
-4.72136068,14.76206819,0.05226287,0.45968324,3.94791867,4.39638657,0.02743514,7.61573940,2.62141896,1.79739716
-4.71535768,14.59000794,0.05077648,0.44897656,3.79807389,4.46083212,0.02764068,7.49394473,2.53465443,1.75757236
-4.70935468,14.40731994,0.04926757,0.43803068,3.64709328,4.52158264,0.02778709,7.36683464,2.44606605,1.71633874
-4.70335168,14.21525675,0.04774654,0.42692349,3.49626612,4.57811121,0.02786978,7.23523635,2.35635428,1.67396277
-4.69734867,14.01451595,0.04622141,0.41570849,3.34662903,4.62979923,0.02788390,7.09967804,2.26609607,1.63063968
-4.69134567,13.80527877,0.04469793,0.40441614,3.19896929,4.67595114,0.02782450,6.96041062,2.17574704,1.58649871
-4.68534267,13.58727482,0.04317961,0.39305630,3.05384003,4.71581312,0.02768671,6.81744350,2.08564988,1.54161177
-4.67933967,13.35986727,0.04166800,0.38162158,2.91158508,4.74859463,0.02746609,6.67059131,1.99604806,1.49600472
-4.67333667,13.12215235,0.04016295,0.37009141,2.77237131,4.77349183,0.02715879,6.51952787,1.90710313,1.44967020
-4.66733367,12.87306649,0.03866305,0.35843640,2.63622586,4.78971181,0.02676189,6.36384367,1.81891443,1.40258129
-4.66133067,12.61149459,0.03716598,0.34662292,2.50307555,4.79649662,0.02627362,6.20310339,1.73153960,1.35470497
-4.65532766,12.33637340,0.03566896,0.33461751,2.37278595,4.79314624,0.02569357,6.03689998,1.64501446,1.30601466
-4.64932466,12.04678491,0.03416920,0.32239096,2.24519795,4.77903973,0.02502288,5.86490267,1.55937109,1.25650108
-4.64332166,11.74203542,0.03266423,0.30992176,2.12015981,4.75365383,0.02426432,5.68689659,1.47465312,1.20618096
