energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up
-6.00000000,14.17778402,2.64171287,9.18917568,0.01450936,1.88170142,0.76984758,0.37133615,0.06957213,1.71830897
-5.99399700,14.79356290,2.74346472,9.62576550,0.01482738,1.96450359,0.78825668,0.38409130,0.07290703,1.77550022
-5.98799400,15.40006944,2.84235465,10.05972347,0.01516238,2.04554379,0.80638951,0.39606715,0.07628313,1.83043225
-5.98199100,15.99329571,2.93791182,10.48851559,0.01549955,2.12429496,0.82402456,0.40717974,0.07965874,1.88246613
-5.97598799,16.56942991,3.02976007,10.90960088,0.01582507,2.20024549,0.84097889,0.41736615,0.08299331,1.93104508
-5.96998499,17.12483406,3.11760592,11.32041243,0.01612634,2.27289520,0.85710795,0.42658359,0.08624778,1.97569858
-5.96398199,17.65601424,3.20122163,11.71833963,0.01639223,2.34175108,0.87230298,0.43480762,0.08938496,2.01604277
-5.95797899,18.15958783,3.28042458,12.10071454,0.01661319,2.40632352,0.88648660,0.44202970,0.09236971,2.05177765
-5.95197599,18.63225318,3.35505443,12.46480551,0.01678135,2.46612371,0.89960688,0.44825423,0.09516926,2.08268142
-5.94597299,19.07076618,3.42494995,12.80782066,0.01689059,2.52066259,0.91163026,0.45349530,0.09775338,2.10860276
-5.93996998,19.47192833,3.48992694,13.12692310,0.01693652,2.56945216,0.92253411,0.45777333,0.10009466,2.12945187
-5.93396698,19.83258971,3.54975929,13.41925928,0.01691640,2.61200910,0.93229931,0.46111183,0.10216869,2.14519080
-5.92796398,20.14966940,3.60416436,13.68200085,0.01682909,2.64786111,0.94090339,0.46353450,0.10395435,2.15582419
-5.92196098,20.42019439,3.65279422,13.91239933,0.01667496,2.67655568,0.94831491,0.46506286,0.10543405,2.16139079
-5.91595798,20.64135684,3.69523342,14.10785228,0.01645568,2.69767119,0.95448927,0.46571452,0.10659403,2.16195652
-5.90995498,20.81058817,3.73100399,14.26597859,0.01617414,2.71082979,0.95936635,0.46550223,0.10742462,2.15760952
-5.90395198,20.92564667,3.75957752,14.38469964,0.01583425,2.71571152,0.96287024,0.46443376,0.10792051,2.14845724
-5.89794897,20.98471488,3.78039391,14.46232273,0.01544078,2.71206883,0.96491091,0.46251255,0.10808106,2.13462590
-5.89194597,20.98650112,3.79288609,14.49762268,0.01499924,2.69974086,0.96538786,0.45973918,0.10791050,2.11626194
-5.88594297,20.93033979,3.79650907,14.48991710,0.01451568,2.67866653,0.96419551,0.45611345,0.10741813,2.09353528
-5.87993997,20.81628389,3.79077210,14.43913127,0.01399659,2.64889565,0.96122990,0.45163694,0.10661838,2.06664394
-5.87393697,20.64518387,3.77527181,14.34584853,0.01344875,2.61059742,0.95639627,0.44631592,0.10553090,2.03581928
-5.86793397,20.41874690,3.74972452,14.21134275,0.01287911,2.56406554,0.94961715,0.44016429,0.10418042,2.00133143
-5.86193097,20.13957163,3.71399571,14.03759007,0.01229471,2.50971968,0.94084024,0.43320641,0.10259653,1.96349404
-5.85592796,19.81115435,3.66812486,13.82725805,0.01170255,2.44810280,0.93004568,0.42547961,0.10081334,1.92266784
-5.84992496,19.43786412,3.61234401,13.58367124,0.01110952,2.37987443,0.91725228,0.41703608,0.09886896,1.87926239
-5.84392196,19.02488535,3.54708881,13.31075339,0.01052233,2.30579988,0.90252211,0.40794408,0.09680486,1.83373563
-5.83791896,18.57812859,3.47300109,13.01294743,0.00994742,2.22673582,0.88596342,0.39828836,0.09466506,1.78659081
-5.83191596,18.10411146,3.39092276,12.69511548,0.00939088,2.14361253,0.86773144,0.38816959,0.09249519,1.73837094
-5.82591296,17.60981331,3.30188077,12.36242219,0.00885842,2.05741365,0.84802721,0.37770299,0.09034149,1.68965057
-5.81990995,17.10250873,3.20706405,12.02020538,0.00835530,1.96915396,0.82709435,0.36701595,0.08824964,1.64102539
-5.81390695,16.58958613,3.10779311,11.67383875,0.00788624,1.87985624,0.80521399,0.35624506,0.08626361,1.59309986
-5.80790395,16.07835847,3.00548392,11.32859182,0.00745541,1.79052791,0.78269815,0.34553242,0.08442447,1.54647366
-5.80190095,15.57587384,2.90160751,10.98949251,0.00706639,1.70213839,0.75988192,0.33502157,0.08276920,1.50172740
-5.79589795,15.08873361,2.79764748,10.66119772,0.00672213,1.61559801,0.73711471,0.32485325,0.08132967,1.45940849
-5.78989495,14.62292583,2.69505709,10.34787700,0.00642493,1.53173920,0.71475125,0.31516117,0.08013162,1.42001776
-5.78389195,14.18368061,2.59521812,10.05311393,0.00617646,1.45130063,0.69314242,0.30606810,0.07919392,1.38399754
-5.77788894,13.77535359,2.49940322,9.77982885,0.00597775,1.37491474,0.67262657,0.29768240,0.07852796,1.35172184
-5.77188594,13.40134190,2.40874344,9.53022602,0.00582924,1.30309909,0.65352151,0.29009524,0.07813732,1.32348905
-5.76588294,13.06403569,2.32420209,9.30576675,0.00573083,1.23625166,0.63611746,0.28337865,0.07801769,1.29951746
-5.75987994,12.76480659,2.24655603,9.10716922,0.00568193,1.17465003,0.62067117,0.27758448,0.07815707,1.27994379
-5.75387694,12.50403247,2.17638467,8.93443431,0.00568154,1.11845442,0.60740130,0.27274428,0.07853623,1.26482465
-5.74787394,12.28115639,2.11406695,8.78689552,0.00572830,1.06771404,0.59648507,0.26887010,0.07912945,1.25414080
-5.74187094,12.09477579,2.05978573,8.66329022,0.00582065,1.02237647,0.58805613,0.26595619,0.07990551,1.24780372
-5.73586793,11.94275676,2.01353900,8.56184816,0.00595683,0.98229939,0.58220361,0.26398137,0.08082879,1.24566418
-5.72986493,11.82236699,1.97515678,8.48039295,0.00613504,0.94726392,0.57897217,0.26291198,0.08186063,1.24752208
-5.72386193,11.73042062,1.94432243,8.41645116,0.00635345,0.91698900,0.57836285,0.26270519,0.08296071,1.25313709
-5.71785893,11.66342741,1.92059697,8.36736408,0.00661028,0.89114603,0.58033463,0.26331250,0.08408846,1.26223934
-5.71185593,11.61773951,1.90344489,8.33039697,0.00690385,0.86937309,0.58480656,0.26468313,0.08520442,1.27453973
-5.70585293,11.58968888,1.89226008,8.30284094,0.00723260,0.85128809,0.59166021,0.26676727,0.08627159,1.28973931
-5.69984992,11.57571006,1.88639061,8.28210356,0.00759506,0.83650048,0.60074254,0.26951888,0.08725645,1.30753731
-5.69384692,11.57244366,1.88516126,8.26578486,0.00798986,0.82462100,0.61186898,0.27289794,0.08812998,1.32763777
-5.68784392,11.57681784,1.88789313,8.25173649,0.00841569,0.81526939,0.62482685,0.27687214,0.08886828,1.34975450
-5.68184092,11.58610614,1.89391977,8.23810295,0.00887120,0.80807980,0.63937897,0.28141795,0.08945303,1.37361464
-5.67583792,11.59796192,1.90259979,8.22334478,0.00935503,0.80270423,0.65526781,0.28652101,0.08987166,1.39896089
-5.66983492,11.61043115,1.91332605,8.20624469,0.00986566,0.79881393,0.67221994,0.29217602,0.09011726,1.42555290
-5.66383192,11.62194603,1.92553178,8.18589858,0.01040141,0.79609929,0.68995102,0.29838618,0.09018828,1.45316807
-5.65782891,11.63130367,1.93869443,8.16169418,0.01096039,0.79426852,0.70817141,0.30516226,0.09008803,1.48160234
-5.65182591,11.63763383,1.95233775,8.13328014,0.01154050,0.79304568,0.72659231,0.31252151,0.08982403,1.51067139
-5.64582291,11.64036067,1.96603310,8.10052939,0.01213940,0.79216836,0.74493246,0.32048659,0.08940728,1.54021249
-5.63981991,11.63916281,1.97940045,8.06349986,0.01275464,0.79138561,0.76292530,0.32908448,0.08885146,1.57008742
-5.63381691,11.63393582,1.99210996,8.02239580,0.01338366,0.79045648,0.78032643,0.33834572,0.08817218,1.60018658
-5.62781391,11.62476020,2.00388437,7.97753254,0.01402401,0.78914938,0.79692118,0.34830385,0.08738624,1.63043402
-5.62181091,11.61187725,2.01450248,7.92930659,0.01467341,0.78724262,0.81253195,0.35899517,0.08651095,1.66079357
-5.61580790,11.59567364,2.02380361,7.87817262,0.01533001,0.78452598,0.82702500,0.37045882,0.08556367,1.69127525
