energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-4.96148074,1.12747264,0.00076011,0.03256857,0.12343843,0.79039333,0.00843065,0.31147852
-4.95547774,1.16704410,0.00082497,0.03377866,0.12461867,0.81455395,0.00850760,0.32818400
-4.94947474,1.21405569,0.00090653,0.03514798,0.12707679,0.84417640,0.00865993,0.34644014
-4.94347174,1.26782491,0.00100530,0.03665158,0.13077009,0.87881165,0.00888614,0.36601887
-4.93746873,1.32755252,0.00112182,0.03826191,0.13564441,0.91792535,0.00918458,0.38666445
-4.93146573,1.39234606,0.00125656,0.03994964,0.14163731,0.96091326,0.00955372,0.40810087
-4.92546273,1.46124455,0.00141002,0.04168456,0.14868120,1.00711717,0.00999223,0.43003988
-4.91945973,1.53324371,0.00158259,0.04343650,0.15670653,1.05584100,0.01049920,0.45218942
-4.91345673,1.60732094,0.00177462,0.04517626,0.16564469,1.10636653,0.01107411,0.47426220
-4.90745373,1.68245944,0.00198640,0.04687650,0.17543072,1.15796845,0.01171690,0.49598409
-4.90145073,1.75767075,0.00221807,0.04851254,0.18600551,1.20992855,0.01242790,0.51710204
-4.89544772,1.83201533,0.00246971,0.05006312,0.19731760,1.26154864,0.01320776,0.53739123
-4.88944472,1.90462040,0.00274123,0.05151093,0.20932427,1.31216210,0.01405729,0.55666109
-4.88344172,1.97469505,0.00303245,0.05284303,0.22199209,1.36114392,0.01497729,0.57476009
-4.87743872,2.04154188,0.00334300,0.05405108,0.23529672,1.40791918,0.01596840,0.59157890
-4.87143572,2.10456530,0.00367238,0.05513134,0.24922194,1.45196983,0.01703081,0.60705190
-4.86543272,2.16327627,0.00401994,0.05608454,0.26375812,1.49283990,0.01816415,0.62115696
-4.85942971,2.21729357,0.00438487,0.05691540,0.27889995,1.53013901,0.01936729,0.63391339
-4.85342671,2.26634179,0.00476622,0.05763215,0.29464365,1.56354453,0.02063820,0.64537826
-4.84742371,2.31024638,0.00516292,0.05824574,0.31098381,1.59280220,0.02197389,0.65564123
-4.84142071,2.34892615,0.00557378,0.05876901,0.32790992,1.61772561,0.02337043,0.66481812
-4.83541771,2.38238384,0.00599753,0.05921576,0.34540292,1.63819465,0.02482298,0.67304359
-4.82941471,2.41069534,0.00643284,0.05959974,0.36343182,1.65415305,0.02632601,0.68046326
-4.82341171,2.43399824,0.00687836,0.05993371,0.38195078,1.66560540,0.02787350,0.68722579
-4.81740870,2.45248045,0.00733276,0.06022857,0.40089675,1.67261374,0.02945928,0.69347517
-4.81140570,2.46636946,0.00779478,0.06049256,0.42018791,1.67529396,0.03107741,0.69934385
-4.80540270,2.47592288,0.00826325,0.06073066,0.43972304,1.67381226,0.03272261,0.70494684
-4.79939970,2.48142075,0.00873715,0.06094419,0.45938203,1.66838178,0.03439067,0.71037733
-4.79339670,2.48315988,0.00921566,0.06113063,0.47902746,1.65925951,0.03607895,0.71570379
-4.78739370,2.48145047,0.00969815,0.06128364,0.49850733,1.64674351,0.03778669,0.72096884
-4.78139070,2.47661482,0.01018424,0.06139340,0.51765882,1.63117051,0.03951539,0.72618986
-4.77538769,2.46898812,0.01067380,0.06144705,0.53631296,1.61291374,0.04126894,0.73136109
-4.76938469,2.45892066,0.01116694,0.06142948,0.55429996,1.59238079,0.04305373,0.73645724
-4.76338169,2.44678121,0.01166399,0.06132411,0.57145491,1.57001154,0.04487854,0.74143809
-4.75737869,2.43296063,0.01216545,0.06111389,0.58762365,1.54627559,0.04675425,0.74625384
-4.75137569,2.41787521,0.01267192,0.06078232,0.60266832,1.52166929,0.04869342,0.75085080
-4.74537269,2.40196896,0.01318406,0.06031446,0.61647242,1.49671183,0.05070968,0.75517697
-4.73936968,2.38571417,0.01370242,0.05969788,0.62894501,1.47194040,0.05281694,0.75918712
-4.73336668,2.36960979,0.01422737,0.05892347,0.64002382,1.44790405,0.05502861,0.76284711
-4.72736368,2.35417724,0.01475900,0.05798617,0.64967710,1.42515631,0.05735660,0.76613713
-4.72136068,2.33995346,0.01529691,0.05688543,0.65790410,1.40424654,0.05981048,0.76905372
-4.71535768,2.32748133,0.01584015,0.05562548,0.66473420,1.38570996,0.06239655,0.77161054
-4.70935468,2.31729782,0.01638711,0.05421542,0.67022478,1.37005683,0.06511713,0.77383787
-4.70335168,2.30992015,0.01693538,0.05266896,0.67445793,1.35776085,0.06796999,0.77578107
-4.69734867,2.30583105,0.01748175,0.05100415,0.67753630,1.34924733,0.07094799,0.77749817
-4.69134567,2.30546347,0.01802214,0.04924270,0.67957838,1.34488161,0.07403898,0.77905683
-4.68534267,2.30918612,0.01855162,0.04740938,0.68071349,1.34495818,0.07722602,0.78053113
-4.67933967,2.31729038,0.01906450,0.04553110,0.68107674,1.34969111,0.08048787,0.78199826
-4.67333667,2.32997955,0.01955439,0.04363608,0.68080443,1.35920637,0.08379973,0.78353555
-4.66733367,2.34736116,0.02001443,0.04175294,0.68002988,1.37353637,0.08713425,0.78521809
-4.66133067,2.36944283,0.02043739,0.03990977,0.67888007,1.39261731,0.09046269,0.78711682
-4.65532766,2.39613197,0.02081596,0.03813334,0.67747317,1.41628946,0.09375622,0.78929751
-4.64932466,2.42723931,0.02114298,0.03644834,0.67591676,1.44430064,0.09698719,0.79182026
-4.64332166,2.46248623,0.02141167,0.03487674,0.67430704,1.47631275,0.10013039,0.79473967
-4.63731866,2.50151522,0.02161593,0.03343724,0.67272856,1.51191143,0.10316412,0.79810527
-4.63131566,2.54390311,0.02175054,0.03214498,0.67125450,1.55061829,0.10607103,0.80196219
-4.62531266,2.58917611,0.02181139,0.03101121,0.66994720,1.59190544,0.10883865,0.80635171
-4.61930965,2.63682590,0.02179562,0.03004322,0.66885872,1.63521175,0.11145961,0.81131142
-4.61330665,2.68632591,0.02170177,0.02924433,0.66803125,1.67996010,0.11393141,0.81687499
-4.60730365,2.73714689,0.02152981,0.02861398,0.66749723,1.72557503,0.11625590,0.82307118
-4.60130065,2.78877117,0.02128116,0.02814800,0.66727895,1.77150004,0.11843835,0.82992223
-4.59529765,2.84070478,0.02095863,0.02783878,0.66738775,1.81721372,0.12048628,0.83744153
-4.58929465,2.89248724,0.02056630,0.02767568,0.66782275,1.86224423,0.12240808,0.84563085
-4.58329165,2.94369863,0.02010939,0.02764538,0.66856920,1.90618137,0.12421153,0.85447714
-4.57728864,2.99396388,0.01959403,0.02773229,0.66959678,1.94868583,0.12590228,0.86394936
-4.57128564,3.04295440,0.01902709,0.02791900,0.67085779,1.98949518,0.12748255,0.87399554
-4.56528264,3.09038739,0.01841593,0.02818667,0.67228575,2.02842647,0.12894992,0.88454042
-4.55927964,3.13602297,0.01776816,0.02851556,0.67379450,2.06537529,0.13029659,0.89548398
-4.55327664,3.17965981,0.01709148,0.02888541,0.67527804,2.10031123,0.13150893,0.90670113
-4.54727364,3.22112953,0.01639343,0.02927593,0.67661139,2.13327029,0.13256751,0.91804269
-4.54127064,3.26029046,0.01568129,0.02966720,0.67765243,2.16434418,0.13344762,0.92933783
-4.53526763,3.29702106,0.01496193,0.03004012,0.67824496,2.19366728,0.13412018,0.94039790
-4.52926463,3.33121350,0.01424172,0.03037676,0.67822277,2.22140177,0.13455312,0.95102149
-4.52326163,3.36276757,0.01352652,0.03066076,0.67741473,2.24772151,0.13471303,0.96100064
-4.51725863,3.39158518,0.01282162,0.03087760,0.67565061,2.27279548,0.13456708,0.97012769
-4.51125563,3.41756567,0.01213180,0.03101490,0.67276738,2.29677151,0.13408504,0.97820256
-4.50525263,3.44060174,0.01146131,0.03106264,0.66861574,2.31976103,0.13324126,0.98503991
-4.49924962,3.46057642,0.01081399,0.03101328,0.66306644,2.34182549,0.13201655,0.99047587
-4.49324662,3.47736058,0.01019325,0.03086184,0.65601608,2.36296522,0.13039973,0.99437380
-4.48724362,3.49081143,0.00960217,0.03060594,0.64739207,2.38311107,0.12838891,0.99662886
-4.48124062,3.50077158,0.00904348,0.03024568,0.63715640,2.40211945,0.12599222,0.99717097
-4.47523762,3.50706890,0.00851965,0.02978355,0.62530814,2.41977086,0.12322808,0.99596617
-4.46923462,3.50951704,0.00803283,0.02922417,0.61188429,2.43577220,0.12012498,0.99301607
-4.46323162,3.50791671,0.00758489,0.02857408,0.59695914,2.44976271,0.11672062,0.98835569
-4.45722861,3.50205770,0.00717733,0.02784139,0.58064201,2.46132335,0.11306075,0.98204962
-4.45122561,3.49172179,0.00681129,0.02703544,0.56307361,2.46998939,0.10919740,0.97418691
-4.44522261,3.47668652,0.00648745,0.02616643,0.54442111,2.47526554,0.10518695,0.96487497
-4.43921961,3.45672989,0.00620596,0.02524508,0.52487221,2.47664323,0.10108794,0.95423283
-4.43321661,3.43163605,0.00596645,0.02428221,0.50462858,2.47361922,0.09695874,0.94238432
-4.42721361,3.40120197,0.00576787,0.02328848,0.48389891,2.46571483,0.09285532,0.92945137
-4.42121061,3.36524486,0.00560856,0.02227406,0.46289205,2.45249510,0.08882917,0.91554804
-4.41520760,3.32361045,0.00548614,0.02124837,0.44181038,2.43358700,0.08492544,0.90077554
-4.40920460,3.27618171,0.00539758,0.02021995,0.42084392,2.40869608,0.08118146,0.88521845
-4.40320160,3.22288785,0.00533920,0.01919627,0.40016527,2.37762090,0.07762566,0.86894244
-4.39719860,3.16371323,0.00530676,0.01818371,0.37992566,2.34026462,0.07427695,0.85199353
-4.39119560,3.09870585,0.00529549,0.01718753,0.36025221,2.29664341,0.07114459,0.83439878
-4.38519260,3.02798499,0.00530029,0.01621191,0.34124643,2.24689133,0.06822847,0.81616857
-4.37918959,2.95174759,0.00531577,0.01526007,0.32298394,2.19126151,0.06551991,0.79729993
-4.37318659,2.87027300,0.00533649,0.01433434,0.30551537,2.13012371,0.06300271,0.77778096
-4.36718359,2.78392574,0.00535705,0.01343635,0.28886825,2.06395819,0.06065459,0.75759590
-4.36118059,2.69315601,0.00537229,0.01256715,0.27304976,1.99334643,0.05844878,0.73673047
-4.35517759,2.59849769,0.00537744,0.01172739,0.25805004,1.91895872,0.05635579,0.71517728
-4.34917459,2.50056373,0.00536829,0.01091745,0.24384604,1.84153942,0.05434512,0.69294086
-4.34317159,2.40003907,0.00534125,0.01013760,0.23040537,1.76189016,0.05238698,0.67004206
-4.33716858,2.29767093,0.00529357,0.00938809,0.21769029,1.68085170,0.05045385,0.64652158
-4.33116558,2.19425697,0.00522330,0.00866926,0.20566144,1.59928501,0.04852181,0.62244248
-4.32516258,2.09063146,0.00512945,0.00798159,0.19428120,1.51805219,0.04657164,0.59789151
-4.31915958,1.98765010,0.00501194,0.00732572,0.18351666,1.43799777,0.04458962,0.57297924
-4.31315658,1.88617368,0.00487161,0.00670253,0.17334197,1.35993099,0.04256804,0.54783911
-4.30715358,1.78705151,0.00471022,0.00611307,0.16374025,1.28460952,0.04050541,0.52262534
