energy_ev,total_up,Ga_p_up,Ga_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.44335732,0.06199792,0.00000000,0.09528662,0.05936237,0.21357817,0.00000000
-5.99399700,0.42384591,0.06051083,0.00000000,0.08940070,0.05617489,0.20679715,0.00000000
-5.98799400,0.40764919,0.05922368,0.00000000,0.08473847,0.05353336,0.20095488,0.00000000
-5.98199100,0.39387009,0.05805375,0.00000000,0.08099220,0.05130568,0.19574587,0.00000000
-5.97598799,0.38172287,0.05692729,0.00000000,0.07789901,0.04937588,0.19089734,0.00000000
-5.96998499,0.37053524,0.05578063,0.00000000,0.07523869,0.04764439,0.18617260,0.00000000
-5.96398199,0.35974814,0.05456093,0.00000000,0.07283110,0.04602785,0.18137338,0.00000000
-5.95797899,0.34891328,0.05322666,0.00000000,0.07053309,0.04445867,0.17634103,0.00000000
-5.95197599,0.33768856,0.05174765,0.00000000,0.06823527,0.04288426,0.17095659,0.00000000
-5.94597299,0.32583168,0.05010487,0.00000000,0.06585849,0.04126608,0.16513981,0.00000000
-5.93996998,0.31319203,0.04828985,0.00000000,0.06335034,0.03957840,0.15884709,0.00000000
-5.93396698,0.29970116,0.04630380,0.00000000,0.06068150,0.03780697,0.15206848,0.00000000
-5.92796398,0.28536229,0.04415657,0.00000000,0.05784221,0.03594754,0.14482395,0.00000000
-5.92196098,0.27023888,0.04186527,0.00000000,0.05483870,0.03400425,0.13715898,0.00000000
-5.91595798,0.25444299,0.03945294,0.00000000,0.05168991,0.03198805,0.12913979,0.00000000
-5.90995498,0.23812347,0.03694701,0.00000000,0.04842424,0.02991512,0.12084831,0.00000000
-5.90395198,0.22145458,0.03437780,0.00000000,0.04507667,0.02780530,0.11237715,0.00000000
-5.89794897,0.20462516,0.03177713,0.00000000,0.04168602,0.02568070,0.10382472,0.00000000
-5.89194597,0.18782886,0.02917691,0.00000000,0.03829267,0.02356432,0.09529074,0.00000000
-5.88594297,0.17125544,0.02660797,0.00000000,0.03493649,0.02147899,0.08687220,0.00000000
-5.87993997,0.15508349,0.02409904,0.00000000,0.03165517,0.01944633,0.07865993,0.00000000
-5.87393697,0.13947458,0.02167594,0.00000000,0.02848295,0.01748600,0.07073580,0.00000000
-5.86793397,0.12456889,0.01936096,0.00000000,0.02544961,0.01561513,0.06317068,0.00000000
-5.86193097,0.11048242,0.01717249,0.00000000,0.02257989,0.01384794,0.05602312,0.00000000
-5.85592796,0.09730547,0.01512477,0.00000000,0.01989315,0.01219549,0.04933860,0.00000000
-5.84992496,0.08510248,0.01322798,0.00000000,0.01740334,0.01066570,0.04314955,0.00000000
-5.84392196,0.07391297,0.01148832,0.00000000,0.01511922,0.00926342,0.03747582,0.00000000
-5.83791896,0.06375338,0.00990837,0.00000000,0.01304472,0.00799066,0.03232567,0.00000000
-5.83191596,0.05461967,0.00848745,0.00000000,0.01117957,0.00684690,0.02769706,0.00000000
-5.82591296,0.04649048,0.00722214,0.00000000,0.00951990,0.00582954,0.02357930,0.00000000
-5.81990995,0.03933057,0.00610680,0.00000000,0.00805902,0.00493424,0.01995484,0.00000000
-5.81390695,0.03309452,0.00513413,0.00000000,0.00678823,0.00415548,0.01680113,0.00000000
-5.80790395,0.02773048,0.00429573,0.00000000,0.00569762,0.00348700,0.01409260,0.00000000
-5.80190095,0.02318385,0.00358267,0.00000000,0.00477692,0.00292225,0.01180256,0.00000000
-5.79589795,0.01940083,0.00298596,0.00000000,0.00401625,0.00245490,0.00990507,0.00000000
-5.78989495,0.01633186,0.00249709,0.00000000,0.00340701,0.00207927,0.00837677,0.00000000
-5.78389195,0.01393478,0.00210846,0.00000000,0.00294258,0.00179072,0.00719860,0.00000000
-5.77788894,0.01217792,0.00181375,0.00000000,0.00261916,0.00158612,0.00635750,0.00000000
-5.77188594,0.01104296,0.00160834,0.00000000,0.00243657,0.00146418,0.00584799,0.00000000
-5.76588294,0.01052773,0.00148958,0.00000000,0.00239906,0.00142589,0.00567383,0.00000000
-5.75987994,0.01064888,0.00145715,0.00000000,0.00251620,0.00147483,0.00584955,0.00000000
-5.75387694,0.01144456,0.00151327,0.00000000,0.00280383,0.00161759,0.00640212,0.00000000
-5.74787394,0.01297709,0.00166296,0.00000000,0.00328511,0.00186407,0.00737257,0.00000000
-5.74187094,0.01533560,0.00191426,0.00000000,0.00399169,0.00222794,0.00881771,0.00000000
-5.73586793,0.01863876,0.00227837,0.00000000,0.00496494,0.00272690,0.01081190,0.00000000
-5.72986493,0.02303745,0.00276983,0.00000000,0.00625743,0.00338309,0.01344888,0.00000000
-5.72386193,0.02871740,0.00340660,0.00000000,0.00793444,0.00422340,0.01684354,0.00000000
-5.71785893,0.03590172,0.00421007,0.00000000,0.01007571,0.00527978,0.02113380,0.00000000
-5.71185593,0.04485323,0.00520509,0.00000000,0.01277720,0.00658950,0.02648235,0.00000000
-5.70585293,0.05587652,0.00641980,0.00000000,0.01615306,0.00819535,0.03307830,0.00000000
-5.69984992,0.06931950,0.00788542,0.00000000,0.02033761,0.01014577,0.04113859,0.00000000
-5.69384692,0.08557446,0.00963597,0.00000000,0.02548734,0.01249488,0.05090916,0.00000000
-5.68784392,0.10507833,0.01170779,0.00000000,0.03178285,0.01530240,0.06266572,0.00000000
-5.68184092,0.12831216,0.01413898,0.00000000,0.03943069,0.01863344,0.07671406,0.00000000
-5.67583792,0.15579951,0.01696867,0.00000000,0.04866485,0.02255814,0.09338970,0.00000000
-5.66983492,0.18810369,0.02023625,0.00000000,0.05974806,0.02715116,0.11305693,0.00000000
-5.66383192,0.22582373,0.02398034,0.00000000,0.07297236,0.03249101,0.13610697,0.00000000
-5.65782891,0.26958888,0.02823780,0.00000000,0.08865918,0.03865920,0.16295526,0.00000000
-5.65182591,0.32005169,0.03304260,0.00000000,0.10715844,0.04573923,0.19403766,0.00000000
-5.64582291,0.37787938,0.03842464,0.00000000,0.12884670,0.05381538,0.22980558,0.00000000
-5.63981991,0.44374367,0.04440859,0.00000000,0.15412402,0.06297142,0.27071988,0.00000000
-5.63381691,0.51830889,0.05101277,0.00000000,0.18340945,0.07328904,0.31724347,0.00000000
