energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.78389195,3.48492208,1.29782070,0.98935539,0.01589883,0.17826627,2.19316168,0.00000000,0.96441770,0.45386634
-5.77788894,3.53163311,1.30940140,1.01386195,0.01538295,0.17558110,2.22720435,0.00000000,0.98116048,0.45644718
-5.77188594,3.56681823,1.31687965,1.03465778,0.01478692,0.17225307,2.25420189,0.00000000,0.99456022,0.45761675
-5.76588294,3.59016880,1.32023568,1.05147855,0.01412164,0.16834433,2.27388913,0.00000000,1.00448765,0.45738442
-5.75987994,3.60145294,1.31946612,1.06410067,0.01339890,0.16392088,2.28604368,0.00000000,1.01083723,0.45576637
-5.75387694,3.60051599,1.31458151,1.07234609,0.01263105,0.15905063,2.29048799,0.00000000,1.01352844,0.45278418
-5.74787394,3.58728449,1.30560555,1.07608713,0.01183068,0.15380155,2.28709374,0.00000000,1.01250779,0.44846418
-5.74187094,3.56177330,1.29257637,1.07525108,0.01101025,0.14824018,2.27578836,0.00000000,1.00775151,0.44283728
-5.73586793,3.52409529,1.27554936,1.06982438,0.01018178,0.14243048,2.25656319,0.00000000,0.99926866,0.43593955
-5.72986493,3.47447293,1.25460142,1.05985621,0.00935662,0.13643293,2.22948281,0.00000000,0.98710456,0.42781325
-5.72386193,3.41325040,1.22983619,1.04546115,0.00854520,0.13030411,2.19469456,0.00000000,0.97134420,0.41850818
-5.71785893,3.34090510,1.20138955,1.02682073,0.00775682,0.12409639,2.15243750,0.00000000,0.95211519,0.40808331
-5.71185593,3.25805704,1.16943497,1.00418345,0.00699961,0.11785804,2.10304975,0.00000000,0.92959010,0.39660829
-5.70585293,3.16547492,1.13418798,0.97786335,0.00628038,0.11163334,2.04697341,0.00000000,0.90398759,0.38416479
-5.69984992,3.06407766,1.09590938,0.94823666,0.00560464,0.10546303,1.98475626,0.00000000,0.87557227,0.37084749
-5.69384692,2.95493049,1.05490650,0.91573677,0.00497661,0.09938460,1.91704957,0.00000000,0.84465298,0.35676442
-5.68784392,2.83923509,1.01153241,0.88084724,0.00439931,0.09343276,1.84460174,0.00000000,0.81157931,0.34203670
-5.68184092,2.71831348,0.96618276,0.84409324,0.00387464,0.08763976,1.76824771,0.00000000,0.77673642,0.32679753
-5.67583792,2.59358606,0.91929033,0.80603148,0.00340352,0.08203566,1.68889415,0.00000000,0.74053829,0.31119040
-5.66983492,2.46654439,0.87131737,0.76723888,0.00298600,0.07664850,1.60750108,0.00000000,0.70341943,0.29536670
-5.66383192,2.33871962,0.82274613,0.72830052,0.00262147,0.07150433,1.52506059,0.00000000,0.66582565,0.27948262
-5.65782891,2.21164810,0.77406802,0.68979716,0.00230877,0.06662714,1.44257346,0.00000000,0.62820393,0.26369567
-5.65182591,2.08683542,0.72577183,0.65229272,0.00204638,0.06203863,1.36102487,0.00000000,0.59099214,0.24816090
-5.64582291,1.96572079,0.67833181,0.61632239,0.00183254,0.05775801,1.28136027,0.00000000,0.55460889,0.23302704
-5.63981991,1.84964309,0.63219604,0.58238152,0.00166538,0.05380163,1.20446245,0.00000000,0.51944403,0.21843273
-5.63381691,1.73981026,0.58777583,0.55091577,0.00154303,0.05018266,1.13113098,0.00000000,0.48585023,0.20450313
-5.62781391,1.63727339,0.54543650,0.52231291,0.00146375,0.04691074,1.06206483,0.00000000,0.45413594,0.19134694
-5.62181091,1.54290630,0.50549017,0.49689631,0.00142595,0.04399170,0.99784885,0.00000000,0.42456007,0.17905413
-5.61580790,1.45739146,0.46819070,0.47492031,0.00142824,0.04142733,0.93894463,0.00000000,0.39732860,0.16769429
-5.60980490,1.38121263,0.43373095,0.45656755,0.00146949,0.03921526,0.88568594,0.00000000,0.37259297,0.15731592
-5.60380190,1.31465392,0.40224243,0.44194813,0.00154880,0.03734892,0.83827866,0.00000000,0.35045049,0.14794633
-5.59779890,1.25780522,0.37379725,0.43110050,0.00166547,0.03581762,0.79680497,0.00000000,0.33094645,0.13959251
-5.59179590,1.21057303,0.34841199,0.42399385,0.00181900,0.03460674,0.76123134,0.00000000,0.31407766,0.13224247
-5.58579290,1.17269608,0.32605326,0.42053194,0.00200897,0.03369806,0.73141949,0.00000000,0.29979730,0.12586735
-5.57978989,1.14376445,0.30664453,0.42055782,0.00223503,0.03307011,0.70713993,0.00000000,0.28802055,0.12042382
-5.57378689,1.12324124,0.29007373,0.42385960,0.00249678,0.03269869,0.68808677,0.00000000,0.27863080,0.11585691
-5.56778389,1.11048568,0.27620120,0.43017668,0.00279371,0.03255740,0.67389349,0.00000000,0.27148591,0.11210290
-5.56178089,1.10477654,0.26486752,0.43920649,0.00312506,0.03261829,0.66414852,0.00000000,0.26642439,0.10909222
-5.55577789,1.10533508,0.25590092,0.45061155,0.00348978,0.03285248,0.65841017,0.00000000,0.26327105,0.10675228
-5.54977489,1.11134669,0.24912379,0.46402671,0.00388642,0.03323089,0.65622036,0.00000000,0.26184202,0.10501006
-5.54377189,1.12198082,0.24435823,0.47906645,0.00431304,0.03372490,0.65711662,0.00000000,0.26194895,0.10379427
-5.53776888,1.13640877,0.24143036,0.49533234,0.00476718,0.03430705,0.66064234,0.00000000,0.26340231,0.10303732
-5.53176588,1.15381919,0.24017343,0.51242056,0.00524579,0.03495180,0.66635496,0.00000000,0.26601386,0.10267673
-5.52576288,1.17343141,0.24042972,0.52992941,0.00574523,0.03563612,0.67383234,0.00000000,0.26959825,0.10265621
-5.51975988,1.19450661,0.24205131,0.54746686,0.00626125,0.03634015,0.68267737,0.00000000,0.27397401,0.10292635
-5.51375688,1.21635712,0.24489998,0.56465807,0.00678901,0.03704779,0.69252102,0.00000000,0.27896398,0.10344491
-5.50775388,1.23835400,0.24884642,0.58115278,0.00732319,0.03774716,0.70302428,0.00000000,0.28439542,0.10417690
-5.50175088,1.25993333,0.25376886,0.59663232,0.00785799,0.03843104,0.71387913,0.00000000,0.29009999,0.10509429
-5.49574787,1.28060113,0.25955158,0.61081635,0.00838728,0.03909712,0.72480895,0.00000000,0.29591375,0.10617567
-5.48974487,1.29993728,0.26608333,0.62346882,0.00890472,0.03974818,0.73556845,0.00000000,0.30167738,0.10740560
-5.48374187,1.31759828,0.27325591,0.63440303,0.00940392,0.04039204,0.74594357,0.00000000,0.30723672,0.10877402
-5.47773887,1.33331896,0.28096305,0.64348564,0.00987854,0.04104138,0.75575117,0.00000000,0.31244363,0.11027545
-5.47173587,1.34691286,0.28909975,0.65063917,0.01032251,0.04171334,0.76483871,0.00000000,0.31715731,0.11190826
-5.46573287,1.35827122,0.29756190,0.65584296,0.01073017,0.04242893,0.77308390,0.00000000,0.32124599,0.11367379
-5.45972986,1.36736029,0.30624643,0.65913228,0.01109642,0.04321224,0.78039409,0.00000000,0.32458886,0.11557552
-5.45372686,1.37421682,0.31505173,0.66059559,0.01141684,0.04408941,0.78670536,0.00000000,0.32707828,0.11761814
-5.44772386,1.37894155,0.32387835,0.66036983,0.01168787,0.04508747,0.79198120,0.00000000,0.32862196,0.11980660
-5.44172086,1.38169066,0.33262979,0.65863388,0.01190684,0.04623303,0.79621051,0.00000000,0.32914504,0.12214511
-5.43571786,1.38266523,0.34121334,0.65560024,0.01207206,0.04755089,0.79940495,0.00000000,0.32859197,0.12463610
-5.42971486,1.38209883,0.34954078,0.65150543,0.01218284,0.04906252,0.80159542,0.00000000,0.32692791,0.12727915
-5.42371186,1.38024380,0.35752889,0.64659914,0.01223949,0.05078468,0.80282791,0.00000000,0.32413959,0.13006991
-5.41770885,1.37735634,0.36509970,0.64113294,0.01224325,0.05272805,0.80315856,0.00000000,0.32023563,0.13299906
-5.41170585,1.37368145,0.37218046,0.63534868,0.01219628,0.05489605,0.80264831,0.00000000,0.31524610,0.13605141
-5.40570285,1.36943807,0.37870342,0.62946748,0.01210144,0.05728390,0.80135727,0.00000000,0.30922140,0.13920505
-5.39969985,1.36480546,0.38460534,0.62367948,0.01196229,0.05987795,0.79933920,0.00000000,0.30223057,0.14243080
-5.39369685,1.35991145,0.38982702,0.61813524,0.01178283,0.06265547,0.79663636,0.00000000,0.29435894,0.14569195
-5.38769385,1.35482353,0.39431286,0.61293893,0.01156741,0.06558473,0.79327527,0.00000000,0.28570539,0.14894431
-5.38169085,1.34954314,0.39801062,0.60814389,0.01132054,0.06862557,0.78926352,0.00000000,0.27637930,0.15213671
-5.37568784,1.34400408,0.40087158,0.60375077,0.01104673,0.07173049,0.78458813,0.00000000,0.26649728,0.15521192
-5.36968484,1.33807500,0.40285112,0.59970838,0.01075038,0.07484601,0.77921564,0.00000000,0.25618005,0.15810801
-5.36368184,1.33156634,0.40390994,0.59591727,0.01043562,0.07791459,0.77309403,0.00000000,0.24554938,0.16076027
-5.35767884,1.32424146,0.40401588,0.59223587,0.01010624,0.08087675,0.76615660,0.00000000,0.23472540,0.16310337
-5.35167584,1.31583161,0.40314629,0.58848902,0.00976559,0.08367355,0.75832760,0.00000000,0.22382438,0.16507405
-5.34567284,1.30605398,0.40129103,0.58447827,0.00941659,0.08624916,0.74952946,0.00000000,0.21295699,0.16661387
-5.33966983,1.29463217,0.39845577,0.57999372,0.00906165,0.08855347,0.73969127,0.00000000,0.20222714,0.16767224
-5.33366683,1.28131777,0.39466560,0.57482655,0.00870277,0.09054465,0.72875798,0.00000000,0.19173139,0.16820930
-5.32766383,1.26591214,0.38996850,0.56878169,0.00834152,0.09219149,0.71669985,0.00000000,0.18155891,0.16819876
-5.32166083,1.24828693,0.38443859,0.56169008,0.00797912,0.09347540,0.70352156,0.00000000,0.17179188,0.16763030
-5.31565783,1.22840230,0.37817878,0.55341970,0.00761653,0.09439203,0.68927032,0.00000000,0.16250627,0.16651155
-5.30965483,1.20632166,0.37132249,0.54388495,0.00725454,0.09495232,0.67404244,0.00000000,0.15377281,0.16486950
-5.30365183,1.18222190,0.36403437,0.53305376,0.00689381,0.09518298,0.65798794,0.00000000,0.14565812,0.16275113
-5.29764882,1.15639849,0.35650959,0.52095223,0.00653499,0.09512636,0.64131251,0.00000000,0.13822573,0.16022333
-5.29164582,1.12926479,0.34897168,0.50766641,0.00617880,0.09483960,0.62427692,0.00000000,0.13153704,0.15737198
-5.28564282,1.10134559,0.34166887,0.49334124,0.00582604,0.09439326,0.60719335,0.00000000,0.12565184,0.15430019
-5.27963982,1.07326474,0.33486884,0.47817664,0.00547766,0.09386923,0.59041891,0.00000000,0.12062862,0.15112577
-5.27363682,1.04572750,0.32885202,0.46242101,0.00513478,0.09335823,0.57434647,0.00000000,0.11652436,0.14797810
-5.26763382,1.01949817,0.32390371,0.44636249,0.00479866,0.09295680,0.55939296,0.00000000,0.11339392,0.14499427
-5.26163082,0.99537406,0.32030509,0.43031838,0.00447074,0.09276406,0.54598586,0.00000000,0.11128898,0.14231497
-5.25562781,0.97415677,0.31832367,0.41462321,0.00415253,0.09287822,0.53454831,0.00000000,0.11025661,0.14007999
-5.24962481,0.95662230,0.31820341,0.39961616,0.00384562,0.09339310,0.52548343,0.00000000,0.11033754,0.13842375
-5.24362181,0.94349112,0.32015504,0.38562834,0.00355163,0.09439472,0.51915875,0.00000000,0.11156421,0.13747084
-5.23761881,0.93539970,0.32434688,0.37297049,0.00327213,0.09595814,0.51589133,0.00000000,0.11395882,0.13733198
-5.23161581,0.93287469,0.33089685,0.36192171,0.00300858,0.09814466,0.51593431,0.00000000,0.11753136,0.13810033
-5.22561281,0.93631106,0.33986577,0.35271961,0.00276232,0.10099948,0.51946551,0.00000000,0.12227789,0.13984849
-5.21960980,0.94595499,0.35125254,0.34555245,0.00253449,0.10455000,0.52657873,0.00000000,0.12817916,0.14262612
-5.21360680,0.96189244,0.36499147,0.34055322,0.00232604,0.10880459,0.53727802,0.00000000,0.13519969,0.14645853
-5.20760380,0.98404384,0.38095178,0.33779623,0.00213769,0.11375221,0.55147535,0.00000000,0.14328731,0.15134592
-5.20160080,1.01216505,0.39893970,0.33729596,0.00196993,0.11936262,0.56899180,0.00000000,0.15237344,0.15726363
-5.19559780,1.04585461,0.41870290,0.33900824,0.00182305,0.12558722,0.58956223,0.00000000,0.16237391,0.16416316
-5.18959480,1.08456695,0.43993727,0.34283363,0.00169718,0.13236057,0.61284323,0.00000000,0.17319043,0.17197394
-5.18359180,1.12763087,0.46229585,0.34862272,0.00159229,0.13960244,0.63842411,0.00000000,0.18471269,0.18060578
-5.17758879,1.17427248,0.48539956,0.35618303,0.00150829,0.14722029,0.66584046,0.00000000,0.19682093,0.18995190
-5.17158579,1.22364172,0.50884935,0.36528716,0.00144506,0.15511215,0.69458963,0.00000000,0.20938897,0.19989233
-5.16558279,1.27484119,0.53223928,0.37568181,0.00140253,0.16316961,0.72414763,0.00000000,0.22228751,0.21029762
-5.15957979,1.32695615,0.55517003,0.38709726,0.00138071,0.17128112,0.75398664,0.00000000,0.23538757,0.22103263
-5.15357679,1.37908455,0.57726231,0.39925692,0.00137979,0.17933509,0.78359252,0.00000000,0.24856396,0.23196037
-5.14757379,1.43036585,0.59816963,0.41188658,0.00140014,0.18722297,0.81248158,0.00000000,0.26169863,0.24294563
-5.14157079,1.48000772,0.61758986,0.42472307,0.00144239,0.19484215,0.84021602,0.00000000,0.27468369,0.25385845
-5.13556778,1.52730964,0.63527529,0.43752205,0.00150743,0.20209848,0.86641748,0.00000000,0.28742411,0.26457724
-5.12956478,1.57168279,0.65104070,0.45006477,0.00159640,0.20890858,0.89077830,0.00000000,0.29983991,0.27499148
-5.12356178,1.61266581,0.66476915,0.46216366,0.00171071,0.21520165,0.91307018,0.00000000,0.31186789,0.28500412
-5.11755878,1.64993602,0.67641553,0.47366665,0.00185200,0.22092099,0.93315004,0.00000000,0.32346273,0.29453355
-5.11155578,1.68331630,0.68600753,0.48446029,0.00202206,0.22602513,0.95096306,0.00000000,0.33459761,0.30351517
-5.10555278,1.71277765,0.69364443,0.49447169,0.00222280,0.23048864,0.96654301,0.00000000,0.34526429,0.31190264
-5.09954977,1.73843777,0.69949351,0.50366933,0.00245612,0.23430254,0.98001001,0.00000000,0.35547270,0.31966888
-5.09354677,1.76055615,0.70378466,0.51206290,0.00272386,0.23747458,0.99156602,0.00000000,0.36525018,0.32680674
-5.08754377,1.77952613,0.70680325,0.51970227,0.00302765,0.24002914,1.00148833,0.00000000,0.37464040,0.33332953
-5.08154077,1.79586440,0.70888173,0.52667568,0.00336879,0.24200707,1.01012148,0.00000000,0.38370196,0.33927128
-5.07553777,1.81019854,0.71039018,0.53310731,0.00374819,0.24346525,1.01786783,0.00000000,0.39250687,0.34468681
-5.06953477,1.82325286,0.71172635,0.53915419,0.00416619,0.24447600,1.02517724,0.00000000,0.40113887,0.34965166
-5.06353177,1.83583296,0.71330528,0.54500262,0.00462250,0.24512630,1.03253592,0.00000000,0.40969167,0.35426157
-5.05752876,1.84880906,0.71554883,0.55086402,0.00511610,0.24551683,1.04045484,0.00000000,0.41826702,0.35863182
-5.05152576,1.86309842,0.71887546,0.55697030,0.00564519,0.24576068,1.04945776,0.00000000,0.42697280,0.36289597
-5.04552276,1.87964649,0.72369015,0.56356854,0.00620713,0.24598180,1.06006895,0.00000000,0.43592085,0.36720418
-5.03951976,1.89940710,0.73037479,0.57091520,0.00679844,0.24631311,1.07280062,0.00000000,0.44522472,0.37172087
-5.03351676,1.92332124,0.73927898,0.57926963,0.00741481,0.24689417,1.08814022,0.00000000,0.45499720,0.37662174
-5.02751376,1.95229457,0.75071124,0.58888697,0.00805114,0.24786840,1.10653746,0.00000000,0.46534760,0.38208996
-5.02151076,1.98717358,0.76493077,0.60001049,0.00870163,0.24937995,1.12839115,0.00000000,0.47637874,0.38831167
-5.01550775,2.02872055,0.78213963,0.61286342,0.00935988,0.25156999,1.15403604,0.00000000,0.48818367,0.39547068
-5.00950475,2.07758753,0.80247556,0.62764042,0.01001899,0.25457269,1.18372975,0.00000000,0.50084214,0.40374248
-5.00350175,2.13428995,0.82600538,0.64449893,0.01067176,0.25851089,1.21764010,0.00000000,0.51441688,0.41328768
-4.99749875,2.19918034,0.85271917,0.66355066,0.01131078,0.26349150,1.25583315,0.00000000,0.52894967,0.42424513
-4.99149575,2.27242329,0.88252555,0.68485345,0.01192864,0.26960087,1.29826243,0.00000000,0.54445751,0.43672478
-4.98549275,2.35397248,0.91524804,0.70840410,0.01251811,0.27690027,1.34475998,0.00000000,0.56092883,0.45080074
-4.97948974,2.44355107,0.95062301,0.73413223,0.01307224,0.28542167,1.39502952,0.00000000,0.57832018,0.46650468
-4.97348674,2.54063677,0.98829938,0.76189590,0.01358458,0.29516400,1.44864267,0.00000000,0.59655322,0.48382008
-4.96748374,2.64445263,1.02784049,0.79147911,0.01404925,0.30609018,1.50503853,0.00000000,0.61551271,0.50267747
-4.96148074,2.75396495,1.06872818,0.82259161,0.01446111,0.31812501,1.56352725,0.00000000,0.63504517,0.52295118
-4.95547774,2.86788914,1.11036954,0.85487136,0.01481582,0.33115420,1.62329800,0.00000000,0.65495887,0.54445767
-4.94947474,2.98470422,1.15210623,0.88788955,0.01510991,0.34502467,1.68343140,0.00000000,0.67502497,0.56695589
-4.94347174,3.10267649,1.19322650,0.92115850,0.01534081,0.35954607,1.74291671,0.00000000,0.69498005,0.59014967
-4.93746873,3.21989218,1.23297968,0.95414222,0.01550688,0.37449385,1.80067331,0.00000000,0.71453014,0.61369234
-4.93146573,3.33429870,1.27059295,0.98626931,0.01560737,0.38961360,1.85557624,0.00000000,0.73335607,0.63719345
-4.92546273,3.44375354,1.30528997,1.01694813,0.01564244,0.40462672,1.90648504,0.00000000,0.75112020,0.66022758
-4.91945973,3.54607951,1.33631077,1.04558340,0.01561304,0.41923723,1.95227502,0.00000000,0.76747439,0.68234491
-4.91345673,3.63912447,1.36293233,1.07159405,0.01552089,0.43313958,1.99186990,0.00000000,0.78206880,0.70308338
-4.90745373,3.72082346,1.38448908,1.09443120,0.01536837,0.44602705,2.02427455,0.00000000,0.79456150,0.72198180
-4.90145073,3.78926104,1.40039251,1.11359606,0.01515848,0.45760072,2.04860660,0.00000000,0.80462834,0.73859369
-4.89544772,3.84273113,1.41014918,1.12865651,0.01489468,0.46757829,2.06412559,0.00000000,0.81197283,0.75250115
-4.88944472,3.87979212,1.41337630,1.13926209,0.01458086,0.47570282,2.07025824,0.00000000,0.81633564,0.76332817
-4.88344172,3.89931474,1.40981423,1.14515643,0.01422122,0.48175069,2.06661904,0.00000000,0.81750327,0.77075305
-4.87743872,3.90052074,1.39933536,1.14618675,0.01382019,0.48553872,2.05302479,0.00000000,0.81531559,0.77451918
-4.87143572,3.88301054,1.38194898,1.14230989,0.01338233,0.48693003,2.02950278,0.00000000,0.80967191,0.77444378
-4.86543272,3.84677868,1.35780185,1.13359463,0.01291231,0.48583834,1.99629193,0.00000000,0.80053532,0.77042437
-4.85942971,3.79221634,1.32717449,1.12022018,0.01241479,0.48223080,1.95383696,0.00000000,0.78793513,0.76244241
-4.85342671,3.72010080,1.29047325,1.10247077,0.01189440,0.47612889,1.90277571,0.00000000,0.77196718,0.75056431
-4.84742371,3.63157219,1.24821868,1.08072674,0.01135567,0.46760763,1.84392021,0.00000000,0.75279223,0.73493945
-4.84142071,3.52809873,1.20103048,1.05545230,0.01080304,0.45679306,1.77823232,0.00000000,0.73063225,0.71579553
-4.83541771,3.41143179,1.14960982,1.02718069,0.01024075,0.44385809,1.70679497,0.00000000,0.70576495,0.69343141
-4.82941471,3.28355285,1.09471972,0.99649708,0.00967290,0.42901695,1.63078028,0.00000000,0.67851661,0.66820774
-4.82341171,3.14661453,1.03716432,0.96402026,0.00910338,0.41251845,1.55141580,0.00000000,0.64925373,0.64053582
-4.81740870,3.00287830,0.97776781,0.93038365,0.00853588,0.39463838,1.46995049,0.00000000,0.61837364,0.61086520
-4.81140570,2.85465133,0.91735393,0.89621645,0.00797386,0.37567136,1.38762153,0.00000000,0.58629451,0.57967059
-4.80540270,2.70422500,0.85672672,0.86212584,0.00742058,0.35592243,1.30562345,0.00000000,0.55344525,0.54743843
-4.79939970,2.55381757,0.79665318,0.82868076,0.00687905,0.33569876,1.22508069,0.00000000,0.52025556,0.51465397
-4.79339670,2.40552293,0.73784842,0.79639798,0.00635207,0.31530176,1.14702437,0.00000000,0.48714658,0.48178899
-4.78739370,2.26126722,0.68096372,0.76573103,0.00584218,0.29501984,1.07237415,0.00000000,0.45452240,0.44929094
-4.78139070,2.12277465,0.62657768,0.73706217,0.00535172,0.27512211,1.00192550,0.00000000,0.42276278,0.41757350
-4.77538769,1.99154329,0.57519068,0.71069784,0.00488276,0.25585314,0.93634263,0.00000000,0.39221720,0.38700915
-4.76938469,1.86883113,0.52722245,0.68686746,0.00443714,0.23742894,0.87615693,0.00000000,0.36320043,0.35792365
-4.76338169,1.75565224,0.48301279,0.66572561,0.00401649,0.22003414,0.82177057,0.00000000,0.33598964,0.33059258
-4.75737869,1.65278240,0.44282487,0.64735717,0.00362216,0.20382047,0.77346475,0.00000000,0.31082308,0.30523997
-4.75137569,1.56077302,0.40685089,0.63178513,0.00325532,0.18890643,0.73141176,0.00000000,0.28790006,0.28203868
-4.74537269,1.47997204,0.37521952,0.61898050,0.00291688,0.17537799,0.69569006,0.00000000,0.26738234,0.26111257
-4.73936968,1.41055004,0.34800463,0.60887364,0.00260757,0.16329029,0.66630115,0.00000000,0.24939645,0.24253993
-4.73336668,1.35252959,0.32523456,0.60136636,0.00232790,0.15267006,0.64318743,0.00000000,0.23403675,0.22635811
-4.72736368,1.30581611,0.30690163,0.59634402,0.00207822,0.14351856,0.62624972,0.00000000,0.22136905,0.21256869
-4.72136068,1.27022792,0.29297100,0.59368691,0.00185870,0.13581499,0.61536357,0.00000000,0.21143426,0.20114318
-4.71535768,1.24552409,0.28338867,0.59328033,0.00166938,0.12951991,0.61039338,0.00000000,0.20425196,0.19202864
-4.70935468,1.23142812,0.27808788,0.59502264,0.00151015,0.12457875,0.61120347,0.00000000,0.19982355,0.18515304
-4.70335168,1.22764639,0.27699388,0.59883088,0.00138081,0.12092509,0.61766560,0.00000000,0.19813469,0.18043013
-4.69734867,1.23388028,0.28002652,0.60464361,0.00128105,0.11848362,0.62966237,0.00000000,0.19915692,0.17776344
-4.69134567,1.24983159,0.28710078,0.61242091,0.00121045,0.11717273,0.64708651,0.00000000,0.20284829,0.17704955
-4.68534267,1.27520111,0.29812506,0.62214133,0.00116853,0.11690661,0.66983594,0.00000000,0.20915305,0.17818029
-4.67933967,1.30968071,0.31299757,0.63379626,0.00115470,0.11759693,0.69780517,0.00000000,0.21800032,0.18104407
-4.67333667,1.35293982,0.33160091,0.64738186,0.00116828,0.11915403,0.73087327,0.00000000,0.22930194,0.18552626
-4.66733367,1.40460754,0.35379541,0.66288921,0.00120847,0.12148780,0.76888961,0.00000000,0.24294968,0.19150889
-4.66133067,1.46425173,0.37941153,0.68029331,0.00127433,0.12450817,0.81165792,0.00000000,0.25881206,0.19886977
-4.65532766,1.53135712,0.40824209,0.69954159,0.00136476,0.12812545,0.85892013,0.00000000,0.27673106,0.20748121
-4.64932466,1.60530404,0.44003483,0.72054286,0.00147846,0.13225057,0.91034089,0.00000000,0.29651916,0.21720868
-4.64332166,1.68534990,0.47448599,0.74315734,0.00161394,0.13679527,0.96549421,0.00000000,0.31795686,0.22790954
