energy_ev,total_up,Al_p_up,Al_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-6.00000000,1.61579048,0.08430269,0.00000000,0.52033342,0.86452178,0.01068796,0.63544563
-5.99399700,1.63389425,0.08287790,0.00000000,0.52326796,0.87823971,0.01063955,0.64007119
-5.98799400,1.65819176,0.08215978,0.00000000,0.52866885,0.89505325,0.01059662,0.64633424
-5.98199100,1.68869732,0.08218261,0.00000000,0.53657465,0.91494264,0.01055950,0.65424114
-5.97598799,1.72534931,0.08297512,0.00000000,0.54699846,0.93784945,0.01052830,0.66377987
-5.96998499,1.76802290,0.08456148,0.00000000,0.55993036,0.96368395,0.01050294,0.67492406
-5.96398199,1.81654417,0.08696227,0.00000000,0.57534053,0.99233331,0.01048325,0.68763734
-5.95797899,1.87070463,0.09019528,0.00000000,0.59318275,1.02366976,0.01046899,0.70187754
-5.95197599,1.93027495,0.09427608,0.00000000,0.61339792,1.05755849,0.01045998,0.71760050
-5.94597299,1.99501679,0.09921827,0.00000000,0.63591728,1.09386432,0.01045613,0.73476301
-5.93996998,2.06469177,0.10503341,0.00000000,0.66066489,1.13245680,0.01045753,0.75332465
-5.93396698,2.13906655,0.11173046,0.00000000,0.68755922,1.17321316,0.01046451,0.77324832
-5.92796398,2.21791344,0.11931485,0.00000000,0.71651337,1.21601875,0.01047768,0.79449906
-5.92196098,2.30100614,0.12778719,0.00000000,0.74743389,1.26076477,0.01049795,0.81704136
-5.91595798,2.38811054,0.13714156,0.00000000,0.78021811,1.30734332,0.01052657,0.84083475
-5.90995498,2.47897109,0.14736364,0.00000000,0.81474992,1.35563990,0.01056507,0.86582803
-5.90395198,2.57329327,0.15842856,0.00000000,0.85089443,1.40552380,0.01061524,0.89195224
-5.89794897,2.67072355,0.17029892,0.00000000,0.88849157,1.45683708,0.01067910,0.91911308
-5.89194597,2.77082816,0.18292278,0.00000000,0.92734932,1.50938273,0.01075877,0.94718295
-5.88594297,2.87307237,0.19623205,0.00000000,0.96723704,1.56291317,0.01085640,0.97599360
-5.87993997,2.97680228,0.21014130,0.00000000,1.00787946,1.61711989,0.01097407,1.00532975
-5.87393697,3.08123082,0.22454718,0.00000000,1.04895215,1.67162536,0.01111363,1.03492450
-5.86793397,3.18542979,0.23932848,0.00000000,1.09007895,1.72597798,0.01127661,1.06445709
-5.86193097,3.28832940,0.25434710,0.00000000,1.13083206,1.77965113,0.01146405,1.09355350
-5.85592796,3.38872646,0.26944969,0.00000000,1.17073502,1.83204656,0.01167645,1.12179027
-5.84992496,3.48530169,0.28447029,0.00000000,1.20926915,1.88250281,0.01191361,1.14870178
-5.84392196,3.57664634,0.29923357,0.00000000,1.24588325,1.93030839,0.01217458,1.17379080
-5.83791896,3.66129740,0.31355888,0.00000000,1.28000654,1.97471958,0.01245759,1.19654234
-5.83191596,3.73778040,0.32726475,0.00000000,1.31106452,2.01498229,0.01276006,1.21644002
-5.82591296,3.80465782,0.34017376,0.00000000,1.33849700,2.05035689,0.01307855,1.23298459
-5.81990995,3.86058122,0.35211762,0.00000000,1.36177777,2.08014518,0.01340884,1.24571352
-5.81390695,3.90434433,0.36294213,0.00000000,1.38043471,2.10371787,0.01374597,1.25422093
-5.80790395,3.93493452,0.37251188,0.00000000,1.39406956,2.12054144,0.01408436,1.25817664
-5.80190095,3.95157994,0.38071457,0.00000000,1.40237624,2.13020284,0.01441794,1.25734346
-5.79589795,3.95378972,0.38746460,0.00000000,1.40515659,2.13243075,0.01474027,1.25159167
-5.78989495,3.94138508,0.39270591,0.00000000,1.40233291,2.12711223,0.01504472,1.24090988
-5.78389195,3.91451951,0.39641402,0.00000000,1.39395617,2.11430390,0.01532467,1.22541167
-5.77788894,3.87368687,0.39859699,0.00000000,1.38020972,2.09423696,0.01557366,1.20533739
-5.77188594,3.81971693,0.39929557,0.00000000,1.36140796,2.06731572,0.01578559,1.18105117
-5.76588294,3.75375826,0.39858237,0.00000000,1.33799002,2.03410982,0.01595490,1.15303297
-5.75987994,3.67724940,0.39656012,0.00000000,1.31050868,1.99534032,0.01607675,1.12186607
-5.75387694,3.59187959,0.39335927,0.00000000,1.27961499,1.95186043,0.01614712,1.08822063
-5.74787394,3.49954084,0.38913483,0.00000000,1.24603928,1.90463175,0.01616302,1.05283388
-5.74187094,3.40227354,0.38406270,0.00000000,1.21056940,1.85469701,0.01612253,1.01648796
-5.73586793,3.30220805,0.37833568,0.00000000,1.17402725,1.80315068,0.01602487,0.97998633
-5.72986493,3.20150467,0.37215903,0.00000000,1.13724449,1.75110853,0.01587052,0.94412970
-5.72386193,3.10229452,0.36574604,0.00000000,1.10103866,1.69967741,0.01566114,0.90969268
-5.71785893,3.00662348,0.35931345,0.00000000,1.06619051,1.64992635,0.01539962,0.87740174
-5.71185593,2.91640124,0.35307697,0.00000000,1.03342349,1.60286005,0.01509002,0.84791562
-5.70585293,2.83335693,0.34724688,0.00000000,1.00338613,1.55939544,0.01473744,0.82180855
-5.69984992,2.75900262,0.34202392,0.00000000,0.97663784,1.52034205,0.01434800,0.79955707
-5.69384692,2.69460541,0.33759539,0.00000000,0.95363840,1.48638653,0.01392863,0.78153036
-5.68784392,2.64116839,0.33413166,0.00000000,0.93474142,1.45808158,0.01348698,0.76798466
-5.68184092,2.59942039,0.33178296,0.00000000,0.92019156,1.43583924,0.01303123,0.75906131
-5.67583792,2.56981424,0.33067680,0.00000000,0.91012549,1.41992855,0.01256992,0.75478848
-5.66983492,2.55253265,0.33091566,0.00000000,0.90457599,1.41047704,0.01211176,0.75508624
-5.66383192,2.54750090,0.33257544,0.00000000,0.90347894,1.40747597,0.01166549,0.75977439
-5.65782891,2.55440528,0.33570427,0.00000000,0.90668249,1.41078862,0.01123963,0.76858277
-5.65182591,2.57271605,0.34032206,0.00000000,0.91395791,1.42016114,0.01084239,0.78116337
-5.64582291,2.60171385,0.34642060,0.00000000,0.92501149,1.43523553,0.01048145,0.79710383
-5.63981991,2.64051828,0.35396419,0.00000000,0.93949694,1.45556403,0.01016386,0.81594165
-5.63381691,2.68811770,0.36289094,0.00000000,0.95702772,1.48062449,0.00989588,0.83717872
-5.62781391,2.74339911,0.37311457,0.00000000,0.97718897,1.50983614,0.00968288,0.86029570
-5.62181091,2.80517739,0.38452664,0.00000000,0.99954852,1.54257530,0.00952926,0.88476569
-5.61580790,2.87222300,0.39699921,0.00000000,1.02366687,1.57819059,0.00943836,0.91006707
-5.60980490,2.94328772,0.41038787,0.00000000,1.04910580,1.61601727,0.00941242,0.93569500
-5.60380190,3.01712775,0.42453486,0.00000000,1.07543570,1.65539039,0.00945255,0.96117142
-5.59779890,3.09252405,0.43927243,0.00000000,1.10224140,1.69565648,0.00955873,0.98605339
-5.59179590,3.16829967,0.45442616,0.00000000,1.12912674,1.73618368,0.00972977,1.00993972
-5.58579290,3.24333390,0.46981816,0.00000000,1.15571787,1.77637011,0.00996339,1.03247562
-5.57978989,3.31657346,0.48527024,0.00000000,1.18166548,1.81565053,0.01025625,1.05335574
-5.57378689,3.38704092,0.50060672,0.00000000,1.20664610,1.85350128,0.01060400,1.07232529
-5.56778389,3.45384037,0.51565705,0.00000000,1.23036280,1.88944368,0.01100135,1.08917964
-5.56178089,3.51616100,0.53025811,0.00000000,1.25254521,1.92304599,0.01144223,1.10376249
-5.55577789,3.57327879,0.54425620,0.00000000,1.27294938,1.95392426,0.01191983,1.11596276
-5.54977489,3.62455680,0.55750869,0.00000000,1.29135741,1.98174218,0.01242679,1.12571058
-5.54377189,3.66944452,0.56988554,0.00000000,1.30757714,2.00621040,0.01295532,1.13297255
-5.53776888,3.70747669,0.58127039,0.00000000,1.32144192,2.02708537,0.01349736,1.13774656
-5.53176588,3.73827203,0.59156161,0.00000000,1.33281068,2.04416826,0.01404477,1.14005662
-5.52576288,3.76153218,0.60067315,0.00000000,1.34156827,2.05730383,0.01458949,1.13994765
-5.51975988,3.77704106,0.60853532,0.00000000,1.34762614,2.06637982,0.01512372,1.13748084
-5.51375688,3.78466490,0.61509545,0.00000000,1.35092333,2.07132660,0.01564010,1.13272947
-5.50775388,3.78435292,0.62031857,0.00000000,1.35142777,2.07211740,0.01613189,1.12577559
-5.50175088,3.77613852,0.62418803,0.00000000,1.34913778,2.06876901,0.01659308,1.11670741
-5.49574787,3.76014099,0.62670610,0.00000000,1.34408372,2.06134274,0.01701856,1.10561766
-5.48974487,3.73656728,0.62789445,0.00000000,1.33632959,2.04994567,0.01740424,1.09260274
-5.48374187,3.70571353,0.62779457,0.00000000,1.32597452,2.03473183,0.01774710,1.07776263
-5.47773887,3.66796605,0.62646803,0.00000000,1.31315396,2.01590311,0.01804522,1.06120142
-5.47173587,3.62380125,0.62399647,0.00000000,1.29804041,1.99370970,0.01829786,1.04302830
-5.46573287,3.57378413,0.62048133,0.00000000,1.28084349,1.96844974,0.01850535,1.02335879
-5.45972986,3.51856498,0.61604322,0.00000000,1.26180935,1.94046794,0.01866911,1.00231601
-5.45372686,3.45887406,0.61082086,0.00000000,1.24121908,1.91015309,0.01879148,0.98003185
-5.44772386,3.39551398,0.60496953,0.00000000,1.21938619,1.87793427,0.01887568,0.95664778
-5.44172086,3.32934982,0.59865912,0.00000000,1.19665309,1.84427571,0.01892560,0.93231521
-5.43571786,3.26129688,0.59207156,0.00000000,1.17338641,1.80967037,0.01894569,0.90719526
-5.42971486,3.19230647,0.58539784,0.00000000,1.14997135,1.77463224,0.01894077,0.88145792
-5.42371186,3.12334976,0.57883460,0.00000000,1.12680498,1.73968771,0.01891586,0.85528058
-5.41770885,3.05540029,0.57258028,0.00000000,1.10428877,1.70536601,0.01887602,0.82884589
-5.41170585,2.98941544,0.56683100,0.00000000,1.08282033,1.67218911,0.01882622,0.80233915
-5.40570285,2.92631747,0.56177627,0.00000000,1.06278466,1.64066138,0.01877118,0.77594525
-5.39969985,2.86697468,0.55759462,0.00000000,1.04454511,1.61125926,0.01871522,0.74984529
-5.39369685,2.81218308,0.55444921,0.00000000,1.02843438,1.58442124,0.01866225,0.72421309
