energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Li_s_up,S_s_up,S_p_up
-5.80790395,4.50963588,0.00455753,0.51049124,2.59952600,1.63919749,0.07496303,0.07257821,1.44693552
-5.80190095,4.11170804,0.00403844,0.46957604,2.38475282,1.48984441,0.06737350,0.06623954,1.31638800
-5.79589795,3.72511848,0.00355512,0.42922893,2.17343715,1.34563193,0.06017054,0.06006478,1.18996643
-5.78989495,3.35361261,0.00310915,0.38995243,1.96795753,1.20786252,0.05339572,0.05411390,1.06881087
-5.78389195,3.00035389,0.00270132,0.35219396,1.77038713,1.07761750,0.04708030,0.04843766,0.95386683
-5.77788894,2.66790247,0.00233172,0.31634095,1.58246958,0.95575315,0.04124533,0.04307720,0.84588020
-5.77188594,2.35821603,0.00199981,0.28271862,1.40560807,0.84290491,0.03590210,0.03806393,0.74539912
-5.76588294,2.07267076,0.00170454,0.25159016,1.24086683,0.73949860,0.03105288,0.03341979,0.65278225
-5.75987994,1.81209949,0.00144443,0.22315908,1.08898372,0.64576743,0.02669201,0.02915778,0.56821236
-5.75387694,1.57684361,0.00121772,0.19757336,0.95039200,0.56177366,0.02280705,0.02528272,0.49171417
-5.74787394,1.36681523,0.00102247,0.17493109,0.82524951,0.48743340,0.01938020,0.02179220,0.42317528
-5.74187094,1.18156594,0.00085669,0.15528700,0.71347310,0.42254333,0.01638971,0.01867763,0.36236908
-5.73586793,1.02035896,0.00071846,0.13865964,0.61477634,0.36680805,0.01381138,0.01592538,0.30897864
-5.72986493,0.88224129,0.00060601,0.12503871,0.52870858,0.31986701,0.01161998,0.01351794,0.26262052
-5.72386193,0.76611359,0.00051786,0.11439220,0.45469363,0.28132008,0.00979071,0.01143503,0.22286790
-5.71785893,0.67079540,0.00045292,0.10667306,0.39206663,0.25075107,0.00830047,0.00965470,0.18927223
-5.71185593,0.59508425,0.00041056,0.10182506,0.34010799,0.22774862,0.00712914,0.00815430,0.16138305
-5.70585293,0.53780747,0.00039073,0.09978778,0.29807342,0.21192425,0.00626068,0.00691137,0.13876576
-5.69984992,0.49786629,0.00039403,0.10050052,0.26521957,0.20292735,0.00568413,0.00590445,0.12101697
-5.69384692,0.47427183,0.00042181,0.10390511,0.24082503,0.20045713,0.00539453,0.00511367,0.10777762
-5.68784392,0.46617335,0.00047624,0.10994764,0.22420657,0.20427165,0.00539368,0.00452136,0.09874380
-5.68184092,0.47287912,0.00056035,0.11857916,0.21473082,0.21419420,0.00569078,0.00411249,0.09367547
-5.67583792,0.49387031,0.00067817,0.12975535,0.21182174,0.23011712,0.00630294,0.00387493,0.09240311
-5.66983492,0.52880888,0.00083468,0.14343551,0.21496429,0.25200348,0.00725554,0.00379978,0.09483254
-5.66383192,0.57753971,0.00103593,0.15958079,0.22370483,0.27988673,0.00858243,0.00388149,0.10094801
-5.65782891,0.64008779,0.00128901,0.17815189,0.23764885,0.31386862,0.01032587,0.00411797,0.11081352
-5.65182591,0.71665079,0.00160202,0.19910646,0.25645643,0.35411535,0.01253631,0.00451057,0.12457257
-5.64582291,0.80758718,0.00198405,0.22239628,0.27983613,0.40085219,0.01527188,0.00506412,0.14244607
-5.63981991,0.91340020,0.00244505,0.24796436,0.30753762,0.45435646,0.01859752,0.00578676,0.16472849
-5.63381691,1.03471747,0.00299570,0.27574208,0.33934360,0.51494879,0.02258379,0.00668981,0.19178201
-5.62781391,1.17226617,0.00364722,0.30564653,0.37506123,0.58298260,0.02730530,0.00778757,0.22402838
-5.62181091,1.32684362,0.00441108,0.33757810,0.41451344,0.65883158,0.03283876,0.00909701,0.26193856
-5.61580790,1.49928306,0.00529868,0.37141830,0.45753030,0.74287527,0.03926050,0.01063739,0.30601974
-5.60980490,1.69041449,0.00632100,0.40702804,0.50394069,0.83548229,0.04664374,0.01242987,0.35679975
-5.60380190,1.90102076,0.00748811,0.44424620,0.55356427,0.93699168,0.05505536,0.01449694,0.41480882
-5.59779890,2.13178920,0.00880873,0.48288869,0.60620403,1.04769212,0.06455244,0.01686186,0.48055885
-5.59179590,2.38325944,0.01028967,0.52274787,0.66163939,1.16779950,0.07517851,0.01954793,0.55452041
-5.58579290,2.65576839,0.01193530,0.56359241,0.71962002,1.29743321,0.08695983,0.02257773,0.63709794
-5.57978989,2.94939399,0.01374702,0.60516766,0.77986046,1.43659181,0.09990153,0.02597227,0.72860375
-5.57378689,3.26389918,0.01572274,0.64719640,0.84203562,1.58512879,0.11398418,0.02975014,0.82923159
-5.56778389,3.59867859,0.01785642,0.68938009,0.90577742,1.74272950,0.12916059,0.03392649,0.93903083
-5.56178089,3.95271013,0.02013772,0.73140066,0.97067251,1.90889021,0.14535330,0.03851214,1.05788221
-5.55577789,4.32451412,0.02255168,0.77292274,1.03626145,2.08290051,0.16245290,0.04351260,1.18547642
-5.54977489,4.71212273,0.02507867,0.81359657,1.10203935,2.26383024,0.18031722,0.04892720,1.32129657
-5.54377189,5.11306208,0.02769435,0.85306129,1.16745817,2.45052204,0.19877174,0.05474823,1.46460597
-5.53776888,5.52434935,0.03036991,0.89094895,1.23193081,2.64159058,0.21761119,0.06096024,1.61444184
-5.53176588,5.94250672,0.03307246,0.92688905,1.29483701,2.83542924,0.23660244,0.06753947,1.76961629
-5.52576288,6.36359334,0.03576560,0.96051351,1.35553120,3.03022479,0.25548874,0.07445341,1.92872480
-5.51975988,6.78325584,0.03841016,0.99146225,1.41335206,3.22398032,0.27399515,0.08166062,2.09016278
-5.51375688,7.19679701,0.04096516,1.01938907,1.46763390,3.41454621,0.29183507,0.08911075,2.25215006
-5.50775388,7.59926150,0.04338879,1.04396782,1.51771949,3.59965869,0.30871770,0.09674475,2.41276296
-5.50175088,7.98553644,0.04563959,1.06489871,1.56297408,3.77698493,0.32435616,0.10449541,2.56997323
-5.49574787,8.35046412,0.04767765,1.08191461,1.60280030,3.94417347,0.33847589,0.11228808,2.72169270
-5.48974487,8.68896306,0.04946576,1.09478704,1.63665351,4.09890832,0.35082311,0.12004168,2.86582227
-5.48374187,8.99615350,0.05097063,1.10333181,1.66405702,4.23896490,0.36117292,0.12766988,3.00030359
-5.47773887,9.26748260,0.05216388,1.10741397,1.68461683,4.36226578,0.36933664,0.13508259,3.12317168
-5.47173587,9.49884499,0.05302297,1.10695198,1.69803519,4.46693420,0.37516819,0.14218752,3.23260643
-5.46573287,9.68669402,0.05353196,1.10192082,1.70412264,4.55134333,0.37856906,0.14889198,3.32698137
-5.45972986,9.82813962,0.05368195,1.09235393,1.70280799,4.61415946,0.37949184,0.15510474,3.40490767
-5.45372686,9.92102917,0.05347139,1.07834398,1.69414583,4.65437753,0.37794191,0.16073793,3.46527212
-5.44772386,9.96400850,0.05290609,1.06004218,1.67832129,4.67134764,0.37397746,0.16570906,3.50726741
-5.44172086,9.95656100,0.05199895,1.03765628,1.65565174,4.66479187,0.36770769,0.16994288,3.53041414
-5.43571786,9.89902374,0.05076953,1.01144737,1.62658547,4.63481075,0.35928933,0.17337323,3.53457360
-5.42971486,9.79258038,0.04924330,0.98172524,1.59169707,4.58187946,0.34892171,0.17594470,3.51995126
-5.42371186,9.63923163,0.04745085,0.94884287,1.55167980,4.50683418,0.33684049,0.17761416,3.48709096
-5.41770885,9.44174482,0.04542681,0.91318985,1.50733494,4.41084923,0.32331044,0.17835194,3.43686028
-5.41170585,9.20358473,0.04320880,0.87518513,1.45955841,4.29540617,0.30861755,0.17814283,3.37042773
-5.40570285,8.92882855,0.04083632,0.83526931,1.40932494,4.16225611,0.29306081,0.17698667,3.28923287
-5.39969985,8.62206803,0.03834953,0.79389653,1.35767002,4.01337673,0.27694393,0.17489859,3.19495016
-5.39369685,8.28830221,0.03578830,0.75152646,1.30567014,3.85092557,0.26056738,0.17190890,3.08944819
-5.38769385,7.93282417,0.03319113,0.70861632,1.25442153,3.67719115,0.24422095,0.16806256,2.97474519
-5.38169085,7.56110512,0.03059432,0.66561329,1.20501783,3.49454350,0.22817710,0.16341823,2.85296240
-5.37568784,7.17867896,0.02803130,0.62294747,1.15852721,3.30538536,0.21268521,0.15804701,2.72627644
-5.36968484,6.79103028,0.02553203,0.58102542,1.11596912,3.11210562,0.19796687,0.15203082,2.59687201
-5.36368184,6.40348835,0.02312266,0.54022449,1.07829131,2.91703577,0.18421232,0.14546047,2.46689583
-5.35767884,6.02112930,0.02082531,0.50088799,1.04634751,2.72241052,0.17157791,0.13843348,2.33841318
-5.35167584,5.64868844,0.01865803,0.46332126,1.02087624,2.53033322,0.16018477,0.13105184,2.21336767
-5.34567284,5.29048425,0.01663490,0.42778859,1.00248123,2.34274659,0.15011834,0.12341955,2.09354527
-5.33966983,4.95035522,0.01476621,0.39451115,0.99161418,2.16140922,0.14142900,0.11564026,1.98054317
-5.33366683,4.63161051,0.01305882,0.36366578,0.98856024,1.98787785,0.13413338,0.10781491,1.87574420
-5.32766383,4.33699492,0.01151649,0.33538469,0.99342692,1.82349570,0.12821654,0.10003964,1.78029715
-5.32166083,4.06866859,0.01014038,0.30975605,1.00613696,1.66938648,0.12363467,0.09240380,1.69510346
-5.31565783,3.82820136,0.00892939,0.28682535,1.02642574,1.52645410,0.12031837,0.08498834,1.62081037
-5.30965483,3.61658153,0.00788071,0.26659758,1.05384359,1.39538754,0.11817633,0.07786453,1.55781074
-5.30365183,3.43423833,0.00699019,0.24904008,1.08776339,1.27667053,0.11709938,0.07109303,1.50624925
-5.29764882,3.28107738,0.00625272,0.23408608,1.12739365,1.17059551,0.11696472,0.06472333,1.46603489
-5.29164582,3.15652770,0.00566258,0.22163873,1.17179699,1.07728121,0.11764037,0.05879366,1.43685917
-5.28564282,3.05959892,0.00521373,0.21157570,1.21991376,0.99669322,0.11898966,0.05333117,1.41821947
-5.27963982,2.98894676,0.00490000,0.20375403,1.27059044,0.92866683,0.12087575,0.04835249,1.40944674
-5.27363682,2.94294479,0.00471526,0.19801536,1.32261196,0.87293140,0.12316593,0.04386460,1.40973667
-5.26763382,2.91976034,0.00465351,0.19419121,1.37473700,0.82913549,0.12573582,0.03986589,1.41818321
-5.26163082,2.91743198,0.00470892,0.19210830,1.42573524,0.79687207,0.12847319,0.03634743,1.43381336
-5.25562781,2.93394636,0.00487580,0.19159380,1.47442508,0.77570297,0.13128133,0.03329431,1.45562215
-5.24962481,2.96731209,0.00514861,0.19248028,1.51971051,0.76518211,0.13408194,0.03068707,1.48260654
-5.24362181,3.01562814,0.00552182,0.19461035,1.56061565,0.76487667,0.13681734,0.02850309,1.51379720
-5.23761881,3.07714511,0.00598987,0.19784078,1.59631561,0.77438585,0.13945191,0.02671788,1.54828734
-5.23161581,3.15031733,0.00654704,0.20204606,1.62616222,0.79335661,0.14197287,0.02530630,1.58525748
-5.22561281,3.23384441,0.00718736,0.20712136,1.64970373,0.82149612,0.14439004,0.02424360,1.62399575
-5.21960980,3.32670137,0.00790454,0.21298468,1.66669744,0.85858058,0.14673485,0.02350627,1.66391312
-5.21360680,3.42815636,0.00869190,0.21957825,1.67711485,0.90446016,0.14905845,0.02307265,1.70455328
-5.20760380,3.53777602,0.00954230,0.22686919,1.68113890,0.95905998,0.15142903,0.02292342,1.74559726
-5.20160080,3.65541841,0.01044818,0.23484927,1.67915366,1.02237709,0.15392837,0.02304174,1.78686262
-5.19559780,3.78121407,0.01140152,0.24353392,1.67172671,1.09447340,0.15664781,0.02341332,1.82829788
-5.18959480,3.91553601,0.01239392,0.25296045,1.65958505,1.17546488,0.15968370,0.02402621,1.86997219
-5.18359180,4.05895978,0.01341666,0.26318554,1.64358556,1.26550702,0.16313262,0.02487043,1.91206122
-5.17758879,4.21221500,0.01446079,0.27428205,1.62468132,1.36477709,0.16708641,0.02593752,1.95482952
-5.17158579,4.37612996,0.01551722,0.28633520,1.60388503,1.47345360,0.17162727,0.02721994,1.99861024
-5.16558279,4.55157106,0.01657689,0.29943819,1.58223120,1.59169345,0.17682325,0.02871035,2.04378292
-5.15957979,4.73937914,0.01763083,0.31368745,1.56073847,1.71960762,0.18272408,0.03040096,2.09074993
-5.15357679,4.94030477,0.01867037,0.32917746,1.54037353,1.85723614,0.18935781,0.03228278,2.13991255
-5.14757379,5.15494457,0.01968717,0.34599534,1.52201807,2.00452331,0.19672820,0.03434497,2.19164708
-5.14157079,5.38368105,0.02067342,0.36421537,1.50643973,2.16129421,0.20481315,0.03657418,2.24628207
-5.13556778,5.62662788,0.02162191,0.38389351,1.49426819,2.32723351,0.21356415,0.03895411,2.30407709
-5.12956478,5.88358305,0.02252613,0.40506207,1.48597703,2.50186781,0.22290686,0.04146505,2.36520383
-5.12356178,6.15399175,0.02338039,0.42772469,1.48187191,2.68455245,0.23274290,0.04408372,2.42973013
-5.11755878,6.43692080,0.02417986,0.45185188,1.48208512,2.87446363,0.24295264,0.04678316,2.49760756
-5.11155578,6.73104612,0.02492073,0.47737715,1.48657671,3.07059684,0.25339898,0.04953289,2.56866304
-5.10555278,7.03465409,0.02560024,0.50419396,1.49514171,3.27177183,0.26393204,0.05229917,2.64259480
-5.09954977,7.34565761,0.02621676,0.53215362,1.50742306,3.47664446,0.27439440,0.05504555,2.71897310
-5.09354677,7.66162641,0.02676994,0.56106442,1.52292952,3.68372539,0.28462682,0.05773350,2.79724568
-5.08754377,7.97983116,0.02726076,0.59069182,1.54105764,3.89140488,0.29447404,0.06032320,2.87674800
-5.08154077,8.29729996,0.02769163,0.62076005,1.56111700,4.09798320,0.30379052,0.06277453,2.95671787
-5.07553777,8.61088515,0.02806645,0.65095511,1.58235738,4.30170526,0.31244571,0.06504802,3.03631410
-5.06953477,8.91733811,0.02839076,0.68092903,1.60399697,4.50079818,0.32032863,0.06710594,3.11463849
-5.06353177,9.21338899,0.02867168,0.71030558,1.62525047,4.69351026,0.32735160,0.06891339,3.19076034
-5.05752876,9.49582834,0.02891804,0.73868718,1.64535588,4.87814958,0.33345278,0.07043926,3.26374253
-5.05152576,9.76158718,0.02914024,0.76566292,1.66359923,5.05312071,0.33859750,0.07165721,3.33266814
-5.04552276,10.00781251,0.02935028,0.79081749,1.67933620,5.21695787,0.34277827,0.07254647,3.39666651
-5.03951976,10.23193515,0.02956153,0.81374086,1.69201015,5.36835338,0.34601341,0.07309247,3.45493778
-5.03351676,10.43172770,0.02978858,0.83403834,1.70116585,5.50618028,0.34834449,0.07328731,3.50677488
-5.02751376,10.60535037,0.03004691,0.85134078,1.70645888,5.62950858,0.34983262,0.07313002,3.55158220
-5.02151076,10.75138384,0.03035259,0.86531460,1.70766035,5.73761482,0.35055387,0.07262661,3.58889034
-5.01550775,10.86884839,0.03072180,0.87567126,1.70465732,5.82998511,0.35059404,0.07178992,3.61836650
-5.00950475,10.95720960,0.03117041,0.88217594,1.69744909,5.90631218,0.35004312,0.07063927,3.63982034
-5.00350175,11.01637152,0.03171344,0.88465504,1.68613987,5.96648723,0.34898969,0.06919995,3.65320534
-4.99749875,11.04665865,0.03236452,0.88300225,1.67092854,6.01058758,0.34751567,0.06750256,3.65861604
-4.99149575,11.04878862,0.03313535,0.87718301,1.65209603,6.03886137,0.34569168,0.06558226,3.65628137
-4.98549275,11.02383767,0.03403519,0.86723709,1.62999124,6.05171042,0.34357325,0.06347794,3.64655490
-4.97948974,10.97320100,0.03507042,0.85327925,1.60501614,6.04967231,0.34119811,0.06123141,3.62990252
-4.97348674,10.89855025,0.03624408,0.83549783,1.57761077,6.03340293,0.33858467,0.05888649,3.60688825
-4.96748374,10.80178995,0.03755564,0.81415144,1.54823887,6.00365985,0.33573181,0.05648830,3.57815904
-4.96148074,10.68501455,0.03900079,0.78956373,1.51737450,5.96128747,0.33261995,0.05408244,3.54442903
-4.95547774,10.55046733,0.04057144,0.76211640,1.48549015,5.90720390,0.32921320,0.05171438,3.50646394
-4.94947474,10.40050214,0.04225576,0.73224075,1.45304668,5.84238970,0.32546261,0.04942888,3.46506607
-4.94347174,10.23754823,0.04403848,0.70040797,1.42048508,5.76787839,0.32131020,0.04726952,3.42106024
-4.93746873,10.06407864,0.04590127,0.66711853,1.38822011,5.68474827,0.31669347,0.04527828,3.37528089
-4.93146573,9.88258175,0.04782325,0.63289098,1.35663582,5.59411520,0.31155024,0.04349525,3.32856051
-4.92546273,9.69553587,0.04978167,0.59825052,1.32608266,5.49712590,0.30582343,0.04195829,3.28171937
-4.91945973,9.50538638,0.05175258,0.56371763,1.29687596,5.39495131,0.29946553,0.04070278,3.23555661
-4.91345673,9.31452487,0.05371166,0.52979719,1.26929552,5.28877983,0.29244251,0.03976137,3.19084234
-4.90745373,9.12527001,0.05563499,0.49696825,1.24358604,5.17980995,0.28473704,0.03916365,3.14831082
-4.90145073,8.93984964,0.05749986,0.46567478,1.21995800,5.06924249,0.27635072,0.03893581,3.10865441
-4.89544772,8.76038380,0.05928549,0.43631759,1.19858888,4.95827228,0.26730538,0.03910025,3.07251814
-4.88944472,8.58886874,0.06097367,0.40924750,1.17962435,4.84807943,0.25764331,0.03967506,3.04049464
-4.88344172,8.42716161,0.06254933,0.38475995,1.16317948,4.73982045,0.24742652,0.04067356,3.01311943
-4.87743872,8.27696609,0.06400086,0.36309107,1.14933957,4.63461946,0.23673507,0.04210366,2.99086630
-4.87143572,8.13981912,0.06532040,0.34441519,1.13816089,4.53355961,0.22566466,0.04396728,2.97414286
-4.86543272,8.01707873,0.06650389,0.32884380,1.12967110,4.43767510,0.21432350,0.04625978,2.96328616
-4.85942971,7.90991360,0.06755094,0.31642592,1.12386952,4.34794379,0.20282885,0.04896940,2.95855847
-4.85342671,7.81929424,0.06846462,0.30714976,1.12072735,4.26528053,0.19130328,0.05207686,2.96014340
-4.84742371,7.74598638,0.06925110,0.30094563,1.12018797,4.19053123,0.17987090,0.05555503,2.96814244
-4.84142071,7.69054668,0.06991913,0.29768994,1.12216745,4.12446765,0.16865366,0.05936889,2.98257216
-4.83541771,7.65332104,0.07047953,0.29721028,1.12655543,4.06778264,0.15776810,0.06347561,3.00336243
-4.82941471,7.63444574,0.07094464,0.29929130,1.13321652,4.02108587,0.14732233,0.06782501,3.03035573
-4.82341171,7.63385142,0.07132770,0.30368139,1.14199232,3.98489977,0.13741373,0.07236024,3.06330797
-4.81740870,7.65127001,0.07164238,0.31009996,1.15270401,3.95965563,0.12812704,0.07701875,3.10189081
-4.81140570,7.68624447,0.07190227,0.31824513,1.16515567,3.94568964,0.11953314,0.08173355,3.14569589
-4.80540270,7.73814099,0.07212052,0.32780163,1.17913817,3.94323884,0.11168844,0.08643474,3.19424062
-4.79939970,7.80616342,0.07230955,0.33844879,1.19443346,3.95243698,0.10463466,0.09105121,3.24697583
-4.79339670,7.88936914,0.07248088,0.34986833,1.21081913,3.97331024,0.09839921,0.09551244,3.30329483
-4.78739370,7.98668588,0.07264497,0.36175170,1.22807308,4.00577277,0.09299582,0.09975048,3.36254360
-4.78139070,8.09692841,0.07281124,0.37380681,1.24597777,4.04962228,0.08842555,0.10370175,3.42403183
-4.77538769,8.21881442,0.07298808,0.38576394,1.26432404,4.10453561,0.08467784,0.10730885,3.48704417
-4.76938469,8.35097858,0.07318288,0.39738054,1.28291410,4.17006443,0.08173176,0.11052210,3.55085118
-4.76338169,8.49198404,0.07340209,0.40844482,1.30156338,4.24563133,0.07955717,0.11330084,3.61471959
-4.75737869,8.64033063,0.07365123,0.41877813,1.32010125,4.33052623,0.07811584,0.11561440,3.67792126
-4.75137569,8.79445963,0.07393487,0.42823578,1.33837033,4.42390352,0.07736247,0.11744268,3.73974055
-4.74537269,8.95275474,0.07425658,0.43670669,1.35622452,4.52478022,0.07724551,0.11877629,3.79947984
-4.73936968,9.11354001,0.07461873,0.44411161,1.37352581,4.63203528,0.07770792,0.11961633,3.85646325
-4.73336668,9.27507507,0.07502235,0.45040031,1.39014021,4.74441075,0.07868778,0.11997377,3.91003853
-4.72736368,9.43554924,0.07546691,0.45554775,1.40593291,4.86051505,0.08011880,0.11986850,3.95957759
-4.72136068,9.59307568,0.07595001,0.45954969,1.42076339,4.97882899,0.08193085,0.11932807,4.00447608
-4.71535768,9.74568754,0.07646719,0.46241779,1.43448061,5.09771514,0.08405043,0.11838629,4.04415258
-4.70935468,9.89133785,0.07701171,0.46417472,1.44691915,5.21543101,0.08640132,0.11708160,4.07804816
-4.70335168,10.02790513,0.07757440,0.46484953,1.45789634,5.33014668,0.08890530,0.11545558,4.10562689
-4.69734867,10.15320620,0.07814368,0.46447339,1.46721121,5.43996709,0.09148300,0.11355133,4.12637808
-4.69134567,10.26501759,0.07870556,0.46307623,1.47464526,5.54295939,0.09405507,0.11141213,4.13982051
-4.68534267,10.36110632,0.07924392,0.46068421,1.47996548,5.63718514,0.09654337,0.10908021,4.14550921
-4.67933967,10.43927018,0.07974081,0.45731824,1.48292948,5.72073723,0.09887246,0.10659578,4.14304477
-4.67333667,10.49738697,0.08017695,0.45299360,1.48329288,5.79178079,0.10097117,0.10399631,4.13208513
-4.66733367,10.53347160,0.08053230,0.44772057,1.48081849,5.84859711,0.10277429,0.10131607,4.11235939
-4.66133067,10.54573887,0.08078673,0.44150603,1.47528707,5.88962951,0.10422421,0.09858598,4.08368308
-4.65532766,10.53266959,0.08092073,0.43435577,1.46650914,5.91352938,0.10527256,0.09583362,4.04597418
-4.64932466,10.49307702,0.08091616,0.42627746,1.45433723,5.91920079,0.10588163,0.09308345,3.99926876
-4.64332166,10.42617022,0.08075692,0.41728382,1.43867807,5.90584165,0.10602567,0.09035716,3.94373548
-4.63731866,10.33161101,0.08042966,0.40739602,1.41950397,5.87297966,0.10569173,0.08767418,3.87968770
-4.63131566,10.20956125,0.07992423,0.39664680,1.39686302,5.82050099,0.10488031,0.08505207,3.80759242
-4.62531266,10.06071749,0.07923418,0.38508329,1.37088734,5.74867007,0.10360549,0.08250710,3.72807522
-4.61930965,9.88633060,0.07835699,0.37276924,1.34179920,5.65813928,0.10189470,0.08005460,3.64192053
-4.61330665,9.68820855,0.07729423,0.35978660,1.30991455,5.54994723,0.09978810,0.07770937,3.55006687
-4.60730365,9.46870149,0.07605147,0.34623630,1.27564394,5.42550540,0.09733749,0.07548589,3.45359696
-4.60130065,9.23066889,0.07463816,0.33223821,1.23949056,5.28657294,0.09460501,0.07339857,3.35372284
-4.59529765,8.97742956,0.07306730,0.31793037,1.20204566,5.13522025,0.09166143,0.07146171,3.25176635
-4.58929465,8.71269600,0.07135504,0.30346738,1.16398138,4.97378223,0.08858432,0.06968958,3.14913555
-4.58329165,8.44049521,0.06952016,0.28901823,1.12604123,4.80480282,0.08545607,0.06809628,3.04729797
-4.57728864,8.16507882,0.06758358,0.27476352,1.08902847,4.63097260,0.08236184,0.06669565,2.94775142
-4.57128564,7.89082554,0.06556774,0.26089230,1.05379269,4.45506159,0.07938750,0.06550107,2.85199340
-4.56528264,7.62213923,0.06349608,0.24759856,1.02121483,4.27984963,0.07661775,0.06452532,2.76149011
-4.55927964,7.36334595,0.06139250,0.23507753,0.99219097,4.10805669,0.07413422,0.06378037,2.67764581
-4.55327664,7.11859301,0.05928084,0.22352188,0.96761498,3.94227537,0.07201386,0.06327726,2.60177348
-4.54727364,6.89175306,0.05718444,0.21311787,0.94836039,3.78490785,0.07032743,0.06302588,2.53506732
-4.54127064,6.68633538,0.05512579,0.20404160,0.93526152,3.63810905,0.06913817,0.06303483,2.47857777
-4.53526763,6.50540672,0.05312617,0.19645520,0.92909417,3.50373768,0.06850074,0.06331124,2.43318928
-4.52926463,6.35152286,0.05120538,0.19050326,0.93055588,3.38331627,0.06846016,0.06386055,2.39960107
-4.52326163,6.22667217,0.04938155,0.18630925,0.94024619,3.27800119,0.06905105,0.06468625,2.37831120
-4.51725863,6.13223170,0.04767093,0.18397221,0.95864702,3.18856279,0.07029691,0.06578960,2.36960371
-4.51125563,6.06893622,0.04608777,0.18356354,0.98610360,3.11537613,0.07220952,0.06716923,2.37353910
-4.50525263,6.03686019,0.04464421,0.18512403,1.02280642,3.05842178,0.07478845,0.06882070,2.38994792
-4.49924962,6.03541268,0.04335017,0.18866119,1.06877479,3.01729637,0.07802072,0.07073604,2.41842774
-4.49324662,6.06334510,0.04221327,0.19414705,1.12384255,2.99123226,0.08188051,0.07290316,2.45834346
