energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up
-5.54377189,1.83805856,0.10906784,1.33112804,0.00036630,0.02937680,0.20738211,0.21685899,0.00200122,0.32374921
-5.53776888,1.77545546,0.10771844,1.28213159,0.00036780,0.02918160,0.20367490,0.20949929,0.00200118,0.31481676
-5.53176588,1.71042396,0.10648139,1.22980901,0.00036671,0.02905404,0.20074473,0.20250831,0.00200224,0.30650265
-5.52576288,1.64425606,0.10540086,1.17508126,0.00036308,0.02900850,0.19875409,0.19605989,0.00200615,0.29904572
-5.51975988,1.57821791,0.10451864,1.11888286,0.00035699,0.02905870,0.19784889,0.19030617,0.00201475,0.29265665
-5.51375688,1.51351504,0.10387194,1.06213863,0.00034858,0.02921708,0.19815284,0.18537280,0.00202992,0.28751053
-5.50775388,1.45126126,0.10349136,1.00574200,0.00033804,0.02949413,0.19976236,0.18135536,0.00205354,0.28374084
-5.50175088,1.39245215,0.10339922,0.95053567,0.00032562,0.02989782,0.20274241,0.17831691,0.00208744,0.28143506
-5.49574787,1.33794399,0.10360805,0.89729496,0.00031159,0.03043311,0.20712313,0.17628709,0.00213330,0.28063212
-5.48974487,1.28843854,0.10411967,0.84671446,0.00029627,0.03110150,0.21289772,0.17526239,0.00219260,0.28132168
-5.48374187,1.24447415,0.10492459,0.79939804,0.00028000,0.03190080,0.22002133,0.17520783,0.00226656,0.28344527
-5.47773887,1.20642328,0.10600197,0.75585269,0.00026315,0.03282496,0.22841126,0.17605989,0.00235606,0.28689928
-5.47173587,1.17449618,0.10732011,0.71648587,0.00024607,0.03386405,0.23794837,0.17773048,0.00246158,0.29153966
-5.46573287,1.14875070,0.10883742,0.68160659,0.00022914,0.03500446,0.24847969,0.18011194,0.00258318,0.29718814
-5.45972986,1.12910736,0.11050391,0.65142975,0.00021275,0.03622921,0.25982232,0.18308278,0.00272045,0.30363973
-5.45372686,1.11536931,0.11226310,0.62608358,0.00019725,0.03751841,0.27176833,0.18651388,0.00287246,0.31067136
-5.44772386,1.10724593,0.11405435,0.60561962,0.00018301,0.03884995,0.28409076,0.19027505,0.00303782,0.31805108
-5.44172086,1.10437946,0.11581541,0.59002473,0.00017037,0.04020019,0.29655040,0.19424161,0.00321466,0.32554786
-5.43571786,1.10637311,0.11748522,0.57923460,0.00015968,0.04154493,0.30890325,0.19830073,0.00340067,0.33294125
-5.42971486,1.11281979,0.11900679,0.57314796,0.00015125,0.04286027,0.32090848,0.20235725,0.00359320,0.34003083
-5.42371186,1.12333005,0.12033001,0.57164091,0.00014540,0.04412369,0.33233648,0.20633889,0.00378928,0.34664497
-5.41770885,1.13755806,0.12141430,0.57458068,0.00014244,0.04531503,0.34297696,0.21020046,0.00398579,0.35264858
-5.41170585,1.15522447,0.12223106,0.58183800,0.00014265,0.04641748,0.35264663,0.21392694,0.00417951,0.35794961
-5.40570285,1.17613520,0.12276566,0.59329777,0.00014631,0.04741846,0.36119628,0.21753547,0.00436729,0.36250397
-5.39969985,1.20019514,0.12301908,0.60886707,0.00015370,0.04831045,0.36851701,0.22107581,0.00454615,0.36631874
-5.39369685,1.22741624,0.12300888,0.62848059,0.00016508,0.04909161,0.37454526,0.22462962,0.00471341,0.36945352
-5.38769385,1.25791944,0.12276975,0.65210272,0.00018071,0.04976622,0.37926653,0.22830825,0.00486681,0.37201985
-5.38169085,1.29193032,0.12235332,0.67972649,0.00020081,0.05034492,0.38271753,0.23224933,0.00500460,0.37417865
-5.37568784,1.32976855,0.12182746,0.71136929,0.00022560,0.05084474,0.38498667,0.23661212,0.00512566,0.37613587
-5.36968484,1.37183154,0.12127493,0.74706553,0.00025527,0.05128881,0.38621284,0.24157187,0.00522953,0.37813643
-5.36368184,1.41857297,0.12079147,0.78685668,0.00028996,0.05170595,0.38658239,0.24731339,0.00531648,0.38045655
-5.35767884,1.47047707,0.12048346,0.83077918,0.00032979,0.05212985,0.38632445,0.25402397,0.00538749,0.38339495
-5.35167584,1.52802971,0.12046507,0.87885090,0.00037481,0.05259820,0.38570466,0.26188606,0.00544425,0.38726292
-5.34567284,1.59168774,0.12085513,0.93105691,0.00042502,0.05315155,0.38501749,0.27106978,0.00548910,0.39237389
-5.33966983,1.66184775,0.12177370,0.98733534,0.00048033,0.05383198,0.38457740,0.28172571,0.00552498,0.39903256
-5.33366683,1.73881585,0.12333852,1.04756427,0.00054059,0.05468172,0.38470905,0.29397808,0.00555533,0.40752412
-5.32766383,1.82277966,0.12566142,1.11155027,0.00060555,0.05574170,0.38573698,0.30791870,0.00558395,0.41810380
-5.32166083,1.91378393,0.12884470,1.17901955,0.00067487,0.05704999,0.38797495,0.32360172,0.00561489,0.43098713
-5.31565783,2.01171081,0.13297773,1.24961212,0.00074811,0.05864042,0.39171544,0.34103960,0.00565232,0.44634110
-5.30965483,2.11626567,0.13813371,1.32287946,0.00082472,0.06054114,0.39721947,0.36020011,0.00570040,0.46427666
-5.30365183,2.22696910,0.14436676,1.39828603,0.00090408,0.06277342,0.40470721,0.38100482,0.00576310,0.48484259
-5.29764882,2.34315540,0.15170941,1.47521450,0.00098544,0.06535053,0.41434963,0.40332887,0.00584411,0.50802101
-5.29164582,2.46397763,0.16017044,1.55297468,0.00106799,0.06827693,0.42626147,0.42700206,0.00594671,0.53372466
-5.28564282,2.58841894,0.16973338,1.63081573,0.00115084,0.07154760,0.44049567,0.45181133,0.00607364,0.56179605
-5.27963982,2.71530965,0.18035539,1.70794101,0.00123304,0.07514773,0.45703968,0.47750446,0.00622704,0.59200841
-5.27363682,2.84334940,0.19196684,1.78352509,0.00131359,0.07905257,0.47581343,0.50379486,0.00640837,0.62406858
-5.26763382,2.97113340,0.20447147,1.85673200,0.00139149,0.08322768,0.49666945,0.53036739,0.00661831,0.65762167
-5.26163082,3.09718180,0.21774718,1.92673401,0.00146572,0.08762937,0.51939473,0.55688489,0.00685677,0.69225744
-5.25562781,3.21997116,0.23164750,1.99273004,0.00153531,0.09220543,0.54371472,0.58299546,0.00712287,0.72751826
-5.24962481,3.33796687,0.24600366,2.05396318,0.00159932,0.09689612,0.56929907,0.60833999,0.00741488,0.76290847
-5.24362181,3.44965564,0.26062736,2.10973651,0.00165690,0.10163534,0.59576913,0.63256008,0.00773030,0.79790489
-5.23761881,3.55357714,0.27531401,2.15942685,0.00170731,0.10635206,0.62270698,0.65530583,0.00806582,0.83196833
-5.23161581,3.64835410,0.28984669,2.20249617,0.00174993,0.11097177,0.64966585,0.67624355,0.00841742,0.86455571
-5.22561281,3.73272017,0.30400045,2.23850041,0.00178428,0.11541824,0.67618149,0.69506304,0.00878040,0.89513263
-5.21960980,3.80554526,0.31754707,2.26709583,0.00181005,0.11961515,0.70178441,0.71148442,0.00914947,0.92318595
-5.21360680,3.86585798,0.33026014,2.28804301,0.00182715,0.12348791,0.72601244,0.72526423,0.00951885,0.94823614
-5.20760380,3.91286487,0.34192024,2.30120868,0.00183562,0.12696539,0.74842341,0.73620071,0.00988235,0.96984905
-5.20160080,3.94596647,0.35232027,2.30656577,0.00183577,0.12998160,0.76860747,0.74413823,0.01023356,0.98764672
-5.19559780,3.96477000,0.36127057,2.30419199,0.00182805,0.13247732,0.78619876,0.74897062,0.01056594,1.00131703
-5.18959480,3.96909858,0.36860386,2.29426716,0.00181315,0.13440153,0.80088591,0.75064344,0.01087300,1.01062169
-5.18359180,3.95899683,0.37417972,2.27706961,0.00179194,0.13571270,0.81242118,0.74915511,0.01114848,1.01540257
-5.17758879,3.93473284,0.37788849,2.25297176,0.00176545,0.13637989,0.82062778,0.74455682,0.01138651,1.01558587
-5.17158579,3.89679604,0.37965448,2.22243491,0.00173486,0.13638351,0.82540514,0.73695127,0.01158180,1.01118416
-5.16558279,3.84589113,0.37943832,2.18600333,0.00170149,0.13571594,0.82673191,0.72649018,0.01172979,1.00229608
-5.15957979,3.78292755,0.37723838,2.14429734,0.00166675,0.13438172,0.82466653,0.71337073,0.01182685,0.98910373
-5.15357679,3.70900466,0.37309114,2.09800542,0.00163210,0.13239758,0.81934534,0.69783081,0.01187037,0.97186767
-5.14757379,3.62539232,0.36707054,2.04787510,0.00159903,0.12979202,0.81097821,0.68014343,0.01185892,0.95091986
-5.14157079,3.53350731,0.35928630,1.99470248,0.00156903,0.12660471,0.79984190,0.66061018,0.01179231,0.92665458
-5.13556778,3.43488569,0.34988123,1.93932042,0.00154350,0.12288553,0.78627136,0.63955408,0.01167163,0.89951771
-5.12956478,3.33115173,0.33902765,1.88258527,0.00152378,0.11869340,0.77064928,0.61731198,0.01149927,0.86999469
-5.12356178,3.22398419,0.32692301,1.82536262,0.00151106,0.11409488,0.75339434,0.59422671,0.01127891,0.83859770
-5.11755878,3.11508103,0.31378501,1.76851205,0.00150639,0.10916261,0.73494865,0.57063923,0.01101540,0.80585236
-5.11155578,3.00612359,0.29984616,1.71287162,0.00151062,0.10397361,0.71576482,0.54688112,0.01071467,0.77228461
-5.10555278,2.89874172,0.28534827,1.65924258,0.00152437,0.09860753,0.69629342,0.52326753,0.01038360,0.73840817
-5.09954977,2.79448123,0.27053682,1.60837494,0.00154807,0.09314494,0.67697105,0.50009104,0.01002985,0.70471309
-5.09354677,2.69477499,0.25565561,1.56095473,0.00158189,0.08766564,0.65820981,0.47761641,0.00966163,0.67165576
-5.08754377,2.60091905,0.24094178,1.51759349,0.00162575,0.08224707,0.64038838,0.45607668,0.00928754,0.63965085
-5.08154077,2.51405467,0.22662135,1.47882070,0.00167937,0.07696292,0.62384517,0.43567050,0.00891637,0.60906521
-5.07553777,2.43515727,0.21290548,1.44507962,0.00174222,0.07188192,0.60887371,0.41656091,0.00855686,0.58021419
-5.06953477,2.36503238,0.19998744,1.41672677,0.00181358,0.06706687,0.59572021,0.39887559,0.00821755,0.55336000
-5.06353177,2.30431881,0.18804038,1.39403509,0.00189258,0.06257390,0.58458353,0.38270844,0.00790658,0.52871248
-5.05752876,2.25349845,0.17721589,1.37720071,0.00197816,0.05845196,0.57561704,0.36812232,0.00763159,0.50643162
-5.05152576,2.21291180,0.16764332,1.36635268,0.00206919,0.05474258,0.56893228,0.35515292,0.00739955,0.48663185
-5.04552276,2.18277810,0.15942968,1.36156519,0.00216444,0.05147984,0.56460382,0.34381334,0.00721669,0.46938755
-5.03951976,2.16321830,0.15266011,1.36287124,0.00226263,0.04869048,0.56267499,0.33409914,0.00708841,0.45473929
-5.03351676,2.15427918,0.14739875,1.37027681,0.00236249,0.04639420,0.56316380,0.32599355,0.00701929,0.44270045
-5.02751376,2.15595690,0.14368981,1.38377451,0.00246275,0.04460410,0.56606857,0.31947253,0.00701298,0.43326361
-5.02151076,2.16821788,0.14155880,1.40335541,0.00256220,0.04332704,0.57137279,0.31450936,0.00707227,0.42640634
-5.01550775,2.19101564,0.14101371,1.42901830,0.00265966,0.04256426,0.57904877,0.31107844,0.00719904,0.42209591
-5.00950475,2.22430206,0.14204599,1.46077538,0.00275407,0.04231174,0.58905966,0.30915818,0.00739430,0.42029273
-5.00350175,2.26803223,0.14463146,1.49865376,0.00284443,0.04256073,0.60135988,0.30873273,0.00765818,0.42095229
-4.99749875,2.32216220,0.14873081,1.54269250,0.00292985,0.04329809,0.61589371,0.30979252,0.00798996,0.42402548
-4.99149575,2.38663993,0.15428992,1.59293510,0.00300951,0.04450664,0.63259224,0.31233358,0.00838811,0.42945741
-4.98549275,2.46138970,0.16123995,1.64941771,0.00308269,0.04616538,0.65136899,0.31635572,0.00885023,0.43718493
-4.97948974,2.54629108,0.16949720,1.71215373,0.00314877,0.04824970,0.67211457,0.32185975,0.00937314,0.44713302
-4.97348674,2.64115408,0.17896300,1.78111566,0.00320717,0.05073151,0.69469082,0.32884390,0.00995282,0.45921057
-4.96748374,2.74569199,0.18952348,1.85621529,0.00325738,0.05357931,0.71892515,0.33729979,0.01058448,0.47330589
-4.96148074,2.85949420,0.20104963,1.93728355,0.00329895,0.05675833,0.74460554,0.34720810,0.01126252,0.48928241
-4.95547774,2.98200096,0.21339754,2.02405142,0.00333150,0.06023060,0.77147690,0.35853447,0.01198060,0.50697511
-4.94947474,3.11248219,0.22640908,2.11613323,0.00335464,0.06395511,0.79923919,0.37122572,0.01273165,0.52618797
-4.94347174,3.25002234,0.23991302,2.21301376,0.00336809,0.06788798,0.82754785,0.38520683,0.01350793,0.54669293
-4.93746873,3.39351275,0.25372664,2.31404010,0.00337155,0.07198279,0.85601673,0.40037884,0.01430108,0.56823048
-4.93146573,3.54165279,0.26765800,2.41841934,0.00336483,0.07619089,0.88422362,0.41661795,0.01510225,0.59051211
-4.92546273,3.69296047,0.28150866,2.52522259,0.00334776,0.08046191,0.91171837,0.43377584,0.01590218,0.61322456
-4.91945973,3.84579264,0.29507696,2.63339566,0.00332024,0.08474424,0.93803340,0.45168129,0.01669136,0.63603590
-4.91345673,3.99837443,0.30816171,2.74177622,0.00328227,0.08898572,0.96269602,0.47014317,0.01746016,0.65860292
-4.90745373,4.14883694,0.32056614,2.84911708,0.00323394,0.09313433,0.98524217,0.48895451,0.01819901,0.68057986
-4.90145073,4.29526181,0.33210212,2.95411476,0.00317541,0.09713895,1.00523087,0.50789768,0.01889861,0.70162768
-4.89544772,4.43573078,0.34259427,3.05544227,0.00310697,0.10095016,1.02225862,0.52675030,0.01955012,0.72142373
-4.88944472,4.56837821,0.35188403,3.15178475,0.00302904,0.10452107,1.03597310,0.54529158,0.02014532,0.73967100
-4.88344172,4.69144419,0.35983331,3.24187665,0.00294214,0.10780811,1.04608526,0.56330899,0.02067688,0.75610676
-4.87743872,4.80332590,0.36632781,3.32453869,0.00284691,0.11077182,1.05237947,0.58060461,0.02113846,0.77050992
-4.87143572,4.90262503,0.37127966,3.39871318,0.00274409,0.11337756,1.05472087,0.59700116,0.02152495,0.78270682
-4.86543272,4.98818918,0.37462942,3.46349622,0.00263457,0.11559621,1.05305988,0.61234715,0.02183256,0.79257519
-4.85942971,5.05914549,0.37634733,3.51816540,0.00251928,0.11740469,1.04743338,0.62652105,0.02205895,0.80004609
-4.85342671,5.11492522,0.37643379,3.56220210,0.00239926,0.11878649,1.03796281,0.63943425,0.02220327,0.80510380
-4.84742371,5.15527844,0.37491904,3.59530727,0.00227560,0.11973197,1.02484910,0.65103264,0.02226625,0.80778368
-4.84142071,5.18027842,0.37186213,3.61741058,0.00214945,0.12023864,1.00836498,0.66129674,0.02225012,0.80816823
-4.83541771,5.19031588,0.36734915,3.62867234,0.00202194,0.12031127,0.98884496,0.67024050,0.02215858,0.80638166
-4.82941471,5.18608366,0.36149088,3.62947875,0.00189425,0.11996188,0.96667361,0.67790868,0.02199672,0.80258321
-4.82341171,5.16855283,0.35441998,3.62043042,0.00176749,0.11920955,0.94227276,0.68437321,0.02177085,0.79695975
-4.81740870,5.13894156,0.34628768,3.60232528,0.00164277,0.11808017,0.91608819,0.68972854,0.02148835,0.78971796
-4.81140570,5.09867826,0.33726026,3.57613639,0.00152112,0.11660599,0.88857654,0.69408642,0.02115746,0.78107660
-4.80540270,5.04936069,0.32751526,3.54298585,0.00140350,0.11482506,0.86019284,0.69757025,0.02078708,0.77125919
-4.79939970,4.99271282,0.31723770,3.50411573,0.00129077,0.11278049,0.83137931,0.70030952,0.02038652,0.76048738
-4.79339670,4.93054100,0.30661614,3.46085734,0.00118372,0.11051964,0.80255554,0.70243446,0.01996529,0.74897547
-4.78739370,4.86469101,0.29583897,3.41459958,0.00108301,0.10809315,0.77411065,0.70407127,0.01953287,0.73692592
-4.78139070,4.79700731,0.28509067,3.36675760,0.00098920,0.10555383,0.74639710,0.70533814,0.01909848,0.72452624
-4.77538769,4.72929538,0.27454835,3.31874247,0.00090273,0.10295555,0.71972654,0.70634229,0.01867086,0.71194710
-4.76938469,4.66328805,0.26437847,3.27193252,0.00082394,0.10035194,0.69436740,0.70717801,0.01825817,0.69934160
-4.76338169,4.60061619,0.25473384,3.22764696,0.00075306,0.09779515,0.67054397,0.70792585,0.01786776,0.68684558
-4.75737869,4.54278392,0.24575087,3.18712202,0.00069022,0.09533455,0.64843696,0.70865288,0.01750609,0.67457878
-4.75137569,4.49114820,0.23754722,3.15148988,0.00063545,0.09301547,0.62818499,0.70941384,0.01717862,0.66264655
-4.74537269,4.44690260,0.23021971,3.12176044,0.00058871,0.09087800,0.60988689,0.71025308,0.01688977,0.65114193
-4.73936968,4.41106483,0.22384276,3.09880586,0.00054985,0.08895596,0.59360444,0.71120696,0.01664285,0.64014784
-4.73336668,4.38446736,0.21846716,3.08334781,0.00051870,0.08727596,0.57936541,0.71230660,0.01644005,0.62973908
-4.72736368,4.36775077,0.21411939,3.07594730,0.00049499,0.08585668,0.56716651,0.71358043,0.01628249,0.61998407
-4.72136068,4.36135931,0.21080137,3.07699683,0.00047844,0.08470840,0.55697628,0.71505664,0.01617019,0.61094597
-4.71535768,4.36553812,0.20849083,3.08671499,0.00046869,0.08383277,0.54873772,0.71676491,0.01610215,0.60268334
-4.70935468,4.38033206,0.20714218,3.10514314,0.00046540,0.08322287,0.54237063,0.71873748,0.01607637,0.59525005
-4.70335168,4.40558582,0.20668790,3.13214439,0.00046817,0.08286349,0.53777369,0.72100934,0.01608999,0.58869454
-4.69734867,4.44094547,0.20704054,3.16740483,0.00047661,0.08273181,0.53482627,0.72361744,0.01613929,0.58305851
-4.69134567,4.48586159,0.20809518,3.21043714,0.00049030,0.08279820,0.53339011,0.72659902,0.01621982,0.57837513
-4.68534267,4.53959423,0.20973231,3.26058671,0.00050883,0.08302732,0.53331093,0.72998902,0.01632649,0.57466688
-4.67933967,4.60122024,0.21182110,3.31704051,0.00053179,0.08337942,0.53441999,0.73381692,0.01645368,0.57194318
-4.67333667,4.66964331,0.21422303,3.37883882,0.00055875,0.08381171,0.53653582,0.73810304,0.01659538,0.57019812
-4.66733367,4.74360721,0.21679553,3.44489003,0.00058930,0.08427984,0.53946614,0.74285472,0.01674527,0.56940833
-4.66133067,4.82171273,0.21939589,3.51398859,0.00062302,0.08473945,0.54301004,0.74806258,0.01689690,0.56953127
-4.65532766,4.90243851,0.22188494,3.58483608,0.00065951,0.08514755,0.54696039,0.75369727,0.01704381,0.57050410
-4.64932466,4.98416598,0.22413063,3.65606540,0.00069834,0.08546397,0.55110671,0.75970685,0.01717967,0.57224327
-4.64332166,5.06520849,0.22601138,3.72626774,0.00073909,0.08565246,0.55523820,0.76601520,0.01729843,0.57464494
