energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,4.71726220,-4.71726212,0.72032980,-0.72032980,1.97435249,-1.97435243,0.04411689,-0.04411689,0.20206715,-0.20206714,0.84072337,-0.84072337,0.40698250,-0.40698250,0.05207879,-0.05207879,1.59309641,-1.59309639
-5.93396698,4.59821301,-4.59821294,0.73251983,-0.73251984,1.89255066,-1.89255061,0.04043106,-0.04043106,0.19973661,-0.19973661,0.85334372,-0.85334372,0.39535417,-0.39535417,0.04949699,-0.04949699,1.57066156,-1.57066155
-5.92796398,4.49928178,-4.49928174,0.74717543,-0.74717544,1.82042677,-1.82042673,0.03681987,-0.03681987,0.19757520,-0.19757520,0.86747060,-0.86747060,0.38609382,-0.38609382,0.04722747,-0.04722746,1.55491807,-1.55491807
-5.92196098,4.42116082,-4.42116079,0.76417587,-0.76417589,1.75868225,-1.75868222,0.03332251,-0.03332251,0.19559858,-0.19559858,0.88294321,-0.88294321,0.37925984,-0.37925985,0.04526206,-0.04526206,1.54581571,-1.54581571
-5.91595798,4.36406359,-4.36406359,0.78333988,-0.78333990,1.70777767,-1.70777764,0.02997281,-0.02997281,0.19382032,-0.19382032,0.89956865,-0.89956866,0.37486406,-0.37486407,0.04358951,-0.04358951,1.54313498,-1.54313499
-5.90995498,4.32776010,-4.32776011,0.80442994,-0.80442996,1.66794789,-1.66794787,0.02679882,-0.02679882,0.19225309,-0.19225309,0.91713027,-0.91713028,0.37287523,-0.37287524,0.04219599,-0.04219599,1.54650009,-1.54650010
-5.90395198,4.31163079,-4.31163081,0.82715974,-0.82715976,1.63922662,-1.63922661,0.02382260,-0.02382260,0.19090979,-0.19090979,0.93539701,-0.93539702,0.37322420,-0.37322421,0.04106573,-0.04106573,1.55539826,-1.55539828
-5.89794897,4.31473630,-4.31473634,0.85120421,-0.85120423,1.62147912,-1.62147912,0.02106024,-0.02106024,0.18980458,-0.18980458,0.95413329,-0.95413330,0.37581044,-0.37581045,0.04018169,-0.04018169,1.56920473,-1.56920476
-5.89194597,4.33589902,-4.33589907,0.87621172,-0.87621174,1.61444106,-1.61444107,0.01852211,-0.01852211,0.18895363,-0.18895363,0.97310882,-0.97310883,0.38050952,-0.38050953,0.03952628,-0.03952628,1.58721207,-1.58721209
-5.88594297,4.37379208,-4.37379214,0.90181785,-0.90181787,1.61776147,-1.61776148,0.01621323,-0.01621322,0.18837553,-0.18837553,0.99210784,-0.99210785,0.38718124,-0.38718126,0.03908203,-0.03908203,1.60866241,-1.60866244
-5.87993997,4.42703097,-4.42703105,0.92765982,-0.92765985,1.63104713,-1.63104715,0.01413379,-0.01413379,0.18809127,-0.18809127,1.01093730,-1.01093731,0.39567803,-0.39567805,0.03883228,-0.03883228,1.63278116,-1.63278119
-5.87393697,4.49426263,-4.49426272,0.95339096,-0.95339099,1.65390613,-1.65390615,0.01227984,-0.01227984,0.18812391,-0.18812391,1.02943356,-1.02943358,0.40585295,-0.40585297,0.03876182,-0.03876182,1.65881025,-1.65881029
-5.86793397,4.57424726,-4.57424736,0.97869425,-0.97869427,1.68598785,-1.68598788,0.01064392,-0.01064392,0.18849765,-0.18849766,1.04746731,-1.04746733,0.41756718,-0.41756720,0.03885738,-0.03885738,1.68603960,-1.68603963
-5.86193097,4.66592819,-4.66592830,1.00329434,-1.00329436,1.72701716,-1.72701719,0.00921577,-0.00921577,0.18923673,-0.18923673,1.06494638,-1.06494640,0.43069631,-0.43069633,0.03910806,-0.03910806,1.71383496,-1.71383499
-5.85592796,4.76848607,-4.76848619,1.02696725,-1.02696728,1.77682064,-1.77682068,0.00798305,-0.00798305,0.19036384,-0.19036384,1.08181656,-1.08181658,0.44513530,-0.44513532,0.03950564,-0.03950565,1.74166101,-1.74166104
-5.84992496,4.88137425,-4.88137438,1.04954730,-1.04954733,1.83534327,-1.83534332,0.00693198,-0.00693198,0.19189849,-0.19189850,1.09806021,-1.09806023,0.46080168,-0.46080170,0.04004471,-0.04004471,1.76909851,-1.76909855
-5.84392196,5.00433330,-5.00433344,1.07093079,-1.07093081,1.90265425,-1.90265430,0.00604794,-0.00604793,0.19385524,-0.19385525,1.11369302,-1.11369304,0.47763696,-0.47763699,0.04072261,-0.04072261,1.79585479,-1.79585483
-5.83791896,5.13738373,-5.13738388,1.09107635,-1.09107638,1.97894145,-1.97894151,0.00531595,-0.00531595,0.19624194,-0.19624194,1.12875900,-1.12875902,0.49560605,-0.49560608,0.04153930,-0.04153931,1.82176701,-1.82176705
-5.83191596,5.28079722,-5.28079737,1.11000191,-1.11000194,2.06449440,-2.06449446,0.00472115,-0.00472115,0.19905821,-0.19905822,1.14332416,-1.14332419,0.51469476,-0.51469479,0.04249700,-0.04249701,1.84679846,-1.84679850
-5.82591296,5.43504758,-5.43504775,1.12777835,-1.12777838,2.15967645,-2.15967652,0.00424912,-0.00424912,0.20229421,-0.20229421,1.15746915,-1.15746917,0.53490550,-0.53490553,0.04359970,-0.04359970,1.87102783,-1.87102787
-5.81990995,5.60074414,-5.60074431,1.14452040,-1.14452043,2.26488730,-2.26488738,0.00388610,-0.00388610,0.20592970,-0.20592971,1.17128134,-1.17128137,0.55625148,-0.55625152,0.04485257,-0.04485257,1.89463244,-1.89463249
-5.81390695,5.77855076,-5.77855094,1.16037510,-1.16037513,2.38051775,-2.38051783,0.00361917,-0.00361917,0.20993372,-0.20993373,1.18484681,-1.18484684,0.57874960,-0.57874964,0.04626125,-0.04626125,1.91786626,-1.91786630
-5.80790395,5.96909500,-5.96909519,1.17550861,-1.17550863,2.50689881,-2.50689889,0.00343637,-0.00343637,0.21426459,-0.21426459,1.19824250,-1.19824253,0.60241244,-0.60241248,0.04783106,-0.04783107,1.94103387,-1.94103392
-5.80190095,6.17287196,-6.17287216,1.19009190,-1.19009193,2.64424795,-2.64424803,0.00332668,-0.00332668,0.21887053,-0.21887054,1.21152908,-1.21152910,0.62723991,-0.62723995,0.04956625,-0.04956625,1.96446203,-1.96446208
-5.79589795,6.39014824,-6.39014845,1.20428631,-1.20428633,2.79261538,-2.79261547,0.00328002,-0.00328002,0.22369073,-0.22369074,1.22474465,-1.22474467,0.65321083,-0.65321087,0.05146908,-0.05146908,1.98847000,-1.98847005
-5.78989495,6.62087112,-6.62087134,1.21822951,-1.21822954,2.95183333,-2.95183342,0.00328719,-0.00328719,0.22865683,-0.22865683,1.23789972,-1.23789975,0.68027504,-0.68027508,0.05353913,-0.05353913,2.01334047,-2.01334052
-5.78389195,6.86458810,-6.86458832,1.23202279,-1.23202282,3.12147135,-3.12147144,0.00333978,-0.00333978,0.23369469,-0.23369470,1.25097347,-1.25097350,0.70834642,-0.70834647,0.05577252,-0.05577253,2.03929243,-2.03929248
-5.77788894,7.12038149,-7.12038172,1.24572010,-1.24572013,3.30080051,-3.30080061,0.00343005,-0.00343005,0.23872654,-0.23872654,1.26391142,-1.26391145,0.73729727,-0.73729733,0.05816135,-0.05816135,2.06645728,-2.06645733
-5.77188594,7.38682209,-7.38682232,1.25931965,-1.25931968,3.48876892,-3.48876902,0.00355087,-0.00355087,0.24367306,-0.24367307,1.27662465,-1.27662468,0.76695438,-0.76695443,0.06069312,-0.06069312,2.09485953,-2.09485959
-5.76588294,7.66194509,-7.66194533,1.27275825,-1.27275828,3.68399056,-3.68399066,0.00369559,-0.00369559,0.24845567,-0.24845568,1.28899035,-1.28899037,0.79709701,-0.79709706,0.06335048,-0.06335049,2.12440294,-2.12440300
-5.75987994,7.94325046,-7.94325070,1.28590883,-1.28590886,3.88474890,-3.88474900,0.00385797,-0.00385797,0.25299857,-0.25299858,1.30085379,-1.30085382,0.82745715,-0.82745720,0.06611103,-0.06611103,2.15486268,-2.15486274
-5.75387694,8.22772881,-8.22772904,1.29858111,-1.29858114,4.08901605,-4.08901615,0.00403213,-0.00403213,0.25723066,-0.25723066,1.31203152,-1.31203154,0.85772194,-0.85772199,0.06894731,-0.06894732,2.18588413,-2.18588419
-5.74787394,8.51191270,-8.51191292,1.31052555,-1.31052558,4.29448748,-4.29448758,0.00421251,-0.00421251,0.26108714,-0.26108715,1.32231558,-1.32231560,0.88753837,-0.88753843,0.07182708,-0.07182709,2.21698810,-2.21698816
-5.74187094,8.79195209,-8.79195231,1.32144028,-1.32144031,4.49863152,-4.49863161,0.00439384,-0.00439384,0.26451082,-0.26451082,1.33147871,-1.33147873,0.91652021,-0.91652026,0.07471370,-0.07471370,2.24758252,-2.24758258
-5.73586793,9.06371154,-9.06371174,1.33098070,-1.33098072,4.69875229,-4.69875238,0.00457117,-0.00457117,0.26745299,-0.26745299,1.33928025,-1.33928027,0.94425678,-0.94425684,0.07756674,-0.07756674,2.27697991,-2.27697996
-5.72986493,9.32288569,-9.32288588,1.33877146,-1.33877149,4.89206382,-4.89206390,0.00473988,-0.00473988,0.26987397,-0.26987397,1.34547266,-1.34547267,0.97032360,-0.97032365,0.08034281,-0.08034281,2.30441988,-2.30441993
-5.72386193,9.56512876,-9.56512894,1.34442017,-1.34442019,5.07577269,-5.07577275,0.00489572,-0.00489572,0.27174328,-0.27174328,1.34980836,-1.34980837,0.99429422,-0.99429427,0.08299646,-0.08299647,2.32909585,-2.32909590
-5.71785893,9.78619304,-9.78619319,1.34753224,-1.34753226,5.24716592,-5.24716598,0.00503490,-0.00503490,0.27303946,-0.27303946,1.35204693,-1.35204694,1.01575307,-1.01575311,0.08548133,-0.08548133,2.35018465,-2.35018469
-5.71185593,9.98207079,-9.98207092,1.34772644,-1.34772645,5.40370071,-5.40370075,0.00515410,-0.00515410,0.27374970,-0.27374969,1.35196222,-1.35196223,1.03430878,-1.03430883,0.08775129,-0.08775130,2.36687778,-2.36687782
-5.70585293,10.14913405,-10.14913414,1.34465027,-1.34465028,5.54309213,-5.54309216,0.00525060,-0.00525060,0.27386915,-0.27386915,1.34934943,-1.34934944,1.04960748,-1.04960753,0.08976173,-0.08976174,2.37841311,-2.37841314
-5.69984992,10.28426638,-10.28426645,1.33799472,-1.33799473,5.66339532,-5.66339534,0.00532229,-0.00532229,0.27340031,-0.27340031,1.34403189,-1.34403189,1.06134554,-1.06134558,0.09147084,-0.09147084,2.38410558,-2.38410561
-5.69384692,10.38498148,-10.38498152,1.32750774,-1.32750774,5.76307858,-5.76307858,0.00536777,-0.00536777,0.27235218,-0.27235217,1.33586732,-1.33586731,1.06928135,-1.06928138,0.09284083,-0.09284083,2.38337560,-2.38337562
-5.68784392,10.44952351,-10.44952351,1.31300588,-1.31300587,5.84108433,-5.84108432,0.00538634,-0.00538634,0.27073960,-0.27073959,1.32475352,-1.32475351,1.07324564,-1.07324567,0.09383919,-0.09383919,2.37577407,-2.37577408
-5.68184092,10.47694519,-10.47694516,1.29438376,-1.29438375,5.89687536,-5.89687533,0.00537811,-0.00537811,0.26858263,-0.26858263,1.31063322,-1.31063321,1.07314992,-1.07314994,0.09443970,-0.09443970,2.36100288,-2.36100288
-5.67583792,10.46716060,-10.46716055,1.27162088,-1.27162087,5.93046447,-5.93046444,0.00534394,-0.00534394,0.26590613,-0.26590613,1.29349793,-1.29349791,1.06899263,-1.06899265,0.09462339,-0.09462339,2.33893020,-2.33893019
-5.66983492,10.42097047,-10.42097039,1.24478558,-1.24478556,5.94242631,-5.94242626,0.00528545,-0.00528545,0.26273949,-0.26273948,1.27339067,-1.27339064,1.06086294,-1.06086295,0.09437927,-0.09437927,2.30959983,-2.30959982
-5.66383192,10.34005919,-10.34005908,1.21403606,-1.21403603,5.93389103,-5.93389097,0.00520505,-0.00520505,0.25911655,-0.25911654,1.25040753,-1.25040750,1.04894176,-1.04894177,0.09370480,-0.09370480,2.27323445,-2.27323443
-5.65782891,10.22696389,-10.22696375,1.17961842,-1.17961839,5.90652020,-5.90652013,0.00510581,-0.00510581,0.25507583,-0.25507582,1.22469781,-1.22469778,1.03350014,-1.03350015,0.09260615,-0.09260615,2.23023254,-2.23023251
-5.65182591,10.08501711,-10.08501695,1.14186183,-1.14186180,5.86246620,-5.86246612,0.00499147,-0.00499147,0.25066079,-0.25066078,1.19646282,-1.19646278,1.01489491,-1.01489491,0.09109819,-0.09109819,2.18115938,-2.18115934
-5.64582291,9.91826563,-9.91826545,1.10117109,-1.10117106,5.80431683,-5.80431674,0.00486633,-0.00486633,0.24592032,-0.24592031,1.16595330,-1.16595327,0.99356178,-0.99356178,0.08920421,-0.08920420,2.12673254,-2.12673249
-5.63981991,9.73136902,-9.73136883,1.05801691,-1.05801687,5.73502775,-5.73502766,0.00473516,-0.00473516,0.24090931,-0.24090930,1.13346557,-1.13346553,0.97000626,-0.97000625,0.08695536,-0.08695536,2.06780255,-2.06780250
-5.63381691,9.52948219,-9.52948199,1.01292432,-1.01292428,5.65784543,-5.65784534,0.00460314,-0.00460314,0.23568915,-0.23568914,1.09933634,-1.09933630,0.94479241,-0.94479239,0.08438988,-0.08438988,2.00532978,-2.00532972
-5.62781391,9.31812659,-9.31812638,0.96645973,-0.96645968,5.57622394,-5.57622385,0.00447571,-0.00447571,0.23032829,-0.23032828,1.06393662,-1.06393658,0.91853021,-0.91853020,0.08155208,-0.08155208,1.94035844,-1.94035837
-5.62181091,9.10305525,-9.10305504,0.91921721,-0.91921717,5.49373854,-5.49373845,0.00435849,-0.00435849,0.22490261,-0.22490260,1.02766465,-1.02766461,0.89186171,-0.89186170,0.07849119,-0.07849118,1.87398902,-1.87398895
-5.61580790,8.89011645,-8.89011625,0.87180448,-0.87180443,5.41399945,-5.41399937,0.00425718,-0.00425718,0.21949565,-0.21949564,0.99093835,-0.99093831,0.86544656,-0.86544654,0.07526002,-0.07526001,1.80735022,-1.80735016
-5.60980490,8.68512092,-8.68512072,0.82482920,-0.82482915,5.34056859,-5.34056851,0.00417746,-0.00417746,0.21419854,-0.21419853,0.95418734,-0.95418730,0.83994738,-0.83994737,0.07191360,-0.07191360,1.74157152,-1.74157146
-5.60380190,8.49371659,-8.49371641,0.77888611,-0.77888607,5.27688173,-5.27688166,0.00412490,-0.00412490,0.20910976,-0.20910975,0.91784495,-0.91784491,0.81601552,-0.81601551,0.06850775,-0.06850775,1.67775746,-1.67775740
-5.59779890,8.32127471,-8.32127454,0.73454547,-0.73454543,5.22617829,-5.22617823,0.00410488,-0.00410488,0.20433446,-0.20433445,0.88234052,-0.88234048,0.79427750,-0.79427749,0.06509769,-0.06509769,1.61696444,-1.61696438
-5.59179590,8.17278984,-8.17278970,0.69234306,-0.69234303,5.19144015,-5.19144010,0.00412252,-0.00412252,0.19998358,-0.19998357,0.84809213,-0.84809209,0.77532261,-0.77532261,0.06173672,-0.06173672,1.56018083,-1.56018077
-5.58579290,8.05279577,-8.05279565,0.65277227,-0.65277224,5.17534042,-5.17534039,0.00418262,-0.00418262,0.19617259,-0.19617259,0.81550006,-0.81550003,0.75969204,-0.75969204,0.05847501,-0.05847500,1.50831071,-1.50831066
-5.57978989,7.96529813,-7.96529804,0.61627811,-0.61627808,5.18020266,-5.18020264,0.00428959,-0.00428959,0.19301995,-0.19301995,0.78494125,-0.78494122,0.74786954,-0.74786954,0.05535857,-0.05535856,1.46216159,-1.46216154
-5.57378689,7.91372392,-7.91372386,0.58325352,-0.58325349,5.20797021,-5.20797021,0.00444747,-0.00444747,0.19064530,-0.19064530,0.75676466,-0.75676464,0.74027400,-0.74027400,0.05242838,-0.05242838,1.42243603,-1.42243600
-5.56778389,7.90088715,-7.90088712,0.55403760,-0.55403758,5.26018520,-5.26018522,0.00465985,-0.00465985,0.18916744,-0.18916744,0.73128785,-0.73128783,0.73725387,-0.73725388,0.04971978,-0.04971978,1.38972702,-1.38972699
-5.56178089,7.92896911,-7.92896912,0.52891586,-0.52891584,5.33797622,-5.33797625,0.00492986,-0.00492986,0.18870211,-0.18870211,0.70879451,-0.70879449,0.73908334,-0.73908336,0.04726198,-0.04726198,1.36451654,-1.36451652
-5.55577789,7.99951158,-7.99951162,0.50812191,-0.50812189,5.44205349,-5.44205354,0.00526018,-0.00526018,0.18935966,-0.18935966,0.68953305,-0.68953303,0.74596033,-0.74596035,0.04507788,-0.04507788,1.34717702,-1.34717701
-5.54977489,8.11342050,-8.11342057,0.49184045,-0.49184044,5.57271026,-5.57271032,0.00565298,-0.00565298,0.19124260,-0.19124261,0.67371600,-0.67371599,0.75800594,-0.75800597,0.04318407,-0.04318407,1.33797478,-1.33797478
-5.54377189,8.27097796,-8.27097807,0.48021104,-0.48021104,5.72982916,-5.72982925,0.00610997,-0.00610997,0.19444321,-0.19444322,0.66152007,-0.66152006,0.77526528,-0.77526531,0.04159098,-0.04159097,1.33707493,-1.33707493
-5.53776888,8.47186004,-8.47186019,0.47333221,-0.47333221,5.91289236,-5.91289246,0.00663230,-0.00663230,0.19904100,-0.19904101,0.65308656,-0.65308655,0.79770938,-0.79770943,0.04030322,-0.04030322,1.34454695,-1.34454696
-5.53176588,8.71515849,-8.71515868,0.47126537,-0.47126538,6.12099436,-6.12099448,0.00722063,-0.00722063,0.20510037,-0.20510038,0.64852192,-0.64852192,0.82523796,-0.82523801,0.03932008,-0.03932008,1.36037043,-1.36037045
-5.52576288,8.99940447,-8.99940469,0.47403835,-0.47403836,6.35285705,-6.35285718,0.00787501,-0.00787501,0.21266830,-0.21266831,0.64789823,-0.64789823,0.85768271,-0.85768276,0.03863606,-0.03863606,1.38444027,-1.38444030
-5.51975988,9.32259299,-9.32259323,0.48164783,-0.48164785,6.60684607,-6.60684621,0.00859492,-0.00859493,0.22177208,-0.22177209,0.65125328,-0.65125328,0.89481104,-0.89481111,0.03824149,-0.03824149,1.41657113,-1.41657117
-5.51375688,9.68220735,-9.68220762,0.49406080,-0.49406082,6.88098876,-6.88098891,0.00937917,-0.00937917,0.23241731,-0.23241733,0.65859012,-0.65859014,0.93633001,-0.93633008,0.03812316,-0.03812316,1.45650071,-1.45650076
-5.50775388,10.07524325,-10.07524355,0.51121454,-0.51121457,7.17299339,-7.17299356,0.01022584,-0.01022584,0.24458602,-0.24458603,0.66987602,-0.66987603,0.98189025,-0.98189032,0.03826497,-0.03826497,1.50389193,-1.50389198
-5.50175088,10.49823282,-10.49823314,0.53301531,-0.53301534,7.48027022,-7.48027039,0.01113226,-0.01113226,0.25823499,-0.25823501,0.68504060,-0.68504062,1.03108992,-1.03109000,0.03864852,-0.03864852,1.55833399,-1.55833405
-5.49574787,10.94726926,-10.94726960,0.55933572,-0.55933575,7.79995459,-7.79995477,0.01209488,-0.01209488,0.27329448,-0.27329450,0.70397351,-0.70397353,1.08347862,-1.08347871,0.03925360,-0.03925360,1.61934262,-1.61934269
-5.48974487,11.41803325,-11.41803360,0.59001107,-0.59001110,8.12893281,-8.12893298,0.01310925,-0.01310925,0.28966716,-0.28966718,0.72652151,-0.72652154,1.13856130,-1.13856139,0.04005870,-0.04005870,1.68635984,-1.68635991
-5.48374187,11.90582231,-11.90582268,0.62483501,-0.62483506,8.46387106,-8.46387124,0.01416993,-0.01416994,0.30722763,-0.30722765,0.75248541,-0.75248543,1.19580221,-1.19580230,0.04104134,-0.04104134,1.75875368,-1.75875376
-5.47773887,12.40558480,-12.40558517,0.66355495,-0.66355500,8.80124815,-8.80124833,0.01527045,-0.01527045,0.32582236,-0.32582238,0.78161707,-0.78161710,1.25462912,-1.25462922,0.04217840,-0.04217840,1.83581855,-1.83581863
-5.47173587,12.91195979,-12.91196017,0.70586772,-0.70586776,9.13739204,-9.13739221,0.01640324,-0.01640324,0.34527032,-0.34527034,0.81361706,-0.81361709,1.31443787,-1.31443797,0.04344632,-0.04344632,1.91677657,-1.91677665
-5.46573287,13.41932445,-13.41932483,0.75141616,-0.75141621,9.46852070,-9.46852087,0.01755967,-0.01755967,0.36536430,-0.36536433,0.84813316,-0.84813319,1.37459746,-1.37459756,0.04482129,-0.04482130,2.00078060,-2.00078068
-5.45972986,13.92184983,-13.92185021,0.79978720,-0.79978725,9.79078699,-9.79078715,0.01873001,-0.01873001,0.38587307,-0.38587310,0.88476043,-0.88476047,1.43445590,-1.43445601,0.04627936,-0.04627936,2.08691940,-2.08691949
-5.45372686,14.41356589,-14.41356625,0.85051183,-0.85051189,10.10032740,-10.10032755,0.01990355,-0.01990355,0.40654439,-0.40654441,0.92304308,-0.92304311,1.49334687,-1.49334697,0.04779654,-0.04779654,2.17422527,-2.17422536
-5.44772386,14.88843607,-14.88843643,0.90306769,-0.90306775,10.39331419,-10.39331433,0.02106864,-0.02106864,0.42710894,-0.42710896,0.96247855,-0.96247859,1.55059737,-1.55059748,0.04934894,-0.04934895,2.26168446,-2.26168455
-5.44172086,15.34044116,-15.34044150,0.95688433,-0.95688439,10.66601019,-10.66601031,0.02221287,-0.02221287,0.44728525,-0.44728527,1.00252418,-1.00252422,1.60553645,-1.60553656,0.05091289,-0.05091289,2.34825046,-2.34825055
-5.43571786,15.76367158,-15.76367190,1.01135158,-1.01135164,10.91482535,-10.91482545,0.02332321,-0.02332321,0.46678542,-0.46678544,1.04260635,-1.04260639,1.65750489,-1.65750499,0.05246510,-0.05246510,2.43286012,-2.43286021
-5.42971486,16.15242670,-16.15242699,1.06583083,-1.06583089,11.13637404,-11.13637412,0.02438628,-0.02438629,0.48532170,-0.48532172,1.08213230,-1.08213233,1.70586583,-1.70586593,0.05398290,-0.05398291,2.51445230,-2.51445239
-5.42371186,16.50131919,-16.50131945,1.11966916,-1.11966922,11.32753190,-11.32753196,0.02538862,-0.02538862,0.50261375,-0.50261377,1.12050419,-1.12050422,1.75001622,-1.75001632,0.05544453,-0.05544453,2.59198868,-2.59198876
-5.41770885,16.80538184,-16.80538207,1.17221576,-1.17221581,11.48549096,-11.48549100,0.02631691,-0.02631691,0.51839625,-0.51839627,1.15713522,-1.15713526,1.78939865,-1.78939875,0.05682947,-0.05682947,2.66447609,-2.66447617
-5.41170585,17.06017374,-17.06017394,1.22284014,-1.22284019,11.60781174,-11.60781176,0.02715837,-0.02715837,0.53242683,-0.53242684,1.19146707,-1.19146711,1.82351340,-1.82351349,0.05811883,-0.05811883,2.73098959,-2.73098967
-5.40570285,17.26188249,-17.26188265,1.27095133,-1.27095137,11.69247098,-11.69247098,0.02790104,-0.02790104,0.54449381,-0.54449382,1.22298799,-1.22298802,1.85193020,-1.85193028,0.05929581,-0.05929581,2.79069552,-2.79069559
-5.39969985,17.40741874,-17.40741885,1.31601698,-1.31601703,11.73790369,-11.73790366,0.02853411,-0.02853411,0.55442363,-0.55442363,1.25125074,-1.25125077,1.87429926,-1.87429934,0.06034610,-0.06034610,2.84287336,-2.84287343
-5.39369685,17.49449929,-17.49449937,1.35758166,-1.35758171,11.74303826,-11.74303821,0.02904819,-0.02904819,0.56208740,-0.56208741,1.27588950,-1.27588953,1.89036112,-1.89036119,0.06125836,-0.06125836,2.88693570,-2.88693575
-5.38769385,17.52171517,-17.52171521,1.39528295,-1.39528299,11.70732353,-11.70732345,0.02943564,-0.02943564,0.56740656,-0.56740657,1.29663472,-1.29663474,1.89995473,-1.89995480,0.06202460,-0.06202460,2.92244494,-2.92244499
-5.38169085,17.48858114,-17.48858114,1.42886461,-1.42886464,11.63074656,-11.63074646,0.02969074,-0.02969074,0.57035699,-0.57035699,1.31332512,-1.31332514,1.90302343,-1.90302349,0.06264053,-0.06264053,2.94912623,-2.94912628
-5.37568784,17.39556383,-17.39556379,1.45818575,-1.45818578,11.51384053,-11.51384040,0.02980989,-0.02980989,0.57097162,-0.57097162,1.32591608,-1.32591609,1.89961831,-1.89961836,0.06310579,-0.06310579,2.96687549,-2.96687552
-5.36968484,17.24408608,-17.24408599,1.48322542,-1.48322545,11.35768173,-11.35768159,0.02979172,-0.02979172,0.56934120,-0.56934120,1.33448368,-1.33448369,1.88989872,-1.88989876,0.06342409,-0.06342409,2.97576203,-2.97576206
-5.36368184,17.03650609,-17.03650597,1.50408189,-1.50408191,11.16387556,-11.16387539,0.02963710,-0.02963710,0.56561308,-0.56561308,1.33922408,-1.33922409,1.87412966,-1.87412970,0.06360324,-0.06360324,2.97602546,-2.97602548
-5.35767884,16.77607068,-16.77607053,1.52096663,-1.52096665,10.93453099,-10.93453081,0.02934917,-0.02934917,0.55998815,-0.55998814,1.34044801,-1.34044801,1.85267604,-1.85267607,0.06365496,-0.06365496,2.96806651,-2.96806653
-5.35167584,16.46684323,-16.46684304,1.53419287,-1.53419288,10.67222404,-10.67222384,0.02893318,-0.02893318,0.55271575,-0.55271574,1.33857034,-1.33857034,1.82599379,-1.82599382,0.06359462,-0.06359462,2.95243211,-2.95243211
-5.34567284,16.11360770,-16.11360749,1.54415917,-1.54415918,10.37995041,-10.37995020,0.02839635,-0.02839635,0.54408697,-0.54408696,1.33409525,-1.33409525,1.79461813,-1.79461815,0.06344081,-0.06344081,2.92979495,-2.92979495
