energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.83191596,1.92553189,0.00333283,0.24869022,0.58264320,0.32511387,0.87015507,0.39978685,0.00413620,0.92220407
-5.82591296,2.03784144,0.00348023,0.26312813,0.61215923,0.34728166,0.90207585,0.42650410,0.00451690,0.97506219
-5.81990995,2.15561930,0.00363088,0.27832296,0.64284695,0.37022873,0.93555603,0.45483127,0.00492411,1.03035807
-5.81390695,2.27825146,0.00378257,0.29419767,0.67457630,0.39383012,0.97045797,0.48459721,0.00535353,1.08784315
-5.80790395,2.40514164,0.00393336,0.31067616,0.70724507,0.41796279,1.00667610,0.51562657,0.00580051,1.14728159
-5.80190095,2.53569235,0.00408158,0.32768025,0.74077351,0.44250433,1.04412290,0.54773583,0.00625997,1.20844158
-5.79589795,2.66928547,0.00422576,0.34512663,0.77509817,0.46733159,1.08271403,0.58072939,0.00672647,1.27108666
-5.78989495,2.80526441,0.00436463,0.36292392,0.81016528,0.49231968,1.12235355,0.61439608,0.00719420,1.33496774
-5.78389195,2.94291915,0.00449709,0.38097009,0.84592432,0.51734133,1.16292020,0.64850654,0.00765710,1.39981640
-5.77788894,3.08147578,0.00462219,0.39915058,0.88232192,0.54226685,1.20425563,0.68281169,0.00810887,1.46534027
-5.77188594,3.22009178,0.00473908,0.41733713,0.91929671,0.56696490,1.24615542,0.71704270,0.00854317,1.53122086
-5.76588294,3.35785773,0.00484697,0.43538772,0.95677523,0.59130408,1.28836347,0.75091263,0.00895367,1.59711412
-5.75987994,3.49380604,0.00494519,0.45314752,0.99466923,0.61515534,1.33057007,0.78411973,0.00933423,1.66265402
-5.75387694,3.62692648,0.00503309,0.47045091,1.03287442,0.63839526,1.37241401,0.81635256,0.00967905,1.72745883
-5.74787394,3.75618803,0.00511013,0.48712471,1.07127058,0.66090999,1.41348842,0.84729660,0.00998280,1.79113996
-5.74187094,3.88056587,0.00517581,0.50299217,1.10972309,0.68259961,1.45335009,0.87664223,0.01024078,1.85331268
-5.73586793,3.99907208,0.00522975,0.51787789,1.14808547,0.70338272,1.49153182,0.90409363,0.01044906,1.91360818
-5.72986493,4.11078810,0.00527172,0.53161314,1.18620271,0.72320086,1.52755681,0.92937808,0.01060458,1.97168594
-5.72386193,4.21489692,0.00530162,0.54404142,1.22391510,0.74202237,1.56095449,0.95225530,0.01070524,2.02724564
-5.71785893,4.31071277,0.00531959,0.55502395,1.26106202,0.75984537,1.59127660,0.97252605,0.01074999,2.08003763
-5.71185593,4.39770626,0.00532598,0.56444475,1.29748552,0.77669949,1.61811273,0.99003964,0.01073882,2.12987111
-5.70585293,4.47552310,0.00532142,0.57221493,1.33303323,0.79264601,1.64110434,1.00469978,0.01067279,2.17661928
-5.69984992,4.54399492,0.00530686,0.57827610,1.36756034,0.80777623,1.65995651,1.01646833,0.01055396,2.22022099
-5.69384692,4.60314117,0.00528351,0.58260253,1.40093070,0.82220795,1.67444678,1.02536673,0.01038539,2.26067848
-5.68784392,4.65316178,0.00525293,0.58520202,1.43301668,0.83608010,1.68443070,1.03147492,0.01017094,2.29805138
-5.68184092,4.69442070,0.00521694,0.58611540,1.46369818,0.84954560,1.68984391,1.03492783,0.00991524,2.33244698
-5.67583792,4.72742131,0.00517763,0.58541470,1.49286073,0.86276275,1.69070076,1.03590942,0.00962351,2.36400759
-5.66983492,4.75277491,0.00513728,0.58320009,1.52039302,0.87588566,1.68708976,1.03464484,0.00930140,2.39289551
-5.66383192,4.77116445,0.00509832,0.57959577,1.54618423,0.88905405,1.67916631,1.03139087,0.00895485,2.41927674
-5.65782891,4.78330538,0.00506321,0.57474505,1.57012147,0.90238313,1.66714328,1.02642537,0.00858992,2.44330446
-5.65182591,4.78990642,0.00503439,0.56880491,1.59208763,0.91595418,1.65128012,1.02003612,0.00821267,2.46510342
-5.64582291,4.79163235,0.00501415,0.56194028,1.61196017,0.92980636,1.63187125,1.01250988,0.00782899,2.48475635
-5.63981991,4.78907132,0.00500454,0.55431838,1.62961082,0.94393042,1.60923444,1.00412195,0.00744448,2.50229337
-5.63381691,4.78270855,0.00500724,0.54610345,1.64490662,0.95826476,1.58369975,0.99512707,0.00706440,2.51768525
-5.62781391,4.77290797,0.00502352,0.53745191,1.65771230,0.97269426,1.55559972,0.98575172,0.00669356,2.53084101
-5.62181091,4.75990284,0.00505410,0.52850835,1.66789391,0.98705199,1.52526106,0.97618849,0.00633629,2.54161026
-5.61580790,4.74379565,0.00509913,0.51940238,1.67532358,1.00112392,1.49299820,0.96659242,0.00599642,2.54979012
-5.60980490,4.72456717,0.00515809,0.51024636,1.67988525,1.01465660,1.45910885,0.95707944,0.00567727,2.55513655
-5.60380190,4.70209369,0.00522985,0.50113416,1.68148095,1.02736724,1.42387136,0.94772694,0.00538171,2.55737927
-5.59779890,4.67617129,0.00531260,0.49214073,1.68003727,1.03895595,1.38754391,0.93857604,0.00511213,2.55623963
-5.59179590,4.64654523,0.00540393,0.48332249,1.67551161,1.04911942,1.35036509,0.92963544,0.00487056,2.55145018
-5.58579290,4.61294239,0.00550087,0.47471840,1.66789783,1.05756531,1.31255567,0.92088644,0.00465868,2.54277488
-5.57978989,4.57510468,0.00559999,0.46635153,1.65723084,1.06402665,1.27432101,0.91228866,0.00447789,2.53002857
-5.57378689,4.53282096,0.00569751,0.45823096,1.64358981,1.06827530,1.23585386,0.90378608,0.00432934,2.51309464
-5.56778389,4.48595560,0.00578941,0.45035387,1.62709974,1.07013395,1.19733710,0.89531303,0.00421400,2.49193965
-5.56178089,4.43447168,0.00587158,0.44270767,1.60793120,1.06948571,1.15894603,0.88679974,0.00413264,2.46662403
-5.55577789,4.37844749,0.00593998,0.43527204,1.58629814,1.06628093,1.12085013,0.87817711,0.00408589,2.43730805
-5.54977489,4.31808517,0.00599076,0.42802078,1.56245379,1.06054082,1.08321383,0.86938060,0.00407419,2.40425267
-5.54377189,4.25371114,0.00602042,0.42092340,1.53668472,1.05235749,1.04619649,0.86035296,0.00409781,2.36781500
-5.53776888,4.18576824,0.00602594,0.41394644,1.50930334,1.04189063,1.00995135,0.85104590,0.00415674,2.32843866
-5.53176588,4.11480012,0.00600488,0.40705450,1.48063908,1.02936074,0.97462359,0.84142060,0.00425069,2.28663919
-5.52576288,4.04142879,0.00595545,0.40021097,1.45102855,1.01503948,0.94034765,0.83144729,0.00437900,2.24298545
-5.51975988,3.96632682,0.00587661,0.39337861,1.42080518,0.99923742,0.90724404,0.82110400,0.00454057,2.19807779
-5.51375688,3.89018573,0.00576809,0.38651984,1.39028871,0.98229009,0.87541578,0.81037467,0.00473377,2.15252402
-5.50775388,3.81368242,0.00563035,0.37959711,1.35977493,0.96454273,0.84494481,0.79924692,0.00495641,2.10691454
-5.50175088,3.73744569,0.00546463,0.37257303,1.32952620,0.94633489,0.81588863,0.78770968,0.00520565,2.06179770
-5.49574787,3.66202466,0.00527281,0.36541069,1.29976305,0.92798537,0.78827742,0.77575090,0.00547796,2.01765678
-5.48974487,3.58786087,0.00505740,0.35807395,1.27065736,0.90977841,0.76211191,0.76335563,0.00576915,1.97488961
-5.48374187,3.51526573,0.00482141,0.35052786,1.24232721,0.89195174,0.73736212,0.75050449,0.00607435,1.93379196
-5.47773887,3.44440436,0.00456824,0.34273925,1.21483389,0.87468720,0.71396725,0.73717285,0.00638806,1.89454550
-5.47173587,3.37528705,0.00430158,0.33467736,1.18818098,0.85810412,0.69183672,0.72333069,0.00670424,1.85721089
-5.46573287,3.30776840,0.00402525,0.32631468,1.16231578,0.84225597,0.67085243,0.70894314,0.00701643,1.82172640
-5.45972986,3.24155468,0.00374311,0.31762779,1.13713291,0.82713031,0.65087220,0.69397180,0.00731786,1.78791214
-5.45372686,3.17621865,0.00345894,0.30859828,1.11247999,0.81265192,0.63173428,0.67837675,0.00760167,1.75547967
-5.44772386,3.11122146,0.00317632,0.29921370,1.08816530,0.79868899,0.61326282,0.66211904,0.00786105,1.72404657
-5.44172086,3.04594033,0.00289858,0.28946841,1.06396699,0.78506202,0.59527402,0.64516370,0.00808944,1.69315529
-5.43571786,2.97970077,0.00262867,0.27936432,1.03964357,0.77155479,0.57758281,0.62748295,0.00828079,1.66229531
-5.42971486,2.91181182,0.00236918,0.26891149,1.01494519,0.75792703,0.56000962,0.60905960,0.00842968,1.63092774
-5.42371186,2.84160246,0.00212224,0.25812856,0.98962534,0.74392802,0.54238717,0.58989032,0.00853154,1.59851103
-5.41770885,2.76845764,0.00188955,0.24704289,0.96345245,0.72931051,0.52456675,0.56998866,0.00858281,1.56452674
-5.41170585,2.69185216,0.00167238,0.23569048,0.93622084,0.71384419,0.50642390,0.54938769,0.00858103,1.52850417
-5.40570285,2.61138077,0.00147155,0.22411559,0.90776066,0.69732825,0.48786313,0.52814207,0.00852496,1.49004274
-5.39969985,2.52678329,0.00128751,0.21237013,0.87794641,0.67960236,0.46882150,0.50632939,0.00841461,1.44883119
-5.39369685,2.43796345,0.00112033,0.20051276,0.84670358,0.66055558,0.44927097,0.48405074,0.00825120,1.40466275
-5.38769385,2.34500085,0.00096981,0.18860779,0.81401328,0.64013294,0.42921930,0.46143045,0.00803719,1.35744578
-5.38169085,2.24815547,0.00083543,0.17672386,0.77991456,0.61833939,0.40870963,0.43861484,0.00777610,1.30720943
-5.37568784,2.14786464,0.00071652,0.16493250,0.74450453,0.59524104,0.38781869,0.41577025,0.00747246,1.25410428
-5.36968484,2.04473289,0.00061222,0.15330659,0.70793608,0.57096377,0.36665371,0.39308003,0.00713160,1.19839808
-5.36368184,1.93951500,0.00052155,0.14191876,0.67041360,0.54568929,0.34534834,0.37074092,0.00675947,1.14046691
-5.35767884,1.83309350,0.00044348,0.13083988,0.63218675,0.51964897,0.32405763,0.34895870,0.00636246,1.08078235
-5.35167584,1.72645138,0.00037693,0.12013753,0.59354271,0.49311589,0.30295241,0.32794332,0.00594720,1.01989540
-5.34567284,1.62064163,0.00032084,0.10987476,0.55479726,0.46639532,0.28221329,0.30790371,0.00552033,0.95841794
-5.33966983,1.51675472,0.00027416,0.10010888,0.51628514,0.43981432,0.26202462,0.28904236,0.00508833,0.89700271
-5.33366683,1.41588577,0.00023587,0.09089064,0.47835004,0.41371095,0.24256858,0.27155000,0.00465736,0.83632266
-5.32766383,1.31910250,0.00020504,0.08226360,0.44133486,0.38842333,0.22401976,0.25560039,0.00423307,0.77705065
-5.32166083,1.22741550,0.00018077,0.07426387,0.40557238,0.36427935,0.20654035,0.24134560,0.00382054,0.71984028
-5.31565783,1.14175170,0.00016225,0.06692010,0.37137694,0.34158717,0.19027626,0.22891187,0.00342415,0.66530852
-5.30965483,1.06293226,0.00014873,0.06025392,0.33903720,0.32062693,0.17535412,0.21839624,0.00304751,0.61402086
-5.30365183,0.99165526,0.00013953,0.05428064,0.30881040,0.30164399,0.16187947,0.20986408,0.00269350,0.56647914
-5.29764882,0.92848382,0.00013404,0.04901026,0.28091805,0.28484366,0.14993603,0.20334772,0.00236423,0.52311253
-5.29164582,0.87383975,0.00013170,0.04444884,0.25554319,0.27038776,0.13958609,0.19884621,0.00206105,0.48427156
-5.28564282,0.82800261,0.00013199,0.04060007,0.23282918,0.25839277,0.13087199,0.19632622,0.00178465,0.45022519
-5.27963982,0.79111403,0.00013446,0.03746712,0.21287989,0.24892960,0.12381858,0.19572427,0.00153511,0.42116066
-5.27363682,0.76318654,0.00013867,0.03505464,0.19576106,0.24202483,0.11843656,0.19695000,0.00131197,0.39718582
-5.26763382,0.74411654,0.00014423,0.03337083,0.18150276,0.23766311,0.11472650,0.19989072,0.00111430,0.37833346
-5.26163082,0.73370038,0.00015078,0.03242964,0.17010250,0.23579067,0.11268337,0.20441675,0.00094086,0.36456722
-5.25562781,0.73165281,0.00015798,0.03225287,0.16152899,0.23631951,0.11230143,0.21038769,0.00079011,0.35578870
-5.24962481,0.73762687,0.00016552,0.03287225,0.15572608,0.23913210,0.11357917,0.21765928,0.00066032,0.35184507
-5.24362181,0.75123430,0.00017312,0.03433125,0.15261679,0.24408633,0.11652417,0.22609045,0.00054967,0.35253703
-5.23761881,0.77206556,0.00018050,0.03668669,0.15210722,0.25102053,0.12115761,0.23555057,0.00045630,0.35762664
-5.23161581,0.79970871,0.00018744,0.04001000,0.15409009,0.25975825,0.12751819,0.24592631,0.00037835,0.36684473
-5.22561281,0.83376632,0.00019372,0.04438798,0.15844798,0.27011282,0.13566532,0.25712786,0.00031404,0.37989770
-5.21960980,0.87386990,0.00019917,0.04992310,0.16505598,0.28189144,0.14568136,0.26909429,0.00026168,0.39647367
-5.21360680,0.91969121,0.00020365,0.05673313,0.17378389,0.29489880,0.15767264,0.28179757,0.00021971,0.41624784
-5.20760380,0.97095019,0.00020703,0.06495015,0.18449793,0.30894023,0.17176935,0.29524511,0.00018672,0.43888713
-5.20160080,1.02741929,0.00020925,0.07471876,0.19706199,0.32382433,0.18812395,0.30948051,0.00016142,0.46405423
-5.19559780,1.08892398,0.00021026,0.08619357,0.21133847,0.33936516,0.20690819,0.32458241,0.00014272,0.49141105
-5.18959480,1.15533971,0.00021005,0.09953581,0.22718884,0.35538406,0.22830876,0.34066138,0.00012962,0.52062191
-5.18359180,1.22658540,0.00020865,0.11490922,0.24447402,0.37171114,0.25252143,0.35785477,0.00012132,0.55135637
-5.17758879,1.30261375,0.00020612,0.13247514,0.26305456,0.38818651,0.27974404,0.37631978,0.00011710,0.58329203
-5.17158579,1.38339902,0.00020253,0.15238695,0.28279083,0.40466141,0.31016832,0.39622483,0.00011637,0.61611723
-5.16558279,1.46892257,0.00019801,0.17478389,0.30354329,0.42099913,0.34397078,0.41773959,0.00011865,0.64953387
-5.15957979,1.55915702,0.00019268,0.19978456,0.32517267,0.43707591,0.38130306,0.44102412,0.00012353,0.68326017
-5.15357679,1.65404953,0.00018666,0.22748012,0.34754046,0.45278173,0.42228196,0.46621742,0.00013067,0.71703346
-5.14757379,1.75350502,0.00018012,0.25792744,0.37050929,0.46802103,0.46697944,0.49342605,0.00013980,0.75061290
-5.14157079,1.85736997,0.00017320,0.29114266,0.39394357,0.48271327,0.51541322,0.52271334,0.00015066,0.78378185
-5.13556778,1.96541749,0.00016604,0.32709503,0.41771000,0.49679334,0.56753805,0.55408955,0.00016306,0.81634996
-5.12956478,2.07733429,0.00015879,0.36570172,0.44167817,0.51021167,0.62323824,0.58750380,0.00017681,0.84815454
-5.12356178,2.19271013,0.00015155,0.40682356,0.46572102,0.52293396,0.68232178,0.62283783,0.00019173,0.87906123
-5.11755878,2.31103005,0.00014444,0.45026215,0.48971511,0.53494061,0.74451623,0.65990235,0.00020766,0.90896363
-5.11155578,2.43167000,0.00013755,0.49575843,0.51354072,0.54622546,0.80946682,0.69843590,0.00022443,0.93778193
-5.10555278,2.55389577,0.00013094,0.54299300,0.53708156,0.55679420,0.87673678,0.73810661,0.00024189,0.96546027
-5.09954977,2.67686558,0.00012466,0.59158826,0.56022428,0.56666202,0.94581013,0.77851682,0.00025987,0.99196292
-5.09354677,2.79963620,0.00011873,0.64111242,0.58285753,0.57585093,1.01609689,0.81921029,0.00027820,1.01726938
-5.08754377,2.92117252,0.00011317,0.69108537,0.60487080,0.58438640,1.08694066,0.85968209,0.00029670,1.04136839
-5.08154077,3.04036034,0.00010796,0.74098641,0.62615295,0.59229386,1.15762844,0.89939045,0.00031522,1.06425127
-5.07553777,3.15602209,0.00010309,0.79026351,0.64659068,0.59959480,1.22740249,0.93777046,0.00033356,1.08590475
-5.06953477,3.26693512,0.00009851,0.83834404,0.66606688,0.60630295,1.29547387,0.97424881,0.00035155,1.10630382
-5.06353177,3.37185219,0.00009418,0.88464657,0.68445921,0.61242068,1.36103735,1.00825923,0.00036902,1.12540483
-5.05752876,3.46952367,0.00009007,0.92859344,0.70163896,0.61793576,1.42328739,1.03925789,0.00038579,1.14313954
-5.05152576,3.55872094,0.00008611,0.96962362,0.71747040,0.62281883,1.48143454,1.06673822,0.00040170,1.15941042
-5.04552276,3.63826063,0.00008228,1.00720563,0.73181082,0.62702175,1.53472210,1.09024465,0.00041656,1.17408767
-5.03951976,3.70702902,0.00007851,1.04084991,0.74451138,0.63047700,1.58244234,1.10938471,0.00043024,1.18700826
-5.03351676,3.76400627,0.00007479,1.07012029,0.75541888,0.63309836,1.62395201,1.12383913,0.00044256,1.19797745
-5.02751376,3.80828974,0.00007108,1.09464425,0.76437852,0.63478281,1.65868669,1.13336958,0.00045338,1.20677261
-5.02151076,3.83911602,0.00006736,1.11412155,0.77123761,0.63541375,1.68617349,1.13782391,0.00046258,1.21314967
-5.01550775,3.85588103,0.00006362,1.12833090,0.77585020,0.63486549,1.70604193,1.13713879,0.00047002,1.21685175
-5.00950475,3.85815764,0.00005987,1.13713466,0.77808247,0.63300874,1.71803256,1.13133965,0.00047562,1.21761991
-5.00350175,3.84571027,0.00005609,1.14048113,0.77781857,0.62971701,1.72200307,1.12053825,0.00047927,1.21520535
-4.99749875,3.81850590,0.00005231,1.13840465,0.77496676,0.62487347,1.71793184,1.10492787,0.00048091,1.20938261
-4.99149575,3.77672107,0.00004855,1.13102342,0.76946548,0.61837811,1.70591864,1.08477655,0.00048051,1.19996302
-4.98549275,3.72074439,0.00004481,1.11853502,0.76128890,0.61015459,1.68618253,1.06041869,0.00047805,1.18680772
-4.97948974,3.65117427,0.00004114,1.10121017,0.75045178,0.60015661,1.65905699,1.03224537,0.00047356,1.16983938
-4.97348674,3.56881170,0.00003756,1.07938455,0.73701308,0.58837328,1.62498230,1.00069384,0.00046710,1.14905208
-4.96748374,3.47464803,0.00003408,1.05344934,0.72107824,0.57483320,1.58449551,0.96623660,0.00045876,1.12451855
-4.96148074,3.36984788,0.00003074,1.02384064,0.70279975,0.55960694,1.53821809,0.92937045,0.00044869,1.09639431
-4.95547774,3.25572754,0.00002755,0.99102825,0.68237590,0.54280787,1.48684176,0.89060582,0.00043708,1.06491842
-4.94947474,3.13372937,0.00002454,0.95550409,0.66004768,0.52459094,1.43111275,0.85045693,0.00042415,1.03041055
-4.94347174,3.00539284,0.00002171,0.91777078,0.63609391,0.50514978,1.37181513,0.80943274,0.00041019,0.99326450
-4.93746873,2.87232318,0.00001909,0.87833069,0.61082467,0.48471189,1.30975353,0.76802917,0.00039551,0.95393835
-4.93146573,2.73615845,0.00001667,0.83767573,0.58457333,0.46353230,1.24573591,0.72672256,0.00038049,0.91294160
-4.92546273,2.59853619,0.00001447,0.79627820,0.55768754,0.44188599,1.18055678,0.68596457,0.00036553,0.87081998
-4.91945973,2.46106069,0.00001247,0.75458300,0.53051946,0.42005925,1.11498144,0.64617829,0.00035108,0.82813855
-4.91345673,2.32527181,0.00001067,0.71300121,0.50341582,0.39834062,1.04973171,0.60775584,0.00033762,0.78546392
-4.90745373,2.19261651,0.00000908,0.67190519,0.47670812,0.37701164,0.98547345,0.57105691,0.00032563,0.74334637
-4.90145073,2.06442370,0.00000767,0.63162525,0.45070343,0.35633785,0.92280623,0.53640837,0.00031563,0.70230272
-4.89544772,1.94188319,0.00000643,0.59244778,0.42567628,0.33656061,0.86225539,0.50410463,0.00030816,0.66280072
-4.88944472,1.82602915,0.00000536,0.55461474,0.40186184,0.31788985,0.80426659,0.47440831,0.00030373,0.62524568
-4.88344172,1.71772836,0.00000444,0.51832441,0.37945072,0.30049821,0.74920285,0.44755130,0.00030285,0.58996972
-4.87743872,1.61767319,0.00000365,0.48373313,0.35858559,0.28451675,0.69734400,0.42373561,0.00030602,0.55722423
-4.87143572,1.52637928,0.00000299,0.45095790,0.33935964,0.27003234,0.64888845,0.40313402,0.00031370,0.52717567
-4.86543272,1.44418742,0.00000243,0.42007952,0.32181697,0.25708677,0.60395686,0.38589017,0.00032630,0.49990472
-4.85942971,1.37126928,0.00000196,0.39114618,0.30595463,0.24567760,0.56259762,0.37211806,0.00034418,0.47540881
-4.85342671,1.30763621,0.00000158,0.36417719,0.29172638,0.23576063,0.52479361,0.36190079,0.00036762,0.45360760
-4.84742371,1.25315071,0.00000127,0.33916672,0.27904766,0.22725369,0.49046999,0.35528863,0.00039683,0.43435115
-4.84142071,1.20753960,0.00000101,0.31608737,0.26780171,0.22004174,0.45950257,0.35229635,0.00043191,0.41743024
-4.83541771,1.17040853,0.00000081,0.29489357,0.25784632,0.21398281,0.43172646,0.35290016,0.00047287,0.40258826
-4.82941471,1.14125701,0.00000065,0.27552449,0.24902108,0.20891453,0.40694460,0.35703419,0.00051959,0.38953406
-4.82341171,1.11949363,0.00000053,0.25790678,0.24115456,0.20466104,0.38493601,0.36458706,0.00057183,0.37795528
-4.81740870,1.10445101,0.00000043,0.24195675,0.23407133,0.20103987,0.36546343,0.37539862,0.00062923,0.36753134
-4.81140570,1.09540016,0.00000036,0.22758229,0.22759840,0.19786852,0.34828018,0.38925742,0.00069126,0.35794580
-4.80540270,1.09156430,0.00000031,0.21468446,0.22157095,0.19497064,0.33313625,0.40589898,0.00075729,0.34889749
-4.79939970,1.09213172,0.00000027,0.20315885,0.21583712,0.19218134,0.31978338,0.42500544,0.00082656,0.34011005
-4.79339670,1.09626815,0.00000025,0.19289668,0.21026174,0.18935176,0.30797935,0.44620667,0.00089816,0.33133969
-4.78739370,1.10312833,0.00000024,0.18378583,0.20472902,0.18635262,0.29749129,0.46908322,0.00097110,0.32238089
-4.78139070,1.11186724,0.00000023,0.17571187,0.19914413,0.18307667,0.28809834,0.49317110,0.00104428,0.31307007
-4.77538769,1.12165092,0.00000023,0.16855897,0.19343375,0.17944019,0.27959348,0.51796857,0.00111654,0.30328726
-4.76938469,1.13166705,0.00000024,0.16221096,0.18754572,0.17538346,0.27178492,0.54294472,0.00118667,0.29295585
-4.76338169,1.14113548,0.00000025,0.15655244,0.18144786,0.17087030,0.26449699,0.56754989,0.00125346,0.28204063
-4.75737869,1.14931857,0.00000027,0.15146994,0.17512615,0.16588680,0.25757063,0.59122740,0.00131570,0.27054444
-4.75137569,1.15553141,0.00000028,0.14685320,0.16858251,0.16043940,0.25086378,0.61342650,0.00137222,0.25850365
-4.74537269,1.15915176,0.00000030,0.14259651,0.16183218,0.15455244,0.24425146,0.63361580,0.00142194,0.24598283
-4.73936968,1.15962950,0.00000031,0.13860008,0.15490101,0.14826534,0.23762579,0.65129700,0.00146390,0.23306897
-4.73336668,1.15649531,0.00000033,0.13477136,0.14782280,0.14162959,0.23089598,0.66601805,0.00149725,0.21986542
-4.72736368,1.14936837,0.00000034,0.13102635,0.14063674,0.13470568,0.22398816,0.67738548,0.00152132,0.20648601
-4.72136068,1.13796262,0.00000036,0.12729075,0.13338508,0.12756009,0.21684521,0.68507523,0.00153562,0.19304949
-4.71535768,1.12209135,0.00000037,0.12350096,0.12611113,0.12026246,0.20942644,0.68884149,0.00153986,0.17967451
-4.70935468,1.10166979,0.00000038,0.11960484,0.11885759,0.11288305,0.20170717,0.68852331,0.00153394,0.16647524
-4.70335168,1.07671540,0.00000039,0.11556223,0.11166531,0.10549050,0.19367813,0.68404851,0.00151797,0.15355783
-4.69734867,1.04734578,0.00000039,0.11134515,0.10457228,0.09815003,0.18534466,0.67543483,0.00149227,0.14101766
-4.69134567,1.01377409,0.00000039,0.10693767,0.09761309,0.09092189,0.17672571,0.66278824,0.00145733,0.12893738
-4.68534267,0.97630200,0.00000039,0.10233554,0.09081857,0.08386038,0.16785259,0.64629844,0.00141384,0.11738579
-4.67933967,0.93531031,0.00000039,0.09754541,0.08421566,0.07701307,0.15876749,0.62623188,0.00136262,0.10641734
-4.67333667,0.89124756,0.00000038,0.09258387,0.07782758,0.07042043,0.14952179,0.60292237,0.00130461,0.09607232
-4.66733367,0.84461693,0.00000037,0.08747612,0.07167390,0.06411572,0.14017419,0.57676003,0.00124085,0.08637750
-4.66133067,0.79596188,0.00000036,0.08225459,0.06577090,0.05812511,0.13078871,0.54817867,0.00117244,0.07734714
-4.65532766,0.74585107,0.00000035,0.07695727,0.06013181,0.05246802,0.12143260,0.51764244,0.00110053,0.06898429
-4.64932466,0.69486305,0.00000033,0.07162611,0.05476709,0.04715757,0.11217428,0.48563213,0.00102623,0.06128228
-4.64332166,0.64357133,0.00000032,0.06630527,0.04968468,0.04220109,0.10308125,0.45263169,0.00095066,0.05422622
