energy_ev,total_up,Ag_p_up,Ag_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.87993997,6.06223598,0.38415513,5.58070428,0.21974774,0.00419763,0.01979562,0.14627590
-5.87393697,6.15266973,0.38443849,5.66890399,0.22053328,0.00428846,0.01997868,0.14983471
-5.86793397,6.24260060,0.38484476,5.75633489,0.22151352,0.00437920,0.02018178,0.15344395
-5.86193097,6.33079565,0.38542159,5.84176460,0.22268971,0.00446864,0.02040881,0.15708449
-5.85592796,6.41595989,0.38621174,5.92390642,0.22405672,0.00455551,0.02066367,0.16073427
-5.84992496,6.49677213,0.38725164,6.00145516,0.22560300,0.00463856,0.02095029,0.16436856
-5.84392196,6.57192160,0.38856998,6.07312352,0.22731066,0.00471654,0.02127262,0.16796028
-5.83791896,6.64014412,0.39018642,6.13767778,0.22915581,0.00478828,0.02163466,0.17148053
-5.83191596,6.70025639,0.39211053,6.19397148,0.23110911,0.00485267,0.02204046,0.17489911
-5.82591296,6.75118738,0.39434101,6.24097597,0.23313643,0.00490872,0.02249416,0.17818521
-5.81990995,6.79200593,0.39686524,6.27780701,0.23519984,0.00495555,0.02300007,0.18130810
-5.81390695,6.82194382,0.39965921,6.30374664,0.23725859,0.00499243,0.02356269,0.18423792
-5.80790395,6.84041394,0.40268799,6.31825987,0.23927039,0.00501879,0.02418679,0.18694652
-5.80190095,6.84702320,0.40590659,6.32100607,0.24119267,0.00503422,0.02487748,0.18940826
-5.79589795,6.84158020,0.40926134,6.31184490,0.24298396,0.00503845,0.02564024,0.19160081
-5.78989495,6.82409789,0.41269165,6.29083713,0.24460528,0.00503140,0.02648096,0.19350598
-5.78389195,6.79479130,0.41613230,6.25824055,0.24602146,0.00501314,0.02740592,0.19511042
-5.77788894,6.75407098,0.41951583,6.21450154,0.24720248,0.00498390,0.02842182,0.19640622
-5.77188594,6.70253247,0.42277532,6.16024286,0.24812453,0.00494403,0.02953560,0.19739151
-5.76588294,6.64094239,0.42584712,6.09624824,0.24877097,0.00489404,0.03075442,0.19807079
-5.75987994,6.57022178,0.42867361,6.02344447,0.24913306,0.00483453,0.03208535,0.19845519
-5.75387694,6.49142709,0.43120577,5.94288157,0.24921040,0.00476623,0.03353518,0.19856250
-5.74787394,6.40572952,0.43340544,5.85571172,0.24901106,0.00468994,0.03511006,0.19841711
-5.74187094,6.31439317,0.43524725,5.76316746,0.24855145,0.00460653,0.03681513,0.19804962
-5.73586793,6.21875237,0.43671993,5.66653965,0.24785579,0.00451694,0.03865406,0.19749639
-5.72986493,6.12018872,0.43782727,5.56715563,0.24695541,0.00442214,0.04062858,0.19679880
-5.72386193,6.02010809,0.43858826,5.46635789,0.24588760,0.00432315,0.04273801,0.19600237
-5.71785893,5.91991799,0.43903686,5.36548348,0.24469439,0.00422098,0.04497873,0.19515578
-5.71185593,5.82100538,0.43922098,5.26584440,0.24342098,0.00411666,0.04734378,0.19430963
-5.70585293,5.72471534,0.43920104,5.16870906,0.24211414,0.00401121,0.04982244,0.19351521
-5.69984992,5.63233062,0.43904798,5.07528478,0.24082044,0.00390563,0.05239995,0.19282319
-5.69384692,5.54505219,0.43884089,4.98670157,0.23958448,0.00380087,0.05505732,0.19228221
-5.68784392,5.46398116,0.43866429,4.90399696,0.23844721,0.00369788,0.05777130,0.19193756
-5.68184092,5.39010197,0.43860517,4.82810211,0.23744423,0.00359751,0.06051452,0.19182988
-5.67583792,5.32426717,0.43875000,4.75982917,0.23660436,0.00350059,0.06325576,0.19199406
-5.66983492,5.26718400,0.43918167,4.69985998,0.23594836,0.00340787,0.06596047,0.19245810
-5.66383192,5.21940304,0.43997657,4.64873633,0.23548793,0.00332001,0.06859139,0.19324239
-5.65782891,5.18130916,0.44120192,4.60685192,0.23522499,0.00323761,0.07110935,0.19435908
-5.65182591,5.15311519,0.44291341,4.57444637,0.23515129,0.00316117,0.07347426,0.19581171
-5.64582291,5.13485864,0.44515325,4.55160157,0.23524840,0.00309110,0.07564610,0.19759523
-5.63981991,5.12640180,0.44794881,4.53824067,0.23548799,0.00302772,0.07758608,0.19969620
-5.63381691,5.12743552,0.45131169,4.53413006,0.23583259,0.00297122,0.07925775,0.20209338
-5.62781391,5.13748693,0.45523754,4.53888463,0.23623655,0.00292174,0.08062811,0.20475854
-5.62181091,5.15593117,0.45970636,4.55197653,0.23664748,0.00287930,0.08166865,0.20765759
-5.61580790,5.18200705,0.46468352,4.57274730,0.23700784,0.00284382,0.08235632,0.21075192
-5.60980490,5.21483651,0.47012122,4.60042357,0.23725687,0.00281515,0.08267424,0.21399987
-5.60380190,5.25344733,0.47596054,4.63413577,0.23733266,0.00279306,0.08261235,0.21735838
-5.59779890,5.29679840,0.48213373,4.67293955,0.23717430,0.00277728,0.08216776,0.22078461
-5.59179590,5.34380685,0.48856683,4.71583910,0.23672411,0.00276746,0.08134490,0.22423754
-5.58579290,5.39337583,0.49518237,4.76181162,0.23592971,0.00276322,0.08015548,0.22767946
-5.57978989,5.44442187,0.50190191,4.80983197,0.23474604,0.00276416,0.07861815,0.23107717
-5.57378689,5.49590060,0.50864848,4.85889629,0.23313704,0.00276988,0.07675800,0.23440297
-5.56778389,5.54682962,0.51534853,4.90804374,0.23107704,0.00277997,0.07460584,0.23763527
-5.56178089,5.59630734,0.52193347,4.95637516,0.22855180,0.00279404,0.07219734,0.24075880
-5.55577789,5.64352707,0.52834052,5.00306784,0.22555898,0.00281170,0.06957205,0.24376440
-5.54977489,5.68778544,0.53451301,5.04738580,0.22210821,0.00283262,0.06677228,0.24664840
-5.54377189,5.72848508,0.54040002,5.08868495,0.21822068,0.00285646,0.06384202,0.24941163
-5.53776888,5.76513128,0.54595534,5.12641335,0.21392818,0.00288292,0.06082579,0.25205808
-5.53176588,5.79732337,0.55113607,5.16010646,0.20927173,0.00291173,0.05776755,0.25459331
-5.52576288,5.82474129,0.55590077,5.18937815,0.20429991,0.00294262,0.05470967,0.25702272
-5.51975988,5.84712863,0.56020743,5.21390824,0.19906675,0.00297532,0.05169202,0.25934975
-5.51375688,5.86427338,0.56401157,5.23342762,0.19362963,0.00300956,0.04875120,0.26157420
-5.50775388,5.87598806,0.56726440,5.24770232,0.18804692,0.00304506,0.04591985,0.26369074
-5.50175088,5.88209063,0.56991156,5.25651773,0.18237584,0.00308149,0.04322622,0.26568771
-5.49574787,5.88238791,0.57189236,5.25966446,0.17667033,0.00311851,0.04069380,0.26754637
-5.48974487,5.87666281,0.57313984,5.25692696,0.17097933,0.00315573,0.03834117,0.26924062
-5.48374187,5.86466651,0.57358153,5.24807603,0.16534531,0.00319269,0.03618203,0.27073727
-5.47773887,5.84611642,0.57314121,5.23286583,0.15980327,0.00322893,0.03422529,0.27199681
-5.47173587,5.82070026,0.57174134,5.21103595,0.15438017,0.00326393,0.03247537,0.27297477
-5.46573287,5.78808622,0.56930628,5.18231864,0.14909490,0.00329712,0.03093254,0.27362348
-5.45972986,5.74793877,0.56576602,5.14645059,0.14395860,0.00332794,0.02959337,0.27389425
-5.45372686,5.69993912,0.56106025,5.10318903,0.13897550,0.00335581,0.02845126,0.27373985
-5.44772386,5.64380922,0.55514255,5.05233075,0.13414406,0.00338016,0.02749697,0.27311702
-5.44172086,5.57933776,0.54798444,4.99373316,0.12945836,0.00340044,0.02671916,0.27198913
-5.43571786,5.50640645,0.53957898,4.92733584,0.12490973,0.00341617,0.02610495,0.27032852
-5.42971486,5.42501512,0.52994375,4.85318118,0.12048838,0.00342690,0.02564048,0.26811871
-5.42371186,5.33530372,0.51912303,4.77143282,0.11618504,0.00343228,0.02531132,0.26535613
-5.41770885,5.23757003,0.50718893,4.68239051,0.11199252,0.00343204,0.02510299,0.26205131
-5.41170585,5.13228175,0.49424143,4.58650037,0.10790694,0.00342603,0.02500128,0.25822958
-5.40570285,5.02008211,0.48040731,4.48435981,0.10392884,0.00341417,0.02499259,0.25393103
-5.39969985,4.90178862,0.46583799,4.37671653,0.10006391,0.00339653,0.02506418,0.24921001
-5.39369685,4.77838460,0.45070630,4.26446149,0.09632332,0.00337327,0.02520436,0.24413381
-5.38769385,4.65100411,0.43520246,4.14861601,0.09272380,0.00334466,0.02540267,0.23878097
-5.38169085,4.52091045,0.41952926,4.03031346,0.08928732,0.00331106,0.02564986,0.23323901
-5.37568784,4.38946954,0.40389681,3.91077630,0.08604045,0.00327293,0.02593804,0.22760182
-5.36968484,4.25811900,0.38851702,3.79128932,0.08301352,0.00323079,0.02626059,0.22196678
-5.36368184,4.12833440,0.37359799,3.67317025,0.08023944,0.00318525,0.02661214,0.21643177
-5.35767884,4.00159387,0.35933859,3.55773898,0.07775249,0.00313692,0.02698850,0.21109211
-5.35167584,3.87934262,0.34592335,3.44628636,0.07558689,0.00308646,0.02738655,0.20603762
-5.34567284,3.76295853,0.33351788,3.34004404,0.07377540,0.00303455,0.02780409,0.20134999
-5.33966983,3.65372012,0.32226494,3.24015622,0.07234791,0.00298184,0.02823977,0.19710029
-5.33366683,3.55277786,0.31228118,3.14765435,0.07133009,0.00292898,0.02869285,0.19334705
-5.32766383,3.46112975,0.30365466,3.06343556,0.07074217,0.00287658,0.02916313,0.19013467
-5.32166083,3.37960189,0.29644322,2.98824556,0.07059785,0.00282518,0.02965073,0.18749239
-5.31565783,3.30883436,0.29067359,2.92266626,0.07090342,0.00277530,0.03015597,0.18543376
-5.30965483,3.24927286,0.28634132,2.86710854,0.07165708,0.00272736,0.03067924,0.18395662
-5.30365183,3.20116596,0.28341143,2.82181012,0.07284850,0.00268172,0.03122085,0.18304361
-5.29764882,3.16456810,0.28181977,2.78683853,0.07445863,0.00263868,0.03178097,0.18266308
-5.29164582,3.13934773,0.28147497,2.76209878,0.07645974,0.00259843,0.03235952,0.18277049
-5.28564282,3.12520038,0.28226108,2.74734536,0.07881572,0.00256110,0.03295619,0.18331012
-5.27963982,3.12166588,0.28404057,2.74219794,0.08148266,0.00252674,0.03357038,0.18421706
-5.27363682,3.12814900,0.28665792,2.74616010,0.08440962,0.00249535,0.03420129,0.18541943
-5.26763382,3.14394269,0.28994350,2.75864016,0.08753962,0.00246682,0.03484795,0.18684066
-5.26163082,3.16825287,0.29371774,2.77897333,0.09081079,0.00244104,0.03550933,0.18840185
-5.25562781,3.20022380,0.29779553,2.80644407,0.09415777,0.00241779,0.03618447,0.19002408
-5.24962481,3.23896284,0.30199070,2.84030779,0.09751306,0.00239685,0.03687255,0.19163056
-5.24362181,3.28356371,0.30612040,2.87981072,0.10080858,0.00237797,0.03757304,0.19314859
-5.23761881,3.33312705,0.31000951,2.92420732,0.10397718,0.00236085,0.03828577,0.19451125
-5.23161581,3.38677750,0.31349457,2.97277410,0.10695415,0.00234519,0.03901101,0.19565878
-5.22561281,3.44367650,0.31642747,3.02481944,0.10967862,0.00233068,0.03974941,0.19653963
-5.21960980,3.50303027,0.31867861,3.07968883,0.11209485,0.00231702,0.04050203,0.19711108
-5.21360680,3.56409274,0.32013934,3.13676542,0.11415342,0.00230391,0.04127012,0.19733958
-5.20760380,3.62616333,0.32072385,3.19546585,0.11581211,0.00229104,0.04205502,0.19720064
-5.20160080,3.68858014,0.32037021,3.25523191,0.11703666,0.00227814,0.04285782,0.19667847
-5.19559780,3.75070894,0.31904064,3.31551855,0.11780124,0.00226493,0.04367907,0.19576531
-5.18959480,3.81192911,0.31672107,3.37577921,0.11808871,0.00225114,0.04451844,0.19446049
-5.18359180,3.87161770,0.31341997,3.43544985,0.11789061,0.00223652,0.04537429,0.19276941
-5.17758879,3.92913302,0.30916644,3.49393275,0.11720700,0.00222082,0.04624333,0.19070240
-5.17158579,3.98379935,0.30400795,3.55058180,0.11604600,0.00220380,0.04712028,0.18827353
-5.16558279,4.03489424,0.29800756,3.60469067,0.11442328,0.00218523,0.04799755,0.18549950
-5.15957979,4.08164002,0.29124092,3.65548523,0.11236134,0.00216486,0.04886508,0.18239867
-5.15357679,4.12320069,0.28379328,3.70212140,0.10988878,0.00214246,0.04971022,0.17899019
-5.14757379,4.15868527,0.27575645,3.74368944,0.10703940,0.00211781,0.05051785,0.17529342
-5.14157079,4.18715816,0.26722607,3.77922510,0.10385144,0.00209067,0.05127054,0.17132746
-5.13556778,4.20765671,0.25829919,3.80772782,0.10036668,0.00206083,0.05194890,0.16711105
-5.12956478,4.21921565,0.24907223,3.82818559,0.09662969,0.00202808,0.05253211,0.16266259
-5.12356178,4.22089765,0.23963954,3.83960572,0.09268712,0.00199225,0.05299855,0.15800040
-5.11755878,4.21182860,0.23009234,3.84105013,0.08858701,0.00195318,0.05332652,0.15314316
-5.11155578,4.19123614,0.22051826,3.83167378,0.08437822,0.00191077,0.05349509,0.14811040
-5.10555278,4.15848925,0.21100124,3.81076411,0.08010993,0.00186496,0.05348491,0.14292316
-5.09954977,4.11313691,0.20162191,3.77777949,0.07583123,0.00181572,0.05327910,0.13760453
-5.09354677,4.05494353,0.19245812,3.73238457,0.07159065,0.00176313,0.05286400,0.13218022
-5.08754377,3.98391911,0.18358574,3.67448053,0.06743592,0.00170730,0.05222991,0.12667900
-5.08154077,3.90034197,0.17507944,3.60422821,0.06341354,0.00164844,0.05137160,0.12113295
-5.07553777,3.80477286,0.16701341,3.52206286,0.05956853,0.00158683,0.05028881,0.11557757
-5.06953477,3.69805887,0.15946189,3.42869914,0.05594404,0.00152281,0.04898635,0.11005166
-5.06353177,3.58132685,0.15249943,3.32512603,0.05258102,0.00145682,0.04747421,0.10459694
-5.05752876,3.45596608,0.14620077,3.21259136,0.04951782,0.00138934,0.04576732,0.09925754
-5.05152576,3.32360062,0.14064030,3.09257647,0.04678973,0.00132091,0.04388520,0.09407919
-5.04552276,3.18605245,0.13589117,2.96676196,0.04442852,0.00125213,0.04185139,0.08910833
-5.03951976,3.04529675,0.13202392,2.83698583,0.04246190,0.00118360,0.03969279,0.08439098
-5.03351676,2.90341109,0.12910473,2.70519577,0.04091300,0.00111598,0.03743881,0.07997165
-5.02751376,2.76252063,0.12719341,2.57339747,0.03979984,0.00104988,0.03512051,0.07589212
-5.02151076,2.62474158,0.12634116,2.44360111,0.03913472,0.00098594,0.03276973,0.07219028
-5.01550775,2.49212500,0.12658818,2.31776811,0.03892378,0.00092472,0.03041815,0.06889906
-5.00950475,2.36660316,0.12796133,2.19776005,0.03916653,0.00086678,0.02809652,0.06604543
-5.00350175,2.24994038,0.13047194,2.08529165,0.03985550,0.00081260,0.02583388,0.06364965
-4.99749875,2.14368998,0.13411387,1.98188938,0.04097604,0.00076260,0.02365691,0.06172464
-4.99149575,2.04915855,0.13886200,1.88885673,0.04250621,0.00071712,0.02158951,0.06027566
-4.98549275,1.96737866,0.14467122,1.80724723,0.04441692,0.00067642,0.01965241,0.05930019
-4.97948974,1.89909031,0.15147607,1.73784549,0.04667222,0.00064070,0.01786300,0.05878814
-4.97348674,1.84473148,0.15919101,1.68115658,0.04922981,0.00061004,0.01623528,0.05872219
-4.96748374,1.80443736,0.16771153,1.63740338,0.05204181,0.00058449,0.01477999,0.05907855
-4.96148074,1.77804800,0.17691586,1.60653158,0.05505568,0.00056400,0.01350485,0.05982773
-4.95547774,1.76512336,0.18666753,1.58822156,0.05821542,0.00054846,0.01241485,0.06093568
-4.94947474,1.76496503,0.19681849,1.58190633,0.06146280,0.00053773,0.01151271,0.06236494
-4.94347174,1.77664338,0.20721283,1.58679459,0.06473892,0.00053160,0.01079934,0.06407592
-4.93746873,1.79902908,0.21769089,1.60189785,0.06798565,0.00052983,0.01027436,0.06602822
-4.93146573,1.83082779,0.22809365,1.62606071,0.07114726,0.00053215,0.00993660,0.06818193
-4.92546273,1.87061687,0.23826717,1.65799317,0.07417190,0.00053829,0.00978466,0.07049881
-4.91945973,1.91688306,0.24806698,1.69630428,0.07701300,0.00054796,0.00981730,0.07294342
-4.91345673,1.96806006,0.25736209,1.73953606,0.07963059,0.00056086,0.01003400,0.07548400
-4.90745373,2.02256518,0.26603859,1.78619711,0.08199224,0.00057670,0.01043521,0.07809324
-4.90145073,2.07883429,0.27400256,1.83479524,0.08407388,0.00059517,0.01102277,0.08074871
-4.89544772,2.13535429,0.28118222,1.88386837,0.08586019,0.00061600,0.01180006,0.08343314
-4.88944472,2.19069260,0.28752926,1.93201349,0.08734473,0.00063888,0.01277223,0.08613443
-4.88344172,2.24352333,0.29301921,1.97791292,0.08852968,0.00066355,0.01394622,0.08884535
-4.87743872,2.29264949,0.29765090,2.02035777,0.08942529,0.00068971,0.01533077,0.09156319
-4.87143572,2.33702132,0.30144512,2.05826809,0.09004900,0.00071708,0.01693632,0.09428909
-4.86543272,2.37575036,0.30444243,2.09070952,0.09042436,0.00074535,0.01877489,0.09702732
-4.85942971,2.40811925,0.30670047,2.11690631,0.09057968,0.00077424,0.02085976,0.09978446
-4.85342671,2.43358737,0.30829064,2.13625040,0.09054665,0.00080343,0.02320520,0.10256859
-4.84742371,2.45179239,0.30929471,2.14830667,0.09035885,0.00083259,0.02582609,0.10538846
-4.84142071,2.46254781,0.30980113,2.15281425,0.09005030,0.00086140,0.02873744,0.10825277
-4.83541771,2.46583709,0.30990168,2.14968414,0.08965419,0.00088953,0.03195393,0.11116961
-4.82941471,2.46180434,0.30968824,2.13899313,0.08920166,0.00091662,0.03548932,0.11414597
-4.82341171,2.45074234,0.30925012,2.12097445,0.08872092,0.00094234,0.03935590,0.11718755
-4.81740870,2.43307811,0.30867187,2.09600552,0.08823658,0.00096637,0.04356384,0.12029865
-4.81140570,2.40935664,0.30803178,2.06459307,0.08776927,0.00098838,0.04812058,0.12348230
-4.80540270,2.38022329,0.30740098,2.02735630,0.08733558,0.00100810,0.05303016,0.12674059
-4.79939970,2.34640533,0.30684327,1.98500853,0.08694823,0.00102526,0.05829257,0.13007505
-4.79339670,2.30869313,0.30641538,1.93833777,0.08661652,0.00103965,0.06390317,0.13348722
-4.78739370,2.26792143,0.30616786,1.88818698,0.08634698,0.00105110,0.06985204,0.13697920
-4.78139070,2.22495102,0.30614617,1.83543431,0.08614415,0.00105952,0.07612346,0.14055422
-4.77538769,2.18065129,0.30639212,1.78097381,0.08601143,0.00106484,0.08269547,0.14421721
-4.76938469,2.13588368,0.30694518,1.72569709,0.08595201,0.00106709,0.08953941,0.14797517
-4.76338169,2.09148639,0.30784383,1.67047620,0.08596962,0.00106637,0.09661972,0.15183749
-4.75737869,2.04826039,0.30912655,1.61614792,0.08606932,0.00106281,0.10389379,0.15581601
-4.75137569,2.00695668,0.31083249,1.56349968,0.08625807,0.00105663,0.11131193,0.15992496
-4.74537269,1.96826500,0.31300170,1.51325713,0.08654502,0.00104811,0.11881764,0.16418059
-4.73936968,1.93280379,0.31567477,1.46607352,0.08694172,0.00103757,0.12634796,0.16860066
-4.73336668,1.90111143,0.31889207,1.42252072,0.08746199,0.00102538,0.13383412,0.17320371
-4.72736368,1.87363870,0.32269243,1.38308191,0.08812159,0.00101194,0.14120242,0.17800813
-4.72136068,1.85074259,0.32711134,1.34814585,0.08893766,0.00099767,0.14837525,0.18303114
-4.71535768,1.83268120,0.33217893,1.31800273,0.08992797,0.00098299,0.15527252,0.18828763
-4.70935468,1.81961001,0.33791762,1.29284147,0.09111007,0.00096834,0.16181316,0.19378903
-4.70335168,1.81157959,0.34433979,1.27274847,0.09250023,0.00095412,0.16791688,0.19954211
-4.69734867,1.80853467,0.35144536,1.25770788,0.09411246,0.00094072,0.17350608,0.20554798
-4.69134567,1.81031494,0.35921978,1.24760325,0.09595740,0.00092849,0.17850793,0.21180109
-4.68534267,1.81665758,0.36763214,1.24222082,0.09804141,0.00091774,0.18285634,0.21828850
-4.67933967,1.82720165,0.37663392,1.24125427,0.10036565,0.00090871,0.18649406,0.22498940
-4.67333667,1.84149445,0.38615820,1.24431116,0.10292537,0.00090161,0.18937459,0.23187475
-4.66733367,1.85899998,0.39611952,1.25092092,0.10570941,0.00089657,0.19146387,0.23890741
-4.66133067,1.87910923,0.40641440,1.26054451,0.10869983,0.00089366,0.19274173,0.24604236
-4.65532766,1.90115250,0.41692254,1.27258555,0.11187187,0.00089290,0.19320296,0.25322730
-4.64932466,1.92441329,0.42750869,1.28640288,0.11519413,0.00089422,0.19285789,0.26040357
-4.64332166,1.94814361,0.43802500,1.30132429,0.11862888,0.00089753,0.19173257,0.26750716
-4.63731866,1.97158033,0.44831401,1.31666114,0.12213275,0.00090265,0.18986834,0.27447005
-4.63131566,1.99396208,0.45821189,1.33172358,0.12565748,0.00090937,0.18732088,0.28122161
-4.62531266,2.01454618,0.46755209,1.34583590,0.12915089,0.00091743,0.18415878,0.28769015
-4.61930965,2.03262517,0.47616903,1.35835161,0.13255803,0.00092655,0.18046158,0.29380443
-4.61330665,2.04754233,0.48390181,1.36866778,0.13582230,0.00093640,0.17631742,0.29949521
-4.60730365,2.05870560,0.49059789,1.37623820,0.13888674,0.00094664,0.17182036,0.30469664
-4.60130065,2.06559972,0.49611645,1.38058484,0.14169530,0.00095691,0.16706749,0.30934760
-4.59529765,2.06779584,0.50033145,1.38130739,0.14419407,0.00096685,0.16215595,0.31339278
-4.58929465,2.06495871,0.50313435,1.37809044,0.14633253,0.00097609,0.15717999,0.31678363
-4.58329165,2.05685103,0.50443627,1.37070823,0.14806465,0.00098429,0.15222819,0.31947904
-4.57728864,2.04333506,0.50416979,1.35902668,0.14934996,0.00099110,0.14738097,0.32144586
-4.57128564,2.02437160,0.50229017,1.34300296,0.15015451,0.00099621,0.14270850,0.32265914
-4.56528264,2.00001654,0.49877611,1.32268253,0.15045165,0.00099934,0.13826905,0.32310225
-4.55927964,1.97041522,0.49363007,1.29819394,0.15022278,0.00100024,0.13410799,0.32276685
-4.55327664,1.93579515,0.48687818,1.26974178,0.14945789,0.00099869,0.13025720,0.32165266
-4.54727364,1.89645737,0.47856973,1.23759795,0.14815597,0.00099452,0.12673520,0.31976728
-4.54127064,1.85276696,0.46877632,1.20209193,0.14632530,0.00098763,0.12354780,0.31712582
-4.53526763,1.80514305,0.45759077,1.16360020,0.14398355,0.00097794,0.12068917,0.31375068
-4.52926463,1.75404887,0.44512567,1.12253545,0.14115773,0.00096545,0.11814349,0.30967119
-4.52326163,1.69998189,0.43151172,1.07933582,0.13788397,0.00095021,0.11588679,0.30492337
-4.51725863,1.64346453,0.41689582,1.03445446,0.13420710,0.00093233,0.11388907,0.29954967
-4.51125563,1.58503532,0.40143891,0.98834988,0.13018007,0.00091197,0.11211660,0.29359872
-4.50525263,1.52524083,0.38531357,0.94147695,0.12586308,0.00088936,0.11053407,0.28712508
-4.49924962,1.46462804,0.36870139,0.89427899,0.12132266,0.00086477,0.10910676,0.28018893
-4.49324662,1.40373736,0.35179009,0.84718072,0.11663036,0.00083851,0.10780237,0.27285568
-4.48724362,1.34309585,0.33477041,0.80058232,0.11186142,0.00081095,0.10659266,0.26519544
-4.48124062,1.28321088,0.31783275,0.75485431,0.10709313,0.00078247,0.10545461,0.25728235
-4.47523762,1.22456374,0.30116375,0.71033335,0.10240315,0.00075349,0.10437119,0.24919370
-4.46923462,1.16760336,0.28494265,0.66731885,0.09786762,0.00072444,0.10333173,0.24100885
-4.46323162,1.11274008,0.26933770,0.62607027,0.09355929,0.00069574,0.10233177,0.23280790
-4.45722861,1.06033939,0.25450256,0.58680510,0.08954558,0.00066780,0.10137252,0.22467025
-4.45122561,1.01071594,0.24057293,0.54969747,0.08588672,0.00064100,0.10046000,0.21667286
-4.44522261,0.96412790,0.22766347,0.51487737,0.08263404,0.00061571,0.09960375,0.20888851
-4.43921961,0.92077191,0.21586516,0.48243058,0.07982837,0.00059223,0.09881550,0.20138394
-4.43321661,0.88077906,0.20524312,0.45239920,0.07749878,0.00057080,0.09810747,0.19421805
-4.42721361,0.84421203,0.19583523,0.42478297,0.07566161,0.00055161,0.09749091,0.18744019
-4.42121061,0.81106381,0.18765139,0.39954130,0.07431988,0.00053478,0.09697447,0.18108872
-4.41520760,0.78125829,0.18067371,0.37659617,0.07346309,0.00052035,0.09656292,0.17518981
-4.40920460,0.75465285,0.17485745,0.35583573,0.07306756,0.00050829,0.09625600,0.16975670
-4.40320160,0.73104315,0.17013299,0.33711878,0.07309709,0.00049849,0.09604769,0.16478937
-4.39719860,0.71017005,0.16640854,0.32027983,0.07350426,0.00049078,0.09592584,0.16027475
-4.39119560,0.69172863,0.16357365,0.30513484,0.07423196,0.00048494,0.09587218,0.15618745
-4.38519260,0.67537909,0.16150340,0.29148737,0.07521544,0.00048069,0.09586278,0.15249105
-4.37918959,0.66075914,0.16006311,0.27913498,0.07638463,0.00047772,0.09586899,0.14913985
-4.37318659,0.64749741,0.15911339,0.26787569,0.07766665,0.00047567,0.09585861,0.14608104
-4.36718359,0.63522749,0.15851536,0.25751424,0.07898852,0.00047422,0.09579750,0.14325731
-4.36118059,0.62360184,0.15813581,0.24786794,0.08027981,0.00047301,0.09565135,0.14060954
-4.35517759,0.61230511,0.15785207,0.23877193,0.08147531,0.00047171,0.09538756,0.13807972
-4.34917459,0.60106622,0.15755648,0.23008356,0.08251736,0.00047005,0.09497717,0.13561375
-4.34317159,0.58966854,0.15716019,0.22168583,0.08335805,0.00046778,0.09439673,0.13316409
-4.33716858,0.57795793,0.15659611,0.21348966,0.08396084,0.00046471,0.09362989,0.13069203
-4.33116558,0.56584808,0.15582098,0.20543507,0.08430188,0.00046070,0.09266880,0.12816963
-4.32516258,0.55332289,0.15481647,0.19749111,0.08437068,0.00045572,0.09151506,0.12558102
-4.31915958,0.54043597,0.15358913,0.18965468,0.08417030,0.00044977,0.09018031,0.12292314
-4.31315658,0.52730710,0.15216945,0.18194832,0.08371694,0.00044294,0.08868628,0.12020581
-4.30715358,0.51411595,0.15060983,0.17441703,0.08303902,0.00043538,0.08706446,0.11745119
