energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,0.13309430,0.00522837,0.01863468,0.00000177,0.01582937,0.00044589,0.04123051
-5.99399700,0.14058100,0.00516075,0.01998226,0.00000239,0.01659733,0.00049934,0.04381454
-5.98799400,0.14878809,0.00512486,0.02143372,0.00000319,0.01745085,0.00055531,0.04662350
-5.98199100,0.15765494,0.00512380,0.02297794,0.00000424,0.01838414,0.00061330,0.04963602
-5.97598799,0.16709853,0.00516026,0.02460070,0.00000559,0.01938882,0.00067272,0.05282374
-5.96998499,0.17701668,0.00523666,0.02628517,0.00000731,0.02045430,0.00073291,0.05615239
-5.96398199,0.18729245,0.00535536,0.02801254,0.00000949,0.02156825,0.00079315,0.05958314
-5.95797899,0.19779959,0.00551893,0.02976284,0.00001225,0.02271730,0.00085270,0.06307434
-5.95197599,0.20840889,0.00573038,0.03151587,0.00001568,0.02388776,0.00091080,0.06658349
-5.94597299,0.21899508,0.00599349,0.03325221,0.00001993,0.02506644,0.00096671,0.07006948
-5.93996998,0.22944413,0.00631312,0.03495429,0.00002516,0.02624147,0.00101973,0.07349485
-5.93396698,0.23966046,0.00669545,0.03660742,0.00003153,0.02740319,0.00106925,0.07682807
-5.92796398,0.24957379,0.00714830,0.03820081,0.00003922,0.02854493,0.00111475,0.08004568
-5.92196098,0.25914522,0.00768133,0.03972839,0.00004845,0.02966371,0.00115582,0.08313427
-5.91595798,0.26837215,0.00830619,0.04118954,0.00005941,0.03076082,0.00119221,0.08609196
-5.90995498,0.27729181,0.00903667,0.04258958,0.00007234,0.03184222,0.00122383,0.08892953
-5.90395198,0.28598298,0.00988862,0.04393991,0.00008745,0.03291874,0.00125074,0.09167097
-5.89794897,0.29456580,0.01087994,0.04525800,0.00010496,0.03400605,0.00127317,0.09435341
-5.89194597,0.30319953,0.01203034,0.04656691,0.00012508,0.03512435,0.00129150,0.09702637
-5.88594297,0.31207814,0.01336098,0.04789467,0.00014799,0.03629790,0.00130624,0.09975038
-5.87993997,0.32142398,0.01489411,0.04927320,0.00017385,0.03755418,0.00131805,0.10259496
-5.87393697,0.33147945,0.01665244,0.05073703,0.00020277,0.03892296,0.00132763,0.10563596
-5.86793397,0.34249726,0.01865852,0.05232183,0.00023482,0.04043509,0.00133576,0.10895253
-5.86193097,0.35472933,0.02093393,0.05406270,0.00027001,0.04212116,0.00134322,0.11262353
-5.85592796,0.36841499,0.02349848,0.05599244,0.00030829,0.04401013,0.00135078,0.11672390
-5.84992496,0.38376891,0.02636926,0.05813971,0.00034951,0.04612777,0.00135910,0.12132077
-5.84392196,0.40096915,0.02955969,0.06052737,0.00039347,0.04849532,0.00136879,0.12646981
-5.83791896,0.42014619,0.03307862,0.06317087,0.00043987,0.05112807,0.00138028,0.13221172
-5.83191596,0.44137300,0.03692935,0.06607692,0.00048833,0.05403416,0.00139385,0.13856920
-5.82591296,0.46465710,0.04110882,0.06924245,0.00053843,0.05721360,0.00140961,0.14554449
-5.81990995,0.48993460,0.04560682,0.07265390,0.00058963,0.06065751,0.00142745,0.15311755
-5.81390695,0.51706685,0.05040543,0.07628695,0.00064138,0.06434764,0.00144712,0.16124512
-5.80790395,0.54583972,0.05547852,0.08010666,0.00069308,0.06825630,0.00146814,0.16986055
-5.80190095,0.57596573,0.06079159,0.08406797,0.00074413,0.07234651,0.00148991,0.17887457
-5.79589795,0.60708898,0.06630172,0.08811678,0.00079393,0.07657261,0.00151169,0.18817691
-5.78989495,0.63879271,0.07195790,0.09219121,0.00084193,0.08088111,0.00153266,0.19763877
-5.78389195,0.67060940,0.07770157,0.09622339,0.00088765,0.08521190,0.00155194,0.20711608
-5.77788894,0.70203284,0.08346740,0.10014135,0.00093071,0.08949974,0.00156867,0.21645328
-5.77188594,0.73253198,0.08918449,0.10387125,0.00097088,0.09367593,0.00158203,0.22548775
-5.76588294,0.76156595,0.09477766,0.10733963,0.00100805,0.09767015,0.00159129,0.23405444
-5.75987994,0.78859963,0.10016909,0.11047568,0.00104231,0.10141247,0.00159588,0.24199079
-5.75387694,0.81311946,0.10528013,0.11321353,0.00107396,0.10483528,0.00159538,0.24914157
-5.74787394,0.83464861,0.11003321,0.11549422,0.00110348,0.10787529,0.00158959,0.25536351
-5.74187094,0.85276118,0.11435388,0.11726762,0.00113157,0.11047537,0.00157853,0.26052967
-5.73586793,0.86709489,0.11817286,0.11849395,0.00115915,0.11258622,0.00156246,0.26453318
-5.72986493,0.87736176,0.12142800,0.11914493,0.00118731,0.11416780,0.00154187,0.26729040
-5.72386193,0.88335637,0.12406615,0.11920460,0.00121729,0.11519054,0.00151748,0.26874336
-5.71785893,0.88496162,0.12604476,0.11866969,0.00125049,0.11563614,0.00149020,0.26886130
-5.71185593,0.88215162,0.12733330,0.11754961,0.00128835,0.11549809,0.00146113,0.26764138
-5.70585293,0.87499170,0.12791421,0.11586597,0.00133238,0.11478180,0.00143149,0.26510851
-5.69984992,0.86363565,0.12778358,0.11365181,0.00138405,0.11350435,0.00140258,0.26131431
-5.69384692,0.84832030,0.12695135,0.11095048,0.00144471,0.11169390,0.00137579,0.25633530
-5.68784392,0.82935768,0.12544109,0.10781416,0.00151561,0.10938883,0.00135246,0.25027036
-5.68184092,0.80712519,0.12328934,0.10430235,0.00159774,0.10663647,0.00133392,0.24323758
-5.67583792,0.78205411,0.12054458,0.10048004,0.00169183,0.10349175,0.00132143,0.23537069
-5.66983492,0.75461711,0.11726583,0.09641597,0.00179827,0.10001561,0.00131610,0.22681519
-5.66383192,0.72531514,0.11352098,0.09218082,0.00191710,0.09627329,0.00131894,0.21772437
-5.65782891,0.69466437,0.10938485,0.08784552,0.00204794,0.09233267,0.00133081,0.20825526
-5.65182591,0.66318369,0.10493722,0.08347979,0.00218998,0.08826262,0.00135244,0.19856496
-5.64582291,0.63138332,0.10026082,0.07915078,0.00234200,0.08413149,0.00138441,0.18880717
-5.63981991,0.59975500,0.09543930,0.07492207,0.00250240,0.08000579,0.00142723,0.17912930
-5.63381691,0.56876410,0.09055553,0.07085300,0.00266919,0.07594911,0.00148134,0.16967019
-5.62781391,0.53884395,0.08569001,0.06699821,0.00284009,0.07202134,0.00154721,0.16055840
-5.62181091,0.51039261,0.08091965,0.06340764,0.00301261,0.06827822,0.00162534,0.15191137
-5.61580790,0.48377204,0.07631695,0.06012680,0.00318410,0.06477117,0.00171638,0.14383522
-5.60980490,0.45930960,0.07194950,0.05719725,0.00335193,0.06154748,0.00182121,0.13642522
-5.60380190,0.43730169,0.06787990,0.05465750,0.00351352,0.05865075,0.00194095,0.12976698
-5.59779890,0.41801916,0.06416606,0.05254390,0.00366657,0.05612163,0.00207713,0.12393802
-5.59179590,0.40171406,0.06086180,0.05089180,0.00380909,0.05399865,0.00223165,0.11900988
-5.58579290,0.38862720,0.05801776,0.04973670,0.00393959,0.05231930,0.00240693,0.11505034
-5.57978989,0.37899609,0.05568246,0.04911533,0.00405720,0.05112104,0.00260584,0.11212579
-5.57378689,0.37306248,0.05390348,0.04906670,0.00416174,0.05044233,0.00283179,0.11030348
-5.56778389,0.37107915,0.05272864,0.04963292,0.00425386,0.05032349,0.00308870,0.10965352
-5.56178089,0.37331531,0.05220718,0.05085981,0.00433508,0.05080747,0.00338092,0.11025053
-5.55577789,0.38006033,0.05239062,0.05279718,0.00440786,0.05194025,0.00371321,0.11217473
-5.54977489,0.39162529,0.05333360,0.05549883,0.00447562,0.05377102,0.00409064,0.11551249
-5.54377189,0.40834238,0.05509418,0.05902220,0.00454277,0.05635199,0.00451843,0.12035622
-5.53776888,0.43056186,0.05773399,0.06342763,0.00461465,0.05973785,0.00500185,0.12680360
-5.53176588,0.45864686,0.06131793,0.06877741,0.00469749,0.06398490,0.00554606,0.13495619
-5.52576288,0.49296600,0.06591340,0.07513439,0.00479834,0.06914987,0.00615590,0.14491749
-5.51975988,0.53388422,0.07158933,0.08256053,0.00492497,0.07528841,0.00683574,0.15679049
-5.51375688,0.58175223,0.07841470,0.09111510,0.00508577,0.08245341,0.00758931,0.17067483
