energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Ta_p_up,Ta_d_up
-5.15957979,0.83469712,0.04308952,0.00000000,0.00064863,0.51477625,0.50018851,0.33649297
-5.15357679,0.80041003,0.03798349,0.00000000,0.00055178,0.51201018,0.48928419,0.33405903
-5.14757379,0.77539693,0.03329429,0.00000000,0.00046736,0.51530970,0.48462559,0.33531821
-5.14157079,0.75930301,0.02902591,0.00000000,0.00039469,0.52433573,0.48583816,0.34009141
-5.13556778,0.75159539,0.02517496,0.00000000,0.00033303,0.53862956,0.49243929,0.34811903
-5.12956478,0.75157917,0.02173166,0.00000000,0.00028168,0.55762185,0.50384816,0.35906631
-5.12356178,0.75841690,0.01868090,0.00000000,0.00023995,0.58064445,0.51939771,0.37253042
-5.11755878,0.77115143,0.01600336,0.00000000,0.00020724,0.60694493,0.53834859,0.38804963
-5.11155578,0.78873135,0.01367663,0.00000000,0.00018305,0.63570366,0.55990504,0.40511410
-5.10555278,0.81003879,0.01167622,0.00000000,0.00016700,0.66605318,0.58323247,0.42317832
-5.09954977,0.83391887,0.00997652,0.00000000,0.00015887,0.69709950,0.60747638,0.44167484
-5.09354677,0.85921000,0.00855168,0.00000000,0.00015859,0.72794477,0.63178225,0.46002900
-5.08754377,0.88477452,0.00737636,0.00000000,0.00016629,0.75771072,0.65531603,0.47767410
-5.08154077,0.90952845,0.00642631,0.00000000,0.00018227,0.78556214,0.67728446,0.49406678
-5.07553777,0.93246981,0.00567886,0.00000000,0.00020704,0.81072968,0.69695475,0.50870193
-5.06953477,0.95270429,0.00511330,0.00000000,0.00024134,0.83253093,0.71367283,0.52112655
-5.06353177,0.96946754,0.00471106,0.00000000,0.00028612,0.85038912,0.72687961,0.53095225
-5.05752876,0.98214328,0.00445585,0.00000000,0.00034255,0.86384867,0.73612446,0.53786562
-5.05152576,0.99027637,0.00433363,0.00000000,0.00041208,0.87258670,0.74107558,0.54163625
-5.04552276,0.99358061,0.00433256,0.00000000,0.00049640,0.87642021,0.74152652,0.54212199
-5.03951976,0.99194070,0.00444279,0.00000000,0.00059748,0.87530845,0.73739886,0.53927117
-5.03351676,0.98540851,0.00465624,0.00000000,0.00071759,0.86935043,0.72874071,0.53312180
-5.02751376,0.97419382,0.00496636,0.00000000,0.00085932,0.85877753,0.71572121,0.52379773
-5.02151076,0.95864989,0.00536779,0.00000000,0.00102561,0.84394181,0.69862130,0.51150198
-5.01550775,0.93925480,0.00585606,0.00000000,0.00121979,0.82530036,0.67782104,0.49650758
-5.00950475,0.91658921,0.00642731,0.00000000,0.00144559,0.80339648,0.65378436,0.47914633
-5.00350175,0.89131176,0.00707795,0.00000000,0.00170723,0.77883870,0.62704160,0.45979609
-4.99749875,0.86413329,0.00780447,0.00000000,0.00200939,0.75227853,0.59817093,0.43886708
-4.99149575,0.83579091,0.00860317,0.00000000,0.00235731,0.72438795,0.56777927,0.41678789
-4.98549275,0.80702314,0.00947005,0.00000000,0.00275677,0.69583770,0.53648357,0.39399179
-4.97948974,0.77854726,0.01040066,0.00000000,0.00321416,0.66727724,0.50489329,0.37090385
-4.97348674,0.75103947,0.01139009,0.00000000,0.00373640,0.63931718,0.47359450,0.34792940
-4.96748374,0.72511870,0.01243296,0.00000000,0.00433101,0.61251467,0.44313631,0.32544417
-4.96148074,0.70133441,0.01352350,0.00000000,0.00500599,0.58736230,0.41401991,0.30378648
-4.95547774,0.68015849,0.01465566,0.00000000,0.00576975,0.56428050,0.38669032,0.28325141
-4.94947474,0.66198108,0.01582323,0.00000000,0.00663097,0.54361347,0.36153096,0.26408726
-4.94347174,0.64711013,0.01702002,0.00000000,0.00759842,0.52562840,0.33886093,0.24649387
-4.93746873,0.63577388,0.01824003,0.00000000,0.00868069,0.51051745,0.31893456,0.23062296
-4.93146573,0.62812584,0.01947754,0.00000000,0.00988592,0.49840200,0.30194307,0.21657985
-4.92546273,0.62425119,0.02072730,0.00000000,0.01122144,0.48933857,0.28801770,0.20442656
-4.91945973,0.62417409,0.02198455,0.00000000,0.01269335,0.48332557,0.27723404,0.19418570
-4.91345673,0.62786480,0.02324502,0.00000000,0.01430609,0.48031048,0.26961687,0.18584488
-4.90745373,0.63524628,0.02450494,0.00000000,0.01606196,0.48019663,0.26514523,0.17936134
-4.90145073,0.64619940,0.02576085,0.00000000,0.01796065,0.48284929,0.26375730,0.17466642
-4.89544772,0.66056673,0.02700944,0.00000000,0.01999877,0.48810074,0.26535479,0.17166975
-4.88944472,0.67815453,0.02824736,0.00000000,0.02216941,0.49575401,0.26980671,0.17026291
-4.88344172,0.69873317,0.02947086,0.00000000,0.02446176,0.50558545,0.27695230,0.17032251
-4.87743872,0.72203610,0.03067557,0.00000000,0.02686090,0.51734625,0.28660337,0.17171268
-4.87143572,0.74775794,0.03185617,0.00000000,0.02934756,0.53076309,0.29854591,0.17428705
-4.86543272,0.77555223,0.03300612,0.00000000,0.03189817,0.54553842,0.31254134,0.17789027
-4.85942971,0.80502931,0.03411748,0.00000000,0.03448498,0.56135077,0.32832750,0.18235924
-4.85342671,0.83575525,0.03518075,0.00000000,0.03707642,0.57785547,0.34561980,0.18752428
-4.84742371,0.86725224,0.03618485,0.00000000,0.03963754,0.59468642,0.36411260,0.19321029
-4.84142071,0.89900105,0.03711719,0.00000000,0.04213080,0.61145896,0.38348124,0.19923816
-4.83541771,0.93044594,0.03796384,0.00000000,0.04451680,0.62777442,0.40338483,0.20542649
-4.82941471,0.96100227,0.03870988,0.00000000,0.04675536,0.64322620,0.42347002,0.21159381
-4.82341171,0.99006674,0.03933982,0.00000000,0.04880659,0.65740763,0.44337566,0.21756116
-4.81740870,1.01703012,0.03983807,0.00000000,0.05063204,0.66992113,0.46273859,0.22315519
-4.81140570,1.04129215,0.04018960,0.00000000,0.05219590,0.68038870,0.48120029,0.22821169
-4.80540270,1.06227790,0.04038050,0.00000000,0.05346618,0.68846305,0.49841428,0.23257931
-4.79939970,1.07945508,0.04039866,0.00000000,0.05441573,0.69383897,0.51405402,0.23612349
-4.79339670,1.09235130,0.04023437,0.00000000,0.05502326,0.69626443,0.52782120,0.23873031
-4.78739370,1.10057073,0.03988088,0.00000000,0.05527405,0.69555065,0.53945380,0.24031017
-4.78139070,1.10380902,0.03933482,0.00000000,0.05516055,0.69158081,0.54873389,0.24080100
-4.77538769,1.10186605,0.03859657,0.00000000,0.05468266,0.68431667,0.55549467,0.24017094
-4.76938469,1.09465562,0.03767044,0.00000000,0.05384783,0.67380297,0.55962652,0.23842021
-4.76338169,1.08221180,0.03656474,0.00000000,0.05267082,0.66016911,0.56108173,0.23558228
-4.75737869,1.06469145,0.03529161,0.00000000,0.05117327,0.64362810,0.55987774,0.23172396
-4.75137569,1.04237291,0.03386682,0.00000000,0.04938303,0.62447278,0.55609872,0.22694464
-4.74537269,1.01565091,0.03230933,0.00000000,0.04733323,0.60306948,0.54989531,0.22137460
-4.73936968,0.98502784,0.03064082,0.00000000,0.04506131,0.57984931,0.54148259,0.21517241
-4.73336668,0.95110193,0.02888504,0.00000000,0.04260781,0.55529755,0.53113626,0.20852158
-4.72736368,0.91455274,0.02706723,0.00000000,0.04001521,0.52994155,0.51918707,0.20162653
-4.72136068,0.87612465,0.02521336,0.00000000,0.03732671,0.50433763,0.50601383,0.19470810
-4.71535768,0.83660898,0.02334955,0.00000000,0.03458509,0.47905752,0.49203490,0.18799867
-4.70935468,0.79682539,0.02150139,0.00000000,0.03183160,0.45467480,0.47769872,0.18173703
-4.70335168,0.75760329,0.01969339,0.00000000,0.02910504,0.43175181,0.46347347,0.17616334
-4.69734867,0.71976380,0.01794856,0.00000000,0.02644099,0.41082739,0.44983611,0.17151402
-4.69134567,0.68410278,0.01628798,0.00000000,0.02387118,0.39240584,0.43726129,0.16801698
-4.68534267,0.65137543,0.01473060,0.00000000,0.02142306,0.37694730,0.42621028,0.16588713
-4.67933967,0.62228271,0.01329307,0.00000000,0.01911959,0.36485962,0.41712027,0.16532229
-4.67333667,0.59745984,0.01198971,0.00000000,0.01697914,0.35649193,0.41039432,0.16649956
-4.66733367,0.57746692,0.01083255,0.00000000,0.01501559,0.35212987,0.40639224,0.16957220
-4.66133067,0.56278182,0.00983149,0.00000000,0.01323858,0.35199239,0.40542261,0.17466709
-4.65532766,0.55379512,0.00899449,0.00000000,0.01165379,0.35622994,0.40773611,0.18188261
-4.64932466,0.55080695,0.00832776,0.00000000,0.01026338,0.36492420,0.41352033,0.19128713
-4.64332166,0.55402569,0.00783600,0.00000000,0.00906640,0.37808877,0.42289616,0.20291800
-4.63731866,0.56356807,0.00752266,0.00000000,0.00805929,0.39567102,0.43591579,0.21678091
-4.63131566,0.57946046,0.00739007,0.00000000,0.00723631,0.41755468,0.45256222,0.23284976
-4.62531266,0.60164121,0.00743966,0.00000000,0.00658998,0.44356313,0.47275040,0.25106686
-4.61930965,0.62996360,0.00767194,0.00000000,0.00611144,0.47346312,0.49632966,0.27134352
-4.61330665,0.66419920,0.00808661,0.00000000,0.00579078,0.50696894,0.52308748,0.29356079
-4.60730365,0.70404161,0.00868242,0.00000000,0.00561731,0.54374671,0.55275422,0.31757059
-4.60130065,0.74911026,0.00945709,0.00000000,0.00557975,0.58341895,0.58500876,0.34319698
-4.59529765,0.79895431,0.01040713,0.00000000,0.00566635,0.62556911,0.61948468,0.37023765
-4.58929465,0.85305671,0.01152755,0.00000000,0.00586505,0.66974630,0.65577693,0.39846559
-4.58329165,0.91083840,0.01281169,0.00000000,0.00616345,0.71547002,0.69344871,0.42763102
-4.57728864,0.97166302,0.01425089,0.00000000,0.00654893,0.76223513,0.73203842,0.45746355
-4.57128564,1.03484210,0.01583430,0.00000000,0.00700863,0.80951697,0.77106660,0.48767473
-4.56528264,1.09964132,0.01754867,0.00000000,0.00752949,0.85677691,0.81004279,0.51796091
-4.55927964,1.16528785,0.01937826,0.00000000,0.00809834,0.90346835,0.84847237,0.54800664
-4.55327664,1.23097934,0.02130478,0.00000000,0.00870193,0.94904328,0.88586328,0.57748869
-4.54727364,1.29589458,0.02330755,0.00000000,0.00932711,0.99295968,0.92173277,0.60608057
-4.54127064,1.35920614,0.02536368,0.00000000,0.00996095,1.03468964,0.95561432,0.63345789
-4.53526763,1.42009503,0.02744845,0.00000000,0.01059097,1.07372832,0.98706462,0.65930429
-4.52926463,1.47776724,0.02953581,0.00000000,0.01120534,1.10960372,1.01567084,0.68331808
-4.52326163,1.53147195,0.03159896,0.00000000,0.01179323,1.14188709,1.04105800,0.70521938
-4.51725863,1.58052099,0.03361116,0.00000000,0.01234502,1.17020377,1.06289660,0.72475769
-4.51125563,1.62430884,0.03554642,0.00000000,0.01285269,1.19424407,1.08091005,0.74171952
-4.50525263,1.66233248,0.03738043,0.00000000,0.01331002,1.21377384,1.09488201,0.75593588
-4.49924962,1.69421017,0.03909137,0.00000000,0.01371293,1.22864421,1.10466306,0.76728930
-4.49324662,1.71969807,0.04066073,0.00000000,0.01405970,1.23879989,1.11017646,0.77571979
-4.48724362,1.73870377,0.04207402,0.00000000,0.01435110,1.24428545,1.11142267,0.78122968
-4.48124062,1.75129571,0.04332137,0.00000000,0.01459056,1.24524914,1.10848200,0.78388663
-4.47523762,1.75770754,0.04439801,0.00000000,0.01478416,1.24194358,1.10151525,0.78382468
-4.46923462,1.75833688,0.04530445,0.00000000,0.01494055,1.23472307,1.09076183,0.78124292
-4.46323162,1.75373780,0.04604656,0.00000000,0.01507085,1.22403708,1.07653527,0.77640181
-4.45722861,1.74460719,0.04663536,0.00000000,0.01518832,1.21042012,1.05921593,0.76961685
-4.45122561,1.73176479,0.04708662,0.00000000,0.01530806,1.19447785,1.03924101,0.76124994
-4.44522261,1.71612782,0.04742023,0.00000000,0.01544659,1.17686985,1.01709209,0.75169843
-4.43921961,1.69868077,0.04765946,0.00000000,0.01562130,1.15828966,0.99328061,0.74138240
-4.43321661,1.68044158,0.04782999,0.00000000,0.01584992,1.13944272,0.96833175,0.73073056
-4.42721361,1.66242579,0.04795892,0.00000000,0.01614990,1.12102307,0.94276754,0.72016539
-4.42121061,1.64560996,0.04807376,0.00000000,0.01653776,1.10368993,0.91708977,0.71008816
-4.41520760,1.63089620,0.04820132,0.00000000,0.01702849,1.08804502,0.89176370,0.70086457
-4.40920460,1.61907953,0.04836685,0.00000000,0.01763488,1.07461178,0.86720324,0.69281160
-4.40320160,1.61081936,0.04859314,0.00000000,0.01836702,1.06381747,0.84375851,0.68618635
-4.39719860,1.60661672,0.04889989,0.00000000,0.01923173,1.05597891,0.82170619,0.68117727
-4.39119560,1.60679813,0.04930319,0.00000000,0.02023214,1.05129265,0.80124340,0.67789828
-4.38519260,1.61150693,0.04981528,0.00000000,0.02136741,1.04982992,0.78248529,0.67638609
-4.37918959,1.62070236,0.05044447,0.00000000,0.02263251,1.05153673,0.76546640,0.67660078
-4.37318659,1.63416633,0.05119528,0.00000000,0.02401814,1.05623892,0.75014584,0.67842963
-4.36718359,1.65151756,0.05206878,0.00000000,0.02551083,1.06365208,0.73641570,0.68169392
-4.36118059,1.67223205,0.05306300,0.00000000,0.02709314,1.07339563,0.72411246,0.68615844
-4.35517759,1.69566899,0.05417356,0.00000000,0.02874406,1.08501045,0.71303048,0.69154305
-4.34917459,1.72110061,0.05539422,0.00000000,0.03043947,1.09797923,0.70293693,0.69753587
-4.34317159,1.74774452,0.05671757,0.00000000,0.03215281,1.11174836,0.69358724,0.70380725
-4.33716858,1.77479686,0.05813552,0.00000000,0.03385577,1.12575060,0.68474020,0.71002405
-4.33116558,1.80146484,0.05963986,0.00000000,0.03551915,1.13942720,0.67617193,0.71586330
-4.32516258,1.82699702,0.06122256,0.00000000,0.03711368,1.15224874,0.66768802,0.72102490
-4.31915958,1.85071017,0.06287603,0.00000000,0.03861092,1.16373355,0.65913305,0.72524254
-4.31315658,1.87201153,0.06459313,0.00000000,0.03998414,1.17346331,0.65039743,0.72829266
-4.30715358,1.89041577,0.06636711,0.00000000,0.04120911,1.18109488,0.64142090,0.73000096
