energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,7.08347293,1.71528380,0.52128865,0.02555890,0.72475144,3.45087721,2.74187875,0.05666474,3.61545839
-5.99399700,7.08508732,1.70785511,0.52278307,0.02585811,0.73739885,3.43643669,2.75348184,0.05797866,3.59629334
-5.98799400,7.07527358,1.69754154,0.52384971,0.02604352,0.74946865,3.41578762,2.76089707,0.05920945,3.57024066
-5.98199100,7.05352746,1.68445572,0.52441905,0.02611296,0.76078113,3.38888791,2.76374641,0.06034421,3.53732025
-5.97598799,7.01951586,1.66873260,0.52442509,0.02606724,0.77117417,3.35579332,2.76172716,0.06137164,3.49763246
-5.96998499,6.97308025,1.65052445,0.52380542,0.02591003,0.78050724,3.31665729,2.75461795,0.06228224,3.45135235
-5.96398199,6.91423793,1.62999620,0.52250146,0.02564777,0.78866514,3.27172966,2.74228289,0.06306841,3.39872361
-5.95797899,6.84318146,1.60732154,0.52045895,0.02528938,0.79556123,3.22135443,2.72467412,0.06372458,3.34005249
-5.95197599,6.76027690,1.58267990,0.51762883,0.02484597,0.80114023,3.16596672,2.70183269,0.06424712,3.27570224
-5.94597299,6.66606119,1.55625441,0.51396839,0.02433048,0.80538045,3.10608897,2.67388807,0.06463434,3.20608826
-5.93996998,6.56123890,1.52823087,0.50944283,0.02375725,0.80829550,3.04232637,2.64105634,0.06488631,3.13167422
-5.93396698,6.44667836,1.49879774,0.50402710,0.02314157,0.80993533,2.97536156,2.60363709,0.06500475,3.05296913
-5.92796398,6.32340724,1.46814696,0.49770794,0.02249927,0.81038663,2.90594850,2.56200944,0.06499279,2.97052528
-5.92196098,6.19260719,1.43647555,0.49048604,0.02184626,0.80977246,2.83490553,2.51662684,0.06485476,2.88493694
-5.91595798,6.05560727,1.40398764,0.48237819,0.02119812,0.80825118,2.76310749,2.46801110,0.06459601,2.79683946
-5.90995498,5.91387560,1.37089678,0.47341916,0.02056972,0.80601459,2.69147684,2.41674541,0.06422269,2.70690838
-5.90395198,5.76900885,1.33742824,0.46366337,0.01997487,0.80328512,2.62097365,2.36346660,0.06374154,2.61585828
-5.89794897,5.62271884,1.30382099,0.45318594,0.01942606,0.80031233,2.55258448,2.30885636,0.06315980,2.52444076
-5.89194597,5.47681606,1.27032918,0.44208319,0.01893420,0.79736846,2.48731008,2.25363183,0.06248504,2.43344136
-5.88594297,5.33318938,1.23722283,0.43047245,0.01850847,0.79474324,2.42615183,2.19853515,0.06172510,2.34367482
-5.87993997,5.19378202,1.20478750,0.41849100,0.01815620,0.79273787,2.37009706,2.14432242,0.06088806,2.25597867
-5.87393697,5.06056365,1.17332291,0.40629425,0.01788281,0.79165839,2.32010331,2.09175186,0.05998221,2.17120471
-5.86793397,4.93549861,1.14314027,0.39405311,0.01769178,0.79180849,2.27708161,2.04157145,0.05901605,2.09020847
