energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,1.12645304,0.00840824,0.00000000,0.00119247,0.05350931,0.87966111,0.47501256,0.01685743,0.47894848
-5.99399700,1.04552070,0.00773524,0.00000000,0.00116809,0.04901845,0.80183584,0.44536168,0.01529783,0.44350267
-5.98799400,0.96642352,0.00708467,0.00000000,0.00114376,0.04468650,0.72679539,0.41585954,0.01382141,0.40903856
-5.98199100,0.88985489,0.00646311,0.00000000,0.00112094,0.04054470,0.65517365,0.38676307,0.01244007,0.37587229
-5.97598799,0.81646915,0.00587647,0.00000000,0.00110132,0.03662063,0.58750543,0.35833165,0.01116388,0.34429785
-5.96998499,0.74687243,0.00532988,0.00000000,0.00108680,0.03293797,0.52422193,0.33082200,0.01000099,0.31458351
-5.96398199,0.68161541,0.00482770,0.00000000,0.00107943,0.02951646,0.46565031,0.30448342,0.00895773,0.28696917
-5.95797899,0.62118834,0.00437352,0.00000000,0.00108141,0.02637203,0.41201675,0.27955342,0.00803869,0.26166474
-5.95197599,0.56601791,0.00397016,0.00000000,0.00109506,0.02351708,0.36345260,0.25625399,0.00724684,0.23884932
-5.94597299,0.51646612,0.00361975,0.00000000,0.00112272,0.02096088,0.32000287,0.23478854,0.00658371,0.21867120
-5.93996998,0.47283065,0.00332372,0.00000000,0.00116677,0.01871014,0.28163657,0.21533961,0.00604956,0.20124837
-5.93396698,0.43534670,0.00308291,0.00000000,0.00122953,0.01676958,0.24825801,0.19806734,0.00564354,0.18666950
-5.92796398,0.40418983,0.00289759,0.00000000,0.00131319,0.01514262,0.21971864,0.18310878,0.00536384,0.17499520
-5.92196098,0.37947974,0.00276754,0.00000000,0.00141981,0.01383206,0.19582889,0.17057786,0.00520784,0.16625946
-5.91595798,0.36128451,0.00269206,0.00000000,0.00155121,0.01284082,0.17636949,0.16056617,0.00517217,0.16047117
-5.90995498,0.34962540,0.00267004,0.00000000,0.00170889,0.01217265,0.16110206,0.15314424,0.00525283,0.15761559
-5.90395198,0.34448172,0.00270001,0.00000000,0.00189403,0.01183275,0.14977865,0.14836350,0.00544517,0.15765583
-5.89794897,0.34579598,0.00278009,0.00000000,0.00210735,0.01182840,0.14215018,0.14625857,0.00574394,0.16053429
-5.89194597,0.35347902,0.00290809,0.00000000,0.00234915,0.01216955,0.13797367,0.14685002,0.00614322,0.16617405
-5.88594297,0.36741525,0.00308148,0.00000000,0.00261915,0.01286925,0.13701837,0.15014736,0.00663644,0.17448039
-5.87993997,0.38746795,0.00329740,0.00000000,0.00291657,0.01394403,0.13907076,0.15615222,0.00721629,0.18534234
-5.87393697,0.41348466,0.00355270,0.00000000,0.00324000,0.01541419,0.14393860,0.16486168,0.00787469,0.19863454
-5.86793397,0.44530271,0.00384392,0.00000000,0.00358749,0.01730393,0.15145411,0.17627161,0.00860277,0.21421927
-5.86193097,0.48275482,0.00416734,0.00000000,0.00395647,0.01964140,0.16147632,0.19037987,0.00939083,0.23194888
-5.85592796,0.52567472,0.00451901,0.00000000,0.00434384,0.02245851,0.17389274,0.20718948,0.01022838,0.25166861
-5.84992496,0.57390278,0.00489476,0.00000000,0.00474600,0.02579069,0.18862037,0.22671133,0.01110420,0.27321967
-5.84392196,0.62729136,0.00529028,0.00000000,0.00515891,0.02967637,0.20560599,0.24896660,0.01200638,0.29644274
-5.83791896,0.68570970,0.00570119,0.00000000,0.00557815,0.03415633,0.22482579,0.27398860,0.01292251,0.32118162
-5.83191596,0.74904807,0.00612307,0.00000000,0.00599906,0.03927281,0.24628418,0.30182383,0.01383979,0.34728702
-5.82591296,0.81722075,0.00655156,0.00000000,0.00641683,0.04506844,0.27001182,0.33253227,0.01474526,0.37462025
-5.81990995,0.89016765,0.00698243,0.00000000,0.00682659,0.05158490,0.29606264,0.36618660,0.01562603,0.40305660
-5.81390695,0.96785399,0.00741170,0.00000000,0.00722357,0.05886145,0.32450993,0.40287028,0.01646952,0.43248826
-5.80790395,1.05026791,0.00783563,0.00000000,0.00760315,0.06693321,0.35544129,0.44267437,0.01726372,0.46282650
-5.80190095,1.13741562,0.00825089,0.00000000,0.00796105,0.07582931,0.38895257,0.48569304,0.01799743,0.49400288
-5.79589795,1.22931405,0.00865456,0.00000000,0.00829334,0.08557090,0.42514081,0.53201768,0.01866055,0.52596949
-5.78989495,1.32598095,0.00904418,0.00000000,0.00859657,0.09616911,0.46409628,0.58172988,0.01924427,0.55869784
-5.78389195,1.42742258,0.00941780,0.00000000,0.00886779,0.10762302,0.50589379,0.63489315,0.01974128,0.59217658
-5.77788894,1.53361948,0.00977399,0.00000000,0.00910463,0.11991765,0.55058366,0.69154383,0.02014592,0.62640796
-5.77188594,1.64451064,0.01011183,0.00000000,0.00930529,0.13302218,0.59818255,0.75168150,0.02045430,0.66140321
-5.76588294,1.75997701,0.01043090,0.00000000,0.00946852,0.14688841,0.64866461,0.81525914,0.02066435,0.69717691
-5.75987994,1.87982508,0.01073123,0.00000000,0.00959364,0.16144956,0.70195341,0.88217376,0.02077583,0.73374081
-5.75387694,2.00377156,0.01101326,0.00000000,0.00968046,0.17661951,0.75791503,0.95225791,0.02079034,0.77109727
-5.74787394,2.13143026,0.01127778,0.00000000,0.00972926,0.19229263,0.81635279,1.02527264,0.02071116,0.80923280
-5.74187094,2.26230213,0.01152588,0.00000000,0.00974073,0.20834413,0.87700410,1.10090257,0.02054319,0.84811212
-5.73586793,2.39576952,0.01175885,0.00000000,0.00971590,0.22463115,0.93953955,1.17875354,0.02029279,0.88767306
-5.72986493,2.53109562,0.01197813,0.00000000,0.00965611,0.24099447,1.00356478,1.25835337,0.01996755,0.92782288
-5.72386193,2.66742941,0.01218528,0.00000000,0.00956291,0.25726100,1.06862498,1.33915597,0.01957615,0.96843607
-5.71785893,2.80381693,0.01238185,0.00000000,0.00943809,0.27324684,1.13421224,1.42054918,0.01912810,1.00935423
-5.71185593,2.93921867,0.01256940,0.00000000,0.00928358,0.28876099,1.19977543,1.50186621,0.01863356,1.05038778
-5.70585293,3.07253278,0.01274945,0.00000000,0.00910146,0.30360957,1.26473247,1.58240061,0.01810313,1.09131996
-5.69984992,3.20262380,0.01292344,0.00000000,0.00889397,0.31760043,1.32848449,1.66142438,0.01754762,1.13191264
-5.69384692,3.32835548,0.01309272,0.00000000,0.00866346,0.33054797,1.39043134,1.73820861,0.01697790,1.17191401
