energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up
-5.73586793,3.69194822,0.48299841,2.06429721,0.00487833,0.51754611,1.71453818,0.73694631,0.03478571,0.26432959
-5.72986493,3.61951654,0.47843686,2.01983456,0.00495531,0.50663506,1.69407711,0.72229178,0.03375030,0.26194596
-5.72386193,3.54283662,0.47285417,1.97333508,0.00501200,0.49528061,1.67100757,0.70669100,0.03267361,0.25893353
-5.71785893,3.46211208,0.46627889,1.92509701,0.00504789,0.48343190,1.64497456,0.69010472,0.03156025,0.25530523
-5.71185593,3.37766170,0.45876660,1.87545688,0.00506307,0.47106040,1.61572453,0.67252690,0.03041573,0.25108937
-5.70585293,3.28993377,0.45040076,1.82479335,0.00505823,0.45816426,1.58312391,0.65398910,0.02924656,0.24632995
-5.69984992,3.19951205,0.44129203,1.77352779,0.00503469,0.44477087,1.54717093,0.63456273,0.02806022,0.24108635
-5.69384692,3.10711280,0.43157610,1.72212132,0.00499430,0.43093772,1.50800045,0.61435902,0.02686514,0.23543206
-5.68784392,3.01357255,0.42140998,1.67106808,0.00493948,0.41675132,1.46588119,0.59352662,0.02567057,0.22945280
-5.68184092,2.91982730,0.41096712,1.62088506,0.00487304,0.40232429,1.42120586,0.57224706,0.02448640,0.22324391
-5.67583792,2.82688409,0.40043135,1.57209901,0.00479818,0.38779091,1.37447471,0.55072820,0.02332291,0.21690725
-5.66983492,2.73578668,0.38999027,1.52523096,0.00471827,0.37330117,1.32627348,0.52919615,0.02219052,0.21054781
-5.66383192,2.64757723,0.37982816,1.48077957,0.00463683,0.35901392,1.27724717,0.50788607,0.02109943,0.20427005
-5.65782891,2.56325640,0.37011915,1.43920405,0.00455728,0.34508938,1.22807105,0.48703238,0.02005935,0.19817440
-5.65182591,2.48374424,0.36102069,1.40090798,0.00448290,0.33168144,1.17942065,0.46685894,0.01907914,0.19235394
-5.64582291,2.40984430,0.35266806,1.36622505,0.00441663,0.31893027,1.13194237,0.44756982,0.01816650,0.18689155
-5.63981991,2.34221316,0.34516989,1.33540774,0.00436098,0.30695566,1.08622625,0.42934106,0.01732774,0.18185759
-5.63381691,2.28133736,0.33860526,1.30861978,0.00431791,0.29585133,1.04278246,0.41231394,0.01656753,0.17730837
-5.62781391,2.22751898,0.33302228,1.28593304,0.00428876,0.28568070,1.00202242,0.39659008,0.01588873,0.17328535
-5.62181091,2.18087097,0.32843838,1.26732913,0.00427417,0.27647418,0.96424571,0.38222863,0.01529235,0.16981510
-5.61580790,2.14132232,0.32484216,1.25270581,0.00427406,0.26822821,0.92963300,0.36924569,0.01477749,0.16691014
-5.60980490,2.10863280,0.32219676,1.24188781,0.00428767,0.26090604,0.89824519,0.35761575,0.01434147,0.16457040
-5.60380190,2.08241635,0.32044443,1.23464165,0.00431350,0.25444008,0.87002868,0.34727535,0.01397989,0.16278530
-5.59779890,2.06217150,0.31951202,1.23069328,0.00434948,0.24873586,0.84482597,0.33812832,0.01368694,0.16153620
-5.59179590,2.04731695,0.31931705,1.22974778,0.00439297,0.24367716,0.82239089,0.33005261,0.01345559,0.16079919
-5.58579290,2.03723010,0.31977393,1.23150955,0.00444093,0.23913208,0.80240743,0.32290799,0.01327795,0.16054779
-5.57978989,2.03128590,0.32079996,1.23570184,0.00449000,0.23495977,0.78451083,0.31654442,0.01314564,0.16075568
-5.57378689,2.02889383,0.32232073,1.24208424,0.00453667,0.23101734,0.76830979,0.31081042,0.01305010,0.16139894
-5.56778389,2.02953049,0.32427450,1.25046690,0.00457742,0.22716663,0.75340842,0.30556114,0.01298302,0.16245791
-5.56178089,2.03276595,0.32661540,1.26072043,0.00460886,0.22328057,0.73942694,0.30066562,0.01293664,0.16391841
-5.55577789,2.03828215,0.32931517,1.27278081,0.00462787,0.21924872,0.72601984,0.29601295,0.01290414,0.16577232
-5.54977489,2.04588246,0.33236344,1.28664878,0.00463170,0.21498181,0.71289097,0.29151701,0.01287988,0.16801740
-5.54377189,2.05549190,0.33576640,1.30238366,0.00461811,0.21041507,0.69980479,0.28711975,0.01285964,0.17065648
-5.53776888,2.06714818,0.33954413,1.32009201,0.00458543,0.20551034,0.68659350,0.28279274,0.01284083,0.17369603
-5.53176588,2.08098445,0.34372669,1.33991170,0.00453261,0.20025679,0.67316007,0.27853721,0.01282261,0.17714427
-5.52576288,2.09720513,0.34834930,1.36199247,0.00445928,0.19467038,0.65947729,0.27438255,0.01280591,0.18100887
-5.51975988,2.11605660,0.35344696,1.38647427,0.00436571,0.18879220,0.64558332,0.27038363,0.01279350,0.18529464
-5.51375688,2.13779502,0.35904887,1.41346492,0.00425281,0.18268582,0.63157426,0.26661699,0.01278990,0.19000113
-5.50775388,2.16265374,0.36517307,1.44301862,0.00412209,0.17643381,0.61759456,0.26317641,0.01280130,0.19512059
-5.50175088,2.19081248,0.37182174,1.47511689,0.00397556,0.17013374,0.60382605,0.26016804,0.01283541,0.20063626
-5.49574787,2.22237084,0.37897747,1.50965352,0.00381568,0.16389391,0.59047635,0.25770542,0.01290132,0.20652140
-5.48974487,2.25732794,0.38660082,1.54642466,0.00364525,0.15782898,0.57776750,0.25590475,0.01300926,0.21273884
-5.48374187,2.29556986,0.39462939,1.58512502,0.00346730,0.15205574,0.56592556,0.25488055,0.01317040,0.21924143
-5.47773887,2.33686573,0.40297852,1.62535085,0.00328499,0.14668921,0.55517160,0.25474197,0.01339661,0.22597328
-5.47173587,2.38087306,0.41154367,1.66660959,0.00310151,0.14183932,0.54571458,0.25558980,0.01370017,0.23287168
-5.46573287,2.42715177,0.42020432,1.70833611,0.00292000,0.13760798,0.53774639,0.25751431,0.01409350,0.23986970
-5.45972986,2.47518632,0.42882923,1.74991459,0.00274341,0.13408699,0.53143904,0.26059383,0.01458885,0.24689935
-5.45372686,2.52441417,0.43728278,1.79070495,0.00257448,0.13135642,0.52694391,0.26489396,0.01519802,0.25389494
-5.44772386,2.57425872,0.44543203,1.83007226,0.00241568,0.12948370,0.52439277,0.27046737,0.01593195,0.26079665
-5.44172086,2.62416455,0.45315406,1.86741747,0.00226912,0.12852321,0.52390037,0.27735393,0.01680045,0.26755386
-5.43571786,2.67363222,0.46034307,1.90220744,0.00213654,0.12851630,0.52556785,0.28558107,0.01781176,0.27412822
-5.42971486,2.72225040,0.46691700,1.93400257,0.00201929,0.12949170,0.52948680,0.29516409,0.01897223,0.28049601
-5.42371186,2.76972280,0.47282302,1.96248008,0.00191835,0.13146615,0.53574327,0.30610635,0.02028591,0.28664984
-5.41770885,2.81588815,0.47804165,1.98745152,0.00183429,0.13444521,0.54442133,0.31839919,0.02175419,0.29259941
-5.41170585,2.86073151,0.48258931,2.00887335,0.00176730,0.13842407,0.55560584,0.33202154,0.02337551,0.29837127
-5.40570285,2.90438607,0.48651886,2.02684967,0.00171726,0.14338845,0.56938415,0.34693913,0.02514501,0.30400765
-5.39969985,2.94712530,0.48991841,2.04162703,0.00168370,0.14931538,0.58584640,0.36310345,0.02705436,0.30956430
-5.39369685,2.98934550,0.49290805,2.05358128,0.00166588,0.15617395,0.60508455,0.38045055,0.02909162,0.31510750
-5.38769385,3.03154019,0.49563503,2.06319735,0.00166282,0.16392602,0.62719006,0.39889974,0.03124120,0.32071049
-5.38169085,3.07426757,0.49826731,2.07104298,0.00167336,0.17252686,0.65225026,0.41835253,0.03348394,0.32644934
-5.37568784,3.11811328,0.50098611,2.07773786,0.00169618,0.18192576,0.68034386,0.43869187,0.03579741,0.33239869
-5.36968484,3.16365068,0.50397752,2.08392013,0.00172989,0.19206671,0.71153561,0.45978205,0.03815622,0.33862754
-5.36368184,3.21140125,0.50742404,2.09021184,0.00177304,0.20288909,0.74587051,0.48146929,0.04053258,0.34519529
-5.35767884,3.26179743,0.51149601,2.09718566,0.00182421,0.21432843,0.78336790,0.50358319,0.04289693,0.35214838
-5.35167584,3.31515022,0.51634380,2.10533445,0.00188205,0.22631727,0.82401558,0.52593925,0.04521876,0.35951752
-5.34567284,3.37162350,0.52209085,2.11504547,0.00194533,0.23878607,0.86776440,0.54834224,0.04746747,0.36731596
-5.33966983,3.43121637,0.52882804,2.12658056,0.00201300,0.25166423,0.91452333,0.57059059,0.04961331,0.37553848
-5.33366683,3.49375467,0.53660959,2.14006326,0.00208423,0.26488103,0.96415537,0.59248141,0.05162836,0.38416152
-5.32766383,3.55889173,0.54545068,2.15547342,0.00215845,0.27836664,1.01647430,0.61381612,0.05348746,0.39314409
-5.32166083,3.62611831,0.55532678,2.17264940,0.00223539,0.29205294,1.07124246,0.63440630,0.05516915,0.40242951
-5.31565783,3.69478070,0.56617476,2.19129757,0.00231510,0.30587430,1.12816948,0.65407945,0.05665641,0.41194787
-5.30965483,3.76410591,0.57789557,2.21100830,0.00239793,0.31976799,1.18691228,0.67268436,0.05793735,0.42161887
-5.30365183,3.83323195,0.59035829,2.23127730,0.00248458,0.33367450,1.24707602,0.69009567,0.05900560,0.43135494
-5.29764882,3.90124161,0.60340538,2.25153115,0.00257604,0.34753744,1.30821640,0.70621743,0.05986058,0.44106444
-5.29164582,3.96719734,0.61685863,2.27115520,0.00267354,0.36130320,1.36984306,0.72098526,0.06050751,0.45065468
-5.28564282,4.03017547,0.63052572,2.28952243,0.00277853,0.37492027,1.43142431,0.73436703,0.06095712,0.46003457
-5.27963982,4.08929769,0.64420679,2.30602160,0.00289258,0.38833839,1.49239312,0.74636195,0.06122522,0.46911687
-5.27363682,4.14375825,0.65770093,2.32008313,0.00301731,0.40150734,1.55215441,0.75699801,0.06133195,0.47781982
-5.26763382,4.19284564,0.67081210,2.33120155,0.00315427,0.41437581,1.61009369,0.76632794,0.06130090,0.48606816
-5.26163082,4.23595786,0.68335444,2.33895340,0.00330486,0.42689003,1.66558691,0.77442391,0.06115807,0.49379356
-5.25562781,4.27261093,0.69515657,2.34300985,0.00347021,0.43899268,1.71801147,0.78137116,0.06093066,0.50093450
-5.24962481,4.30244075,0.70606499,2.34314379,0.00365107,0.45062181,1.76675821,0.78726113,0.06064596,0.50743570
-5.24362181,4.32519880,0.71594632,2.33923125,0.00384771,0.46171021,1.81124425,0.79218425,0.06033006,0.51324721
-5.23761881,4.34074262,0.72468866,2.33124746,0.00405982,0.47218504,1.85092618,0.79622307,0.06000679,0.51832337
-5.23161581,4.34902235,0.73220187,2.31925834,0.00428649,0.48196806,1.88531347,0.79944609,0.05969671,0.52262176
-5.22561281,4.35006462,0.73841716,2.30340801,0.00452612,0.49097631,1.91398159,0.80190265,0.05941625,0.52610231
-5.21960980,4.34395548,0.74328603,2.28390370,0.00477640,0.49912340,1.93658437,0.80361939,0.05917720,0.52872670
-5.21360680,4.33082392,0.74677882,2.26099889,0.00503439,0.50632137,1.95286526,0.80459836,0.05898625,0.53045820
-5.20760380,4.31082725,0.74888308,2.23497621,0.00529650,0.51248308,1.96266695,0.80481715,0.05884501,0.53126206
-5.20160080,4.28413981,0.74960192,2.20613106,0.00555863,0.51752507,1.96593911,0.80423101,0.05875012,0.53110636
-5.19559780,4.25094574,0.74895269,2.17475700,0.00581625,0.52137084,1.96274365,0.80277690,0.05869373,0.52996350
-5.18959480,4.21143659,0.74696587,2.14113396,0.00606457,0.52395434,1.95325754,0.80037927,0.05866418,0.52781215
-5.18359180,4.16581369,0.74368456,2.10551969,0.00629869,0.52522360,1.93777273,0.79695737,0.05864689,0.52463960
-5.17758879,4.11429539,0.73916437,2.06814498,0.00651381,0.52514421,1.91669328,0.79243356,0.05862535,0.52044443
-5.17158579,4.05712822,0.73347388,2.02921265,0.00670541,0.52370267,1.89052960,0.78674223,0.05858229,0.51523922
-5.16558279,3.99460116,0.72669544,1.98890020,0.00686945,0.52090918,1.85988993,0.77983875,0.05850081,0.50905333
-5.15957979,3.92706178,0.71892629,1.94736560,0.00700256,0.51679984,1.82546922,0.77170795,0.05836552,0.50193523
-5.15357679,3.85493251,0.71027974,1.90475560,0.00710219,0.51143810,1.78803566,0.76237151,0.05816356,0.49395457
-5.14757379,3.77872579,0.70088623,1.86121565,0.00716680,0.50491519,1.74841520,0.75189383,0.05788552,0.48520340
-5.14157079,3.69905614,0.69089399,1.81690054,0.00719590,0.49734962,1.70747433,0.74038585,0.05752612,0.47579676
-5.13556778,3.61664801,0.68046912,1.77198474,0.00719021,0.48888543,1.66610156,0.72800665,0.05708470,0.46587219
-5.12956478,3.53233779,0.66979482,1.72667143,0.00715159,0.47968947,1.62518800,0.71496241,0.05656542,0.45558826
-5.12356178,3.44706937,0.65906958,1.68119938,0.00708312,0.46994749,1.58560733,0.70150289,0.05597725,0.44512203
-5.11755878,3.36188243,0.64850430,1.63584691,0.00698894,0.45985935,1.54819582,0.68791530,0.05533363,0.43466539
-5.11155578,3.27789347,0.63831809,1.59093253,0.00687423,0.44963330,1.51373254,0.67451587,0.05465193,0.42442044
-5.10555278,3.19626990,0.62873295,1.54681179,0.00674497,0.43947973,1.48292048,0.66163945,0.05395274,0.41459395
-5.09954977,3.11819799,0.61996742,1.50387049,0.00660785,0.42960449,1.45636882,0.64962761,0.05325885,0.40539112
-5.09354677,3.04484592,0.61222922,1.46251434,0.00646997,0.42020216,1.43457694,0.63881572,0.05259427,0.39700886
-5.08754377,2.97732355,0.60570743,1.42315567,0.00633866,0.41144944,1.41792058,0.62951968,0.05198308,0.38962878
-5.08154077,2.91664075,0.60056428,1.38619780,0.00622123,0.40349913,1.40664060,0.62202292,0.05144825,0.38341030
-5.07553777,2.86366637,0.59692721,1.35201789,0.00612469,0.39647484,1.40083489,0.61656422,0.05101056,0.37848407
-5.06953477,2.81909002,0.59488139,1.32094941,0.00605555,0.39046679,1.40045369,0.61332710,0.05068761,0.37494604
-5.06353177,2.78338862,0.59446338,1.29326501,0.00601955,0.38552885,1.40529881,0.61243102,0.05049286,0.37285251
-5.05752876,2.75679975,0.59565616,1.26916098,0.00602148,0.38167709,1.41502692,0.61392512,0.05043498,0.37221637
-5.05152576,2.73930326,0.59838598,1.24874426,0.00606504,0.37888981,1.42915721,0.61778460,0.05051735,0.37300480
-5.04552276,2.73061245,0.60252146,1.23202270,0.00615264,0.37710916,1.44708325,0.62390988,0.05073770,0.37513853
-5.03951976,2.73017565,0.60787486,1.21889930,0.00628536,0.37624436,1.46808919,0.63212880,0.05108812,0.37849290
-5.03351676,2.73718835,0.61420603,1.20917089,0.00646286,0.37617621,1.49136970,0.64220154,0.05155522,0.38290061
-5.02751376,2.75061578,0.62122856,1.20253140,0.00668344,0.37676293,1.51605349,0.65382809,0.05212045,0.38815616
-5.02151076,2.76922506,0.62861841,1.19857975,0.00694405,0.37784690,1.54122943,0.66665806,0.05276074,0.39402197
-5.01550775,2.79162581,0.63602440,1.19683200,0.00724039,0.37926206,1.56597473,0.68030223,0.05344925,0.40023578
-5.00950475,2.81631753,0.64308046,1.19673736,0.00756708,0.38084167,1.58938403,0.69434552,0.05415619,0.40651924
-5.00350175,2.84174170,0.64941884,1.19769718,0.00791784,0.38242595,1.61059844,0.70836061,0.05484987,0.41258729
-4.99749875,2.86633648,0.65468401,1.19908633,0.00828569,0.38386937,1.62883334,0.72192195,0.05549774,0.41815797
-4.99149575,2.88859160,0.65854650,1.20027570,0.00866326,0.38504717,1.64340389,0.73461933,0.05606742,0.42296230
-4.98549275,2.90710107,0.66071602,1.20065501,0.00904300,0.38586077,1.65374714,0.74607067,0.05652782,0.42675374
-4.97948974,2.92061150,0.66095340,1.19965477,0.00941751,0.38624190,1.65943976,0.75593344,0.05685011,0.42931698
-4.97348674,2.92806392,0.65908070,1.19676648,0.00977981,0.38615514,1.66021072,0.76391443,0.05700865,0.43047556
-4.96748374,2.92862750,0.65498913,1.19156013,0.01012361,0.38559889,1.65594822,0.76977745,0.05698181,0.43009814
-4.96148074,2.92172365,0.64864433,1.18369829,0.01044357,0.38460452,1.64670061,0.77334875,0.05675264,0.42810305
-4.95547774,2.90703987,0.64008893,1.17294622,0.01073550,0.38323394,1.63267126,0.77452014,0.05630936,0.42446102
-4.94947474,2.88453281,0.62944220,1.15917763,0.01099657,0.38157562,1.61420762,0.77324961,0.05564573,0.41919603
-4.94347174,2.85442073,0.61689683,1.14237597,0.01122538,0.37973927,1.59178488,0.76955975,0.05476117,0.41238415
-4.93746873,2.81716603,0.60271320,1.12263136,0.01142205,0.37784940,1.56598521,0.76353387,0.05366075,0.40415061
-4.93146573,2.77344882,0.58721123,1.10013337,0.01158820,0.37603823,1.53747322,0.75531035,0.05235496,0.39466514
-4.92546273,2.72413312,0.57076027,1.07516020,0.01172691,0.37443814,1.50696911,0.74507530,0.05085936,0.38413586
-4.91945973,2.67022723,0.55376755,1.04806481,0.01184253,0.37317416,1.47522040,0.73305405,0.04919404,0.37280196
-4.91345673,2.61284050,0.53666557,1.01925889,0.01194051,0.37235682,1.44297377,0.71950180,0.04738293,0.36092547
-4.90745373,2.55313818,0.51989906,0.98919529,0.01202713,0.37207571,1.41094802,0.70469380,0.04545312,0.34878263
-4.90145073,2.49229670,0.50391178,0.95834991,0.01210921,0.37239421,1.37980938,0.68891561,0.04343394,0.33665482
-4.89544772,2.43146101,0.48913384,0.92720378,0.01219374,0.37334538,1.35015004,0.67245364,0.04135612,0.32481985
-4.88944472,2.37170578,0.47596975,0.89622606,0.01228756,0.37492947,1.32247076,0.65558645,0.03925090,0.31354345
-4.88344172,2.31400179,0.46478749,0.86585880,0.01239699,0.37711303,1.29716797,0.63857702,0.03714915,0.30307161
-4.87743872,2.25918858,0.45590896,0.83650363,0.01252746,0.37982964,1.27452566,0.62166625,0.03508053,0.29362365
-4.87143572,2.20795393,0.44960182,0.80851113,0.01268321,0.38298217,1.25471211,0.60506778,0.03307277,0.28538643
-4.86543272,2.16082051,0.44607286,0.78217283,0.01286705,0.38644652,1.23778113,0.58896426,0.03115096,0.27850969
-4.85942971,2.11813955,0.44546293,0.75771606,0.01308007,0.39007652,1.22367751,0.57350509,0.02933702,0.27310258
-4.85342671,2.08009107,0.44784337,0.73530143,0.01332157,0.39370971,1.21224592,0.55880539,0.02764925,0.26923147
-4.84742371,2.04669005,0.45321398,0.71502293,0.01358897,0.39717371,1.20324265,0.54494634,0.02610205,0.26691895
-4.84142071,2.01779751,0.46150234,0.69691010,0.01387783,0.40029286,1.19634926,0.53197650,0.02470570,0.26614399
-4.83541771,1.99313560,0.47256462,0.68093221,0.01418197,0.40289473,1.19118757,0.51991400,0.02346634,0.26684323
-4.82941471,1.97230555,0.48618770,0.66700378,0.01449364,0.40481618,1.18733492,0.50874940,0.02238600,0.26891325
-4.82341171,1.95480750,0.50209265,0.65499116,0.01480378,0.40590881,1.18433934,0.49844901,0.02146277,0.27221382
-4.81740870,1.94006122,0.51993952,0.64471990,0.01510238,0.40604339,1.18173386,0.48895843,0.02069112,0.27657183
-4.81140570,1.92742705,0.53933353,0.63598233,0.01537882,0.40511335,1.17904962,0.48020625,0.02006218,0.28178615
-4.80540270,1.91622629,0.55983262,0.62854529,0.01562226,0.40303698,1.17582758,0.47210770,0.01956417,0.28763287
-4.79939970,1.90576078,0.58095621,0.62215775,0.01582211,0.39975865,1.17162868,0.46456821,0.01918291,0.29387120
-4.79339670,1.89533118,0.60219543,0.61655807,0.01596840,0.39524884,1.16604234,0.45748681,0.01890228,0.30024966
-4.78739370,1.88425418,0.62302433,0.61148101,0.01605218,0.38950325,1.15869369,0.45075941,0.01870478,0.30651256
-4.78139070,1.87187822,0.64291225,0.60666425,0.01606588,0.38254111,1.14924936,0.44428193,0.01857203,0.31240657
-4.77538769,1.85759816,0.66133683,0.60185457,0.01600358,0.37440287,1.13742237,0.43795329,0.01848536,0.31768727
-4.76938469,1.84086877,0.67779753,0.59681364,0.01586123,0.36514754,1.12297602,0.43167842,0.01842632,0.32212549
-4.76338169,1.82121712,0.69182920,0.59132338,0.01563683,0.35484981,1.10572714,0.42537115,0.01837713,0.32551334
-4.75737869,1.79825392,0.70301524,0.58519104,0.01533044,0.34359706,1.08554877,0.41895712,0.01832118,0.32766958
-4.75137569,1.77168376,0.71099992,0.57825376,0.01494419,0.33148664,1.06237223,0.41237665,0.01824347,0.32844443
-4.74537269,1.74131389,0.71549932,0.57038270,0.01448218,0.31862330,1.03618859,0.40558751,0.01813087,0.32772345
-4.73936968,1.70706150,0.71631045,0.56148665,0.01395031,0.30511688,1.00704946,0.39856756,0.01797249,0.32543039
-4.73336668,1.66895902,0.71331808,0.55151485,0.01335603,0.29108044,0.97506690,0.39131711,0.01775988,0.32152897
-4.72736368,1.62715708,0.70649894,0.54045908,0.01270807,0.27662860,0.94041232,0.38386086,0.01748713,0.31602344
-4.72136068,1.58192474,0.69592301,0.52835467,0.01201612,0.26187621,0.90331416,0.37624935,0.01715096,0.30895791
-4.71535768,1.53364666,0.68175182,0.51528052,0.01129053,0.24693725,0.86405417,0.36855961,0.01675071,0.30041449
-4.70935468,1.48281690,0.66423362,0.50135772,0.01054191,0.23192386,0.82296234,0.36089502,0.01628820,0.29051021
-4.70335168,1.43002919,0.64369572,0.48674697,0.00978088,0.21694546,0.78041027,0.35338411,0.01576757,0.27939297
-4.69734867,1.37596363,0.62053416,0.47164460,0.00901770,0.20210788,0.73680320,0.34617834,0.01519505,0.26723656
-4.69134567,1.32136998,0.59520107,0.45627717,0.00826204,0.18751249,0.69257075,0.33944860,0.01457861,0.25423493
-4.68534267,1.26704782,0.56819033,0.44089493,0.00752278,0.17325529,0.64815674,0.33338066,0.01392768,0.24059608
-4.67933967,1.21382410,0.54002201,0.42576406,0.00680776,0.15942589,0.60400831,0.32816939,0.01325269,0.22653560
-4.67333667,1.16252867,0.51122615,0.41115807,0.00612371,0.14610649,0.56056475,0.32401202,0.01256473,0.21227026
-4.66733367,1.11396860,0.48232666,0.39734848,0.00547617,0.13337088,0.51824645,0.32110064,0.01187508,0.19801183
-4.66133067,1.06890213,0.45382580,0.38459521,0.00486945,0.12128340,0.47744450,0.31961398,0.01119486,0.18396128
-4.65532766,1.02801324,0.42618990,0.37313702,0.00430663,0.10989810,0.43851114,0.31970903,0.01053465,0.17030374
-4.64932466,0.99188782,0.39983677,0.36318226,0.00378965,0.09925794,0.40175162,0.32151267,0.00990411,0.15720414
-4.64332166,0.96099233,0.37512519,0.35490038,0.00331937,0.08939427,0.36741767,0.32511376,0.00931175,0.14480381
