energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,1.37421442,-1.63161036,0.36195355,-0.43998799,0.24549676,-0.13555687,0.00068305,-0.00074592,0.04131567,-0.09191778,0.31898815,-0.44223444,0.19398253,-0.22578396,0.00816217,-0.01391156,0.74894139,-0.91745445
-5.99399700,1.36302421,-1.68351931,0.35599321,-0.45776968,0.24227087,-0.13909772,0.00067494,-0.00069165,0.03886605,-0.09536160,0.31917924,-0.45623396,0.19781032,-0.23385572,0.00795498,-0.01397524,0.74626248,-0.94602453
-5.98799400,1.35637928,-1.72901923,0.35207194,-0.47402766,0.23934012,-0.14199815,0.00066990,-0.00064506,0.03671015,-0.09847829,0.32046348,-0.46825964,0.20285457,-0.24137996,0.00773110,-0.01397355,0.74583803,-0.97094699
-5.98199100,1.35407847,-1.76764073,0.35012135,-0.48860479,0.23670837,-0.14423437,0.00066729,-0.00060442,0.03484955,-0.10123171,0.32273125,-0.47817191,0.20905707,-0.24827834,0.00749085,-0.01390415,0.74754496,-0.99197958
-5.97598799,1.35583306,-1.79908728,0.35002824,-0.50137529,0.23437450,-0.14579867,0.00066650,-0.00056834,0.03327981,-0.10359149,0.32585531,-0.48588349,0.21633340,-0.25449586,0.00723535,-0.01376694,0.75121691,-1.00898140
-5.96998499,1.36127172,-1.82323979,0.35163827,-0.51224686,0.23233207,-0.14669950,0.00066693,-0.00053571,0.03199098,-0.10553337,0.32969370,-0.49136155,0.22457380,-0.26000163,0.00696645,-0.01356401,0.75664654,-1.02191520
-5.96398199,1.36994786,-1.84015605,0.35476077,-0.52116202,0.23056898,-0.14696101,0.00066800,-0.00050568,0.03096833,-0.10703937,0.33409313,-0.49462841,0.23364475,-0.26478901,0.00668654,-0.01329949,0.76358913,-1.03084672
-5.95797899,1.38134950,-1.85006541,0.35917453,-0.52809861,0.22906742,-0.14662217,0.00066913,-0.00047760,0.03019318,-0.10809784,0.33889266,-0.49576047,0.24339145,-0.26887529,0.00639851,-0.01297936,0.77176748,-1.03594107
-5.95197599,1.39491176,-1.85335895,0.36463446,-0.53306961,0.22780419,-0.14573551,0.00066982,-0.00045105,0.02964376,-0.10870348,0.34392774,-0.49488553,0.25364124,-0.27230068,0.00610554,-0.01261121,0.78087835,-1.03745648
-5.94597299,1.41003202,-1.85057575,0.37087902,-0.53612222,0.22675127,-0.14436546,0.00066957,-0.00042573,0.02929617,-0.10885722,0.34903462,-0.49217866,0.26420774,-0.27512699,0.00581100,-0.01220393,0.79060017,-1.03573569
-5.93996998,1.42608724,-1.84238567,0.37763819,-0.53733634,0.22587688,-0.14258643,0.00066797,-0.00040150,0.02912542,-0.10856605,0.35405477,-0.48785676,0.27489580,-0.27743576,0.00551834,-0.01176742,0.80060218,-1.03119527
-5.93396698,1.44245328,-1.82956952,0.38464177,-0.53682241,0.22514682,-0.14048065,0.00066465,-0.00037827,0.02910637,-0.10784281,0.35883961,-0.48217199,0.28550702,-0.27932604,0.00523099,-0.01131226,0.81055444,-1.02431338
-5.92796398,1.45852531,-1.81299701,0.39162774,-0.53471876,0.22452621,-0.13813592,0.00065933,-0.00035608,0.02921473,-0.10670587,0.36325495,-0.47540432,0.29584562,-0.28091181,0.00495223,-0.01084937,0.82013868,-1.01561628
-5.92196098,1.47373876,-1.79360321,0.39835041,-0.53118844,0.22398142,-0.13564324,0.00065179,-0.00033495,0.02942799,-0.10517882,0.36718533,-0.46785339,0.30572457,-0.28231915,0.00468517,-0.01038966,0.82905938,-1.00566393
-5.91595798,1.48758967,-1.77236405,0.40458804,-0.52641561,0.22348211,-0.13309449,0.00064190,-0.00031499,0.02972625,-0.10329002,0.37053783,-0.45983008,0.31497151,-0.28368298,0.00443270,-0.00994379,0.83705449,-0.99503519
-5.90995498,1.49965360,-1.75027131,0.41014968,-0.52060145,0.22300334,-0.13058011,0.00062958,-0.00029626,0.03009287,-0.10107215,0.37324533,-0.45164777,0.32343450,-0.28514365,0.00419742,-0.00952181,0.84390559,-0.98431265
-5.90395198,1.50960196,-1.72830757,0.41488084,-0.51395965,0.22252745,-0.12818691,0.00061485,-0.00027887,0.03051511,-0.09856168,0.37526890,-0.44361371,0.33098693,-0.28684322,0.00398165,-0.00913296,0.84944647,-0.97406766
-5.89794897,1.51721483,-1.70742144,0.41866787,-0.50671159,0.22204565,-0.12599597,0.00059779,-0.00026288,0.03098440,-0.09579823,0.37659925,-0.43602065,0.33753175,-0.28892147,0.00378744,-0.00878540,0.85356998,-0.96484554
-5.89194597,1.52238945,-1.68850338,0.42144068,-0.49908106,0.22155921,-0.12408073,0.00057855,-0.00024834,0.03149658,-0.09282388,0.37725701,-0.42913886,0.34300441,-0.29151179,0.00361657,-0.00848608,0.85623253,-0.95715132
-5.88594297,1.52514360,-1.67236263,0.42317378,-0.49128878,0.22108005,-0.12250525,0.00055731,-0.00023528,0.03205176,-0.08968237,0.37729188,-0.42320883,0.34737466,-0.29473689,0.00347051,-0.00824054,0.85745575,-0.95143626
-5.87993997,1.52561345,-1.65970543,0.42388547,-0.48354669,0.22063068,-0.12132268,0.00053431,-0.00022371,0.03265411,-0.08641830,0.37678049,-0.41843468,0.35064683,-0.29870443,0.00335050,-0.00805284,0.85732532,-0.94808518
-5.87393697,1.52404580,-1.65111508,0.42363519,-0.47605227,0.22024341,-0.12057394,0.00050982,-0.00021360,0.03331126,-0.08307620,0.37582306,-0.41497855,0.35285866,-0.30350273,0.00325750,-0.00792545,0.85598663,-0.94740515
-5.86793397,1.52078466,-1.64703436,0.42251912,-0.46898289,0.21995892,-0.12028665,0.00048414,-0.00020491,0.03403364,-0.07969959,0.37453886,-0.41295608,0.35407876,-0.30919673,0.00319222,-0.00785925,0.85363755,-0.94961556
-5.86193097,1.51625286,-1.64775084,0.42066425,-0.46249052,0.21982405,-0.12047437,0.00045758,-0.00019755,0.03483355,-0.07633005,0.37306079,-0.41243313,0.35440257,-0.31582424,0.00315506,-0.00785353,0.85051833,-0.95484011
-5.85592796,1.51092920,-1.65338574,0.41822106,-0.45669704,0.21988908,-0.12113610,0.00043043,-0.00019143,0.03572410,-0.07300629,0.37152910,-0.41342380,0.35394730,-0.32339282,0.00314617,-0.00790598,0.84689928,-0.96310101
-5.84992496,1.50532247,-1.66388706,0.41535524,-0.45169026,0.22020454,-0.12225619,0.00040300,-0.00018646,0.03671804,-0.06976330,0.37008460,-0.41589003,0.35284585,-0.33187738,0.00316537,-0.00801283,0.84306665,-0.97431569
-5.84392196,1.49994337,-1.67902744,0.41223881,-0.44752101,0.22081770,-0.12380455,0.00037559,-0.00018250,0.03782664,-0.06663160,0.36886175,-0.41974267,0.35124011,-0.34121878,0.00321211,-0.00816888,0.83930747,-0.98829654
-5.83791896,1.49527609,-1.69840761,0.40904099,-0.44420150,0.22176909,-0.12573728,0.00034846,-0.00017942,0.03905841,-0.06363665,0.36798176,-0.42484426,0.34927403,-0.35132361,0.00328552,-0.00836773,0.83589410,-1.00475385
-5.83191596,1.49175076,-1.72146549,0.40591947,-0.44170501,0.22308905,-0.12799780,0.00032185,-0.00017708,0.04041809,-0.06079840,0.36754630,-0.43101338,0.34708673,-0.36206519,0.00338430,-0.00860186,0.83306942,-1.02330230
-5.82591296,1.48971875,-1.74749150,0.40301227,-0.43996722,0.22479474,-0.13051831,0.00029599,-0.00017535,0.04190568,-0.05813107,0.36763200,-0.43803058,0.34480605,-0.37328609,0.00350679,-0.00886287,0.83103339,-1.04347096
-5.81990995,1.48943195,-1.77564974,0.40043078,-0.43888907,0.22688776,-0.13322169,0.00027108,-0.00017408,0.04351568,-0.05564313,0.36828612,-0.44564586,0.34254302,-0.38480192,0.00365090,-0.00914174,0.82993197,-1.06471693
-5.81390695,1.49102765,-1.80500497,0.39825437,-0.43834121,0.22935251,-0.13602384,0.00024726,-0.00017314,0.04523666,-0.05333753,0.36952365,-0.45358732,0.34038729,-0.39640671,0.00381417,-0.00942902,0.82984887,-1.08644219
-5.80790395,1.49451983,-1.83455445,0.39652673,-0.43816986,0.23215560,-0.13883629,0.00022468,-0.00017239,0.04705103,-0.05121216,0.37132611,-0.46157092,0.33840416,-0.40787935,0.00399379,-0.00971514,0.83080101,-1.10801343
-5.80190095,1.49979789,-1.86326389,0.39525427,-0.43820393,0.23524627,-0.14156910,0.00020344,-0.00017172,0.04893525,-0.04926045,0.37364213,-0.46931092,0.33663300,-0.41899123,0.00418671,-0.00999069,0.83273773,-1.12878412
-5.79589795,1.50663283,-1.89010601,0.39440662,-0.43826300,0.23855803,-0.14413392,0.00018362,-0.00017101,0.05086024,-0.04747224,0.37638986,-0.47653062,0.33508749,-0.42951459,0.00438965,-0.01024667,0.83554433,-1.14811805
-5.78989495,1.51469119,-1.91410030,0.39391926,-0.43816597,0.24201133,-0.14644706,0.00016530,-0.00017017,0.05279227,-0.04583468,0.37946123,-0.48297306,0.33375748,-0.43923130,0.00459930,-0.01047482,0.83904958,-1.16541348
-5.78389195,1.52355592,-1.93435219,0.39369812,-0.43773980,0.24551735,-0.14843257,0.00014852,-0.00016911,0.05469404,-0.04433332,0.38272784,-0.48841107,0.33261247,-0.44794165,0.00481239,-0.01066784,0.84303712,-1.18012668
-5.77788894,1.53275347,-1.95008983,0.39362598,-0.43682796,0.24898270,-0.15002495,0.00013331,-0.00016776,0.05652608,-0.04295314,0.38604826,-0.49265643,0.33160652,-0.45547272,0.00502588,-0.01081964,0.84726010,-1.19179397
-5.77188594,1.54178578,-1.96069670,0.39357029,-0.43529824,0.25231478,-0.15117171,0.00011970,-0.00016607,0.05824837,-0.04167957,0.38927642,-0.49556747,0.33068430,-0.46168600,0.00523715,-0.01092555,0.85145856,-1.20005109
-5.76588294,1.55016537,-1.96573832,0.39339194,-0.43304933,0.25542761,-0.15183529,0.00010769,-0.00016400,0.05982202,-0.04049951,0.39227064,-0.49705500,0.32978795,-0.46648365,0.00544412,-0.01098248,0.85537842,-1.20464884
-5.75987994,1.55745194,-1.96498172,0.39295469,-0.43001601,0.25824779,-0.15199453,0.00009731,-0.00016153,0.06121112,-0.03940206,0.39490293,-0.49708594,0.32886440,-0.46981328,0.00564548,-0.01098899,0.85879121,-1.20546429
-5.75387694,1.56328824,-1.95840653,0.39213457,-0.42617245,0.26072027,-0.15164543,0.00008857,-0.00015866,0.06238446,-0.03837924,0.39706794,-0.49568479,0.32787262,-0.47167083,0.00584084,-0.01094538,0.86151342,-1.20250672
-5.74787394,1.56743328,-1.94620685,0.39082880,-0.42153363,0.26281365,-0.15080121,0.00008148,-0.00015538,0.06331723,-0.03742635,0.39869118,-0.49293254,0.32679050,-0.47210138,0.00603087,-0.01085367,0.86342432,-1.19591810
-5.74187094,1.56979086,-1.92878396,0.38896375,-0.41615464,0.26452458,-0.14949174,0.00007608,-0.00015171,0.06399247,-0.03654220,0.39973594,-0.48896315,0.32562080,-0.47119785,0.00621742,-0.01071750,0.86448119,-1.18596777
