energy_ev,total_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.71785893,1.85833117,0.00874723,0.29669785,0.77381884,0.70767013,0.02211027,0.44027984
-5.71185593,1.97749995,0.00859690,0.32005324,0.83464995,0.76101532,0.02313518,0.46167095
-5.70585293,2.11501035,0.00850327,0.34592159,0.90346218,0.82184160,0.02458383,0.48799156
-5.69984992,2.26978513,0.00846686,0.37416586,0.97992621,0.88978553,0.02643868,0.51894193
-5.69384692,2.44063391,0.00848683,0.40463264,1.06365291,0.96443760,0.02867936,0.55419015
-5.68784392,2.62625075,0.00856093,0.43715284,1.15418543,1.04534070,0.03128263,0.59336895
-5.68184092,2.82521189,0.00868550,0.47154212,1.25099196,1.13198874,0.03422240,0.63607317
-5.67583792,3.03597492,0.00885555,0.50760127,1.35346003,1.22382577,0.03746982,0.68185830
-5.66983492,3.25688055,0.00906481,0.54511656,1.46089307,1.32024617,0.04099332,0.73024049
-5.66383192,3.48615787,0.00930600,0.58386032,1.57250984,1.42059614,0.04475884,0.78069828
-5.65782891,3.72193431,0.00957098,0.62359181,1.68744753,1.52417706,0.04873007,0.83267634
-5.65182591,3.96225063,0.00985104,0.66405856,1.80476887,1.63025080,0.05286888,0.88559127
-5.64582291,4.20508138,0.01013717,0.70499826,1.92347357,1.73804707,0.05713581,0.93883947
-5.63981991,4.44836086,0.01042041,0.74614132,2.04251426,1.84677289,0.06149066,0.99180691
-5.63381691,4.69001395,0.01069212,0.78721399,2.16081664,1.95562393,0.06589324,1.04388057
-5.62781391,4.92799127,0.01094428,0.82794221,2.27730356,2.06379729,0.07030409,1.09446111
-5.62181091,5.16030729,0.01116981,0.86805595,2.39092213,2.17050546,0.07468530,1.14297635
-5.61580790,5.38508015,0.01136276,0.90729399,2.50067325,2.27499070,0.07900133,1.18889491
-5.60980490,5.60057139,0.01151849,0.94540895,2.60564212,2.37653931,0.08321974,1.23173954
-5.60380190,5.80522397,0.01163386,0.98217238,2.70502869,2.47449520,0.08731189,1.27109935
-5.59779890,5.99769677,0.01170722,1.01737969,2.79817644,2.56827197,0.09125356,1.30664053
-5.59179590,6.17689395,0.01173848,1.05085466,2.88459835,2.65736307,0.09502538,1.33811494
-5.58579290,6.34198766,0.01172901,1.08245336,2.96399841,2.74134957,0.09861312,1.36536609
-5.57978989,6.49243311,0.01168152,1.11206719,3.03628769,2.81990515,0.10200783,1.38833238
-5.57378689,6.62797512,0.01159992,1.13962499,3.10159373,2.89279835,0.10520580,1.40704718
-5.56778389,6.74864585,0.01148907,1.16509397,3.16026251,2.95989175,0.10820828,1.42163594
-5.56178089,6.85475385,0.01135456,1.18847948,3.21285259,3.02113875,0.11102114,1.43231036
-5.55577789,6.94686489,0.01120245,1.20982352,3.26012109,3.07657772,0.11365431,1.43935981
-5.54977489,7.02577538,0.01103899,1.22920211,3.30300183,3.12632453,0.11612106,1.44314062
-5.54377189,7.09247979,0.01087038,1.24672151,3.34257600,3.17056344,0.11843730,1.44406341
-5.53776888,7.14813324,0.01070254,1.26251347,3.38003638,3.20953742,0.12062068,1.44257924
-5.53176588,7.19401101,0.01054089,1.27672976,3.41664610,3.24353799,0.12268972,1.43916510
-5.52576288,7.23146648,0.01039018,1.28953599,3.45369337,3.27289545,0.12466290,1.43430926
-5.51975988,7.26188911,0.01025442,1.30110516,3.49244384,3.29796974,0.12655784,1.42849711
-5.51375688,7.28666389,0.01013671,1.31161103,3.53409225,3.31914222,0.12839041,1.42219790
-5.50775388,7.30713368,0.01003931,1.32122162,3.57971508,3.33680877,0.13017401,1.41585286
-5.50175088,7.32456527,0.00996357,1.33009304,3.63022625,3.35137402,0.13191894,1.40986507
-5.49574787,7.34012026,0.00991003,1.33836395,3.68633728,3.36324689,0.13363185,1.40459107
-5.48974487,7.35483122,0.00987845,1.34615076,3.74852380,3.37283713,0.13531536,1.40033467
-5.48374187,7.36958347,0.00986797,1.35354380,3.81699952,3.38055281,0.13696782,1.39734271
-5.47773887,7.38510265,0.00987717,1.36060458,3.89169903,3.38679828,0.13858323,1.39580280
-5.47173587,7.40194793,0.00990423,1.36736427,3.97227012,3.39197246,0.14015134,1.39584296
-5.46573287,7.42051061,0.00994704,1.37382346,4.05807597,3.39646713,0.14165787,1.39753286
-5.45972986,7.44101769,0.01000331,1.37995318,4.14820752,3.40066483,0.14308495,1.40088651
-5.45372686,7.46353969,0.01007069,1.38569711,4.24150539,3.40493639,0.14441167,1.40586605
-5.44772386,7.48800230,0.01014685,1.39097502,4.33659077,3.40963769,0.14561474,1.41238642
-5.44172086,7.51420079,0.01022953,1.39568708,4.43190408,3.41510572,0.14666930,1.42032061
-5.43571786,7.54181673,0.01031662,1.39971912,4.52574995,3.42165400,0.14754982,1.42950527
-5.42971486,7.57043597,0.01040615,1.40294830,4.61634669,3.42956734,0.14823093,1.43974637
-5.42371186,7.59956745,0.01049634,1.40524927,4.70187853,3.43909621,0.14868842,1.45082478
-5.41770885,7.62866194,0.01058554,1.40650029,4.78054840,3.45045112,0.14890005,1.46250174
-5.41170585,7.65713056,0.01067227,1.40658921,4.85062942,3.46379722,0.14884644,1.47452388
-5.40570285,7.68436247,0.01075513,1.40541902,4.91051323,3.47924962,0.14851171,1.48662803
-5.39969985,7.70974193,0.01083285,1.40291285,4.95875346,3.49687006,0.14788413,1.49854576
-5.39369685,7.73266460,0.01090415,1.39901811,4.99410324,3.51666522,0.14695655,1.51000772
-5.38769385,7.75255357,0.01096783,1.39370991,5.01554563,3.53858734,0.14572665,1.52074796
-5.38169085,7.76887544,0.01102268,1.38699351,5.02231675,3.56253763,0.14419713,1.53050833
-5.37568784,7.78115708,0.01106751,1.37890603,5.01392125,3.58837263,0.14237565,1.53904328
-5.36968484,7.78900356,0.01110116,1.36951732,4.99014081,3.61591414,0.14027471,1.54612507
-5.36368184,7.79211781,0.01112251,1.35893028,4.95103609,3.64496236,0.13791138,1.55154951
-5.35767884,7.79032232,0.01113058,1.34728066,4.89694314,3.67531252,0.13530700,1.55514251
-5.35167584,7.78358278,0.01112453,1.33473653,4.82846539,3.70677432,0.13248678,1.55676712
-5.34567284,7.77203360,0.01110377,1.32149756,4.74646225,3.73919382,0.12947941,1.55633119
-5.33966983,7.75600438,0.01106807,1.30779413,4.65203534,3.77247671,0.12631668,1.55379535
-5.33366683,7.73604641,0.01101758,1.29388650,4.54651318,3.80661210,0.12303310,1.54918092
-5.32766383,7.71295752,0.01095298,1.28006376,4.43143492,3.84169540,0.11966552,1.54257745
-5.32166083,7.68780371,0.01087552,1.26664276,4.30853333,3.87794911,0.11625286,1.53414928
-5.31565783,7.66193518,0.01078712,1.25396675,4.17971705,3.91573997,0.11283571,1.52414068
-5.30965483,7.63699499,0.01069035,1.24240356,4.04705161,3.95559120,0.10945611,1.51287889
-5.30365183,7.61491802,0.01058851,1.23234326,3.91273879,3.99818860,0.10615707,1.50077459
-5.29764882,7.59791863,0.01048557,1.22419496,3.77909343,4.04437949,0.10298226,1.48831932
-5.29164582,7.58846550,0.01038610,1.21838263,3.64851692,4.09516384,0.09997543,1.47607941
-5.28564282,7.58924285,0.01029525,1.21533987,3.52346667,4.15167719,0.09717984,1.46468638
-5.27963982,7.60309791,0.01021852,1.21550339,3.40642081,4.21516545,0.09463753,1.45482352
-5.27363682,7.63297519,0.01016169,1.21930537,3.29983812,4.28695205,0.09238849,1.44720898
-5.26763382,7.68183877,0.01013057,1.22716452,3.20611294,4.36839826,0.09046969,1.44257574
-5.26163082,7.75258481,0.01013081,1.23947630,3.12752574,4.46085786,0.08891409,1.44164878
-5.25562781,7.84794682,0.01016767,1.25660218,3.06619026,4.56562776,0.08774953,1.44512053
-5.24962481,7.97039696,0.01024578,1.27885851,3.02399852,4.68389611,0.08699770,1.45362509
-5.24362181,8.12204686,0.01036894,1.30650508,3.00256545,4.81668990,0.08667312,1.46771256
-5.23761881,8.30455170,0.01053988,1.33973400,3.00317526,4.96482377,0.08678222,1.48782424
-5.23161581,8.51902136,0.01076009,1.37865904,3.02673175,5.12885199,0.08732268,1.51427001
-5.22561281,8.76594202,0.01102968,1.42330596,3.07371493,5.30902516,0.08828290,1.54720864
-5.21960980,9.04511162,0.01134729,1.47360419,3.14414616,5.50525326,0.08964180,1.58663228
-5.21360680,9.35559171,0.01171000,1.52938001,3.23756401,5.71707633,0.09136893,1.63235565
-5.20760380,9.69567807,0.01211337,1.59035184,3.35301249,5.94364369,0.09342488,1.68401070
-5.20160080,10.06289143,0.01255148,1.65612750,3.48904309,6.18370259,0.09576203,1.74104715
-5.19559780,10.45398932,0.01301703,1.72620388,3.64373127,6.43559685,0.09832558,1.80273905
-5.18959480,10.86499905,0.01350154,1.79996908,3.81470777,6.69727557,0.10105492,1.86819736
-5.18359180,11.29127153,0.01399554,1.87670705,3.99920404,6.96631218,0.10388515,1.93638820
-5.17758879,11.72755479,0.01448883,1.95560481,4.19411104,7.23993354,0.10674881,2.00615640
-5.17158579,12.16808551,0.01497074,2.03576217,4.39604939,7.51505882,0.10957769,2.07625338
-5.16558279,12.60669665,0.01543047,2.11620398,4.60144887,7.78834760,0.11230462,2.14536870
-5.15957979,13.03693852,0.01585736,2.19589473,4.80663465,8.05625657,0.11486530,2.21216403
-5.15357679,13.45221055,0.01624125,2.27375532,5.00791720,8.31510390,0.11719995,2.27530858
-5.14757379,13.84590063,0.01657274,2.34868186,5.20168290,8.56114021,0.11925472,2.33351454
-5.14157079,14.21152871,0.01684345,2.41956617,5.38448230,8.79062493,0.12098301,2.38557151
-5.13556778,14.54289130,0.01704630,2.48531762,5.55311300,8.99990654,0.12234639,2.43037870
-5.12956478,14.83420317,0.01717568,2.54488601,5.70469464,9.18550491,0.12331533,2.46697371
-5.12356178,15.08023302,0.01722760,2.59728487,5.83673379,9.34419404,0.12386953,2.49455714
-5.11755878,15.27642942,0.01719979,2.64161477,5.94717690,9.47308289,0.12399809,2.51251210
-5.11155578,15.41903391,0.01709170,2.67708595,6.03445045,9.56969219,0.12369934,2.52041814
-5.10555278,15.50517819,0.01690453,2.70303975,6.09748752,9.63202499,0.12298040,2.51805927
-5.09954977,15.53296267,0.01664114,2.71896801,6.13574104,9.65862853,0.12185667,2.50542598
-5.09354677,15.50151408,0.01630590,2.72452995,6.14918417,9.64864536,0.12035102,2.48271136
-5.08754377,15.41102044,0.01590453,2.71956582,6.13829894,9.60185166,0.11849297,2.45030175
-5.08154077,15.26274196,0.01544394,2.70410668,6.10405444,9.51868103,0.11631776,2.40876243
-5.07553777,15.05899754,0.01493192,2.67837998,6.04787619,9.40023258,0.11386537,2.35881906
-5.06953477,14.80312663,0.01437696,2.64281035,5.97160826,9.24826232,0.11117962,2.30133580
-5.06353177,14.49942736,0.01378796,2.59801554,5.87746978,9.06515768,0.10830718,2.23729089
-5.05752876,14.15307227,0.01317395,2.54479728,5.76800727,8.85389538,0.10529667,2.16775076
-5.05152576,13.77000357,0.01254391,2.48412719,5.64604394,8.61798357,0.10219786,2.09384355
-5.04552276,13.35681054,0.01190649,2.41712796,5.51462688,8.36138952,0.09906082,2.01673279
-5.03951976,12.92059206,0.01126985,2.34505025,5.37697282,8.08845498,0.09593522,1.93759226
-5.03351676,12.46880770,0.01064148,2.26924573,5.23641271,7.80380141,0.09286957,1.85758240
-5.02751376,12.00912091,0.01002808,2.19113714,5.09633518,7.51222778,0.08991060,1.77782890
-5.02151076,11.54923840,0.00943544,2.11218598,4.96012915,7.21860402,0.08710254,1.69940386
-5.01550775,11.09674921,0.00886847,2.03385889,4.83112527,6.92776302,0.08448658,1.62330963
-5.00950475,10.65896776,0.00833110,1.95759352,4.71253651,6.64439421,0.08210018,1.55046540
-5.00350175,10.24278413,0.00782636,1.88476494,4.60739804,6.37294188,0.07997651,1.48169667
-4.99749875,9.85452546,0.00735638,1.81665354,4.51850717,6.11751076,0.07814387,1.41772722
-4.99149575,9.49983148,0.00692253,1.75441521,4.44836411,5.88178154,0.07662516,1.35917370
-4.98549275,9.18354712,0.00652548,1.69905490,4.39911514,5.66893834,0.07543741,1.30654235
-4.97948974,8.90963484,0.00616531,1.65140403,4.37249966,5.48161000,0.07459137,1.26022789
-4.97348674,8.68110874,0.00584164,1.61210265,4.36980338,5.32182663,0.07409122,1.22051428
-4.96748374,8.49999207,0.00555376,1.58158661,4.39181977,5.19099214,0.07393437,1.18757723
-4.96148074,8.36729952,0.00530076,1.56008036,4.43882209,5.08987357,0.07411149,1.16148835
-4.95547774,8.28304478,0.00508164,1.54759537,4.51054831,5.01860702,0.07460664,1.14222092
-4.94947474,8.24627349,0.00489543,1.54393431,4.60620065,4.97672007,0.07539759,1.12965724
-4.94347174,8.25512096,0.00474133,1.54870088,4.72446153,4.96316981,0.07645639,1.12359748
-4.93746873,8.30689350,0.00461876,1.56131481,4.86352639,4.97639535,0.07775013,1.12377013
-4.93146573,8.39817130,0.00452747,1.58103180,5.02115386,5.01438320,0.07924182,1.12984393
-4.92546273,8.52493015,0.00446764,1.60696755,5.19473217,5.07474372,0.08089152,1.14144116
-4.91945973,8.68267871,0.00443987,1.63812520,5.38136039,5.15479619,0.08265754,1.15815218
-4.91345673,8.86660716,0.00444530,1.67342530,5.57794185,5.25166001,0.08449784,1.17955097
-4.90745373,9.07174263,0.00448557,1.71173727,5.78128633,5.36234918,0.08637130,1.20521119
-4.90145073,9.29310629,0.00456284,1.75191137,5.98821722,5.48386701,0.08823920,1.23472249
-4.89544772,9.52586674,0.00467980,1.79281013,6.19567894,5.61329792,0.09006644,1.26770629
-4.88944472,9.76548413,0.00483956,1.83333808,6.40084001,5.74789315,0.09182276,1.30383060
-4.88344172,10.00783971,0.00504561,1.87246903,6.60118712,5.88514746,0.09348374,1.34282312
-4.87743872,10.24934569,0.00530173,1.90926982,6.79460549,6.02286384,0.09503157,1.38448190
-4.87143572,10.48703099,0.00561182,1.94291995,6.97944183,6.15920392,0.09645555,1.42868292
-4.86543272,10.71859941,0.00597974,1.97272646,7.15454654,6.29272203,0.09775233,1.47538404
-4.85942971,10.94245747,0.00640915,1.99813375,7.31929304,6.42238154,0.09892577,1.52462472
-4.85342671,11.15771070,0.00690325,2.01872813,7.47357288,6.54755272,0.09998656,1.57652129
-4.84742371,11.36412839,0.00746460,2.03423723,7.61776684,6.66799234,0.10095150,1.63125752
-4.84142071,11.56207813,0.00809481,2.04452450,7.75269303,6.78380564,0.10184251,1.68907068
-4.83541771,11.75243305,0.00879439,2.04957930,7.87953447,6.89539251,0.10268543,1.75023322
-4.82941471,11.93645576,0.00956244,2.04950319,7.99974927,7.00338020,0.10350867,1.81503077
-4.82341171,12.11566439,0.01039649,2.04449330,8.11496792,7.10854568,0.10434170,1.88373718
-4.81740870,12.29168691,0.01129232,2.03482353,8.22688220,7.21173132,0.10521354,1.95658750
-4.81140570,12.46611071,0.01224385,2.02082468,8.33713124,7.31375790,0.10615129,2.03375025
-4.80540270,12.64033462,0.01324309,2.00286427,8.44718990,7.41533934,0.10717872,2.11530001
-4.79939970,12.81543081,0.01428013,1.98132714,8.55826497,7.51700329,0.10831512,2.20119197
-4.79339670,12.99202334,0.01534327,1.95659763,8.67120392,7.61902175,0.10957426,2.29123959
-4.78739370,13.17018968,0.01641916,1.92904389,8.78642059,7.72135534,0.11096374,2.38509677
-4.78139070,13.34939031,0.01749305,1.89900514,8.90384136,7.82361424,0.11248456,2.48224576
-4.77538769,13.52843029,0.01854913,1.86678204,9.02287432,7.92503798,0.11413106,2.58199160
-4.76938469,13.70545503,0.01957090,1.83263053,9.14240303,8.02449548,0.11589119,2.68346400
-4.76338169,13.87798106,0.02054163,1.79675909,9.26080523,8.12050539,0.11774705,2.78562692
-4.75737869,14.04296045,0.02144483,1.75932923,9.37599579,8.21127619,0.11967570,2.88729598
-4.75137569,14.19687641,0.02226469,1.72045905,9.48549230,8.29476413,0.12165029,2.98716328
-4.74537269,14.33586552,0.02298664,1.68022918,9.58650033,8.36874624,0.12364125,3.08382904
-4.73936968,14.45586116,0.02359774,1.63869077,9.67601507,8.43090510,0.12561763,3.17583900
-4.73336668,14.55275140,0.02408712,1.59587476,9.75093502,8.47892109,0.12754849,3.26172615
-4.72736368,14.62254413,0.02444631,1.55180197,9.80818307,8.51056786,0.12940424,3.34005537
-4.72136068,14.66153174,0.02466950,1.50649311,9.84482999,8.52380633,0.13115789,3.40946905
-4.71535768,14.66644804,0.02475371,1.45997844,9.85821549,8.51687294,0.13278608,3.46873192
-4.70935468,14.63461030,0.02469887,1.41230635,9.84606191,8.48835794,0.13427000,3.51677327
-4.70335168,14.56404043,0.02450778,1.36355054,9.80657604,8.43727042,0.13559597,3.55272469
-4.69734867,14.45356012,0.02418598,1.31381549,9.73853531,8.36308718,0.13675577,3.57595186
-4.69134567,14.30285640,0.02374155,1.26324005,9.64135493,8.26578378,0.13774673,3.58607902
-4.68534267,14.11251542,0.02318483,1.21199903,9.51513357,8.14584664,0.13857147,3.58300509
-4.67933967,13.88402362,0.02252805,1.16030290,9.36067603,8.00426631,0.13923748,3.56691083
-4.67333667,13.61973725,0.02178495,1.10839566,9.17949212,7.84251276,0.13975646,3.53825681
-4.66733367,13.32282227,0.02097035,1.05655111,8.97377190,7.66249432,0.14014346,3.49777223
-4.66133067,12.99716777,0.02009976,1.00506781,8.74633851,7.46650264,0.14041593,3.44643522
-4.65532766,12.64727743,0.01918892,0.95426292,8.50058010,7.25714635,0.14059279,3.38544534
-4.64932466,12.27814348,0.01825346,0.90446526,8.24036355,7.03727665,0.14069337,3.31618950
-4.64332166,11.89510864,0.01730849,0.85600800,7.96993305,6.80990789,0.14073651,3.24020256
-4.63731866,11.50372134,0.01636835,0.80922096,7.69379675,6.57813634,0.14073971,3.15912415
-4.63131566,11.10958923,0.01544631,0.76442309,7.41660554,6.34506021,0.14071845,3.07465328
-4.62531266,10.71823607,0.01455438,0.72191514,7.14302762,6.11370338,0.14068566,2.98850224
-4.61930965,10.33496628,0.01370315,0.68197268,6.87762292,5.88694529,0.14065133,2.90235144
-4.61330665,9.96474077,0.01290170,0.64483982,6.62472106,5.66745865,0.14062239,2.81780649
-4.60730365,9.61206734,0.01215754,0.61072348,6.38830660,5.45765640,0.14060266,2.73635879
-4.60130065,9.28090785,0.01147656,0.57978853,6.17191475,5.25964877,0.14059309,2.65935080
-4.59529765,8.97460395,0.01086311,0.55215374,5.97854058,5.07521089,0.14059200,2.58794677
-4.58929465,8.69582238,0.01031996,0.52788867,5.81056409,4.90576117,0.14059554,2.52310955
-4.58329165,8.44652021,0.00984843,0.50701151,5.66969334,4.75235005,0.14059818,2.46558413
-4.57728864,8.22793015,0.00944845,0.48948805,5.55692679,4.61565883,0.14059327,2.41588781
-4.57128564,8.04056514,0.00911866,0.47523162,5.47253615,4.49600780,0.14057360,2.37430733
-4.56528264,7.88424136,0.00885651,0.46410422,5.41606969,4.39337288,0.14053197,2.34090259
-4.55927964,7.75811837,0.00865837,0.45591873,5.38637597,4.30740982,0.14046174,2.31551664
-4.55327664,7.66075464,0.00851970,0.45044228,5.38164720,4.23748499,0.14035729,2.29779155
-4.54727364,7.59017646,0.00843513,0.44740074,5.39948054,4.18271149,0.14021445,2.28718933
-4.54127064,7.54395814,0.00839864,0.44648415,5.43695570,4.14198969,0.14003083,2.28301717
-4.53526763,7.51931085,0.00840369,0.44735326,5.49072628,4.11405065,0.13980607,2.28445620
-4.52926463,7.51317756,0.00844341,0.44964673,5.55712185,4.09750153,0.13954200,2.29059267
-4.52326163,7.52233117,0.00851070,0.45298907,5.63225780,4.09087137,0.13924273,2.30045055
-4.51725863,7.54347296,0.00859847,0.45699900,5.71214928,4.09265628,0.13891460,2.31302460
-4.51125563,7.57332845,0.00869975,0.46129806,5.79282570,4.10136250,0.13856611,2.32731260
-4.50525263,7.60873774,0.00880784,0.46551919,5.87044219,4.11554636,0.13820773,2.34234609
-4.49924962,7.64673782,0.00891654,0.46931500,5.94138440,4.13384993,0.13785164,2.35721832
-4.49324662,7.68463433,0.00902019,0.47236555,6.00236351,4.15503135,0.13751144,2.37110878
-4.48724362,7.72006090,0.00911384,0.47438533,6.05049848,4.17798918,0.13720174,2.38330361
-4.48124062,7.75102445,0.00919339,0.47512925,6.08338315,4.20178013,0.13693780,2.39321123
-4.47523762,7.77593548,0.00925558,0.47439744,6.09913643,4.22562992,0.13673502,2.40037302
-4.46923462,7.79362309,0.00929811,0.47203871,6.09643440,4.24893715,0.13660852,2.40446874
-4.46323162,7.80333479,0.00931966,0.46795260,6.07452390,4.27127057,0.13657259,2.40531689
-4.45722861,7.80472197,0.00931983,0.46208995,6.03321785,4.29236015,0.13664027,2.40287009
-4.45122561,7.79781252,0.00929919,0.45445206,5.97287322,4.31208281,0.13682277,2.39720616
-4.44522261,7.78297226,0.00925915,0.44508841,5.89435332,4.33044378,0.13712913,2.38851516
-4.43921961,7.76085756,0.00920193,0.43409317,5.79897636,4.34755462,0.13756567,2.37708343
-4.43321661,7.73236150,0.00913045,0.42160062,5.68845291,4.36360933,0.13813573,2.36327516
-4.42721361,7.69855625,0.00904819,0.40777961,5.56481493,4.37885950,0.13883923,2.34751251
-4.42121061,7.66063416,0.00895912,0.39282741,5.43033946,4.39359000,0.13967252,2.33025500
-4.41520760,7.61984998,0.00886751,0.37696309,5.28746979,4.40809594,0.14062817,2.31197910
-4.40920460,7.57746636,0.00877786,0.36042069,5.13873692,4.42266212,0.14169484,2.29315863
-4.40320160,7.53470440,0.00869473,0.34344238,4.98668396,4.43754529,0.14285737,2.27424679
-4.39719860,7.49270059,0.00862265,0.32627193,4.83379560,4.45296001,0.14409684,2.25566018
-4.39119560,7.45247108,0.00856600,0.30914850,4.68243453,4.46906804,0.14539075,2.23776536
-4.38519260,7.41488372,0.00852889,0.29230103,4.53478610,4.48597129,0.14671341,2.22086817
-4.37918959,7.38063801,0.00851512,0.27594334,4.39281229,4.50370820,0.14803626,2.20520600
-4.37318659,7.35025259,0.00852808,0.26026994,4.25821531,4.52225306,0.14932844,2.19094305
-4.36718359,7.32405993,0.00857071,0.24545263,4.13241106,4.54151784,0.15055735,2.17816857
-4.36118059,7.30220731,0.00864544,0.23163801,4.01651230,4.56135606,0.15168933,2.16689797
-4.35517759,7.28466360,0.00875422,0.21894565,3.91132091,4.58156824,0.15269042,2.15707659
-4.34917459,7.27123093,0.00889846,0.20746709,3.81732882,4.60190844,0.15352714,2.14858610
-4.34317159,7.26156080,0.00907909,0.19726557,3.73472669,4.62209178,0.15416739,2.14125313
-4.33716858,7.25517387,0.00929658,0.18837627,3.66341978,4.64180264,0.15458132,2.13486004
-4.33116558,7.25148331,0.00955101,0.18080724,3.60305000,4.66070367,0.15474221,2.12915754
-4.32516258,7.24982134,0.00984212,0.17454067,3.55302352,4.67844563,0.15462747,2.12387898
-4.31915958,7.24946867,0.01016942,0.16953465,3.51254316,4.69467824,0.15421947,2.11875593
-4.31315658,7.24968694,0.01053232,0.16572527,3.48064474,4.70906236,0.15350645,2.11353475
-4.30715358,7.24975364,0.01093023,0.16302889,3.45623665,4.72128360,0.15248331,2.10799391
