energy_ev,total_up,Al_p_up,Al_d_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-6.00000000,1.17665881,0.03428206,0.00000000,0.74081130,0.24495779,0.79199403,0.00000000
-5.99399700,1.13283538,0.03228913,0.00000000,0.71779982,0.23489171,0.76278458,0.00000000
-5.98799400,1.08612502,0.03033809,0.00000000,0.69164259,0.22461929,0.73153341,0.00000000
-5.98199100,1.03741954,0.02844840,0.00000000,0.66290915,0.21432928,0.69884302,0.00000000
-5.97598799,0.98764760,0.02663861,0.00000000,0.63221066,0.20421338,0.66534152,0.00000000
-5.96998499,0.93775003,0.02492617,0.00000000,0.60018125,0.19446179,0.63166554,0.00000000
-5.96398199,0.88865418,0.02332731,0.00000000,0.56745888,0.18525849,0.59844276,0.00000000
-5.95797899,0.84124853,0.02185674,0.00000000,0.53466646,0.17677654,0.56627450,0.00000000
-5.95197599,0.79635839,0.02052753,0.00000000,0.50239405,0.16917346,0.53571912,0.00000000
-5.94597299,0.75472349,0.01935082,0.00000000,0.47118276,0.16258682,0.50727686,0.00000000
-5.93996998,0.71697837,0.01833570,0.00000000,0.44151077,0.15713038,0.48137647,0.00000000
-5.93396698,0.68363617,0.01748899,0.00000000,0.41378215,0.15289066,0.45836428,0.00000000
-5.92796398,0.65507631,0.01681518,0.00000000,0.38831852,0.14992433,0.43849599,0.00000000
-5.92196098,0.63153653,0.01631626,0.00000000,0.36535397,0.14825628,0.42193133,0.00000000
-5.91595798,0.61310934,0.01599180,0.00000000,0.34503305,0.14787861,0.40873190,0.00000000
-5.90995498,0.59974303,0.01583888,0.00000000,0.32741193,0.14875061,0.39886196,0.00000000
-5.90395198,0.59124709,0.01585224,0.00000000,0.31246233,0.15079954,0.39219236,0.00000000
-5.89794897,0.58730169,0.01602439,0.00000000,0.30007814,0.15392249,0.38850718,0.00000000
-5.89194597,0.58747097,0.01634580,0.00000000,0.29008417,0.15798905,0.38751289,0.00000000
-5.88594297,0.59121949,0.01680507,0.00000000,0.28224672,0.16284483,0.38884974,0.00000000
-5.87993997,0.59793127,0.01738927,0.00000000,0.27628537,0.16831573,0.39210485,0.00000000
-5.87393697,0.60693082,0.01808408,0.00000000,0.27188568,0.17421279,0.39682663,0.00000000
-5.86793397,0.61750539,0.01887417,0.00000000,0.26871217,0.18033752,0.40253995,0.00000000
-5.86193097,0.62892768,0.01974339,0.00000000,0.26642118,0.18648755,0.40876164,0.00000000
-5.85592796,0.64047831,0.02067505,0.00000000,0.26467318,0.19246236,0.41501581,0.00000000
