energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,0.58605895,0.00006618,0.31389151,0.00202531,0.06209811,0.69241950,0.17855790
-5.99399700,0.57027857,0.00008302,0.30557751,0.00229789,0.06076261,0.66950890,0.17555840
-5.98799400,0.55388376,0.00010343,0.29697712,0.00263172,0.05942373,0.64498183,0.17273901
-5.98199100,0.53767386,0.00012800,0.28852622,0.00303780,0.05817270,0.61966811,0.17039308
-5.97598799,0.52248448,0.00015732,0.28068124,0.00352790,0.05710471,0.59443224,0.16882949
-5.96998499,0.50916857,0.00019206,0.27390911,0.00411441,0.05631674,0.57015241,0.16836658
-5.96398199,0.49857690,0.00023288,0.26867689,0.00481016,0.05590522,0.54769943,0.16932546
-5.95797899,0.49153844,0.00028048,0.26544135,0.00562807,0.05596369,0.52791630,0.17202318
-5.95197599,0.48884103,0.00033555,0.26463864,0.00658088,0.05658035,0.51159887,0.17676555
-5.94597299,0.49121266,0.00039874,0.26667429,0.00768074,0.05783573,0.49947787,0.18383992
-5.93996998,0.49930365,0.00047066,0.27191361,0.00893878,0.05980034,0.49220274,0.19350789
-5.93396698,0.51367006,0.00055186,0.28067277,0.01036461,0.06253251,0.49032749,0.20599822
-5.92796398,0.53475856,0.00064276,0.29321051,0.01196585,0.06607627,0.49429868,0.22149991
-5.92196098,0.56289307,0.00074367,0.30972086,0.01374756,0.07045958,0.50444573,0.24015583
-5.91595798,0.59826336,0.00085473,0.33032681,0.01571176,0.07569267,0.52097354,0.26205677
-5.90995498,0.64091607,0.00097590,0.35507521,0.01785696,0.08176677,0.54395768,0.28723643
-5.90395198,0.69074826,0.00110691,0.38393307,0.02017763,0.08865319,0.57334199,0.31566738
-5.89794897,0.74750402,0.00124726,0.41678541,0.02266392,0.09630283,0.60893893,0.34725822
-5.89194597,0.81077431,0.00139620,0.45343489,0.02530136,0.10464612,0.65043248,0.38185225
-5.88594297,0.88000040,0.00155270,0.49360331,0.02807069,0.11359351,0.69738392,0.41922772
-5.87993997,0.95448111,0.00171548,0.53693525,0.03094787,0.12303657,0.74924026,0.45910000
-5.87393697,1.03338401,0.00188298,0.58300378,0.03390421,0.13284955,0.80534553,0.50112559
-5.86793397,1.11576055,0.00205340,0.63131838,0.03690672,0.14289161,0.86495476,0.54490812
-5.86193097,1.20056510,0.00222473,0.68133495,0.03991856,0.15300957,0.92725035,0.59000631
-5.85592796,1.28667742,0.00239473,0.73246773,0.04289969,0.16304116,0.99136081,0.63594360
-5.84992496,1.37292825,0.00256105,0.78410287,0.04580772,0.17281871,1.05638117,0.68221945
-5.84392196,1.45812710,0.00272125,0.83561327,0.04859880,0.18217316,1.12139477,0.72832165
-5.83791896,1.54109171,0.00287282,0.88637420,0.05122873,0.19093832,1.18549557,0.77373949
-5.83191596,1.62067773,0.00301329,0.93577906,0.05365403,0.19895514,1.24781047,0.81797705
-5.82591296,1.69580796,0.00314029,0.98325478,0.05583315,0.20607596,1.30752049,0.86056617
-5.81990995,1.76549964,0.00325161,1.02827606,0.05772762,0.21216853,1.36388038,0.90107843
-5.81390695,1.82888878,0.00334524,1.07037793,0.05930314,0.21711955,1.41623541,0.93913563
-5.80790395,1.88525041,0.00341946,1.10916582,0.06053061,0.22083782,1.46403495,0.97441813
-5.80190095,1.93401392,0.00347288,1.14432298,0.06138700,0.22325659,1.50684193,1.00667071
-5.79589795,1.97477259,0.00350449,1.17561442,0.06185606,0.22433531,1.54433788,1.03570559
-5.78989495,2.00728701,0.00351369,1.20288758,0.06192881,0.22406039,1.57632327,1.06140234
-5.78389195,2.03148224,0.00350029,1.22606945,0.06160382,0.22244523,1.60271306,1.08370491
-5.77788894,2.04743879,0.00346453,1.24516030,0.06088728,0.21952936,1.62352785,1.10261563
-5.77188594,2.05537803,0.00340710,1.26022458,0.05979275,0.21537678,1.63888102,1.11818686
-5.76588294,2.05564287,0.00332906,1.27137931,0.05834079,0.21007355,1.64896262,1.13051052
-5.75987994,2.04867467,0.00323187,1.27878083,0.05655831,0.20372479,1.65402101,1.13970632
-5.75387694,2.03498781,0.00311729,1.28261061,0.05447774,0.19645117,1.65434327,1.14590943
-5.74787394,2.01514329,0.00298737,1.28306113,0.05213607,0.18838514,1.65023554,1.14925823
-5.74187094,1.98972275,0.00284437,1.28032251,0.04957379,0.17966687,1.64200448,1.14988311
-5.73586793,1.95930446,0.00269070,1.27457097,0.04683376,0.17044030,1.62994101,1.14789699
-5.72986493,1.92444238,0.00252885,1.26595964,0.04396001,0.16084929,1.61430713,1.14338809
-5.72386193,1.88564947,0.00236133,1.25461245,0.04099666,0.15103407,1.59532677,1.13641564
-5.71785893,1.84338603,0.00219060,1.24062133,0.03798682,0.14112811,1.57318103,1.12700861
-5.71185593,1.79805334,0.00201904,1.22404694,0.03497164,0.13125551,1.54800816,1.11516772
-5.70585293,1.74999293,0.00184886,1.20492287,0.03198950,0.12152896,1.51990799,1.10087044
-5.69984992,1.69949107,0.00168207,1.18326295,0.02907526,0.11204835,1.48895074,1.08407883
-5.69384692,1.64678792,0.00152048,1.15907110,0.02625984,0.10289994,1.45518923,1.06474949
-5.68784392,1.59209058,0.00136565,1.13235320,0.02356982,0.09415620,1.41867392,1.04284518
-5.68184092,1.53558892,0.00121887,1.10313001,0.02102731,0.08587616,1.37946960,1.01834719
