energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90395198,0.55850808,-2.69209180,0.16371053,-0.39797967,0.03554341,-0.17855638,0.15646410,-0.63442991,0.07104462,-0.72728230,0.00002981,-0.00045010,0.05664539,-0.12221721,0.00381071,-0.02671044,0.29406301,-1.44008961
-5.89794897,0.55869401,-2.66866835,0.15750535,-0.39117187,0.03609386,-0.17719960,0.16091246,-0.62197896,0.06984716,-0.73278099,0.00003294,-0.00048514,0.05398610,-0.12160863,0.00381140,-0.02686863,0.29659022,-1.42599439
-5.89194597,0.56480159,-2.63666381,0.15286853,-0.38343207,0.03701899,-0.17546484,0.16708663,-0.60759853,0.06935715,-0.73552152,0.00003653,-0.00052475,0.05182497,-0.12095865,0.00385076,-0.02693039,0.30232966,-1.40710089
-5.88594297,0.57707384,-2.59715178,0.14988736,-0.37498804,0.03833147,-0.17345603,0.17501640,-0.59164547,0.06962235,-0.73560300,0.00004056,-0.00056915,0.05019277,-0.12035622,0.00393043,-0.02689885,0.31140601,-1.38397291
-5.87993997,0.59561419,-2.55133858,0.14861018,-0.36608067,0.04003471,-0.17128637,0.18468895,-0.57449718,0.07067454,-0.73317574,0.00004502,-0.00061839,0.04910701,-0.11989485,0.00405118,-0.02677892,0.32386985,-1.35724332
-5.87393697,0.62038314,-2.50053527,0.14904682,-0.35695829,0.04212253,-0.16907606,0.19604717,-0.55654254,0.07252924,-0.72843706,0.00004988,-0.00067243,0.04857215,-0.11967073,0.00421276,-0.02657723,0.33969542,-1.32759882
-5.86793397,0.65119888,-2.44612626,0.15116985,-0.34787087,0.04457909,-0.16694983,0.20898944,-0.53817267,0.07518599,-0.72162521,0.00005513,-0.00073105,0.04857999,-0.11978078,0.00441398,-0.02630195,0.35878059,-1.29576314
-5.86193097,0.68774192,-2.38953527,0.15491684,-0.33906401,0.04737920,-0.16503423,0.22337074,-0.51977196,0.07862892,-0.71301178,0.00006071,-0.00079390,0.04911057,-0.12032050,0.00465269,-0.02596265,0.38094890,-1.26247888
-5.85592796,0.72956348,-2.33218971,0.16019333,-0.33077298,0.05048884,-0.16345482,0.23900525,-0.50170942,0.08282785,-0.70289279,0.00006657,-0.00086047,0.05013323,-0.12138184,0.00492582,-0.02557003,0.40595377,-1.22848870
-5.84992496,0.77609787,-2.27548434,0.16687662,-0.32321699,0.05386600,-0.16233325,0.25567044,-0.48433068,0.08773974,-0.69157887,0.00007266,-0.00093008,0.05160794,-0.12305090,0.00522950,-0.02513562,0.43348484,-1.19451630
-5.84392196,0.82667825,-2.22074557,0.17482004,-0.31659372,0.05746183,-0.16178435,0.27311243,-0.46795083,0.09331043,-0.67938491,0.00007891,-0.00100190,0.05348689,-0.12540584,0.00555912,-0.02467143,0.46317632,-1.16124788
-5.83791896,0.88055574,-2.16919760,0.18385790,-0.31107447,0.06122202,-0.16191340,0.29105281,-0.45284834,0.09947682,-0.66661969,0.00008525,-0.00107497,0.05571615,-0.12851477,0.00590946,-0.02418957,0.49461714,-1.12931472
-5.83191596,0.93692126,-2.12193171,0.19381064,-0.30679996,0.06508839,-0.16281351,0.30919634,-0.43926008,0.10616912,-0.65357591,0.00009161,-0.00114821,0.05823758,-0.13243395,0.00627486,-0.02370191,0.52736275,-1.09927747
-5.82591296,0.99492958,-2.07987995,0.20449047,-0.30387712,0.06900072,-0.16456341,0.32723974,-0.42737784,0.11331348,-0.64052123,0.00009791,-0.00122047,0.06099076,-0.13720633,0.00664939,-0.02321966,0.56094811,-1.07161286
-5.81990995,1.05372490,-2.04379444,0.21570700,-0.30237688,0.07289865,-0.16722567,0.34488090,-0.41734611,0.12083457,-0.62769047,0.00010407,-0.00129051,0.06391493,-0.14286048,0.00702701,-0.02275303,0.59490169,-1.04670321
-5.81390695,1.11246711,-2.01423307,0.22727299,-0.30233328,0.07672370,-0.17084541,0.36182840,-0.40926146,0.12865831,-0.61527966,0.00011003,-0.00135709,0.06695104,-0.14941014,0.00740176,-0.02231093,0.62875978,-1.02482938
-5.80790395,1.17035791,-1.99155263,0.23900980,-0.30374384,0.08042120,-0.17544967,0.37781092,-0.40317335,0.13671448,-0.60344192,0.00011570,-0.00141899,0.07004362,-0.15685438,0.00776797,-0.02190071,0.66208085,-1.00616722
-5.80190095,1.22666577,-1.97590953,0.25075271,-0.30657140,0.08394226,-0.18104756,0.39258610,-0.39908640,0.14493923,-0.59228549,0.00012105,-0.00147503,0.07314263,-0.16517848,0.00812042,-0.02152798,0.69445924,-0.99078792
-5.79589795,1.28074878,-1.96726838,0.26235561,-0.31074737,0.08724547,-0.18763105,0.40594854,-0.39696395,0.15327728,-0.58187390,0.00012601,-0.00152414,0.07620509,-0.17435560,0.00845455,-0.02119650,0.72553770,-0.97866209
-5.78989495,1.33207449,-1.96541822,0.27369510,-0.31617632,0.09029845,-0.19517659,0.41773653,-0.39673285,0.16168385,-0.57222826,0.00013056,-0.00156540,0.07919658,-0.18434927,0.00876658,-0.02090819,0.75501827,-0.96966745
-5.78389195,1.38023579,-1.96999563,0.28467375,-0.32274185,0.09307905,-0.20364747,0.42783715,-0.39828918,0.17012607,-0.56333140,0.00013467,-0.00159805,0.08209236,-0.19511656,0.00905370,-0.02066320,0.78267098,-0.96359978
-5.77788894,1.42496216,-1.98051397,0.29522246,-0.33031351,0.09557625,-0.21299691,0.43618962,-0.40150477,0.17858399,-0.55513373,0.00013834,-0.00162151,0.08487826,-0.20661198,0.00931411,-0.02046005,0.80833988,-0.96018670
-5.77188594,1.46612555,-1.99639743,0.30530167,-0.33875456,0.09779060,-0.22317166,0.44278656,-0.40623410,0.18705087,-0.54756035,0.00014158,-0.00163547,0.08755119,-0.21879192,0.00954717,-0.02029589,0.83194626,-0.95910352
-5.76588294,1.50374079,-2.01701832,0.31490145,-0.34793013,0.09973427,-0.23411612,0.44767311,-0.41232147,0.19553298,-0.54051901,0.00014441,-0.00163981,0.09011926,-0.23161950,0.00975336,-0.02016681,0.85348867,-0.95999062
-5.75987994,1.53796007,-2.04173591,0.32404042,-0.35771564,0.10143065,-0.24577671,0.45094408,-0.41960802,0.20404868,-0.53390855,0.00014688,-0.00163469,0.09260147,-0.24506948,0.00993435,-0.02006815,0.87303977,-0.96247140
-5.75387694,1.56906190,-2.06993504,0.33276344,-0.36800491,0.10291353,-0.25810632,0.45273900,-0.42793827,0.21262691,-0.52762733,0.00014904,-0.00162049,0.09502702,-0.25913320,0.01009290,-0.01999491,0.89074009,-0.96617008
-5.74787394,1.59743477,-2.10106258,0.34113815,-0.37871761,0.10422586,-0.27106863,0.45323548,-0.43716603,0.22130507,-0.52158114,0.00015096,-0.00159784,0.09743419,-0.27382308,0.01023281,-0.01994213,0.90678896,-0.97072854
-5.74187094,1.62355631,-2.13465996,0.34925050,-0.38980566,0.10541821,-0.28464201,0.45264121,-0.44715934,0.23012648,-0.51569028,0.00015271,-0.00156756,0.09986885,-0.28917645,0.01035877,-0.01990525,0.92143301,-0.97582141
-5.73586793,1.64796870,-2.17039009,0.35719945,-0.40125827,0.10654689,-0.29882284,0.45118476,-0.45780421,0.23913728,-0.50989542,0.00015438,-0.00153066,0.10238258,-0.30525844,0.01047622,-0.01988046,0.93495263,-0.98116876
-5.72986493,1.67125164,-2.20805726,0.36509095,-0.41310514,0.10767189,-0.31362799,0.44910598,-0.46900711,0.24838322,-0.50416199,0.00015606,-0.00148830,0.10503063,-0.32216369,0.01059116,-0.01986498,0.94764730,-0.98654585
-5.72386193,1.69399391,-2.24761901,0.37303158,-0.42541775,0.10885477,-0.32909622,0.44664613,-0.48069597,0.25790621,-0.49848282,0.00015785,-0.00144176,0.10786959,-0.34001650,0.01070993,-0.01985728,0.95982020,-0.99178961
-5.71785893,1.71676511,-2.28918904,0.38112205,-0.43830847,0.11015644,-0.34528848,0.44403848,-0.49281985,0.26774100,-0.49287915,0.00015985,-0.00139237,0.11095493,-0.35896949,0.01083897,-0.01985720,0.97176301,-0.99680150
-5.71185593,1.74008873,-2.33303112,0.38945094,-0.45192739,0.11163516,-0.36228681,0.44149973,-0.50534716,0.27791199,-0.48739966,0.00016214,-0.00134151,0.11433870,-0.37920041,0.01098459,-0.01986602,0.98374171,-1.00154684
-5.70585293,1.76441801,-2.37954393,0.39808890,-0.46645705,0.11334459,-0.38019203,0.43922259,-0.51826262,0.28843049,-0.48211802,0.00016481,-0.00129053,0.11806716,-0.40090725,0.01115275,-0.01988635,0.99598392,-1.00605072
-5.69984992,1.79011577,-2.42923761,0.40708371,-0.48210510,0.11533228,-0.39911996,0.43737005,-0.53156323,0.29929250,-0.47712874,0.00016797,-0.00124072,0.12217876,-0.42430160,0.01134880,-0.01992205,1.00866852,-1.01039075
-5.69384692,1.81743922,-2.48270289,0.41645645,-0.49909519,0.11763842,-0.41919654,0.43607139,-0.54525331,0.31047713,-0.47254187,0.00017169,-0.00119330,0.12670251,-0.44960057,0.01157730,-0.01997795,1.02191815,-1.01468721
-5.68784392,1.84653057,-2.54057442,0.42619896,-0.51765644,0.12029503,-0.44055176,0.43542020,-0.55933910,0.32194588,-0.46847669,0.00017606,-0.00114936,0.13165668,-0.47701730,0.01184182,-0.02005955,1.03579474,-1.01909120
-5.68184092,1.87741382,-2.60348993,0.43627287,-0.53801208,0.12332570,-0.46331281,0.43547442,-0.57382312,0.33364271,-0.46505477,0.00018116,-0.00110981,0.13704816,-0.50675059,0.01214479,-0.02017267,1.05029856,-1.02377138
-5.67583792,1.90999811,-2.67204735,0.44661026,-0.56036750,0.12674574,-0.48759658,0.43625822,-0.58869867,0.34549497,-0.46239286,0.00018706,-0.00107543,0.14287249,-0.53897403,0.01248742,-0.02032303,1.06537050,-1.02890028
-5.66983492,1.94408735,-2.74676187,0.45711594,-0.58489860,0.13056284,-0.51350191,0.43776571,-0.60394485,0.35741530,-0.46059588,0.00019384,-0.00104677,0.14911446,-0.57382494,0.01286962,-0.02051580,1.08089773,-1.03464082
-5.66383192,1.97939566,-2.82802540,0.46767145,-0.61174077,0.13477825,-0.54110194,0.43996606,-0.61952243,0.36930422,-0.45975048,0.00020159,-0.00102420,0.15574957,-0.61139392,0.01329002,-0.02075523,1.09672222,-1.04113379
-5.65782891,2.01556788,-2.91607033,0.47814050,-0.64097914,0.13938830,-0.57043681,0.44280970,-0.63537076,0.38105347,-0.45991942,0.00021037,-0.00100789,0.16274608,-0.65171519,0.01374600,-0.02104423,1.11265160,-1.04848709
-5.65182591,2.05220417,-3.01093964,0.48837576,-0.67264066,0.14438637,-0.60150728,0.44623527,-0.65140609,0.39254994,-0.46113722,0.00022028,-0.00099782,0.17006782,-0.69475848,0.01423381,-0.02138403,1.12847190,-1.05676730
-5.64582291,2.08888734,-3.11246496,0.49822662,-0.70668838,0.14976501,-0.63426930,0.45017677,-0.66752133,0.40367993,-0.46340711,0.00023139,-0.00099374,0.17767752,-0.74042280,0.01474872,-0.02177395,1.14396127,-1.06599399
-5.63981991,2.12521156,-3.22025379,0.50754771,-0.74301819,0.15551830,-0.66863018,0.45457052,-0.68358751,0.41433363,-0.46669963,0.00024381,-0.00099526,0.18554066,-0.78853252,0.01528521,-0.02221120,1.15890402,-1.07613702
-5.63381691,2.16081102,-3.33368679,0.51620767,-0.78145843,0.16164426,-0.70444621,0.45936155,-0.69945667,0.42440955,-0.47095278,0.00025761,-0.00100181,0.19362963,-0.83883595,0.01583721,-0.02269082,1.17310411,-1.08711715
-5.62781391,2.19538698,-3.45192519,0.52409789,-0.82177214,0.16814713,-0.74152221,0.46450895,-0.71496632,0.43381874,-0.47607384,0.00027289,-0.00101268,0.20192808,-0.89100673,0.01639837,-0.02320571,1.18639744,-1.09880954
-5.62181091,2.22873190,-3.57392821,0.53114065,-0.86366209,0.17503951,-0.77961292,0.46998997,-0.72994514,0.44248856,-0.48194273,0.00028974,-0.00102706,0.21043518,-0.94464800,0.01696235,-0.02374681,1.19866206,-1.11105029
-5.61580790,2.26074935,-3.69847963,0.53729646,-0.90677821,0.18234416,-0.81842621,0.47580257,-0.74421968,0.45036581,-0.48841660,0.00030825,-0.00104402,0.21916969,-0.99929918,0.01752306,-0.02430331,1.20982602,-1.12364517
-5.60980490,2.29146867,-3.82422224,0.54257009,-0.95072719,0.19009545,-0.85762818,0.48196634,-0.75762173,0.45741906,-0.49533562,0.00032849,-0.00106258,0.22817359,-1.05444533,0.01807500,-0.02486305,1.21987215,-1.13638032
-5.60380190,2.32105358,-3.94969846,0.54701499,-0.99508354,0.19834026,-0.89684972,0.48852173,-0.76999590,0.46364011,-0.50252946,0.00035052,-0.00108174,0.23751499,-1.10952851,0.01861344,-0.02541288,1.22883970,-1.14903405
-5.59779890,2.34980433,-4.07339515,0.55073591,-1.03940179,0.20713827,-0.93569458,0.49552770,-0.78120712,0.46904443,-0.50982418,0.00037439,-0.00110046,0.24729025,-1.16396089,0.01913468,-0.02593919,1.23682273,-1.16138909
-5.59179590,2.37815312,-4.19379043,0.55388952,-1.08322908,0.21656178,-0.97374841,0.50305792,-0.79114751,0.47367056,-0.51704923,0.00040010,-0.00111776,0.25762502,-1.21713892,0.01963620,-0.02642839,1.24396530,-1.17324450
-5.58579290,2.40665299,-4.30940023,0.55668290,-1.12611752,0.22669472,-1.01058853,0.51119571,-0.79974227,0.47757855,-0.52404412,0.00042765,-0.00113268,0.26867420,-1.26845816,0.02011675,-0.02686742,1.25045381,-1.18442656
-5.57978989,2.43596062,-4.41882241,0.55936994,-1.16763579,0.23763109,-1.04579408,0.52002818,-0.80695426,0.48084745,-0.53066438,0.00045700,-0.00114436,0.28062050,-1.31732795,0.02057643,-0.02724428,1.25650691,-1.19479797
-5.57378689,2.46681377,-4.52077650,0.56224569,-1.20737936,0.24947282,-1.07895616,0.52963976,-0.81278699,0.48357191,-0.53678668,0.00048806,-0.00115203,0.29367175,-1.36318556,0.02101663,-0.02754841,1.26236350,-1.20426491
-5.56778389,2.50000421,-4.61413741,0.56563881,-1.24497909,0.26232698,-1.10968760,0.54010556,-0.81728582,0.48585819,-0.54231276,0.00052072,-0.00115504,0.30805684,-1.40550919,0.02143994,-0.02777115,1.26826954,-1.21278141
-5.56178089,2.53634744,-4.69796192,0.56990240,-1.28010771,0.27630254,-1.13763206,0.55148492,-0.82053724,0.48781955,-0.54717196,0.00055484,-0.00115287,0.32402035,-1.44382943,0.02185000,-0.02790595,1.27446435,-1.22035112
-5.55577789,2.57665026,-4.77150713,0.57540340,-1.31248422,0.29150677,-1.16247223,0.56381548,-0.82266640,0.48957148,-0.55132250,0.00059021,-0.00114517,0.34181592,-1.47773881,0.02225130,-0.02794861,1.28116708,-1.22702619
-5.54977489,2.62167770,-4.83424078,0.58251095,-1.34187618,0.30804129,-1.18393688,0.57710813,-0.82383286,0.49122669,-0.55475129,0.00062664,-0.00113172,0.36169860,-1.50689926,0.02264890,-0.02789736,1.28856413,-1.23290359
-5.54377189,2.67212045,-4.88584353,0.59158407,-1.36810003,0.32599803,-1.20180664,0.59134301,-0.82422491,0.49289033,-0.55747251,0.00066389,-0.00111248,0.38391631,-1.53104745,0.02304816,-0.02775283,1.29679813,-1.23811909
-5.53776888,2.72856418,-4.92620410,0.60295908,-1.39101980,0.34545518,-1.21591848,0.60646681,-0.82405273,0.49465560,-0.55952502,0.00070172,-0.00108755,0.40870066,-1.54999791,0.02345442,-0.02751793,1.30595895,-1.24283953
-5.53176588,2.79146197,-4.95540825,0.61693711,-1.41054460,0.36647324,-1.22616878,0.62239142,-0.82354080,0.49659978,-0.56096899,0.00073989,-0.00105718,0.43625746,-1.56364423,0.02387269,-0.02719767,1.31607723,-1.24725373
-5.52576288,2.86111081,-4.97372296,0.63377225,-1.42662525,0.38909144,-1.23251511,0.63899407,-0.82291990,0.49878107,-0.56188174,0.00077816,-0.00102176,0.46675725,-1.57195841,0.02430742,-0.02679882,1.32712077,-1.25156283
-5.51975988,2.93763309,-4.98157738,0.65366057,-1.43925072,0.41332456,-1.23497679,0.65611884,-0.82241929,0.50123634,-0.56235338,0.00081632,-0.00098181,0.50032616,-1.57498886,0.02476218,-0.02632963,1.33899378,-1.25597066
-5.51375688,3.02096393,-4.97954192,0.67673059,-1.44844467,0.43916033,-1.23363424,0.67357944,-0.82225924,0.50397972,-0.56248223,0.00085421,-0.00093792,0.53703755,-1.57285703,0.02523951,-0.02579944,1.35153907,-1.26067462
-5.50775388,3.11084460,-4.96830705,0.70303552,-1.45426248,0.46655759,-1.22862731,0.69116327,-0.82264453,0.50700230,-0.56237049,0.00089169,-0.00089079,0.57690478,-1.56575336,0.02574077,-0.02521829,1.36454314,-1.26585780
-5.50175088,3.20682253,-4.94866284,0.73254758,-1.45678914,0.49544517,-1.22015267,0.70863640,-0.82375890,0.51027286,-0.56212026,0.00092870,-0.00084116,0.61987539,-1.55393242,0.02626604,-0.02459655,1.37774364,-1.27168250
-5.49574787,3.30825794,-4.92148010,0.76515466,-1.45613799,0.52572175,-1.20846029,0.72574936,-0.82576096,0.51373957,-0.56183007,0.00096525,-0.00078980,0.66582719,-1.53770779,0.02681418,-0.02394460,1.39083916,-1.27828567
-5.48974487,3.41433680,-4.88769373,0.80065976,-1.45245045,0.55725660,-1.19384916,0.74224362,-0.82878140,0.51733257,-0.56159212,0.00100142,-0.00073750,0.71456634,-1.51744657,0.02738284,-0.02327251,1.40350071,-1.28577606
-5.48374187,3.52408992,-4.84828831,0.83878300,-1.44589638,0.58989119,-1.17666220,0.75785834,-0.83292162,0.52096745,-0.56149013,0.00103735,-0.00068502,0.76582778,-1.49356368,0.02796860,-0.02258980,1.41538435,-1.29423344
-5.47773887,3.63641750,-4.80428571,0.87916661,-1.43667506,0.62344180,-1.15728046,0.77233738,-0.83825369,0.52454924,-0.56159790,0.00107328,-0.00063309,0.81927799,-1.46651588,0.02856720,-0.02190527,1.42614464,-1.30370932
-5.47173587,3.75011822,-4.75673432,0.92138265,-1.42501603,0.65770282,-1.13611656,0.78543628,-0.84482141,0.52797694,-0.56197847,0.00110949,-0.00058240,0.87452021,-1.43679550,0.02917369,-0.02122692,1.43544822,-1.31422918
-5.46573287,3.86392214,-4.70669903,0.96494330,-1.41117975,0.69245076,-1.11360743,0.79692908,-0.85264231,0.53114821,-0.56268380,0.00114633,-0.00053355,0.93110187,-1.40492367,0.02978276,-0.02056181,1.44298692,-1.32579565
-5.45972986,3.97652593,-4.65525132,1.00931355,-1.39545723,0.72744881,-1.09020640,0.80661479,-0.86171024,0.53396411,-0.56375480,0.00118420,-0.00048710,0.98852418,-1.37144294,0.03038893,-0.01991615,1.44849017,-1.33839235
-5.45372686,4.08662943,-4.60345848,1.05392574,-1.37816848,0.76245163,-1.06637457,0.81432335,-0.87199831,0.53633365,-0.56522174,0.00122351,-0.00044350,1.04625335,-1.33690923,0.03098685,-0.01929533,1.45173593,-1.35198788
-5.44772386,4.19297193,-4.55237159,1.09819555,-1.35965930,0.79721025,-1.04257175,0.81992099,-0.88346202,0.53817790,-0.56710464,0.00126466,-0.00040311,1.10373321,-1.30188295,0.03157148,-0.01870399,1.45255999,-1.36653971
-5.44172086,4.29436678,-4.50301148,1.14153879,-1.34029619,0.83147687,-1.01924693,0.82331481,-0.89604215,0.53943349,-0.56941394,0.00130804,-0.00036621,1.16039847,-1.26691934,0.03213827,-0.01814613,1.45086322,-1.38199752
-5.43571786,4.38973303,-4.45635285,1.18338818,-1.32045944,0.86500920,-0.99682861,0.82445648,-0.90966737,0.54005530,-0.57215097,0.00135397,-0.00033301,1.21568829,-1.23255817,0.03268331,-0.01762527,1.44661643,-1.39830588
-5.42971486,4.47812259,-4.41330649,1.22320968,-1.30053429,0.89757429,-0.97571522,0.82334493,-0.92425647,0.54001838,-0.57530858,0.00140271,-0.00030360,1.26905936,-1.19931292,0.03320338,-0.01714452,1.43986286,-1.41540610
-5.42371186,4.55874192,-4.37470037,1.26051735,-1.28090068,0.92895156,-0.95626581,0.82002791,-0.93972008,0.53931872,-0.57887168,0.00145440,-0.00027803,1.31999806,-1.16765967,0.03369592,-0.01670672,1.43071797,-1.43323731
-5.41770885,4.63096718,-4.34126014,1.29488619,-1.26192189,0.95893503,-0.93879154,0.81460229,-0.95596195,0.53797316,-0.58281779,0.00150903,-0.00025628,1.36803104,-1.13802635,0.03415903,-0.01631452,1.41936679,-1.45173680
-5.41170585,4.69435228,-4.31359037,1.32596244,-1.24393275,0.98733451,-0.92354814,0.80721312,-0.97287977,0.53601820,-0.58711780,0.00156647,-0.00023825,1.41273389,-1.11078243,0.03459126,-0.01597043,1.40605864,-1.47083981
-5.40570285,4.74862954,-4.29215749,1.35347066,-1.22722788,1.01397603,-0.91072977,0.79805129,-0.99036578,0.53350795,-0.59173678,0.00162640,-0.00022381,1.45373754,-1.08622981,0.03499155,-0.01567687,1.39109965,-1.49047898
-5.39969985,4.79370320,-4.27727574,1.37721754,-1.21205103,1.03870136,-0.90046447,0.78734979,-1.00830714,0.53051130,-0.59663517,0.00168832,-0.00021279,1.49073216,-1.06459525,0.03535895,-0.01543616,1.37484317,-1.51058372
-5.39369685,4.82963611,-4.26909716,1.39709205,-1.19858575,1.06136695,-0.89281164,0.77537872,-1.02658625,0.52710837,-0.60177011,0.00175156,-0.00020498,1.52346873,-1.04602482,0.03569244,-0.01525052,1.35767849,-1.53107968
-5.38769385,4.85663069,-4.26760662,1.41306231,-1.18694839,1.08184243,-0.88776143,0.76243902,-1.04508116,0.52338658,-0.60709724,0.00181529,-0.00020016,1.55175818,-1.03058072,0.03599073,-0.01512199,1.34001835,-1.55188853
-5.38169085,4.87500549,-4.27262235,1.42516917,-1.17718371,1.10000898,-0.88523640,0.74885514,-1.06366604,0.51943651,-0.61257267,0.00187849,-0.00019807,1.57546864,-1.01824073,0.03625210,-0.01505236,1.32228562,-1.57292818
-5.37568784,4.88516876,-4.28380231,1.43351726,-1.16926344,1.11575789,-0.88509514,0.73496689,-1.08221192,0.51534771,-0.61815529,0.00194003,-0.00019847,1.59452112,-1.00890037,0.03647418,-0.01504314,1.30489982,-1.59411341
-5.36968484,4.88759099,-4.30065624,1.43826394,-1.16308803,1.12898957,-0.88713796,0.72112072,-1.10058759,0.51120477,-0.62380918,0.00199865,-0.00020108,1.60888416,-1.00237783,0.03665396,-0.01509542,1.28826391,-1.61535702
-5.36368184,4.88277815,-4.32256280,1.43960707,-1.15849136,1.13961328,-0.89111423,0.70766078,-1.11866067,0.50708386,-0.62950605,0.00205304,-0.00020564,1.61856802,-0.99842139,0.03678769,-0.01520978,1.27275210,-1.63657123
-5.35767884,4.87124741,-4.34879105,1.43777231,-1.15524838,1.14754785,-0.89673106,0.69492013,-1.13629884,0.50304992,-0.63522755,0.00210185,-0.00021187,1.62361907,-0.99671907,0.03687093,-0.01538623,1.25869904,-1.65766931
-5.35167584,4.85350709,-4.37852502,1.43300095,-1.15308505,1.15272350,-0.90366301,0.68321241,-1.15337112,0.49915459,-0.64096731,0.00214377,-0.00021950,1.62411488,-0.99691007,0.03689870,-0.01562413,1.24639101,-1.67856725
-5.34567284,4.83004202,-4.41089017,1.42553890,-1.15169010,1.15508474,-0.91156234,0.67282451,-1.16974913,0.49543506,-0.64673245,0.00217752,-0.00022827,1.62016034,-0.99859744,0.03686565,-0.01592210,1.23605945,-1.69918513
