energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.73586793,1.92212993,0.00594985,0.30289759,0.42019958,0.26091676,0.49764732,0.70301197,0.01560653,0.60124335
-5.72986493,1.87936025,0.00576867,0.29828090,0.41030945,0.24893579,0.48026286,0.69795346,0.01472114,0.58053244
-5.72386193,1.84232487,0.00560292,0.29350511,0.40202295,0.23811892,0.46426497,0.69426805,0.01385564,0.56305290
-5.71785893,1.81083552,0.00545687,0.28845624,0.39518742,0.22854587,0.44951536,0.69177770,0.01302332,0.54888612
-5.71185593,1.78468448,0.00533450,0.28303665,0.38965967,0.22027987,0.43588140,0.69030019,0.01223645,0.53809971
-5.70585293,1.76366007,0.00523940,0.27716942,0.38531055,0.21336771,0.42324127,0.68965866,0.01150614,0.53074738
-5.69984992,1.74755954,0.00517467,0.27080156,0.38202837,0.20783993,0.41148797,0.68969016,0.01084216,0.52686815
-5.69384692,1.73619865,0.00514278,0.26390606,0.37972083,0.20371117,0.40053216,0.69025291,0.01025284,0.52648474
-5.68784392,1.72941747,0.00514552,0.25648255,0.37831569,0.20098072,0.39030360,0.69123187,0.00974499,0.52960117
-5.68184092,1.72708230,0.00518387,0.24855678,0.37775991,0.19963304,0.38075137,0.69254243,0.00932386,0.53619976
-5.67583792,1.72908362,0.00525795,0.24017879,0.37801762,0.19963837,0.37184284,0.69413221,0.00899311,0.54623761
-5.66983492,1.73533071,0.00536699,0.23142006,0.37906698,0.20095343,0.36356162,0.69598083,0.00875479,0.55964288
-5.66383192,1.74574320,0.00550927,0.22236973,0.38089623,0.20352209,0.35590474,0.69809789,0.00860936,0.57631108
-5.65782891,1.76024058,0.00568211,0.21313025,0.38349908,0.20727616,0.34887913,0.70051928,0.00855575,0.59610181
-5.65182591,1.77873053,0.00588195,0.20381252,0.38687005,0.21213635,0.34249780,0.70330214,0.00859129,0.61883625
-5.64582291,1.80109689,0.00610432,0.19453093,0.39099977,0.21801329,0.33677605,0.70651878,0.00871188,0.64429563
-5.63981991,1.82718850,0.00634399,0.18539852,0.39587073,0.22480876,0.33172769,0.71024997,0.00891193,0.67222123
-5.63381691,1.85680951,0.00659502,0.17652249,0.40145378,0.23241723,0.32736171,0.71457785,0.00918452,0.70231579
-5.62781391,1.88971219,0.00685097,0.16800015,0.40770540,0.24072748,0.32367958,0.71957907,0.00952146,0.73424672
-5.62181091,1.92559257,0.00710497,0.15991573,0.41456618,0.24962453,0.32067306,0.72531822,0.00991340,0.76765106
-5.61580790,1.96408947,0.00734999,0.15233785,0.42196034,0.25899173,0.31832289,0.73184209,0.01035001,0.80214200
-5.60980490,2.00478686,0.00757897,0.14531792,0.42979649,0.26871300,0.31659816,0.73917489,0.01082013,0.83731692
-5.60380190,2.04721955,0.00778507,0.13888942,0.43796932,0.27867509,0.31545644,0.74731468,0.01131201,0.87276647
-5.59779890,2.09088187,0.00796185,0.13306796,0.44636239,0.28876984,0.31484451,0.75623100,0.01181355,0.90808443
-5.59179590,2.13523873,0.00810347,0.12785218,0.45485152,0.29889630,0.31469973,0.76586405,0.01231255,0.94287779
-5.58579290,2.17973849,0.00820487,0.12322524,0.46330874,0.30896260,0.31495177,0.77612503,0.01279703,0.97677664
-5.57978989,2.22382692,0.00826196,0.11915682,0.47160644,0.31888751,0.31552467,0.78689789,0.01325553,1.00944323
-5.57378689,2.26696126,0.00827167,0.11560555,0.47962150,0.32860153,0.31633906,0.79804222,0.01367742,1.04057992
-5.56778389,2.30862394,0.00823211,0.11252157,0.48723918,0.33804753,0.31731451,0.80939720,0.01405317,1.06993541
-5.56178089,2.34833490,0.00814261,0.10984930,0.49435642,0.34718078,0.31837169,0.82078628,0.01437469,1.09730906
-5.55577789,2.38566225,0.00800366,0.10753003,0.50088454,0.35596847,0.31943451,0.83202256,0.01463550,1.12255310
-5.54977489,2.42023055,0.00781697,0.10550441,0.50675117,0.36438873,0.32043199,0.84291452,0.01483100,1.14557250
-5.54377189,2.45172659,0.00758532,0.10371472,0.51190119,0.37242903,0.32129990,0.85327189,0.01495854,1.16632270
-5.53776888,2.47990248,0.00731248,0.10210674,0.51629695,0.38008433,0.32198211,0.86291147,0.01501753,1.18480524
-5.53176588,2.50457616,0.00700304,0.10063132,0.51991758,0.38735482,0.32243157,0.87166265,0.01500943,1.20106170
-5.52576288,2.52562936,0.00666227,0.09924561,0.52275754,0.39424354,0.32261109,0.87937243,0.01493767,1.21516614
-5.51975988,2.54300352,0.00629594,0.09791382,0.52482467,0.40075396,0.32249373,0.88590983,0.01480750,1.22721663
-5.51375688,2.55669403,0.00591009,0.09660778,0.52613765,0.40688765,0.32206296,0.89116949,0.01462573,1.23732630
-5.50775388,2.56674314,0.00551088,0.09530709,0.52672333,0.41264224,0.32131249,0.89507442,0.01440053,1.24561436
-5.50175088,2.57323224,0.00510437,0.09399907,0.52661381,0.41800967,0.32024595,0.89757779,0.01414098,1.25219761
-5.49574787,2.57627393,0.00469640,0.09267856,0.52584373,0.42297500,0.31887628,0.89866379,0.01385682,1.25718285
-5.48974487,2.57600431,0.00429241,0.09134751,0.52444761,0.42751569,0.31722498,0.89834752,0.01355796,1.26066057
-5.48374187,2.57257605,0.00389731,0.09001456,0.52245770,0.43160148,0.31532132,0.89667410,0.01325414,1.26270009
-5.47773887,2.56615246,0.00351544,0.08869460,0.51990211,0.43519486,0.31320131,0.89371685,0.01295453,1.26334654
-5.47173587,2.55690295,0.00315045,0.08740836,0.51680357,0.43825211,0.31090687,0.88957498,0.01266740,1.26261951
-5.46573287,2.54499992,0.00280530,0.08618205,0.51317866,0.44072482,0.30848489,0.88437062,0.01239981,1.26051352
-5.45972986,2.53061738,0.00248224,0.08504718,0.50903763,0.44256193,0.30598649,0.87824564,0.01215737,1.25700022
-5.45372686,2.51393106,0.00218282,0.08404040,0.50438472,0.44371199,0.30346647,0.87135816,0.01194408,1.25203199
-5.44772386,2.49512013,0.00190796,0.08320363,0.49921904,0.44412570,0.30098298,0.86387909,0.01176224,1.24554688
-5.44172086,2.47437035,0.00165798,0.08258422,0.49353578,0.44375863,0.29859749,0.85598885,0.01161241,1.23747447
-5.43571786,2.45187828,0.00143265,0.08223526,0.48732790,0.44257381,0.29637505,0.84787424,0.01149351,1.22774250
-5.42971486,2.42785660,0.00123134,0.08221612,0.48058805,0.44054431,0.29438495,0.83972574,0.01140293,1.21628377
-5.42371186,2.40253996,0.00105299,0.08259293,0.47331064,0.43765557,0.29270161,0.83173528,0.01133673,1.20304325
-5.41770885,2.37619131,0.00089631,0.08343925,0.46549412,0.43390745,0.29140575,0.82409441,0.01128990,1.18798488
-5.41170585,2.34910816,0.00075975,0.08483667,0.45714322,0.42931597,0.29058579,0.81699306,0.01125662,1.17109807
-5.40570285,2.32162859,0.00064166,0.08687543,0.44827115,0.42391459,0.29033926,0.81061864,0.01123060,1.15240342
-5.39969985,2.29413667,0.00054030,0.08965488,0.43890164,0.41775514,0.29077423,0.80515566,0.01120538,1.13195773
-5.39369685,2.26706688,0.00045391,0.09328384,0.42907078,0.41090822,0.29201052,0.80078565,0.01117461,1.10985797
-5.38769385,2.24090727,0.00038079,0.09788066,0.41882857,0.40346325,0.29418055,0.79768724,0.01113237,1.08624416
-5.38169085,2.21620103,0.00031926,0.10357300,0.40824012,0.39552801,0.29742977,0.79603644,0.01107339,1.06130111
-5.37568784,2.19354623,0.00026780,0.11049724,0.39738638,0.38722770,0.30191636,0.79600687,0.01099325,1.03525881
-5.36968484,2.17359333,0.00022497,0.11879738,0.38636445,0.37870361,0.30781018,0.79776983,0.01088855,1.00839155
-5.36368184,2.15704038,0.00018946,0.12862350,0.37528729,0.37011134,0.31529087,0.80149419,0.01075695,0.98101560
-5.35767884,2.14462554,0.00016013,0.14012957,0.36428291,0.36161849,0.32454490,0.80734580,0.01059728,0.95348548
-5.35167584,2.13711696,0.00013595,0.15347067,0.35349288,0.35340197,0.33576177,0.81548650,0.01040942,0.92618876
-5.34567284,2.13529967,0.00011603,0.16879960,0.34307026,0.34564487,0.34912906,0.82607254,0.01019433,0.89953939
-5.33966983,2.13995970,0.00009962,0.18626286,0.33317687,0.33853282,0.36482675,0.83925231,0.00995385,0.87396967
-5.33366683,2.15186536,0.00008609,0.20599596,0.32397992,0.33225002,0.38302056,0.85516343,0.00969063,0.84992077
-5.32766383,2.17174594,0.00007488,0.22811824,0.31564807,0.32697483,0.40385474,0.87392899,0.00940791,0.82783216
-5.32166083,2.20026803,0.00006558,0.25272723,0.30834697,0.32287507,0.42744446,0.89565314,0.00910936,0.80812992
-5.31565783,2.23801012,0.00005781,0.27989269,0.30223439,0.32010314,0.45386787,0.92041586,0.00879889,0.79121435
-5.30965483,2.28543579,0.00005130,0.30965042,0.29745508,0.31879094,0.48315838,0.94826710,0.00848050,0.77744707
-5.30365183,2.34286647,0.00004582,0.34199618,0.29413540,0.31904494,0.51529724,0.97922030,0.00815811,0.76713812
-5.29764882,2.41045461,0.00004118,0.37687980,0.29237813,0.32094135,0.55020689,1.01324557,0.00783541,0.76053347
-5.29164582,2.48815813,0.00003726,0.41419979,0.29225738,0.32452180,0.58774526,1.05026259,0.00751575,0.75780333
-5.28564282,2.57571748,0.00003395,0.45379879,0.29381407,0.32978952,0.62770155,1.09013364,0.00720208,0.75903190
-5.27963982,2.67263634,0.00003115,0.49545999,0.29705196,0.33670638,0.66979351,1.13265701,0.00689689,0.76420909
-5.27363682,2.77816722,0.00002881,0.53890486,0.30193466,0.34519095,0.71366669,1.17756116,0.00660214,0.77322449
-5.26763382,2.89130314,0.00002687,0.58379252,0.30838364,0.35511770,0.75889588,1.22450010,0.00631931,0.78586425
-5.26163082,3.01077634,0.00002529,0.62972084,0.31627749,0.36631754,0.80498865,1.27305036,0.00604938,0.80181115
-5.25562781,3.13506507,0.00002403,0.67622952,0.32545258,0.37857980,0.85139146,1.32271004,0.00579287,0.82064796
-5.24962481,3.26240895,0.00002306,0.72280524,0.33570504,0.39165567,0.89749792,1.37290024,0.00554991,0.84186436
-5.24362181,3.39083331,0.00002235,0.76888894,0.34679434,0.40526308,0.94265944,1.42296933,0.00532024,0.86486734
-5.23761881,3.51818244,0.00002187,0.81388517,0.35844813,0.41909295,0.98619789,1.47220022,0.00510332,0.88899483
-5.23161581,3.64216148,0.00002158,0.85717334,0.37036851,0.43281665,1.02742009,1.51982078,0.00489835,0.91353215
-5.22561281,3.76038583,0.00002146,0.89812064,0.38223930,0.44609446,1.06563365,1.56501737,0.00470436,0.93773098
-5.21960980,3.87043720,0.00002148,0.93609640,0.39373435,0.45858476,1.10016380,1.60695136,0.00452022,0.96083004
-5.21360680,3.96992435,0.00002160,0.97048725,0.40452634,0.46995360,1.13037062,1.64477816,0.00434474,0.98207674
-5.20760380,4.05654672,0.00002179,1.00071289,0.41429595,0.47988435,1.15566610,1.67766843,0.00417669,1.00074915
-5.20160080,4.12815873,0.00002202,1.02624161,0.42274105,0.48808708,1.17553048,1.70483054,0.00401483,1.01617736
-5.19559780,4.18283221,0.00002227,1.04660525,0.42958538,0.49430718,1.18952711,1.72553370,0.00385795,1.02776330
-5.18959480,4.21891466,0.00002250,1.06141286,0.43458662,0.49833304,1.19731548,1.73913066,0.00370494,1.03499850
-5.18359180,4.23508095,0.00002269,1.07036256,0.43754336,0.50000244,1.19866164,1.74507917,0.00355476,1.03747883
-5.17758879,4.23037607,0.00002282,1.07325110,0.43830081,0.49920726,1.19344578,1.74296113,0.00340648,1.03491583
-5.17158579,4.20424737,0.00002287,1.06998074,0.43675492,0.49589656,1.18166651,1.73249856,0.00325934,1.02714414
-5.16558279,4.15656446,0.00002282,1.06056300,0.43285491,0.49007768,1.16344166,1.71356562,0.00311271,1.01412474
-5.15957979,4.08762610,0.00002266,1.04511923,0.42660394,0.48181550,1.13900558,1.68619599,0.00296612,0.99594406
-5.15357679,3.99815345,0.00002239,1.02387789,0.41805811,0.47122976,1.10870295,1.65058525,0.00281929,0.97280883
-5.14757379,3.88927002,0.00002199,0.99716858,0.40732369,0.45849071,1.07297935,1.60708787,0.00267209,0.94503727
-5.14157079,3.76246888,0.00002148,0.96541310,0.39455286,0.44381309,1.03236896,1.55620913,0.00252457,0.91304667
-5.13556778,3.61956865,0.00002085,0.92911384,0.37993812,0.42744891,0.98747985,1.49859199,0.00237693,0.87733830
-5.12956478,3.46265990,0.00002011,0.88883999,0.36370554,0.40967911,0.93897748,1.43499950,0.00222954,0.83848004
-5.12356178,3.29404421,0.00001928,0.84521206,0.34610728,0.39080462,0.88756690,1.36629354,0.00208287,0.79708758
-5.11755878,3.11616832,0.00001835,0.79888544,0.32741366,0.37113703,0.83397458,1.29341074,0.00193752,0.75380496
-5.11155578,2.93155602,0.00001735,0.75053339,0.30790501,0.35098933,0.77893021,1.21733645,0.00179415,0.70928516
-5.10555278,2.74274034,0.00001630,0.70083037,0.28786370,0.33066700,0.72314945,1.13907807,0.00165348,0.66417147
-5.09954977,2.55219860,0.00001521,0.65043607,0.26756668,0.31045977,0.66731792,1.05963857,0.00151626,0.61908037
-5.09354677,2.36229268,0.00001409,0.59998082,0.24727865,0.29063432,0.61207719,0.97999133,0.00138325,0.57458634
-5.08754377,2.17521635,0.00001296,0.55005271,0.22724614,0.27142826,0.55801286,0.90105720,0.00125515,0.53120918
-5.08154077,1.99295134,0.00001184,0.50118692,0.20769272,0.25304535,0.50564537,0.82368454,0.00113263,0.48940404
-5.07553777,1.81723320,0.00001074,0.45385731,0.18881532,0.23565225,0.45542329,0.74863279,0.00101627,0.44955449
-5.06953477,1.64952758,0.00000968,0.40847055,0.17078175,0.21937678,0.40771949,0.67656005,0.00090656,0.41196854
-5.06353177,1.49101715,0.00000866,0.36536271,0.15372949,0.20430767,0.36282986,0.60801477,0.00080389,0.37687761
-5.05752876,1.34259869,0.00000769,0.32479825,0.13776553,0.19049572,0.32097444,0.54343159,0.00070852,0.34443832
-5.05152576,1.20488972,0.00000678,0.28697123,0.12296729,0.17795629,0.28230081,0.48313120,0.00062062,0.31473668
-5.04552276,1.07824369,0.00000594,0.25200845,0.10938446,0.16667291,0.24688925,0.42732371,0.00054021,0.28779449
-5.03951976,0.96277214,0.00000516,0.21997422,0.09704155,0.15660175,0.21475937,0.37611525,0.00046724,0.26357738
-5.03351676,0.85837261,0.00000446,0.19087648,0.08594102,0.14767687,0.18587779,0.32951713,0.00040152,0.24200415
-5.02751376,0.76476041,0.00000382,0.16467374,0.07606681,0.13981579,0.16016655,0.28745690,0.00034281,0.22295686
-5.02151076,0.68150286,0.00000325,0.14128266,0.06738805,0.13292535,0.13751169,0.24979083,0.00029076,0.20629127
-5.01550775,0.60805428,0.00000275,0.12058587,0.05986281,0.12690744,0.11777184,0.21631702,0.00024498,0.19184713
-5.00950475,0.54379028,0.00000231,0.10243961,0.05344173,0.12166438,0.10078640,0.18678871,0.00020504,0.17945796
-5.00350175,0.48804022,0.00000193,0.08668115,0.04807142,0.11710393,0.08638307,0.16092713,0.00017048,0.16895992
-4.99749875,0.44011666,0.00000160,0.07313555,0.04369747,0.11314346,0.07438456,0.13843365,0.00014080,0.16019954
-4.99149575,0.39934105,0.00000132,0.06162174,0.04026696,0.10971338,0.06461435,0.11900071,0.00011552,0.15304003
-4.98549275,0.36506506,0.00000109,0.05195775,0.03773053,0.10675969,0.05690128,0.10232139,0.00009418,0.14736603
-4.97948974,0.33668728,0.00000090,0.04396507,0.03604387,0.10424544,0.05108317,0.08809757,0.00007632,0.14308676
-4.97348674,0.31366514,0.00000075,0.03747205,0.03516859,0.10215129,0.04700925,0.07604635,0.00006152,0.14013746
-4.96748374,0.29552220,0.00000063,0.03231646,0.03507260,0.10047513,0.04454156,0.06590510,0.00004938,0.13847930
-4.96148074,0.28185113,0.00000055,0.02834720,0.03572998,0.09923074,0.04355546,0.05743492,0.00003955,0.13809773
-4.95547774,0.27231277,0.00000050,0.02542522,0.03712026,0.09844577,0.04393919,0.05042287,0.00003174,0.13899959
-4.94947474,0.26663191,0.00000049,0.02342386,0.03922744,0.09815898,0.04559282,0.04468303,0.00002566,0.14120904
-4.94347174,0.26459031,0.00000052,0.02222860,0.04203853,0.09841702,0.04842654,0.04005661,0.00002113,0.14476260
-4.93746873,0.26601780,0.00000059,0.02173638,0.04554199,0.09927094,0.05235863,0.03641131,0.00001796,0.14970365
-4.93146573,0.27078207,0.00000072,0.02185463,0.04972586,0.10077245,0.05731312,0.03364021,0.00001606,0.15607648
-4.92546273,0.27877784,0.00000091,0.02250010,0.05457595,0.10297022,0.06321735,0.03166023,0.00001537,0.16392033
-4.91945973,0.28991612,0.00000118,0.02359758,0.06007400,0.10590646,0.06999960,0.03041053,0.00001589,0.17326372
-4.91345673,0.30411412,0.00000154,0.02507863,0.06619602,0.10961370,0.07758695,0.02985082,0.00001768,0.18411908
-4.90745373,0.32128638,0.00000202,0.02688035,0.07291079,0.11411219,0.08590334,0.02995977,0.00002087,0.19647830
-4.90145073,0.34133750,0.00000266,0.02894433,0.08017877,0.11940780,0.09486821,0.03073371,0.00002564,0.21030909
-4.89544772,0.36415685,0.00000349,0.03121578,0.08795132,0.12549067,0.10439550,0.03218551,0.00003228,0.22555249
-4.88944472,0.38961551,0.00000455,0.03364283,0.09617037,0.13233458,0.11439336,0.03434370,0.00004111,0.24212163
-4.88344172,0.41756543,0.00000589,0.03617610,0.10476861,0.13989714,0.12476434,0.03725197,0.00005256,0.25990189
-4.87743872,0.44784100,0.00000758,0.03876853,0.11367015,0.14812074,0.13540628,0.04096873,0.00006716,0.27875232
-4.87143572,0.48026269,0.00000970,0.04137542,0.12279174,0.15693422,0.14621376,0.04556697,0.00008550,0.29850854
-4.86543272,0.51464266,0.00001231,0.04395463,0.13204440,0.16625529,0.15708004,0.05113402,0.00010830,0.31898679
-4.85942971,0.55079191,0.00001552,0.04646704,0.14133558,0.17599352,0.16789956,0.05777126,0.00013635,0.33998924
-4.85342671,0.58852849,0.00001943,0.04887706,0.15057159,0.18605371,0.17857060,0.06559364,0.00017054,0.36131020
-4.84742371,0.62768633,0.00002414,0.05115329,0.15966042,0.19633971,0.18899833,0.07472870,0.00021184,0.38274293
-4.84142071,0.66812399,0.00002978,0.05326913,0.16851459,0.20675825,0.19909775,0.08531515,0.00026131,0.40408702
-4.83541771,0.70973261,0.00003648,0.05520350,0.17705413,0.21722285,0.20879659,0.09750061,0.00032005,0.42515573
-4.82941471,0.75244272,0.00004437,0.05694131,0.18520942,0.22765743,0.21803792,0.11143865,0.00038920,0.44578312
-4.82341171,0.79622889,0.00005357,0.05847397,0.19292379,0.23799952,0.22678229,0.12728474,0.00046992,0.46583049
-4.81740870,0.84111201,0.00006422,0.05979963,0.20015568,0.24820293,0.23500925,0.14519134,0.00056331,0.48519194
-4.81140570,0.88715857,0.00007644,0.06092329,0.20688037,0.25823970,0.24271820,0.16530190,0.00067042,0.50379861
-4.80540270,0.93447681,0.00009032,0.06185665,0.21309102,0.26810111,0.24992836,0.18774394,0.00079218,0.52162137
-4.79939970,0.98320937,0.00010595,0.06261773,0.21879898,0.27779789,0.25667788,0.21262136,0.00092932,0.53867180
-4.79339670,1.03352282,0.00012341,0.06323025,0.22403338,0.28735934,0.26302208,0.24000615,0.00108238,0.55500128
-4.78739370,1.08559417,0.00014270,0.06372284,0.22883994,0.29683156,0.26903079,0.26992979,0.00125160,0.57069820
-4.78139070,1.13959489,0.00016382,0.06412797,0.23327895,0.30627475,0.27478493,0.30237481,0.00143688,0.58588334
-4.77538769,1.19567313,0.00018673,0.06448075,0.23742262,0.31575972,0.28037247,0.33726675,0.00163775,0.60070361
-4.76938469,1.25393513,0.00021130,0.06481762,0.24135184,0.32536374,0.28588382,0.37446718,0.00185329,0.61532436
-4.76338169,1.31442661,0.00023739,0.06517494,0.24515239,0.33516592,0.29140707,0.41376811,0.00208214,0.62992059
-4.75737869,1.37711531,0.00026479,0.06558755,0.24891099,0.34524239,0.29702304,0.45488837,0.00232246,0.64466756
-4.75137569,1.44187585,0.00029323,0.06608742,0.25271108,0.35566145,0.30280064,0.49747235,0.00257191,0.65973109
-4.74537269,1.50847768,0.00032239,0.06670233,0.25662883,0.36647886,0.30879250,0.54109142,0.00282771,0.67525810
-4.73936968,1.57657729,0.00035191,0.06745471,0.26072931,0.37773369,0.31503138,0.58524835,0.00308663,0.69136786
-4.73336668,1.64571516,0.00038137,0.06836070,0.26506311,0.38944475,0.32152731,0.62938485,0.00334508,0.70814425
-4.72736368,1.71531801,0.00041033,0.06942942,0.26966365,0.40160776,0.32826571,0.67289214,0.00359916,0.72562950
-4.72136068,1.78470655,0.00043832,0.07066249,0.27454511,0.41419352,0.33520661,0.71512439,0.00384476,0.74381964
-4.71535768,1.85310853,0.00046485,0.07205388,0.27970125,0.42714706,0.34228498,0.75541470,0.00407767,0.76266185
-4.70935468,1.91967670,0.00048945,0.07358992,0.28510506,0.44038769,0.34941219,0.79309309,0.00429370,0.78205379
-4.70335168,1.98351099,0.00051165,0.07524977,0.29070930,0.45381018,0.35647847,0.82750573,0.00448880,0.80184490
-4.69734867,2.04368397,0.00053102,0.07700600,0.29644789,0.46728671,0.36335632,0.85803490,0.00465919,0.82183964
-4.69134567,2.09926838,0.00054717,0.07882549,0.30223802,0.48066969,0.36990471,0.88411855,0.00480151,0.84180233
-4.68534267,2.14936568,0.00055976,0.08067052,0.30798302,0.49379525,0.37597380,0.90526880,0.00491292,0.86146355
-4.67933967,2.19313419,0.00056852,0.08249999,0.31357566,0.50648719,0.38141008,0.92108852,0.00499119,0.88052761
-4.67333667,2.22981564,0.00057328,0.08427086,0.31890195,0.51856138,0.38606153,0.93128520,0.00503481,0.89868097
-4.66733367,2.25875916,0.00057393,0.08593956,0.32384514,0.52983035,0.38978285,0.93568152,0.00504308,0.91560111
-4.66133067,2.27944171,0.00057045,0.08746350,0.32828993,0.54010796,0.39244025,0.93422209,0.00501608,0.93096573
-4.65532766,2.29148425,0.00056293,0.08880255,0.33212653,0.54921410,0.39391587,0.92697618,0.00495478,0.94446183
-4.64932466,2.29466338,0.00055153,0.08992054,0.33525470,0.55697928,0.39411157,0.91413632,0.00486095,0.95579457
-4.64332166,2.28891817,0.00053648,0.09078656,0.33758751,0.56324897,0.39295202,0.89601287,0.00473716,0.96469561
