energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Pb_p_up,Pb_p_down,Pb_d_up,Pb_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.83791896,1.78940111,-1.78940111,0.73443003,-0.73443003,0.35289341,-0.35289341,0.07254627,-0.07254627,0.00121471,-0.00121471,1.21676924,-1.21676923,0.00000000,-0.00000000
-5.83191596,1.71871148,-1.71871147,0.70330236,-0.70330236,0.33787456,-0.33787456,0.06764888,-0.06764888,0.00116216,-0.00116216,1.17138817,-1.17138817,0.00000000,-0.00000000
-5.82591296,1.64120799,-1.64120798,0.66968323,-0.66968323,0.32155925,-0.32155925,0.06287510,-0.06287510,0.00110492,-0.00110492,1.12100110,-1.12100109,0.00000000,-0.00000000
-5.81990995,1.55792685,-1.55792684,0.63398641,-0.63398641,0.30417609,-0.30417609,0.05823099,-0.05823099,0.00104390,-0.00104390,1.06631904,-1.06631903,0.00000000,-0.00000000
-5.81390695,1.46999701,-1.46999700,0.59666090,-0.59666090,0.28596865,-0.28596865,0.05372438,-0.05372438,0.00098005,-0.00098005,1.00812124,-1.00812123,0.00000000,-0.00000000
-5.80790395,1.37860739,-1.37860738,0.55817794,-0.55817794,0.26718864,-0.26718864,0.04936467,-0.04936467,0.00091432,-0.00091432,0.94723242,-0.94723241,0.00000000,-0.00000000
-5.80190095,1.28497337,-1.28497336,0.51901773,-0.51901772,0.24808901,-0.24808900,0.04516250,-0.04516250,0.00084765,-0.00084765,0.88449933,-0.88449933,0.00000000,-0.00000000
-5.79589795,1.19030370,-1.19030369,0.47965625,-0.47965625,0.22891743,-0.22891743,0.04112926,-0.04112926,0.00078093,-0.00078093,0.82076769,-0.82076768,0.00000000,-0.00000000
-5.78989495,1.09576949,-1.09576948,0.44055295,-0.44055295,0.20991027,-0.20991027,0.03727651,-0.03727651,0.00071496,-0.00071496,0.75686029,-0.75686028,0.00000000,-0.00000000
-5.78389195,1.00247614,-1.00247613,0.40213955,-0.40213955,0.19128737,-0.19128737,0.03361543,-0.03361543,0.00065051,-0.00065051,0.69355729,-0.69355728,0.00000000,-0.00000000
-5.77788894,0.91143944,-0.91143943,0.36481060,-0.36481060,0.17324765,-0.17324765,0.03015617,-0.03015617,0.00058822,-0.00058822,0.63157917,-0.63157916,0.00000000,-0.00000000
-5.77188594,0.82356633,-0.82356633,0.32891592,-0.32891592,0.15596591,-0.15596591,0.02690739,-0.02690739,0.00052864,-0.00052864,0.57157291,-0.57157290,0.00000000,-0.00000000
-5.76588294,0.73964080,-0.73964079,0.29475513,-0.29475512,0.13959056,-0.13959056,0.02387579,-0.02387579,0.00047224,-0.00047224,0.51410171,-0.51410171,0.00000000,-0.00000000
-5.75987994,0.66031503,-0.66031503,0.26257430,-0.26257430,0.12424250,-0.12424250,0.02106580,-0.02106580,0.00041937,-0.00041937,0.45963832,-0.45963832,0.00000000,-0.00000000
-5.75387694,0.58610570,-0.58610569,0.23256476,-0.23256476,0.11001500,-0.11001500,0.01847940,-0.01847940,0.00037028,-0.00037028,0.40856188,-0.40856188,0.00000000,-0.00000000
-5.74787394,0.51739495,-0.51739494,0.20486368,-0.20486368,0.09697447,-0.09697447,0.01611606,-0.01611606,0.00032514,-0.00032514,0.36115811,-0.36115810,0.00000000,-0.00000000
-5.74187094,0.45443565,-0.45443564,0.17955647,-0.17955647,0.08516203,-0.08516203,0.01397278,-0.01397278,0.00028402,-0.00028402,0.31762240,-0.31762240,0.00000000,-0.00000000
-5.73586793,0.39736008,-0.39736008,0.15668049,-0.15668049,0.07459561,-0.07459561,0.01204433,-0.01204433,0.00024694,-0.00024694,0.27806544,-0.27806544,0.00000000,-0.00000000
-5.72986493,0.34619143,-0.34619142,0.13622981,-0.13622981,0.06527260,-0.06527260,0.01032348,-0.01032348,0.00021382,-0.00021382,0.24252070,-0.24252070,0.00000000,-0.00000000
-5.72386193,0.30085709,-0.30085709,0.11816073,-0.11816073,0.05717270,-0.05717270,0.00880138,-0.00880138,0.00018456,-0.00018456,0.21095341,-0.21095340,0.00000000,-0.00000000
-5.71785893,0.26120329,-0.26120328,0.10239767,-0.10239767,0.05026084,-0.05026084,0.00746798,-0.00746798,0.00015900,-0.00015900,0.18327032,-0.18327032,0.00000000,-0.00000000
-5.71185593,0.22700989,-0.22700989,0.08883918,-0.08883918,0.04449018,-0.04449018,0.00631251,-0.00631251,0.00013695,-0.00013695,0.15932987,-0.15932987,0.00000000,-0.00000000
-5.70585293,0.19800518,-0.19800517,0.07736373,-0.07736373,0.03980486,-0.03980486,0.00532390,-0.00532390,0.00011819,-0.00011819,0.13895218,-0.13895218,0.00000000,-0.00000000
-5.69984992,0.17387969,-0.17387969,0.06783517,-0.06783517,0.03614256,-0.03614256,0.00449134,-0.00449134,0.00010250,-0.00010250,0.12192863,-0.12192863,0.00000000,-0.00000000
-5.69384692,0.15429903,-0.15429903,0.06010760,-0.06010760,0.03343670,-0.03343670,0.00380467,-0.00380467,0.00008966,-0.00008966,0.10803060,-0.10803060,0.00000000,-0.00000000
-5.68784392,0.13891509,-0.13891509,0.05402967,-0.05402967,0.03161839,-0.03161839,0.00325488,-0.00325488,0.00007943,-0.00007943,0.09701726,-0.09701726,0.00000000,-0.00000000
-5.68184092,0.12737581,-0.12737581,0.04944809,-0.04944809,0.03061797,-0.03061797,0.00283446,-0.00283446,0.00007159,-0.00007159,0.08864234,-0.08864234,0.00000000,-0.00000000
-5.67583792,0.11933320,-0.11933320,0.04621054,-0.04621054,0.03036624,-0.03036625,0.00253784,-0.00253784,0.00006595,-0.00006595,0.08265966,-0.08265966,0.00000000,-0.00000000
-5.66983492,0.11444985,-0.11444985,0.04416786,-0.04416786,0.03079546,-0.03079546,0.00236165,-0.00236165,0.00006231,-0.00006231,0.07882764,-0.07882764,0.00000000,-0.00000000
-5.66383192,0.11240396,-0.11240396,0.04317571,-0.04317571,0.03183999,-0.03183999,0.00230500,-0.00230500,0.00006051,-0.00006051,0.07691287,-0.07691287,0.00000000,-0.00000000
-5.65782891,0.11289312,-0.11289312,0.04309568,-0.04309568,0.03343691,-0.03343691,0.00236971,-0.00236971,0.00006040,-0.00006040,0.07669265,-0.07669265,0.00000000,-0.00000000
-5.65182591,0.11563698,-0.11563698,0.04379604,-0.04379604,0.03552636,-0.03552636,0.00256044,-0.00256044,0.00006187,-0.00006187,0.07795695,-0.07795695,0.00000000,-0.00000000
-5.64582291,0.12037909,-0.12037909,0.04515225,-0.04515225,0.03805187,-0.03805187,0.00288478,-0.00288478,0.00006481,-0.00006481,0.08050971,-0.08050971,0.00000000,-0.00000000
-5.63981991,0.12688801,-0.12688801,0.04704719,-0.04704719,0.04096068,-0.04096068,0.00335321,-0.00335321,0.00006916,-0.00006916,0.08416971,-0.08416971,0.00000000,-0.00000000
-5.63381691,0.13495792,-0.13495792,0.04937135,-0.04937135,0.04420399,-0.04420399,0.00397903,-0.00397903,0.00007486,-0.00007486,0.08877116,-0.08877116,0.00000000,-0.00000000
-5.62781391,0.14440871,-0.14440872,0.05202301,-0.05202301,0.04773720,-0.04773720,0.00477818,-0.00477818,0.00008191,-0.00008191,0.09416398,-0.09416398,0.00000000,-0.00000000
-5.62181091,0.15508581,-0.15508582,0.05490835,-0.05490835,0.05152022,-0.05152022,0.00576890,-0.00576890,0.00009029,-0.00009029,0.10021399,-0.10021399,0.00000000,-0.00000000
-5.61580790,0.16685949,-0.16685949,0.05794166,-0.05794166,0.05551767,-0.05551767,0.00697129,-0.00697129,0.00010003,-0.00010003,0.10680290,-0.10680290,0.00000000,-0.00000000
-5.60980490,0.17962383,-0.17962384,0.06104555,-0.06104555,0.05969908,-0.05969908,0.00840680,-0.00840680,0.00011117,-0.00011117,0.11382817,-0.11382817,0.00000000,-0.00000000
-5.60380190,0.19329520,-0.19329521,0.06415121,-0.06415122,0.06403896,-0.06403896,0.01009750,-0.01009750,0.00012376,-0.00012376,0.12120264,-0.12120264,0.00000000,-0.00000000
-5.59779890,0.20781012,-0.20781012,0.06719861,-0.06719861,0.06851672,-0.06851672,0.01206525,-0.01206525,0.00013785,-0.00013785,0.12885399,-0.12885399,0.00000000,-0.00000000
-5.59179590,0.22312251,-0.22312251,0.07013666,-0.07013666,0.07311646,-0.07311646,0.01433077,-0.01433077,0.00015352,-0.00015352,0.13672377,-0.13672377,0.00000000,-0.00000000
-5.58579290,0.23920021,-0.23920021,0.07292328,-0.07292328,0.07782641,-0.07782641,0.01691254,-0.01691254,0.00017081,-0.00017081,0.14476622,-0.14476622,0.00000000,-0.00000000
-5.57978989,0.25602077,-0.25602077,0.07552528,-0.07552528,0.08263827,-0.08263827,0.01982569,-0.01982569,0.00018980,-0.00018980,0.15294657,-0.15294657,0.00000000,-0.00000000
-5.57378689,0.27356653,-0.27356653,0.07791811,-0.07791811,0.08754618,-0.08754618,0.02308078,-0.02308079,0.00021052,-0.00021052,0.16123896,-0.16123896,0.00000000,-0.00000000
-5.56778389,0.29181909,-0.29181910,0.08008533,-0.08008533,0.09254552,-0.09254552,0.02668261,-0.02668261,0.00023298,-0.00023298,0.16962399,-0.16962399,0.00000000,-0.00000000
-5.56178089,0.31075336,-0.31075337,0.08201789,-0.08201789,0.09763142,-0.09763142,0.03062903,-0.03062903,0.00025717,-0.00025717,0.17808589,-0.17808589,0.00000000,-0.00000000
-5.55577789,0.33033139,-0.33033140,0.08371323,-0.08371323,0.10279725,-0.10279725,0.03490989,-0.03490989,0.00028303,-0.00028303,0.18660945,-0.18660946,0.00000000,-0.00000000
-5.54977489,0.35049631,-0.35049631,0.08517412,-0.08517412,0.10803292,-0.10803292,0.03950616,-0.03950616,0.00031047,-0.00031047,0.19517687,-0.19517688,0.00000000,-0.00000000
-5.54377189,0.37116673,-0.37116673,0.08640746,-0.08640746,0.11332331,-0.11332331,0.04438928,-0.04438929,0.00033934,-0.00033934,0.20376461,-0.20376461,0.00000000,-0.00000000
-5.53776888,0.39223199,-0.39223199,0.08742288,-0.08742288,0.11864685,-0.11864685,0.04952077,-0.04952077,0.00036943,-0.00036943,0.21234054,-0.21234054,0.00000000,-0.00000000
-5.53176588,0.41354862,-0.41354862,0.08823148,-0.08823148,0.12397429,-0.12397429,0.05485221,-0.05485221,0.00040048,-0.00040048,0.22086150,-0.22086150,0.00000000,-0.00000000
-5.52576288,0.43493838,-0.43493839,0.08884452,-0.08884452,0.12926798,-0.12926798,0.06032564,-0.06032565,0.00043218,-0.00043218,0.22927157,-0.22927157,0.00000000,-0.00000000
-5.51975988,0.45618825,-0.45618825,0.08927235,-0.08927235,0.13448150,-0.13448150,0.06587437,-0.06587437,0.00046414,-0.00046414,0.23750104,-0.23750104,0.00000000,-0.00000000
-5.51375688,0.47705245,-0.47705246,0.08952346,-0.08952346,0.13956000,-0.13956000,0.07142417,-0.07142417,0.00049596,-0.00049596,0.24546650,-0.24546650,0.00000000,-0.00000000
-5.50775388,0.49725681,-0.49725682,0.08960397,-0.08960397,0.14444099,-0.14444100,0.07689498,-0.07689498,0.00052715,-0.00052715,0.25307182,-0.25307183,0.00000000,-0.00000000
-5.50175088,0.51650528,-0.51650528,0.08951725,-0.08951726,0.14905592,-0.14905592,0.08220295,-0.08220296,0.00055723,-0.00055723,0.26021039,-0.26021039,0.00000000,-0.00000000
-5.49574787,0.53448855,-0.53448856,0.08926405,-0.08926405,0.15333221,-0.15333221,0.08726284,-0.08726284,0.00058568,-0.00058568,0.26676824,-0.26676824,0.00000000,-0.00000000
-5.48974487,0.55089454,-0.55089454,0.08884282,-0.08884283,0.15719592,-0.15719592,0.09199062,-0.09199062,0.00061197,-0.00061197,0.27262822,-0.27262823,0.00000000,-0.00000000
-5.48374187,0.56542015,-0.56542015,0.08825052,-0.08825052,0.16057478,-0.16057478,0.09630635,-0.09630635,0.00063560,-0.00063560,0.27767494,-0.27767494,0.00000000,-0.00000000
-5.47773887,0.57778398,-0.57778398,0.08748349,-0.08748349,0.16340154,-0.16340154,0.10013696,-0.10013696,0.00065608,-0.00065608,0.28180015,-0.28180016,0.00000000,-0.00000000
-5.47173587,0.58773921,-0.58773922,0.08653869,-0.08653869,0.16561745,-0.16561745,0.10341908,-0.10341908,0.00067297,-0.00067297,0.28490855,-0.28490856,0.00000000,-0.00000000
-5.46573287,0.59508614,-0.59508614,0.08541499,-0.08541499,0.16717557,-0.16717557,0.10610157,-0.10610157,0.00068590,-0.00068590,0.28692336,-0.28692336,0.00000000,-0.00000000
-5.45972986,0.59968348,-0.59968348,0.08411446,-0.08411447,0.16804399,-0.16804399,0.10814778,-0.10814778,0.00069456,-0.00069456,0.28779159,-0.28779159,0.00000000,-0.00000000
-5.45372686,0.60145806,-0.60145806,0.08264366,-0.08264366,0.16820844,-0.16820844,0.10953738,-0.10953738,0.00069872,-0.00069872,0.28748865,-0.28748865,0.00000000,-0.00000000
-5.44772386,0.60041201,-0.60041201,0.08101471,-0.08101471,0.16767435,-0.16767435,0.11026759,-0.11026759,0.00069826,-0.00069826,0.28602181,-0.28602181,0.00000000,-0.00000000
-5.44172086,0.59662723,-0.59662723,0.07924618,-0.07924619,0.16646815,-0.16646815,0.11035389,-0.11035389,0.00069315,-0.00069315,0.28343259,-0.28343259,0.00000000,-0.00000000
-5.43571786,0.59026663,-0.59026663,0.07736366,-0.07736366,0.16463769,-0.16463769,0.10983002,-0.10983002,0.00068346,-0.00068346,0.27979750,-0.27979750,0.00000000,-0.00000000
-5.42971486,0.58157200,-0.58157200,0.07539995,-0.07539995,0.16225167,-0.16225167,0.10874736,-0.10874736,0.00066937,-0.00066937,0.27522744,-0.27522744,0.00000000,-0.00000000
-5.42371186,0.57085845,-0.57085845,0.07339496,-0.07339496,0.15939820,-0.15939820,0.10717363,-0.10717363,0.00065114,-0.00065114,0.26986530,-0.26986530,0.00000000,-0.00000000
-5.41770885,0.55850572,-0.55850572,0.07139513,-0.07139513,0.15618235,-0.15618235,0.10519105,-0.10519105,0.00062912,-0.00062912,0.26388218,-0.26388218,0.00000000,-0.00000000
-5.41170585,0.54494646,-0.54494646,0.06945261,-0.06945261,0.15272292,-0.15272292,0.10289392,-0.10289392,0.00060374,-0.00060374,0.25747208,-0.25747208,0.00000000,-0.00000000
-5.40570285,0.53065212,-0.53065212,0.06762401,-0.06762402,0.14914848,-0.14914848,0.10038583,-0.10038583,0.00057548,-0.00057548,0.25084547,-0.25084547,0.00000000,-0.00000000
-5.39969985,0.51611700,-0.51611700,0.06596903,-0.06596903,0.14559282,-0.14559282,0.09777656,-0.09777656,0.00054487,-0.00054487,0.24422184,-0.24422184,0.00000000,-0.00000000
-5.39369685,0.50184108,-0.50184107,0.06454874,-0.06454874,0.14219008,-0.14219008,0.09517883,-0.09517883,0.00051245,-0.00051245,0.23782175,-0.23782174,0.00000000,-0.00000000
-5.38769385,0.48831249,-0.48831249,0.06342396,-0.06342396,0.13906970,-0.13906970,0.09270501,-0.09270501,0.00047880,-0.00047880,0.23185844,-0.23185844,0.00000000,-0.00000000
-5.38169085,0.47599030,-0.47599030,0.06265343,-0.06265343,0.13635148,-0.13635148,0.09046394,-0.09046394,0.00044447,-0.00044447,0.22652977,-0.22652977,0.00000000,-0.00000000
-5.37568784,0.46528836,-0.46528836,0.06229221,-0.06229221,0.13414089,-0.13414089,0.08855800,-0.08855800,0.00040998,-0.00040998,0.22201038,-0.22201038,0.00000000,-0.00000000
-5.36968484,0.45656096,-0.45656096,0.06239012,-0.06239012,0.13252488,-0.13252488,0.08708053,-0.08708053,0.00037583,-0.00037583,0.21844491,-0.21844490,0.00000000,-0.00000000
-5.36368184,0.45009085,-0.45009085,0.06299045,-0.06299045,0.13156841,-0.13156841,0.08611364,-0.08611364,0.00034247,-0.00034247,0.21594210,-0.21594210,0.00000000,-0.00000000
-5.35767884,0.44608012,-0.44608012,0.06412888,-0.06412888,0.13131181,-0.13131181,0.08572659,-0.08572659,0.00031030,-0.00031030,0.21457048,-0.21457048,0.00000000,-0.00000000
-5.35167584,0.44464430,-0.44464430,0.06583280,-0.06583280,0.13176907,-0.13176907,0.08597464,-0.08597464,0.00027963,-0.00027963,0.21435552,-0.21435552,0.00000000,-0.00000000
-5.34567284,0.44580996,-0.44580996,0.06812083,-0.06812083,0.13292719,-0.13292719,0.08689852,-0.08689852,0.00025075,-0.00025075,0.21527849,-0.21527849,0.00000000,-0.00000000
-5.33966983,0.44951575,-0.44951575,0.07100274,-0.07100274,0.13474663,-0.13474663,0.08852436,-0.08852436,0.00022383,-0.00022383,0.21727713,-0.21727713,0.00000000,-0.00000000
-5.33366683,0.45561688,-0.45561688,0.07447964,-0.07447964,0.13716279,-0.13716279,0.09086420,-0.09086420,0.00019903,-0.00019903,0.22024802,-0.22024802,0.00000000,-0.00000000
-5.32766383,0.46389284,-0.46389284,0.07854439,-0.07854439,0.14008851,-0.14008851,0.09391681,-0.09391681,0.00017641,-0.00017641,0.22405059,-0.22405060,0.00000000,-0.00000000
-5.32166083,0.47405783,-0.47405784,0.08318231,-0.08318231,0.14341748,-0.14341748,0.09766902,-0.09766902,0.00015600,-0.00015600,0.22851271,-0.22851271,0.00000000,-0.00000000
-5.31565783,0.48577372,-0.48577372,0.08837197,-0.08837197,0.14702840,-0.14702840,0.10209717,-0.10209717,0.00013778,-0.00013778,0.23343735,-0.23343735,0.00000000,-0.00000000
-5.30965483,0.49866460,-0.49866460,0.09408610,-0.09408610,0.15078980,-0.15078980,0.10716883,-0.10716883,0.00012166,-0.00012166,0.23861042,-0.23861042,0.00000000,-0.00000000
-5.30365183,0.51233273,-0.51233273,0.10029255,-0.10029255,0.15456520,-0.15456520,0.11284454,-0.11284454,0.00010758,-0.00010758,0.24380914,-0.24380914,0.00000000,-0.00000000
-5.29764882,0.52637484,-0.52637485,0.10695521,-0.10695521,0.15821854,-0.15821855,0.11907957,-0.11907958,0.00009540,-0.00009540,0.24881082,-0.24881082,0.00000000,-0.00000000
-5.29164582,0.54039844,-0.54039844,0.11403487,-0.11403487,0.16161956,-0.16161956,0.12582564,-0.12582564,0.00008500,-0.00008500,0.25340156,-0.25340156,0.00000000,-0.00000000
-5.28564282,0.55403729,-0.55403729,0.12149000,-0.12149000,0.16464894,-0.16464894,0.13303240,-0.13303240,0.00007625,-0.00007625,0.25738463,-0.25738463,0.00000000,-0.00000000
-5.27963982,0.56696566,-0.56696567,0.12927742,-0.12927742,0.16720311,-0.16720311,0.14064885,-0.14064885,0.00006902,-0.00006902,0.26058813,-0.26058813,0.00000000,-0.00000000
-5.27363682,0.57891076,-0.57891076,0.13735286,-0.13735286,0.16919840,-0.16919840,0.14862453,-0.14862453,0.00006321,-0.00006321,0.26287176,-0.26287176,0.00000000,-0.00000000
-5.26763382,0.58966298,-0.58966298,0.14567144,-0.14567144,0.17057443,-0.17057443,0.15691055,-0.15691056,0.00005871,-0.00005871,0.26413225,-0.26413225,0.00000000,-0.00000000
-5.26163082,0.59908374,-0.59908374,0.15418809,-0.15418808,0.17129675,-0.17129675,0.16546044,-0.16546044,0.00005545,-0.00005545,0.26430753,-0.26430753,0.00000000,-0.00000000
-5.25562781,0.60711068,-0.60711068,0.16285798,-0.16285798,0.17135844,-0.17135844,0.17423087,-0.17423087,0.00005338,-0.00005338,0.26337938,-0.26337937,0.00000000,-0.00000000
-5.24962481,0.61376028,-0.61376028,0.17163701,-0.17163700,0.17078089,-0.17078089,0.18318240,-0.18318240,0.00005249,-0.00005249,0.26137443,-0.26137443,0.00000000,-0.00000000
-5.24362181,0.61912778,-0.61912778,0.18048233,-0.18048233,0.16961349,-0.16961349,0.19228004,-0.19228004,0.00005279,-0.00005279,0.25836381,-0.25836381,0.00000000,-0.00000000
-5.23761881,0.62338479,-0.62338479,0.18935307,-0.18935307,0.16793259,-0.16793259,0.20149393,-0.20149394,0.00005434,-0.00005434,0.25446118,-0.25446118,0.00000000,-0.00000000
-5.23161581,0.62677459,-0.62677459,0.19821117,-0.19821116,0.16583948,-0.16583948,0.21080006,-0.21080006,0.00005723,-0.00005723,0.24981953,-0.24981953,0.00000000,-0.00000000
-5.22561281,0.62960556,-0.62960556,0.20702235,-0.20702234,0.16345777,-0.16345777,0.22018088,-0.22018088,0.00006159,-0.00006159,0.24462685,-0.24462685,0.00000000,-0.00000000
-5.21960980,0.63224294,-0.63224294,0.21575730,-0.21575730,0.16093010,-0.16093010,0.22962613,-0.22962613,0.00006755,-0.00006755,0.23910077,-0.23910077,0.00000000,-0.00000000
-5.21360680,0.63509922,-0.63509922,0.22439290,-0.22439290,0.15841446,-0.15841446,0.23913345,-0.23913346,0.00007533,-0.00007533,0.23348259,-0.23348259,0.00000000,-0.00000000
-5.20760380,0.63862355,-0.63862355,0.23291343,-0.23291343,0.15608007,-0.15608007,0.24870901,-0.24870902,0.00008512,-0.00008512,0.22803073,-0.22803072,0.00000000,-0.00000000
-5.20160080,0.64329024,-0.64329024,0.24131175,-0.24131175,0.15410315,-0.15410315,0.25836787,-0.25836787,0.00009718,-0.00009718,0.22301392,-0.22301392,0.00000000,-0.00000000
-5.19559780,0.64958675,-0.64958675,0.24959024,-0.24959024,0.15266251,-0.15266251,0.26813407,-0.26813407,0.00011175,-0.00011175,0.21870433,-0.21870433,0.00000000,-0.00000000
-5.18959480,0.65800124,-0.65800124,0.25776147,-0.25776146,0.15193517,-0.15193517,0.27804030,-0.27804031,0.00012910,-0.00012910,0.21537074,-0.21537074,0.00000000,-0.00000000
-5.18359180,0.66900987,-0.66900987,0.26584834,-0.26584834,0.15209213,-0.15209213,0.28812708,-0.28812708,0.00014951,-0.00014951,0.21327199,-0.21327199,0.00000000,-0.00000000
-5.17758879,0.68306392,-0.68306392,0.27388380,-0.27388380,0.15329413,-0.15329413,0.29844125,-0.29844125,0.00017321,-0.00017321,0.21265066,-0.21265066,0.00000000,-0.00000000
-5.17158579,0.70057697,-0.70057697,0.28190977,-0.28190977,0.15568780,-0.15568780,0.30903392,-0.30903393,0.00020046,-0.00020046,0.21372734,-0.21372734,0.00000000,-0.00000000
-5.16558279,0.72191213,-0.72191213,0.28997556,-0.28997555,0.15940190,-0.15940190,0.31995767,-0.31995768,0.00023147,-0.00023147,0.21669519,-0.21669519,0.00000000,-0.00000000
